County,Facility Name,Capacity,Licensee,Address,City,State,Zip Code,Phone Number,License Number,Facility ID,State Facility Type 1 Literal,State Facility Type 2 Literal,Date Accessed
Henderson,Elmcroft Of Hendersonville,96,"EC Opco Hendersonville NC, LP",3851 Howard Gap Road,Hendersonville,NC,28792,(828)693-0700,HAL-045-130,454,Assisted Living Residence,Adult Care Home,6/29/21
Henderson,Henderson's Assisted Living,26,"Dogwood Villas, Inc",74 Lotus Lane,Hendersonville,NC,28792,(828)692-2220,HAL-045-113,920523,Assisted Living Residence,Adult Care Home,6/29/21
Henderson,Heritage Hills A Pacifica Senior Living Community,24,"Pacifica Heritage Circle, LLC",2500 Heritage Circle,Hendersonville,NC,28791,(828)639-8282,HAL-045-123,944350,Assisted Living Residence,Adult Care Home,6/29/21
Henderson,McCullough's Rest Home,13,"McCullough Rest Home, LLC",720 Orr's Camp Road,Hendersonville,NC,28792,(828)693-7976,HAL-045-005,920746,Assisted Living Residence,Adult Care Home,6/29/21
Henderson,Mountain View Assisted Living,27,"Mountain View Assisted Living, Inc",260 Centerway Drive,Hendersonville,NC,28792,(828)692-9960,HAL-045-112,920827,Assisted Living Residence,Adult Care Home,6/29/21
Henderson,The Gardens of Hendersonville,60,"Cardinal AL Holdings, LLC",1000 West Allen Street,Hendersonville,NC,28739,(828)693-3388,HAL-045-129,920163,Assisted Living Residence,Adult Care Home,6/29/21
Henderson,The Gardens of the Blue Ridge,43,"Cardinal Opco, LLC",913 9th Avenue West,Hendersonville,NC,28791-3315,(828)693-0871,HAL-045-128,920998,Assisted Living Residence,Adult Care Home,6/29/21
Henderson,The Landings of Mills River,65,"Hendersonville AL Holdings, LLC",4143 Haywood Road,Mills River,NC,28759,(828)891-2166,HAL-045-127,140293,Assisted Living Residence,Adult Care Home,6/29/21
Hertford,Ahoskie Assisted Living,92,RPA Healthcare LLC,240 South Earley Station Road,Ahoskie,NC,27910,(252)513-8591,HAL-046-020,920944,Assisted Living Residence,Adult Care Home,6/29/21
Hertford,Ahoskie House,60,"Ahoskie House, LLC",407 Loftin Lane,Ahoskie,NC,27910-3447,(252)862-4700,HAL-046-004,971403,Assisted Living Residence,Adult Care Home,6/29/21
Hertford,Twin Oaks and Twins Adult Home,21,"Twin Oaks and Twins, Inc",817 US 258 N,Como,NC,27818,(252)398-8110,HAL-046-018,921269,Assisted Living Residence,Adult Care Home,6/29/21
Hoke,Open Arms Retirement Center,90,"Integrity-Open Arms, LLC",612 Health Drive,Raeford,NC,28376,(910)875-3949,HAL-047-014,10099,Assisted Living Residence,Adult Care Home,6/29/21
Hoke,Wickshire Creeks Crossing,75,Wickshire Creeks Crossing OpCo LLC,8398 Fayetteville Road,Raeford,NC,28376,(910)683-6800,HAL-047-015,130277,Assisted Living Residence,Adult Care Home,6/29/21
Iredell,Brookdale East Broad,58,"Southern Assisted Living, LLC",2441 East Broad Street,Statesville,NC,28625,(704)872-1940,HAL-049-019,921147,Assisted Living Residence,Adult Care Home,6/29/21
Iredell,Brookdale Peachtree AL,87,"Southern Assisted Living, LLC",2806 Peachtree Road,Statesville,NC,28625,(704)872-1946,HAL-049-020,961012,Assisted Living Residence,Adult Care Home,6/29/21
Iredell,Brookdale Peachtree MC,40,"Southern Assisted Living, LLC",2814 Peachtree Road,Statesville,NC,28625-8204,(704)872-1946,HAL-049-021,980271,Assisted Living Residence,Adult Care Home,6/29/21
Iredell,Cadence Mooresville,96,"GAHC3 Mooresville NC TRS Sub, LLC",198 E Waterlynn Road,Mooresville,NC,28117,(704)660-8000,HAL-049-034,120015,Assisted Living Residence,Adult Care Home,6/29/21
Iredell,Crown Colony,60,Taylor & Hart Management LLC,291 Commercial Drive,Mooresville,NC,28115,(704)663-7600,HAL-049-010,970852,Assisted Living Residence,Adult Care Home,6/29/21
Iredell,Heritage Place Adult Living Center,40,"Omega Investment, Inc",1372 Eufola Road,Statesville,NC,28677,(704)528-4568,HAL-049-003,920889,Assisted Living Residence,Adult Care Home,6/29/21
Iredell,Jurney's Assisted Living,60,"Enterprise Healthcare of  Statesville, Inc",1942 Van Haven Drive,Statesville,NC,28625,(704)878-0046,HAL-049-015,940620,Assisted Living Residence,Adult Care Home,6/29/21
Iredell,Mill Creek Manor,80,"Mill Creek Manor, LLC",1902 Ora Drive,Statesville,NC,28625,(980)223-2353,HAL-049-033,941148,Assisted Living Residence,Adult Care Home,6/29/21
Iredell,Olin Village,64,"Olin Village, LLC",999 Tabor Road,Olin,NC,28660,(704)546-7121,HAL-049-016,960782,Assisted Living Residence,Adult Care Home,6/29/21
Iredell,Rosewood Assisted Living,54,"Lancaster Health Care, Inc.",3134 Harmony Highway,Harmony,NC,28634,(704)546-2671,HAL-049-004,921043,Assisted Living Residence,Adult Care Home,6/29/21
Iredell,Summit Place of Mooresville,60,SNH SE Mooresville Tenant LLC,128 Brawley School Road,Mooresville,NC,28117,(704)799-2712,HAL-049-030,971550,Assisted Living Residence,Adult Care Home,6/29/21
Iredell,Terrabella Lake Norman,120,"HP Mooresville Opco, LLC",140 Carriage Club Drive,Mooresville,NC,28117,(704)658-1200,HAL-049-035,1199,Assisted Living Residence,Adult Care Home,6/29/21
Iredell,The Gardens of Statesville,67,"Statesville Assisted Living, LLC",2147 Davie Avenue,Statesville,NC,28625,(704)878-0123,HAL-049-023,971094,Assisted Living Residence,Adult Care Home,6/29/21
Jackson,Morningstar Assisted Living,55,"Morningstar of Jackson, LLC",95 Morningstar Lane,Sylva,NC,28779,(828)586-4002,HAL-050-016,920365,Assisted Living Residence,Adult Care Home,6/29/21
Jackson,The Hermitage,90,"Skyland House, LLC",185 Brickfarm Road,Dillsboro,NC,28779,(828)586-9070,HAL-050-017,50758,Assisted Living Residence,Adult Care Home,6/29/21
Johnston,Autumn Home Care of Johnston County I,12,"Autumn Home Care of Johnston County, Inc.",474 Jerry Road,Selma,NC,27576,(919)965-3435,HAL-051-002,920046,Assisted Living Residence,Adult Care Home,6/29/21
Johnston,Autumn Home Care of Johnston County II,12,"Autumn Home Care of Johnston County, Inc.",474 Jerry Road,Selma,NC,27576,(919)965-3455,HAL-051-003,920047,Assisted Living Residence,Adult Care Home,6/29/21
Johnston,Autumn Home Care of Johnston County III,12,"Autumn Home Care of Johnston County, Inc.",474 Jerry Road,Selma,NC,27576,(919)965-3333,HAL-051-001,920045,Assisted Living Residence,Adult Care Home,6/29/21
Johnston,Brookdale Smithfield,74,"Southern Assisted Living, LLC",830 Berkshire Road,Smithfield,NC,27577,(919)989-3100,HAL-051-024,971376,Assisted Living Residence,Adult Care Home,6/29/21
Johnston,Classic Care Homes #1,12,"Classic Care Holdings, LLC",101 Annie Parker Circle,Smithfield,NC,27577,(919)726-9447,HAL-051-062,920225,Assisted Living Residence,Adult Care Home,6/29/21
Johnston,Classic Care Homes #2,12,"Classic Care Holdings, LLC",103 Annie Parker Circle,Smithfield,NC,27577,(919)726-9447,HAL-051-064,960961,Assisted Living Residence,Adult Care Home,6/29/21
Johnston,Classic Care Homes #3,12,"Classic Care Holdings, LLC",105 Annie Parker Circle,Smithfield,NC,27577,(919)726-9449,HAL-051-063,960962,Assisted Living Residence,Adult Care Home,6/29/21
Johnston,Clayton House,60,"Clayton Health Holdings, LLC",145 Dairy Road,Clayton,NC,27520-4965,(919)553-6144,HAL-051-041,920228,Assisted Living Residence,Adult Care Home,6/29/21
Johnston,Four Oaks Senior Living,96,"Four Oaks Opco Holdings, LLC",565 Boyette Road,Four Oaks,NC,27524,(919)963-2011,HAL-051-060,921218,Assisted Living Residence,Adult Care Home,6/29/21
Johnston,Gabriel Manor Assisted Living Center,77,"Smithfield East Health Holdings, LLC",84 Johnson Estate Road,Clayton,NC,27520,(919)359-3878,HAL-051-048,100883,Assisted Living Residence,Adult Care Home,6/29/21
Johnston,McLamb's Rest Home,12,Maylon & Katie McLamb,998 Five Points Road,Benson,NC,27504,(919)207-0282,HAL-051-007,920754,Assisted Living Residence,Adult Care Home,6/29/21
Johnston,McLamb's Rest Home #2,12,Maylon & Katie McLamb,998 Five Points Road,Benson,NC,27504,(919)207-0282,HAL-051-008,920753,Assisted Living Residence,Adult Care Home,6/29/21
Johnston,Meadowview Assisted Living Center,60,"Meadowview AL Operations, LLC",250 Highway 210 West,Smithfield,NC,27577,(919)989-4848,HAL-051-047,980347,Assisted Living Residence,Adult Care Home,6/29/21
Johnston,Progressive Care of Princeton,12,Progressive Care of Princeton LLC,160 Haven Lane,Princeton,NC,27569,(919)524-6968,HAL-051-052,920970,Assisted Living Residence,Adult Care Home,6/29/21
Johnston,Providence Assisted Living,20,"Providence Healthcare of the Carolinas, LLC",4302 NC 210,Smithfield,NC,27577,(919)247-4760,HAL-051-061,920051,Assisted Living Residence,Adult Care Home,6/29/21
Johnston,The Landings of Smithfield,66,"Johnston Opco, LLC",200 Kellie Drive,Smithfield,NC,27577,(919)934-2030,HAL-051-065,170320,Assisted Living Residence,Adult Care Home,6/29/21
Lee,Oakhaven Home,40,"Keller's Nursing Home, Inc",700 Westover Drive,Sanford,NC,27330,(919)776-4121,HAL-053-001,920867,Assisted Living Residence,Adult Care Home,6/29/21
Lee,Oakhaven II,12,"Keller's Nursing Home, Inc",700 Westover Drive,Sanford,NC,27330,(919)776-4121,HAL-053-002,920868,Assisted Living Residence,Adult Care Home,6/29/21
Lee,Parkview Retirement Center,116,"Parkview Retirement Center, Inc",1801 Wicker Street Ext.,Sanford,NC,27330,(919)774-4322,HAL-053-004,920895,Assisted Living Residence,Adult Care Home,6/29/21
Lee,Sanford Manor,85,"Sanford Manor, LLC",1115 Carthage Street,Sanford,NC,27330-4162,(919)774-3774,HAL-053-030,950864,Assisted Living Residence,Adult Care Home,6/29/21
Lee,Sanford Senior Living,50,"Sanford Senior Living, LLC",1107 Carthage Street,Sanford,NC,27330-4162,(919)774-3774,HAL-053-031,955674,Assisted Living Residence,Adult Care Home,6/29/21
Lenoir,Legacy Memory Care at Kinston,24,"Legacy Memory Care at Kinston, LLC",1406 East Shine Street,Kinston,NC,28501,(252)527-0438,HAL-054-070,941256,Assisted Living Residence,Adult Care Home,6/29/21
Lenoir,Lenoir Assisted Living,94,"Lenoir Assisted Living, LLC",2773 Pinewood Home Drive,Pink Hill,NC,28572,(252)568-6167,HAL-054-068,920943,Assisted Living Residence,Adult Care Home,6/29/21
Lenoir,Rose Vista Assisted Living,60,"Rose Vista Assisted Liviing, LLC",2130 Rose Vista Road,Kinston,NC,28504,(919)596-9464,HAL-054-069,921079,Assisted Living Residence,Adult Care Home,6/29/21
Lenoir,Spring Arbor of Kinston,86,"Spring Arbor of Kinston II, Ltd",3207 Carey Road,Kinston,NC,28504,(252)523-3099,HAL-054-006,980433,Assisted Living Residence,Adult Care Home,6/29/21
Lenoir,The Village of Kinston,63,"The Village of Kinston Assisted Living, LLC",1935 Idlewild Drive,Kinston,NC,28504,(252)208-7103,HAL-054-067,970042,Assisted Living Residence,Adult Care Home,6/29/21
Lincoln,Amazing Grace Rest Home,10,"Earleen Wellmon, Margie Leonhardt & Melanie Leonhardt Wilson",3633 Amazing Grace Road,Lawndale,NC,28090,(704)473-3178,HAL-055-001,920025,Assisted Living Residence,Adult Care Home,6/29/21
Lincoln,Boger City Rest Home,52,"Boger City Rest Home, Inc",1428 Little Valley Lane,Lincolnton,NC,28092,(704)732-2220,HAL-055-002,920109,Assisted Living Residence,Adult Care Home,6/29/21
Lincoln,Heath House,60,"DePaul Adult Care Communities, Inc",919 Wilma Sigmon Road,Lincolnton,NC,28092,(704)732-1113,HAL-055-O07,970865,Assisted Living Residence,Adult Care Home,6/29/21
Lincoln,Lakewood Care Center,60,"Lakewood Care Center, Inc.",7981 Optimist Club Road,Denver,NC,28037,(704)483-7000,HAL-055-003,920645,Assisted Living Residence,Adult Care Home,6/29/21
Lincoln,North Brook Rest Home,12,"North Brook Rest Home, Inc.",1611 North Brook III School Rd,Vale,NC,28168,(704)482-2033,HAL-055-004,920860,Assisted Living Residence,Adult Care Home,6/29/21
Lincoln,The Addison of Lincolnton,96,"GA HC Reit II Alf TRS Lincolnton Sub, LLC",440 Salem Church Road,Lincolnton,NC,28092,(704)732-0029,HAL-055-009,456,Assisted Living Residence,Adult Care Home,6/29/21
Lincoln,Wexford House,80,DePaul Adult Care Communities Inc,3900 Wexford Lane,Denver,NC,28037,(704)489-2633,HAL-055-008,980529,Assisted Living Residence,Adult Care Home,6/29/21
Macon,Chestnut Hill of Highlands,26,"Highlands Assisted Living, LLC",24 Clubhouse Trail,Highlands,NC,28741,(828)526-5251,HAL-056-005,970361,Assisted Living Residence,Adult Care Home,6/29/21
Macon,Franklin House,70,"Macon Health Holdings, LLC",186 One Center Court,Franklin,NC,28734,(828)363-9965,HAL-056-006,80177,Assisted Living Residence,Adult Care Home,6/29/21
Macon,Grandview Manor Care Center,82,"Grandview Manor Care Center, Inc",150 Crisp Street,Franklin,NC,28734,(828)524-4425,HAL-056-001,920455,Assisted Living Residence,Adult Care Home,6/29/21
Madison,Mars Hill Retirement Community,69,"Western North Carolina Retirement, LLC",170 South Main Street,Mars Hill,NC,28754,(828)689-7900,HAL-057-010,980237,Assisted Living Residence,Adult Care Home,6/29/21
Martin,Vintage Inn Retirement Community,122,"Vintage Inn Retirement Community, LLC",826 East Blvd. 17 N By-Pass,Williamston,NC,27892,(252)792-8311,HAL-058-010,921293,Assisted Living Residence,Adult Care Home,6/29/21
Martin,Williamston House,60,"WP-Williamston Health Holdings, LLC",160 Santree Drive,Williamston,NC,27892-1466,(252)792-6969,HAL-058-011,971507,Assisted Living Residence,Adult Care Home,6/29/21
McDowell,Cedarbrook Residential Center,80,"Cedarbrook Residential Center, Inc",1267 Pinnacle Church Road,Nebo,NC,28761,(828)652-4633,HAL-059-021,920947,Assisted Living Residence,Adult Care Home,6/29/21
McDowell,Houston House,29,"Integrity-Houston House, LLC",9460  Hwy 64,Union Mills,NC,28167,(828)287-4943,HAL-059-033,921193,Assisted Living Residence,Adult Care Home,6/29/21
McDowell,Lake James Lodge Assisted Living,60,"Lake James Lodge Assisted Living, Inc",63 Lakeview Drive North,Marion,NC,28752,(828)652-3038,HAL-059-032,961014,Assisted Living Residence,Adult Care Home,6/29/21
McDowell,McDowell Assisted Living,54,"McDowell Assisted Living, LLC",5235 NC 226 South,Marion,NC,28752,(828)652-3033,HAL-059-017,921030,Assisted Living Residence,Adult Care Home,6/29/21
McDowell,McDowell House,25,"Integrity-McDowell House, LLC",1687 Dairy Road,Nebo,NC,28761,(828)652-5458,HAL-059-034,956982,Assisted Living Residence,Adult Care Home,6/29/21
McDowell,Rose Hill Retirement Community,87,"Your H.O.M.E., Inc.",120 Fleming Avenue,Marion,NC,28752,(828)652-2504,HAL-059-027,960008,Assisted Living Residence,Adult Care Home,6/29/21
Mecklenburg,Brighton Gardens of Charlotte,125,"Prime Care One, LLC",6000 Park South Drive,Charlotte,NC,28210,(704)643-1400,HAL-060-019,970276,Assisted Living Residence,Adult Care Home,6/29/21
Mecklenburg,Brookdale Carriage Club Providence I,77,"ARCLP-Charlotte, LLC",5802 Old Providence Road,Charlotte,NC,28226,(704)365-8551,HAL-060-016,960511,Assisted Living Residence,Adult Care Home,6/29/21
Mecklenburg,Brookdale Carriage Club Providence II,34,"ARCLP-Charlotte, LLC",5816 Old Providence Road,Charlotte,NC,28226,(704)365-8551,HAL-060-049,971560,Assisted Living Residence,Adult Care Home,6/29/21
Mecklenburg,Brookdale Charlotte East,50,"ARC Wilora Assisted Living, LLC",6053 Wilora Lake Road,Charlotte,NC,28212,(704)537-8848,HAL-060-060,980599,Assisted Living Residence,Adult Care Home,6/29/21
Mecklenburg,Brookdale South Charlotte,82,"Brookdale Place of South Charlotte, LLC",5515 Rea Road,Charlotte,NC,28226,(704)544-2094,HAL-060-101,960963,Assisted Living Residence,Adult Care Home,6/29/21
Mecklenburg,Brookdale South Park,56,"BREA Charlotte, LLC",5326 Park Road,Charlotte,NC,28209,(704)553-8700,HAL-060-085,970632,Assisted Living Residence,Adult Care Home,6/29/21
Mecklenburg,Brookdale Weddington Park,83,"Southern Assisted Living, LLC",2404 Plantation Center Drive,Matthews,NC,28105,(704)847-9477,HAL-060-042,980770,Assisted Living Residence,Adult Care Home,6/29/21
Mecklenburg,Cadence Huntersville,96,"GAHC3 Huntersville NC TRS Sub, LLC",250 Commerce Center Drive,Huntersville,NC,28078,(704)875-6100,HAL-060-160,457,Assisted Living Residence,Adult Care Home,6/29/21
Mecklenburg,Cadence Senior Living at Mint Hill,84,"GAHC3 Mint Hill NC TRS Sub, LLC",5601 Margaret Wallace Road,Matthews,NC,28105,(704)573-4000,HAL-060-159,150495,Assisted Living Residence,Adult Care Home,6/29/21
Mecklenburg,Carmel Hills,38,"Carmel Hills, Inc.",2801 Carmel Road,Charlotte,NC,28226,(704)364-8302,HAL-060-001,920171,Assisted Living Residence,Adult Care Home,6/29/21
Mecklenburg,Charlotte Square,125,"CSL LeaseCo., Inc",5820 Carmel Road,Charlotte,NC,28226-8106,(704)544-4979,HAL-060-087,970658,Assisted Living Residence,Adult Care Home,6/29/21
Mecklenburg,Cuthbertson Village at Aldersgate,61,"Aldersgate UMRC, Inc",3800 Shamrock Drive,Charlotte,NC,28215-3298,(704)532-7000,HAL-060-059,991042,Assisted Living Residence,Adult Care Home,6/29/21
Mecklenburg,East Towne,120,"Charlotte Opco Holdings, LLC",4815 North Sharon Amity Road,Charlotte,NC,28205,(704)531-9690,HAL-060-149,920341,Assisted Living Residence,Adult Care Home,6/29/21
Mecklenburg,Elmcroft of Little Avenue,62,"EC Opco Little Avenue, LP",7745 Little Avenue,Charlotte,NC,28226,(704)541-9333,HAL-060-156,971280,Assisted Living Residence,Adult Care Home,6/29/21
Mecklenburg,Hunter Village,68,Tom and Jerry Management LLC,111 South Church Street,Huntersville,NC,28070,(704)875-0859,HAL-060-014,930582,Assisted Living Residence,Adult Care Home,6/29/21
Mecklenburg,Legacy Heights Senior Living Community,122,"Morningside of Concord, LLC",11230 Ballantyne Trace Court,Charlotte,NC,28277,(704)544-7220,HAL-060-152,960608,Assisted Living Residence,Adult Care Home,6/29/21
Mecklenburg,MerryWood on Park,20,"Park Senior Care, LLC",3600 Park Road,Charlotte,NC,28209,(704)626-6355,HAL-060-155,920469,Assisted Living Residence,Adult Care Home,6/29/21
Mecklenburg,Mint Hill Senior Living,82,"Mint Hill Health Holdings, LLC",10830 Lawyers Glen Drive,Charlotte,NC,28227,(704)545-9555,HAL-060-136,970851,Assisted Living Residence,Adult Care Home,6/29/21
Mecklenburg,Northlake House,48,"Northlake AL Holdings, LLC",9108- Reames Road,Charlotte,NC,28216,(980)859-6000,HAL-060-150,160264,Assisted Living Residence,Adult Care Home,6/29/21
Mecklenburg,Oakbridge Terrace @ Matthews Glen,60,"Acts Retirement Life Communities, Inc.",701 Plantation Estates Drive,Matthews,NC,28105-6550,(704)815-0380,HAL-060-167,923412,Assisted Living Residence,Adult Care Home,6/29/21
Mecklenburg,Parker Terrace,53,"Aldersgate United Methodist Retirement Community, Inc",3800 Shamrock Drive,Charlotte,NC,28215-3298,(704)532-7000,HAL-060-054,991041,Assisted Living Residence,Adult Care Home,6/29/21
Mecklenburg,Preston House,40,"Preston House of Charlotte, LLC",4910 Harris Woods Boulevard,Charlotte,NC,28269,(704)921-9279,HAL-060-154,970707,Assisted Living Residence,Adult Care Home,6/29/21
Mecklenburg,Queen City Assisted Living,120,"WP-Charlotte AL Holdings, LLC",1700 Montana Drive,Charlotte,NC,28216-3604,(704)393-2870,HAL-060-126,960558,Assisted Living Residence,Adult Care Home,6/29/21
Mecklenburg,Ranson Ridge at the Villages of Mecklenburg,100,"Senior Care ALF Management, Inc.",13910 Hunton Lane,Huntersville,NC,28078,(704)897-2723,HAL-060-147,100534,Assisted Living Residence,Adult Care Home,6/29/21
Mecklenburg,Summit Place of Southpark,120,"SNH SE Tenant TRS, Inc.",2101 Runnymede Lane,Charlotte,NC,28209,(704)525-5508,HAL-060-116,980186,Assisted Living Residence,Adult Care Home,6/29/21
Mecklenburg,Sunrise on Providence,95,"AL I/Providence Senior Housing Opco, LP",5114 Providence Road,Charlotte,NC,28226,(704)365-5252,HAL-060-165,980794,Assisted Living Residence,Adult Care Home,6/29/21
Mecklenburg,The Charlotte Assisted Living,119,"Charlotte Assisted Living, LLC",9120 Willow Ridge Drive,Charlotte,NC,28210,(704)542-9449,HAL-060-158,970591,Assisted Living Residence,Adult Care Home,6/29/21
Mecklenburg,The Haven in Highland Creek,60,SNH NC Tenant LLC,5920 McChesney Drive,Charlotte,NC,28269,(704)992-1560,HAL-060-162,970716,Assisted Living Residence,Adult Care Home,6/29/21
Mecklenburg,The Haven in the Village at Carolina Place,60,SNH NC Tenant LLC,13150 Dorman Road,Pineville,NC,28134,(704)540-0155,HAL-060-163,971417,Assisted Living Residence,Adult Care Home,6/29/21
Mecklenburg,The Laurels in Highland Creek,105,SNH NC Tenant LLC,6101 Clarke Creek Parkway,Charlotte,NC,28269,(704)947-8050,HAL-060-161,971364,Assisted Living Residence,Adult Care Home,6/29/21
Mecklenburg,The Laurels in the Village at Carolina Place,104,SNH NC Tenant LLC,13180 Dorman Road,Pineville,NC,28134,(704)540-8007,HAL-060-164,971517,Assisted Living Residence,Adult Care Home,6/29/21
Mecklenburg,The Little Flower Assisted Living,49,Charlotte Assisted Living (Little Flower ) Delaware LLC,8700 Lawyers Road,Charlotte,NC,28227,(704)545-7005,HAL-060-109,960601,Assisted Living Residence,Adult Care Home,6/29/21
Mecklenburg,The Parc at Sharon Amity,64,"WP-Charlotte Health Holdings, LLC",4025 N. Sharon Amity Drive,Charlotte,NC,28205-4975,(704)569-9661,HAL-060-125,990857,Assisted Living Residence,Adult Care Home,6/29/21
Mecklenburg,The Social at Cotswold,104,"S-H OpCo Eastover, LLC",3610 Randolph Road,Charlotte,NC,28211,(704)366-2550,HAL-060-132,970113,Assisted Living Residence,Adult Care Home,6/29/21
Mecklenburg,The Terrace at Brightmore of South Charlotte,34,"Charlotte SC Senior Housing OPCO, LLC",10225 Old Ardrey Kell Road,Charlotte,NC,28277,(704)557-0511,HAL-060-157,100541,Assisted Living Residence,Adult Care Home,6/29/21
Mecklenburg,Waltonwood Cotswold,125,"Waltonwood Cotswold, LLC",5215 Randolph Road,Charlotte,NC,28211,(704)496-9310,HAL-060-148,110877,Assisted Living Residence,Adult Care Home,6/29/21
Mecklenburg,Waltonwood at Providence,80,"Waltonwood at Providence, LLC",11945 Providence Road,Charlotte,NC,28277,(704)246-8670,HAL-060-138,100530,Assisted Living Residence,Adult Care Home,6/29/21
Mecklenburg,Wickshire Steele Creek,90,Wickshire Steele Creek OpCo LLC,13600 S. Tryon Street,Charlotte,NC,28278,(704)705-2727,HAL-060-166,100540,Assisted Living Residence,Adult Care Home,6/29/21
Mecklenburg,Willow Ridge Assisted Living,52,"Charlotte Health Holdings, LLC",2040 Milton Road,Charlotte,NC,28215-3319,(704)405-0730,HAL-060-111,920521,Assisted Living Residence,Adult Care Home,6/29/21
Mitchell,Mitchell House,80,"Mitchell House One, LLC",13681 Hwy 226 South,Spruce Pine,NC,28777-4511,(828)766-7771,HAL-061-011,120180,Assisted Living Residence,Adult Care Home,6/29/21
Montgomery,Brookstone Haven of Star Assisted Living,54,"Brookstone Haven of Star Assisted Living, LLC",327 Freeman Street,Star,NC,27356,(910)428-2101,HAL-062-014,940857,Assisted Living Residence,Adult Care Home,6/29/21
Montgomery,Poplar Springs Assisted Living,12,Ivey Thompson & Shawn Thompson,601 Dover Road,Star,NC,27356,(910)428-2981,HAL-062-015,920958,Assisted Living Residence,Adult Care Home,6/29/21
Montgomery,Sandy Ridge Assisted Living,120,"Sandy Ridge Homes Holding, Corp.",326 Bowman Road,Candor,NC,27229,(910)974-4162,HAL-062-009,960947,Assisted Living Residence,Adult Care Home,6/29/21
Moore,Brookdale Pinehurst,76,"Southern Assisted Living, LLC",17 Regional Drive,Pinehurst,NC,28374,(910)235-0700,HAL-063-024,980176,Assisted Living Residence,Adult Care Home,6/29/21
Moore,Elmcroft of Southern Pines,94,"EC Opco Southern Pines, LP",101 Brucewood Road,Southern Pines,NC,28387,(910)692-4928,HAL-063-025,971181,Assisted Living Residence,Adult Care Home,6/29/21
Moore,Fox Hollow Senior Living Community,85,"Morningside of Concord, LLC",190 Fox Hollow Road,Pinehurst,NC,28374,(910)695-0011,HAL-063-022,971362,Assisted Living Residence,Adult Care Home,6/29/21
Moore,Magnolia Gardens,110,"Magnolia Gardens of Southern Pines, LLC",594 Murray Hill Road,Southern Pines,NC,28387,(910)692-6311,HAL-063-007,940463,Assisted Living Residence,Adult Care Home,6/29/21
Moore,Seven Lakes Assisted Living,60,"West End Holdings, LLC",292 McDougall Drive,West End,NC,27376-8300,(910)673-2045,HAL-063-023,920529,Assisted Living Residence,Adult Care Home,6/29/21
Moore,Tara Plantation of Carthage,80,"Tara Plantation of Carthage, LLC",820 S. McNeill Street,Carthage,NC,28327,(910)947-5888,HAL-063-011,971147,Assisted Living Residence,Adult Care Home,6/29/21
Moore,The Coventry,60,"St. Joseph of the Pines, Inc",105 Gossman Drive,Southern Pines,NC,28387,(910)246-1045,HAL-063-016,960429,Assisted Living Residence,Adult Care Home,6/29/21
Nash,Brekenridge Retirement Center,64,Brekenridge Retirement Center Inc,2500 Hunter Hill Road,Rocky Mount,NC,27804,(252)443-5400,HAL-064-004,955524,Assisted Living Residence,Adult Care Home,6/29/21
Nash,Brookdale Rocky Mount,60,"Brookdale Senior Living Communities, Inc.",650 Goldrock Road,Rocky Mount,NC,27804,(252)446-6005,HAL-064-008,970906,Assisted Living Residence,Adult Care Home,6/29/21
Nash,Hunter Hill Senior Living,64,"Graca Holdings, LLC",891 Noell Lane,Rocky Mount,NC,27804,(252)210-3751,HAL-064-032,920581,Assisted Living Residence,Adult Care Home,6/29/21
Nash,Somerset Court of Rocky Mount,60,"JFC Meridian Opco-Rocky Mount, LLC",918 Westwood Drive,Rocky Mount,NC,27802,(252)443-5592,HAL-064-029,960823,Assisted Living Residence,Adult Care Home,6/29/21
Nash,Spring Arbor of Rocky Mount,84,"Spring Arbor of Rocky Mount II, a Virgina Limited Partnership",1251 S. Winstead Avenue,Rocky Mount,NC,27803,(252)443-3999,HAL-064-005,955657,Assisted Living Residence,Adult Care Home,6/29/21
Nash,The Gardens of Nashville,122,"Nashville Opco, LLC",1022 Eastern Avenue,Nashville,NC,27856,(252)459-3014,HAL-064-031,923369,Assisted Living Residence,Adult Care Home,6/29/21
Nash,Trinity Retirement Villas #1,12,First Venture Management INC.,222 North Lumber Street,Nashville,NC,27856,(252)230-0714,HAL-064-014,960515,Assisted Living Residence,Adult Care Home,6/29/21
Nash,Trinity Retirement Villas #2,12,First Venture Management INC.,223 North Lumber Street,Nashville,NC,27856,(252)459-9294,HAL-064-013,970462,Assisted Living Residence,Adult Care Home,6/29/21
New Hanover,Brookdale Wilmington,38,"Brookdale Senior Living Communities, Inc",3501 Converse Drive,Wilmington,NC,28403,(910)790-8664,HAL-065-019,971015,Assisted Living Residence,Adult Care Home,6/29/21
New Hanover,Castle Creek Memory Care,84,"Castle Hayne AL Holdings, LLC",4724 Castle Hayne Road,Castle Hayne,NC,28429-6403,(910)675-2988,HAL-065-034,920536,Assisted Living Residence,Adult Care Home,6/29/21
New Hanover,Cedar Cove Assisted Living,64,"Cedar Cove Assisted Living, LLC",4200 Jasmine Cove Way,Wilmington,NC,28412,(910)397-7812,HAL-065-035,940188,Assisted Living Residence,Adult Care Home,6/29/21
New Hanover,Champions Assisted Living,148,Cornelia Nixon Davis Inc. DBA Champions Assisted Living,1007 Porters Neck Road,Wilmington,NC,28411,(910)686-6462,HAL-065-020,275,Assisted Living Residence,Adult Care Home,6/29/21
