Facility Name,Address,City,State,Zip Code,Phone Number,License Number,Capacity,County,Date Accessed,State Facility Type 1 Literal
Reflections Memory Care - Chatham,401 N. PARK AVENUE,Chatham,IL,62629,2174834490,5104648,32,Sangamon,6/24/21,ASSISTED LIVING/SHARED HOUSING
Reflections Memory Care - Herrin,517 RUSHING DRIVE,Carterville,IL,62918,6189882889,5104630,32,Williamson,6/24/21,ASSISTED LIVING/SHARED HOUSING
Reflections Memory Care - Morton,1717 NORTH MAIN,Morton,IL,61550,3093218690,5106742,32,Tazewell,6/24/21,ASSISTED LIVING/SHARED HOUSING
Reflections Memory Care - Savoy,62 E. AIRPORT ROAD,Savoy,IL,61874,2173596073,5104952,32,Champaign,6/24/21,ASSISTED LIVING/SHARED HOUSING
Reflections Memory Care - Washington,1280 INDEPENDENCE COURT,Washington,IL,61571,3095087200,5104465,32,Tazewell,6/24/21,ASSISTED LIVING/SHARED HOUSING
Reserve Of Geneva (The),2508 KANEVILLE RD,Geneva,IL,60134,6302089188,5105785,12,Kane,6/24/21,ASSISTED LIVING/SHARED HOUSING
Residential Living Center Inc,608 EAST ILLINOIS HIGHWAY 15,Mt. Vernon,IL,62864,6182449318,5105322,48,Jefferson,6/24/21,ASSISTED LIVING/SHARED HOUSING
Resthave Home Of Whiteside,408 MAPLE AVE.,Morrison,IL,61270,8157724021,5104432,37,Whiteside,6/24/21,ASSISTED LIVING/SHARED HOUSING
River Birch Senior Living,4016 COCKRELL LANE,Springfield,IL,62711,2176984016,5200966,14,Sangamon,6/24/21,ASSISTED LIVING/SHARED HOUSING
River Birch Senior Living,4008 COCKRELL LANE,Springfield,IL,62711,2176984008,5201071,14,Sangamon,6/24/21,ASSISTED LIVING/SHARED HOUSING
River Birch Senior Living,4012 COCKRELL LANE,Springfield,IL,62711,2175470400,5200933,14,Sangamon,6/24/21,ASSISTED LIVING/SHARED HOUSING
River Glen Of St. Charles,975 NORTH 5TH AVENUE,St. Charles,IL,60174,6304438220,5105827,78,Kane,6/24/21,ASSISTED LIVING/SHARED HOUSING
Riverside Senior Life Bourb,85 E. BURNS RD,Bourbonnais,IL,60914,8159353332,5104770,80,Kankakee,6/24/21,ASSISTED LIVING/SHARED HOUSING
Riverside Senior Life Community,1485 BUTTERFIELD TRAIL,Kankakee,IL,60901,8159330793,5100323,96,Kankakee,6/24/21,ASSISTED LIVING/SHARED HOUSING
Robin'S Nest Assisted Living - 1522 Fargo,1522 FARGO BLVD,Geneva,IL,60134,6309352935,5201568,7,Kane,6/24/21,ASSISTED LIVING/SHARED HOUSING
Robin'S Nest Assisted Living -1101 Geneva,1101 GENEVA RD,St. Charles,IL,60174,6309352935,5201576,8,Kane,6/24/21,ASSISTED LIVING/SHARED HOUSING
Robin'S Nest Assisted Living-1819 Fargo,1819 FARGO BLVD,Geneva,IL,60134,6309352935,5201592,7,Kane,6/24/21,ASSISTED LIVING/SHARED HOUSING
Rock Run Place Assisted Living,3320 EXECUTIVE DRIVE,Joliet,IL,60431,8157294773,5105660,101,Will,6/24/21,ASSISTED LIVING/SHARED HOUSING
Rock Run Place Memory Care,3315 EXECUTIVE DRIVE,Joliet,IL,60431,8157252364,5105678,38,Will,6/24/21,ASSISTED LIVING/SHARED HOUSING
Rolling Hills Place,3521 16TH ST,Zion,IL,60099,8477462147,5101107,59,Lake,6/24/21,ASSISTED LIVING/SHARED HOUSING
Roma Home Care Inc.,13740 S. ARCHER AVE,Lemont,IL,60439,6303305644,5201261,4,Cook,6/24/21,ASSISTED LIVING/SHARED HOUSING
Samaritan Place,6901 N. GALENA RD,Peoria,IL,61614,3096899661,5101123,63,Peoria,6/24/21,ASSISTED LIVING/SHARED HOUSING
San Gabriel Memory Care,241 MAGNOLIA DRIVE,Glen Carbon,IL,62034,6182055280,5105959,34,Madison,6/24/21,ASSISTED LIVING/SHARED HOUSING
San Gabriel Memory Care,813 LARS HOFFMAN CROSSING,Godfrey,IL,62035,6184666447,5106486,34,Madison,6/24/21,ASSISTED LIVING/SHARED HOUSING
San Gabriel Memory Care,2509 FRANK WATSON PARKWAY,Highland,IL,62249,6186514444,5104911,34,Madison,6/24/21,ASSISTED LIVING/SHARED HOUSING
"Selfhelp Home, Inc",908 W ARGYLE,Chicago,IL,60640,7732710300,5102261,60,Cook,6/24/21,ASSISTED LIVING/SHARED HOUSING
Senior Star At Weber Place,600 S. EDWARD DR,Romeoville,IL,60446,8154399955,5103319,77,Will,6/24/21,ASSISTED LIVING/SHARED HOUSING
Senior Star At Weber Place-Al,605 S. EDWARD DR.,Romeoville,IL,60446,8154392033,5103368,205,Will,6/24/21,ASSISTED LIVING/SHARED HOUSING
Serenity Assisted Living,4000 NORTH MAIN STREET,East Peoria,IL,61611,3092222424,5106213,72,Tazewell,6/24/21,ASSISTED LIVING/SHARED HOUSING
Serenity Villa,1 FAIRVIEW DR,Fairbury,IL,61739,8156922572,5106361,20,Livingston,6/24/21,ASSISTED LIVING/SHARED HOUSING
Shepherd Premier Senior Living,6809 BARNARD MILL ROAD,Ringwood,IL,60072,2243336247,5201485,7,Mchenry,6/24/21,ASSISTED LIVING/SHARED HOUSING
Sheridan At Green Oaks,29330 NORTH WAUKEGAN RD,Lake Bluff,IL,60044,2245346660,5105884,120,Lake,6/24/21,ASSISTED LIVING/SHARED HOUSING
Sheridan At Park Ridge (The),501 BUSSE HIGHWAY,Park Ridge,IL,60068,8476530653,5106577,100,Cook,6/24/21,ASSISTED LIVING/SHARED HOUSING
Sheridan At Tyler Creek (The),508 NORTH MCLEAN,Elgin,IL,60123,2242683268,5105629,96,Kane,6/24/21,ASSISTED LIVING/SHARED HOUSING
Silverado #550 Lake Zurich,550 AMERICA CT,Lake Zurich,IL,60047,8473076990,5103715,16,Lake,6/24/21,ASSISTED LIVING/SHARED HOUSING
Silverado #555 Lake Zurich,555 AMERICA CT.,Lake Zurich,IL,60047,8473076990,5103723,16,Lake,6/24/21,ASSISTED LIVING/SHARED HOUSING
Silverado #579 Lake Zurich,579 AMERICA CT.,Lake Zurich,IL,60047,8473076990,5103731,16,Lake,6/24/21,ASSISTED LIVING/SHARED HOUSING
Silverado #600 Lake Zurich,600 AMERICA CT.,Lake Zurich,IL,60047,8473076990,5103749,16,Lake,6/24/21,ASSISTED LIVING/SHARED HOUSING
Silverado Highland Park,1651 RICHFIELD AVE,Highland Park,IL,60035,2247650094,5104390,62,Lake,6/24/21,ASSISTED LIVING/SHARED HOUSING
Silverado Naperville,1936 BROOKDALE ROAD,Naperville,IL,60563,6307789221,5105645,50,Dupage,6/24/21,ASSISTED LIVING/SHARED HOUSING
Silverado Orchard Park,5520 LINCOLN AVENUE,Morton Grove,IL,60053,8475839800,5104382,84,Cook,6/24/21,ASSISTED LIVING/SHARED HOUSING
Silverado St. Charles,4058 E. MAIN STREET,St. Charles,IL,60174,6307934464,5106494,55,Kane,6/24/21,ASSISTED LIVING/SHARED HOUSING
Simple Blessings,203 E. MONROE,Casey,IL,62420,2179322603,5200750,10,Clark,6/24/21,ASSISTED LIVING/SHARED HOUSING
Simple Comfort Retirement Home,2412 BECKER DR,Peru,IL,61354,8152233045,5200768,6,Lasalle,6/24/21,ASSISTED LIVING/SHARED HOUSING
Smith Crossing,10501 EMILIE LN,Orland Park,IL,60467,7083262326,5101677,62,Will,6/24/21,ASSISTED LIVING/SHARED HOUSING
Smith Village,2320 W. 113TH PLACE,Chicago,IL,60643,7734747314,5102006,82,Cook,6/24/21,ASSISTED LIVING/SHARED HOUSING
Snyder Village Assisted Living,1115 HARBERS LANE,Metamora,IL,61548,3093672500,5100950,65,Woodford,6/24/21,ASSISTED LIVING/SHARED HOUSING
"Solana Deer Park, The",21840 W. LAKE COOK ROAD,Deer Park,IL,60010,8475501927,5105389,84,Lake,6/24/21,ASSISTED LIVING/SHARED HOUSING
Spring Meadows Libertyville,901 FLORSHEIM DRIVE,Libertyville,IL,60048,8478169990,5103673,100,Lake,6/24/21,ASSISTED LIVING/SHARED HOUSING
Spring Meadows Naperville,504 N RIVER RD,Naperville,IL,60563,6305484488,5103665,107,Dupage,6/24/21,ASSISTED LIVING/SHARED HOUSING
Springfield Homes The Ranch,3363 SPAULDING ORCHARD ROAD,Springfield,IL,62711,2176791030,5201873,5,Sangamon,6/24/21,ASSISTED LIVING/SHARED HOUSING
"Springs At Monarch Landing, The",2308 N. ROUTE 59,Naperville,IL,60563,6303001200,5106585,28,Dupage,6/24/21,ASSISTED LIVING/SHARED HOUSING
Springs Of Vernon Hills (The),350 SOUTH MILWAUKEE AVE,Vernon Hills,IL,60061,8476349300,5106254,70,Lake,6/24/21,ASSISTED LIVING/SHARED HOUSING
"St. James Villas Wellness, Rehab Villas",1251 EAST RICHTON ROAD,Crete,IL,60417,7086726700,5104705,60,Will,6/24/21,ASSISTED LIVING/SHARED HOUSING
St. Joseph Village Of Chicago,4021 W. BELMONT,Chicago,IL,60641,7733285500,5102030,40,Cook,6/24/21,ASSISTED LIVING/SHARED HOUSING
"Stillwater Senior Living, Llc",1111 UNIVERSITY DRIVE,Edwardsville,IL,62025,6186922273,5104903,46,Madison,6/24/21,ASSISTED LIVING/SHARED HOUSING
Stonecroft Village Retirement Community,1700 BURLINGTON ST.,Mendota,IL,61342,8155385300,5106452,32,Lasalle,6/24/21,ASSISTED LIVING/SHARED HOUSING
Sugar Creek Alzheimer'S Scc,505 E VERNON AVE,Normal,IL,61761,3094513000,5104127,38,Mclean,6/24/21,ASSISTED LIVING/SHARED HOUSING
Summit Of Uptown,10 N. SUMMIT,Park Ridge,IL,60068,8478251161,5106569,65,Cook,6/24/21,ASSISTED LIVING/SHARED HOUSING
Sunrise Of Barrington,510 NORTHWEST HIGHWAY,Barrington,IL,60010,8473828888,5104028,45,Lake,6/24/21,ASSISTED LIVING/SHARED HOUSING
Sunrise Of Bloomingdale,129 E LAKE ST.,Bloomingdale,IL,60108,6302958600,5101206,82,Dupage,6/24/21,ASSISTED LIVING/SHARED HOUSING
Sunrise Of Buffalo Grove,180 WEST HALF DAY RD,Buffalo Grove,IL,60089,8474788484,5101214,79,Lake,6/24/21,ASSISTED LIVING/SHARED HOUSING
Sunrise Of Crystal Lake,751 E TERRA COTTA AVE,Crystal Lake,IL,60014,8154446600,5101222,58,Mchenry,6/24/21,ASSISTED LIVING/SHARED HOUSING
Sunrise Of Flossmoor,19715 GOVERNOR'S HWY,Flossmoor,IL,60422,7087981600,5101230,62,Cook,6/24/21,ASSISTED LIVING/SHARED HOUSING
Sunrise Of Fountain Square,2210 FOUNTAIN SQUARE,Lombard,IL,60148,6308741405,5103343,80,Dupage,6/24/21,ASSISTED LIVING/SHARED HOUSING
Sunrise Of Gurnee,500 N. HUNT CLUB RD.,Gurnee,IL,60031,8478568100,5101255,59,Lake,6/24/21,ASSISTED LIVING/SHARED HOUSING
Sunrise Of Highland Park,1601 GREEN BAY ROAD,Highland Park,IL,60035,8476811620,5104275,75,Lake,6/24/21,ASSISTED LIVING/SHARED HOUSING
Sunrise Of Lincoln Park,2710 N. CLARK ST,Chicago,IL,60614,7732440005,5101263,60,Cook,6/24/21,ASSISTED LIVING/SHARED HOUSING
Sunrise Of Naperville,960 E. CHICAGO AVE.,Naperville,IL,60540,6305791400,5101271,76,Dupage,6/24/21,ASSISTED LIVING/SHARED HOUSING
Sunrise Of Naperville North,535 W. OGDEN AVE.,Naperville,IL,60563,6303059400,5101289,77,Dupage,6/24/21,ASSISTED LIVING/SHARED HOUSING
Sunrise Of Palos Park,12828 S. LAGRANGE RD.,Palos Park,IL,60464,7083613577,5101297,85,Cook,6/24/21,ASSISTED LIVING/SHARED HOUSING
Sunrise Of Park Ridge,1725 BALLARD RD.,Park Ridge,IL,60068,8478241724,5101305,110,Cook,6/24/21,ASSISTED LIVING/SHARED HOUSING
Sunrise Of Schaumburg,790 N. PLUM GROVE RD,Schaumburg,IL,60193,8475179700,5101313,82,Cook,6/24/21,ASSISTED LIVING/SHARED HOUSING
Sunrise Of Willowbrook,6300 CLARENDON HILL RD,Willowbrook,IL,60527,6307349954,5101321,82,Dupage,6/24/21,ASSISTED LIVING/SHARED HOUSING
Sunrise Of Wilmette,615 RIDGE RD,Wilmette,IL,60091,8472561600,5106791,28,Cook,6/24/21,ASSISTED LIVING/SHARED HOUSING
Sunrise Villa Olympia Fields,3633 BREAKERS DRIVE,Olympia Fields,IL,60461,7087473333,5105470,31,Cook,6/24/21,ASSISTED LIVING/SHARED HOUSING
Sunset Haven,361 N. ALFRED AVE,Elgin,IL,60123,8477421448,5200669,7,Kane,6/24/21,ASSISTED LIVING/SHARED HOUSING
Sunshine Gardens,442 COMFORT DRIVE,Marion,IL,62959,6183640482,5105215,63,Williamson,6/24/21,ASSISTED LIVING/SHARED HOUSING
Sycamore Village,217 CASTELLANO DR,Swansea,IL,62226,6182222571,5103863,109,St. Clair,6/24/21,ASSISTED LIVING/SHARED HOUSING
Taylorville Estates Inc,705 SOUTH HOUSTON STREET,Taylorville,IL,62568,2178242222,5104473,49,Christian,6/24/21,ASSISTED LIVING/SHARED HOUSING
Terra Vista Of Oakbrook Terrace Llc,1635 D. ARDMORE AVENUE,Oakbrook Terrace,IL,60181,6305340886,5105207,106,Dupage,6/24/21,ASSISTED LIVING/SHARED HOUSING
Terraces At The Clare,55 EAST PEARSON STREET,Chicago,IL,60611,3127848100,5104044,39,Cook,6/24/21,ASSISTED LIVING/SHARED HOUSING
"Theresa'S Home Care 1, Llc",6455 CUNNINGHAM COURT,Gurnee,IL,60031,8475252816,5200917,5,Lake,6/24/21,ASSISTED LIVING/SHARED HOUSING
"Theresa'S Home Care Ii, Llc",5044 DARLENE DR,Gurnee,IL,60031,8475252816,5201063,4,Lake,6/24/21,ASSISTED LIVING/SHARED HOUSING
"Theresa'S Home Care Iii, Llc",402 BONNIE BRAE AVE,Grayslake,IL,60030,8475252816,5201303,3,Lake,6/24/21,ASSISTED LIVING/SHARED HOUSING
Three Crowns Park,2323 MCDANIEL,Evanston,IL,60201,8473288700,5102915,18,Cook,6/24/21,ASSISTED LIVING/SHARED HOUSING
Three Oaks Assisted Living,1055 SILVER LAKE RD,Cary,IL,60013,8475166016,5103947,94,Mchenry,6/24/21,ASSISTED LIVING/SHARED HOUSING
Timber Creek Village,201 STAHLHUT,Lincoln,IL,62656,2176518771,5104812,40,Logan,6/24/21,ASSISTED LIVING/SHARED HOUSING
Timber Creek Village,101 W. SALLEE STREET,Litchfield,IL,62056,2173132208,5106510,40,Montgomery,6/24/21,ASSISTED LIVING/SHARED HOUSING
Timber Creek Village,1302 W HIGHLAND AVE.,Robinson,IL,62454,6185448877,5103855,39,Crawford,6/24/21,ASSISTED LIVING/SHARED HOUSING
Timbers Of Shorewood,1100 N. RIVER RD,Shorewood,IL,60404,8156090669,5101347,90,Will,6/24/21,ASSISTED LIVING/SHARED HOUSING
Travanse Living At Grayslake,1865 EAST BELVIDERE RD,Grayslake,IL,60030,8475487000,5105694,96,Lake,6/24/21,ASSISTED LIVING/SHARED HOUSING
Travanse Living At Wheaton,219 E. PARKWAY DRIVE,Wheaton,IL,60187,6307520644,5105793,84,Du Page,6/24/21,ASSISTED LIVING/SHARED HOUSING
Tremont Ridge Assisted Living,801 E TREMONT ST,Hillsboro,IL,62049,2175322733,5101354,38,Montgomery,6/24/21,ASSISTED LIVING/SHARED HOUSING
Trenton Village Llc,980 E. BROADWAY,Trenton,IL,62293,6182249465,5102170,57,Clinton,6/24/21,ASSISTED LIVING/SHARED HOUSING
United Methodist Village N. Campus,2101 JAMES ST,Lawrenceville,IL,62439,6189433444,5200974,6,Lawrence,6/24/21,ASSISTED LIVING/SHARED HOUSING
"United Methodist Village Retirement Community, Inc.",5201 ASBURY AVENUE,Godfrey,IL,62035,6184670191,5101362,44,Madison,6/24/21,ASSISTED LIVING/SHARED HOUSING
Vi At The Glen,2401 INDIGO LANE,Glenview,IL,60026,8479044710,5100398,36,Cook,6/24/21,ASSISTED LIVING/SHARED HOUSING
Victorian Inn,12600 RENAISSANCE CIRCLE,Homer Glen,IL,60491,7083010800,5101370,60,Will,6/24/21,ASSISTED LIVING/SHARED HOUSING
Villa Catherine Al,491 CLINTON ST,Carlyle,IL,62231,6185948363,5101388,18,Clinton,6/24/21,ASSISTED LIVING/SHARED HOUSING
Village At Mercy Creek (The),1501 MERCY CREEK DR.,Normal,IL,61761,3092681501,5106684,60,Mclean,6/24/21,ASSISTED LIVING/SHARED HOUSING
Village Woods,2681 S. ROUTE 394,Crete,IL,60417,7086726111,5101404,50,Will,6/24/21,ASSISTED LIVING/SHARED HOUSING
Villas At St. James,14335 JAMESTOWN ROAD,Breese,IL,62230,6185260100,5104663,65,Clinton,6/24/21,ASSISTED LIVING/SHARED HOUSING
Villas Of Holly Brook & Reflections Pekin,2720 S. 14TH STREET,Pekin,IL,61455,3092013763,5105777,86,Tazewell,6/24/21,ASSISTED LIVING/SHARED HOUSING
Villas Of Holly Brook Bethalto,312 MECHANICAL DRIVE,East Alton,IL,62024,6187170820,5106551,74,Madison,6/24/21,ASSISTED LIVING/SHARED HOUSING
Villas Of Holly Brook Bloomington Fox Creek,2016 FOX CREEK RD,Bloomington,IL,61701,3098084027,5106239,71,Mclean,6/24/21,ASSISTED LIVING/SHARED HOUSING
Villas Of Holly Brook Charleston,738 18TH STREET,Charleston,IL,61920,2175122773,5106106,71,Coles,6/24/21,ASSISTED LIVING/SHARED HOUSING
Villas Of Holly Brook Chatham,825 EAST WALNUT,Chatham,IL,62629,2174834655,5104564,50,Sangamon,6/24/21,ASSISTED LIVING/SHARED HOUSING
Villas Of Holly Brook Effingham,904 WEST EVERGREEN,Effingham,IL,62401,2173422345,5104572,44,Effingham,6/24/21,ASSISTED LIVING/SHARED HOUSING
Villas Of Holly Brook Gibson City,1400 N. MELVIN STREET,Gibson City,IL,60936,2177271082,5105223,50,Ford,6/24/21,ASSISTED LIVING/SHARED HOUSING
Villas Of Holly Brook Harrisburg,220 RON CRANK DRIVE,Harrisburg,IL,62946,6182529218,5105538,68,Saline,6/24/21,ASSISTED LIVING/SHARED HOUSING
Villas Of Holly Brook Herrin,505 RUSHING DRIVE,Carterville,IL,62918,6189931997,5104580,50,Williamson,6/24/21,ASSISTED LIVING/SHARED HOUSING
Villas Of Holly Brook Marshall,17050 NORTH QUALITY LIME ROAD,Marshall,IL,62441,2178265600,5104531,46,Clark,6/24/21,ASSISTED LIVING/SHARED HOUSING
Villas Of Holly Brook Monticello,901 MEDICAL CENTER DR,Monticello,IL,61856,2176311136,5104291,50,Piatt,6/24/21,ASSISTED LIVING/SHARED HOUSING
Villas Of Holly Brook Morton,1709 NORTH MAIN STREET,Morton,IL,61550,3093218393,5105173,76,Tazewell,6/24/21,ASSISTED LIVING/SHARED HOUSING
Villas Of Holly Brook Newton,101 SOUTH GREGORY DR.,Newton,IL,62448,6187834181,5104549,41,Jasper,6/24/21,ASSISTED LIVING/SHARED HOUSING
Villas Of Holly Brook Rantoul,722 STONE BRIDGE CENTER DRIVE,Rantoul,IL,61866,2172829854,5106312,74,Champaign,6/24/21,ASSISTED LIVING/SHARED HOUSING
Villas Of Holly Brook Savoy,68 E. AIRPORT ROAD,Savoy,IL,61874,2173596224,5104945,50,Champaign,6/24/21,ASSISTED LIVING/SHARED HOUSING
Villas Of Holly Brook Shelbyville,2201 W. MAIN STREET,Shelbyville,IL,62565,2177741040,5104556,45,Shelby,6/24/21,ASSISTED LIVING/SHARED HOUSING
Villas Of Holly Brook Towanda Barnes,1815 N. TOWANDA BARNES ROAD,Bloomington,IL,61701,3095850541,5106445,74,Mclean,6/24/21,ASSISTED LIVING/SHARED HOUSING
Villas Of Holly Brook Washington,1285 INDEPENDENCE COURT,Washington,IL,61571,3095087100,5104457,79,Tazewell,6/24/21,ASSISTED LIVING/SHARED HOUSING
Villas Of South Park,10000 SOUTH MAIN STREET,Chatham,IL,62629,2176975415,5105447,50,Sangamon,6/24/21,ASSISTED LIVING/SHARED HOUSING
Vines Senior Home (The),971 BODE RD,Elgin,IL,60120,8476959600,5106122,14,Cook,6/24/21,ASSISTED LIVING/SHARED HOUSING
Violet Lane,101 N. VIOLET LANE,Carbondale,IL,62901,6185199560,5200941,6,Jackson,6/24/21,ASSISTED LIVING/SHARED HOUSING
Voyage Senior Living - Marion South,815 MISSISSIPPI DRIVE,Marion,IL,62959,6189933503,5104218,27,Williamson,6/24/21,ASSISTED LIVING/SHARED HOUSING
Voyage Senior Living - Murphysboro East,5 NORTH SHAWNEE DR,Murphysboro,IL,62966,6186845818,5100299,50,Jackson,6/24/21,ASSISTED LIVING/SHARED HOUSING
Voyage Senior Living - Murphysboro West,11 N. SHAWNEE DR,Murphysboro,IL,62966,6186845818,5100281,24,Jackson,6/24/21,ASSISTED LIVING/SHARED HOUSING
Waterford Estates,17400 S. KEDZIE AVE,Hazel Crest,IL,60429,7083351600,5101412,80,Cook,6/24/21,ASSISTED LIVING/SHARED HOUSING
Waverly Inn Memory Care Community,515 W. RAND ROAD,Arlington Heights,IL,60004,2242488916,5106411,60,Cook,6/24/21,ASSISTED LIVING/SHARED HOUSING
Weinberg Community,1551 LAKE COOK RD,Deerfield,IL,60015,8473740500,5101420,165,Cook,6/24/21,ASSISTED LIVING/SHARED HOUSING
Welbrook Bloomington Operating Co,1402 LESLIE DR,Bloomington,IL,61704,3096032500,5106387,80,Mclean,6/24/21,ASSISTED LIVING/SHARED HOUSING
Wellshire Morton Grove,8415 WAUKEGAN ROAD,Morton Grove,IL,60053,8474704550,5104887,45,Cook,6/24/21,ASSISTED LIVING/SHARED HOUSING
Westbridge Assisted Living,500 WYNDEMERE CIRCLE,Wheaton,IL,60187,6306906662,5105025,82,Dupage,6/24/21,ASSISTED LIVING/SHARED HOUSING
Westbrook Senior Living,110 W. SCHAUMBURG RD,Streamwood,IL,60107,6303724114,5105504,80,Cook,6/24/21,ASSISTED LIVING/SHARED HOUSING
Westminster Village Al,2025 E. LINCOLN ST,Bloomington,IL,61701,3096636474,5102329,60,Mclean,6/24/21,ASSISTED LIVING/SHARED HOUSING
White Oaks At Heritage Woods Of Mchenry,4605 W. CRYSTAL LAKE RD,Mc Henry,IL,60050,8153442970,5106072,40,Mchenry,6/24/21,ASSISTED LIVING/SHARED HOUSING
White Oaks At Spring Street,1300 SPRING STREET,South Elgin,IL,60177,8477173187,5104846,30,Kane,6/24/21,ASSISTED LIVING/SHARED HOUSING
Willow Crossing Senior Living,809 N. CENTRAL AVE.,Addison,IL,60101,6302917500,5201790,3,Dupage,6/24/21,ASSISTED LIVING/SHARED HOUSING
Willow Falls,1681 WILLOW CIRCLE DRIVE,Crest Hill,IL,60403,8157255868,5105546,113,Will,6/24/21,ASSISTED LIVING/SHARED HOUSING
Willowbrook Of Effingham,100 BLOHM AVENUE,Effingham,IL,62401,2178210779,5200990,12,Effingham,6/24/21,ASSISTED LIVING/SHARED HOUSING
Willowbrook Of Effingham #3,104 BLOHM AVENUE,Effingham,IL,62401,2178210779,5201550,12,Effingham,6/24/21,ASSISTED LIVING/SHARED HOUSING
Willowbrook Of Effingham East,102 BLOHM AVE,Effingham,IL,62401,2173423239,5201105,12,Effingham,6/24/21,ASSISTED LIVING/SHARED HOUSING
Willowbrook Of Marshall #1,1002 NORTH SECOND ST,Marshall,IL,62441,2178210779,5201741,12,Clark,6/24/21,ASSISTED LIVING/SHARED HOUSING
Willowbrook Of Marshall #2,1000 N. 2ND STREET,Marshall,IL,62441,2178210779,5201840,12,Clark,6/24/21,ASSISTED LIVING/SHARED HOUSING
Willowbrook Of Savoy,404 W. CURTIS,Savoy,IL,61874,2176078932,5201394,12,Champaign,6/24/21,ASSISTED LIVING/SHARED HOUSING
Willowbrook Of Savoy #2,406 W. CURTIS,Savoy,IL,61874,2176007705,5201493,12,Champaign,6/24/21,ASSISTED LIVING/SHARED HOUSING
Willowbrook Of Savoy #3,408 W CURTIS,Savoy,IL,61874,2178210779,5201527,12,Champaign,6/24/21,ASSISTED LIVING/SHARED HOUSING
Willowbrook Of Vandalia #1,1125 SUNSET DRIVE,Vandalia,IL,62471,2178210779,5201808,12,Fayette,6/24/21,ASSISTED LIVING/SHARED HOUSING
Windsor Court - Savoy,401 BURWASH AVE,Savoy,IL,61874,2173511490,5102337,36,Champaign,6/24/21,ASSISTED LIVING/SHARED HOUSING
Windsor Manor Morrison,403 SCENIC STREET,Morrison,IL,61270,8157724031,5104721,40,Whiteside,6/24/21,ASSISTED LIVING/SHARED HOUSING
Windsor Park Manor,124 WINDSOR PARK DR,Carol Stream,IL,60188,6305105200,5101453,38,Dupage,6/24/21,ASSISTED LIVING/SHARED HOUSING
Winn Prairie,1545 S. FOREST ROAD,Freeport,IL,61032,8156564800,5105587,61,Stephenson,6/24/21,ASSISTED LIVING/SHARED HOUSING
Woodlands At The British Home,3000 MCCORMICK AVE,Brookfield,IL,60513,7084850135,5101461,73,Cook,6/24/21,ASSISTED LIVING/SHARED HOUSING
"Woods Garden Villa, The",302 S. MAIN ST,Lincoln,IL,62656,2177322189,5201535,12,Logan,6/24/21,ASSISTED LIVING/SHARED HOUSING
