Sort Name,Mailing Name,License Number,Profession,Status,Address Line 1,Address Line 2,Address Line 3,Address Line 4,City,State,Zip,County FIPS,County,Country,Phone,Fax,Address Directions,Mailing Care Of,Mailing Address Line 1,Mailing Address Line 2,Mailing Address Line 3,Mailing Address Line 4,Mailing City,Mailing State,Mailing Zip,Mailing County FIPS,Mailing County,Mailing Country,Mailing Address Directions,NAIC Code,Expiration Date,Responsible Individual,RI License Number,Authorities,Department,Agency,Board,EmailAddress,CE Required By Date,Bed Count,Primary Administrator
MADISON HOUSE,MADISON HOUSE,RCC38696,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,92 WHITE SCHOOL HOUSE RD,,,,MADISON,ME,04950-4007,23025,SOMERSET,,+1 (207) 696-0807,+1 (844) 451-5681,,,,,,,,,,,,,,,6/30/23,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,4,SANDRA D FARMER
MAIN STREET MANOR,MAIN STREET MANOR,RCC39085,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,641 MAIN ST,,,,OLD TOWN,ME,04468-1920,23019,PENOBSCOT,,+1 (207) 951-6800,,,,,,,,,,,,,,,,2/4/23,,,Adult Family Care Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,5,JENNIFER TORREY
MAIN STREET WEST,MAIN STREET WEST,ALP2373,ASSISTED LIVING PROGRAM,ACTIVE,1037 W MAIN ST,,,,DOVER FOXCROFT,ME,04426-3752,23021,PISCATAQUIS,,+1 (207) 564-8129,+1 (207) 564-8484,,,,,,,,,,,,,,,8/4/22,,,Type II - Medication and Nursing,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,14,AARON THOMAS
"MAINE FAMILY SERVICES, LLC II","MAINE FAMILY SERVICES, LLC II",RCA38831,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,1470 FOREST AVE,,,,PORTLAND,ME,04103-1802,23005,CUMBERLAND,,+1 (207) 536-4937,,,,,,,,,,,,,,,,1/29/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,JOSEPH BUTOYI
MAINE VETERANS' HOME - AUGUSTA,MAINE VETERANS' HOME - AUGUSTA,RCD22505,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,310 CONY RD,,,,AUGUSTA,ME,04330-0513,23011,KENNEBEC,,+1 (207) 622-2454,+1 (207) 626-2957,,,,,,,,,,,,,,,2/28/21,,,Dementia/Alzheimer's,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,30,JACOB C. ANDERSON
MAINE VETERANS' HOME - BANGOR,MAINE VETERANS' HOME - BANGOR,PND22507,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,44 HOGAN RD,,,,BANGOR,ME,04401-5602,23019,PENOBSCOT,,+1 (207) 942-2333,+1 (207) 942-4810,,,,,,,,,,,,,,,9/30/21,,,Dementia/Alzheimer's,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,30,GREGORY URBAN
MAINE VETERANS' HOME - CARIBOU,MAINE VETERANS' HOME - CARIBOU,RCD22511,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,163 VAN BUREN RD STE 2,,,,CARIBOU,ME,04736-3567,23003,AROOSTOOK,,+1 (207) 498-6074,+1 (207) 498-3037,,,,,,,,,,,,,,,3/31/21,,,Dementia/Alzheimer's,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,30,MELISSA GRAHAM
MAINE VETERANS' HOME - MACHIAS,MAINE VETERANS' HOME - MACHIAS,PND1803,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,32 VETERANS WAY,,,,MACHIAS,ME,04654-3324,23029,WASHINGTON,,+1 (207) 255-0162,+1 (207) 255-6349,,,,,,,,,,,,,,,7/10/21,,,Dementia/Alzheimer's,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,30,MARCIA L JACKSON
MAINE VETERANS' HOME - SCARBOROUGH,MAINE VETERANS' HOME - SCARBOROUGH,PND22514,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,290 US ROUTE 1,,,,SCARBOROUGH,ME,04074-8370,23005,CUMBERLAND,,+1 (207) 883-7184,+1 (207) 883-7852,,,,,,,,,,,,,,,11/30/21,,,Dementia/Alzheimer's,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,30,MAUREEN CARLAND
MAINE VETERANS' HOME - SOUTH PARIS,MAINE VETERANS' HOME - SOUTH PARIS,PND22516,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,477 HIGH ST,,,,SOUTH PARIS,ME,04281-6507,23017,OXFORD,,+1 (207) 743-6300,+1 (207) 743-7595,,,,,,,,,,,,,,,7/31/21,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,28,BRADFORD C. PECK
MAINESTAY,MAINESTAY,PND38905,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,165 CUMBERLAND AVE,,,,PORTLAND,ME,04101-3129,23005,CUMBERLAND,,+1 (207) 221-8656,,,,,,,,,,,,,,,,8/6/22,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,12,NIKKI OLIVER
MAMIE POWELL WAIVER HOME,MAMIE POWELL WAIVER HOME,RCC646,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,38 CARTER ST,,,,EAGLE LAKE,ME,4739,23003,AROOSTOOK,,+1 (207) 444-6225,+1 (207) 444-6099,,,,,,,,,,,,,,,7/25/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,4,MICHELLE T. RAYMOND
MAPLE AVENUE,MAPLE AVENUE,RCC39009,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,55 MAPLE AVE,,,,SCARBOROUGH,ME,04074-8269,23005,CUMBERLAND,,+1 (207) 879-1140,+1 (207) 879-1146,,,,,,,,,,,,,,,6/11/23,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,4,JAMIE WHITEHOUSE
MAPLE LANE,MAPLE LANE,RCB2296,LEVEL II RESIDENTIAL CARE FACILITY,FAILED TO RENEW,,,,,,,,,,,+1 (207) 232-2999,+1 (207) 827-6001,,,,,,,,,,,,,,,1/27/16,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,
MAPLECREST REHAB AND LIVING CTR ADC PROGRAM,MAPLECREST REHAB AND LIVING CTR ADC PROGRAM,ADS653,ADULT DAY SERVICES PROGRAM,ACTIVE,174 MAIN ST,,,,MADISON,ME,04950-1523,23025,SOMERSET,,+1 (207) 696-8225,+1 (207) 696-8507,,,,,,,,,,,,,,,6/12/22,,,Health,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,20,RANDI L. BENTO
MAPLETON WAIVER HOME,MAPLETON WAIVER HOME,RCC2312,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,46 FORDS LN,,,,MAPLETON,ME,04757-4324,23003,AROOSTOOK,,+1 (207) 764-1836,,,,,,,,,,,,,,,,11/18/21,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,MICHELLE T. RAYMOND
MARCOUX WAIVER HOME,MARCOUX WAIVER HOME,RCC1715,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,36 MAKAYLA DRIVE,,,,EAGLE LAKE,ME,4739,23003,AROOSTOOK,,+1 (207) 444-6223,+1 (207) 444-6099,,,,,,,,,,,,,,,7/25/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,4,MICHELLE T. RAYMOND
"MARKET SQUARE HEALTH CARE CENTER, LLC","MARKET SQUARE HEALTH CARE CENTER, LLC",PND22579,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,3 MARKET SQ,,,,SOUTH PARIS,ME,04281-1114,23017,OXFORD,,+1 (207) 743-7086,+1 (207) 743-2395,,,,,,,,,,,,,,,6/30/21,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,24,JOEL ROGERS
MARLU STREET,MARLU STREET,RCA2321,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,26 MARLU ST,,,,WESTBROOK,ME,04092-4649,23005,CUMBERLAND,,+1 (207) 879-1140,+1 (207) 879-1146,,,,,,,,,,,,,,,3/8/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,JAMIE WHITEHOUSE
MARSH ROAD,MARSH ROAD,RCC38763,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,69 MARSH RD,,,,CORINTH,ME,04427-3200,23019,PENOBSCOT,,+1 (207) 285-0090,+1 (207) 564-2404,,,,,,,,,,,,,,,4/15/22,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,4,AIMEE KERRIGAN
MARSHALL,MARSHALL,RCA38954,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,40 MARSHALL ST,,,,MECHANIC FALLS,ME,04256-5106,23001,ANDROSCOGGIN,,+1 (207) 782-2726,+1 (844) 884-6944,,,,,,,,,,,,,,,12/8/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,MARIE BEAUCAGE
MARSTON APT-SUPPORT SOLUTIONS,MARSTON APT-SUPPORT SOLUTIONS,RCA39255,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,57 MARSTON ST,,,,AUBURN,ME,04210-4325,23001,ANDROSCOGGIN,,+1 (207) 312-5152,+1 (207) 777-1109,,,,,,,,,,,,,,,5/27/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,1,CHRISTINE HESKETH-CHUTE
MARSTON STREET HOME,MARSTON STREET HOME,PNC38686,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,16 MARSTON ST,,,,NORWAY,ME,04268-5776,23017,OXFORD,,+1 (207) 743-2171,+1 (844) 468-9589,,,,,,,,,,,,,,,6/30/23,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,4,PAUL M. PICHÉ
MARTHA BALLARD ASSISTED LIVING,MARTHA BALLARD ASSISTED LIVING,ALP38939,ASSISTED LIVING PROGRAM,ACTIVE,60 BALSAM DR,,,,HALLOWELL,ME,04347-3008,23011,KENNEBEC,,+1 (207) 626-7786,+1 (207) 626-7726,,,,,,,,,,,,,,,11/14/22,,,Type II - Medication and Nursing,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,24,ROSE M. TUTTLE
MARTIN DRIVE,MARTIN DRIVE,PNC2102,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,30 MARTIN DR # 32,,,,LEWISTON,ME,04240-5041,23001,ANDROSCOGGIN,,+1 (207) 376-4809,+1 (207) 786-8061,,,,,,,,,,,,,,,7/24/21,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,4,SCOTT A. MORRISON
MARY LANE,MARY LANE,RCC100,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,84 MARY LN,,,,OAKLAND,ME,04963-5124,23011,KENNEBEC,,+1 (207) 465-7201,+1 (207) 465-2475,,,,,,,,,,,,,,,8/8/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,4,AMANDA RICCI
MAST LANDING RESIDENCE,MAST LANDING RESIDENCE,RCC1737,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,4 DIKES LANDING RD,,,,BATH,ME,04530-2867,23023,SAGADAHOC,,+1 (207) 386-5160,+1 (207) 443-8887,,,,,,,,,,,,,,,3/21/23,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,ALEX KAUTZMAN
MAYFLOWER PLACE,MAYFLOWER PLACE,ALP38844,ASSISTED LIVING PROGRAM,ACTIVE,27 MAYFLOWER ST,,,,SANFORD,ME,04073-3645,23031,YORK,,+1 (207) 490-0400,+1 (207) 490-0994,,,,,,,,,,,,,,,2/21/22,,,Type II - Medication and Nursing,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,36,KATHY E. FERNBERG
MCCARTY HOUSE,MCCARTY HOUSE,RCA38987,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,208 PALM ST,,,,BANGOR,ME,04401-4022,23019,PENOBSCOT,,+1 (207) 307-7813,+1 (207) 945-9997,,,,,,,,,,,,,,,3/2/23,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,CYNTHIA NOBLE
MEADOW ROAD HOME ASSISTED HOUSING PROGRAM,MEADOW ROAD HOME ASSISTED HOUSING PROGRAM,RCC38616,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,113 SANDY CREEK RD,,,,BRIDGTON,ME,04009-4135,23005,CUMBERLAND,,+1 (207) 647-9385,+1 (207) 647-9385,,,,,,,,,,,,,,,4/4/23,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,4,TRICIA BARKER
"MEADOWS HOME, THE",THE MEADOWS HOME,RCC2247,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,244 RAY ST,,,,PORTLAND,ME,04103-4305,23005,CUMBERLAND,,+1 (207) 747-5463,+1 (207) 747-5463,,,,,,,,,,,,,,,10/22/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,4,ANN-MARIE MAYBERRY
"MEADOWS, THE",THE MEADOWS,PND1069,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,110 PERKINS AVE,,,,OLD TOWN,ME,04468-1763,23019,PENOBSCOT,,+1 (207) 827-0547,+1 (207) 827-2397,,,,,,,,,,,,,,,11/3/22,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,16,NANCY SCHVERTT-PAIGE
MEADOWVIEW GROUP HOME,MEADOWVIEW GROUP HOME,PND680,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,90 PARK ST,,,,ORONO,ME,04473-4408,23019,PENOBSCOT,,+1 (207) 866-4214,+1 (207) 866-5909,,,,,,,,,,,,,,,6/27/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,8,KATHY S. WING
MELISSA DRIVE,MELISSA DRIVE,RCA39146,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,23 MELISSA DR,,,,YARMOUTH,ME,04096-7717,23005,CUMBERLAND,,+1 (207) 835-0099,+1 (207) 536-4005,,,,,,,,,,,,,,,2/8/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,SAMANTHA D RICHARD
MELODY LANE,MELODY LANE,RCA39015,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,17 MELODY LN,,,,LEWISTON,ME,04240-1613,23001,ANDROSCOGGIN,,+1 (207) 333-5005,,,,,,,,,,,,,,,,9/3/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,CHRISTOPHER CALL
MEMORY LANE ASSISTED LIVING LLC,MEMORY LANE ASSISTED LIVING LLC,RCC39036,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,2472 ROUTE 2,,,,HERMON,ME,04401-0624,23019,PENOBSCOT,,+1 (207) 605-0144,,,,,,,,,,,,,,,,8/2/21,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,ERIKA EMERY
MERCY HOME,MERCY HOME,PND33876,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,3402 AROOSTOOK RD,,,,EAGLE LAKE,ME,04739-3240,23003,AROOSTOOK,,+1 (207) 444-5152,+1 (207) 444-6099,,,,,,,,,,,,,,,11/30/21,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,10,DENISE RAYMOND
MERRY GARDENS ESTATES,MERRY GARDENS ESTATES,ALP684,ASSISTED LIVING PROGRAM,ACTIVE,87 JOHN ST,,,,CAMDEN,ME,04843-1953,23013,KNOX,,+1 (207) 230-0618,+1 (207) 973-3699,,,,,,,,,,,,,,,10/16/22,,,Type I - Medication,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,30,CHRISTINE R. BESSEY
MID COAST SENIOR HEALTH CENTER-THORNTON HALL,MID COAST SENIOR HEALTH CENTER-THORNTON HALL,ALP1692,ASSISTED LIVING PROGRAM,ACTIVE,56 BARIBEAU DR,,,,BRUNSWICK,ME,04011-3251,23005,CUMBERLAND,,+1 (207) 373-3646,+1 (207) 373-3640,,,,,,,,,,,,,,,3/3/23,,,Type II - Medication and Nursing,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,41,KIM WATSON
MIDDLE STREET HOUSE,MIDDLE STREET HOUSE,PNC1932,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,45 MIDDLE ST,,,,AUGUSTA,ME,04330-5728,23011,KENNEBEC,,+1 (207) 626-3484,+1 (207) 626-3469,,,,,,,,,,,,,,,2/6/23,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,6,ASHLYN LAVIGNE
MIDDLESEX RESIDENCE - T2,MIDDLESEX RESIDENCE - T2,RCC39399,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,563 MIDDLESEX RD,,,,TOPSHAM,ME,04086-5340,23023,SAGADAHOC,,+1 (207) 443-9783,+1 (207) 443-8887,,,,,,,,,,,,,,,6/9/22,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,6,ALEX KAUTZMAN
MILBRIDGE RESIDENCE,MILBRIDGE RESIDENCE,PNC690,PNMI LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,4 HARBOR LN,,,,MILBRIDGE,ME,04658-3550,23029,WASHINGTON,,+1 (207) 546-5015,+1 (207) 255-6110,,,,,,,,,,,,,,,6/6/23,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,6,THOMAS A. MICHAUD
MILL STREET,MILL STREET,RCA38947,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,143 MILL ST APT 108,,,,AUBURN,ME,04210-5650,23001,ANDROSCOGGIN,,+1 (207) 795-7619,+1 (844) 607-4505,,,,,,,,,,,,,,,11/25/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,1,BONNIE LEE-DUBOIS
MILLER TERRACES,MILLER TERRACES,PND693,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,60 OHIO ST,,,,BANGOR,ME,04401-4732,23019,PENOBSCOT,,+1 (207) 942-8603,+1 (207) 942-9077,,,,,,,,,,,,,,,12/5/21,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,10,SCOTT K. DUFOUR
MILLIE MORRILL HOUSE,MILLIE MORRILL HOUSE,RCC623,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,205 LUDLOW ST,,,,PORTLAND,ME,04102-1807,23005,CUMBERLAND,,+1 (207) 420-3281,+1 (207) 854-1787,,,,,,,,,,,,,,,9/23/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,6,ANN-MARIE MAYBERRY
MINUTEMAN DRIVE,MINUTEMAN DRIVE,RCC696,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,1 MINUTEMAN DR,,,,SCARBOROUGH,ME,04074-8716,23005,CUMBERLAND,,+1 (207) 885-0831,+1 (207) 879-1146,,,,,,,,,,,,,,,5/9/22,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,JAMIE WHITEHOUSE
MONARCH,MONARCH,RCC38830,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,1164 W MAIN ST,,,,DOVER FOXCROFT,ME,04426-3716,23021,PISCATAQUIS,,+1 (207) 802-8087,+1 (207) 564-2404,,,,,,,,,,,,,,,12/31/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,AIMEE KERRIGAN
MONMOUTH ACRES,MONMOUTH ACRES,RCC38710,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,89 ROUTE 135,,,,MONMOUTH,ME,04259-6513,23011,KENNEBEC,,+1 (207) 933-8060,+1 (207) 761-8405,,,,,,,,,,,,,,,8/30/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,6,AMANDA RICCI
MONROE HOME,MONROE HOME,RCC701,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,20 MONROE AVE,,,,WESTBROOK,ME,04092-4017,23005,CUMBERLAND,,+1 (207) 854-9521,+1 (207) 797-6398,,,,,,,,,,,,,,,10/24/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,4,SUSAN J. MURPHY
MONTELLO COMMONS,MONTELLO COMMONS,PND22592,PNMI LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,540 COLLEGE ST,,,,LEWISTON,ME,04240-5228,23001,ANDROSCOGGIN,,+1 (207) 783-6244,+1 (207) 782-0184,,,,,,,,,,,,,,,10/31/22,,,,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,44,JEANINE LABRECQUE
MONTELLO HEIGHTS RETIREMENT COMMUNITY,MONTELLO HEIGHTS RETIREMENT COMMUNITY,ALP1757,ASSISTED LIVING PROGRAM,ACTIVE,550 COLLEGE ST,,,,LEWISTON,ME,04240-2464,23001,ANDROSCOGGIN,,+1 (207) 786-7149,+1 (207) 786-0968,,,,,,,,,,,,,,,5/20/23,,,Type II - Medication and Nursing,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,80,KATELYNN FITZGERALD
MONTELLO STREET,MONTELLO STREET,RCA38945,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,146 MONTELLO ST,,,,LEWISTON,ME,04240-4631,23001,ANDROSCOGGIN,,+1 (207) 241-0263,+1 (833) 840-6355,,,,,,,,,,,,,,,11/26/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,ERICA S TRIPP
MOODY'S FOSTER HOME,MOODY'S FOSTER HOME,RCA707,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,198 BIRMINGHAM RD,,,,CHELSEA,ME,04330-1189,23011,KENNEBEC,,+1 (207) 582-0016,+1 (207) 582-0016,,,,,,,,,,,,,,,9/29/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,COLLEEN V. MOODY
"MOORING AT THE DOWNS, THE","MOORING AT THE DOWNS, THE",RCD39048,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,7 MILL COMMONS DR,,,,SCARBOROUGH,ME,04074-8392,23005,CUMBERLAND,,+1 (207) 272-2797,,,,,,,,,,,,,,,,7/16/21,,,Dementia/Alzheimer's,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,13,AMY M. LECLAIR
"MOORING ON FORESIDE, THE","MOORING ON FORESIDE, THE",RCD38666,LEVEL IV RESIDENTIAL CARE FACILITY,ACTIVE,301 US ROUTE 1,,,,CUMBERLAND FORESIDE,ME,04110-1356,23005,CUMBERLAND,,+1 (207) 272-2797,+1 (207) 221-1828,,,,,,,,,,,,,,,4/19/22,,,Dementia/Alzheimer's,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,13,AMY M. LECLAIR
MORGAN BROOK,MORGAN BROOK,RCC38935,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,222 WOODMAN HILL RD,,,,MINOT,ME,04258-4637,23001,ANDROSCOGGIN,,+1 (207) 345-0982,+1 (844) 308-5066,,,,,,,,,,,,,,,11/12/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,3,MARIE BEAUCAGE
MORRELLS MILL HOME,MORRELLS MILL HOME,RCC711,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,104 MORRILLS MILL RD,,,,NORTH BERWICK,ME,03906-6129,23031,YORK,,+1 (207) 676-8535,+1 (207) 324-6050,,,,,,,,,,,,,,,10/29/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,4,REBECCA WHEELER
MORRELL'S MILL ROAD,MORRELL'S MILL ROAD,RCA39067,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,179 MORRILLS MILL RD,,,,NORTH BERWICK,ME,03906-6126,23031,YORK,,+1 (207) 937-8260,,,,,,,,,,,,,,,,11/3/21,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,BERTRAND MIZERO
MORSE BROOK,MORSE BROOK,RCA39004,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,15 MORSE BROOK DR,,,,SOUTH PARIS,ME,04281-6576,23017,OXFORD,,+1 (207) 744-2072,+1 (207) 744-2072,,,,,,,,,,,,,,,2/24/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,KAREN J. CLOUTIER
MOUNT PROSPECT,MOUNT PROSPECT,RCA38953,LEVEL I RESIDENTIAL CARE FACILITY,ACTIVE,1176 WOODMAN HILL RD,,,,MINOT,ME,04258-5400,23001,ANDROSCOGGIN,,+1 (207) 782-2726,+1 (844) 884-6944,,,,,,,,,,,,,,,12/8/22,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,MARIE BEAUCAGE
MOUNTAIN ROAD WAIVER,MOUNTAIN ROAD WAIVER,RCC2205,LEVEL III RESIDENTIAL CARE FACILITY,ACTIVE,177 MOUNTAIN RD,,,,SAINT ALBANS,ME,04971-7401,23025,SOMERSET,,+1 (207) 938-3201,+1 (207) 938-3069,,,,,,,,,,,,,,,3/16/23,,,Waiver Home,HEALTH AND HUMAN SERVICES,DIV OF LICENSING AND REG.,ASSISTED HOUSING,,,2,RACHEL FULLER
