Speciality,contract,LicenseNumber,LocationNumber,FacInstanceId,FacilityType,FacilityName,FacilityStatus,LocationAddress,LocationCity,LocationState,LocationZipCode,LocationCounty,MailAddress,MailCity,MailState,MailZipCode,TelephoneNmbr,FaxNmbr,ConfidentialFaxNmbr,RCSRegionUnit,SpecialityCode,ContractCode,FacilityPOC,LicensedBedCount,LicenseExpirationDate,CheckCompleteDate,CheckType,Disclosure of Services,Has Reports?,Reports Location
"Mental Health, Dementia","Meaningful Day, Adult Family Home",751860,40009347,40949,AF  ,VALLEY VISTA ADULT FAMILY HOME INC,OP    ,16117 NE 97TH Street,REDMOND,WA,98052,King,16117 NE 97TH Street,REDMOND,WA,98052,(425) 861-0702,,(425) 587-1984,2E,"SPMI, SPDE","1080XS-12 , 1080XS-12 ","KUDLACZ, MINDA ",2,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751860,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751860
"Mental Health, Dementia","Meaningful Day, Adult Family Home",752904,40010110,43752,AF  ,Valley Vista II Adult Family Home Inc,OP    ,14448 121st Pl NE,Kirkland,WA,98034,King,14448 121st Pl NE,Kirkland,WA,98034,(425) 307-1050,(425) 587-1984,,2I,"SPMI, SPDE","1080XS-12 , 1080XS-12 ","KUDLACZ, MINDA ",5,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752904,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752904
"Mental Health, Dementia",Adult Family Home,128000,40001280,32641,AF  ,VALY'S AFH,OP    ,25106 116TH AVE SE,KENT,WA,98030,King,25106 116TH AVE SE,KENT,WA,98030,(253) 850-7744,,(253) 856-0646,2G,"SPMI, SPDE",1080XS-12 ,"Grozav, Valeria ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=128000,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=128000
"Mental Health, Developmental Disabilities","Meaningful Day, Adult Family Home",76300,40000763,31966,AF  ,VAN PATTEN AFH,OP    ,16905 STONE AVE N,SHORELINE,WA,98133,King,16905 STONE AVE N,SHORELINE,WA,98133,(206) 542-8151,,,2I,"SPMI, SPDD","1080XS-12 , 1080XS-12 ","Van Patten, Flor H. ",4,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=76300,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=76300
"Mental Health, Dementia",Adult Family Home,752262,40009590,41372,AF  ,VANES ADULT FAMILY HOME LLC,OP    ,3041 S 208th St,Seatac,WA,98198,King,3041 S 208th St,Seatac,WA,98198,(253) 250-3487,,(425) 291-8091,2E,"SPMI, SPDE",1080XS-12 ,"Rodriguez, Imelda M. ",5,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752262,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752262
"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,751083,40008711,39895,AF  ,VERDANT GROVE ADULT FAMILY HOME LLC,OP    ,9644 54TH AVE S,SEATTLE,WA,98118,King,9650 54TH AVE S,SEATTLE,WA,98118,(206) 722-2766,(206) 723-8409,,2E,"SPMI, SPDE, SPDD",1080XS-12 ,"SADUCOS, LILIA ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751083,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751083
Dementia,Adult Family Home,750668,40005010,39378,AF  ,VICTORIA I ADULT FAMILY HOME,OP    ,13321 31ST AVE NE,SEATTLE,WA,98125,King,13321 31ST AVE NE,SEATTLE,WA,98125,(206) 366-8569,,,2I,SPDE,1080XS-12 ,"CORBU, MARIA ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=750668,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=750668
"Mental Health, Dementia",Adult Family Home,664700,40006647,38000,AF  ,VIEWHAVEN HOMES,OP    ,3819 NE 87TH ST,SEATTLE,WA,98115,King,12729 42ND AVE NE,SEATTLE,WA,98125,(206) 679-9082,,(206) 362-2851,2E,"SPMI, SPDE",1080XS-12 ,"Golla, Josephine C. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=664700,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=664700
"Mental Health, Dementia, Developmental Disabilities","Meaningful Day, Expanded Community Services",753472,40006832,44574,AF  ,Viewpoint Adult Family Home,OP    ,11605 SE 258TH ST,KENT,WA,98030,King,11605 SE 258TH ST,KENT,WA,98030,(253) 334-8813,,(206) 878-5259,2G,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","Ude, Rita ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753472,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753472
"Mental Health, Dementia","Meaningful Day, Adult Family Home",751441,40007162,40568,AF  ,VIEWRIDGE EASTSIDE CORP,OP    ,5406 158TH PL NE,REDMOND,WA,98052,King,5406 158TH PL NE,REDMOND,WA,98052,(425) 883-2841,,(425) 881-3684,2E,"SPMI, SPDE","1080XS-12 , 1080XS-12 ","Moraru, Evelyn V. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751441,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751441
"Mental Health, Dementia",Adult Family Home,752681,40006717,42401,AF  ,VIKTORIA AFH LLC,OP    ,6529 117TH PL SE,BELLEVUE,WA,98006,King,6529 117TH PL SE,BELLEVUE,WA,98006,(425) 430-2556,(425) 430-9356,,2E,"SPMI, SPDE",1080XS-12 ,"Prisak, Viorika ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752681,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752681
"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,750471,40006969,39184,AF  ,VILLA AFH,OP    ,15520 30TH AVE NE,SHORELINE,WA,98155,King,13520 Linden Ave N Apt 232,Seattle,WA,98133,(206) 579-2747,(206) 366-4599,,2I,"SPMI, SPDE, SPDD",1080XS-12 ,"Villar, Pastilisa ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=750471,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=750471
"Mental Health, Dementia, Developmental Disabilities","Meaningful Day, Adult Family Home",753054,40010120,43783,AF  ,Villa Rey Adult Family Home LLC,OP    ,16748 Corliss Ave N,Shoreline,WA,98133,King,16748 Corliss Ave N,Shoreline,WA,98133,(206) 417-0862,(206) 417-0862,,2I,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","Reyes, Judith C. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753054,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753054
"Mental Health, Dementia",No Contract,585400,40005854,37363,AF  ,VILLA TEODORA ADULT FAMILY HOME,OP    ,17136 SE 43RD ST,BELLEVUE,WA,98006,King,17136 SE 43RD ST,BELLEVUE,WA,98006,(425) 649-9412,,(425) 373-9464,2E,"SPMI, SPDE",,"Elenes, Carmen ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=585400,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=585400
"Mental Health, Dementia",Adult Family Home,248204,40002482,34148,AF  ,VILLAGIO ADULT FAMILY HOME,OP    ,8707 113TH AVE SE,NEWCASTLE,WA,98056,King,8707 113TH AVE SE,NEWCASTLE,WA,98056,(425) 228-4195,,(425) 228-4195,2E,"SPMI, SPDE",1080XS-12 ,"Marin, Liviu ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=248204,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=248204
"Mental Health, Dementia","Meaningful Day, Adult Family Home",751095,40008754,39968,AF  ,Vio's Evergreen Elderly Care Inc,OP    ,6645 116th Avenue SE,Bellevue,WA,98006,King,6645 116th Avenue SE,Bellevue,WA,98006,(425) 641-5979,(425) 644-6062,,2E,"SPMI, SPDE","1080XS-12 , 1080XS-12 ","Gradinaru, Viorica ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751095,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751095
"Mental Health, Dementia, Developmental Disabilities","Meaningful Day, Adult Family Home",752582,40009886,42126,AF  ,VIO'S EVERGREEN ELDERLY CARE INC,OP    ,6641 116TH AVE SE,BELLEVUE,WA,98006,King,6641 116TH AVE SE,BELLEVUE,WA,98006,(425) 572-5906,(425) 264-5255,,2E,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","Gradinaru, Viorica ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752582,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752582
"Mental Health, Dementia, Developmental Disabilities","Meaningful Day, Adult Family Home",754396,40000268,46191,AF  ,Vision House AFH LLC,OP    ,1202 BERILLA DR,ENUMCLAW,WA,98022,King,1202 BERILLA DR,ENUMCLAW,WA,98022,(360) 825-6046,,(360) 825-6046,2G,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","Assie, Kouassi L. ",4,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754396,No, 
"Mental Health, Dementia","Meaningful Day, Adult Family Home",753684,40010619,44932,AF  ,Washington Place LLC,OP    ,32417 8th Ave SW,Federal Way,WA,98023,King,32417 8th Ave SW,Federal Way,WA,98023,(253) 392-2084,,(206) 267-0334,2G,"SPMI, SPDE","1080XS-12 , 1080XS-12 ","Park, Dong R. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753684,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753684
"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,754927,40011439,46573,AF  ,Weatherfield Adult Family Home LLC ,OP    ,1005 S 323rd St,Federal Way,WA,98003,King,1005 S 323rd St,Federal Way,WA,98003,(206) 592-2091,,,2G,"SPMI, SPDE, SPDD",1080XS-12 ,"Nelson, Patricia L. ",4,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754927,No, 
"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,754743,40006789,46442,AF  ,Wellness Adult Family Home LLC,OP    ,17217 11TH AVE NE,SHORELINE,WA,98155,King,17217 11TH AVE NE,SHORELINE,WA,98155,(206) 363-8212,,(425) 974-2387,2I,"SPMI, SPDE, SPDD",1080XS-12 ,"Mbugua, Carolyne ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754743,No, 
None,Adult Family Home,753147,40008419,44112,AF  ,WELLSPRING 24 HR ELDERLY CARE LLC,OP    ,14611 SE 192ND STREET,RENTON,WA,98058,King,29121 120th Way SE,Auburn,WA,98092,(206) 390-8487,,,2E,,1080XS-12 ,"Mayo, Maricel ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753147,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753147
"Mental Health, Dementia","Specialized Behavior Support, Expanded Community Services, Adult Family Home",753726,40010646,44992,AF  ,Wellspring AFH Corp,OP    ,26016 116th Ave SE,Kent,WA,98030,King,10027 SE 245th Place,Kent,WA,98030,(253) 277-8852,,(206) 701-0876,2G,"SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","Ndungu, Peter ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753726,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753726
"Mental Health, Dementia, Developmental Disabilities","Meaningful Day, Adult Family Home",753483,40008747,44612,AF  ,West Seattle AFH,OP    ,8815 14TH AVE SW,SEATTLE,WA,98106,King,9218 3rd Ave SW,Seattle,WA,98106,(206) 829-8758,,(206) 588-2531,2E,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","KIROVA, SOFIA ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753483,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753483
"Mental Health, Dementia, Developmental Disabilities","Meaningful Day, Adult Family Home",750851,40008529,39621,AF  ,WEST SEATTLE CARE,OP    ,11037 19TH AVE SW,SEATTLE,WA,98146,King,11037 19TH AVE SW,SEATTLE,WA,98146,(206) 327-9903,,,2E,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","Sonza, Arcenia D. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=750851,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=750851
"Mental Health, Dementia",Adult Family Home,750473,40008207,39042,AF  ,WHISPER MEADOWS SENIOR CARE,OP    ,16314 123RD PL NE,BOTHELL,WA,98011,King,16314 123RD PL NE,BOTHELL,WA,98011,(425) 949-8681,(425) 949-8728,,2I,"SPMI, SPDE",1080XS-12 ,"Vicovan, Ion ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=750473,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=750473
"Mental Health, Dementia",No Contract,619201,40006192,37627,AF  ,WHISPERING CREEK INC,OP    ,444 129TH PL NE,BELLEVUE,WA,98005,King,444 129TH PL NE,BELLEVUE,WA,98005,(425) 454-1936,,(425) 945-2445,2E,"SPMI, SPDE",,"Muntean, Ioan ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=619201,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=619201
"Mental Health, Dementia",No Contract,733600,40007336,38591,AF  ,WHISPERING CREEK INC,OP    ,438 129TH PL NE,BELLEVUE,WA,98005,King,438 129TH PL NE,BELLEVUE,WA,98005,(425) 223-5000,,,2E,"SPMI, SPDE",,"Muntean, Ioan ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=733600,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=733600
"Mental Health, Dementia",No Contract,751212,40008235,40180,AF  ,WILBURTON SENIOR CARE INC,OP    ,496 123RD PL NE,BELLEVUE,WA,98005,King,496 123RD PL NE,BELLEVUE,WA,98005,(425) 502-7126,(425) 223-5713,,2E,"SPMI, SPDE",,"Bela, Daniela ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751212,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751212
"Mental Health, Dementia","Specialized Behavior Support, Expanded Community Services, Adult Family Home",752876,40010122,43786,AF  ,Willow Brook AFH Inc,OP    ,615 Summit Ave North,Kent,WA,98030,King,615 Summit Ave North,Kent,WA,98030,(253) 220-8266,(425) 606-4308,,2G,"SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","MWANGI, MARGARET ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752876,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752876
"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,750989,40005908,39807,AF  ,WILLOW GLEN AFH,OP    ,110 CEDAR LN,PACIFIC,WA,98047,King,110 CEDAR LN,PACIFIC,WA,98047,(253) 929-6894,(253) 929-8238,,2G,"SPMI, SPDE, SPDD",1080XS-12 ,"SHIN, MARGIE Z. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=750989,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=750989
"Mental Health, Dementia",Adult Family Home,754921,40011462,46614,AF  ,Winnie's Adult Family Home LLC ,OP    ,32203 22nd Ave SW,Federal Way,WA,98023,King,32203 22nd Ave SW,Federal Way,WA,98023,(253) 517-3755,,(253) 235-5640,2G,"SPMI, SPDE",1080XS-12 ,"Nganga, Winnie ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754921,No, 
"Mental Health, Dementia",Adult Family Home,753461,40006337,44620,AF  ,With Dignity AFH,OP    ,2213 S 362nd St,Federal Way,WA,98003,King,11705 SE 269th PL,Kent,WA,98030,(253) 486-8940,,(253) 277-3742,2G,"SPMI, SPDE",1080XS-12 ,"Singh, Amarpreet ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753461,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753461
"Mental Health, Developmental Disabilities","Meaningful Day, Adult Family Home",692500,40006925,38240,AF  ,WOODRIDGE HAVEN LLC,OP    ,12982 SE 23RD ST,BELLEVUE,WA,98005,King,4422 154th Pl SE,Bellevue,WA,98006,(425) 614-0515,,,2E,"SPMI, SPDD","1080XS-12 , 1080XS-12 ","Fojas, Marilu ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=692500,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=692500
"Mental Health, Dementia","Meaningful Day, Adult Family Home",753452,40005877,44590,AF  ,Yitref LLC,OP    ,32013 41st Ave SW,Federal Way,WA,98023,King,23731 164th Ave SE,Kent,WA,98042,(253) 838-2803,,(253) 517-5344,2G,"SPMI, SPDE","1080XS-12 , 1080XS-12 ","Yitref, Zewditu K. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753452,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753452
"Mental Health, Dementia, Developmental Disabilities","Expanded Community Services, Adult Family Home",754406,40011058,45878,AF  ,Zuri Adult Family Home LLC,OP    ,918 S 321st Street,Federal Way,WA,98003,King,918 S 321st Street,Federal Way,WA,98003,(206) 429-3666,,(206) 212-6638,2G,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","Mwangi, Joseph ",5,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754406,No, 
"Mental Health, Dementia, Developmental Disabilities","Meaningful Day, Adult Family Home",754785,40011429,46554,AF  ,All Care Adult Family Home LLC,OP    ,6876 Troy Ln NE,Bremerton,WA,98311,Kitsap,PO Box 2227,Bremerton,WA,98310,,,(360) 337-7676,3A,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","Herbert, Rosemarie P. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754785,No, 
"Mental Health, Dementia, Developmental Disabilities","Meaningful Day, Adult Family Home",753303,40006947,44292,AF  ,All Care Adult Family Home LLC,OP    ,3571 Perry Ave NE,Bremerton,WA,98310,Kitsap,5049 NW Anderson Hill Rd,Silverdale,WA,98383,(360) 908-1818,,(360) 405-4391,3A,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","Herbert, Rosemarie P. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753303,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753303
"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,752425,40009781,41899,AF  ,Alpha Care Adult Family Home Care LLC,OP    ,8388 Hickory St NE,Bremerton,WA,98311,Kitsap,8388 Hickory St NE,Bremerton,WA,98311,(360) 286-2229,(360) 328-2251,,3A,"SPMI, SPDE, SPDD",1080XS-12 ,"Smith, Norma L. ",5,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752425,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752425
"Mental Health, Dementia",Adult Family Home,751463,40002782,40453,AF  ,ALPINE ADULT FAMILY HOME INC,OP    ,6272 SE Alpine Rd,Olalla,WA,98359,Kitsap,6272 SE Alpine Rd,Olalla,WA,98359,(253) 514-4034,,(253) 514-4034,3A,"SPMI, SPDE",1080XS-12 ,"Nouque, Joann ",4,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751463,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751463
"Mental Health, Dementia, Developmental Disabilities","Meaningful Day, Adult Family Home",751607,40009000,40370,AF  ,"Amana Care Adult Family Home, LLC",OP    ,10944 Peony Place,Silverdale,WA,98383,Kitsap,10944 Peony Place,Silverdale,WA,98383,(360) 692-1956,,,3A,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","Dizon, Mayleen L. ",4,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751607,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751607
"Mental Health, Dementia, Developmental Disabilities","Meaningful Day, Expanded Community Services, Adult Family Home",753261,40010359,44252,AF  ,Assurecare Adult Family Home LLC,OP    ,4096 NE Breakwater CT,Bremerton,WA,98311,Kitsap,4813 144th St E,Tacoma,WA,98446,(360) 633-7726,,(888) 876-5018,3A,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Macandog, Marcelina S. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753261,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753261
"Mental Health, Dementia",No Contract,751835,40009349,40952,AF  ,BAILEY MANOR II,OP    ,1534 NW WHITED PL,BAINBRIDGE ISLAND,WA,98110,Kitsap,4959 NE Avalon Lane,Bainbridge Island,WA,98110,(206) 780-1970,,(888) 373-0677,3A,"SPMI, SPDE",,"Bailey, Marti L. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751835,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751835
"Mental Health, Dementia, Developmental Disabilities","Meaningful Day, Adult Family Home",752436,40009745,41808,AF  ,"Bethesda, LLC",OP    ,3140 SE Beechcrest Ct,Port Orchard,WA,98366,Kitsap,3140 SE Beechcrest Ct,Port Orchard,WA,98366,(360) 876-0886,,(360) 282-6875,3A,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","Filonov, Kostyantyn V. ",5,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752436,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752436
"Mental Health, Dementia","Specialized Behavior Support, Meaningful Day, Expanded Community Services, Adult Family Home",753014,40009858,43696,AF  ,Bremerton Adult Home 2,OP    ,1907 Nipsic Ave,Bremerton,WA,98310,Kitsap,716 Wallin St,Bremerton,WA,98310,(360) 479-7459,,(360) 479-7459,3A,"SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Robbins, Maryjean T. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=753014,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=753014
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Meaningful Day, Expanded Community Services, Adult Family Home",226201,40002262,33882,AF  ,BREMERTON AFH,OP    ,716 WALLIN ST,BREMERTON,WA,98310,Kitsap,716 WALLIN ST,BREMERTON,WA,98310,(360) 479-7459,,,3A,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Robbins, Maryjean T. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=226201,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=226201
"Mental Health, Dementia, Developmental Disabilities","Meaningful Day, Expanded Community Services, Adult Family Home",750795,40008073,39558,AF  ,Caring Place AFH LLC,OP    ,559 NE Conifer Dr,Bremerton,WA,98311,Kitsap,559 NE Conifer Dr,Bremerton,WA,98311,(360) 698-1457,,(360) 692-1857,3A,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","HAMMOND, ELSA C. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=750795,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=750795
"Mental Health, Dementia, Developmental Disabilities","Expanded Community Services, Adult Family Home",752928,40008084,43887,AF  ,Casa Blanca AFH 2 LLC,OP    ,2132 NE Sylvan Way,Bremerton,WA,98310,Kitsap,2132 NE Sylvan Way,Bremerton,WA,98310,(253) 945-6450,,(360) 377-2210,3A,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","Landaverde, Jose H. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752928,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752928
"Mental Health, Dementia",Adult Family Home,751389,40004214,40377,AF  ,"Central Kitsap Adult Family Home I, Inc",OP    ,240 NW Wildwood Lane,Bremerton,WA,98311,Kitsap,240 NW Wildwood Lane,Bremerton,WA,98311,(360) 509-2226,,(360) 633-7304,3A,"SPMI, SPDE",1080XS-12 ,"Wilson, Mary J. ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751389,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751389
"Mental Health, Dementia, Developmental Disabilities","Meaningful Day, Adult Family Home",751101,40008580,39692,AF  ,"Christellace, LLC",OP    ,2686 SW Siskin Circle,Port Orchard,WA,98367,Kitsap,6370 Gleneagle Ave SW,Port Orchard,WA,98367,(360) 876-1034,,,3A,"SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","Wright, Susie ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751101,Yes,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751101
"Mental Health, Dementia, Developmental Disabilities",Adult Family Home,754974,40008878,46750,AF  ,Comfort Haven Adult Family  Home LLC,OP    ,6511 NE Rest Pl,Bremerton,WA,98311,Kitsap,3030 NE Loyola St,Bremerton,WA,98311,(360) 633-7454,,(360) 633-7677,3A,"SPMI, SPDE, SPDD",1080XS-12 ,"Ylagan, Glend ",6,,,,https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754974,No, 
