State Facility Type 1 Literal,Facility Name,Licensee,Address,City,State,Zip,Phone Number,County,Capacity,Ownership Type,License Number
PERSONAL CARE HOMES,CREEK MEADOWS,SENIOR CARE CONSULTANT SERVICES LLC,"1630 ELLWOOD CITY ROAD,",ZELIENOPLE,PA,16063,7244527378,BEAVER,23,PROFIT,446372
PERSONAL CARE HOMES,CRESCENT VIEW PERSONAL CARE,ODD FELLOWS HOME OF PENNSYLVANIA INC,"999 WEST HARRISBURG PIKE,",MIDDLETOWN,PA,17057,7179443351,DAUPHIN,64,NON-PROFIT,343360
PERSONAL CARE HOMES,CROSBY'S BOARDING HOME,JOHN CROSBY,"371 PRINDLE STREET,",SHARON,PA,16146,7243461449,MERCER,8,PROFIT,437761
PERSONAL CARE HOMES,CROSS KEYS VILLAGE - THE BRETHREN HOME COMMUNITY,THE BRETHREN HOME COMMUNITY INC,"2990 CARLISLE PIKE,",NEW OXFORD,PA,17350,7176245286,ADAMS,104,NON-PROFIT,342870
PERSONAL CARE HOMES,CROSSLANDS,"KENDAL-CROSSLANDS COMMUNITIES, INC.","1660 EAST STREET ROAD,",KENNETT SQUARE,PA,19348,6103881441,CHESTER,51,NON-PROFIT,100980
PERSONAL CARE HOMES,CRYSTAL WATERS,"CRYSTAL WATERS, INC.","4639 ROUTE 119,HWY NORTH,",HOME,PA,15747,7244656454,INDIANA,66,PROFIT,427650
PERSONAL CARE HOMES,CUMBERLAND CROSSINGS RETIREMENT COMMUNITY,DIAKON LUTHERAN SOCIAL MINISTRIES,"1 LONGSDORF WAY, A,B & C WINGS,",CARLISLE,PA,17015,7172459941,CUMBERLAND,59,NON-PROFIT,317310
PERSONAL CARE HOMES,CUMBERLAND VISTA,"C.R.O.S.S.,INC.","1073 YORK ROAD,",DILLSBURG,PA,17019,7174322822,CUMBERLAND,8,NON-PROFIT,310280
PERSONAL CARE HOMES,DAVENPORT HALL,KAREN ADAMS DAVENPORT,"321 WASHINGTON AVENUE,",CHARLEROI,PA,15022,7244837029,WASHINGTON,32,PROFIT,442340
PERSONAL CARE HOMES,DAVIS BOARDING HOME I,CATHERINE DAVIS,"723 BARCLAY STREET,",CHESTER,PA,19013,6108767033,DELAWARE,8,PROFIT,140460
PERSONAL CARE HOMES,DAVIS' COUNTRY CARE PERSONAL CARE HOME,ANGELA R. DAVIS,"169 HOOVER ROAD,",TEMPLETON,PA,16259,7245456436,ARMSTRONG,8,PROFIT,427010
PERSONAL CARE HOMES,DAVIS' PERSONAL CARE HOME II,"DAVIS' PERSONAL CARE HOME II, INC","1128 WEST THIRD STREET,",CHESTER,PA,19013,6108741993,DELAWARE,16,PROFIT,141430
PERSONAL CARE HOMES,DAY'S PERSONAL CARE HOME,DAY'S PERSONAL CARE HOME INC,"18 NORMAN AVENUE,",WASHINGTON,PA,15301,7242060885,WASHINGTON,8,PROFIT,419120
PERSONAL CARE HOMES,DAYLESFORD CROSSING,BERWYN REAL ESTATE LP,"1450 EAST LANCASTER AVENUE,",PAOLI,PA,19301,6106404000,CHESTER,100,PROFIT,141540
PERSONAL CARE HOMES,DAYSPRING PERSONAL CARE HOME,ROPER & MARCIA HOUSTON,"93 DAYSPRING LANE,",MORRISDALE,PA,16858,8143456590,CLEARFIELD,13,PROFIT,448650
PERSONAL CARE HOMES,DEER MEADOWS RESIDENCES,DEER MEADOWS OPERATING II LLC,"8301 ROOSEVELT BOULEVARD,",PHILADELPHIA,PA,19152,2156247575,PHILADELPHIA,182,PROFIT,141260
PERSONAL CARE HOMES,DELAWARE VALLEY PERSONAL CARE CENTER,DELAWARE VALLEY PERSONAL CARE OPERATING COMPANY LLC,"109 RIVERS EDGE DRIVE,",MATAMORES,PA,18336,5704911002,PIKE,100,PROFIT,230130
PERSONAL CARE HOMES,DENEANE'S PERSONAL CARE HOME,DENEANE SMITH,"142 FAIRVIEW AVENUE,",CONFLUENCE,PA,15424,8143953159,SOMERSET,18,PROFIT,321520
PERSONAL CARE HOMES,DEVEREUX PA ADULT SERVICES PCH - HILLCREST COTTAGE,DEVEREUX FOUNDATION INC,"229 LEOPARD ROAD,",BERWYN,PA,19312,6102966800,CHESTER,21,NON-PROFIT,198140
PERSONAL CARE HOMES,DEVEREUX PA ADULT SERVICES PCH - HILLTOP COTTAGE,DEVEREUX FOUNDATION INC,"237 LEOPARD ROAD,",BERWYN,PA,19312,6102966800,CHESTER,18,NON-PROFIT,198190
PERSONAL CARE HOMES,"DEVEREUX POCONO CENTER, DREHER MANOR","DEVEREUX FOUNDATION, INC.","1547 MILL CREEK ROAD,",NEWFOUNDLAND,PA,18445,5708396186,WAYNE,24,NON-PROFIT,235260
PERSONAL CARE HOMES,DEVINE INN,DEVINE INN INC,"120 GRANT STREET, P.O.BOX 8,",SALISBURY,PA,15558,8146624502,SOMERSET,24,PROFIT,321550
PERSONAL CARE HOMES,DEVONHOUSE OF ALLENTOWN,DEVONHOUSE MANAGEMENT INC,"1930 BEVIN DRIVE,",ALLENTOWN,PA,18103,6109671100,LEHIGH,100,PROFIT,216530
PERSONAL CARE HOMES,DIVINITY MANOR,DIVINITY MANOR LLC,"932-34 NORTH 42ND STREET,",PHILADELPHIA,PA,19104,2152223035,PHILADELPHIA,30,PROFIT,138740
PERSONAL CARE HOMES,DONAHUE & WOLFORD'S CALIFORNIA MANOR,"ROMONA & KEVIN DONAHUE, KELLY & JOHN WOLFORD","3527 CALIFORNIA AVENUE,",PITTSBURGH,PA,15212,4127666508,ALLEGHENY,17,PROFIT,432530
PERSONAL CARE HOMES,DONAHUE'S PERSONAL CARE I,KEVIN & ROMONA DONAHUE,"1610 HYBLA STREET,",PITTSBURGH,PA,15212,4127616421,ALLEGHENY,17,PROFIT,430341
PERSONAL CARE HOMES,DOROTHY M. TARTAGLIO HOME,UPMC BEHAVIORAL HEALTH OF THE ALLEGHENIES,"1911 TWELFTH AVENUE,",ALTOONA,PA,16601,8149430414,BLAIR,13,NON-PROFIT,360310
PERSONAL CARE HOMES,DOWN ON THE FARM ADULT DAYCARE,COLONIAL MANOR ADULT HOME INC,"2308 EAST MAIN STREET,",DOUGLASSVILLE,PA,19518,6103856175,BERKS,20,PROFIT,204970
PERSONAL CARE HOMES,DREAMCATCHERS PERSONAL CARE HOME,TERRI L GELZHISER,"1 COLD SPRING ROAD,",PITTSBURGH,PA,15237,4125121763,ALLEGHENY,14,PROFIT,449992
PERSONAL CARE HOMES,DUBOIS VILLAGE,DUBOIS CONTINUUM OF CARE COMMUNITY INC,"282 SOUTH EIGHTH STREET,",DUBOIS,PA,15801,8143755483,CLEARFIELD,118,NON-PROFIT,448670
PERSONAL CARE HOMES,DUNLEVY MANOR,TLC HEALTHCARE LLC,"2218 ROUTE 88,",DUNLEVY,PA,15432,7243265611,WASHINGTON,24,PROFIT,447542
PERSONAL CARE HOMES,DUNWOODY VILLAGE,DUNWOODY VILLAGE INC,"3500 WEST CHESTER PIKE,",NEWTOWN SQUARE,PA,19073,6103594400,DELAWARE,81,NON-PROFIT,145250
PERSONAL CARE HOMES,EAGLE RIDGE PERSONAL CARE HOME,EAGLE RIDGE PERSONAL CARE HOME LLC,"2997 RENOVO ROAD,",MILL HALL,PA,17751,5707483162,CLINTON,27,PROFIT,227130
PERSONAL CARE HOMES,EAGLE VALLEY PERSONAL CARE HOME,EAGLE VALLEY PERSONAL CARE HOME INC,"500 FRONT STREET,",MILESBURG,PA,16853,8143553417,CENTRE,60,PROFIT,227430
PERSONAL CARE HOMES,EAGLE VIEW PERSONAL CARE HOME,EAGLE VIEW PERSONAL CARE HOME LLC,"150 JACK PINE LANE,",BELLEFONTE,PA,16823,8142803995,CENTRE,4,PROFIT,232430
PERSONAL CARE HOMES,EAGLEVIEW LANDING,EAGLEVIEW LANDING LP,"650 STOCKTON DRIVE,",EXTON,PA,19341,6104582588,CHESTER,121,PROFIT,146980
PERSONAL CARE HOMES,EAST DEER PERSONAL CARE HOME,EAST DEER PERSONAL CARE HOME INC,"967 FREEPORT ROAD,",CREIGHTON,PA,15030,7242249997,ALLEGHENY,60,PROFIT,430780
PERSONAL CARE HOMES,EASTERN COMFORT I,EASTERN COMFORT I INC,"2040 NORTHAMPTON ST.,",EASTON,PA,18042,6109233630,NORTHAMPTON,16,PROFIT,205490
PERSONAL CARE HOMES,EASTERN COMFORT II,EASTERN COMFORT II INC,1493 EAST EMMAUS AVE.,ALLENTOWN,PA,18102,6103517361,LEHIGH,8,PROFIT,216700
PERSONAL CARE HOMES,EASTERN COMFORT III,EASTERN COMFORT III INC,"206 DIAMOND STREET,",SLATINGTON,PA,18018,6109004074,LEHIGH,20,PROFIT,216770
PERSONAL CARE HOMES,EASTON HOME,"PRESBYTERIAN HOMES, INC.","1022 NORTHAMPTON STREET,",EASTON,PA,18042,6102505000,NORTHAMPTON,61,NON-PROFIT,200550
PERSONAL CARE HOMES,EASY LIVING COUNTRY ESTATES,DS REALTY VENTURES LLC,"ONE EASY LIVING DRIVE,",HUNKER,PA,15639,7249251159,WESTMORELAND,60,PROFIT,442630
PERSONAL CARE HOMES,ECUMENICAL COMMUNITY OF HARRISBURG,ECUMENICAL COMMUNITIES INC,"624 WILHELM ROAD,",HARRISBURG,PA,17111,7175619915,DAUPHIN,88,NON-PROFIT,353610
PERSONAL CARE HOMES,ECUMENICAL RETIREMENT COMMUNITY OF HARRISBURG II,"THE ECUMENICAL COMMUNITIES, INC.","601 WILHELM ROAD,",HARRISBURG,PA,17111,7175619982,DAUPHIN,104,NON-PROFIT,362150
PERSONAL CARE HOMES,ECUMENICAL RETIREMENT COMMUNITY OF HARRISBURG III,THE ECUMENICAL COMMUNITY,"3525 CANBY STREET,",HARRISBURG,PA,17109,7175612590,DAUPHIN,136,NON-PROFIT,310210
PERSONAL CARE HOMES,EDGEWOOD HEIGHTS,WRC PENNSYLVANIA MEMORIAL HOME,"612 KECK AVENUE,",NEW BETHLEHEM,PA,16242,8142752790,CLARION,71,NON-PROFIT,440970
PERSONAL CARE HOMES,EICHER'S FAMILY HOME CARE,CONNIE S EICHER,"704 CAMP ACHIEVEMENT ROAD,",NORMALVILLE,PA,15469,7244553612,FAYETTE,42,PROFIT,446740
PERSONAL CARE HOMES,ELAN GARDENS,ELAN GARDENS INC,"465 VENARD ROAD,",CLARKS SUMMIT,PA,18411,5705854400,LACKAWANNA,75,NON-PROFIT,243750
PERSONAL CARE HOMES,ELIZABETH SETON MEMORY CARE CENTER,ELIZABETH SETON CARE CENTER,"129 DEPAUL CENTER ROAD,",GREENSBURG,PA,15601,7248537948,WESTMORELAND,24,NON-PROFIT,445770
PERSONAL CARE HOMES,ELIZABETHTOWN PERSONAL CARE,ELIZABETHTOWN OPCO LLC,"141 HEISEY AVENUE,",ELIZABETHTOWN,PA,17022,7173671831,LANCASTER,39,PROFIT,336940
PERSONAL CARE HOMES,ELM TERRACE GARDENS,ELM TERRACE GARDENS,"660 N. BROAD ST., 3RD & 4TH FL,",LANSDALE,PA,19446,2153615600,MONTGOMERY,250,NON-PROFIT,127830
PERSONAL CARE HOMES,ELMCROFT OF ALLISON PARK,EC OPCO ALLISON PARK LLC,"2224 WALTERS ROAD,",ALLISON PARK,PA,15101,4124876925,ALLEGHENY,95,PROFIT,449000
PERSONAL CARE HOMES,ELMCROFT OF ALTOONA,EC OPCO ALTOONA LLC,"170 RED FOX DRIVE,",DUNCANSVILLE,PA,16635,8146958425,BLAIR,66,PROFIT,333730
PERSONAL CARE HOMES,ELMCROFT OF BERWICK,EC OPCO BERWICK LLC,"2050 WEST FRONT STREET,",BERWICK,PA,18603,5707593155,COLUMBIA,76,PROFIT,227170
PERSONAL CARE HOMES,ELMCROFT OF BRIDGEVILLE,EC OPCO LAKEMONT FARMS LLC,"3275 WASHINGTON PIKE,",BRIDGEVILLE,PA,15017,4122210202,ALLEGHENY,140,PROFIT,450810
PERSONAL CARE HOMES,ELMCROFT OF CHIPPEWA,EC OPCO CHIPPEWA LLC,"104 PAPPAN BUSINESS DRIVE,",BEAVER FALLS,PA,15010,7248913333,BEAVER,85,PROFIT,449010
PERSONAL CARE HOMES,ELMCROFT OF DILLSBURG,EC OPCO DILLSBURG LLC,"153 LOGAN ROAD,",DILLSBURG,PA,17019,7175021000,YORK,80,PROFIT,333790
PERSONAL CARE HOMES,ELMCROFT OF LEBANON,EC OPCO LEBANON PA LLC,"860 NORMAN DRIVE,",LEBANON,PA,17042,7172280909,LEBANON,65,PROFIT,333760
PERSONAL CARE HOMES,ELMCROFT OF LEWISBURG,EC OPCO LEWISBURG LLC,"2421 OLD TURNPIKE ROAD,",LEWISBURG,PA,17837,5705247999,UNION,73,PROFIT,227200
PERSONAL CARE HOMES,ELMCROFT OF LOYALSOCK,EC OPCO LOYALSOCK LLC,"2985 FOUR MILE DRIVE,",MONTOURSVILLE,PA,17754,5703682076,LYCOMING,90,PROFIT,227190
PERSONAL CARE HOMES,ELMCROFT OF MID VALLEY,EC OPCO MID VALLEY LLC,"89 STURGES ROAD, PO BOX 116,",PECKVILLE,PA,18452,5703839090,LACKAWANNA,50,PROFIT,227180
PERSONAL CARE HOMES,ELMCROFT OF READING,EC OPCO READING LLC,"9 COLIN COURT,",READING,PA,19606,6103702211,BERKS,70,PROFIT,227160
PERSONAL CARE HOMES,ELMCROFT OF REEDSVILLE,EC OPCO REEDSVILLE LLC,"55 CARRIAGE HOUSE LANE,",REEDSVILLE,PA,17084,7176679380,MIFFLIN,72,PROFIT,333780
PERSONAL CARE HOMES,ELMCROFT OF SHIPPENSBURG,EC OPCO SHIPPENSBURG LLC,"129 WALNUT BOTTOM ROAD,",SHIPPENSBURG,PA,17257,7175301400,CUMBERLAND,62,PROFIT,333750
PERSONAL CARE HOMES,ELMCROFT OF STATE COLLEGE,EC OPCO SC LLC,"150 FARMSTEAD LANE,",STATE COLLEGE,PA,16803,8142357675,CENTRE,60,PROFIT,233740
PERSONAL CARE HOMES,ELMCROFT OF YORK,EC OPCO YORK LLC,"2405 KNOB HILL ROAD,",YORK,PA,17403,7178129777,YORK,75,PROFIT,334980
PERSONAL CARE HOMES,ELMWOOD GARDENS OF PRESBYTERIAN SENIOR CARE,THE PRESBYTERIAN HOMES IN THE PRESBY OF LAKE ERIE,"2628 ELMWOOD AVENUE,",ERIE,PA,16508,8149201220,ERIE,35,NON-PROFIT,447650
PERSONAL CARE HOMES,ELWYN - FRIENDSHIP HALL,ELWYN OF PENNSYLVANIA AND DELAWARE,"64 EAST OLD BALTIMORE PIKE,",ELWYN,PA,19063,6106270925,DELAWARE,8,NON-PROFIT,122890
PERSONAL CARE HOMES,ELWYN - HARMONY HALL,ELWYN OF PENNSYLVANIA AND DELAWARE,"111 ELWYN ROAD,",ELWYN,PA,19063,6108917683,DELAWARE,16,NON-PROFIT,190850
PERSONAL CARE HOMES,ELWYN - RAINBOW HOUSE,ELWYN OF PENNSYLVANIA AND DELAWARE,"66 EAST OLD BALTIMORE PIKE,",ELWYN,PA,19063,6105658026,DELAWARE,6,NON-PROFIT,122670
PERSONAL CARE HOMES,ELWYN - SPRING HAVEN,ELWYN OF PENNSYLVANIA AND DELAWARE,"111 ELWYN ROAD,",ELWYN,PA,19063,6108912350,DELAWARE,8,NON-PROFIT,123040
PERSONAL CARE HOMES,ELWYN - WHITEHOUSE,ELWYN OF PENNSYLVANIA AND DELAWARE,"111 ELWYN ROAD,",ELWYN,PA,19603,6108912450,DELAWARE,5,NON-PROFIT,122980
PERSONAL CARE HOMES,EMERALD REHAB AND HEALTHCARE CENTER,EMERALD OPERATOR LLC,"320 MARKET STREET,",ELIZABETHTOWN,PA,17022,9086211184,LANCASTER,26,PROFIT,337080
PERSONAL CARE HOMES,EMMANUEL HOME,EMMANUEL HOME,"800 PRIESTLY AVENUE,",NORTHUMBERLAND,PA,17857,5704730500,NORTHUMBERLAND,38,NON-PROFIT,200530
PERSONAL CARE HOMES,ENHANCED PERSONAL CARE HOME,STAIRWAYS BEHAVIORAL HEALTH,"118 EAST 26TH STREET,",ERIE,PA,16504,8143153703,ERIE,8,NON-PROFIT,446460
PERSONAL CARE HOMES,ENHANCED PERSONAL CARE HOME,STAIRWAYS BEHAVIORAL HEALTH,"432 WEST 3RD STREET,",ERIE,PA,16507,8143152602,ERIE,8,NON-PROFIT,446470
PERSONAL CARE HOMES,EPHRATA MANOR,UNITED CHURCH OF CHRIST HOMES INC,"99 BETHANY ROAD,",EPHRATA,PA,17522,7177384940,LANCASTER,48,NON-PROFIT,321880
PERSONAL CARE HOMES,EPWORTH MANOR SENIOR LIVING,"GUARDIAN ELDER CARE AT TYRONE I, LLC","925 SOUTH LINCOLN AVENUE,",TYRONE,PA,16686,8146862659,BLAIR,54,PROFIT,328420
PERSONAL CARE HOMES,ERICKSON'S HERITAGE HOUSE,ERICKSON'S HERITAGE HOUSE LLC,"30 EAST STREET,",NORTH EAST,PA,16428,8147259045,ERIE,36,PROFIT,442241
PERSONAL CARE HOMES,EVANS RETIREMENT CENTER,"EVANS RETIREMENT CENTER, INC.","220 EAST RACE STREET,",FLEETWOOD,PA,19522,6109447257,BERKS,28,PROFIT,205500
PERSONAL CARE HOMES,EVANS' PERSONAL CARE HOME,JACK AND CHERYL EVANS SENSANBAUGHER,"503 CENTENNIAL AVENUE,",NEW GALILEE,PA,16141,7243361028,BEAVER,8,PROFIT,417370
PERSONAL CARE HOMES,EVENING STAR PERSONAL CARE HOME,EVENING STAR LLC,"200 CALDWELL AVENUE,",WILMERDING,PA,15148,4128231654,ALLEGHENY,19,PROFIT,447150
PERSONAL CARE HOMES,EVERGREEN ESTATES RETIREMENT COMMUNITY,EVERGREEN ESTATES HOLDINGS LLC,"1300 EAST KING STREET,",LANCASTER,PA,17602,7173942208,LANCASTER,125,PROFIT,331930
PERSONAL CARE HOMES,EVERGREEN I,EVERGREEN PERSONAL CARE HOMES INC,"141 EVERGREEN AVENUE,",PITTSBURGH,PA,15209,4128218869,ALLEGHENY,36,PROFIT,431221
PERSONAL CARE HOMES,EVERGREEN PERSONAL CARE HOME,EVERGREEN PERSONAL CARE HOMES INC,"822-824 IDLEWOOD AVENUE,",PITTSBURGH,PA,15106,4122791607,ALLEGHENY,31,PROFIT,433240
PERSONAL CARE HOMES,EXTON SENIOR LIVING,SNH PENN TENANT LLC,"600 NORTH POTTSTOWN PIKE,",EXTON,PA,19341,6105940200,CHESTER,100,PROFIT,145100
PERSONAL CARE HOMES,EYER'S MANOR,CYPRESS COMMUNITIES LLC,"3196 RIDGE ROAD,",NORTHUMBERLAND,PA,17857,5704739472,NORTHUMBERLAND,34,PROFIT,226480
PERSONAL CARE HOMES,FAIR HAVENS,WILLOWS PERSONAL CARE HOME INC,"3101 GRANDVIEW ROAD,",HANOVER,PA,17331,7176370703,YORK,40,PROFIT,315170
PERSONAL CARE HOMES,FAIR OAKS OF PITTSBURGH,CONGREGATIONAL HOMES INC,"2200 WEST LIBERTY AVENUE,",PITTSBURGH,PA,15226,4123449915,ALLEGHENY,120,NON-PROFIT,429500
PERSONAL CARE HOMES,FAIRFIELD HEALTH MANAGEMENT,FAIRFIELD HEALTH MANAGEMENT LLC,"235 FRANKLIN STREET,",FAIRFIELD,PA,17320,5408423558,ADAMS,25,PROFIT,334550
PERSONAL CARE HOMES,FAIRFIELD PERSONAL CARE HOME,T A RAHM,"27 KYLE AVENUE,",FAIRCHANCE,PA,15436,7245649794,FAYETTE,8,PROFIT,404450
PERSONAL CARE HOMES,FAIRMOUNT HOMES - FARM CREST,FAIRMOUNT HOMES,"1100 FARM CREST DRIVE,",EPHRATA,PA,17522,7173541823,LANCASTER,38,NON-PROFIT,321980
PERSONAL CARE HOMES,FAIRMOUNT HOMES - WHEAT RIDGE,FAIRMOUNT HOMES,"333 WHEAT RIDGE DRIVE,",EPHRATA,PA,17522,7173541800,LANCASTER,36,NON-PROFIT,321960
PERSONAL CARE HOMES,FAITH FRIENDSHIP VILLA OF MOUNTVILLE,FAITH FRIENDSHIP MINISTRIES INC,"128 WEST MAIN STREET,",MOUNTVILLE,PA,17554,7172855596,LANCASTER,74,NON-PROFIT,322020
PERSONAL CARE HOMES,FAITHFUL LIVING,JAI JALARAM CARE LP,"2015 NORTH READING ROAD,",DENVER,PA,17517,7173684109,LANCASTER,75,PROFIT,322580
PERSONAL CARE HOMES,FAMILY AND FRIENDS (STONE RIDGE BUILDING),TEC CORP,"112 CAFFERTY ROAD,",PIPERSVILLE,PA,18947,2152978282,BUCKS,28,PROFIT,136330
PERSONAL CARE HOMES,FAMILY PINES PERSONAL CARE HOME,LINDA E. BRANDON,"P.O.BOX 455, 11293 ROUTE 422,",ELDERTON,PA,15736,7243544195,ARMSTRONG,8,PROFIT,426710
PERSONAL CARE HOMES,FAVERS RESIDENTIAL CARE HOME,FAVERS RESIDENTIAL CARE HOME INC,"574 TEECE AVENUE,",PITTSBURGH,PA,15202,4127662814,ALLEGHENY,14,PROFIT,449130
PERSONAL CARE HOMES,FAWN PERSONAL CARE HOME INC,FAWN PERSONAL CARE HOME INC,"282 SHAWNDEROSA DRIVE,",TARENTUM,PA,15084,7242244400,ALLEGHENY,16,PROFIT,446390
PERSONAL CARE HOMES,FELLOWSHIP TERRACE,BIBLE FELLOWSHIP CHURCH HOMES INC,"3010 FELLOWSHIP DRIVE,",WHITEHALL,PA,18052,6107694300,LEHIGH,165,NON-PROFIT,216480
PERSONAL CARE HOMES,FITZMAURICE COMMUNITY SERVICES,FITZMAURICE COMMUNITY SERVICES INC,"212 CARBON STREET,",LEHIGHTON,PA,18235,5704246223,CARBON,8,NON-PROFIT,245450
PERSONAL CARE HOMES,"FITZMAURICE COMMUNITY SERVICES, INC.",FITZMAURICE COMMUNITY SERVICES INC,"5 ELM STREET,",STROUDSBURG,PA,18360,5704246223,MONROE,8,NON-PROFIT,209540
PERSONAL CARE HOMES,FLORAL CREEK,600 TOWNSHIP LINE RD SENIOR HOUSING I OPCO LLC,"600 TOWNSHIP LINE ROAD,",YARDLEY,PA,19067,2154973003,BUCKS,48,PROFIT,136260
PERSONAL CARE HOMES,FORBES ROAD RESIDENCE,FORBES PERSONAL CARE LLC,"6655 FRANKSTOWN AVENUE,",PITTSBURGH,PA,15206,4126653232,ALLEGHENY,44,PROFIT,443200
PERSONAL CARE HOMES,FOREST CITY PERSONAL CARE,FCNRC LP,"911 DELAWARE STREET,",FOREST CITY,PA,18421,5707852273,SUSQUEHANNA,36,PROFIT,223490
PERSONAL CARE HOMES,FOREST HILLS PERSONAL CARE HOME,FOREST HILLS CARE SERVICES LLC,"313 HUMBERT ROAD,",SIDMAN,PA,15955,8144877535,CAMBRIA,50,PROFIT,334150
PERSONAL CARE HOMES,FOULKEWAYS AT GWYNEDD,FOULKEWAYS AT GWYNEDD,"1120 MEETING HOUSE ROAD,",GWYNEDD,PA,19436,2156432200,MONTGOMERY,112,NON-PROFIT,127740
PERSONAL CARE HOMES,FOUR GRANDS PERSONAL CARE HOME,ANNA BAPTISTE,"5136 NORTH BROAD STREET,",PHILADELPHIA,PA,19141,2154552324,PHILADELPHIA,10,PROFIT,192390
PERSONAL CARE HOMES,FOXDALE VILLAGE,FOXDALE VILLAGE CORPORATION,"500 EAST MARYLYN AVENUE,",STATE COLLEGE,PA,16801,8142383322,CENTRE,64,NON-PROFIT,245650
PERSONAL CARE HOMES,FRANCISCAN MANOR,SNH PENN TENANT LLC,"71 DARLINGTON ROAD,",BEAVER FALLS,PA,15010,7248911150,BEAVER,119,PROFIT,450550
PERSONAL CARE HOMES,FRANKLIN HOUSE PERSONAL CARE HOME,FRANKLIN HOUSE PERSONAL CARE HOME INC,"1236 FRANKLIN AVENUE,",PITTSBURGH,PA,15221,4123714166,ALLEGHENY,8,PROFIT,431331
PERSONAL CARE HOMES,FREDERICK LIVING - ASPEN VILLAGE,FREDERICK MENNONITE COMMUNITY,"2849 BIG ROAD,",ZIEGLERVILLE,PA,19492,6107547878,MONTGOMERY,31,NON-PROFIT,132580
PERSONAL CARE HOMES,FREDERICK LIVING - MAGNOLIA HOUSE,FREDERICK MENNONITE COMMUNITY,"2849 BIG ROAD,",ZIEGLERVILLE,PA,19492,6107547878,MONTGOMERY,104,NON-PROFIT,127720
PERSONAL CARE HOMES,FREY VILLAGE,DIAKON LUTHERAN SOCIAL MINISTRIES,"1020 NORTH UNION STREET,",MIDDLETOWN,PA,17057,7179301200,DAUPHIN,40,NON-PROFIT,343510
PERSONAL CARE HOMES,FRIENDS BOARDING HOME,FRIENDS BOARDING HOME OF BUCKS QUARTERLY MEETING,"50 SOUTH CONGRESS STREET,",NEWTOWN,PA,18940,2159683346,BUCKS,25,NON-PROFIT,126690
PERSONAL CARE HOMES,FRIENDS BOARDING HOME OF WESTERN QUARTERLY MEETING,FRIENDS BOARDING HOME OF WESTERN QUARTERLY MEETING,"147 WEST STATE STREET,",KENNETT SQUARE,PA,19348,6104442577,CHESTER,68,NON-PROFIT,140020
PERSONAL CARE HOMES,FRITZINGERTOWN SENIOR LIVING COMMUNITY,LAKEWOOD SENIOR LIVING-DRUMS LLC,"159 SOUTH OLD TURNPIKE ROAD,",DRUMS,PA,18222,5707884178,LUZERNE,164,PROFIT,201660
PERSONAL CARE HOMES,FULMERS PERSONAL CARE HOME,THOMAS AND DIANE FULMER,"201 WOODWARD AVENUE,",LOCK HAVEN,PA,17745,5707481829,CLINTON,89,PROFIT,227100
PERSONAL CARE HOMES,GARDEN SPOT VILLAGE,GARDEN SPOT VILLAGE,"433 S. KINZER AVENUE,",NEW HOLLAND,PA,17557,7173556000,LANCASTER,110,NON-PROFIT,321940
PERSONAL CARE HOMES,GARDEN VIEW MANOR,MERCY LIFE CENTER CORPORATION,"441 SWISSVALE AVENUE,",PITTSBURGH,PA,15221,4123424602,ALLEGHENY,56,NON-PROFIT,440690
PERSONAL CARE HOMES,GARDEN WAY PLACE,BENTLEY AID OPCO LLC,"2400 GARDEN WAY,",HERMITAGE,PA,16148,7243471964,MERCER,47,PROFIT,444920
PERSONAL CARE HOMES,GATESIDE,DEVEREUX FOUNDATION,"830 MAPLE AVENUE,",BERWYN,PA,19312,6102966800,CHESTER,4,NON-PROFIT,142150
PERSONAL CARE HOMES,GAUDENZIA NEW BEGINNINGS,"GAUDENZIA, INC.","1300 SPRING GARDEN STREET,",PHILADELPHIA,PA,19123,2154409669,PHILADELPHIA,18,NON-PROFIT,176280
PERSONAL CARE HOMES,GENERATIONS ELDER CARE,GENERATIONS ELDER CARE INC,"165 DEARTH ROAD,",UNIONTOWN,PA,15401,7242452922,FAYETTE,30,PROFIT,444800
PERSONAL CARE HOMES,GEORGE'S PERSONAL CARE HOME,PARACLETE GROUP LLC,"108 WATER STREET,",NEW STANTON,PA,15672,7249259708,WESTMORELAND,18,PROFIT,440570
PERSONAL CARE HOMES,GETZ PERSONAL CARE HOME,GETZ PERSONAL CARE HOME INC,"1026 SCENIC DRIVE,",KUNKLETOWN,PA,18058,5706291334,MONROE,60,PROFIT,240500
PERSONAL CARE HOMES,GHEEL HOUSE,SPIRIT OF GHEEL,"P.O. BOX 610, 10 HOLLOW ROAD,",KIMBERTON,PA,19442,6104957871,CHESTER,8,NON-PROFIT,144320
PERSONAL CARE HOMES,GILLILAND MANOR,PRESBYTERIAN HOMES INC,"210 BIG SPRING ROAD,",NEWVILLE,PA,17241,7175028840,CUMBERLAND,45,NON-PROFIT,300680
PERSONAL CARE HOMES,GLEN MILLS SENIOR LIVING,SNH PENN TENANT LLC,"242 BALTIMORE PIKE,",GLEN MILLS,PA,19342,,DELAWARE,100,PROFIT,145110
PERSONAL CARE HOMES,GLENCREST MANOR,GLENCREST MANOR INC,"115 GLENCREST ROAD,",COATESVILLE,PA,19320,6103847543,CHESTER,13,PROFIT,197800
