State Facility Type 1 Literal,Facility Name,Licensee,Address,City,State,Zip Code,Phone Number,County,Capacity,Ownership Type,License Number,Date Accessed
PERSONAL CARE HOME,Laurel View Village,"ALLEGHENY CHRISTIAN MINISTRIES, INC.","2000 CAMBRIDGE DRIVE,",Davidsville,PA,15928,8142882724.0,Somerset,107,NON-PROFIT,321350,6/30/21
PERSONAL CARE HOME,Laurelbrooke Personal Care,WRC PENNSYLVANIA MEMORIAL HOME,"133 LAURELBROOKE DRIVE,",Brookville,PA,15825,8148493615.0,Jefferson,50,NON-PROFIT,424630,6/30/21
PERSONAL CARE HOME,Leah'S Victorian Cottage I,LEAH C ILGENFRITZ,"511 PARK AVENUE,",Scottdale,PA,15683,7248873920.0,Westmoreland,30,PROFIT,429350,6/30/21
PERSONAL CARE HOME,Lebanon Valley Brethren Home,LEBANON VALLEY BRETHREN HOME,"1200 GRUBB STREET,",Palmyra,PA,17078,7178385406.0,Lebanon,58,NON-PROFIT,342960,6/30/21
PERSONAL CARE HOME,Lebanon Valley Home,UNITED CHURCH OF CHRIST HOMES INC,"550 EAST MAIN STREET,",Annville,PA,17003,7178674467.0,Lebanon,40,NON-PROFIT,347800,6/30/21
PERSONAL CARE HOME,Legacy Gardens Of Bristol,LEGACY AT BRISTOL INC,"2022 BATH ROAD,",Bristol,PA,19007,2157818700.0,Bucks,26,PROFIT,131080,6/30/21
PERSONAL CARE HOME,Legacy Place Cottages,JAH-JIREH HOMES OF AMERICA - ALLENTOWN,"2051 BEVIN DRIVE,",Allentown,PA,18103,4848603900.0,Lehigh,48,NON-PROFIT,225510,6/30/21
PERSONAL CARE HOME,Legend Personal Care And Memory Care Of Allentown,ALLENTOWN PCH LLC,"6043 LOWER MACUNGIE ROAD,",Macungie,PA,18062,6104260223.0,Lehigh,100,PROFIT,227320,6/30/21
PERSONAL CARE HOME,Legend Personal Care And Memory Care Of Lancaster,LANCASTER PCH LLC,"31 MILLERSVILLE ROAD,",Lancaster,PA,17603,7172088655.0,Lancaster,100,PROFIT,333060,6/30/21
PERSONAL CARE HOME,Legend Personal Care And Memory Care Of Lititz,LITITZ PCH LLC,"80 WEST MILLPORT ROAD,",Lititz,PA,17543,7172834255.0,Lancaster,100,PROFIT,332980,6/30/21
PERSONAL CARE HOME,Lehigh Commons,1680 SPRING CREEK ROAD OPERATIONS LLC,"1680 SPRING CREEK ROAD,",Macungie,PA,18062,6105308089.0,Lehigh,80,PROFIT,222050,6/30/21
PERSONAL CARE HOME,Leighton Place,WILLIAMSPORT AID II OPCO LLC,"1251 RURAL AVENUE,",Williamsport,PA,17701,5703221125.0,Lycoming,65,PROFIT,226600,6/30/21
PERSONAL CARE HOME,Leisure Living Retirement Home,LEISURE LIVING RETIREMENT HOME LLC,"29169 GREAT COVE ROAD,",Ft. Littleton,PA,17223,7179873082.0,Fulton,38,PROFIT,315520,6/30/21
PERSONAL CARE HOME,Liberty Square Personal Care,PERSONACORP INC,"86 MAIN STREET,",Stouchsburg,PA,19567,6105891679.0,Berks,19,PROFIT,205720,6/30/21
PERSONAL CARE HOME,Life'S Promise Personal Care Home,LIFE S PROMISE PCH INC,"2053 STATE ROUTE 711,",Ligonier,PA,15658,7243228814.0,Westmoreland,18,PROFIT,448390,6/30/21
PERSONAL CARE HOME,Lighthouse Personal Care Home,MILDRED A CALLAHAN,"1007 PARK STREET,",Mckeesport,PA,15132,4128961806.0,Allegheny,19,PROFIT,433230,6/30/21
PERSONAL CARE HOME,Ligonier Gardens,THE BETHLEN HOME OF HUNGARIAN REFORMED FEDERATION OF AMERIC,"2018 ROUTE 30 EAST,",Ligonier,PA,15658,7242383517.0,Westmoreland,71,NON-PROFIT,428050,6/30/21
PERSONAL CARE HOME,Lincoln Christian Home,WEAVERLAND MENNONITE HOMES,"1307 APPLE STREET,",Ephrata,PA,17522,7177330080.0,Lancaster,93,NON-PROFIT,329380,6/30/21
PERSONAL CARE HOME,Linden Village Manor Care Health Services,MANOR CARE LINDEN VILLAGE OF LEBANON PA LLC,"100 TUCK STREET,",Lebanon,PA,17042,7172747400.0,Lebanon,64,PROFIT,324270,6/30/21
PERSONAL CARE HOME,Lint'S Personal Care Home,ALWAYS CARE LLC,"697 VANDERBILT ROAD,",Connellsville,PA,15425,7246268112.0,Fayette,41,PROFIT,443952,6/30/21
PERSONAL CARE HOME,Liza'S House,ELITE CARE GROUP LLP,"1357 BLUE MOUNTAIN DRIVE,",Danielsville,PA,18038,6107601970.0,Northampton,30,PROFIT,214770,6/30/21
PERSONAL CARE HOME,Locust Grove Personal Care,WEST MIFFLIN OPERATING LP,"4043 IRENE STREET,",West Mifflin,PA,15122,4124617210.0,Allegheny,120,PROFIT,443410,6/30/21
PERSONAL CARE HOME,Logan Place,LOGAN AID OPCO LLC,"180 CRAIGDELL ROAD,",Lower Burrell,PA,15068,7243340529.0,Westmoreland,47,PROFIT,444940,6/30/21
PERSONAL CARE HOME,Longwood At Oakmont Personal Care Center,LONGWOOD AT OAKMONT INC,"500 ROUTE 909,",Verona,PA,15147,4128264800.0,Allegheny,40,NON-PROFIT,441390,6/30/21
PERSONAL CARE HOME,Longwood At Oakmont Personal Care Center,LONGWOOD AT OAKMONT INC,"500 ROUTE 909,",Verona,PA,15147,4128264800.0,Allegheny,49,NON-PROFIT,429900,6/30/21
PERSONAL CARE HOME,Lowrie Place,LOWRIE AID OPCO LLC,"100 STERLING VILLAGE DRIVE,",Butler,PA,16001,7242872171.0,Butler,47,PROFIT,444960,6/30/21
PERSONAL CARE HOME,Loyalhanna Health Care Associates,LOYALHANNA HEALTH CARE ASSOCIATES,"543 MCFARLAND ROAD,",Latrobe,PA,15650,7245375500.0,Westmoreland,84,PROFIT,446590,6/30/21
PERSONAL CARE HOME,Luther Crest Retirement Community,DIAKON LUTHERAN SOCIAL MINISTRIES,"COMMONS, 800 HAUSMAN ROAD,",Allentown,PA,18104,6106821262.0,Lehigh,71,NON-PROFIT,216290,6/30/21
PERSONAL CARE HOME,Lutheran Community At Telford,LUTHERAN COMMUNITY AT TELFORD,"235 NORTH WASHINGTON STREET,",Telford,PA,18969,2157239819.0,Bucks,125,NON-PROFIT,126720,6/30/21
PERSONAL CARE HOME,Lutheran Home At Kane/Residential Care Center,LUTHERAN HOME AT KANE,"100 HIGH POINT DRIVE,",Kane,PA,16735,8148378770.0,Mckean,33,NON-PROFIT,426450,6/30/21
PERSONAL CARE HOME,Lutheran Senior Life Passavant Community,PASSAVANT RETIREMENT AND HEALTH CENTER,"103 BURGESS DRIVE,",Zelienople,PA,16063,7244525400.0,Butler,68,NON-PROFIT,446120,6/30/21
PERSONAL CARE HOME,Lynn Haven Personal Care Home,RENEE STUCKICH,"119 WALNUT STREET, PO BOX 484,",Black Lick,PA,15716,7242489600.0,Indiana,36,PROFIT,445160,6/30/21
PERSONAL CARE HOME,Lytle'S Personal Care Home Llc,LYTLES PERSONAL CARE HOME LLC,"4508 NATIONAL PIKE,",Markleysburg,PA,15459,8142790961.0,Fayette,30,PROFIT,443910,6/30/21
PERSONAL CARE HOME,M.H.A. Enhanced Personal Care Home,MENTAL HEALTH ASSOCIATION OF WASHINGTON COUNTY,"200 SPRING STREET,",Bentleyville,PA,15314,7242393775.0,Washington,12,NON-PROFIT,424150,6/30/21
PERSONAL CARE HOME,Magnolia Manor,VINEYARD OF THE LORD INC,"6 REES DRIVE,",Willow Street,PA,17584,7174641237.0,Lancaster,16,NON-PROFIT,331340,6/30/21
PERSONAL CARE HOME,Magnolia Place Of Saxonburg,MAGNOLIA PLACE MANAGEMENT LLC,"100 BELLA COURT,",Saxonburg,PA,16056,7243522827.0,Butler,84,PROFIT,450900,6/30/21
PERSONAL CARE HOME,Magnolias Of Chambersburg - Building 1,"TITHONUS CHAMBERSBURG, LP","735 NORLAND AVENUE,",Chambersburg,PA,17201,7172646000.0,Franklin,26,PROFIT,307670,6/30/21
PERSONAL CARE HOME,Magnolias Of Chambersburg - Building 2,TITHONUS CHAMBERSBURG LP,"745 NORLAND AVENUE,",Chambersburg,PA,17201,7172646000.0,Franklin,26,PROFIT,307690,6/30/21
PERSONAL CARE HOME,Magnolias Of Lancaster,"TITHONUS LANCASTER, LP","1870 ROHRESTOWN ROAD,",Lancaster,PA,17601,7175601100.0,Lancaster,38,PROFIT,322590,6/30/21
PERSONAL CARE HOME,Mahoning Riverside Manor,MAHONING RIVERSIDE MANOR,"98 FOUNDRY STREET,",Punxsutawney,PA,15767,8149381745.0,Jefferson,44,PROFIT,406810,6/30/21
PERSONAL CARE HOME,Maidencreek Place,READING AID II OPCO LLC,"105 DRIES ROAD,",Reading,PA,19605,6109267600.0,Berks,75,PROFIT,226580,6/30/21
PERSONAL CARE HOME,Manatawny Manor,DIAKON LUTHERAN SOCIAL MINISTRIES,"30 OLD SCHUYLKILL ROAD,",Pottstown,PA,19465,6107053700.0,Chester,124,NON-PROFIT,104360,6/30/21
PERSONAL CARE HOME,Manchester Commons Of Presbyterian Senior Care,THE PRESBYTERIAN HOMES IN THE PRESBY OF LAKE ERIE,"6351 WEST LAKE ROAD,",Erie,PA,16505,8148389191.0,Erie,80,NON-PROFIT,450560,6/30/21
PERSONAL CARE HOME,Maple Leaf Personal Care Home,GRACE CARE INC,"149 EAST SUNBURY STREET,",Shamokin,PA,17872,5706483895.0,Northumberland,30,PROFIT,210790,6/30/21
PERSONAL CARE HOME,Maple Shade Meadows Senior Living,MAPLE SHADE MEADOWS LP,"50 EAST LOCUST STREET,",Nesquehoning,PA,18240,5706695500.0,Carbon,104,PROFIT,204000,6/30/21
PERSONAL CARE HOME,Maple Valley Personal Care Home,MAPLE VALLEY PERSONAL CARE HOME INC,"2212 ANTHONY RUN ROAD,",Indiana,PA,15701,7244654343.0,Indiana,40,PROFIT,427690,6/30/21
PERSONAL CARE HOME,Maple Winds Personal Care,MAPLE WINDS HEALTHCARE AND REHABILITATION CENTER LLC,"4112 SPRINGHILL ROAD,",Portage,PA,15946,8147366000.0,Cambria,22,PROFIT,333250,6/30/21
PERSONAL CARE HOME,Maplewood Personal Care Home,MCDOWELL INC,"461 MAPLEWOOD AVENUE,",Ambridge,PA,15003,7242664485.0,Beaver,37,PROFIT,458370,6/30/21
PERSONAL CARE HOME,Maria Hall,"MARIA HALL, INC.","190 MARIA HALL DR., 3RD FLOOR,",Danville,PA,17821,5702751120.0,Montour,36,NON-PROFIT,215210,6/30/21
PERSONAL CARE HOME,Maria Joseph Manor,SISTERS OF SAINTS CYRIL AND METHODIUS,"1707 MONTOUR BOULEVARD,",Danville,PA,17821,5702754221.0,Montour,95,NON-PROFIT,200320,6/30/21
PERSONAL CARE HOME,Marian Manor Corporation,MARIAN MANOR CORPORATION,"2695 WINCHESTER DRIVE,",Pittsburgh,PA,15220,4124404321.0,Allegheny,57,NON-PROFIT,429610,6/30/21
PERSONAL CARE HOME,Marion Manor Senior Living,GUARDIAN ELDER CARE AT CURWENSVILLE LLC,"1223 SCHOFIELD ST, EXTENSION,",Curwensville,PA,16833,8142368333.0,Clearfield,40,PROFIT,448690,6/30/21
PERSONAL CARE HOME,Maris Grove,MARIS GROVE INC,"500 MARIS GROVE WAY,",Glen Mills,PA,19342,6103874630.0,Delaware,66,NON-PROFIT,134660,6/30/21
PERSONAL CARE HOME,Marissa'S Corner Personal Care,CLARENCE AND CAROL SCHMUCK,"1404 THIRD AVENUE,",York,PA,17403,7178552188.0,York,13,PROFIT,319260,6/30/21
PERSONAL CARE HOME,Marquis Gardens Place,MARQUIS AID OPCO LLC,"660 CHERRY TREE LANE,",Uniontown,PA,15401,7244307258.0,Fayette,47,PROFIT,444950,6/30/21
PERSONAL CARE HOME,"Martha'S Manor, Inc.",MARTHAS MANOR INC,"124 COSEY LANE,",Lilly,PA,15938,8148865180.0,Cambria,25,PROFIT,322940,6/30/21
PERSONAL CARE HOME,Martin'S Care Home,MARTINS CARE HOME INC,"522 WEST MAIN STREET,",Rockwood,PA,15557,8149263062.0,Somerset,18,PROFIT,321540,6/30/21
PERSONAL CARE HOME,Masonic Village At Elizabethtown,MASONIC VILLAGES OF THE GRAND LODGE OF PENNSYLVANIA,"ONE MASONIC DRIVE,",Elizabethtown,PA,17022,7173671121.0,Lancaster,135,NON-PROFIT,330080,6/30/21
PERSONAL CARE HOME,Masonic Village At Sewickley-Star Points Building,MASONIC VILLAGES OF THE GRAND LODGE OF PENNSYLVANIA,"1000 MASONIC DRIVE,",Sewickley,PA,15143,4127411400.0,Allegheny,64,NON-PROFIT,444390,6/30/21
PERSONAL CARE HOME,Masonic Village Of Lafayette Hill,MASONIC VILLAGES OF THE GRAND LODGE OF PENNSYLVANIA,"801 RIDGE PIKE,",Lafayette Hill,PA,19444,6108256100.0,Montgomery,51,NON-PROFIT,138700,6/30/21
PERSONAL CARE HOME,Masonic Village Of Warminster,MASONIC VILLAGES OF THE GRAND LODGE OF PENNSYLVANIA,"850 NORRISTOWN ROAD,",Warminster,PA,18974,2156722500.0,Bucks,19,NON-PROFIT,138710,6/30/21
PERSONAL CARE HOME,Mccallum Assisted Life,WILMATT INC,"7141 MCCALLUM STREET,",Philadelphia,PA,19119,2152422991.0,Philadelphia,48,PROFIT,144450,6/30/21
PERSONAL CARE HOME,Mccloud'S Personal Care,SHELLEY R SMITH,"1518 WEST HAINES STREET,",Philadelphia,PA,19126,2152241752.0,Philadelphia,8,PROFIT,145660,6/30/21
PERSONAL CARE HOME,Mccullough Place,MCCULLOUGH AID OPCO LLC,"500 CHENEY OAK DRIVE,",Johnstown,PA,15905,8142552213.0,Cambria,55,PROFIT,330640,6/30/21
PERSONAL CARE HOME,Mcmahon Care,MCMAHON CARE LLC,"73 PINE STREET,",Hillsgrove,PA,18619,5709244506.0,Sullivan,10,PROFIT,227480,6/30/21
PERSONAL CARE HOME,Mcvey Personal Care Home,JEAN MCVEY,"235 NORTH GALLATIN AVENUE,",Uniontown,PA,15401,7244373235.0,Fayette,8,PROFIT,460240,6/30/21
PERSONAL CARE HOME,Meadow Glen At Phoebe Richland,PHOEBE RICHLAND HEALTH CARE CENTER,"108 SOUTH MAIN STREET,",Richlandtown,PA,18955,2673714539.0,Bucks,100,NON-PROFIT,142250,6/30/21
PERSONAL CARE HOME,Meadow Ridge At Willow Valley,WILLOW VALLEY COMMUNITIES,"925 WILLOW VALLEY LAKES DRIVE,",Willow Street,PA,17584,7174908100.0,Lancaster,156,NON-PROFIT,322050,6/30/21
PERSONAL CARE HOME,Meadow View At Garden Spot Village,GARDEN SPOT VILLAGE,"800 KRAYBILL AVENUE,",New Holland,PA,17557,7173556136.0,Lancaster,50,NON-PROFIT,336630,6/30/21
PERSONAL CARE HOME,Meadowood,MEADOWOOD CORPORATION,"P.O.BOX 670, 3205 SKIPPACK PIKE",Worcester,PA,19490,6105841000.0,Montgomery,76,NON-PROFIT,127870,6/30/21
PERSONAL CARE HOME,Meadows Living Center At Country Meadows Of Bethlehem,COUNTRY MEADOWS OF NORTHAMPTON ASSOCIATES LP,"4005 GREEN POND ROAD,",Bethlehem,PA,18020,6108823190.0,Northampton,64,PROFIT,237880,6/30/21
PERSONAL CARE HOME,Melody Manor,MELODY MANOR PCH LLC,"413 NORTH MCKEAN STREET,",Kittanning,PA,16201,7245451564.0,Armstrong,43,PROFIT,446760,6/30/21
PERSONAL CARE HOME,Memory Meadows Personal Care Home,ROSS' MEMORY MEADOWS ASSISTED LIVING FACILITY LLC,"321 GODFREY ROAD,",Leechburg,PA,15656,7242360136.0,Armstrong,8,PROFIT,447050,6/30/21
PERSONAL CARE HOME,Menno Haven Memory Care - 1,MENNO HAVEN INC,"700 NORTH PENN HALL DRIVE,",Chambersburg,PA,17201,7172610220.0,Franklin,15,NON-PROFIT,335120,6/30/21
PERSONAL CARE HOME,Menno Haven Memory Care - 2,MENNO HAVEN INC,"702 NORTH PENN HALL DRIVE,",Chambersburg,PA,17201,7172610220.0,Franklin,15,NON-PROFIT,335130,6/30/21
PERSONAL CARE HOME,Merakey Montgomery County,MERAKEY MONTGOMERY COUNTY,"478 BETHLEHEM PIKE,",Fort Washington,PA,19034,2156414935.0,Montgomery,8,NON-PROFIT,127950,6/30/21
PERSONAL CARE HOME,Merakey Pennsylvania,MERAKEY PENNSYLVANIA,"1460 PEIFFERS LANE,",Steelton,PA,17113,7174413700.0,Dauphin,6,NON-PROFIT,310360,6/30/21
PERSONAL CARE HOME,Merakey Pennsylvania,MERAKEY PENNSYLVANIA,"1071 PAGE ROAD,",Harrisburg,PA,17111,7172436033.0,Dauphin,8,NON-PROFIT,321000,6/30/21
PERSONAL CARE HOME,Merakey Pennsylvania,MERAKEY PENNSYLVANIA,"515 DELAWARE AVENUE,",Bethlehem,PA,18015,6108668331.0,Lehigh,16,NON-PROFIT,224010,6/30/21
PERSONAL CARE HOME,Merakey Pennsylvania,MERAKEY PENNSYLVANIA,"108 CEDARWOOD CIRCLE,",Russellton,PA,15076,4122471091.0,Allegheny,10,NON-PROFIT,438420,6/30/21
PERSONAL CARE HOME,Mercy Behavioral Health - Munhall Manor,MERCY LIFE CENTER CORPORATION,"2514 MAIN STREET,",Munhall,PA,15120,4124618392.0,Allegheny,16,NON-PROFIT,434730,6/30/21
PERSONAL CARE HOME,Mercy Center Personal Care Home,MERCY CENTER NURSING UNIT INC,"P.O. BOX 370, LAKE STREET,",Dallas,PA,18612,5706752131.0,Luzerne,92,NON-PROFIT,237530,6/30/21
PERSONAL CARE HOME,Merrill Gardens At Glen Mills,BH GLEN MILLS MANAGEMENT PA LLC,"52 BALTIMORE PIKE,",Glen Mills,PA,19342,6103585220.0,Delaware,120,PROFIT,146700,6/30/21
PERSONAL CARE HOME,Messiah Lifeways At Messiah Village,MESSIAH HOME INC,"100 MT. ALLEN DRIVE,",Mechanicsburg,PA,17055,7176974666.0,Cumberland,238,NON-PROFIT,342910,6/30/21
PERSONAL CARE HOME,Michaux Manor Living Center,DALT PROPERTIES INC,"11302 SOUTH MOUNTAIN ROAD,",Fayetteville,PA,17222,7177495000.0,Franklin,65,PROFIT,343870,6/30/21
PERSONAL CARE HOME,Mid-Valley Manor Personal Care Center,MID-VALLEY MANOR PCH LLC,"65 STURGES ROAD,",Peckville,PA,18452,5703839855.0,Lackawanna,90,PROFIT,225660,6/30/21
PERSONAL CARE HOME,Mifflin Court,450 EAST PHILADELPHIA AVENUE OPERATIONS LLC,"450 EAST PHILADELHIA AVENUE,",Shillington,PA,19607,6107961600.0,Berks,67,PROFIT,222060,6/30/21
PERSONAL CARE HOME,Miller Personal Care At 19Th And Chew,PHOEBE HOME INCORPORATED,"1925 TURNER STREET,",Allentown,PA,18104,6107945231.0,Lehigh,60,NON-PROFIT,216170,6/30/21
PERSONAL CARE HOME,Miller Personal Care Home,MICHAEL R. MILLER,"1216 PERKIOMEN AVENUE,",Reading,PA,19602,6103749203.0,Berks,18,PROFIT,205130,6/30/21
PERSONAL CARE HOME,Milton Developmental Services,MILTON DEVELOPMENTAL SERVICES INC,"58 WALNUT STREET, P.O. BOX 416,",Milton,PA,17847,5707427535.0,Northumberland,18,PROFIT,213730,6/30/21
PERSONAL CARE HOME,Milton Developmental Services Ii,MILTON DEVELOPMENTAL SERVICES INC,"60 WALNUT STREET, P.O. BOX 416,",Milton,PA,17847,5707429849.0,Northumberland,24,PROFIT,202150,6/30/21
PERSONAL CARE HOME,Minelli'S Kozy Comfort Living,MINELLIS KOZY COMFORT LIVING INC,"1640 NORTH MAIN AVENUE,",Scranton,PA,18508,5703425499.0,Lackawanna,27,PROFIT,201000,6/30/21
PERSONAL CARE HOME,Molnar'S Personal Care Home,GEORGETTA A MOLNAR,"258 PLUMMER ROAD,",Mcclellandtown,PA,15458,7247373062.0,Fayette,8,PROFIT,449930,6/30/21
PERSONAL CARE HOME,Mon Valley Care Center,CPSR ASSOCIATES LLC,"200 STOOPS DRIVE,",Monongahela,PA,15063,7243101111.0,Washington,41,PROFIT,418160,6/30/21
PERSONAL CARE HOME,Monarch Meadow,MONARCH MEADOW LLC,"490 COOLSPRING STREET,",Uniontown,PA,15401,8142887807.0,Fayette,49,PROFIT,449440,6/30/21
PERSONAL CARE HOME,Moorehead Place,MOOREHEAD AID OPCO LLC,"116 MADISON CIRCLE,",Indiana,PA,15701,7244659606.0,Indiana,47,PROFIT,444900,6/30/21
PERSONAL CARE HOME,Moravian Hall Square Personal Care Residences,MORNINGSTAR SENIOR LIVING INC,"175 WEST NORTH STREET,",Nazareth,PA,18064,6107461000.0,Northampton,104,NON-PROFIT,226280,6/30/21
PERSONAL CARE HOME,Moravian King'S Daughters And Sons Home,MORAVIAN UNION OF KING'S DAUGHTERS & SONS OF BETHLEHEM PA,"61 WEST MARKET STREET,",Bethlehem,PA,18018,6108675382.0,Northampton,16,NON-PROFIT,242140,6/30/21
PERSONAL CARE HOME,Moravian Manor,MORAVIAN MANORS INC,"300 WEST LEMON STREET,",Lititz,PA,17543,7176260214.0,Lancaster,25,NON-PROFIT,321760,6/30/21
PERSONAL CARE HOME,Moravian Village Ii Of Bethlehem,MORAVIAN VILLAGE OF BETHLEHEM,"526 WOOD STREET,",Bethlehem,PA,18018,6106254885.0,Northampton,250,NON-PROFIT,215690,6/30/21
PERSONAL CARE HOME,Morning Glory Senior Living,MORNING GLORY SENIOR LIVING INC,419 N. QUEEN STREET,Littlestown,PA,17340,7173599990.0,Adams,12,PROFIT,312800,6/30/21
PERSONAL CARE HOME,Morning Star Manor,"MORNING STAR MANOR, INC.","306 WEST MAIN STREET,",Pen Argyl,PA,18072,6108635998.0,Northampton,25,PROFIT,245091,6/30/21
PERSONAL CARE HOME,Morris-Pace Personal Care,MORRIS-PACE ASSISTED LIVING INC,"416 READING AVENUE,",West Reading,PA,19611,6103719590.0,Berks,63,PROFIT,215900,6/30/21
PERSONAL CARE HOME,Mount Carmel Personal Care Community,MCNRC LP,"2616 LOCUST GAP HIGHWAY,",Mount Carmel,PA,17851,5703392501.0,Northumberland,26,PROFIT,222780,6/30/21
PERSONAL CARE HOME,Mount Trexler Manor,MOUNT TREXLER MANOR CORPORATION,"5201 ST. JOSEPH RD, PO BOX 1001",Limeport,PA,18060,6109659021.0,Lehigh,74,PROFIT,216630,6/30/21
PERSONAL CARE HOME,Mountain Top Senior Living,GUARDIAN ELDER CARE AT MOUNTAIN TOP I LLC,"185 SOUTH MOUNTAIN BOULEVARD,",Mountain Top,PA,18707,5704746377.0,Luzerne,34,PROFIT,221670,6/30/21
PERSONAL CARE HOME,Mountain View Senior Living,MOUNTAIN VIEW SENIOR LIVING LLC,"132 NATURE PARK ROAD,",Greensburg,PA,15601,7248370690.0,Westmoreland,130,PROFIT,450890,6/30/21
PERSONAL CARE HOME,Mrs. Bush'S Personal Care Home I,"MRS. BUSH'S PERSONAL CARE HOME, INC.","PO BOX 327,302 KUNKLETOWN ROAD,",Kunkletown,PA,18058,6103813713.0,Monroe,70,PROFIT,228350,6/30/21
PERSONAL CARE HOME,Mrs. Bush'S Personal Care Home Ii,"MRS. BUSH'S PERSONAL CARE HOME, INC.","110 COUNTRY VIEW LANE,",Kunkletown,PA,18058,6103813713.0,Monroe,9,PROFIT,242320,6/30/21
PERSONAL CARE HOME,Ms Care Llc Personal Care Home,MS CARE LLC,"2105 GRANDVIEW AVENUE,",Mckeesport,PA,15132,4123471715.0,Allegheny,29,PROFIT,448450,6/30/21
PERSONAL CARE HOME,Mt Wolf Manor,MT WOLF MANOR LLC,"1054 SECOND STREET,",Mt Wolf,PA,17347,7177819064.0,York,15,PROFIT,336000,6/30/21
PERSONAL CARE HOME,Mt. Assisi Place,MT. ASSISI PLACE LLC,"934 FOREST AVENUE,",Bellevue,PA,15202,4127611999.0,Allegheny,81,PROFIT,450201,6/30/21
PERSONAL CARE HOME,Nazareth Memory Center At Maria Joseph,MARIA JOSEPH MANOR INC,"15 SCHOOLHOUSE ROAD,",Danville,PA,17821,5702758701.0,Montour,24,NON-PROFIT,211150,6/30/21
PERSONAL CARE HOME,Nelson'S Golden Years,"NELSON GOLDEN YEARS, INC.","137 OKLAHOMA CEMETERY ROAD,",Dubois,PA,15801,8143717740.0,Clearfield,60,PROFIT,448680,6/30/21
PERSONAL CARE HOME,Neurorestorative Pennsylvania,MENTOR ABI LLC,"BUILDING 1, 6816 WEST LAKE RD,",Fairview,PA,16415,8144741977.0,Erie,26,PROFIT,442041,6/30/21
PERSONAL CARE HOME,Neurorestorative Pennsylvania,MENTOR ABI LLC,"BUILDING 2, 6816 WEST LAKE RD,",Fairview,PA,16415,8144741977.0,Erie,16,PROFIT,442050,6/30/21
PERSONAL CARE HOME,Neurorestorative Pennsylvania,MENTOR ABI LLC,"4155 ROXBURY DRIVE,",Erie,PA,16506,8144741977.0,Erie,6,PROFIT,446960,6/30/21
PERSONAL CARE HOME,Neurorestorative Pennsylvania,MENTOR ABI LLC,"10589 NORTH EDGEWOOD DRIVE,",Lake City,PA,16423,8144741977.0,Erie,5,PROFIT,447960,6/30/21
PERSONAL CARE HOME,Neurorestorative Pennsylvania,MENTOR ABI LLC,"1331 DUTCH ROAD,",Fairview,PA,16415,8144741977.0,Erie,5,PROFIT,448180,6/30/21
PERSONAL CARE HOME,Neurorestorative Pennsylvania,MENTOR ABI LLC,"6816 WEST LAKE ROAD,",Fairview,PA,16415,8144741977.0,Erie,8,PROFIT,446630,6/30/21
PERSONAL CARE HOME,Neurorestorative Pennsylvania,MENTOR ABI LLC,"6726 WALNUT CREEK DRIVE,",Fairview,PA,16415,8144741977.0,Erie,4,PROFIT,446950,6/30/21
PERSONAL CARE HOME,Neurorestorative Pennsylvania,MENTOR ABI LLC,"6816 WEST LAKE ROAD,",Fairview,PA,16415,8144741977.0,Erie,8,PROFIT,447100,6/30/21
PERSONAL CARE HOME,New Hope Gracious Personal Care,NEW HOPE GRACIOUS SENIOR COMMUNITY,"300 UNION AVENUE,",Avalon,PA,15202,4127614673.0,Allegheny,85,PROFIT,432100,6/30/21
PERSONAL CARE HOME,New Life Personal Care,"NEW LIFE PERSONAL CARE HOME, INC.","2521 VERSAILLES AVENUE,",Mckeesport,PA,15132,4126787455.0,Allegheny,18,PROFIT,431210,6/30/21
PERSONAL CARE HOME,New Manor Personal Care Boarding Home,IRENE NELSON,"2211 WEST VENANGO STREET,",Philadelphia,PA,19140,2152258340.0,Philadelphia,16,PROFIT,115530,6/30/21
PERSONAL CARE HOME,New Options I,RESOURCES FOR HUMAN DEVELOPMENT INC,"1419-21 POWELL STREET,",Norristown,PA,19401,6102920225.0,Montgomery,12,NON-PROFIT,128040,6/30/21
PERSONAL CARE HOME,New Visions Inc,NEW VISIONS OF SOUTH CENTRAL PA INC,"103 DEERVIEW DRIVE,",Newville,PA,17241,7177763322.0,Cumberland,7,NON-PROFIT,328700,6/30/21
PERSONAL CARE HOME,Newhaven Court At Clearview,TITHONUS BUTLER LP,"100 NEWHAVEN LANE,",Butler,PA,16001,7244778713.0,Butler,115,PROFIT,423460,6/30/21
PERSONAL CARE HOME,Newhaven Court At Lindwood,TITHONUS GREENSBURG LP,"100 FREEDOM WAY,",Greensburg,PA,15601,7248532502.0,Westmoreland,128,PROFIT,429360,6/30/21
PERSONAL CARE HOME,Newseasons At New Britain,SNH PENN TENANT LLC,"800 MANOR DRIVE,",Chalfont,PA,18914,2159978700.0,Bucks,100,PROFIT,145080,6/30/21
PERSONAL CARE HOME,Nippenose Valley Village,NIPPENOSE VALLEY VILLAGE INC,"7190 SOUTH STATE ROUTE 44 HWY,",Williamsport,PA,17701,5707452400.0,Lycoming,59,PROFIT,226700,6/30/21
PERSONAL CARE HOME,Norbert Residential Care Facility,NORBERT INC,"2413 ST. NORBERT DRIVE,",Pittsburgh,PA,15234,4128855202.0,Allegheny,102,PROFIT,430510,6/30/21
