Service Type,Program Office,Facility Name,Legal Entity Name,Address,City,State,Zip,Phone,County,Region,Capacity,Type of Operation,License Status,License Number,Type of License,Inspection Summary Link,Quality Service Review Link,Waiver Link
PERSONAL CARE HOMES,Bureau of Adult Residential Services,KEYSTONE VILLA AT EPHRATA,HSL EPHRATA SUBTENANT LLC,"100 NORTH STATE STREET,",EPHRATA,PA,17522,7174666330,LANCASTER,CENTRAL,100,PROFIT,LICENSED,334660,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,KEYSTONE VILLA AT FLEETWOOD,HSL BLANDON SUBTENANT LLC,"501 HOCH ROAD,",BLANDON,PA,19510,4846378300,BERKS,NORTHEAST,65,PROFIT,LICENSED,227700,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,KHS MENTAL HEALTH SERVICES - BEAVER CREEK SCR,KEYSTONE SERVICE SYSTEMS INC,"676 BEAVER CREEK ROAD,",HANOVER,PA,17331,5702861757,ADAMS,CENTRAL,8,NON-PROFIT,LICENSED,334800,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,KHS MENTAL HEALTH SERVICES - SCR CUMBERLAND ST,KEYSTONE SERVICE SYSTEMS INC,"341 CUMBERLAND STREET,",LEBANON,PA,17042,7176824071,LEBANON,CENTRAL,8,NON-PROFIT,LICENSED,336720,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,KHS MENTAL HEALTH SERVICES - SCR RAGGED EDGE RD,KEYSTONE SERVICE SYSTEMS INC,"400 RAGGED EDGE ROAD,",CHAMBERSBURG,PA,17202,5702861757,FRANKLIN,CENTRAL,8,NON-PROFIT,LICENSED,336460,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,KHS MENTAL HEALTH SERVICES-CHAMBERS ST. SPECIALIZED PC,KEYSTONE SERVICE SYSTEMS INC,"1025 CHAMBERS STREET,",HARRISBURG,PA,17113,7179391979,DAUPHIN,CENTRAL,8,NON-PROFIT,LICENSED,304830,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,KHS MENTAL HEALTH SERVICES-GARDNERS SCR,KEYSTONE SERVICE SYSTEMS INC,"221 OLD STATE ROAD,",GARDNERS,PA,17324,7174868888,CUMBERLAND,CENTRAL,8,NON-PROFIT,LICENSED,315070,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,KHS MENTAL HEALTH SERVICES-GREEN STREET SPECIALIZED PC,KEYSTONE SERVICE SYSTEMS INC,"2900 GREEN STREET,",HARRISBURG,PA,17110,7175588450,DAUPHIN,CENTRAL,8,NON-PROFIT,LICENSED,328780,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,KHS MENTAL HEALTH SERVICES-QUEEN ST SPECIALIZED PC,KEYSTONE SERVICE SYSTEMS INC,"2033 SOUTH QUEEN STREET,",YORK,PA,17402,7175588450,YORK,CENTRAL,8,NON-PROFIT,LICENSED,329500,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,KHS MENTAL HEALTH SERVICES-REYNOLDS LANE SPECIALIZED PC,KEYSTONE SERVICE SYSTEMS INC,"5250 REYNOLDS LANE,",HARRISBURG,PA,17111,7175580906,DAUPHIN,CENTRAL,8,NON-PROFIT,LICENSED,316580,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,KHS MENTAL HEALTH SERVICES-SILVER SPRING SPECIALIZED PC,KEYSTONE SERVICE SYSTEMS INC,"427 HOGESTOWN ROAD,",MECHANICSBURG,PA,17050,7177665157,CUMBERLAND,CENTRAL,8,NON-PROFIT,LICENSED,305710,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,KHS MENTAL HEATLTH SERVICES MARKET ST SPECIALIZED COMM RES,KEYSTONE SERVICE SYSTEMS INC,"1926 EAST MARKET STREET,",YORK,PA,17402,7177552103,YORK,CENTRAL,8,NON-PROFIT,LICENSED,312380,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,KING'S PERSONAL CARE HOME,RAYALENE KING,"390 MOUNTAIN ROAD,",UNIONTOWN,PA,15401,7245649788,FAYETTE,WESTERN,16,PROFIT,LICENSED,410050,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,KINGSTON MANOR PERSONAL CARE CENTER,KINGSTON MANOR PCH LLC,"700 THIRD AVENUE,",KINGSTON,PA,18704,5702833660,LUZERNE,NORTHEAST,122,PROFIT,LICENSED,225570,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,KINKORA PYTHIAN HOME,KNIGHTS OF PYTHIAS,"25 COVE ROAD,",DUNCANNON,PA,17020,7178344887,PERRY,CENTRAL,65,NON-PROFIT,LICENSED,342990,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,KIRKLAND VILLAGE,"PRESBYTERIAN HOMES, INC.","1 KIRKLAND VILLAGE,",BETHLEHEM,PA,18017,6106914500,NORTHAMPTON,NORTHEAST,64,NON-PROFIT,LICENSED,220500,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,KNICKERBOCKER VILLA,"KNICKERBOCKER ACQUISITION, LLC","304 SOUTH SECOND STREET,",CLEARFIELD,PA,16830,8147651933,CLEARFIELD,WESTERN,70,PROFIT,LICENSED,448700,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,LA CASA PERSONAL CARE HOME,LAURA B SEGERS AND JOEL W SEGERS,"1502 E. WASHINGTON STREET,",NEW CASTLE,PA,16101,7246547824,LAWRENCE,WESTERN,13,PROFIT,LICENSED,402110,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,LABOR OF LOVE - BUILDING 3,LABOR OF LOVE INC,"1140 NORTH 63RD STREET,",PHILADELPHIA,PA,19151,2159212935,PHILADELPHIA,SOUTHEAST,12,PROFIT,LICENSED,101890,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,LABOR OF LOVE-BUILDING 1,LABOR OF LOVE INC,"2029 NORTH 62ND STREET,",PHILADELPHIA,PA,19151,2159212935,PHILADELPHIA,SOUTHEAST,11,PROFIT,LICENSED,145570,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,LABOR OF LOVE-BUILDING 2,LABOR OF LOVE INC,"2037 NORTH 62ND STREET,",PHILADELPHIA,PA,19151,2159212935,PHILADELPHIA,SOUTHEAST,10,PROFIT,LICENSED,116370,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,LAKEVIEW AT TEL HAI PERSONAL CARE,TEL HAI RETIREMENT COMMUNITY,"PO BOX 190,4200 TEL HAI CIRCLE,",HONEY BROOK,PA,19344,6102739333,CHESTER,SOUTHEAST,100,NON-PROFIT,LICENSED,173640,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,LAKEVIEW PERSONAL CARE,EMBASSY DARLINGTON LLC,"498 LISBON ROAD,",DARLINGTON,PA,16115,7244956139,BEAVER,WESTERN,92,PROFIT,LICENSED,451610,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,LAKEVIEW SENIOR LIVING,LAKEVIEW SENIOR CARE AND LIVING CENTER LLC,"15 WEST WILLOW STREET,","SMETHPORT,",PA,16749,8148875716,MCKEAN,WESTERN,28,PROFIT,LICENSED,426510,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,LANDIS HOMES RETIREMENT COMMUNITY,LANDIS HOMES RETIREMENT COMMUNITY,"1001 EAST OREGON ROAD,",LITITZ,PA,17543,7175693271,LANCASTER,CENTRAL,124,NON-PROFIT,LICENSED,321770,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,LANE AVENUE PERSONAL CARE HOME,WILBRI INC,"206 LANE AVENUE,",PUNXSUTAWNEY,PA,15767,8149382572,JEFFERSON,WESTERN,42,PROFIT,LICENSED,424090,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,"LASOSKY'S PERSONAL CARE HOME, INC.",LASOSKYS PERSONAL CARE HOME INC,"23 MAIN STREET,",CLARKSVILLE,PA,15322,7243772680,WASHINGTON,WESTERN,25,PROFIT,LICENSED,418580,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,LATROBE MANOR,LATROBE MANOR LLC,"501 SOUTH ALEXANDRIA STREET,",LATROBE,PA,15650,7245373334,WESTMORELAND,WESTERN,38,PROFIT,LICENSED,451030,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,LAUREL CENTER,125 HOLLY ROAD OPERATIONS LLC,"125 HOLLY ROAD,",HAMBURG,PA,19526,6105622284,BERKS,NORTHEAST,38,PROFIT,LICENSED,222020,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,LAUREL VIEW VILLAGE,"ALLEGHENY CHRISTIAN MINISTRIES, INC.","2000 CAMBRIDGE DRIVE,",DAVIDSVILLE,PA,15928,8142882724,SOMERSET,CENTRAL,107,NON-PROFIT,LICENSED,321350,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,LAURELBROOKE PERSONAL CARE,WRC PENNSYLVANIA MEMORIAL HOME,"133 LAURELBROOKE DRIVE,",BROOKVILLE,PA,15825,8148493615,JEFFERSON,WESTERN,50,NON-PROFIT,LICENSED,424630,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,LEAH'S VICTORIAN COTTAGE I,LEAH C ILGENFRITZ,"511 PARK AVENUE,",SCOTTDALE,PA,15683,7248873920,WESTMORELAND,WESTERN,30,PROFIT,LICENSED,429350,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,LEBANON VALLEY BRETHREN HOME,LEBANON VALLEY BRETHREN HOME,"1200 GRUBB STREET,",PALMYRA,PA,17078,7178385406,LEBANON,CENTRAL,58,NON-PROFIT,LICENSED,342960,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,LEBANON VALLEY HOME,UNITED CHURCH OF CHRIST HOMES INC,"550 EAST MAIN STREET,",ANNVILLE,PA,17003,7178674467,LEBANON,CENTRAL,40,NON-PROFIT,LICENSED,347800,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,LEGACY GARDENS OF BRISTOL,LEGACY AT BRISTOL INC,"2022 BATH ROAD,",BRISTOL,PA,19007,2157818700,BUCKS,SOUTHEAST,26,PROFIT,LICENSED,131080,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,LEGACY PLACE COTTAGES,JAH-JIREH HOMES OF AMERICA - ALLENTOWN,"2051 BEVIN DRIVE,",ALLENTOWN,PA,18103,4848603900,LEHIGH,NORTHEAST,48,NON-PROFIT,LICENSED,225510,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,LEGEND PERSONAL CARE AND MEMORY CARE OF ALLENTOWN,ALLENTOWN PCH LLC,"6043 LOWER MACUNGIE ROAD,",MACUNGIE,PA,18062,6104260223,LEHIGH,NORTHEAST,100,PROFIT,LICENSED,227320,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,LEGEND PERSONAL CARE AND MEMORY CARE OF LANCASTER,LANCASTER PCH LLC,"31 MILLERSVILLE ROAD,",LANCASTER,PA,17603,7172088655,LANCASTER,CENTRAL,100,PROFIT,LICENSED,333060,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,LEGEND PERSONAL CARE AND MEMORY CARE OF LITITZ,LITITZ PCH LLC,"80 WEST MILLPORT ROAD,",LITITZ,PA,17543,7172834255,LANCASTER,CENTRAL,100,PROFIT,LICENSED,332980,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,LEHIGH COMMONS,1680 SPRING CREEK ROAD OPERATIONS LLC,"1680 SPRING CREEK ROAD,",MACUNGIE,PA,18062,6105308089,LEHIGH,NORTHEAST,80,PROFIT,LICENSED,222050,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,LEIGHTON PLACE,WILLIAMSPORT AID II OPCO LLC,"1251 RURAL AVENUE,",WILLIAMSPORT,PA,17701,5703221125,LYCOMING,NORTHEAST,65,PROFIT,LICENSED,226600,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,LEISURE LIVING RETIREMENT HOME,LEISURE LIVING RETIREMENT HOME LLC,"29169 GREAT COVE ROAD,",FT. LITTLETON,PA,17223,7179873082,FULTON,CENTRAL,38,PROFIT,LICENSED,315520,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,LIBERTY SQUARE PERSONAL CARE,PERSONACORP INC,"86 MAIN STREET,",STOUCHSBURG,PA,19567,6105891679,BERKS,NORTHEAST,19,PROFIT,LICENSED,205720,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,LIFE'S PROMISE PERSONAL CARE HOME,LIFE S PROMISE PCH INC,"2053 STATE ROUTE 711,",LIGONIER,PA,15658,7243228814,WESTMORELAND,WESTERN,18,PROFIT,LICENSED,448390,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,LIGHTHOUSE PERSONAL CARE HOME,MILDRED A CALLAHAN,"1007 PARK STREET,",MCKEESPORT,PA,15132,4128961806,ALLEGHENY,WESTERN,19,PROFIT,LICENSED,433230,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,LIGONIER GARDENS,THE BETHLEN HOME OF HUNGARIAN REFORMED FEDERATION OF AMERIC,"2018 ROUTE 30 EAST,",LIGONIER,PA,15658,7242383517,WESTMORELAND,WESTERN,71,NON-PROFIT,LICENSED,428050,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,LINCOLN CHRISTIAN HOME,WEAVERLAND MENNONITE HOMES,"1307 APPLE STREET,",EPHRATA,PA,17522,7177330080,LANCASTER,CENTRAL,93,NON-PROFIT,LICENSED,329380,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,LINDEN VILLAGE MANOR CARE HEALTH SERVICES,MANOR CARE LINDEN VILLAGE OF LEBANON PA LLC,"100 TUCK STREET,",LEBANON,PA,17042,7172747400,LEBANON,CENTRAL,64,PROFIT,LICENSED,324270,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,LINT'S PERSONAL CARE HOME,ALWAYS CARE LLC,"697 VANDERBILT ROAD,",CONNELLSVILLE,PA,15425,7246268112,FAYETTE,WESTERN,41,PROFIT,LICENSED,443952,PROVISIONAL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,LIZA'S HOUSE,ELITE CARE GROUP LLP,"1357 BLUE MOUNTAIN DRIVE,",DANIELSVILLE,PA,18038,6107601970,NORTHAMPTON,NORTHEAST,30,PROFIT,LICENSED,214770,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,LOCUST GROVE PERSONAL CARE,WEST MIFFLIN OPERATING LP,"4043 IRENE STREET,",WEST MIFFLIN,PA,15122,4124617210,ALLEGHENY,WESTERN,120,PROFIT,LICENSED,443410,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,LOGAN PLACE,LOGAN AID OPCO LLC,"180 CRAIGDELL ROAD,",LOWER BURRELL,PA,15068,7243340529,WESTMORELAND,WESTERN,47,PROFIT,LICENSED,444940,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,LONGWOOD AT OAKMONT PERSONAL CARE CENTER,LONGWOOD AT OAKMONT INC,"500 ROUTE 909,",VERONA,PA,15147,4128264800,ALLEGHENY,WESTERN,40,NON-PROFIT,LICENSED,441390,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,LONGWOOD AT OAKMONT PERSONAL CARE CENTER,LONGWOOD AT OAKMONT INC,"500 ROUTE 909,",VERONA,PA,15147,4128264800,ALLEGHENY,WESTERN,49,NON-PROFIT,LICENSED,429900,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,LOWRIE PLACE,LOWRIE AID OPCO LLC,"100 STERLING VILLAGE DRIVE,",BUTLER,PA,16001,7242872171,BUTLER,WESTERN,47,PROFIT,LICENSED,444960,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,LOYALHANNA HEALTH CARE ASSOCIATES,LOYALHANNA HEALTH CARE ASSOCIATES,"543 MCFARLAND ROAD,",LATROBE,PA,15650,7245375500,WESTMORELAND,WESTERN,84,PROFIT,LICENSED,446590,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,LUTHER CREST RETIREMENT COMMUNITY,DIAKON LUTHERAN SOCIAL MINISTRIES,"COMMONS, 800 HAUSMAN ROAD,",ALLENTOWN,PA,18104,6106821262,LEHIGH,NORTHEAST,71,NON-PROFIT,LICENSED,216290,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,LUTHERAN COMMUNITY AT TELFORD,LUTHERAN COMMUNITY AT TELFORD,"235 NORTH WASHINGTON STREET,",TELFORD,PA,18969,2157239819,BUCKS,SOUTHEAST,125,NON-PROFIT,LICENSED,126720,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,LUTHERAN HOME AT KANE/RESIDENTIAL CARE CENTER,LUTHERAN HOME AT KANE,"100 HIGH POINT DRIVE,",KANE,PA,16735,8148378770,MCKEAN,WESTERN,33,NON-PROFIT,LICENSED,426450,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,LUTHERAN SENIOR LIFE PASSAVANT COMMUNITY,PASSAVANT RETIREMENT AND HEALTH CENTER,"103 BURGESS DRIVE,",ZELIENOPLE,PA,16063,7244525400,BUTLER,WESTERN,68,NON-PROFIT,LICENSED,446120,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,LYNN HAVEN PERSONAL CARE HOME,RENEE STUCKICH,"119 WALNUT STREET, PO BOX 484,",BLACK LICK,PA,15716,7242489600,INDIANA,WESTERN,36,PROFIT,LICENSED,445160,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,LYTLE'S PERSONAL CARE HOME LLC,LYTLES PERSONAL CARE HOME LLC,"4508 NATIONAL PIKE,",MARKLEYSBURG,PA,15459,8142790961,FAYETTE,WESTERN,30,PROFIT,LICENSED,443910,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,M.H.A. ENHANCED PERSONAL CARE HOME,MENTAL HEALTH ASSOCIATION OF WASHINGTON COUNTY,"200 SPRING STREET,",BENTLEYVILLE,PA,15314,7242393775,WASHINGTON,WESTERN,12,NON-PROFIT,LICENSED,424150,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,MAGNOLIA MANOR,VINEYARD OF THE LORD INC,"6 REES DRIVE,",WILLOW STREET,PA,17584,7174641237,LANCASTER,CENTRAL,16,NON-PROFIT,LICENSED,331340,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,MAGNOLIA PLACE OF SAXONBURG,MAGNOLIA PLACE MANAGEMENT LLC,"100 BELLA COURT,",SAXONBURG,PA,16056,7243522827,BUTLER,WESTERN,84,PROFIT,LICENSED,450900,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,MAGNOLIAS OF CHAMBERSBURG - BUILDING 1,"TITHONUS CHAMBERSBURG, LP","735 NORLAND AVENUE,",CHAMBERSBURG,PA,17201,7172646000,FRANKLIN,CENTRAL,26,PROFIT,LICENSED,307670,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,MAGNOLIAS OF CHAMBERSBURG - BUILDING 2,TITHONUS CHAMBERSBURG LP,"745 NORLAND AVENUE,",CHAMBERSBURG,PA,17201,7172646000,FRANKLIN,CENTRAL,26,PROFIT,LICENSED,307690,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,MAGNOLIAS OF LANCASTER,"TITHONUS LANCASTER, LP","1870 ROHRESTOWN ROAD,",LANCASTER,PA,17601,7175601100,LANCASTER,CENTRAL,38,PROFIT,LICENSED,322590,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,MAHONING RIVERSIDE MANOR,MAHONING RIVERSIDE MANOR,"98 FOUNDRY STREET,",PUNXSUTAWNEY,PA,15767,8149381745,JEFFERSON,WESTERN,44,PROFIT,LICENSED,406810,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,MAIDENCREEK PLACE,READING AID II OPCO LLC,"105 DRIES ROAD,",READING,PA,19605,6109267600,BERKS,NORTHEAST,75,PROFIT,LICENSED,226580,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,MANATAWNY MANOR,DIAKON LUTHERAN SOCIAL MINISTRIES,"30 OLD SCHUYLKILL ROAD,",POTTSTOWN,PA,19465,6107053700,CHESTER,SOUTHEAST,124,NON-PROFIT,LICENSED,104360,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,MANCHESTER COMMONS OF PRESBYTERIAN SENIOR CARE,THE PRESBYTERIAN HOMES IN THE PRESBY OF LAKE ERIE,"6351 WEST LAKE ROAD,",ERIE,PA,16505,8148389191,ERIE,WESTERN,80,NON-PROFIT,LICENSED,450560,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,MAPLE LEAF PERSONAL CARE HOME,GRACE CARE INC,"149 EAST SUNBURY STREET,",SHAMOKIN,PA,17872,5706483895,NORTHUMBERLAND,NORTHEAST,30,PROFIT,LICENSED,210790,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,MAPLE SHADE MEADOWS SENIOR LIVING,MAPLE SHADE MEADOWS LP,"50 EAST LOCUST STREET,",NESQUEHONING,PA,18240,5706695500,CARBON,NORTHEAST,104,PROFIT,LICENSED,204000,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,MAPLE VALLEY PERSONAL CARE HOME,MAPLE VALLEY PERSONAL CARE HOME INC,"2212 ANTHONY RUN ROAD,",INDIANA,PA,15701,7244654343,INDIANA,WESTERN,40,PROFIT,LICENSED,427690,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,MAPLE WINDS PERSONAL CARE,MAPLE WINDS HEALTHCARE AND REHABILITATION CENTER LLC,"4112 SPRINGHILL ROAD,",PORTAGE,PA,15946,8147366000,CAMBRIA,CENTRAL,22,PROFIT,LICENSED,333250,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,MAPLEWOOD PERSONAL CARE HOME,MCDOWELL INC,"461 MAPLEWOOD AVENUE,",AMBRIDGE,PA,15003,7242664485,BEAVER,WESTERN,37,PROFIT,LICENSED,458370,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,MARIA HALL,"MARIA HALL, INC.","190 MARIA HALL DR., 3RD FLOOR,",DANVILLE,PA,17821,5702751120,MONTOUR,NORTHEAST,36,NON-PROFIT,LICENSED,215210,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,MARIA JOSEPH MANOR,SISTERS OF SAINTS CYRIL AND METHODIUS,"1707 MONTOUR BOULEVARD,",DANVILLE,PA,17821,5702754221,MONTOUR,NORTHEAST,95,NON-PROFIT,LICENSED,200320,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,MARIAN MANOR CORPORATION,MARIAN MANOR CORPORATION,"2695 WINCHESTER DRIVE,",PITTSBURGH,PA,15220,4124404321,ALLEGHENY,WESTERN,57,NON-PROFIT,LICENSED,429610,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,MARION MANOR SENIOR LIVING,GUARDIAN ELDER CARE AT CURWENSVILLE LLC,"1223 SCHOFIELD ST, EXTENSION,",CURWENSVILLE,PA,16833,8142368333,CLEARFIELD,WESTERN,40,PROFIT,LICENSED,448690,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,MARIS GROVE,MARIS GROVE INC,"500 MARIS GROVE WAY,",GLEN MILLS,PA,19342,6103874630,DELAWARE,SOUTHEAST,66,NON-PROFIT,LICENSED,134660,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,MARISSA'S CORNER PERSONAL CARE,CLARENCE AND CAROL SCHMUCK,"1404 THIRD AVENUE,",YORK,PA,17403,7178552188,YORK,CENTRAL,13,PROFIT,LICENSED,319260,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,MARQUIS GARDENS PLACE,MARQUIS AID OPCO LLC,"660 CHERRY TREE LANE,",UNIONTOWN,PA,15401,7244307258,FAYETTE,WESTERN,47,PROFIT,LICENSED,444950,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,"MARTHA'S MANOR, INC.",MARTHAS MANOR INC,"124 COSEY LANE,",LILLY,PA,15938,8148865180,CAMBRIA,CENTRAL,25,PROFIT,LICENSED,322940,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,MARTIN'S CARE HOME,MARTINS CARE HOME INC,"522 WEST MAIN STREET,",ROCKWOOD,PA,15557,8149263062,SOMERSET,CENTRAL,18,PROFIT,LICENSED,321540,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,MASONIC VILLAGE AT ELIZABETHTOWN,MASONIC VILLAGES OF THE GRAND LODGE OF PENNSYLVANIA,"ONE MASONIC DRIVE,",ELIZABETHTOWN,PA,17022,7173671121,LANCASTER,CENTRAL,135,NON-PROFIT,LICENSED,330080,FULL,Inspection Summary,,Waiver
PERSONAL CARE HOMES,Bureau of Adult Residential Services,MASONIC VILLAGE AT SEWICKLEY-STAR POINTS BUILDING,MASONIC VILLAGES OF THE GRAND LODGE OF PENNSYLVANIA,"1000 MASONIC DRIVE,",SEWICKLEY,PA,15143,4127411400,ALLEGHENY,WESTERN,64,NON-PROFIT,LICENSED,444390,FULL,Inspection Summary,,Waiver
