Facility Name,State Facility Type 1 Literal,Facility ID,Address,Zip Code,County,Phone Number,Capacity,Medicaid,Email Address,Licensee
LAKEVIEW SENIOR LIVING,ALF,70A053,2690 NE YACHT AVE,97367,Lincoln,5419947400,67,TRUE,edlincolncity@westmontliving.com,"LAKEVIEW OPERATIONS, LLC"
LANCASTER VILLAGE 1,ALF,70M052,4138 MARKET ST NE,97301,Marion,5033643383,36,TRUE,vlancaster@comcast.net,"SPRINGS LANCASTER VILLAGE OPERATOR, LLC"
LANCASTER VILLAGE 2,ALF,70M051,4156 MARKET ST NE,97301,Marion,5033643383,50,TRUE,vlancaster@comcast.net,LANCASTER ASSISTED LIVING LLC
LANDING SENIOR LIVING  THE,ALF,70A345,2490 NW EDENBOWER BLVD,97471,Douglas,5416729696,93,TRUE,snay@landingsl.com,"PC ROSEBURG, LLC"
LAURELHURST HOUSE,ALF,70M252,15 SE 55TH AVE,97215,Multnomah,5032345050,38,TRUE,jabeling@laurelhursthouse.net,"LHH OPERATIONS, LLC"
LAUREL PARC AT BETHANY,ALF,70A312,15850 NW CENTRAL DRIVE,97229,Washington,5035337979,153,FALSE,amy@bethanyvillage.com,"LAUREL PARC AL AT BETHANY, LLC"
LAUREL PINES RETIREMENT LODGE,RCF,50R333,3100 AVENUE A,97503,Jackson,5418307800,56,TRUE,lpbom@dakavia.com,"LAUREL PINES, INC."
LIBERTY POINTE,RCF,50R463,1241 NE 6TH STREET,97030,Multnomah,5035125550,55,TRUE,kthornton@libertyrcf.com,"SAPPHIRE AT LIBERTY POINTE, LLC"
LODGE IN SISTERS  THE,ALF,70A338,411 E CARPENTER LANE,97759,Deschutes,5415495637,96,FALSE,ed@thelodgeinsisters.com,"LODE IN SISTERS, LLC"
LONE OAK ASSISTED LIVING,ALF,70M242,2615 LONE OAK WAY,97402,Lane,5414637700,85,TRUE,administrator@loneoakassistedliving.com,"LSREF GOLDEN OPS 14 (OR), LLC"
LYDIA'S HOUSE,RCF,50R080,5353 COLUMBUS ST SE,97321,Linn,5419287232,28,TRUE,mary@mennonitevillage.org,
MACDONALD RESIDENCE,ALF,70M216,605 NW COUCH STREET,97209,Multnomah,5032417374,54,TRUE,michellel@macdresidence.org,MACDONALD CENTER
MAGNOLIA GARDENS MEMORY CARE,RCF,50R314,1355 DAUGHERTY,97424,Lane,5419428966,35,TRUE,ed@magnoliagardenssl.com,"COTTAGE GROVE SL, LLC"
MAGNOLIA GARDENS SENIOR LIVING,ALF,70M056,1425 DAUGHERTY AVE,97424,Lane,5419420054,73,TRUE,ed@magnoliagardenssl.com,"COTTAGE GROVE SL, LLC"
MANOR TERRACE CARE SUITES,RCF,50R363,1250 MIRA MAR AVENUE,97504,Jackson,5418577777,30,FALSE,jhoward@retirement.org,ROGUE VALLEY MANOR
MAPLE RIDGE SENIOR LIVING,ALF,70A062,548 NORTH MAIN STREET,97520,Jackson,5414823292,45,TRUE,arandolph@mapleridgesl.com,"CSL - ASHLAND, LLC"
MAPLE VALLEY MEMORY CARE,RCF,50M425,219 NE FIRCREST DR,97128,Yamhill,5038839385,28,TRUE,hugh.w@chancellorhealthcare.com,"CHANCELLOR HEALTH CARE OF CALIFORNIA XII, INC."
MAPLEVIEW MANOR  LLC,RCF,50R468,7100 SE LAKE RD,97267,Clackamas,5033058913,30,FALSE,raluka04@yahoo.com,"MAPLEVIEW MANOR, LLC"
MARIE ROSE CENTER ASSISTED LIVING,ALF,70M257,17360 HOLY NAMES DRIVE,97034,Clackamas,5036752475,56,TRUE,imandelsberg@maryswoods.org,"MARY'S WOODS AT MARYLHURST, INC"
MARIE ROSE RESIDENTIAL CARE,RCF,50R401,17360 HOLY NAMES DRIVE,97034,Clackamas,5036752475,52,TRUE,imandelsberg@maryswoods.org,
MARJORIE HOUSE MEMORY CARE COMMUNITY,RCF,50M423,2855 NE CUMULUS AVENUE,97128,Yamhill,5034744222,46,TRUE,ashley@sdr.life,"MARJORIE HOUSE MCMINNVILLE, LLC"
MARKHAM HOUSE RETIREMENT COMM,ALF,70A057,10606 SW CAPITOL HWY,97219,Multnomah,5032449500,63,FALSE,zjamshidi@leisurecare.com,"PORTMH, LLC"
MARQUIS AUTUMN HILLS RESIDENTIAL MEMORY CARE,RCF,50A244,6630 SW BEAVERTON-HILLSDALE HWY,97225,Washington,5032927874,22,FALSE,jkresl@marquiscompanies.com,"MARQUIS COMPANIES II, INC."
MARQUIS FOREST GROVE ASSISTED LIVING,ALF,70M100,3336 19TH AVE,97116,Washington,5033591129,70,TRUE,enwalton@marquiscompanies.com,"MARQUIS COMPANIES II, INC"
MARQUIS HOPE VILLAGE ALF,ALF,70A099,1589 S IVY,97013,Clackamas,5032662444,92,TRUE,mkbird@marquiscompanies.com,
MARQUIS HOPE VILLAGE MEMORY CARE,RCF,50R488,1589 S IVY ST,97013,Clackamas,5032662444,24,FALSE,malaurandeau@marquiscompanies.com,
MARQUIS PIEDMONT ASSISTED LIVING,ALF,70A288,319 NE RUSSET STREET,97211,Multnomah,5032895571,80,TRUE,bspray@marquiscompanies.com,"MARQUIS COMPANIES II, INC"
MARQUIS TUALATIN ASSISTED LIVING,ALF,70A234,19945 BOONES FERRY ROAD,97062,Washington,5036125500,87,TRUE,kevenhus@marquiscompanies.com,"MARQUIS COMPANIES II, INC."
MARQUIS WILSONVILLE ASSISTED LIVING,ALF,70A286,30900 SW PARKWAY AVE,97070,Clackamas,5036822330,72,TRUE,mjmcdonald@marquiscompanies.com,"MARQUIS COMPANIES II, INC"
MARYVILLE MEMORY CARE,RCF,50R381,14645 SW FARMINGTON ROAD,97007,Washington,5036438626,16,FALSE,mvitale@maryville.care,SISTERS OF ST MARY OF OREGON MARYVILLE CORP
MCKAY CREEK ESTATES,ALF,70M238,1601 SOUTHGATE PLACE,97801,Umatilla,5412761987,60,TRUE,mckaycreekED@prestigecare.com,"PENDLETON VENTURES, L.L.C."
MCKENZIE LIVING,RCF,50R410,6452 A STREET,97478,Lane,5417449817,21,TRUE,yjarofski@gatewayliving.com,"MCKENZIE LIVING, INCORPORATED"
MCKENZIE LIVING EUGENE,RCF,50R451,2625 LONE OAK WAY,97404,Lane,5417449817,58,TRUE,tbecker@gatewayliving.com,"MCKENZIE LIVING, INCORPORATED"
MCKILLOP RESIDENCE,ALF,70A058,500 CONIFER CIRCLE,97385,Marion,5039025970,60,TRUE,sgarza@marianestates.com,"JANMAUR II, LLC"
MCLOUGHLIN MEMORY CARE OF OREGON,RCF,50R357,1145 MOLALLA AVENUE,97045,Clackamas,5036553337,28,FALSE,aed@mcloughlinplace.net,"MCLOUGHLIN PLACE OPERATIONS, LLC"
MCLOUGHLIN PLACE SENIOR LIVING,ALF,70M059,1153 MOLALLA AVE,97045,Clackamas,5036553337,74,TRUE,executivedirector@mcloughlinplace.net,"MILESTONE RETIREMENT COMMUNITIES OF WA, LLC"
MEADOW AT MT BACHELOR MEMORY CARE  THE,RCF,50M441,20215 POWERS ROAD,97702,Deschutes,5413889800,24,TRUE,rccmc@mtbachelorassistedliving.com,"MBALMC BEND CARE PROPERTIES, LLC"
MEADOWBROOK PLACE,ALF,70M061,4000 CEDAR ST,97814,Baker,5415236333,60,TRUE,smiller@meadowbrookplace.org,"MEADOWBROOK PLACE OPERATIONS, LLC"
MEADOW CREEK VILLAGE ASSISTED LIVING,ALF,70A060,3988 12TH ST SE,97302,Marion,5033759732,52,TRUE,suem@cascadeliving.com,"CASCADE LIVING GROUP- OREGON, LLC"
MEADOWLARK SENIOR LIVING,ALF,70A297,181 S 5TH STREET,97355,Linn,5412587706,95,TRUE,afitzgerald@compass-living.com,"CSL - LEBANON, LLC"
MEADOWS COURTYARD,RCF,50M218,13637 GARDEN MEADOW  DRIVE,97045,Clackamas,5036568113,42,TRUE,tmc8113@aol.com,"MEADOWS COURTYARD, INC."
MELODY COURT MEMORY CARE RESIDENCE,RCF,5MA016,5732 SE 122ND AVE,97236,Multnomah,5037613434,15,TRUE,administrator@melodycourt.com,"MELODY COLURT MEMORY CARE, LLC"
MEMORY LANE HOMES OF BAKER,RCF,50R408,3078 RESORT ST,97814,Baker,5415231007,15,TRUE,nicole@memorylanehomes.com,"MEMORY LANE HOMES, LLC"
MEMORY SUPPORT CENTER AT ROGUE VALLEY MANOR,RCF,50R464,1550 MALAMA WAY,97504,Jackson,5418577715,40,FALSE,mhollinger@retirement.com,ROGUE VALLEY MANOR
MIDDLEFIELD OAKS ASSISTED LIVING COMMUNITY,ALF,70A306,1500 VILLAGE DRIVE,97424,Lane,5417670080,85,TRUE,harnason@middlefieldoaks.com,"MIDDLEFIELD OAKS ASSISTED LIVING, LLC"
MIDDLEFIELD OAKS MEMORY CARE COMMUNITY,RCF,50R345,1500 VILLAGE DRIVE,97424,Lane,5417670080,36,TRUE,dkoehn@middlefieldoaks.com,"MIDDLEFIELD OAKS ASSISTED LIVING, LLC"
MIDWAY RCF,RCF,50R452,2566 SE 109TH AVENUE,97266,Multnomah,5039541676,15,TRUE,asa.judy.02@gmail.com,A & I INVESTMENTS
MILWAUKIE CARE CENTER,RCF,50M081,14107 SE REDWOOD AVE,97222,Clackamas,5036591077,23,TRUE,jannice@milwaukiecarecenter.com,"MILWAUKIE CARE CENTER, INC."
MIRABELLA AT SOUTH WATERFRONT,ALF,70A317,3550 SW BOND AVE,97239,Multnomah,5032454742,24,FALSE,mcrivellone@retirement.org,MIRABELLA AT SOUT WATERFRONT
MIRACLE HEIGHTS AT HAPPY VALLEY,RCF,50R492,13677 SE 147TH AVE,97015,Clackamas,5038888155,47,FALSE,tpham2011@gmail.com,
MIRAMONT POINTE,RCF,50R293,11520 SE SUNNYSIDE ROAD,97015,Clackamas,5036981600,186,FALSE,julie.taylor@miramontpointe.com,"MP, LLC"
MONARCH GARDENS MEMORY CARE COMMUNITY,RCF,5MA222,984 PARKVIEW DRIVE,97415,Curry,5414696817,55,TRUE,ed@monarchgardensmc.com,"BROOKINGS MEMORY CARE, LLC"
MONTEREY COURT MEMORY CARE,RCF,50A214,8915 SE MONTEREY AVE,97086,Clackamas,5036543200,48,TRUE,administrator@montereycourt.net,WELL FRONTIER TENANT LLC
MORNINGSTAR ASSISTED LIVING OF BEAVERTON,ALF,70A335,14475 SW BARROWS RD,97007,Washington,5037463403,75,FALSE,beaverton.ed@mstarliving.com,BARROWS SENIOR CARE LLC
MORNINGSTAR MEMORY CARE OF BEAVERTON,RCF,50R466,14475 SW BARROWS RD,97007,Washington,5037463403,44,FALSE,beaverton.rc@mstarliving.com,BARROWS SENIOR CARE LLC
MORNINGSTAR OF HAPPY VALLEY ASSISTED LIVING,ALF,70A343,14391 SE PRINCETON VILLAGE WAY,97015,Clackamas,5033600883,77,FALSE,hvalley.ed@morningstarseniorliving.com,CD-MS HAPPY VALLEY LLC
MORNINGSTAR OF HAPPY VALLEY MEMORY CARE,RCF,50R482,14391 SE PRINCETON VILLAGE WAY,97015,Clackamas,5033600883,26,FALSE,hvalley.rc@morningstarseniorliving.com,CD-MS HAPPY VALLEY LLC
MORROW HEIGHTS RET & AL COMM,ALF,70M233,176 WARDS CREEK ROAD,97537,Jackson,5415828200,53,TRUE,administrator@morrowheights.com,"LSREF GOLDEN OPS 14 (OR), LLC"
MOUNTAIN PARK MEMORY CARE COMMUNITY,RCF,50R483,13600 SW 122 AVE,97015,Clackamas,5039197722,98,TRUE,ed@mountainparkmc.com,"CLACKAMAS MEMORY CARE, LLC"
MOUNTAIN VIEW RESIDENTIAL CARE FACILITY,RCF,50R322,1220 E 282ND AVENUE,97080,Multnomah,5036650792,23,TRUE,sandra.rcf50@yahoo.com,"CARESMA, LLC"
MT ANGEL TOWERS,RCF,50R085,ONE TOWERS LANE    BOX 2120,97362,Marion,5038457211,32,FALSE,carma@mountangeltowers.com,"MT. ANGEL TOWERS, OREG., LTD,"
MT BACHELOR ASSISTED LIVING,ALF,70M352,20215 POWERS ROAD,97702,Deschutes,5413889800,92,TRUE,administrator@mtbachelorassistedliving.com,"MBALMC BEND CARE PROPERTIES, LLC"
MT BACHELOR MEMORY CARE,RCF,50R390,20225 POWERS ROAD,97702,Deschutes,5413183322,56,TRUE,administrator@bendmemorycare.com,"BEND MEMORY CARE, LLC"
MT SCOTT RESIDENTIAL CARE HOME,RCF,50M086,8014 SE LAMBERT ST,97206,Multnomah,5037741329,46,TRUE,mtscottrcf@gmail.com,
MURRAY HIGHLAND,RCF,50R460,4900 SW MURRAY BLVD,97005,Washington,5034350797,24,FALSE,admin@murrayhighland.com,
MYRTLE POINT CARE CENTER RCF,RCF,50M088,637 ASH STREET,97458,Coos,5415722066,20,TRUE,mpnha@dakavia.com,CARE CENTERS MANAGEMENT INC
NEAWANNA BY THE SEA,ALF,70M064,20 NORTH WAHANNA RD,97138,Clatsop,5037385526,48,TRUE,administrator@neawanna.com,"FC RANGER OPS NEAWANNA (OR), LLC"
NEHALEM BAY HOUSE,ALF,70M065,35385 TOHL AVE,97131,Tillamook,5033686445,44,TRUE,director.nbh@nehalembayhouse.org,"NEHALEM BAY HOUSE, LLC"
NEW FRIENDS MEMORY AND RESIDENTIAL CARE OF FLORENC,RCF,50R280,3321 OAK ST,97439,Lane,5419028821,48,TRUE,kim.pruitt.shm@gmail.com,"ELDERBERRY SQUARE COMMUNITY, LLC"
NEW FRIENDS OF COOS BAY LLC,RCF,50R491,955 KENTUCKY AVE,97420,Coos,5418089730,55,TRUE,carl.mason.shm@gmail.com,
NORTHRIDGE CENTER,ALF,70M066,3737 SOUTH PACIFIC HWY,97501,Jackson,5415355497,61,TRUE,m.dent@northridgecenter.com,"NORTHRIDGE CENTER, INC."
NORTHWEST MEMORY CARE,RCF,50R477,5292 HARVARD AVENUE,97439,Lane,5413595087,10,TRUE,ronda@nwmemorycare.com,"NORTHWEST MEMORY CARE, LLC"
NYSSA GARDENS ASSISTED LIVING FACILITY,ALF,70M237,1101 PARK AVENUE,97913,Malheur,5413724024,36,TRUE,aprilraldred@gmail.com,MALHEUR MEMORIAL HOSPITAL DISTRICT
O'HARA'S MANOR  INC,RCF,50M092,1250 SE ROBERTS,97030,Multnomah,5036675430,32,FALSE,oharasmanor@frontier.com,"O'HARA'S MANOR, INC."
OAK LANE RETIREMENT,RCF,50M133,727 SW ROGUE RIVER AVENUE,97526,Josephine,5414767727,80,TRUE,dorie.reid@tierraseniorliving.com,"TSL OAK LANE, LLC"
OAKS AT LEBANON  THE,ALF,70A095,621 WEST OAK,97355,Linn,5412587777,70,TRUE,administrator@oaksatlebanon.com,"FM OAKS, LLC"
OAKTREE RESIDENTIAL LIVING,RCF,50R171,5030 WEST PORT ST,97402,Lane,5416070688,16,TRUE,oaktreercf@yahoo.com,ELMAN'S HOUSE CORP
OCEAN RIDGE RETIREMENT & ASSISTED LIVING COMMUNITY,ALF,70A302,1855 SE OCEAN BLVD,97420,Coos,5412674000,100,TRUE,administrator@oceanridgeseniorliving.com,WELLTOWER TENANT GROUP LLC
OCEAN RIDGE RETIREMENT & ASSISTED LIVING COMMUNITY,ALF,70A302,1855 SE OCEAN BLVD,97420,Coos,5412674000,100,TRUE,administrator@oceanridgeseniorliving.com,WELLTOWER TENANT GROUP LLC
OCEANVIEW ASSISTED LIVING RESIDENCE,ALF,70M068,525 NE 71ST,97365,Lincoln,5415740550,84,TRUE,ednewport@westmontliving.com,"NEWPORT ASSISTED LIVING, LLC"
ODD FELLOWS HOME OF OREGON  THE,RCF,50R091,3102 SE HOLGATE BLVD,97202,Multnomah,5032311411,115,TRUE,cschomas@holgatecenter.org,"ODD FELLOWS HOME OF OREGON, THE"
ORCHARDS ASSISTED LIVING  THE,ALF,70M210,1018 ROYAL COURT,97504,Jackson,5417765255,72,TRUE,administrator@orchardsassistedliving.net,"MEDFORD ASSISTED LIVING, LLC"
OSWEGO GROVE,RCF,50R336,4550 SW CARMAN DRIVE,97035,Clackamas,5036756055,31,TRUE,rerickson@avamere.com,"AVAMERE LAKE OSWEGO OPERATIONS INVESTORS, LLC"
OSWEGO PLACE ASSISTED LIVING COMMUNITY,ALF,70A304,17450 PILKINGTON RD,97035,Clackamas,5036971025,79,FALSE,executivedirectorosp@livebsl.com,"OSWEGO PLACE ASSISTED LIVING COMMUNITY, LLC"
OUR HOUSE,RCF,50M096,2727 SE ALDER ST,97214,Multnomah,5032340175,14,TRUE,mhurley@ourhouseofportland.org,"OUR HOUSE OF PORTLAND, INC."
PACIFICA SENIOR LIVING CALAROGA TERRACE,RCF,50R009,1400 NE SECOND AVE,97232,Multnomah,5032348271,105,TRUE,ald.calaroga@pacificaseniorliving.com,"PACIFICA SENIOR LIVING, LLC"
PACIFICA SENIOR LIVING KLAMATH FALLS,ALF,70M024,2130 N ELDORADO AVE,97601,Klamath,5418824830,70,TRUE,bom.klamathfalls@pacificaseniorliving.com,"PACIFICA SL KLAMATH FALLS, LLC"
PACIFICA SENIOR LIVING MCMINNVILLE,RCF,5MA170,320 SW HILL ROAD,97128,Yamhill,5034723509,57,TRUE,ed.mcminnville@pacificaseniorliving.com,"PACIFICA SL MCMINNVILLE, LLC"
PACIFIC GARDENS ALZHEIMER'S SPECIAL CARE CENTER,RCF,5MA223,17309 NE GLISAN,97230,Multnomah,5032534920,68,TRUE,laurie.barber@jeaseniorliving.com,SH1 PACIFIC GARDENS OPCO LLC
PACIFIC GROVE MEMORY CARE,RCF,5MA242,3334 22ND AVE,97116,Washington,5033579780,56,TRUE,vgarcia@thegroveandgardens.com,FOREST GROVE SENIOR LIVING LLC
PACIFIC GROVE MEMORY CARE,RCF,5MA242,3334 22ND AVE,97116,Washington,5033579780,56,TRUE,vgarcia@thegroveandgardens.com,FOREST GROVE SENIOR LIVING LLC
PACIFIC GROVE SENIOR LIVING COMMUNITY,ALF,70M035,2112 OAK ST,97116,Washington,5033591002,78,TRUE,vgarcia@thegroveandgardens.com,FOREST GROVE SENIOR LIVING LLC
PACIFIC GROVE SENIOR LIVING COMMUNITY,ALF,70M035,2112 OAK ST,97116,Washington,5033591002,78,TRUE,vgarcia@thegroveandgardens.com,FOREST GROVE SENIOR LIVING LLC
PACIFIC VIEW ASSISTED LIVING  COMMUNITY,ALF,70M039,1000 6TH AVENUE WEST,97411,Coos,5413477502,85,TRUE,executivedirector@pacificviewsl.com,"BANDON PV MT, LLC"
PACIFIC VIEW MEMORY CARE COMMUNITY,RCF,5MA137,1000 6TH AVE WEST,97411,Coos,5413477502,30,TRUE,mcpm@pacifcviewsl.com,"BANDON PV MT, LLC"
PARKHURST PLACE,ALF,70M071,2450 MAY ST,97031,Hood River,5413874600,35,FALSE,tdufour@enlivant.com,"PARKHURST AID OPCO, LLC"
PARKLAND VILLAGE RETIREMENT COMMUNITY,ALF,70M072,3121 NE CUMULUS AVENUE,97128,Yamhill,5034351499,60,TRUE,jessical@cascadeliving.com,"CASCADE LIVING GROUP- OREGON, LLC"
PARKVIEW ASSISTED LIVING,ALF,70M023,10801 NE WEIDLER,97220,Multnomah,5032550685,77,TRUE,bcusson@parkviewretirement.org,OREGON BAPTIST RETIREMENT HOME
PARKVIEW MEMORY CARE AT CHERRYWOOD VILLAGE,RCF,50R413,10721 SE CHERRY BLOSSOM DRIVE,97216,Multnomah,5034080404,38,FALSE,nlivingstone@cherrywoodvillage.net,"PAR, LLC"
PEAR VALLEY SENIOR LIVING,ALF,70A336,800 N HASKELL ST,97502,Jackson,5416303038,64,TRUE,emeager@pearvalleysl.com,"PC CENTRAL POINT, LLC"
PELICAN POINTE ASSISTED LIVING COMMUNITY,ALF,70M230,615 WASHBURN WAY,97603,Klamath,5418828900,75,TRUE,administrator@pelicanpointealf.com,"PELICAN POINTE AL MC GR, LLC"
PELICAN POINTE MEMORY CARE COMMUNITY,RCF,5MA131,615 WASHBURN WAY,97603,Klamath,5418828900,48,TRUE,memorycare@pelicanpointealf.com,"PELICAN POINTE AL MC GR, LLC"
PHEASANT POINTE ASSISTED LIVING COMMUNITY,ALF,70M206,835 E MAIN STREET,97038,Clackamas,5038293777,61,TRUE,administrator@pheasantpointeseniorliving.com,WELLTOWER TENANT GROUP LLC
PHEASANT POINTE ASSISTED LIVING COMMUNITY,ALF,70M206,835 E MAIN STREET,97038,Clackamas,5038293777,61,TRUE,administrator@pheasantpointeseniorliving.com,WELLTOWER TENANT GROUP LLC
PHEASANT POINTE MEMORY CARE COMMUNITY,RCF,50R352,835 E MAIN STREET,97038,Clackamas,5038293777,12,TRUE,memorycare@pheasantpointeseniorliving.com,WELLTOWER TENANT GROUP LLC
PHEASANT POINTE MEMORY CARE COMMUNITY,RCF,50R352,835 E MAIN STREET,97038,Clackamas,5038293777,12,TRUE,memorycare@pheasantpointeseniorliving.com,WELLTOWER TENANT GROUP LLC
PINES AT JUNIPER SPRINGS  THE,RCF,50R465,590 NW 23RD STREET,97756,Deschutes,5415261819,24,TRUE,sayhello@juniperspringssl.com,PC REDMOND
PINES AT THE LANDING  THE,RCF,50R489,2490 NW EDENBOWER BLVD,97471,Douglas,5416039231,21,TRUE,mmcclellan@landingsl.com,"PC ROSEBURG, LLC"
PIONEER PLACE ASSISTED LIVING,ALF,70A293,1060 D STREET W,97918,Malheur,5414733131,31,TRUE,bbates@pnhvale.com,PIONEER NURSING HOME HEALTH DISTRICT
PIONEER VILLAGE,ALF,70A298,805 N 5TH ST,97530,Jackson,5418996825,60,FALSE,dhoward@pioneervillageoregon.com,"RSL PIONEER, LLC"
POWELL VALLEY ASSISTED LIVING COMMUNITY,ALF,70A073,4001 SE 182ND AVE,97030,Multnomah,5036652496,115,TRUE,jadine@powellvalley.net,"W2 POWELL VALLEY, LLC"
POWELL VALLEY MEMORY CARE COMMUNITY,RCF,5MA213,4001 SE 182ND AVE,97030,Multnomah,5036652496,42,TRUE,angelar@powellvalley.net,
PRAIRIE HOUSE ASSISTED LIVING COMMUNITY,ALF,70M221,51485 MORSON ST,97739,Deschutes,5415368559,46,TRUE,director@prairiehousealf.com,"LA PINE ALF, LLC"
PRAIRIE HOUSE MEMORY CARE COMMUNITY,RCF,50R313,51485 MORSON ST,97739,Deschutes,5415368559,18,TRUE,communityrelations@prairiehousealf.com,"LA PINE ALF, LLC"
PREMIER LIVING CENTER,RCF,5ME175,5120 SE 118TH,97266,Multnomah,5037623413,16,TRUE,jenwhitell@hotmail.com,"PREMIER LIVING CENTER, INC."
PRESTIGE SENIOR LIVING ARBOR PLACE,ALF,70A292,3150 JUANIPERO WAY,97504,Jackson,5417735380,64,TRUE,dpenquite@prestigecare.com,CHP MEDFORD-ARBOR PLACE OR TENANT CIRO
PRESTIGE SENIOR LIVING ARBOR PLACE MEMORY CARE,RCF,50R323,3150 JUANIPERO WAY,97504,Jackson,5417735380,18,TRUE,isabel.padrona@prestigecare.com,CHP MEDFORD-ARBOR PLACE OR TENANT CORP
PRESTIGE SENIOR LIVING BEAVERTON HILLS,ALF,70M243,4525 SW 99TH AVE,97005,Washington,5035201350,75,TRUE,sjimerson@prestigecare.com,CHP BEAVERTON OR TENANT CORP.
PRESTIGE SENIOR LIVING FIVE RIVERS,ALF,70A279,3500 12TH STREET,97141,Tillamook,5038420918,82,TRUE,gengee.ramirez@prestigecare.com,CHP TILLAMOOK-FIVE RIVERS OR TENANT CORP
PRESTIGE SENIOR LIVING HIGH DESERT,ALF,70A289,2660 NE MARY ROSE PLACE,97701,Deschutes,5413122003,75,TRUE,kristy.wilson@prestigecare.com,CHP BEND-HIGH DESERT OR TENANT CORP
PRESTIGE SENIOR LIVING HUNTINGTON TERRACE,ALF,70M240,1410 NE CLEVELAND AVE,97030,Multnomah,5034651404,75,TRUE,gengee.ramirez@prestigecare.com,CHP-GRESHAM-HUNTINGTON TERRACE OR TENANT CORP
PRESTIGE SENIOR LIVING ORCHARD HEIGHTS,ALF,70A277,695 ORCHARD HEIGHTS RD NW,97304,Polk,5035669052,67,TRUE,sstuart@prestigecare.com,CHP SALEM-ORCHARD HEIGHTS OR TENANT CORP
PRESTIGE SENIOR LIVING ORCHARD HEIGHTS MEMORY CARE,RCF,50R297,695 ORCHARD HEIGHTS RD NW,97304,Polk,5035669052,18,TRUE,shaena.myers@prestigecare.com,CHP SALEM-ORCHARD HEIGHTS OR TENANT CORP.
PRESTIGE SENIOR LIVING RIVERWOOD,ALF,70M211,18321 SW PACIFIC HWY,97062,Washington,5039259310,74,TRUE,michelle.eske@prestigecare.com,CHP TUALATIN-RIVERWOOD OR TENANT CORP
PRESTIGE SENIOR LIVING SOUTHERN HILLS,ALF,70A260,4795 SKYLINE RD S,97306,Marion,5033787499,72,TRUE,carolyn.creighton@prestigecare.com,CHP SALEM-SOUTHERN HILLS OR TENANT CORP
PRESTIGE SENIOR LIVING WEST HILLS,ALF,70A281,5595 SW WEST HILLS RD,97333,Benton,5417537136,72,TRUE,traivs.rice@prestigecare.com,"CHP-CORVALLIS-WEST HILLS OR TENANT, INC."
PRINCETON VILLAGE ASSISTED LIVING COMMUNITY,ALF,70M213,14370 SE OREGON TRAIL DRIVE,97015,Clackamas,5035581215,68,TRUE,administrator@princetonvillageassistedliving.com,WELLTOWER TENANT GROUP LLC
PRINCETON VILLAGE ASSISTED LIVING COMMUNITY,ALF,70M213,14370 SE OREGON TRAIL DRIVE,97015,Clackamas,5035581215,68,TRUE,administrator@princetonvillageassistedliving.com,WELLTOWER TENANT GROUP LLC
PROVIDENCE BENEDICTINE ORCHARD HOUSE,ALF,70M205,550 S MAIN ST,97362,Marion,5038452544,54,TRUE,deana.wentworth@providence.org,PROVIDENCE HEALTH & SERVICES-OREGON
PROVIDENCE BROOKSIDE MANOR,ALF,70A249,1550 BROOKSIDE DR,97031,Hood River,5413876370,20,FALSE,jamie.hanshaw@providence.org,PROVIDENCE HEALTH & SERVICES-OREGON
PROVIDENCE BROOKSIDE MEMORY CARE,RCF,50A262,1550 BROOKSIDE DR,97031,Hood River,5413876370,24,FALSE,jamie.hanshaw@providence.org,PROVIDENCE HEALTH & SERVICES-OREGON
PROVIDENCE ELDERPLACE IN CULLY,RCF,50R321,5119 NE 57TH AVE,97218,Multnomah,5032158050,42,FALSE,john.donahue@providence.org,PROVIDENCE HEALTH & SERVICES-OREGON
PROVIDENCE ELDERPLACE IN GLENDOVEER,RCF,5MA043,13007 NE GLISAN ST,97230,Multnomah,5032157850,102,TRUE,nancy.ferris@providence.org,PROVIDENCE HEALTH & SERVICES-OREGON
PROVIDENCE ELDERPLACE IN IRVINGTON VILLAGE,ALF,70A271,420 NE MASON,97212,Multnomah,5035469292,130,TRUE,john.donahue@providence.org,PROVIDENCE HEALTH & SERVICES-OREGON
QUAIL CREST MEMORY CARE,RCF,5MA243,2630 LONE OAK WAY,97404,Lane,5416075025,80,TRUE,robertm@quailparkeugene.com,"QUAIL CREST HOLDINGS, LLC"
QUAIL RUN ASSISTED LIVING,ALF,70M074,2525 47TH AVE SE,97321,Linn,5419281122,137,TRUE,marshab@mennonitevillage.org,
RACKLEFF PLACE,ALF,70A075,655 SW 13TH AVE,97013,Clackamas,5032669555,29,TRUE,director@rackleffplace.net,"CANBY ALF, LLC"
RALEIGH HILLS ASSISTED LIVING,ALF,70A268,4815 SW DOGWOOD LANE,97225,Washington,5032973200,90,TRUE,lynda@rhliving.com,RALEIGH HILLS ASSISTED LIVING L.L.C.
RALEIGH HILLS ENHANCED CARE,RCF,50R287,4815 SW DOGWOOD LANE,97225,Washington,5032973200,21,TRUE,yesica@rhliving.com,RALEIGH HILLS ASSISTED LIVING L.L.C.
RAWLIN AT RIVERBEND  THE,RCF,50R445,3491 GAME FARM ROAD,97477,Lane,5415156032,72,TRUE,nnelson@therawlin.com,"RIVERBEND MEMORY CARE COMMUNITY, LLC"
