Facility Name,State Facility Type 1 Literal,Facility ID,Address,Zip Code,County,Phone Number,Capacity,Email Address,Licensee,Date Accessed,State
Holly Residential Care Center,RESIDENTIAL CARE FACILITY,50A074,1075 IRVINGTON DRIVE,97404,Lane,5416078587,42,larameej@hollyresidential.com,,7/6/21,OR
Homewood Heights Assisted Living,ASSISTED LIVING FACILITY,70M042,17999 SE RIVER RD,97267,Clackamas,5036596600,52,stacey.richey@prestigecare.com,HOMEWOODS HEIGHTS LLC,7/6/21,OR
Hope N Care,RESIDENTIAL CARE FACILITY,50R316,12032 SE HOLGATE BLVD,97266,Multnomah,5037616939,64,asacare1@gmail.com,,7/6/21,OR
Horton Plaza,RESIDENTIAL CARE FACILITY,50R145,1122 SPRING STREET,97504,Jackson,5417701122,18,danielle@hortonplaza.info,"HORTON PLAZA, LLC",7/6/21,OR
Inland Point Retirement Community,ASSISTED LIVING FACILITY,70M044,2290 INLAND DRIVE,97459,Coos,5417560176,60,susanc@cascadeliving.com,"CASCADE LIVING GROUP- OREGON, LLC",7/6/21,OR
Ivy Court Senior Living,RESIDENTIAL CARE FACILITY,50R251,18265 SE RIVER ROAD,97222,Clackamas,5037863443,16,ivycourtrcf@gmail.com,"KELLY KARE, INC.",7/6/21,OR
Jefferson Lodge Memory Care Community,RESIDENTIAL CARE FACILITY,50M065,664 SE JEFFERSON ST,97338,Polk,5036238104,55,lorettab@cascadeliving.com,,7/6/21,OR
Jennings Mccall Center,ASSISTED LIVING FACILITY,70A214,2221 OAK STREET,97116,Washington,5033594465,147,charding@jenningsmccall.com,"MASONIC AND EASTERN STAR HOME OF OREGON, INC. (THE",7/6/21,OR
Jennings Mccall Rcf,RESIDENTIAL CARE FACILITY,50R393,2221 OAK STREET,97116,Washington,5033594465,27,ogarcia@jenningsmccall.com,"MASONIC AND EASTERN STAR HOME OF OREGON, INC. (THE",7/6/21,OR
Junction City Retirement & Assisted Living Res,ASSISTED LIVING FACILITY,70M048,500 E 6TH ST,97448,Lane,5419986060,36,administrator@junctioncityassistedliving.com,"FC RANGER OPS JUNCTION CITY (OR), LLC",7/6/21,OR
Juniper House,ASSISTED LIVING FACILITY,70M049,301 SW 28TH DR,97801,Umatilla,5412780666,31,director@juniperhousealf.com,"PENDLETON ALF, LLC",7/6/21,OR
Juniper House Memory Care,RESIDENTIAL CARE FACILITY,50M422,301 SW 28TH DRIVE,97801,Umatilla,5412780666,16,director@juniperhousealf.com,"PENDLETON ALF, LLC",7/6/21,OR
Juniper Springs Senior Living,ASSISTED LIVING FACILITY,70A334,590 NW 23RD STREET,97756,Deschutes,5415261819,91,cbelmontes@juniperspringssl.com,PC REDMOND,7/6/21,OR
Kellogg Assisted Living At Mary'S Woods,ASSISTED LIVING FACILITY,70A341,17395 HOLY NAMES DRIVE,97034,Clackamas,5034796180,56,imandelsberg@maryswoods.org,"MARY'S WOODS AT MARYLHURST, INC.",7/6/21,OR
Kellyville Rcf,RESIDENTIAL CARE FACILITY,50R454,12221 SE KELLY STREET,97236,Multnomah,5039542561,50,maricelasa@gmail.com,"YSA GROUP OPERATING COMPANY, LLC",7/6/21,OR
Kilchis House,ASSISTED LIVING FACILITY,70M050,4212 MAROLF PLACE,97141,Tillamook,5038422204,36,directorkh@kilchishouse.org,"KILCHIS HOUSE, LLC",7/6/21,OR
Kinsington At Redwood Park,RESIDENTIAL CARE FACILITY,50M424,1390 DOWELL ROAD,97527,Jackson,5414762536,30,director@heirloomlivingcenters.com,"HEIRLOOM LIVING CENTERS, LLC",7/6/21,OR
Kinsington Oak Grove,RESIDENTIAL CARE FACILITY,50R486,77 OAK GROVE ROAD,97501,Jackson,4582262376,60,kog-admin@heirloomlivingcenters.com,"HEIRLOOM LIVING CENTERS, LLC",7/6/21,OR
Kinsington Place,RESIDENTIAL CARE FACILITY,50R372,827 SW KINSINGTON COURT,97526,Josephine,5419559866,16,kcp-admin@heirloomlivingcenters.com,"HEIRLOOM LIVING CENTERS, LLC",7/6/21,OR
Lakeland Senior Living,ASSISTED LIVING FACILITY,70M234,261 LOTO STREET,97524,Jackson,5418300355,70,jjohnson@lakelandsl.com,"CSL - EAGLE POINT, LLC",7/6/21,OR
Lakeview Gardens Assisted Living Facility,ASSISTED LIVING FACILITY,70A331,1250 SOUTH 9TH STREET,97630,Lake,5419472114,12,rrobins@lakeviewgardens.org,LAKEVIEW GARDENS LLC,7/6/21,OR
Lakeview Senior Living,ASSISTED LIVING FACILITY,70A053,2690 NE YACHT AVE,97367,Lincoln,5419947400,67,edlincolncity@westmontliving.com,"LAKEVIEW OPERATIONS, LLC",7/6/21,OR
Lancaster Village 1,ASSISTED LIVING FACILITY,70M052,4138 MARKET ST NE,97301,Marion,5033643383,36,vlancaster@comcast.net,"SPRINGS LANCASTER VILLAGE OPERATOR, LLC",7/6/21,OR
Lancaster Village 2,ASSISTED LIVING FACILITY,70M051,4156 MARKET ST NE,97301,Marion,5033643383,50,vlancaster@comcast.net,LANCASTER ASSISTED LIVING LLC,7/6/21,OR
Landing Senior Living  The,ASSISTED LIVING FACILITY,70A345,2490 NW EDENBOWER BLVD,97471,Douglas,5416729696,93,snay@landingsl.com,"PC ROSEBURG, LLC",7/6/21,OR
Laurelhurst House,ASSISTED LIVING FACILITY,70M252,15 SE 55TH AVE,97215,Multnomah,5032345050,38,jabeling@laurelhursthouse.net,"LHH OPERATIONS, LLC",7/6/21,OR
Laurel Parc At Bethany,ASSISTED LIVING FACILITY,70A312,15850 NW CENTRAL DRIVE,97229,Washington,5035337979,153,amy@bethanyvillage.com,"LAUREL PARC AL AT BETHANY, LLC",7/6/21,OR
Laurel Pines Retirement Lodge,RESIDENTIAL CARE FACILITY,50R333,3100 AVENUE A,97503,Jackson,5418307800,56,lpbom@dakavia.com,"LAUREL PINES, INC.",7/6/21,OR
Liberty Pointe,RESIDENTIAL CARE FACILITY,50R463,1241 NE 6TH STREET,97030,Multnomah,5035125550,55,kthornton@libertyrcf.com,"SAPPHIRE AT LIBERTY POINTE, LLC",7/6/21,OR
Lodge In Sisters  The,ASSISTED LIVING FACILITY,70A338,411 E CARPENTER LANE,97759,Deschutes,5415495637,96,ed@thelodgeinsisters.com,"LODE IN SISTERS, LLC",7/6/21,OR
Lone Oak Assisted Living,ASSISTED LIVING FACILITY,70M242,2615 LONE OAK WAY,97402,Lane,5414637700,85,administrator@loneoakassistedliving.com,"LSREF GOLDEN OPS 14 (OR), LLC",7/6/21,OR
Lydia'S House,RESIDENTIAL CARE FACILITY,50R080,5353 COLUMBUS ST SE,97321,Linn,5419287232,28,mary@mennonitevillage.org,,7/6/21,OR
Macdonald Residence,ASSISTED LIVING FACILITY,70M216,605 NW COUCH STREET,97209,Multnomah,5032417374,54,michellel@macdresidence.org,MACDONALD CENTER,7/6/21,OR
Magnolia Gardens Memory Care,RESIDENTIAL CARE FACILITY,50R314,1355 DAUGHERTY,97424,Lane,5419428966,35,ed@magnoliagardenssl.com,"COTTAGE GROVE SL, LLC",7/6/21,OR
Magnolia Gardens Senior Living,ASSISTED LIVING FACILITY,70M056,1425 DAUGHERTY AVE,97424,Lane,5419420054,73,ed@magnoliagardenssl.com,"COTTAGE GROVE SL, LLC",7/6/21,OR
Manor Terrace Care Suites,RESIDENTIAL CARE FACILITY,50R363,1250 MIRA MAR AVENUE,97504,Jackson,5418577777,30,jhoward@retirement.org,ROGUE VALLEY MANOR,7/6/21,OR
Maple Ridge Senior Living,ASSISTED LIVING FACILITY,70A062,548 NORTH MAIN STREET,97520,Jackson,5414823292,45,arandolph@mapleridgesl.com,"CSL - ASHLAND, LLC",7/6/21,OR
Maple Valley Memory Care,RESIDENTIAL CARE FACILITY,50M425,219 NE FIRCREST DR,97128,Yamhill,5038839385,28,hugh.w@chancellorhealthcare.com,"CHANCELLOR HEALTH CARE OF CALIFORNIA XII, INC.",7/6/21,OR
Mapleview Manor  Llc,RESIDENTIAL CARE FACILITY,50R468,7100 SE LAKE RD,97267,Clackamas,5033058913,30,raluka04@yahoo.com,"MAPLEVIEW MANOR, LLC",7/6/21,OR
Marie Rose Center Assisted Living,ASSISTED LIVING FACILITY,70M257,17360 HOLY NAMES DRIVE,97034,Clackamas,5036752475,56,imandelsberg@maryswoods.org,"MARY'S WOODS AT MARYLHURST, INC",7/6/21,OR
Marie Rose Residential Care,RESIDENTIAL CARE FACILITY,50R401,17360 HOLY NAMES DRIVE,97034,Clackamas,5036752475,52,imandelsberg@maryswoods.org,,7/6/21,OR
Marjorie House Memory Care Community,RESIDENTIAL CARE FACILITY,50M423,2855 NE CUMULUS AVENUE,97128,Yamhill,5034744222,46,ashley@sdr.life,"MARJORIE HOUSE MCMINNVILLE, LLC",7/6/21,OR
Markham House Retirement Comm,ASSISTED LIVING FACILITY,70A057,10606 SW CAPITOL HWY,97219,Multnomah,5032449500,63,zjamshidi@leisurecare.com,"PORTMH, LLC",7/6/21,OR
Marquis Autumn Hills Residential Memory Care,RESIDENTIAL CARE FACILITY,50A244,6630 SW BEAVERTON-HILLSDALE HWY,97225,Washington,5032927874,22,jkresl@marquiscompanies.com,"MARQUIS COMPANIES II, INC.",7/6/21,OR
Marquis Forest Grove Assisted Living,ASSISTED LIVING FACILITY,70M100,3336 19TH AVE,97116,Washington,5033591129,70,enwalton@marquiscompanies.com,"MARQUIS COMPANIES II, INC",7/6/21,OR
Marquis Hope Village Alf,ASSISTED LIVING FACILITY,70A099,1589 S IVY,97013,Clackamas,5032662444,92,mkbird@marquiscompanies.com,,7/6/21,OR
Marquis Hope Village Memory Care,RESIDENTIAL CARE FACILITY,50R488,1589 S IVY ST,97013,Clackamas,5032662444,24,malaurandeau@marquiscompanies.com,,7/6/21,OR
Marquis Piedmont Assisted Living,ASSISTED LIVING FACILITY,70A288,319 NE RUSSET STREET,97211,Multnomah,5032895571,80,bspray@marquiscompanies.com,"MARQUIS COMPANIES II, INC",7/6/21,OR
Marquis Tualatin Assisted Living,ASSISTED LIVING FACILITY,70A234,19945 BOONES FERRY ROAD,97062,Washington,5036125500,87,kevenhus@marquiscompanies.com,"MARQUIS COMPANIES II, INC.",7/6/21,OR
Marquis Wilsonville Assisted Living,ASSISTED LIVING FACILITY,70A286,30900 SW PARKWAY AVE,97070,Clackamas,5036822330,72,mjmcdonald@marquiscompanies.com,"MARQUIS COMPANIES II, INC",7/6/21,OR
Maryville Memory Care,RESIDENTIAL CARE FACILITY,50R381,14645 SW FARMINGTON ROAD,97007,Washington,5036438626,16,mvitale@maryville.care,SISTERS OF ST MARY OF OREGON MARYVILLE CORP,7/6/21,OR
Mckay Creek Estates,ASSISTED LIVING FACILITY,70M238,1601 SOUTHGATE PLACE,97801,Umatilla,5412761987,60,mckaycreeked@prestigecare.com,"PENDLETON VENTURES, L.L.C.",7/6/21,OR
Mckenzie Living,RESIDENTIAL CARE FACILITY,50R410,6452 A STREET,97478,Lane,5417449817,21,yjarofski@gatewayliving.com,"MCKENZIE LIVING, INCORPORATED",7/6/21,OR
Mckenzie Living Eugene,RESIDENTIAL CARE FACILITY,50R451,2625 LONE OAK WAY,97404,Lane,5417449817,58,tbecker@gatewayliving.com,"MCKENZIE LIVING, INCORPORATED",7/6/21,OR
Mckillop Residence,ASSISTED LIVING FACILITY,70A058,500 CONIFER CIRCLE,97385,Marion,5039025970,60,sgarza@marianestates.com,"JANMAUR II, LLC",7/6/21,OR
Mcloughlin Memory Care Of Oregon,RESIDENTIAL CARE FACILITY,50R357,1145 MOLALLA AVENUE,97045,Clackamas,5036553337,28,aed@mcloughlinplace.net,"MCLOUGHLIN PLACE OPERATIONS, LLC",7/6/21,OR
Mcloughlin Place Senior Living,ASSISTED LIVING FACILITY,70M059,1153 MOLALLA AVE,97045,Clackamas,5036553337,74,executivedirector@mcloughlinplace.net,"MILESTONE RETIREMENT COMMUNITIES OF WA, LLC",7/6/21,OR
Meadow At Mt Bachelor Memory Care  The,RESIDENTIAL CARE FACILITY,50M441,20215 POWERS ROAD,97702,Deschutes,5413889800,24,rccmc@mtbachelorassistedliving.com,"MBALMC BEND CARE PROPERTIES, LLC",7/6/21,OR
Meadowbrook Place,ASSISTED LIVING FACILITY,70M061,4000 CEDAR ST,97814,Baker,5415236333,60,smiller@meadowbrookplace.org,"MEADOWBROOK PLACE OPERATIONS, LLC",7/6/21,OR
Meadow Creek Village Assisted Living,ASSISTED LIVING FACILITY,70A060,3988 12TH ST SE,97302,Marion,5033759732,52,suem@cascadeliving.com,"CASCADE LIVING GROUP- OREGON, LLC",7/6/21,OR
Meadowlark Senior Living,ASSISTED LIVING FACILITY,70A297,181 S 5TH STREET,97355,Linn,5412587706,95,afitzgerald@compass-living.com,"CSL - LEBANON, LLC",7/6/21,OR
Meadows Courtyard,RESIDENTIAL CARE FACILITY,50M218,13637 GARDEN MEADOW  DRIVE,97045,Clackamas,5036568113,42,tmc8113@aol.com,"MEADOWS COURTYARD, INC.",7/6/21,OR
Melody Court Memory Care Residence,RESIDENTIAL CARE FACILITY,5MA016,5732 SE 122ND AVE,97236,Multnomah,5037613434,15,administrator@melodycourt.com,"MELODY COLURT MEMORY CARE, LLC",7/6/21,OR
Memory Lane Homes Of Baker,RESIDENTIAL CARE FACILITY,50R408,3078 RESORT ST,97814,Baker,5415231007,15,nicole@memorylanehomes.com,"MEMORY LANE HOMES, LLC",7/6/21,OR
Memory Support Center At Rogue Valley Manor,RESIDENTIAL CARE FACILITY,50R464,1550 MALAMA WAY,97504,Jackson,5418577715,40,mhollinger@retirement.com,ROGUE VALLEY MANOR,7/6/21,OR
Middlefield Oaks Assisted Living Community,ASSISTED LIVING FACILITY,70A306,1500 VILLAGE DRIVE,97424,Lane,5417670080,85,harnason@middlefieldoaks.com,"MIDDLEFIELD OAKS ASSISTED LIVING, LLC",7/6/21,OR
Middlefield Oaks Memory Care Community,RESIDENTIAL CARE FACILITY,50R345,1500 VILLAGE DRIVE,97424,Lane,5417670080,36,dkoehn@middlefieldoaks.com,"MIDDLEFIELD OAKS ASSISTED LIVING, LLC",7/6/21,OR
Midway Rcf,RESIDENTIAL CARE FACILITY,50R452,2566 SE 109TH AVENUE,97266,Multnomah,5039541676,15,asa.judy.02@gmail.com,A & I INVESTMENTS,7/6/21,OR
Milwaukie Care Center,RESIDENTIAL CARE FACILITY,50M081,14107 SE REDWOOD AVE,97222,Clackamas,5036591077,23,jannice@milwaukiecarecenter.com,"MILWAUKIE CARE CENTER, INC.",7/6/21,OR
Mirabella At South Waterfront,ASSISTED LIVING FACILITY,70A317,3550 SW BOND AVE,97239,Multnomah,5032454742,24,mcrivellone@retirement.org,MIRABELLA AT SOUT WATERFRONT,7/6/21,OR
Miracle Heights At Happy Valley,RESIDENTIAL CARE FACILITY,50R492,13677 SE 147TH AVE,97015,Clackamas,5038888155,47,tpham2011@gmail.com,,7/6/21,OR
Miramont Pointe,RESIDENTIAL CARE FACILITY,50R293,11520 SE SUNNYSIDE ROAD,97015,Clackamas,5036981600,186,julie.taylor@miramontpointe.com,"MP, LLC",7/6/21,OR
Monarch Gardens Memory Care Community,RESIDENTIAL CARE FACILITY,5MA222,984 PARKVIEW DRIVE,97415,Curry,5414696817,55,ed@monarchgardensmc.com,"BROOKINGS MEMORY CARE, LLC",7/6/21,OR
Monterey Court Memory Care,RESIDENTIAL CARE FACILITY,50A214,8915 SE MONTEREY AVE,97086,Clackamas,5036543200,48,administrator@montereycourt.net,WELL FRONTIER TENANT LLC,7/6/21,OR
Morningstar Assisted Living Of Beaverton,ASSISTED LIVING FACILITY,70A335,14475 SW BARROWS RD,97007,Washington,5037463403,75,beaverton.ed@mstarliving.com,BARROWS SENIOR CARE LLC,7/6/21,OR
Morningstar Memory Care Of Beaverton,RESIDENTIAL CARE FACILITY,50R466,14475 SW BARROWS RD,97007,Washington,5037463403,44,beaverton.rc@mstarliving.com,BARROWS SENIOR CARE LLC,7/6/21,OR
Morningstar Of Happy Valley Assisted Living,ASSISTED LIVING FACILITY,70A343,14391 SE PRINCETON VILLAGE WAY,97015,Clackamas,5033600883,77,hvalley.ed@morningstarseniorliving.com,CD-MS HAPPY VALLEY LLC,7/6/21,OR
Morningstar Of Happy Valley Memory Care,RESIDENTIAL CARE FACILITY,50R482,14391 SE PRINCETON VILLAGE WAY,97015,Clackamas,5033600883,26,hvalley.rc@morningstarseniorliving.com,CD-MS HAPPY VALLEY LLC,7/6/21,OR
Morrow Heights Ret & Al Comm,ASSISTED LIVING FACILITY,70M233,176 WARDS CREEK ROAD,97537,Jackson,5415828200,53,administrator@morrowheights.com,"LSREF GOLDEN OPS 14 (OR), LLC",7/6/21,OR
Mountain Park Memory Care Community,RESIDENTIAL CARE FACILITY,50R483,13600 SW 122 AVE,97015,Clackamas,5039197722,98,ed@mountainparkmc.com,"CLACKAMAS MEMORY CARE, LLC",7/6/21,OR
Mountain View Residential Care Facility,RESIDENTIAL CARE FACILITY,50R322,1220 E 282ND AVENUE,97080,Multnomah,5036650792,23,sandra.rcf50@yahoo.com,"CARESMA, LLC",7/6/21,OR
Mt Angel Towers,RESIDENTIAL CARE FACILITY,50R085,ONE TOWERS LANE    BOX 2120,97362,Marion,5038457211,32,carma@mountangeltowers.com,"MT. ANGEL TOWERS, OREG., LTD,",7/6/21,OR
Mt Bachelor Assisted Living,ASSISTED LIVING FACILITY,70M352,20215 POWERS ROAD,97702,Deschutes,5413889800,92,administrator@mtbachelorassistedliving.com,"MBALMC BEND CARE PROPERTIES, LLC",7/6/21,OR
Mt Bachelor Memory Care,RESIDENTIAL CARE FACILITY,50R390,20225 POWERS ROAD,97702,Deschutes,5413183322,56,administrator@bendmemorycare.com,"BEND MEMORY CARE, LLC",7/6/21,OR
Mt Scott Residential Care Home,RESIDENTIAL CARE FACILITY,50M086,8014 SE LAMBERT ST,97206,Multnomah,5037741329,46,mtscottrcf@gmail.com,,7/6/21,OR
Murray Highland,RESIDENTIAL CARE FACILITY,50R460,4900 SW MURRAY BLVD,97005,Washington,5034350797,24,admin@murrayhighland.com,,7/6/21,OR
Myrtle Point Care Center Rcf,RESIDENTIAL CARE FACILITY,50M088,637 ASH STREET,97458,Coos,5415722066,20,mpnha@dakavia.com,CARE CENTERS MANAGEMENT INC,7/6/21,OR
Neawanna By The Sea,ASSISTED LIVING FACILITY,70M064,20 NORTH WAHANNA RD,97138,Clatsop,5037385526,48,administrator@neawanna.com,"FC RANGER OPS NEAWANNA (OR), LLC",7/6/21,OR
Nehalem Bay House,ASSISTED LIVING FACILITY,70M065,35385 TOHL AVE,97131,Tillamook,5033686445,44,director.nbh@nehalembayhouse.org,"NEHALEM BAY HOUSE, LLC",7/6/21,OR
New Friends Memory And Residential Care Of Florenc,RESIDENTIAL CARE FACILITY,50R280,3321 OAK ST,97439,Lane,5419028821,48,kim.pruitt.shm@gmail.com,"ELDERBERRY SQUARE COMMUNITY, LLC",7/6/21,OR
New Friends Of Coos Bay Llc,RESIDENTIAL CARE FACILITY,50R491,955 KENTUCKY AVE,97420,Coos,5418089730,55,carl.mason.shm@gmail.com,,7/6/21,OR
Northridge Center,ASSISTED LIVING FACILITY,70M066,3737 SOUTH PACIFIC HWY,97501,Jackson,5415355497,61,m.dent@northridgecenter.com,"NORTHRIDGE CENTER, INC.",7/6/21,OR
Northwest Memory Care,RESIDENTIAL CARE FACILITY,50R477,5292 HARVARD AVENUE,97439,Lane,5413595087,10,ronda@nwmemorycare.com,"NORTHWEST MEMORY CARE, LLC",7/6/21,OR
Nyssa Gardens Assisted Living Facility,ASSISTED LIVING FACILITY,70M237,1101 PARK AVENUE,97913,Malheur,5413724024,36,aprilraldred@gmail.com,MALHEUR MEMORIAL HOSPITAL DISTRICT,7/6/21,OR
O'Hara'S Manor  Inc,RESIDENTIAL CARE FACILITY,50M092,1250 SE ROBERTS,97030,Multnomah,5036675430,32,oharasmanor@frontier.com,"O'HARA'S MANOR, INC.",7/6/21,OR
Oak Lane Retirement,RESIDENTIAL CARE FACILITY,50M133,727 SW ROGUE RIVER AVENUE,97526,Josephine,5414767727,80,dorie.reid@tierraseniorliving.com,"TSL OAK LANE, LLC",7/6/21,OR
Oaks At Lebanon  The,ASSISTED LIVING FACILITY,70A095,621 WEST OAK,97355,Linn,5412587777,70,administrator@oaksatlebanon.com,"FM OAKS, LLC",7/6/21,OR
Oaktree Residential Living,RESIDENTIAL CARE FACILITY,50R171,5030 WEST PORT ST,97402,Lane,5416070688,16,oaktreercf@yahoo.com,ELMAN'S HOUSE CORP,7/6/21,OR
Ocean Ridge Retirement & Assisted Living Community,ASSISTED LIVING FACILITY,70A302,1855 SE OCEAN BLVD,97420,Coos,5412674000,100,administrator@oceanridgeseniorliving.com,WELLTOWER TENANT GROUP LLC,7/6/21,OR
Oceanview Assisted Living Residence,ASSISTED LIVING FACILITY,70M068,525 NE 71ST,97365,Lincoln,5415740550,84,ednewport@westmontliving.com,"NEWPORT ASSISTED LIVING, LLC",7/6/21,OR
Odd Fellows Home Of Oregon  The,RESIDENTIAL CARE FACILITY,50R091,3102 SE HOLGATE BLVD,97202,Multnomah,5032311411,115,cschomas@holgatecenter.org,"ODD FELLOWS HOME OF OREGON, THE",7/6/21,OR
Orchards Assisted Living  The,ASSISTED LIVING FACILITY,70M210,1018 ROYAL COURT,97504,Jackson,5417765255,72,administrator@orchardsassistedliving.net,"MEDFORD ASSISTED LIVING, LLC",7/6/21,OR
Oswego Grove,RESIDENTIAL CARE FACILITY,50R336,4550 SW CARMAN DRIVE,97035,Clackamas,5036756055,31,rerickson@avamere.com,"AVAMERE LAKE OSWEGO OPERATIONS INVESTORS, LLC",7/6/21,OR
Oswego Place Assisted Living Community,ASSISTED LIVING FACILITY,70A304,17450 PILKINGTON RD,97035,Clackamas,5036971025,79,executivedirectorosp@livebsl.com,"OSWEGO PLACE ASSISTED LIVING COMMUNITY, LLC",7/6/21,OR
Our House,RESIDENTIAL CARE FACILITY,50M096,2727 SE ALDER ST,97214,Multnomah,5032340175,14,mhurley@ourhouseofportland.org,"OUR HOUSE OF PORTLAND, INC.",7/6/21,OR
Pacifica Senior Living Calaroga Terrace,RESIDENTIAL CARE FACILITY,50R009,1400 NE SECOND AVE,97232,Multnomah,5032348271,105,ald.calaroga@pacificaseniorliving.com,"PACIFICA SENIOR LIVING, LLC",7/6/21,OR
Pacifica Senior Living Klamath Falls,ASSISTED LIVING FACILITY,70M024,2130 N ELDORADO AVE,97601,Klamath,5418824830,70,bom.klamathfalls@pacificaseniorliving.com,"PACIFICA SL KLAMATH FALLS, LLC",7/6/21,OR
Pacifica Senior Living Mcminnville,RESIDENTIAL CARE FACILITY,5MA170,320 SW HILL ROAD,97128,Yamhill,5034723509,57,ed.mcminnville@pacificaseniorliving.com,"PACIFICA SL MCMINNVILLE, LLC",7/6/21,OR
Pacific Gardens Alzheimer'S Special Care Center,RESIDENTIAL CARE FACILITY,5MA223,17309 NE GLISAN,97230,Multnomah,5032534920,68,laurie.barber@jeaseniorliving.com,SH1 PACIFIC GARDENS OPCO LLC,7/6/21,OR
Pacific Grove Memory Care,RESIDENTIAL CARE FACILITY,5MA242,3334 22ND AVE,97116,Washington,5033579780,56,vgarcia@thegroveandgardens.com,FOREST GROVE SENIOR LIVING LLC,7/6/21,OR
Pacific Grove Senior Living Community,ASSISTED LIVING FACILITY,70M035,2112 OAK ST,97116,Washington,5033591002,78,vgarcia@thegroveandgardens.com,FOREST GROVE SENIOR LIVING LLC,7/6/21,OR
Pacific View Assisted Living  Community,ASSISTED LIVING FACILITY,70M039,1000 6TH AVENUE WEST,97411,Coos,5413477502,85,executivedirector@pacificviewsl.com,"BANDON PV MT, LLC",7/6/21,OR
Pacific View Memory Care Community,RESIDENTIAL CARE FACILITY,5MA137,1000 6TH AVE WEST,97411,Coos,5413477502,30,mcpm@pacifcviewsl.com,"BANDON PV MT, LLC",7/6/21,OR
Parkhurst Place,ASSISTED LIVING FACILITY,70M071,2450 MAY ST,97031,Hood River,5413874600,35,tdufour@enlivant.com,"PARKHURST AID OPCO, LLC",7/6/21,OR
Parkland Village Retirement Community,ASSISTED LIVING FACILITY,70M072,3121 NE CUMULUS AVENUE,97128,Yamhill,5034351499,60,jessical@cascadeliving.com,"CASCADE LIVING GROUP- OREGON, LLC",7/6/21,OR
Parkview Assisted Living,ASSISTED LIVING FACILITY,70M023,10801 NE WEIDLER,97220,Multnomah,5032550685,77,bcusson@parkviewretirement.org,OREGON BAPTIST RETIREMENT HOME,7/6/21,OR
Parkview Memory Care At Cherrywood Village,RESIDENTIAL CARE FACILITY,50R413,10721 SE CHERRY BLOSSOM DRIVE,97216,Multnomah,5034080404,38,nlivingstone@cherrywoodvillage.net,"PAR, LLC",7/6/21,OR
Pear Valley Senior Living,ASSISTED LIVING FACILITY,70A336,800 N HASKELL ST,97502,Jackson,5416303038,64,emeager@pearvalleysl.com,"PC CENTRAL POINT, LLC",7/6/21,OR
Pelican Pointe Assisted Living Community,ASSISTED LIVING FACILITY,70M230,615 WASHBURN WAY,97603,Klamath,5418828900,75,administrator@pelicanpointealf.com,"PELICAN POINTE AL MC GR, LLC",7/6/21,OR
Pelican Pointe Memory Care Community,RESIDENTIAL CARE FACILITY,5MA131,615 WASHBURN WAY,97603,Klamath,5418828900,48,memorycare@pelicanpointealf.com,"PELICAN POINTE AL MC GR, LLC",7/6/21,OR
Pheasant Pointe Assisted Living Community,ASSISTED LIVING FACILITY,70M206,835 E MAIN STREET,97038,Clackamas,5038293777,61,administrator@pheasantpointeseniorliving.com,WELLTOWER TENANT GROUP LLC,7/6/21,OR
Pheasant Pointe Memory Care Community,RESIDENTIAL CARE FACILITY,50R352,835 E MAIN STREET,97038,Clackamas,5038293777,12,memorycare@pheasantpointeseniorliving.com,WELLTOWER TENANT GROUP LLC,7/6/21,OR
Pines At Juniper Springs  The,RESIDENTIAL CARE FACILITY,50R465,590 NW 23RD STREET,97756,Deschutes,5415261819,24,sayhello@juniperspringssl.com,PC REDMOND,7/6/21,OR
Pines At The Landing  The,RESIDENTIAL CARE FACILITY,50R489,2490 NW EDENBOWER BLVD,97471,Douglas,5416039231,21,mmcclellan@landingsl.com,"PC ROSEBURG, LLC",7/6/21,OR
Pioneer Place Assisted Living,ASSISTED LIVING FACILITY,70A293,1060 D STREET W,97918,Malheur,5414733131,31,bbates@pnhvale.com,PIONEER NURSING HOME HEALTH DISTRICT,7/6/21,OR
Pioneer Village,ASSISTED LIVING FACILITY,70A298,805 N 5TH ST,97530,Jackson,5418996825,60,dhoward@pioneervillageoregon.com,"RSL PIONEER, LLC",7/6/21,OR
Powell Valley Assisted Living Community,ASSISTED LIVING FACILITY,70A073,4001 SE 182ND AVE,97030,Multnomah,5036652496,115,jadine@powellvalley.net,"W2 POWELL VALLEY, LLC",7/6/21,OR
Powell Valley Memory Care Community,RESIDENTIAL CARE FACILITY,5MA213,4001 SE 182ND AVE,97030,Multnomah,5036652496,42,angelar@powellvalley.net,,7/6/21,OR
Prairie House Assisted Living Community,ASSISTED LIVING FACILITY,70M221,51485 MORSON ST,97739,Deschutes,5415368559,46,director@prairiehousealf.com,"LA PINE ALF, LLC",7/6/21,OR
Prairie House Memory Care Community,RESIDENTIAL CARE FACILITY,50R313,51485 MORSON ST,97739,Deschutes,5415368559,18,communityrelations@prairiehousealf.com,"LA PINE ALF, LLC",7/6/21,OR
Premier Living Center,RESIDENTIAL CARE FACILITY,5ME175,5120 SE 118TH,97266,Multnomah,5037623413,16,jenwhitell@hotmail.com,"PREMIER LIVING CENTER, INC.",7/6/21,OR
Prestige Senior Living Arbor Place,ASSISTED LIVING FACILITY,70A292,3150 JUANIPERO WAY,97504,Jackson,5417735380,64,dpenquite@prestigecare.com,CHP MEDFORD-ARBOR PLACE OR TENANT CIRO,7/6/21,OR
