State,FIPS,County,Population (2010),Latitude,Longitude
KS,20073,Greenwood,"6,689",+37.878659°,–96.242232°
KS,20075,Hamilton,"2,690",+37.995244°,–101.793689°
KS,20077,Harper,"6,034",+37.188184°,–98.066590°
KS,20079,Harvey,"34,684",+38.050144°,–97.436707°
KS,20081,Haskell,"4,256",+37.558550°,–100.876869°
KS,20083,Hodgeman,"1,916",+38.087493°,–99.898407°
KS,20085,Jackson,"13,462",+39.410989°,–95.794509°
KS,20087,Jefferson,"19,126",+39.239644°,–95.375314°
KS,20089,Jewell,"3,077",+39.777010°,–98.222584°
KS,20091,Johnson,"544,179",+38.883907°,–94.822330°
KS,20093,Kearny,"3,977",+37.994461°,–101.308136°
KS,20095,Kingman,"7,858",+37.552951°,–98.144529°
KS,20097,Kiowa,"2,553",+37.561231°,–99.286539°
KS,20099,Labette,"21,607",+37.191468°,–95.297473°
KS,20101,Lane,"1,750",+38.481286°,–100.466185°
KS,20103,Leavenworth,"76,227",+39.189511°,–95.038977°
KS,20105,Lincoln,"3,241",+39.047276°,–98.214265°
KS,20107,Linn,"9,656",+38.216549°,–94.844932°
KS,20109,Logan,"2,756",+38.913270°,–101.157407°
KS,20111,Lyon,"33,690",+38.455498°,–96.161589°
KS,20113,McPherson,"29,180",+38.395812°,–97.647489°
KS,20115,Marion,"12,660",+38.359647°,–97.102771°
KS,20117,Marshall,"10,117",+39.782709°,–96.521243°
KS,20119,Meade,"4,575",+37.243886°,–100.360094°
KS,20121,Miami,"32,787",+38.566772°,–94.832963°
KS,20123,Mitchell,"6,373",+39.393026°,–98.207362°
KS,20125,Montgomery,"35,471",+37.189537°,–95.742403°
KS,20127,Morris,"5,923",+38.687696°,–96.644905°
KS,20129,Morton,"3,233",+37.185250°,–101.809516°
KS,20131,Nemaha,"10,178",+39.791043°,–96.005381°
KS,20133,Neosho,"16,512",+37.564283°,–95.315683°
KS,20135,Ness,"3,107",+38.480437°,–99.908745°
KS,20137,Norton,"5,671",+39.783867°,–99.899235°
KS,20139,Osage,"16,295",+38.649706°,–95.727275°
KS,20141,Osborne,"3,858",+39.348649°,–98.767876°
KS,20143,Ottawa,"6,091",+39.137963°,–97.654803°
KS,20145,Pawnee,"6,973",+38.182873°,–99.232154°
KS,20147,Phillips,"5,642",+39.784506°,–99.342150°
KS,20149,Pottawatomie,"21,604",+39.382187°,–96.337113°
KS,20151,Pratt,"9,656",+37.647594°,–98.740120°
KS,20153,Rawlins,"2,519",+39.786198°,–101.076738°
KS,20155,Reno,"64,511",+37.948185°,–98.078346°
KS,20157,Republic,"4,980",+39.828910°,–97.650921°
KS,20159,Rice,"10,083",+38.347178°,–98.201415°
KS,20161,Riley,"71,115",+39.291211°,–96.727489°
KS,20163,Rooks,"5,181",+39.346006°,–99.324492°
KS,20165,Rush,"3,307",+38.523592°,–99.309183°
KS,20167,Russell,"6,970",+38.916839°,–98.765638°
KS,20169,Saline,"55,606",+38.786327°,–97.650153°
KS,20171,Scott,"4,936",+38.481877°,–100.906360°
KS,20173,Sedgwick,"498,365",+37.683807°,–97.459451°
KS,20175,Seward,"22,952",+37.180585°,–100.854741°
KS,20177,Shawnee,"177,934",+39.041805°,–95.755664°
KS,20179,Sheridan,"2,556",+39.350543°,–100.441206°
KS,20181,Sherman,"6,010",+39.351352°,–101.719859°
KS,20183,Smith,"3,853",+39.784660°,–98.785430°
KS,20185,Stafford,"4,437",+38.035630°,–98.719889°
KS,20187,Stanton,"2,235",+37.565932°,–101.789383°
KS,20189,Stevens,"5,724",+37.202356°,–101.315796°
KS,20191,Sumner,"24,132",+37.236663°,–97.493349°
KS,20193,Thomas,"7,900",+39.357706°,–101.083439°
KS,20195,Trego,"3,001",+38.921302°,–99.865423°
KS,20197,Wabaunsee,"7,053",+38.955154°,–96.201262°
KS,20199,Wallace,"1,485",+38.926626°,–101.771103°
KS,20201,Washington,"5,799",+39.776714°,–97.095611°
KS,20203,Wichita,"2,234",+38.481922°,–101.347434°
KS,20205,Wilson,"9,409",+37.558515°,–95.745175°
KS,20207,Woodson,"3,309",+37.888484°,–95.757553°
KS,20209,Wyandotte,"157,505",+39.115384°,–94.763087°
KY,21001,Adair,"18,656",+37.105541°,–85.281401°
KY,21003,Allen,"19,956",+36.750770°,–86.192458°
KY,21005,Anderson,"21,421",+38.005396°,–84.986417°
KY,21007,Ballard,"8,249",+37.051120°,–89.009178°
KY,21009,Barren,"42,173",+36.963614°,–85.924990°
KY,21011,Bath,"11,591",+38.152249°,–83.737641°
KY,21013,Bell,"28,691",+36.722680°,–83.681046°
KY,21015,Boone,"118,811",+38.974595°,–84.731444°
KY,21017,Bourbon,"19,985",+38.202562°,–84.209860°
KY,21019,Boyd,"49,542",+38.360004°,–82.681406°
KY,21021,Boyle,"28,432",+37.618200°,–84.873016°
KY,21023,Bracken,"8,488",+38.678523°,–84.100355°
KY,21025,Breathitt,"13,878",+37.521178°,–83.322401°
KY,21027,Breckinridge,"20,059",+37.778109°,–86.432829°
KY,21029,Bullitt,"74,319",+37.969572°,–85.703036°
KY,21031,Butler,"12,690",+37.207013°,–86.682471°
KY,21033,Caldwell,"12,984",+37.148643°,–87.870510°
KY,21035,Calloway,"37,191",+36.620978°,–88.274086°
KY,21037,Campbell,"90,336",+38.946981°,–84.379583°
KY,21039,Carlisle,"5,104",+36.857726°,–88.975757°
KY,21041,Carroll,"10,811",+38.668284°,–85.124083°
KY,21043,Carter,"27,720",+38.309555°,–83.048821°
KY,21045,Casey,"15,955",+37.321962°,–84.928220°
KY,21047,Christian,"73,955",+36.893388°,–87.493554°
KY,21049,Clark,"35,613",+37.970133°,–84.144974°
KY,21051,Clay,"21,730",+37.164466°,–83.710763°
KY,21053,Clinton,"10,272",+36.729124°,–85.153499°
KY,21055,Crittenden,"9,315",+37.358149°,–88.105010°
KY,21057,Cumberland,"6,856",+36.784227°,–85.393499°
KY,21059,Daviess,"96,656",+37.731671°,–87.087139°
KY,21061,Edmonson,"12,161",+37.227856°,–86.217778°
KY,21063,Elliott,"7,852",+38.116425°,–83.097541°
KY,21065,Estill,"14,672",+37.692460°,–83.963927°
KY,21067,Fayette,"295,803",+38.040157°,–84.458443°
KY,21069,Fleming,"14,348",+38.368431°,–83.706152°
KY,21071,Floyd,"39,451",+37.558283°,–82.740337°
KY,21073,Franklin,"49,285",+38.234919°,–84.868786°
KY,21075,Fulton,"6,813",+36.552620°,–89.187723°
KY,21077,Gallatin,"8,589",+38.760184°,–84.862114°
KY,21079,Garrard,"16,912",+37.630162°,–84.545856°
KY,21081,Grant,"24,662",+38.649210°,–84.625946°
KY,21083,Graves,"37,121",+36.723344°,–88.649897°
KY,21085,Grayson,"25,746",+37.458577°,–86.344011°
KY,21087,Green,"11,258",+37.269637°,–85.561403°
KY,21089,Greenup,"36,910",+38.563596°,–82.933833°
KY,21091,Hancock,"8,565",+37.843389°,–86.792773°
KY,21093,Hardin,"105,543",+37.695836°,–85.963183°
KY,21095,Harlan,"29,278",+36.859223°,–83.221497°
KY,21097,Harrison,"18,846",+38.443489°,–84.332796°
KY,21099,Hart,"18,199",+37.313856°,–85.881995°
KY,21101,Henderson,"46,250",+37.792542°,–87.572577°
KY,21103,Henry,"15,416",+38.451561°,–85.120079°
KY,21105,Hickman,"4,902",+36.675916°,–88.972020°
KY,21107,Hopkins,"46,920",+37.311070°,–87.542196°
KY,21109,Jackson,"13,494",+37.403320°,–84.020686°
KY,21111,Jefferson,"741,096",+38.189533°,–85.657624°
KY,21113,Jessamine,"48,586",+37.873291°,–84.583960°
KY,21115,Johnson,"23,356",+37.849260°,–82.830639°
KY,21117,Kenton,"159,720",+38.930477°,–84.533492°
KY,21119,Knott,"16,346",+37.354703°,–82.949138°
KY,21121,Knox,"31,883",+36.887476°,–83.855630°
KY,21123,Larue,"14,193",+37.545518°,–85.697209°
KY,21125,Laurel,"58,849",+37.113268°,–84.119395°
KY,21127,Lawrence,"15,860",+38.074459°,–82.738305°
KY,21129,Lee,"7,887",+37.605383°,–83.718497°
KY,21131,Leslie,"11,310",+37.087846°,–83.388616°
KY,21133,Letcher,"24,519",+37.118503°,–82.861175°
KY,21135,Lewis,"13,870",+38.532051°,–83.373303°
KY,21137,Lincoln,"24,742",+37.457257°,–84.658074°
KY,21139,Livingston,"9,519",+37.209517°,–88.363426°
KY,21141,Logan,"26,835",+36.859829°,–86.881436°
KY,21143,Lyon,"8,314",+37.023976°,–88.083391°
KY,21145,McCracken,"65,565",+37.053688°,–88.712378°
KY,21147,McCreary,"18,306",+36.731136°,–84.491052°
KY,21149,McLean,"9,531",+37.530575°,–87.262931°
KY,21151,Madison,"82,916",+37.723528°,–84.277008°
KY,21153,Magoffin,"13,333",+37.698954°,–83.069716°
KY,21155,Marion,"19,820",+37.552247°,–85.269242°
KY,21157,Marshall,"31,448",+36.882017°,–88.332752°
KY,21159,Martin,"12,929",+37.796774°,–82.506623°
KY,21161,Mason,"17,490",+38.594068°,–83.828052°
KY,21163,Meade,"28,602",+37.967476°,–86.200863°
KY,21165,Menifee,"6,306",+37.950715°,–83.597345°
KY,21167,Mercer,"21,331",+37.812085°,–84.879695°
KY,21169,Metcalfe,"10,099",+36.990394°,–85.629554°
KY,21171,Monroe,"10,963",+36.714077°,–85.713508°
KY,21173,Montgomery,"26,499",+38.038138°,–83.912338°
KY,21175,Morgan,"13,923",+37.922940°,–83.258944°
KY,21177,Muhlenberg,"31,499",+37.213816°,–87.134092°
KY,21179,Nelson,"43,437",+37.803188°,–85.465955°
KY,21181,Nicholas,"7,135",+38.337132°,–84.025554°
KY,21183,Ohio,"23,842",+37.477859°,–86.844871°
KY,21185,Oldham,"60,316",+38.400046°,–85.456059°
KY,21187,Owen,"10,841",+38.499603°,–84.841509°
KY,21189,Owsley,"4,755",+37.423452°,–83.691566°
KY,21191,Pendleton,"14,877",+38.690765°,–84.354041°
KY,21193,Perry,"28,712",+37.241282°,–83.217772°
KY,21195,Pike,"65,024",+37.482067°,–82.402869°
KY,21197,Powell,"12,613",+37.810379°,–83.826985°
KY,21199,Pulaski,"63,063",+37.108312°,–84.579986°
KY,21201,Robertson,"2,282",+38.513826°,–84.063757°
KY,21203,Rockcastle,"17,056",+37.361220°,–84.314419°
KY,21205,Rowan,"23,333",+38.205894°,–83.425969°
KY,21207,Russell,"17,565",+36.989127°,–85.058976°
KY,21209,Scott,"47,173",+38.289882°,–84.579376°
KY,21211,Shelby,"42,074",+38.239426°,–85.228360°
KY,21213,Simpson,"17,327",+36.740863°,–86.581464°
KY,21215,Spencer,"17,061",+38.026976°,–85.321525°
KY,21217,Taylor,"24,512",+37.365106°,–85.326698°
KY,21219,Todd,"12,460",+36.840338°,–87.183642°
KY,21221,Trigg,"14,339",+36.807681°,–87.858652°
KY,21223,Trimble,"8,809",+38.618193°,–85.355171°
KY,21225,Union,"15,007",+37.658029°,–87.951650°
KY,21227,Warren,"113,792",+36.995634°,–86.423579°
KY,21229,Washington,"11,717",+37.754209°,–85.175416°
KY,21231,Wayne,"20,813",+36.802011°,–84.830440°
KY,21233,Webster,"13,621",+37.520021°,–87.685095°
KY,21235,Whitley,"35,637",+36.758021°,–84.144550°
KY,21237,Wolfe,"7,355",+37.743774°,–83.495068°
KY,21239,Woodford,"24,939",+38.042789°,–84.748147°
LA,22001,Acadia,"61,773",+30.291497°,–92.411037°
LA,22003,Allen,"25,764",+30.652744°,–92.819605°
LA,22005,Ascension,"107,215",+30.202946°,–90.910023°
LA,22007,Assumption,"23,421",+29.899884°,–91.050528°
LA,22009,Avoyelles,"42,073",+31.085094°,–91.993798°
LA,22011,Beauregard,"35,654",+30.645018°,–93.340253°
LA,22013,Bienville,"14,353",+32.344268°,–93.061513°
LA,22015,Bossier,"116,979",+32.696202°,–93.617977°
LA,22017,Caddo,"254,969",+32.577195°,–93.882423°
LA,22019,Calcasieu,"192,768",+30.229559°,–93.358015°
LA,22021,Caldwell,"10,132",+32.101244°,–92.114180°
LA,22023,Cameron,"6,839",+29.871989°,–93.165437°
LA,22025,Catahoula,"10,407",+31.666517°,–91.846703°
LA,22027,Claiborne,"17,195",+32.827585°,–92.991125°
LA,22029,Concordia,"20,822",+31.469806°,–91.626314°
LA,22031,De Soto,"26,656",+32.059248°,–93.740797°
LA,22033,East Baton Rouge,"440,171",+30.544002°,–91.093174°
LA,22035,East Carroll,"7,759",+32.730170°,–91.234141°
LA,22037,East Feliciana,"20,267",+30.839784°,–91.043434°
LA,22039,Evangeline,"33,984",+30.720693°,–92.404086°
LA,22041,Franklin,"20,767",+32.138279°,–91.672101°
LA,22043,Grant,"22,309",+31.597787°,–92.561716°
LA,22045,Iberia,"73,240",+29.606013°,–91.842706°
LA,22047,Iberville,"33,387",+30.288394°,–91.363150°
LA,22049,Jackson,"16,274",+32.304480°,–92.556672°
LA,22051,Jefferson,"432,552",+29.503300°,–90.036231°
LA,22053,Jefferson Davis,"31,594",+30.269529°,–92.816221°
LA,22055,Lafayette,"221,578",+30.206507°,–92.064170°
LA,22057,Lafourche,"96,318",+29.491993°,–90.394849°
LA,22059,La Salle,"14,890",+31.680836°,–92.161809°
LA,22061,Lincoln,"46,735",+32.601148°,–92.662082°
LA,22063,Livingston,"128,026",+30.440419°,–90.727474°
LA,22065,Madison,"12,093",+32.365824°,–91.240729°
LA,22067,Morehouse,"27,979",+32.820008°,–91.800399°
LA,22069,Natchitoches,"39,566",+31.734982°,–93.086106°
LA,22071,Orleans,"343,829",+30.068636°,–89.939007°
LA,22073,Ouachita,"153,720",+32.477495°,–92.154798°
LA,22075,Plaquemines,"23,042",+29.402337°,–89.298489°
LA,22077,Pointe Coupee,"22,802",+30.708319°,–91.604621°
LA,22079,Rapides,"131,613",+31.193204°,–92.535953°
LA,22081,Red River,"9,091",+32.101213°,–93.349050°
LA,22083,Richland,"20,725",+32.418121°,–91.758375°
LA,22085,Sabine,"24,233",+31.560209°,–93.559228°
LA,22087,St. Bernard,"35,897",+29.918110°,–89.263494°
LA,22089,St. Charles,"52,780",+29.913833°,–90.359314°
LA,22091,St. Helena,"11,203",+30.821423°,–90.709350°
LA,22093,St. James,"22,102",+30.024820°,–90.793956°
LA,22095,St. John the Baptist,"45,924",+30.117471°,–90.504677°
LA,22097,St. Landry,"83,384",+30.583441°,–91.989275°
LA,22099,St. Martin,"52,160",+30.121433°,–91.611481°
LA,22101,St. Mary,"54,650",+29.629349°,–91.463804°
LA,22103,St. Tammany,"233,740",+30.410022°,–89.951962°
LA,22105,Tangipahoa,"121,097",+30.621581°,–90.406633°
LA,22107,Tensas,"5,252",+32.001489°,–91.342576°
LA,22109,Terrebonne,"111,860",+29.333266°,–90.844191°
LA,22111,Union,"22,721",+32.829349°,–92.375650°
LA,22113,Vermilion,"57,999",+29.786872°,–92.290090°
LA,22115,Vernon,"52,334",+31.110563°,–93.181520°
LA,22117,Washington,"47,168",+30.852144°,–90.046253°
LA,22119,Webster,"41,207",+32.732152°,–93.339825°
LA,22121,West Baton Rouge,"23,788",+30.464052°,–91.309808°
LA,22123,West Carroll,"11,604",+32.792480°,–91.451998°
LA,22125,West Feliciana,"15,625",+30.872701°,–91.421008°
LA,22127,Winn,"15,313",+31.941187°,–92.641269°
ME,23001,Androscoggin,"107,702",+44.167681°,–70.207435°
ME,23003,Aroostook,"71,870",+46.727057°,–68.649410°
ME,23005,Cumberland,"281,674",+43.808348°,–70.330375°
ME,23007,Franklin,"30,768",+44.973012°,–70.444727°
ME,23009,Hancock,"54,418",+44.564906°,–68.370703°
ME,23011,Kennebec,"122,151",+44.417012°,–69.765764°
ME,23013,Knox,"39,736",+44.042045°,–69.038515°
ME,23015,Lincoln,"34,457",+43.994265°,–69.514029°
ME,23017,Oxford,"57,833",+44.494585°,–70.734688°
ME,23019,Penobscot,"153,923",+45.390602°,–68.657487°
ME,23021,Piscataquis,"17,535",+45.917678°,–69.104548°
ME,23023,Sagadahoc,"35,293",+43.916694°,–69.843994°
ME,23025,Somerset,"52,228",+45.507482°,–69.976040°
ME,23027,Waldo,"38,786",+44.505361°,–69.139678°
ME,23029,Washington,"32,856",+44.967009°,–67.609354°
ME,23031,York,"197,131",+43.427239°,–70.670402°
MD,24001,Allegany,"75,087",+39.612309°,–78.703108°
MD,24003,Anne Arundel,"537,656",+38.993374°,–76.560511°
MD,24005,Baltimore,"805,029",+39.443167°,–76.616569°
MD,24009,Calvert,"88,737",+38.521358°,–76.525864°
MD,24011,Caroline,"33,066",+38.871531°,–75.831631°
MD,24013,Carroll,"167,134",+39.563189°,–77.015512°
MD,24015,Cecil,"101,108",+39.562352°,–75.941584°
MD,24017,Charles,"146,551",+38.472853°,–77.015427°
MD,24019,Dorchester,"32,618",+38.429196°,–76.047433°
MD,24021,Frederick,"233,385",+39.470427°,–77.397627°
MD,24023,Garrett,"30,097",+39.529871°,–79.269416°
MD,24025,Harford,"244,826",+39.537429°,–76.299789°
MD,24027,Howard,"287,085",+39.252264°,–76.924406°
MD,24029,Kent,"20,197",+39.239177°,–76.124200°
MD,24031,Montgomery,"971,777",+39.137382°,–77.203063°
MD,24033,Prince George's,"863,420",+38.825880°,–76.847272°
MD,24035,Queen Anne's,"47,798",+39.040693°,–76.082405°
MD,24037,St. Mary's,"105,151",+38.222666°,–76.534271°
MD,24039,Somerset,"26,470",+38.074450°,–75.853323°
MD,24041,Talbot,"37,782",+38.749427°,–76.179130°
MD,24043,Washington,"147,430",+39.603621°,–77.814671°
MD,24045,Wicomico,"98,733",+38.367389°,–75.632206°
MD,24047,Worcester,"51,454",+38.222133°,–75.309932°
MD,24510,Baltimore [9],"620,961",+39.300214°,–76.610516°
MA,25001,Barnstable,"215,888",+41.798819°,–70.211083°
MA,25003,Berkshire,"131,219",+42.375314°,–73.213948°
MA,25005,Bristol,"548,285",+41.748576°,–71.087062°
MA,25007,Dukes,"16,535",+41.380939°,–70.701536°
MA,25009,Essex,"743,159",+42.642711°,–70.865107°
MA,25011,Franklin,"71,372",+42.583791°,–72.591655°
MA,25013,Hampden,"463,490",+42.136198°,–72.635648°
MA,25015,Hampshire,"158,080",+42.339459°,–72.663694°
MA,25017,Middlesex,"1,503,085",+42.479477°,–71.396507°
MA,25019,Nantucket,"10,172",+41.305878°,–70.141910°
MA,25021,Norfolk,"670,850",+42.169703°,–71.179875°
MA,25023,Plymouth,"494,919",+41.987196°,–70.741942°
MA,25025,Suffolk,"722,023",+42.331960°,–71.020173°
MA,25027,Worcester,"798,552",+42.311693°,–71.940282°
MI,26001,Alcona,"10,942",+44.682535°,–82.834080°
MI,26003,Alger,"9,601",+47.080077°,–86.564108°
MI,26005,Allegan,"111,408",+42.595788°,–86.634745°
MI,26007,Alpena,"29,598",+44.894954°,–83.426574°
MI,26009,Antrim,"23,580",+45.005457°,–85.175625°
MI,26011,Arenac,"15,899",+44.036870°,–83.740675°
MI,26013,Baraga,"8,860",+46.696068°,–88.356022°
MI,26015,Barry,"59,173",+42.582811°,–85.314550°
MI,26017,Bay,"107,771",+43.699711°,–83.978701°
MI,26019,Benzie,"17,525",+44.648621°,–86.494317°
MI,26021,Berrien,"156,813",+41.792639°,–86.741822°
MI,26023,Branch,"45,248",+41.918585°,–85.066523°
MI,26025,Calhoun,"136,146",+42.242990°,–85.012385°
MI,26027,Cass,"52,293",+41.916240°,–85.999457°
MI,26029,Charlevoix,"25,949",+45.513164°,–85.450392°
MI,26031,Cheboygan,"26,152",+45.476120°,–84.495271°
MI,26033,Chippewa,"38,520",+46.321819°,–84.520630°
MI,26035,Clare,"30,926",+43.991137°,–84.838325°
MI,26037,Clinton,"75,382",+42.950455°,–84.591695°
MI,26039,Crawford,"14,074",+44.680208°,–84.611132°
MI,26041,Delta,"37,069",+45.805101°,–86.901373°
MI,26043,Dickinson,"26,168",+46.012823°,–87.866119°
MI,26045,Eaton,"107,759",+42.589614°,–84.846524°
MI,26047,Emmet,"32,694",+45.590094°,–84.986822°
MI,26049,Genesee,"425,790",+43.021077°,–83.706372°
MI,26051,Gladwin,"25,692",+43.989750°,–84.389816°
MI,26053,Gogebic,"16,427",+46.488054°,–89.788314°
MI,26055,Grand Traverse,"86,986",+44.718688°,–85.553848°
MI,26057,Gratiot,"42,476",+43.292326°,–84.604690°
MI,26059,Hillsdale,"46,688",+41.864475°,–84.642409°
MI,26061,Houghton,"36,628",+46.998305°,–88.652066°
MI,26063,Huron,"33,118",+43.907616°,–82.857045°
MI,26065,Ingham,"280,895",+42.603534°,–84.373811°
MI,26067,Ionia,"63,905",+42.944650°,–85.073766°
MI,26069,Iosco,"25,887",+44.329482°,–82.849447°
MI,26071,Iron,"11,817",+46.170249°,–88.540409°
MI,26073,Isabella,"70,311",+43.645233°,–84.839425°
MI,26075,Jackson,"160,248",+42.248474°,–84.420868°
MI,26077,Kalamazoo,"250,331",+42.246266°,–85.532854°
MI,26079,Kalkaska,"17,153",+44.678881°,–85.088992°
MI,26081,Kent,"602,622",+43.032497°,–85.547446°
MI,26083,Keweenaw,"2,156",+47.681981°,–88.148802°
MI,26085,Lake,"11,539",+43.995187°,–85.811400°
MI,26087,Lapeer,"88,319",+43.088633°,–83.224325°
MI,26089,Leelanau,"21,708",+45.146182°,–86.051574°
MI,26091,Lenawee,"99,892",+41.895915°,–84.066853°
MI,26093,Livingston,"180,967",+42.602532°,–83.911718°
MI,26095,Luce,"6,631",+46.940602°,–85.582368°
MI,26097,Mackinac,"11,113",+46.167981°,–85.303756°
MI,26099,Macomb,"840,978",+42.671467°,–82.910869°
MI,26101,Manistee,"24,733",+44.350385°,–86.602967°
MI,26103,Marquette,"67,077",+46.656597°,–87.584028°
MI,26105,Mason,"28,705",+43.996636°,–86.750814°
MI,26107,Mecosta,"42,798",+43.635295°,–85.332751°
MI,26109,Menominee,"24,029",+45.544174°,–87.509892°
MI,26111,Midland,"83,629",+43.648378°,–84.379220°
MI,26113,Missaukee,"14,849",+44.325424°,–85.085471°
MI,26115,Monroe,"152,021",+41.916097°,–83.487106°
MI,26117,Montcalm,"63,342",+43.312782°,–85.149468°
MI,26119,Montmorency,"9,765",+45.024134°,–84.130107°
MI,26121,Muskegon,"172,188",+43.289258°,–86.751892°
MI,26123,Newaygo,"48,460",+43.562709°,–85.791423°
MI,26125,Oakland,"1,202,362",+42.660452°,–83.384210°
MI,26127,Oceana,"26,570",+43.647255°,–86.807575°
MI,26129,Ogemaw,"21,699",+44.333280°,–84.128073°
MI,26131,Ontonagon,"6,780",+47.216604°,–89.500461°
MI,26133,Osceola,"23,528",+43.997552°,–85.322283°
MI,26135,Oscoda,"8,640",+44.685121°,–84.124894°
MI,26137,Otsego,"24,164",+45.021794°,–84.576597°
MI,26139,Ottawa,"263,801",+42.942346°,–86.655342°
MI,26141,Presque Isle,"13,376",+45.489515°,–83.384019°
MI,26143,Roscommon,"24,449",+44.339517°,–84.611272°
MI,26145,Saginaw,"200,169",+43.328267°,–84.055410°
MI,26147,St. Clair,"163,040",+42.928804°,–82.668914°
MI,26149,St. Joseph,"61,295",+41.911488°,–85.522870°
MI,26151,Sanilac,"43,114",+43.449155°,–82.642815°
MI,26153,Schoolcraft,"8,485",+46.020758°,–86.199352°
MI,26155,Shiawassee,"70,648",+42.951545°,–84.146352°
MI,26157,Tuscola,"55,729",+43.487902°,–83.436618°
MI,26159,Van Buren,"76,258",+42.283986°,–86.305697°
MI,26161,Washtenaw,"344,791",+42.252327°,–83.844634°
MI,26163,Wayne,"1,820,584",+42.284664°,–83.261953°
MI,26165,Wexford,"32,735",+44.331375°,–85.570046°
MN,27001,Aitkin,"16,202",+46.602446°,–93.419760°
MN,27003,Anoka,"330,844",+45.274110°,–93.242723°
MN,27005,Becker,"32,504",+46.937629°,–95.741757°
MN,27007,Beltrami,"44,442",+47.878825°,–94.986698°
MN,27009,Benton,"38,451",+45.701227°,–94.001440°
MN,27011,Big Stone,"5,269",+45.419925°,–96.402226°
MN,27013,Blue Earth,"64,013",+44.038225°,–94.064071°
MN,27015,Brown,"25,893",+44.246542°,–94.733647°
MN,27017,Carlton,"35,386",+46.603818°,–92.671044°
MN,27019,Carver,"91,042",+44.821381°,–93.800575°
MN,27021,Cass,"28,567",+46.951427°,–94.333773°
MN,27023,Chippewa,"12,441",+45.028625°,–95.564108°
MN,27025,Chisago,"53,887",+45.505444°,–92.903849°
MN,27027,Clay,"58,999",+46.898377°,–96.494901°
MN,27029,Clearwater,"8,695",+47.575873°,–95.371117°
MN,27031,Cook,"5,176",+47.538571°,–90.290190°
MN,27033,Cottonwood,"11,687",+44.010711°,–95.183130°
MN,27035,Crow Wing,"62,500",+46.491114°,–94.071213°
MN,27037,Dakota,"398,552",+44.670893°,–93.062481°
MN,27039,Dodge,"20,087",+44.020706°,–92.869353°
MN,27041,Douglas,"36,009",+45.936429°,–95.460610°
MN,27043,Faribault,"14,553",+43.676522°,–93.947234°
MN,27045,Fillmore,"20,866",+43.677270°,–92.093681°
MN,27047,Freeborn,"31,255",+43.674202°,–93.350289°
MN,27049,Goodhue,"46,183",+44.406178°,–92.716000°
MN,27051,Grant,"6,018",+45.930743°,–96.010699°
MN,27053,Hennepin,"1,152,425",+45.006064°,–93.475185°
MN,27055,Houston,"19,027",+43.666990°,–91.501556°
MN,27057,Hubbard,"20,428",+47.095551°,–94.913290°
MN,27059,Isanti,"37,816",+45.562431°,–93.296339°
MN,27061,Itasca,"45,058",+47.490843°,–93.613128°
MN,27063,Jackson,"10,266",+43.673025°,–95.149704°
MN,27065,Kanabec,"16,239",+45.947760°,–93.297788°
MN,27067,Kandiyohi,"42,239",+45.152714°,–95.004981°
MN,27069,Kittson,"4,552",+48.776040°,–96.780349°
MN,27071,Koochiching,"13,311",+48.245490°,–93.782842°
MN,27073,Lac qui Parle,"7,259",+44.999855°,–96.176836°
MN,27075,Lake,"10,866",+47.517111°,–91.411704°
MN,27077,Lake of the Woods,"4,045",+48.768100°,–94.904634°
MN,27079,Le Sueur,"27,703",+44.373397°,–93.730180°
MN,27081,Lincoln,"5,896",+44.408238°,–96.272032°
MN,27083,Lyon,"25,857",+44.409195°,–95.847268°
MN,27085,McLeod,"36,651",+44.821644°,–94.272320°
MN,27087,Mahnomen,"5,413",+47.325842°,–95.810703°
MN,27089,Marshall,"9,439",+48.362728°,–96.357761°
MN,27091,Martin,"20,840",+43.677118°,–94.537198°
MN,27093,Meeker,"23,300",+45.123156°,–94.527346°
MN,27095,Mille Lacs,"26,097",+45.929043°,–93.632996°
MN,27097,Morrison,"33,198",+46.020484°,–94.266619°
MN,27099,Mower,"39,163",+43.666249°,–92.759514°
MN,27101,Murray,"8,725",+44.015594°,–95.761581°
MN,27103,Nicollet,"32,727",+44.358820°,–94.245685°
MN,27105,Nobles,"21,378",+43.677686°,–95.763132°
MN,27107,Norman,"6,852",+47.329470°,–96.463807°
MN,27109,Olmsted,"144,248",+44.003430°,–92.406722°
MN,27111,Otter Tail,"57,303",+46.405725°,–95.714578°
MN,27113,Pennington,"13,930",+48.069247°,–96.037725°
MN,27115,Pine,"29,750",+46.100940°,–92.763094°
MN,27117,Pipestone,"9,596",+44.015361°,–96.257015°
MN,27119,Polk,"31,600",+47.774254°,–96.400027°
MN,27121,Pope,"10,995",+45.589623°,–95.446705°
MN,27123,Ramsey,"508,640",+45.015250°,–93.100141°
MN,27125,Red Lake,"4,089",+47.865487°,–96.087180°
MN,27127,Redwood,"16,059",+44.403536°,–95.254242°
MN,27129,Renville,"15,730",+44.723697°,–94.955617°
MN,27131,Rice,"64,142",+44.350943°,–93.298503°
MN,27133,Rock,"9,687",+43.669587°,–96.263238°
MN,27135,Roseau,"15,629",+48.761066°,–95.821530°
MN,27137,St. Louis,"200,226",+47.583852°,–92.463645°
MN,27139,Scott,"129,928",+44.651932°,–93.534553°
MN,27141,Sherburne,"88,499",+45.443171°,–93.775092°
