State Facility Type 2 Literal,License Number,Facility Name,Address 2,Address 1,City,State,Zip Code,Phone Number,Capacity,Licensee
AM,AM230065427,New Haven Foster Care,230 Hoehn Court,,Dimondale,MI,48821,5176469451,12,New Haven Foster Care Inc
AM,AM800267886,Beacon Home at Anchor Point South,28720 63rd Street,,Bangor,MI,49013,2694278400,10,"Beacon Specialized Living Services, Inc."
AM,AM610305548,Beacon Home at Lakeview,403 S. Mears Ave.,,Whitehall,MI,49461,2694278400,12,"Beacon Specialized Living Services, Inc."
AL,AL110366290,Beacon Home at Beacon Springs East,6418 Deans Hill Road,,Berrien Center,MI,49102,2698155543,20,"Beacon Specialized Living Services, Inc."
AS,AS800381905,Beacon Home at Bay Harbor,29122 63rd Street,,Bangor,MI,49013,2694278400,6,"Beacon Specialized Living Services, Inc."
AS,AS250387910,Beacon Home at Goodrich,9186 Washburn Rd.,,Goodrich,MI,48438,8106369598,6,"Beacon Specialized Living Services, Inc."
AS,AS380392702,Beacon Home at Jackson,7014 Deweese Road,,Jackson,MI,49201,5177696053,6,"Beacon Specialized Living Services, Inc."
AS,AS150392406,Beacon Home At East Jordan,7530 Rogers Rd.,,East Jordan,MI,49727,2314951332,6,"Beacon Specialized Living Services, Inc."
AS,AS730407067,Beacon Home at Saginaw,7705 Dutch Rd,,Saginaw,MI,48609,2694278400,6,"Beacon Specialized Living Services, Inc."
AS,AS300398555,Beacon Home at Salem,459 Salam Drive,,Jonesville,MI,49250,5178265294,6,"Beacon Specialized Living Services, Inc."
AS,AS380398558,Beacon Home at Sheffield,4162 Sheffield Drive,,Jackson,MI,49203,5177952004,6,"Beacon Specialized Living Services, Inc."
AS,AS390406162,Beacon Home at Sprinkle,6457 N. Sprinkle Rd.,,Kalamazoo,MI,49004,2694888118,6,"Beacon Specialized Living Services, Inc."
AS,AS370405093,Beacon Home At Mt Pleasant,4659 S Leaton Rd,,Mt Pleasant,MI,48858,2694278400,6,"Beacon Specialized Living Services, Inc."
AS,AS820086608,Gateway Residents,15632 Susan,,Southgate,MI,48195,7342847654,6,Southgate Adult Care
AS,AS190300736,Eagles Nest Adult Assisted Living,13282 S. Hinman Rd.,,Eagle,MI,48822,5176262190,6,Lorraine Morales
AS,AS700076035,Central Ave Group Home,495 Central Avenue,,Holland,MI,49423,6163968118,6,A.I. Residential Services Inc
AL,AL740092230,River Bend #2,1572 Meisner Rd,,East China,MI,48054,8107651002,15,Impact Inc.
AS,AS740014805,Michigan Rd Home,2962 Michigan Rd,,Port Huron,MI,48060,8109843553,6,Impact Inc.
AS,AS740012990,Vine Street Home,1984 Vine Street,,Saint Clair,MI,48079,8103292718,6,Impact Inc.
AM,AM740087394,Stone Creek Home,740 Johnstone St,,Port Huron,MI,48060,8109873995,8,Innovative Housing Dev Corp
AS,AS740338093,Scott Group Home,3211 Strawberry Lane,,Port Huron,MI,48060,8109908419,6,Innovative Housing Dev Corp
AM,AM560083703,Deer Run,4421 W Main,,Midland,MI,48640,9898329026,12,Deer Run Rehabilitation Inc.
AF,AF300016254,Shady Hills Care Home,5551 E. Mosherville Rd.,,Jonesville,MI,49250,5175632678,6,Darlene Hamilton
AS,AS820294958,Church Hill Estate,18870 Church Hill,,Riverview,MI,48192,7342862313,6,Karen's Helping Hands
AL,AL740304792,Wadhams Creek,5485 Smiths Creek,,Kimball Twp,MI,48074,8103677192,18,"D and J Home Care, Inc"
AS,AS180010525,Weatherhead Home,749 Richard St,,Harrison,MI,48625,9895396661,6,Crisis Center Inc - DBA Listening Ear
AF,AF630081134,Perrault AFC,1551 S.Hickory Ridge,,Milford,MI,48380,2488893188,5,Linda Perrault
AS,AS250395710,Lake Road,1220 West Lake Road,,Clio,MI,48420,8106871465,6,"Hope Network, S.E."
AS,AS500079507,Cedar Grove,11171 E. Eleven Mile Road,,Warren,MI,48093,5867580355,6,"Hope Network, S.E."
AF,AF630016026,Montney AFC Home,232 North Avery,,Waterford,MI,48328,2486827457,3,Montney Bruce and Montney Sherry
AS,AS390085644,Docate Manor,5297 Clato Street,,Kalamazoo,MI,49004,2693817939,6,"Docate Homes, LLC"
AS,AS250084250,Gatti CLF Western Road,5931 Western Road,,Flint,MI,48506,8107360233,6,Gatti Group Homes Inc
AS,AS410014757,Stauffer,"4661 Stauffer Avenue, SE",,Kentwood,MI,495085017,6162819565,6,Spectrum Community Services
AS,AS410277778,Forest Hill,311 Forest Hill Avenue SE,,Grand Rapids,MI,495462337,6169493552,6,Spectrum Community Services
AS,AS110295955,Juniper Home,612 VanAtter Ct.,,Watervliet,MI,49098,2694633552,6,Spectrum Community Services
AS,AS110296084,Deerwood,4579 Harlan,,Watervliet,MI,49098,2692017097,6,Spectrum Community Services
AS,AS410316519,Madison Home AFC,5993 Madison Avenue,,Kentwood,MI,49548,6168279060,6,Spectrum Community Services
AF,AF700402518,Lydia's House,11667 152nd Ave.,,West Olive,MI,49460,6168443059,5,Adam Hodges and Lydia Hodges
AL,AL330068918,Origami AFC,3181 Sandhill Rd,,Mason,MI,48854,5173366060,16,Univ. Rehabilitation Alliance Inc
AF,AF250087511,Royster Haven,2026 Oren Ave,,Flint,MI,48505,8102336958,4,Carl R and Patricia M Royster
AL,AL330068555,Riverwind Adult Foster Care,241 McCormick Road,,Williamston,MI,48895,5176555800,20,River Wind Limited Liability Company
AS,AS790081718,Northview CLF,1120 Northview,,Caro,MI,48723,9896722384,6,FAITH Inc.
AM,AM590091656,Pine Point,6300 Douglas Road,,Riverdale,MI,48877,9898335274,12,Altam Inc
AF,AF560085646,Friendly Acres,5710 NE County Line,,Coleman,MI,48618,9894651580,6,Marilyn Wilkie
AM,AM500073448,Belle Meade Afc/Wellness Home,36270 Bordman,,Richmond Township,MI,48062,5864058710,10,"Belle Meade Foundation, Inc."
AS,AS820256000,Charlotte's Care II,1605 Fort Park,,Lincoln Park,MI,48146,7342851143,6,Charlottes Care Inc
AL,AL630279364,Freedom Haven,700-738 Wanda,,Ferndale,MI,48220,2485483607,20,Carnegie AFC Inc
AL,AL030068008,Maplewood of Sandy Creek,425 East Elm Street,,Wayland,MI,49348,2697922249,20,Laurel Health Care Co Of Wayland
AM,AM820009881,Commonwealth Home,4505 Commonwealth,,Detroit,MI,48208,3138323061,12,Dual Insight Npc
AS,AS250010894,McShens Afc Home,5135 East Mt. Morris Rd,,Mount Morris,MI,48458,8106402302,6,Melissa Luna-Keaton
AF,AF590004441,TLC Adult Foster Care,8294 Sidney Rd,,Crystal,MI,48818,9892356184,6,Dolores Lacombe
AF,AF700085974,Dean CTH,14227 Rockwood,,Grand Haven,MI,49417,6168464053,4,"Dean, Jan and Dean, Larry"
AF,AF700301095,Stillson CTH,16455 144th Ave.,,Spring Lake,MI,49456,6168426658,4,Polly Stillson
AL,AL820007573,Livonia Opportunity House,31230 Lyndon,,Livonia,MI,48154,7344221020,16,Community Opportunity Center NPHC
AS,AS820013941,Redford Opportunity House,17360 Beech Daly,,Redford,MI,48239,3135313411,6,Community Opportunity Center NPHC
AM,AM800009712,Special Acres,07900 5150 St,,Grand Junction,MI,49056,2694346704,11,Kristine Levering
AS,AS810394461,Northfield Place,3927 E. Northfield Church,,Ann Arbor,MI,48105,7344775661,6,Synod Residential Services
AS,AS630015571,Ludlow Group Home,815 Ludlow,,Rochester,MI,48307,2486510167,6,Family Living Center Inc.
AS,AS630377628,Rainbow Group Home,19331 Rainbow Drive,,Lathrup Village,MI,48076,2485698289,6,Family Living Center Inc.
AS,AS250010880,Wilson Rd Home,3473 Wilson Rd,,Clio,MI,48420,8106871596,6,Valley Residential Serv Inc.
AS,AS250072681,N. Elms Road Afc,11238 N Elms,,Clio,MI,48420,8105640232,6,"Michigan Community Services, Inc."
AS,AS250010707,Granada House,7088 Granada Lane,,Flint,MI,48532,8106353642,6,"Michigan Community Services, Inc."
AS,AS090068464,Fisher Road CLF,2918 Fisher Road,,Bay City,MI,48706,9896841272,6,"Michigan Community Services, Inc."
AS,AS250263591,Farmtree Home,9436 Farmtree Drive,,Swartz Creek,MI,48473,8106350580,6,"Michigan Community Services, Inc."
AS,AS090295290,Beechwood,3648 Bangor Road,,Bay City,MI,48706,9896673682,6,"Michigan Community Services, Inc."
AS,AS630012534,Camelot,7474 Camelot,,West Bloomfield,MI,48322,2486611291,6,Freedom Adult Foster Care Corp.
AS,AS500012006,Fox Hill Group Home,37875 Ryan Road,,Sterling Heights,MI,48310,5862682109,3,Freedom Adult Foster Care Corp.
AS,AS130393619,Verona,15700 Verona Road,,Marshall,MI,49068,2697820654,6,"LADD, Inc."
AF,AF110348948,Friendly Circle,528 Superior,,Niles,MI,49120,2696841117,6,Carrie Lee Parchmon
AL,AL130361587,Pennfield Premier Living North,632 North Avenue,,Battle Creek,MI,49017,2697213792,20,Cretsinger Care Homes Ltd
AM,AM300008365,Heritage House Afc,121 West State Street,,Reading,MI,49274,5172833152,12,Peggy Root
AM,AM320008389,Rockefeller Afc Home,7852 Huron Line Road,,Gagetown,MI,48735,9896652440,12,Rockefeller Sharyn
AS,AS250010695,Cook Road Home,1221 E Cook Road,,Grand Blanc,MI,48439,8106953304,6,Alternative Services Inc.
AS,AS330011149,Van Atta Rd Home,4817 Van Atta Rd,,Okemos,MI,48864,5173491244,6,Alternative Services Inc.
AS,AS150247007,Bay Springs,232 Court Street,,Boyne City,MI,49712,2315820631,6,Alternative Services Inc.
AS,AS250249113,Beecher Road Home,G 4225 Beecher Road,,Flint,MI,48532,2399892919,6,Alternative Services Inc.
AS,AS630306072,Brandon Hills,3187 Hummer Lake Rd.,,Ortonville,MI,48462,2484714880,6,Alternative Services Inc.
AS,AS780376324,Martin Home,11410 Lennon Road,,Lennon,MI,48849,8106214721,6,Alternative Services Inc.
AL,AL740007429,Lakeshore Woods,4851 Lakeshore Road,,Fort Gratiot,MI,48059,8103853185,20,Lakeshore Caring Corp.
AS,AS250291671,Vassar Road Home,3220 Vassar Road,,Burton,MI,48519,8107422745,6,"Central State Community Services, Inc."
AS,AS730298053,Sloan Home,2480 E. Sloan Road,,Birch Run,MI,48415,9897469002,6,"Central State Community Services, Inc."
AS,AS440400086,Oregon Home,1568 W. Oregon,,Lapeer,MI,48446,8109694272,6,"Central State Community Services, Inc."
AS,AS500404109,Brandenburg,50351 Jefferson,,Chesterfield,MI,48047,5862737015,6,"Central State Community Services, Inc."
AF,AF150001344,Erber AFC,04856 Kuzmick Road,,Elmira,MI,49730,2315492624,6,Terry and Sandra Erber
AS,AS500011900,Bridgeview Group Home,39933 Bridgeview,,Harrison Township,MI,48045,5864659719,6,Macomb Residential Opportunities Inc.
AS,AS500242516,Darwin,24262 Darwin,,Macomb Township,MI,48042,5865980590,6,Macomb Residential Opportunities Inc.
AM,AM650009352,Edwards Adult Foster Care,5055 S M-30,,West Branch,MI,48661,9893431347,8,AuSable Valley CMH
AS,AS730237352,Schiavone AFC V,1690 N Center,,Saginaw,MI,48638,9899929400,6,Schiavone Enterprises Ltd
AS,AS740012986,Stoneybrook Home,3087 Stoneybrook,,Port Huron,MI,48060,8109826167,6,"Blue Water Developmental Housing, Inc."
AS,AS500396894,Bruce Hills,11326 33 Mile Rd.,,Bruce Township,MI,48065,5867528510,6,"Blue Water Developmental Housing, Inc."
AF,AF470003851,Hughes Care Home,6035 Cedar Lake Road,,Pinckney,MI,48169,7348780836,5,Kimberly A. Hughes
AS,AS630015652,Rosemary Lane AIS/MR,3075 Rosemary Lane,,Highland,MI,48357,2488873021,6,Advanced Teaching Concepts Inc
AS,AS630252353,Countryview AFC,3440 Countryview Drive,,Oxford,MI,48371,2489690468,4,Advanced Teaching Concepts Inc
AS,AS630066923,Perry Lake,2450 Perry Lake Rd,,Ortonville,MI,48462,2486275192,4,"Quest, Inc"
AS,AS630384916,Addison,920 Rochester Road,,Leonard,MI,48367,2486289402,6,"Quest, Inc"
AS,AS820383337,Riverdale,9188 Riverdale,,Redford,MI,48239,3132863016,6,"Quest, Inc"
AS,AS500243286,Kelly Rd. AFC Home,Suite # 400,35932 Kelly Road,Clinton Township,MI,48035,5867908110,6,"Integrated Living, Inc."
AS,AS500397073,Rondale Home,8145 Rondale,,Shelby Township,MI,48316,5869612492,6,"Integrated Living, Inc."
AS,AS500380734,Biland,42820 Biland,,Clinton Township,MI,48038,5867319800,6,"Integrated Living, Inc."
AS,AS500015587,Albert,38437 Albert,,Clinton Township,MI,48036,5864682261,5,Chrysalis Developmental Homes Inc.
AS,AS630066532,Hamlin Ais - Mr Home,145 Hamlin,,Rochester Hills,MI,48307,2486527751,6,"Ultra Care, Inc"
AS,AS500012033,Toepfer Home,8112 Toepfer,,Warren,MI,48089,5868995719,6,Bobbie Martina Christian
AF,AF500265762,Liberty Manor,23235 Liberty,,Saint Clair Shores,MI,48080,5868995719,6,Bobbie Martina Christian
AS,AS580067669,Binkley Manor,5041 Northfield Dr,,Monore,MI,48161,7342411694,6,Mastrofrancesco AFC Inc
AS,AS820095786,Ray Residence,18787 Ray,,Riverview,MI,48192,7342828116,6,Mastrofrancesco AFC Inc
AL,AL460007202,Coleman Foundation Unit A,313 S. Church Street,,Hudson,MI,49247,5174483101,16,Coleman Foundation
AM,AM390382556,E & F Douglas Group Living,1428 N. 30th Street,,Galesburg,MI,49053,2693439720,12,"Residential Opportunities, Inc."
AM,AM800015739,Allegan Enrichment Center #3,122 E. Delaware Street,,Decatur,MI,49045,2694237892,12,Falco Corporation
AL,AL390015953,Park Place Living Center #E,4228 S Westnedge,,Kalamazoo,MI,49008,2693887303,20,Pleasant Homes I L.L.C.
AM,AM550084299,Maple Ridge Afc,103 North Maple,,Stephenson,MI,49887,9067536656,8,Northpointe Behavioral Healthcare Systems
AF,AF590004463,Secluded Pines,2700 Condensery Road,,Sheridan,MI,48884,9892913993,5,Ruth Ann Stevens
AS,AS630250479,Michael Court,1570 Michael Court,,Milford,MI,48381,2486768186,6,Progressive Lifestyles Inc
AS,AS630012593,Hunt Club House,25491 Hunt Club,,Farmington Hills,MI,48335,2484786111,6,Progressive Lifestyles Inc
AS,AS630293956,Pitt Home,32735 Olde Franklin,,Farmington,MI,48334,2486634337,5,Kadima Jewish Support Services For Adults with MI
AS,AS630383150,Grand 1,28860 Balmoral Way,,Farmington Hills,MI,48334,2488937031,4,Kadima Jewish Support Services For Adults with MI
AS,AS630012619,Alta Vista,3361 Alta Vista,,Milford,MI,48380,2486858216,5,New Life Services Inc
AS,AS630012577,The Burton Ranch,39413 Burton Drive,,Novi,MI,48375,2483021918,6,Medical Alternatives Inc
AS,AS630274298,Avon Group Home,275 Lesdale,,Troy,MI,48085,2488796120,6,"Elite Alternatives, Inc."
AS,AS610393016,Mill Iron,1123 Mill Iron Road,,Muskegon,MI,49442,2317735355,6,Pioneer Resources
AS,AS410015507,Ridgebluff Home,8610 Ridgebluff  SW,,Byron Center,MI,49315,6168784063,6,MOKA Non-Profit Services Corp
AS,AS410284124,Waterbury Road Home,"5510 Waterbury Place, SE",,Kentwood,MI,49508,6162810917,3,MOKA Non-Profit Services Corp
AS,AS610379818,Harbor Pines,6459 Harbor Pines Lane,,Norton Shores,MI,49444,2317984895,6,MOKA Non-Profit Services Corp
AS,AS610395835,Crescent AFC Home,Suite 201,472 W. Hile Rd.,Norton Shores,MI,49444,2318944975,6,MOKA Non-Profit Services Corp
AS,AS610303022,Oxford Circle,3293 Orshal Rd.,,Whitehall,MI,49461,2317669286,4,MOKA Non-Profit Services Corp
AF,AF280002212,LaRosa AFC Home,3305 Wemple Road,,Traverse City,MI,49686,2319293830,6,Lois LaRosa and James LaRosa
AH,AH410236876,Rest Haven Home,"1424 Union Avenue, NE",,Grand Rapids,MI,495055197,6163636819,86,"Rest Haven Homes, Inc."
AS,AS820277452,Mother Cabrini #4,7875 Pelham Rd.,,Allen Park,MI,48101,3132167988,6,Kamman Adult Foster Care Hm Inc
AF,AF630004780,Affordable Living Care,260 Ridgemont,,Oxford,MI,48370,2486936936,4,Fritts Judy
AL,AL410384909,Meadowlark Retirement Village B,65 Ida Red,,Sparta,MI,49345,6168878891,20,"Porter Hills Presbyterian Village, Inc."
AS,AS810315443,Encore House,2890 Easy Street,,Ann Arbor,MI,48108,7346770070,6,Moriah Incorporated
AM,AM030007687,Sunset House,3126 Babylon Rd,,Allegan,MI,49010,2696732014,12,Sunset House Inc
AS,AS710012893,Brege Home,491 W Brege Dr,,Rogers City,MI,49779,9897347108,6,Northeast Michigan CMH Authority
AS,AS720016066,Danes Forest,6705 Dane Court,,Houghton Lake,MI,48629,9892022517,6,Aloha Center Inc
AS,AS630012706,Deer Ridge Group Home,6701 Deer Ridge,,Clarkston,MI,48348,2488124393,4,CLC Inc
AS,AS630095511,Pitt,5920 Indianwood Tr,,Bloomfield Twp,MI,48301,2488657862,6,JARC
AS,AS460014910,Russell Road Home,3663 Russell Road,,Tecumseh,MI,49286,5174238029,6,"Christ Centered Homes, Inc."
AS,AS460271246,Tipton Highway Home,2721 Tipton Highway,,Adrian,MI,49221,5172656833,6,"Christ Centered Homes, Inc."
AS,AS460069264,Marvin Drive Home,3376 Marvin Drive,,Adrian,MI,49221,5174996404,6,"Christ Centered Homes, Inc."
AL,AL410007163,Pivot,"385 Leonard  Street, NE",,Grand Rapids,MI,495031129,6164544777,16,Hope Network Behavioral Health Services
AL,AL410015787,Rivervalley 2,"1450 Leonard Street, NE",,Grand Rapids,MI,495055515,6167748789,16,Hope Network Behavioral Health Services
AL,AL820395614,Harbor Point Dearborn Heights,6500 N Inkster Road,,Dearborn Heights,MI,48127,3139084459,13,Hope Network Behavioral Health Services
AS,AS700402367,Robert Brown Crisis Center,160 Manley Street,,Holland,MI,49424,6162988190,6,Hope Network Behavioral Health Services
AF,AF410301269,Kaman's AFC Home,5025 Cisne SW,,Wyoming,MI,49548,6165313635,4,Kaman Vicky
AS,AS410074760,Grandville Friendship Home #2,"3636 All Pine Court, SW",,Grandville,MI,494182665,6162619040,6,"Grandville Friendship Homes, Inc."
AS,AS630389328,Lake Orion,1025 Orion Road,,Lake Orion,MI,48035,2488147650,6,Life Center Inc
AL,AL030006858,Country Liv - Inn Inc,2234 Seventh Street,,Shelbyville,MI,49344,2696725323,16,Country Liv-Inn Inc
AL,AL030006859,LakeSide Vista Rotterdam Haus,340 West 40th Street,,Holland,MI,49423,6163940302,20,Leisure Living Management of Holland Inc.
AM,AM410008757,East Fulton AFC,635 East Fulton Street,,Grand Rapids,MI,495034425,6168053816,12,"Verkaik, Edward and Marcia"
AS,AS630247482,Bell Home,Suite 232,27522 Bell Road,Southfield,MI,48034,2483563921,4,Angels' Place Inc
AS,AS630307091,R.C. Mahon Home,4765 Tullamore,,Bloomfield Hills,MI,48304,2485940264,5,Angels' Place Inc
AS,AS630012292,CLC VonEberstein,1711 Northwood,,Royal Oak,MI,48067,2485441937,6,Community Living Centers Inc
AS,AS630314730,CLC Code Road,25100 Code Avenue,,Southfield,MI,48034,2484780870,6,Community Living Centers Inc
AL,AL630007336,Courtyard Manor of Wixom II,48578 Pontiac Trail,,Wixom,MI,48393,2486695263,20,Courtyard Manor of Wixom Inc
AS,AS630293497,Baker House,5080 Rose Hill Blvd.,,Holly,MI,48442,2486345530,6,Rose Hill Center Inc
AL,AL630007341,Kelly Community Center,5130 Rose Hill Boulevard,,Holly,MI,48442,2486345530,20,Rose Hill Center Inc
AH,AH380237409,Spring Arbor Assisted Living Center,3700 S. Dearing Rd.,,Spring Arbor,MI,49283,5177502700,88,"Ganton Retirement Centers, Inc."
AH,AH380299010,Legacy Assisted Living,5025 Ann Arbor Rd.,,Jackson,MI,49201,5177642000,113,"Ganton Retirement Centers, Inc."
AS,AS800382668,Affinity - Meadowbrook,430 Bangor Road,,Lawrence,MI,49064,2685394150,6,Affinity Health Management LLC
AF,AF630004797,Seymour Lake Home,3190 Sashabaw,,Oxford,MI,48371,2486280359,6,Larson Patricia
AF,AF540281082,Jayne's House,831 Rose Street,,Big Rapids,MI,49307,2317964512,6,Jayne Ann Graham
AG,AG820000046,Hillcrest Residence,2008 W. Grand Boulevard,,Detroit,MI,48208,3138983928,35,Blithesome Home Inc.
AS,AS820013813,Rosedale Residence,14922 Minock,,Detroit,MI,48223,3135921261,6,Blithesome Home Inc.
AS,AS250293347,Paige Court Street,4069 W Court St,,Flint,MI,48532,8102300766,6,Paige's Supervised Comm Living Inc
AF,AF790006111,That Touch Of Class,330 Hamilton St,,Caro,MI,48723,9896735685,6,Bennett Nancy
AS,AS610012196,West Fruitport Home,2289 W. Fruitport Road,,Spring Lake,MI,49456,6168424949,6,HGA Non Profit Homes Inc.
AS,AS620012266,Morgan St,104 Morgan Street,,White Cloud,MI,49349,2316890034,6,HGA Non Profit Homes Inc.
AS,AS610012250,Baker Haven Home,2145 Baker Street,,Muskegon Heights,MI,49444,2317606222,6,Cynthia D Fox
AS,AS370011298,Vernon St Home,618 Vernon,,Mt Pleasant,MI,48858,9897732549,6,Central Mich Non Profit Housing
AM,AM370404603,McVey Street Home,901 McVey,,Mt Pleasant,MI,48858,9897723359,12,Central Mich Non Profit Housing
AS,AS290085999,Arcada Home,4107 Arcada Drive,,Alma,MI,48801,9894635927,6,"Bay Human Services, Inc."
AS,AS230378862,New Beech,415 Beech Street,,Charlotte,MI,48813,5175419960,6,"Bay Human Services, Inc."
AS,AS090395688,Rose Home,308 Ireland,,Auburn,MI,48611,9898469631,6,"Bay Human Services, Inc."
AL,AL170399127,Meridian Heights,1105 Meridian,,Sault Ste. Marie,MI,49783,9066358806,18,"Bay Human Services, Inc."
AS,AS290337028,Norton Gibbs,650 Norton Gibbs,,Ithaca,MI,48847,9898752463,6,"Bay Human Services, Inc."
AF,AF250001927,Wickson AFC,10526 E Maple Avenue,,Davison,MI,48423,8106539856,6,Wickson Clarissa
AS,AS210278290,Whispering Pines Gladstone,416 S 17th Street,,Gladstone,MI,49837,9064283012,6,Pinecrest MCF Board
AS,AS230079441,Green Meadows,439 Green Meadows Drive,,Lansing,MI,48917,5173237218,6,Residential Options Inc.
AS,AS250010767,Family Support Group Home,G-3445 Mackin Road,,Flint,MI,48504,8107329160,6,Family Supp Svcs For Mental Rec
AS,AS730071758,Woodlawn Home (CLF),238 Woodlawn Dr,,St Charles,MI,48655,9898658264,6,"Resident Advancement, Inc."
AS,AS470288279,Burkhart Road Home,56 S. Burkhart Road,,Howell,MI,48843,5175484495,6,Renaissance Community Homes Inc
AS,AS460390397,Main Street Home 1,451 S. Main Street,,Adrian,MI,49221,5172634917,6,Renaissance Community Homes Inc
AS,AS500238356,Sherwood,20419 Sherwood,,Macomb,MI,48044,5862461378,6,Macomb Family Services Inc
AM,AM330078294,Village Manor,4750 Church St,,Onondaga,MI,49264,5176283071,8,"Alternative Community Living, Inc."
AS,AS500094564,Baker Home,51105 Baker,,Chesterfield Townshp,MI,48045,5867162092,6,"Alternative Community Living, Inc."
AS,AS250274209,Westwood,2820 Westwood,,Flint,MI,48503,8104249030,6,"Alternative Community Living, Inc."
AF,AF630004997,Bowman AFC Home,753 Owego,,Pontiac,MI,48341,2483327606,4,Lottie M. Bowman
AF,AF110000683,Shimas AFC Home,8729 Kephart Lane,,Berrien Springs,MI,49103,2693624997,6,Cornelius and Shima Murmu
AM,AM280238050,Beacon Home at Mission Point,604 Ash Street,,Kingsley,MI,49649,2312637323,11,"ViviCare Southeast, Inc."
AS,AS820237102,Cunningham's Trenton Senior Residence,1806 Heatherhill,,Trenton,MI,48183,7346923476,6,Cunningham's Trenton Senior Residence Inc.
AS,AS130238694,The Grand Home of Marshall,111 North Grand St,,Marshall,MI,49068,2697891111,5,Health Partners Group Homes Inc
AS,AS410388538,Community Safe Keeping Home,820 Watkins SE,,Grand Rapids,MI,49507,6164274570,6,Raekesha Mcmillian
AF,AF390303489,South County Home Health Providers,115 North 3rd St,,Vicksburg,MI,49097,2696494796,4,Tina Griffith
AF,AF040263988,Chism Home,8600 Briar Hill,,Herron,MI,49744,9897272735,6,Jennifer Chism
AH,AH400295173,Kalkaska Memorial Assisted Living,509 S. Orange Street,,Kalkaska,MI,49646,2312583033,40,Kalkaska Memorial Hospital
AL,AL080242139,Woodlawn Meadows Specialized Care,1725 N. East St.,,Hastings,MI,49058,2699484921,20,"Woodlawn Meadows, LLC"
AS,AS630294515,Meadowlark Home Care - I,29931 Bermuda Lane,,Southfield,MI,48076,2489968365,6,"Meadowlark Home Care, Inc."
AF,AF500262745,Pemberton House,5640 Meadowview,,Sterling Heights,MI,48310,5862648524,6,Kimberly Pemberton and Bert Pemberton
AS,AS820280358,Bowers IV AFC Inc.,3024 Elmhurst,,Detroit,MI,48206,3133637018,5,Bowers Adult Foster Care Inc
AS,AS820245771,Twin Oaks,27024 Norfolk,,Inkster,MI,48141,3133594166,6,Twin Oaks Extended Care Corp.
AL,AL590279843,Green Acres of Greenville,1601 Winter Creek Court,,Greenville,MI,48838,6167548850,20,Retirement Living Management of Greenville
AS,AS630243783,Radclift House,23530 Radclift,,Oak Park,MI,48237,2485699197,6,"Radclift, Inc"
AL,AL530245940,Ludington Woods Supportive Care,502 N Sherman,,Ludington,MI,49431,2318456100,20,Ludington Woods Retirement Village LLC
AM,AM760317941,Martinez Retirement Home,127 Lincoln,,Sandusky,MI,48471,8106484744,12,"Martinez, Angela"
AS,AS820303037,Ross Manor,26116 Ross,,Inkster,MI,48141,2485691040,6,Allied Continuing Care Inc
AS,AS790260598,Hunt Home,4645 Hunt Street,,Cass City,MI,48726,9898728746,6,Fulton Residential Care Corp.
AS,AS790388986,Virginia Street,6250 Virginia St.,,Cass City,MI,48726,9898721102,6,Fulton Residential Care Corp.
AS,AS760277553,Brown AFC,3737 VanDyke,,Decker,MI,48426,9898722508,6,Kimberly Brown
AL,AL300291024,Drews Place at Village Green II,109 Village Green Blvd,,Hillsdale,MI,49242,5174377902,20,Drews Place of Hillsdale Inc.
AL,AL300007000,Drews Place Of Hillsdale Inc,300 E Bacon Street,,Hillsdale,MI,49242,5174391600,20,Drews Place of Hillsdale Inc.
AL,AL290252478,Wallace St Assisted Living Center,211 West Wallace Street,,Ashley,MI,48806,9898472188,16,"Wallace Street Partners, LLC"
AF,AF300254367,Tri-State Country Care,6028 Cambria Road,,Hillsdale,MI,49242,5173574220,5,Toni and Steven Bump
AF,AF770283518,Clark' s Landing,2618 N. River Road,,Gulliver,MI,49840,9063415100,4,"Clark, Joy and Jerome"
AM,AM620268875,Peaceful Acres AFC,6135 112th St.,,Howard City,MI,49329,6166364777,12,Linda Eckelstafer
AS,AS500288072,Robinham III,7528 Meadow,,Warren,MI,48091,5864275456,6,"Robinham, Inc."
AL,AL440263405,Devonshire Retirement Village Specialized Care,105 Devonshire Drive,,Lapeer,MI,48446,8102457646,20,"Devonshire Retirement Village, LLC"
AL,AL830309607,Sunnyside Senior Living,108 Wildwood Drive,,Cadillac,MI,49601,2317757750,20,"Baruch SLS, Inc."
AL,AL200337124,Northern Pines Assisted Living,130 Mary Ann Street,,Grayling,MI,49738,9893442010,20,"Baruch SLS, Inc."
AL,AL250381017,Hyde Park AL I,3100 Wyndham,,Flushing,MI,48433,8106593000,20,"Baruch SLS, Inc."
AL,AL240388304,Mallard Cove Assisted Living,2801 Charlevoix Road,,Petoskey,MI,49770,2313472273,20,"Baruch SLS, Inc."
AM,AM400369176,Cherry Hill Haven of Kalkaska,3412 American Way,,Williamsburg,MI,49690,2312585900,12,"Baruch SLS, Inc."
AL,AL540398499,Evergreen Terrace Assisted Living,801 Fuller,,Big Rapids,MI,49307,2315271050,20,"Baruch SLS, Inc."
AS,AS130254905,Highland AFC,"1100 Highland Blvd, W",,Battle Creek,MI,49015,2699621301,4,"Select Residential Solutions, LLC"
AF,AF700263375,The Graysons,6240 Pinecrest Dr.,,Zeeland,MI,49464,6168758219,4,"Grayson, Charles and Grayson, Kerry"
