Facility ID,Facility Name,Address,City,State,Zip Code,County,Phone Number,Ownership Type,State Facility Type 2 Literal,State Facility Type 1 Literal,Date Accessed
34265,Holistic Home Care Llc,2325 CASCADE PLAZA SOUTH,Woodbury,MN,55125,Washington,651-283-9564,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
34053,Holistic Home Care Llc,7533 CARILLON PLAZA WEST,Woodbury,MN,55125,Washington,651-283-9564,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
36018,Holistic Home Care Llc,2332 TIMBERLEA DRIVE,Woodbury,MN,55125,Washington,651-330-1733,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
33146,Holistic Home Care Llc,2321 CASCADE PLAZA SOUTH,Woodbury,MN,55125,Washington,651-330-1733,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
33704,Holistic Home Care Llc,1812 BIELENBERG COURT,Woodbury,MN,55125,Washington,651-283-9564,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
35414,Holistic Home Llc,4659 BRYANT AVENUE NORTH,Minneapolis,MN,55412,Hennepin,612-701-0913,LIMITED LIABILITY COMPANY,,HOUSING WITH SERVICES,7/12/21
30766,Holly Ridge Manor,500 HOLLY RIDGE DRIVE,Starbuck,MN,56381,Pope,320-239-4775,NONPROFIT CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
30761,Home And Comfort Inc,500 POWELL AVENUE,Coleraine,MN,55722,Itasca,218-245-0012,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
35689,Home And Comfort Inc 2,908 TRAILVIEW STREET,Bovey,MN,55709,Itasca,218-256-0463,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
21051,Home Front First,224 NORTH 19TH STREET,Montevideo,MN,56265,Chippewa,320-269-2930,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
34049,Home Joy Home Care Of 83,7632 83RD AVENUE NORTH,Brooklyn Park,MN,55445,Hennepin,763-360-5991,CORPORATION,,HOUSING WITH SERVICES,7/12/21
35378,Home Sweet Home Of Minnesota,9 ARBOR LANE,Burnsville,MN,55337,Dakota,651-348-6211,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
34895,Home Sweet Home Of Minnesota,13705 IRVING AVENUE SOUTH,Burnsville,MN,55337,Dakota,651-348-6211,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
34894,Home Sweet Home Of Minnesota,521 HUMBOLDT AVENUE,St. Paul,MN,55107,Ramsey,651-348-6211,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
35851,Home Sweet Home Of Minnesota,2393 11TH AVENUE EAST,North St Paul,MN,55109,Ramsey,651-348-6211,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
34893,Home Sweet Home Of Minnesota,519 HUMBOLDT AVENUE,St. Paul,MN,55107,Ramsey,651-348-6211,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
20825,Homestead Place,503 MORK ST,Lake Benton,MN,56149,Lincoln,320-441-7001,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
20824,Homestead Place,501 MORK STREET,Lake Benton,MN,56149,Lincoln,320-441-7001,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
30652,Hometown Senior Living-Belmont,1265 BELMONT DRIVE,Woodbury,MN,55125,Washington,651-207-5999,CORPORATION,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
25900,Hometown Sr Living Of Eagan,3808 BLACKHAWK RIDGE PLACE,Eagan,MN,55122,Dakota,651-688-7045,CORPORATION,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
28204,Hometown Sr Living Wedgewood,3610 MOUNT VERNON COURT,Woodbury,MN,55129,Washington,651-714-7099,CORPORATION,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
32439,Hometown Sr Living Wedgewood N,10025 ANTRIM COURT,Woodbury,MN,55129,Washington,651-714-7075,CORPORATION,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
36349,Honesty Care Home Llc,5540 LINDSAY ST,Golden Valley,MN,55422,Hennepin,612-442-4395,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
31991,Hope And New Life Health Care,13550 EVEREST AVENUE,Apple Valley,MN,55124,Dakota,612-275-5132,NONPROFIT CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
34708,Hope Assisted Living Llc,1942 WASHBURN AVENUE NORTH,Minneapolis,MN,55411,Hennepin,651-283-9621,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
37319,Hope Assisted Living Llc,3410 HUMBOLDT AVENUE NORTH,Minneapolis,MN,55412,Hennepin,763-208-0901,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
34663,Hope Homes Llc,8035 STEVENS AVENUE SOUTH,Bloomington,MN,55420,Hennepin,612-407-0471,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
33381,Hope Place,80 COON RAPIDS BOULEVARD,Coon Rapids,MN,55448,Anoka,612-245-6154,NONPROFIT CORPORATION,,HOUSING WITH SERVICES,7/12/21
36880,Hope Residential Homes Llc,4008 129TH STREET,Savage,MN,55378,Scott,612-598-8681,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
34606,Hope Residential Homes Llc,9800 MORGAN AVENUE SOUTH,Bloomington,MN,55431,Hennepin,612-598-8681,LIMITED LIABILITY COMPANY,,HOUSING WITH SERVICES,7/12/21
33956,Hope Rest Homes,333 EAST 22ND STREET,Minneapolis,MN,55404,Hennepin,612-978-7023,CORPORATION,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
34882,Hope Rest Homes Inc,7553 UNIVERSITY AVENUE NE,Fridley,MN,55432,Anoka,612-978-7023,CORPORATION,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
37147,Hope Rest Homes Inc.,7515 15TH AVENUE SOUTH,Richfield,MN,55423,Hennepin,612-978-7023,CORPORATION,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
36235,Hope Wellness Center Inc.,3119 4TH AVENUE SOUTH,Minneapolis,MN,55408,Hennepin,206-779-7540,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
30715,Hope'S Residence,6449 EDGEMONT BOULEVARD NORTH,Brooklyn Park,MN,55428,Hennepin,763-205-0519,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
36709,Hopeville Home Healthcare,4925 78TH LANE NORTH,Brooklyn Park,MN,55443,Hennepin,763-843-8850,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
35990,Horizon Care Llc,1075 ROME DRIVE,Apple Valley,MN,55124,Dakota,617-832-5590,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
37070,Horizon Home Care Services Inc,7424 NOBLE AVENUE NORTH,Brooklyn Park,MN,55443,Hennepin,763-300-0271,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
35417,Horizon Home Care Services Inc,4609 BIRCH GROVE CIRCLE,Brooklyn Park,MN,55443,Hennepin,763-300-0271,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
30682,Horizon Place,510 COMMERCE DRIVE,Le Center,MN,56057,Lesueur,507-357-2262,CORPORATION,,HOUSING WITH SERVICES,7/12/21
27970,Hoyt Lakes Carefree Living Llc,421 KENNEDY MEMORIAL DRIVE,Hoyt Lakes,MN,55750,Saint Louis,218-255-0176,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
27389,Hsl Of Rosemount,12591 SHANNON PARKWAY,Rosemount,MN,55068,Dakota,651-423-7012,CORPORATION,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
34383,Hsl Wedgewood Central,3602 MT VERNON COURT,Woodbury,MN,55129,Washington,651-714-7075,CORPORATION,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
30791,Hub City Development Inc,2409 LINDEN AVENUE,Slayton,MN,56172,Murray,507-836-1055,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
28686,Hyatt House Llc,231 WASHINGTON STREET,Holdingford,MN,56340,Stearns,320-746-9902,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
36484,Hyatt House Llc,1604 CLEARWATER ROAD,St Cloud,MN,56301,Stearns,320-746-9902,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
28485,Ian'S House,7825 MODERN ROAD,Brooklyn Park,MN,55428,Hennepin,763-566-0831,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
37371,Icare Homes L.L.C.,1921 SMITH CIRCLE,Wayzata,MN,55391,Hennepin,612-545-8188,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
25395,Iceland Manor,20541 ICELAND AVENUE,Lakeville,MN,55044,Dakota,952-236-8192,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
34759,Idaho Home,1731 IDAHO AVENUE EAST,St. Paul,MN,55106,Ramsey,651-666-2135,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
36918,Iheart Housing With Services,15236 GERMANIUM CIRCLE,Ramsey,MN,55303,Anoka,612-316-5351,CORPORATION,,HOUSING WITH SERVICES,7/12/21
36313,Iheart Housing With Services,6032 YUKON AVENUE NORTH,New Hope,MN,55428,Hennepin,763-533-5062,CORPORATION,,HOUSING WITH SERVICES,7/12/21
24788,Ihi Thomas Court,4100 THOMAS AVENUE NORTH,Minneapolis,MN,55412,Hennepin,763-999-7799,CORPORATION,,HOUSING WITH SERVICES,7/12/21
30588,Ihi Zane,7901 ZANE AVENUE NORTH,Brooklyn Park,MN,55443,Hennepin,763-999-7799,CORPORATION,,HOUSING WITH SERVICES,7/12/21
36649,Immaculate Home,1390 BEECH STREET,St. Paul,MN,55106,Ramsey,651-666-2135,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
37628,Impatiens Assisted Living,4506 IMPATIENS AVENUE NORTH,Brooklyn Park,MN,55443,Hennepin,612-460-0018,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
35946,Imran Healthcare Services Llc,726 30TH AVENUE NORTH,Minneapolis,MN,55411,Hennepin,612-295-1104,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
37008,Imran Healthcare Services Llc,2010 NORTH 4TH STREET,Minneapolis,MN,55411,Hennepin,612-295-1104,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
36346,In House Home Health,7336 SYMPHONY STREET NE,Fridley,MN,55432,Anoka,612-483-6326,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
36485,In My Father'S House Llc,3096 SNELLING AVENUE NORTH,Roseville,MN,55113,Ramsey,612-806-9250,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
35015,Independent Endeavors Llc,1120 SIBLEY STREET APT #3,Hastings,MN,55033,Dakota,651-600-7805,LIMITED LIABILITY COMPANY,,HOUSING WITH SERVICES,7/12/21
33362,Independent Haven Rose Haven I,320 GARFIELD AVENUE SOUTH,Montrose,MN,55363,Wright,763-999-7799,CORPORATION,,HOUSING WITH SERVICES,7/12/21
33363,Independent Haven Rosehaven Ii,330 GARFIELD AVENUE SOUTH,Montrose,MN,55363,Wright,763-999-7799,CORPORATION,,HOUSING WITH SERVICES,7/12/21
35395,Independent Living Placement,327 FRONT AVENUE,St. Paul,MN,55117,Ramsey,651-714-8674,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
35843,Indigo Healthcare Services Llc,1161 CHERRY LANE NE,Columbia Heights,MN,55421,Anoka,781-250-9059,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
37372,Indigo Healthcare Services Llc,8501 BROOKLYN BLVD.,Brooklyn Park,MN,55428,Hennepin,763-390-0771,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
36896,Infinity Care Corp,14015 COUNTY ROAD 9,Plymouth,MN,55447,Hennepin,612-814-1255,CORPORATION,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
36253,Infinity Health Home Care Llc,3313 29TH AVENUE SOUTH,Minneapolis,MN,55406,Hennepin,408-637-0001,LIMITED LIABILITY COMPANY,,HOUSING WITH SERVICES,7/12/21
30245,Ingleside,2811 ROLAND AVENUE,Fairmont,MN,56031,Martin,507-238-9654,CORPORATION,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
35845,Inspire Care Inc,1520 CONCORDIA AVENUE,St. Paul,MN,55104,Ramsey,773-627-1215,CORPORATION,,HOUSING WITH SERVICES,7/12/21
37689,Inspire Care Inc,804 EMERSON AVENUE NORTH,Minneapolis,MN,55411,Hennepin,651-621-0722,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
37310,Inspire Care Inc,610 SILVER LAKE ROAD NW,New Brighton,MN,55112,Ramsey,651-621-0722,CORPORATION,,HOUSING WITH SERVICES,7/12/21
34776,Integra Home Health Prof Llc,4532 BOONE AVENUE NORTH,New Hope,MN,55428,Hennepin,763-537-9530,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
36803,Integrity Home Health Care Llc,2261 COON RAPIDS BOULEVARD NW,Coon Rapids,MN,55433,Anoka,612-807-4484,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
22354,Interim Healthcare Vent Care,4730 MATTERHORN CIRCLE,Duluth,MN,55811,Saint Louis,218-722-0053,CORPORATION,,HOUSING WITH SERVICES,7/12/21
32051,Interlude Restorative Suites,2775 CAMPUS DRIVE NORTH,Plymouth,MN,55441,Hennepin,763-577-3400,NONPROFIT CORPORATION,,HOUSING WITH SERVICES,7/12/21
34463,Intuit Home Care,11662 99TH PLACE NORTH,Maple Grove,MN,55369,Hennepin,866-890-2310,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
30696,Inver Grove Heights White Pine,9056 BUCHANAN TRAIL,Inver Grove Heights,MN,55077,Dakota,651-306-9886,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
27378,Inver Grove Heights Wp Ii Llc,9058 BUCHANAN TRAIL,Inver Grove Heights,MN,55077,Dakota,651-455-6549,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
30647,Inverwood Senior Living,7260 SOUTH ROBERT TRAIL,Inver Grove Heights,MN,55077,Dakota,651-492-6535,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
37194,Inviting Homes Llc,3100 17TH AVENUE,Minneapolis,MN,55407,Hennepin,612-703-3237,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
23247,Iris Park Commons,1850 UNIVERSITY AVENUE WEST,St. Paul,MN,55104,Ramsey,651-646-1026,NONPROFIT CORPORATION,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
20333,Island View Manor Inc,700 HIGHWAY 71 NORTH,Willmar,MN,56201,Kandiyohi,320-441-7001,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
34045,Ivy Hill Senior Care Inc,607 NW 2ND AVENUE,Faribault,MN,55021,Rice,507-332-8966,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
25157,Iyke'S House,4400 82ND AVENUE NORTH,Brooklyn Park,MN,55443,Hennepin,763-566-0831,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
35317,J & K Comfort Home,432 106TH AVENUE NW,Coon Rapids,MN,55448,Anoka,763-452-5559,PARTNERSHIP,,HOUSING WITH SERVICES,7/12/21
34432,Jabez Customized Living Servi,1417 BROOKDALE DRIVE,Brooklyn Park,MN,55444,Hennepin,612-272-8009,NONPROFIT CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
35705,Jabez Customized Living Srvcs,8350 PIERCE STREET NE,Spring Lake Park,MN,55432,Anoka,763-710-4084,NONPROFIT CORPORATION,,HOUSING WITH SERVICES,7/12/21
30220,Jack Pine Chateau,912 MAIN ST,Littlefork,MN,56653,Koochiching,218-278-4834,NONPROFIT CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
32622,James Residences,9400 JAMES AVENUE NORTH,Brooklyn Park,MN,55444,Hennepin,763-222-9503,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
35367,Jase'S House,3092 CLEVELAND AVENUE NORTH,Roseville,MN,55113,Ramsey,952-848-0935,LIMITED LIABILITY COMPANY,,HOUSING WITH SERVICES,7/12/21
30407,Jasper Sunrise Village,100 ROBERT AVENUE NORTH STE100,Jasper,MN,56144,Pipestone,507-348-8620,CITY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
35471,Jbs Homes Llc,16560 JACKDAW PATH,Lakeville,MN,55044,Dakota,952-237-9138,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
35893,Jersey House,6932 JERSEY AVENUE NORTH,Brooklyn Park,MN,55428,Hennepin,763-432-6413,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
36928,Jmkay Health Care Services Inc,5807 BRYANT AVENUE NORTH,Brooklyn Center,MN,55430,Hennepin,763-245-0668,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
34267,Jmkay Health Care Services Inc,4200 WINCHESTER LANE,Brooklyn Center,MN,55429,Hennepin,763-245-0668,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
33269,Jmkay Health Care Services Inc,5600 5TH STREET NE,Fridley,MN,55432,Anoka,763-245-0668,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
34966,Jmkay Health Care Services Inc,7748 DALEVIEW DRIVE,Brooklyn Park,MN,55442,Hennepin,763-245-0668,CORPORATION,,HOUSING WITH SERVICES,7/12/21
33608,Jmkay Health Care Services Inc,2318 55TH AVENUE NORTH,Brooklyn Center,MN,55430,Hennepin,763-245-0668,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
35011,Jmkay Health Care Services Inc,4506 71ST AVENUE NORTH,Brooklyn Center,MN,55429,Hennepin,763-238-2270,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
37042,Jmkay Healthcare Services Inc,6325 BROOKLYN BOULEVARD,Brooklyn Center,MN,55429,Hennepin,763-245-0668,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
20113,Johanna Shores Commons & Arbor,3200 LAKE JOHANNA BOULEVARD,Arden Hills,MN,55112,Ramsey,651-631-6070,NONPROFIT CORPORATION,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
21670,John Paul Apartments,200 8TH AVENUE NORTH,Cold Spring,MN,56320,Stearns,320-685-4429,NONPROFIT CORPORATION,,HOUSING WITH SERVICES,7/12/21
30241,Johnson Memorial Assisted,1288 LOCUST STREET,Dawson,MN,56232,Lac Qui Parle,320-769-2144,HOSPITAL DISTRICT OR AUTHORITY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
30734,Jones Harrison Assisted Living,3700 CEDAR LAKE AVENUE,Minneapolis,MN,55416,Hennepin,612-925-7170,NONPROFIT CORPORATION,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
21039,Jordan Tower I,433 WEST 4TH STREET,Red Wing,MN,55066,Goodhue,651-301-7018,HOUSING AND REDEVELOPMENT AUTHORITY,,HOUSING WITH SERVICES,7/12/21
21040,Jordan Tower Ii,440 WEST 5TH STREET,Red Wing,MN,55066,Goodhue,651-301-7018,HOUSING AND REDEVELOPMENT AUTHORITY,,HOUSING WITH SERVICES,7/12/21
35392,Joshua'S Manor,4939 140TH STREET WEST,Apple Valley,MN,55124,Dakota,651-592-2550,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
37615,Journeys Home Care Llc,3264 XENIA AVENUE NORTH,Crystal,MN,55422,Hennepin,612-202-4007,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
34435,Journeys Home Care Llc,5312 QUEEN AVENUE NORTH,Brooklyn Center,MN,55430,Hennepin,612-202-4007,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
35708,Joy Care Homes Llc,6825 71ST AVENUE NORTH,Brooklyn Park,MN,55428,Hennepin,651-354-3127,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
35701,Joy Care Homes Llc,4301 78TH AVENUE NORTH,Brooklyn Park,MN,55443,Hennepin,763-657-7923,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
34397,Joy Care Homes Llc,11900 QUEBEC CIRCLE,Champlin,MN,55316,Hennepin,763-657-7923,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
35819,Joy Living Inc,430 NIAGARA LANE NORTH,Plymouth,MN,55447,Hennepin,612-607-9109,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
34572,Joyful Home Health Care Llc,6568 CENTRAL AVENUE NE,Fridley,MN,55432,Anoka,612-481-4636,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
35518,Joyful Home Healthcare Llc,5737 REGENT AVENUE NORTH,Crystal,MN,55429,Hennepin,612-481-4636,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
34069,Joyous Care & Family Preserva,4004 82ND AVENUE NORTH,Brooklyn Park,MN,55443,Hennepin,763-315-5912,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
34068,Joyous Care Services,4000 82ND AVENUE NORTH,Brooklyn Park,MN,55443,Hennepin,763-315-5912,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
35405,Jubilee Home Care Inc,1601 68TH LANE NORTH,Brooklyn Center,MN,55430,Hennepin,612-272-8000,CORPORATION,,HOUSING WITH SERVICES,7/12/21
28155,Just Like Home Senior Care,29288 OLD TOWN ROAD,Chisago City,MN,55013,Chisago,651-257-3684,CORPORATION,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
35737,Karen Home,11711 KAREN LANE,Minnetonka,MN,55343,Hennepin,612-242-9164,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
35559,Kayton Residential Llc,1796 CENTENNIAL DRIVE,Roseville,MN,55113,Ramsey,651-442-3124,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
34175,Keller Lake Commons,655 NORWOOD LANE,Big Lake,MN,55309,Sherburne,763-263-2363,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
20329,Kenwood Place,4560 COUNTY HIGHWAY 61,Moose Lake,MN,55767,Carlton,218-351-9415,NONPROFIT CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
29456,Keystone Bluffs,2528 TRINITY ROAD,Duluth,MN,55811,Saint Louis,218-727-2800,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
32045,Keystone Place At Lavalle Fiel,14602 FINALE AVE N,Hugo,MN,55038,Washington,651-888-6557,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21
36665,Kind Care Llc,6418 GIRARD AVENUE,Brooklyn Center,MN,55430,Hennepin,612-298-5160,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
35192,Kind Heart Care Home,1049 GLEN PAUL COURT,Shoreview,MN,55126,Ramsey,763-269-9830,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
34773,Kindheart Homes Inc,2308 87TH TRAIL NORTH,Brooklyn Park,MN,55443,Hennepin,612-412-6639,LIMITED LIABILITY COMPANY,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
35597,Kindheart Homes Inc,4401 NEWTON AVENUE NORTH,Minneapolis,MN,55412,Hennepin,612-412-6639,CORPORATION,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21
