Your selection for all Supervised Living Facilities found 214 providers .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFID,NAME,ADDRESS,CITY,STATE,ZIP,COUNTY_CODE,COUNTY_NAME,TELEPHONE,FAX,ADMINISTRATOR,LIC_TYPE,HOSP_BEDS,BASS_BEDS,PSY_HOSP_BEDS,NH_BEDS,BCH_BEDS,SLFA_BEDS,SLFB_BEDS,OTHER_BEDS,HCP_TYPE,HWS,HWS_TYPE,OPS,HOSP18_BEDS,CAH,DEEMED,SWING,PSY18_BEDS,SNF_BEDS,SNFNF_BEDS,NF1_BEDS,NF2_BEDS,ICFMR_BEDS,HHA,HOSPICE,CMHC,CORF,ESRD,ASC,PPSP,PPSR,REHAB,RHC,XRAY,BLSS,MOBHES,BC,ICFMR,HCBS_PRV,SE_PRV,SNSA_PRV
1629,RANGE CENTER ASPENWOOD HOME,1820 EAST 39TH STREET,HIBBING,MN,55746,69,SAINT LOUIS,218-263-9079,218-254-7343,NICOLE STEEL,NONPROFIT CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1062,RANGE CENTER LEGACY,112 9TH STREET NW,CHISHOLM,MN,55719,69,SAINT LOUIS,218-254-4875,218-254-7343,NICOLE STEEL,NONPROFIT CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1315,RANGE CENTER MAPLEVIEW HOME,506 WEST 47TH STREET,HIBBING,MN,55746,69,SAINT LOUIS,218-263-4573,218-254-7343,NICOLE STEEL,NONPROFIT CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
22017,REBECCAS RESIDENCE,21077 PENROSE AVENUE NORTH,SCANDIA,MN,55073,82,WASHINGTON,651-433-5839,651-734-9533,JENNIFER FRAZER JOHN,LIMITED LIABILITY COMPANY,0,0,0,0,0,10,0,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
1470,REENTRY HOUSE,5812 LYNDALE AVENUE SOUTH,MINNEAPOLIS,MN,55419,27,HENNEPIN,612-869-2411,612-869-0313,TERRY SCHNEIDER,CORPORATION,0,0,0,0,0,16,0,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
33693,REENTRY HOUSE CRISIS STBL PROG,1800 CHICAGO AVENUE SOUTH,MINNEAPOLIS,MN,55404,27,HENNEPIN,612-540-5703,612-540-5701,LISA COOPER,CORPORATION,0,0,0,0,0,16,0,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
34437,REFRACTIONS LLC,22575 43RD AVENUE,ST. AUGUSTA,MN,56301,73,STEARNS,320-252-6017,320-252-6278,MOLLY PENA,LIMITED LIABILITY COMPANY,0,0,0,0,0,6,0,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
1205,REM HEARTLAND INC AMBER,107 DOROTHY STREET,FAIRMONT,MN,56031,46,MARTIN,952-922-6776,952-922-6885,MR. DEVIN NELSON,CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1537,REM HEARTLAND INC BIRCH,206 THOMAS DRIVE,MANKATO,MN,56001,7,BLUE EARTH,952-922-6776,952-922-6885,MR. DEVIN NELSON,CORPORATION,0,0,0,0,0,0,12,0,,,,,0,,,,0,0,0,0,0,12,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1427,REM HEARTLAND INC BUDD,111 DOROTHY STREET,FAIRMONT,MN,56031,46,MARTIN,952-922-6776,952-922-6885,MR. DEVIN NELSON,CORPORATION,0,0,0,0,0,0,12,0,,,,,0,,,,0,0,0,0,0,12,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1536,REM HEARTLAND INC CYPRESS,204 THOMAS DRIVE,MANKATO,MN,56001,7,BLUE EARTH,507-387-3181,507-387-3182,MR. DEVIN NELSON,CORPORATION,0,0,0,0,0,11,0,0,,,,,0,,,,0,0,0,0,0,11,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1455,REM HEARTLAND INC MADELIA,226 DREW AVENUE SOUTH,MADELIA,MN,56062,83,WATONWAN,952-922-6776,952-922-6885,MR. DEVIN NELSON,CORPORATION,0,0,0,0,0,0,13,0,,,,,0,,,,0,0,0,0,0,13,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
26137,REM HENNEPIN INC CRYSTAL,3400 QUAIL AVENUE NORTH,CRYSTAL,MN,55422,27,HENNEPIN,952-922-6776,952-922-6885,MR. DEVIN NELSON,CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1026,REM HENNEPIN INC LAKELAND,6816 65TH AVENUE NORTH,BROOKLYN PARK,MN,55428,27,HENNEPIN,952-922-6776,952-922-6885,MR. DEVIN NELSON,CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1130,REM HENNEPIN INC QUEEN,614 QUEEN AVENUE SOUTH,MINNEAPOLIS,MN,55405,27,HENNEPIN,952-922-6776,952-922-6885,MR. DEVIN NELSON,CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1274,REM HENNEPIN INC REGENT,3239 REGENT AVENUE NORTH,GOLDEN VALLEY,MN,55422,27,HENNEPIN,952-922-6776,952-922-6885,MR. DEVIN NELSON,CORPORATION,0,0,0,0,0,6,0,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1149,REM HENNEPIN INC WILLIAM,5100 WILLIAM AVENUE SOUTH,EDINA,MN,55436,27,HENNEPIN,952-922-6776,952-922-6885,MR. DEVIN NELSON,CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1403,REM HENNEPIN MINNETONKA,21 WESTWOOD ROAD,MINNETONKA,MN,55305,27,HENNEPIN,952-922-6776,952-922-6885,MR. DEVIN NELSON,CORPORATION,0,0,0,0,0,12,0,0,,,,,0,,,,0,0,0,0,0,12,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1320,REM RIVER BLUFFS ROCHESTER SE,1631 19TH AVENUE SE,ROCHESTER,MN,55904,55,OLMSTED,952-922-6776,952-922-6885,MS. STEPHANIE KALBACH,CORPORATION,0,0,0,0,0,12,0,0,,,,,0,,,,0,0,0,0,0,12,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1042,REM SOUTHWEST SRVS MARSHALL A,1003 NORTH 4TH STREET,MARSHALL,MN,56258,42,LYON,507-922-6776,952-922-6885,DEVIN NELSON,CORPORATION,0,0,0,0,0,6,0,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1616,REM SOUTHWEST SRVS MARSHALL C,1007 NORTH 4TH STREET,MARSHALL,MN,56258,42,LYON,952-922-6776,952-922-6885,MR. DEVIN NELSON,CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1266,REM SW SERVICES MONTEVIDEO,585 GRAVEL ROAD,MONTEVIDEO,MN,56265,12,CHIPPEWA,952-922-6776,952-922-6885,MS. LISA THELEN,CORPORATION,0,0,0,0,0,6,0,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1312,RENVILLE COUNTY COMM RES,831 GROVE AVENUE,BIRD ISLAND,MN,55310,65,RENVILLE,320-365-3748,320-365-4533,MS. HEATHER SANDER,NONPROFIT CORPORATION,0,0,0,0,0,6,0,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
21125,RES TREATMENT & DETOX CTR,1402 EAST SUPERIOR STREET,DULUTH,MN,55805,69,SAINT LOUIS,218-723-8444,218-336-4653,TINA SILVERNESS,NONPROFIT CORPORATION,0,0,0,0,0,0,40,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
1345,RESIDENTIAL ADVANTAGES LLC,107 SOUTH BLUE MOUND AVENUE,LUVERNE,MN,56156,67,ROCK,952-922-6776,952-922-6885,MR. DEVIN NELSON,CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
32962,RIVER RIDGE GLEN CREEK LODGE,16005 JOPLIN AVENUE,LAKEVILLE,MN,55044,19,DAKOTA,952-894-7722,952-288-2174,SHERI VRIEZE,LIMITED LIABILITY COMPANY,0,0,0,0,0,16,0,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
25914,RIVER RIDGE LLC A WOMAN'S WAY,7170 BRYANT LAKE DRIVE,EDEN PRAIRIE,MN,55344,27,HENNEPIN,952-894-7722,952-894-0882,SHERI VRIEZE,LIMITED LIABILITY COMPANY,0,0,0,0,0,16,0,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
29812,ROLLINGWOOD HOME,2203 ROLLING GREEN LANE,NORTH MANKATO,MN,56003,7,BLUE EARTH,507-779-7187,507-779-7186,EMILY EBRANSKY,NONPROFIT CORPORATION,0,0,0,0,0,0,5,0,,,,,0,,,,0,0,0,0,0,5,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1430,SHINGLE CREEK OPTION,5624 73RD AVENUE NORTH,BROOKLYN PARK,MN,55429,27,HENNEPIN,763-560-5330,763-566-8426,MR. MICHAEL AMON,NONPROFIT CORPORATION,0,0,0,0,0,0,15,0,,,,,0,,,,0,0,0,0,0,15,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1586,SILVER OAKS,3277 RICE CREEK ROAD,NEW BRIGHTON,MN,55112,62,RAMSEY,651-636-0546,651-636-4530,SANDRA QUINN,CORPORATION,0,0,0,0,0,4,0,0,,,,,0,,,,0,0,0,0,0,4,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1636,SPRINGHILL,531 SPRINGHILL ROAD,VADNAIS HEIGHTS,MN,55127,62,RAMSEY,651-483-9500,651-483-0775,MR. JIM MARTIN,NONPROFIT CORPORATION,0,0,0,0,0,0,4,0,,,,,0,,,,0,0,0,0,0,4,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
4307,ST. PAUL COMO COMMUNITY UNIT,690 COMO AVENUE,ST. PAUL,MN,55103,62,RAMSEY,651-558-2187,651-558-2230,DAMIR UTRZAN,STATE,0,0,0,0,0,16,0,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
25565,TAPESTRY,135 EAST COLORADO STREET,ST. PAUL,MN,55107,62,RAMSEY,612-454-2342,651-489-6458,MS. ANDREA KOFOED,LIMITED LIABILITY COMPANY,0,0,0,0,0,64,0,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
1449,THE GABLES,604 5TH STREET SW,ROCHESTER,MN,55902,55,OLMSTED,507-282-2500,507-282-6036,NANCY STOFFERAHN,CORPORATION,0,0,0,0,0,30,0,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
1682,THE LUTHERAN HOME HOPE RES,611 WEST MAIN STREET,BELLE PLAINE,MN,56011,70,SCOTT,952-873-2143,952-873-2184,DEBRA WILBRIGHT,CHURCH RELATED,0,0,0,0,0,0,52,0,,,,,0,,,,0,0,0,0,0,52,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1647,THE WAYSIDE HOUSE INC,3705 PARK CENTER BOULEVARD,ST. LOUIS PARK,MN,55416,27,HENNEPIN,952-926-5626,952-926-9713,CARRIE SALSNESS,NONPROFIT CORPORATION,0,0,0,0,0,41,0,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
1454,THERESE K SEXTON HOME SOUTH,2050 HAUGHTON AVENUE,NORTH MANKATO,MN,56003,52,NICOLLET,507-387-8281,507-625-9948,LINDA LEIDING,NONPROFIT CORPORATION,0,0,0,0,0,0,8,0,,,,,0,,,,0,0,0,0,0,8,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1358,THUNDERBIRD WREN HOUSE,9302 IDAHO STREET,DULUTH,MN,55808,69,SAINT LOUIS,218-879-6731,218-879-6734,MR. JAMES MALLERY II,NONPROFIT CORPORATION,0,0,0,0,0,40,0,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
1678,TURNING POINT INC,1500 GOLDEN VALLEY ROAD,MINNEAPOLIS,MN,55411,27,HENNEPIN,612-520-4004,612-520-0047,MS. ELIZABETH REED,NONPROFIT CORPORATION,0,0,0,0,0,24,0,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
1200,TWIN TOWN TREATMENT CENTER,1706 UNIVERSITY AVENUE,ST. PAUL,MN,55104,62,RAMSEY,651-326-7592,651-645-0959,MR. ALEXANDER DAVIS,LIMITED LIABILITY COMPANY,0,0,0,0,0,50,0,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
36336,VALLEY VIEW RECOVERY CENTER,31591 64TH AVENUE,CANNON FALLS,MN,55009,25,GOODHUE,507-601-5006,507-517-3456,JACOB MCGUIRE,CORPORATION,0,0,0,0,0,54,0,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
35511,WILLMAR ICFMR,1508 15TH STREET SW,WILLMAR,MN,56201,34,KANDIYOHI,320-441-2251,320-441-2106,ELIZABETH HILLSTROM,CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1523,WILLOW HAVEN,3819 LAVERNE AVENUE NORTH,LAKE ELMO,MN,55042,82,WASHINGTON,651-770-2224,651-773-6501,MS. LISA DEAN,LIMITED LIABILITY COMPANY,0,0,0,0,0,13,0,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
1287,WINGSPAN LIFE RESOURCES,707 HARRIET AVENUE EAST,SHOREVIEW,MN,55126,62,RAMSEY,651-646-3846,651-646-2347,MS. THERESE DAVIS,NONPROFIT CORPORATION,0,0,0,0,0,6,0,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1651,WINTER HOMES INCORPORATED,4982 PAUPORES ROAD,BROOKSTON,MN,55711,69,SAINT LOUIS,218-879-2275,218-878-3365,DIETRICH WINTER,CORPORATION,0,0,0,0,0,6,0,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
1502,WOODLAND CENTERS,1125 6TH STREET S PO BOX 787,WILLMAR,MN,56201,34,KANDIYOHI,320-235-4613,855-625-7406,MS. ASHLEY KJOS,NONPROFIT CORPORATION,0,0,0,0,0,0,16,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
25343,ZUMBRO VALLEY CONNECTIONS,343 WOOD LAKE DRIVE SE,ROCHESTER,MN,55904,55,OLMSTED,507-535-5776,507-535-5792,BETH KREHBIEL,NONPROFIT CORPORATION,0,0,0,0,0,0,22,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
