Facility ID,State Facility Type 2 Literal,Facility Name,Address,City,Zip Code,County,Capacity,Phone Number,Licensee,Ownership Type,Date Accessed,State Facility Type 1 Literal,State
15005,C,Countryside Estates,500 NORTH OHIO,Appleton City,64724-1625,Saint Clair,24,(660) 476-2128,"APPLETON CITY MANOR, LLC",LIMITED LIABILITY COMPANY,6/29/21,RESIDENTIAL CARE FACILITY*,MO
15039,C,Oak Tree Manor,3919 MESSANIE,Saint Joseph,64506-3458,Buchanan,20,(816) 233-4463,"BLISS MANOR, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY*,MO
15052,D,"Countryside Home, Llc",24499 PARK DR,Lebanon,65536-5843,Laclede,20,(417) 532-7418,"COUNTRYSIDE HOME, LLC",LIMITED LIABILITY COMPANY,6/29/21,RESIDENTIAL CARE FACILITY,MO
15078,D,Sylvan House,30 SHERMAN RD,Saint Louis,63125-4125,Saint Louis County,40,(314) 892-2212,"LEA-ED, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
15140,D,Farmington Manor,2879 US HIGHWAY 67,Farmington,63640-9168,Saint Francois,50,(573) 756-7566,"RYDAN ENTERPRISES, LLC",LIMITED LIABILITY COMPANY,6/29/21,RESIDENTIAL CARE FACILITY,MO
15163,D,Hartland Residential Care Center,23435 LADDER DR,Marshall,65340-4662,Saline,12,(660) 886-7093,"FARRIS CORPORATION, THE",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
15295,C,"Cedar Ridge Care Center, Llc",71 SYCAMORE,Cassville,65625-1755,Barry,30,(417) 847-5546,"CEDAR RIDGE CARE CENTER, LLC",LIMITED LIABILITY COMPANY,6/29/21,RESIDENTIAL CARE FACILITY*,MO
15309,C,Lakeshores Residential Care Facility,102 SOUTH BOLIVAR RD,Humansville,65674-8553,Polk,30,(417) 754-2272,APPLEWOOD LANE CORPORATION,PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY*,MO
15342,N,Caregivers Inn,1297 FEISE RD,Dardenne Prairie,63368-6710,Saint Charles,30,(636) 240-7979,RNK CORPORATION,PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY**,MO
15380,N,"Golden Oaks, Llc",27882 HIGHWAY H,Marshall,65340-5303,Saline,67,(660) 886-6172,"GOLDEN OAKS, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
15415,C,Oasis Residential Care Facility,3508 PRAIRIE AVE,Saint Louis,63107-2214,Saint Louis City,20,(314) 534-3355,"OASIS RESIDENTIAL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY*,MO
15436,N,Ascension Living Sherbrooke Village,4005 RIPA AVE,Saint Louis,63125-2378,Saint Louis County,88,(314) 544-1111,ALEXIAN BROTHERS SHERBROOKE VILLAGE,NOT FOR PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY**,MO
15542,M,Park Place Apartments,1211 NORTH ASH ST,Mountain View,65548-7376,Howell,18,(417) 934-6818,"WILLOW HEALTH CARE, INC",NOT FOR PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY,MO
15614,N,Villa Ventura Assisted Living Facility,12100 WORNALL RD,Kansas City,64145-1764,Jackson,50,(816) 941-0525,"GEMINI VILLA VENTURA, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
15650,C,Lebanon South Nursing & Rehab,514 WEST FREMONT ROAD,Lebanon,65536-4244,Laclede,2,(417) 532-5351,"N & R OF LEBANON SOUTH, LLC",LIMITED LIABILITY COMPANY,6/29/21,RESIDENTIAL CARE FACILITY*,MO
15808,D,Bristol Manor Of Sedalia,1208 EAST 24TH ST,Sedalia,65301-8231,Pettis,12,(660) 827-2028,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
15845,C,Autumn Ridge Residences,300 AUTUMN RIDGE DR,Herculaneum,63048-1506,Jefferson,81,(636) 931-8400,"HHCP OE, LP",LIMITED PARTNERSHIP,6/29/21,RESIDENTIAL CARE FACILITY*,MO
15935,N,"Promise Care Center, Llc",1111 CARE AVE,Nixa,65714-9679,Christian,126,(417) 494-5037,"PROMISE CARE CENTER, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
15954,C,Levering Regional Health Care Center,1734 MARKET ST,Hannibal,63401-4025,Marion,35,(573) 221-2930,"LEVERING REGIONAL HEALTH CARE CENTER, LLC",LIMITED LIABILITY COMPANY,6/29/21,RESIDENTIAL CARE FACILITY*,MO
15971,N,Loving Arms Memory Care And Assisted Living,1300 EAST 24TH ST,Sedalia,65301-8233,Pettis,20,(660) 851-2266,"UNIVEST, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
16108,N,Village Assisted Living,1704 NORTHWEST O'BRIEN RD,Lee'S Summit,64081-1559,Jackson,172,(816) 347-2700,JOHN KNOX VILLAGE,NOT FOR PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY**,MO
16202,N,Westport Estates - Assisted Living By Americare,904 APACHE DR,Marshall,65340-2900,Saline,62,(660) 886-5500,"MARSHALL RESIDENTIAL, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
16211,D,"Lodge Residential Care Facility, The",3860 EAST 60TH ST,Kansas City,64130-4418,Jackson,8,(816) 599-5235,SWOPE HEALTH SERVICES,NOT FOR PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
16225,D,"Harris House Residential Care Facility, The",3859 EAST 59TH TERRACE,Kansas City,64130-4410,Jackson,7,(816) 599-5230,SWOPE HEALTH SERVICES,NOT FOR PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
16234,C,"My Place Too, Inc",1107 CLARKE ST,De Soto,63020-2709,Jefferson,50,(636) 586-7871,"MY PLACE TOO, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY*,MO
16311,N,Summitview Terrace Assisted Living By Americare,12101 EAST BANNISTER RD,Kansas City,64138-4913,Jackson,52,(816) 763-6667,"AMERICARE AT SUMMITVIEW TERRACE ASSISTED LIVING, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
16343,D,Bristol Manor Of Warsaw,1600 ESTATE DR,Warsaw,65355-3061,Benton,12,(660) 438-7173,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
16369,N,"Mark Twain Assisted Living, Inc",901 UNION AVE,Moberly,65270-2456,Randolph,42,(660) 263-6515,"MARK TWAIN ASSISTED LIVING, INC",PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY**,MO
16411,N,Ravenwood Terrace - Assisted Living By Americare,1830 RAVENWOOD,Moberly,65270-3002,Randolph,55,(660) 263-8004,"MOBERLY RESIDENTIAL, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
16506,D,Ashbury Heights Of Tipton,908 SOUTH PARK,Tipton,65081-8408,Moniteau,12,(660) 433-6496,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
16538,D,Bristol Manor Of Pleasant Hill,2124 HIGHRIDGE,Pleasant Hill,64080-1912,Cass,12,(816) 987-2562,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
16547,D,Bristol Manor Of Odessa,115 SOUTH 5TH ST,Odessa,64076-1330,Lafayette,12,(816) 633-8692,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
16552,D,Bristol Manor Of Oak Grove,300 NORTH AUSTIN,Oak Grove,64075-8109,Jackson,12,(816) 625-8691,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
16599,D,Bristol Manor Of Warrensburg,603 CREACH,Warrensburg,64093-1994,Johnson,12,(660) 747-8319,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
16656,D,Bristol Manor Of Clinton,1402 EAST FRANKLIN,Clinton,64735-1768,Henry,12,(660) 885-8391,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
16741,D,Bristol Manor Of Weston,178 WALNUT,Weston,64098-1328,Platte,12,(816) 386-5507,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
16751,C,"Whispering Oaks Rcf Ii, Llc",203 NORTH B ST,Poplar Bluff,63901-5413,Butler,45,(573) 686-4490,WHISPERING OAKS RCF II LLC,LIMITED LIABILITY COMPANY,6/29/21,RESIDENTIAL CARE FACILITY*,MO
16785,N,Highland Crest - Assisted Living By Americare,2204 S HALLIBURTON ST,Kirksville,63501-4651,Adair,42,(660) 627-8004,"KIRKSVILLE RESIDENTIAL, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
16828,M,Saddler Residential Care Facility Inc,730 HODIAMONT AVE,Saint Louis,63112-2002,Saint Louis City,20,(314) 725-3709,"SADDLER RESIDENTIAL CARE FACILITY, INC",PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY,MO
16882,D,"Becky'S Place Residential Care, Llc",500 CULLER AVE,Bunker,63629-,Reynolds,12,(573) 689-1392,"BECKY'S PLACE RESIDENTIAL CARE, LLC",LIMITED LIABILITY COMPANY,6/29/21,RESIDENTIAL CARE FACILITY,MO
16896,C,Country Aire Retirement Center,18540 STATE HIGHWAY 16,Lewistown,63452-2111,Lewis,16,(573) 215-2216,"COUNTRY AIRE OPCO, LLC",LIMITED LIABILITY COMPANY,6/29/21,RESIDENTIAL CARE FACILITY*,MO
16964,N,"Maplewood, Inc",1827 CRADER DR,Jefferson City,65109-2005,Cole,24,(573) 635-0023,"MAPLEWOOD, INC",PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY**,MO
16987,C,Southside Towne House,510 SOUTH WASHINGTON,Mexico,65265-2786,Audrain,12,(573) 581-3203,"BRAUN ENTERPRISES, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY*,MO
16992,D,Elderhaus Inn,"125 ANNA AVE, #18",Troy,63379-2402,Lincoln,20,(636) 462-6979,"ELDERCARE SERVICES, LLC",LIMITED LIABILITY COMPANY,6/29/21,RESIDENTIAL CARE FACILITY,MO
17001,D,House Of Care Center,3744 BENTON BLVD,Kansas City,64128-2515,Jackson,8,(816) 921-6852,"IKPE, PHILOMINA N",SOLE PROPRIETOR,6/29/21,RESIDENTIAL CARE FACILITY,MO
17054,N,"Arbors At Glendale Gardens - Memory Care By Americare, The",1300 SOUTH MAIN,Clinton,64735-2728,Henry,42,(660) 885-2272,"CLINTON RESIDENTIAL, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
17146,C,Hidden Lake Care Center,11400 HIDDEN LAKE DR,Raytown,64133-7409,Jackson,48,(816) 737-1010,HIDDEN LAKE SNF OPCO LLC,LIMITED LIABILITY COMPANY,6/29/21,RESIDENTIAL CARE FACILITY*,MO
17197,C,"Harambee House, Inc",703 NORTH EIGHTH ST,Columbia,65201-4516,Boone,15,(573) 443-6972,"HARAMBEE HOUSE, INC",NOT FOR PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY*,MO
17289,D,"Green Acres Residential Care Facility, Llc",3688 SAND CREEK ROAD,Farmington,63640-7350,Saint Francois,12,(573) 756-2917,"GREEN ACRES RESIDENTIAL CARE FACILITY, LLC",LIMITED LIABILITY COMPANY,6/29/21,RESIDENTIAL CARE FACILITY,MO
17300,D,Bayless Boarding Home,3719 SAND CREEK ROAD,Farmington,63640-7349,Saint Francois,12,(573) 747-0889,"TESREAU, MARIE M",SOLE PROPRIETOR,6/29/21,RESIDENTIAL CARE FACILITY,MO
17310,D,Bristol Manor Of Boonville,1290 ASHLEY RD,Boonville,65233-2108,Cooper,12,(660) 882-3393,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
17401,D,Bristol Manor Of California,605 PARKVIEW DR,California,65018-2001,Moniteau,12,(573) 796-4342,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
17458,N,Nazareth Living Center,2 NAZARETH LN,Saint Louis,63129-7600,Saint Louis County,114,(314) 487-3950,NAZARETH LIVING CENTER,NOT FOR PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY**,MO
17515,D,Bristol Manor Of Smithville,1502 SOUTH COMMERCIAL,Smithville,64089-8474,Clay,12,(816) 532-4490,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
17543,D,Bristol Manor Of Lexington,2615 MAIN ST,Lexington,64067-1974,Lafayette,12,(660) 259-6655,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
17571,C,Seneca Home Place,2400 SOUTH CHEROKEE AVE,Seneca,64865-9323,Newton,30,(417) 776-8053,"COMMUNITY RESIDENCE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY*,MO
17660,N,Maple Tree Terrace - Assisted Living By Americare,2510 CLINTON ST,Carthage,64836-3427,Jasper,50,(417) 358-7201,"CARTHAGE RESIDENTIAL, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
17701,D,Bristol Manor Of Eldon,1201 EAST NORTH ST,Eldon,65026-2651,Miller,12,(573) 392-1200,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
17713,N,Laclede Commons,727 S LACLEDE STATION RD,Saint Louis,63119-4911,Saint Louis County,242,(314) 968-5570,LUTHERAN SENIOR SERVICES,NOT FOR PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY**,MO
17732,N,Bradford Court - Assisted Living By Americare,902 NORTH MAIN,Nixa,65714-9384,Christian,50,(417) 725-0177,"NIXA RESIDENTIAL, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
17764,D,Bristol Manor Of Marceline,102 EAST HAYDEN,Marceline,64658-2003,Linn,12,(660) 376-2210,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
17813,D,Secret Gardens,351 KEITH ST,Park Hills,63601-2049,Saint Francois,10,(573) 518-0444,"LBENHOLDINGS, LLC",LIMITED LIABILITY COMPANY,6/29/21,RESIDENTIAL CARE FACILITY,MO
17865,D,Bristol Manor Of Macon,707 RANCHLAND DR,Macon,63552-1994,Macon,12,(660) 385-3020,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
17894,C,Stubblefield Retirement Home,5349 HIGHWAY P,Cuba,65453-6281,Crawford,34,(573) 885-3661,"STUBBLEFIELD ENTERPRISES, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY*,MO
17914,D,Bristol Manor Of Camdenton,75 FOURTH ST,Camdenton,65020-6891,Camden,12,(573) 346-6800,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
17937,D,Provision Of Promise Llc,4528 NORTH MARKET ST,Saint Louis,63113-2113,Saint Louis City,20,(314) 535-5509,"PETERSON, MATTIE CAROLYN",SOLE PROPRIETOR,6/29/21,RESIDENTIAL CARE FACILITY,MO
17951,D,Bristol Manor Of Holden,501 WEST SECOND,Holden,64040-1205,Johnson,12,(816) 732-6789,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
18026,C,"Miller Resident Care, Inc",210 ROCK RD,Paris,65275-1282,Monroe,40,(660) 327-5680,"MILLER RESIDENT CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY*,MO
18030,M,Lake St Charles Assisted Living Apartments,45 HONEY LOCUST LN,Saint Charles,63303-5711,Saint Charles,50,(636) 947-1100,"NHC PLACE / LAKE ST CHARLES, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY,MO
18092,D,Bristol Manor Of Lincoln,204 SOUTH HIGHWAY 65,Lincoln,65338-2587,Benton,12,(660) 547-2580,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
18104,C,"Village West, The",318 EAST LITTLE BRICK ROAD,Cameron,64429-1231,Dekalb,27,(816) 632-1121,"CAMERON HEALTHCARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY*,MO
18138,N,Ashbrook - Assisted Living By Americare,500 ASHBROOK DR,Farmington,63640-9235,Saint Francois,72,(573) 756-5544,"ASHBROOK RESIDENTIAL, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
18142,D,Bristol Manor Of Buffalo,1002 SOUTH BIRCH,Buffalo,65622-9455,Dallas,12,(417) 345-5500,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
18157,C,Oakdale Care Center,2702 DEBBIE LN,Poplar Bluff,63901-2650,Butler,36,(573) 686-5242,"PALLADIAN SENIOR CARE OF POPLAR BLUFF, LLC",LIMITED LIABILITY COMPANY,6/29/21,RESIDENTIAL CARE FACILITY*,MO
18207,D,Butterfly Haven,11500 CAMPBELL ST,Kansas City,64131-3829,Jackson,12,(816) 941-2836,BUTTERFLY HAVEN RESIDENCE LLC,LIMITED LIABILITY COMPANY,6/29/21,RESIDENTIAL CARE FACILITY,MO
18227,D,Leisure Living,305 5TH ST,Monett,65708-2312,Barry,20,(417) 235-5959,"GMT FAMILY ENTERPRISE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
18286,D,Bristol Manor Of Centralia,610 NORTH JEFFERSON ST,Centralia,65240-1178,Boone,12,(573) 682-5913,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
18295,D,Bristol Manor Of Cameron,920 NORTH HARRIS,Cameron,64429-1145,Dekalb,12,(816) 632-6133,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
18316,D,Bristol Manor Of Carrollton,1016 EAST 10TH ST,Carrollton,64633-9348,Carroll,12,(660) 542-2349,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
18325,D,Bristol Manor Of Salisbury,102 NORTH WILLIE ST,Salisbury,65281-1458,Chariton,12,(660) 388-5728,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
18369,C,Jane Howell Stupp Apartments,2443 PROUHET AVE,Overland,63114-1946,Saint Louis County,30,(314) 890-7100,INDEPENDENCE CENTER,NOT FOR PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY*,MO
18442,M,Estates Of Hidden Lake The,11728 HIDDEN LAKE DR,Saint Louis,63138-1757,Saint Louis County,38,(314) 355-8833,ESTATES OF HIDDEN LAKE LLC,LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY,MO
18471,D,Bristol Manor Of Nevada,401 EAST WALNUT,Nevada,64772-2457,Vernon,12,(417) 667-5700,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
18509,C,Sunnyview Nursing Home & Apartments,1311 EAST 28TH ST,Trenton,64683-1103,Grundy,38,(660) 359-5647,GRUNDY COUNTY NURSING HOME DISTRICT,NURSING HOME DISTRICT,6/29/21,RESIDENTIAL CARE FACILITY*,MO
18550,M,Carrie Dumas Long Term Care Facility,2836 BENTON BLVD,Kansas City,64128-1140,Jackson,34,(816) 924-5017,"KING LONG TERM CARE FACILITY, INC",PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY,MO
18575,D,Bristol Manor Of Fulton,750 SIGN PAINTER ROAD,Fulton,65251-2514,Callaway,12,(573) 642-7557,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
18584,N,Shelbina Villa Lifecare,218 EAST SHELBINA AVE,Shelbina,63468-4328,Shelby,68,(573) 588-4115,"SPECTRUM PARTNERS, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
18597,D,Bristol Manor Of Trenton,1701 EAST 28TH ST,Trenton,64683-1177,Grundy,12,(660) 359-5599,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
18615,N,Harmony Gardens - Assisted Living By Americare,503 BURKARTH ROAD,Warrensburg,64093-3145,Johnson,44,(660) 747-5411,"HARMONY GARDENS RESIDENTIAL, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
18620,C,Heartland Ii Rcf,117 SOUTH 15TH ST,Saint Joseph,64501-2904,Buchanan,52,(816) 676-1506,"HEARTLAND RESIDENTIAL CARE FACILITY, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY*,MO
18653,C,Stonebridge Westphalia,1899 HIGHWAY 63,Westphalia,65085-2215,Osage,28,(573) 455-2280,"ELDERCARE OF MID-MISSOURI VI, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY*,MO
18666,D,Bristol Manor Of Brookfield,338 THOMPSON,Brookfield,64628-2419,Linn,12,(660) 258-5065,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
18727,N,Rolla Presbyterian Manor,1200 HOMELIFE PLAZA,Rolla,65401-2512,Phelps,37,(573) 364-7336,"PRESBYTERIAN MANORS, INC",NOT FOR PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY**,MO
18735,M,Kingdom Care Senior Living Llc,811 CENTER ST,Fulton,65251-1922,Callaway,41,(573) 642-6646,"KINGDOM CARE SENIOR LIVING, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY,MO
18764,D,Special Force Family Ministries,428 SOUTH HARRISON ST,Nixa,65714-7809,Christian,12,(417) 725-7917,SPECIAL FORCE FAMILY MINISTRIES,NOT FOR PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
18783,M,Heritage Hills Assisted Living Facility,"ROUTE 5, BOX 68",Patton,63662-9760,Bollinger,24,(573) 866-2003,HERITAGE HILLS LLC,LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY,MO
18817,D,Bristol Manor Of Butler,411 SOUTH DELAWARE,Butler,64730-2311,Bates,12,(660) 679-3661,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
18846,D,Bristol Manor Of Princeton,200 NORTH FULLERTON,Princeton,64673-1176,Mercer,12,(660) 748-4354,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
18858,C,Central Gardens Inc,302 NORTH ELM ST,Dexter,63841-1773,Stoddard,83,(573) 624-0011,"CENTRAL GARDENS, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY*,MO
18863,D,Bristol Manor Of Stover,607 WEST 4TH ST,Stover,65078-0807,Morgan,12,(573) 377-4519,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
18903,N,St Francis Park - Assisted Living By Americare,1806 SAINT FRANCIS ST,Kennett,63857-1568,Dunklin,50,(573) 888-1188,"HERITAGE RESIDENTIAL, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
18951,D,Bristol Manor Of Lamar,603 EAST 17TH ST,Lamar,64759-2303,Barton,12,(417) 682-6762,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
19068,D,Bristol Manor Of Bethany,811 SOUTH 24TH ST,Bethany,64424-2631,Harrison,12,(660) 425-7133,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
19080,M,Arizona Care Center,101 ARIZONA ST,New Haven,63068-1210,Franklin,15,(573) 237-4830,PATAKY ENTERPRISES LLC,LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY,MO
19153,D,Bristol Manor Of Unionville,"715 NORTH 22ND ST, HWY 5 NORTH",Unionville,63565-1142,Putnam,12,(660) 947-2151,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
19169,C,Newstead Place,19 NORTH NEWSTEAD,Saint Louis,63108-2260,Saint Louis City,20,(314) 286-4510,INDEPENDENCE CENTER,NOT FOR PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY*,MO
19668,M,Joy Assisted Living For Seniors,2030 W MOUNT VERNON ST,Springfield,65802-4846,Greene,74,(417) 864-8805,"JOYCO, INC",PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY,MO
19713,N,Spring Ridge - Assisted Living By Americare,2828 SOUTH MEADOWBROOK,Springfield,65807-5925,Greene,44,(417) 889-7100,"SPRING RIDGE RESIDENTIAL, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY**,MO
19721,M,Country Haven Boarding Home - Building Ii,19235 STATE ROUTE EE,Sainte Genevieve,63670-8213,Sainte Genevieve,18,(573) 756-8141,"OSMAN, LLC",LIMITED LIABILITY COMPANY,6/29/21,ASSISTED LIVING FACILITY,MO
19730,D,Bristol Manor Of Raymore,604 EAST SUNRISE DR,Raymore,64083-9037,Cass,12,(816) 322-6782,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
19746,C,Salem Residential Care,1207 EAST ROOSEVELT ST,Salem,65560-9676,Dent,35,(573) 729-9449,"COMMUNITY RESIDENCE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY*,MO
19757,C,"Westbrook Care Center, Inc",401 S  PLATTE CLAY WAY,Kearney,64060-7714,Clay,27,(816) 628-2222,"WESTBROOK CARE CENTER, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY*,MO
19808,C,Maple Ridge Residential Care Center Llc,1034 DORIS DR,Farmington,63640-1954,Saint Francois,20,(573) 760-0155,MAPLE RIDGE RESIDENTIAL CARE CENTER LLC,LIMITED LIABILITY COMPANY,6/29/21,RESIDENTIAL CARE FACILITY*,MO
19843,D,Bristol Manor Of Maryville,323 EAST SUMMIT DR,Maryville,64468-3619,Nodaway,12,(660) 582-4131,"BRISTOL CARE, INC",PROFIT CORPORATION,6/29/21,RESIDENTIAL CARE FACILITY,MO
19861,N,Dolan Memory Care At Mason Manor,12740 MASON MANOR,Saint Louis,63141-7350,Saint Louis County,8,(314) 576-6200,"CURA, INC",PROFIT CORPORATION,6/29/21,ASSISTED LIVING FACILITY**,MO
19872,C,Holiday Residential Care,1019 OLD ST MARY'S RD,Perryville,63775-1298,Perry,20,(573) 547-7398,"MKALMA, LLC",LIMITED LIABILITY COMPANY,6/29/21,RESIDENTIAL CARE FACILITY*,MO
