Facility ID,Level of Care Code,Level of Care,Facility Name,Address,City,Zip Code,County,Capacity,Phone Number,Licensee,Ownership Type
14296,A,SNF,"CRESTWOOD HEALTH CARE CENTER, LLC",11400 MEHL AVE,FLORISSANT,63033-7204,SAINT LOUIS COUNTY,150,(314) 741-3525,"CRESTWOOD HEALTH CARE CENTER, LLC",LIMITED LIABILITY COMPANY
14309,C,RCF*,INDEPENDENCE SQUARE RESIDENTIAL CARE CENTER,1136 SOUTH MAIN ST,PERRYVILLE,63775-8802,PERRY,20,(573) 547-8600,"INDEPENDENCE HEALTH SYSTEM, INC",NOT FOR PROFIT CORPORATION
14376,C,RCF*,MELODY HOUSE,3031 SOUTH TEN MILE DR,JEFFERSON CITY,65109-6816,COLE,15,(573) 893-7228,"NEW HORIZONS COMMUNITY SUPPORT SERVICES, INC",NOT FOR PROFIT CORPORATION
14409,C,RCF*,APPLEGATE RETIREMENT HOME,1204 TELEGRAPH RD,SAINT LOUIS,63125-2528,SAINT LOUIS COUNTY,38,(314) 631-2003,"APPLEGATE, INC",PROFIT CORPORATION
14428,A,SNF,RIVERDELL CARE CENTER,1121  11TH ST,BOONVILLE,65233-1419,COOPER,60,(660) 882-7600,"BOONVILLE NO 2, INC",PROFIT CORPORATION
14436,C,RCF*,BUTTERFIELD RESIDENTIAL CARE CENTER,1120 NORTH BUTTERFIELD RD,BOLIVAR,65613-1000,POLK,66,(417) 326-5200,CITIZENS MEMORIAL HEALTH CARE FOUNDATION,NOT FOR PROFIT CORPORATION
14436,D,RCF,BUTTERFIELD RESIDENTIAL CARE CENTER,1120 NORTH BUTTERFIELD RD,BOLIVAR,65613-1000,POLK,24,(417) 326-5200,CITIZENS MEMORIAL HEALTH CARE FOUNDATION,NOT FOR PROFIT CORPORATION
14443,M,ALF,COUNTRY MEADOWS,1301 N ST JOE DR,PARK HILLS,63601-1965,SAINT FRANCOIS,15,(573) 431-2889,"COUNTRY MEADOWS NURSING & REHAB, LLC",LIMITED LIABILITY COMPANY
14443,A,SNF,COUNTRY MEADOWS,1301 N ST JOE DR,PARK HILLS,63601-1965,SAINT FRANCOIS,72,(573) 431-2889,"COUNTRY MEADOWS NURSING & REHAB, LLC",LIMITED LIABILITY COMPANY
14454,A,SNF,MONTICELLO HOUSE,1115 K LAND DR,JACKSON,63755-2588,CAPE GIRARDEAU,105,(573) 243-8989,"N & R OF MONTICELLO, INC",PROFIT CORPORATION
14454,C,RCF*,MONTICELLO HOUSE,1115 K LAND DR,JACKSON,63755-2588,CAPE GIRARDEAU,32,(573) 243-8989,"N & R OF MONTICELLO, INC",PROFIT CORPORATION
14529,A,SNF,JOHN KNOX VILLAGE CARE CENTER,600 NW PRYOR ROAD,LEE'S SUMMIT,64081-1104,JACKSON,430,(816) 246-4343,JOHN KNOX VILLAGE,NOT FOR PROFIT CORPORATION
14557,A,SNF,LANSDOWNE VILLAGE,4624 LANSDOWNE AVE,SAINT LOUIS,63116-1523,SAINT LOUIS CITY,145,(314) 351-6888,"LANSDOWNE HEALTHCARE, LLC",LIMITED LIABILITY COMPANY
14661,A,SNF,BROOKING PARK,307 SOUTH WOODS MILL RD,CHESTERFIELD,63017-3418,SAINT LOUIS COUNTY,97,(314) 576-5545,ST ANDREW'S RESOURCES FOR SENIORS,NOT FOR PROFIT CORPORATION
14661,N,ALF**,BROOKING PARK,307 SOUTH WOODS MILL RD,CHESTERFIELD,63017-3418,SAINT LOUIS COUNTY,93,(314) 576-5545,ST ANDREW'S RESOURCES FOR SENIORS,NOT FOR PROFIT CORPORATION
14694,D,RCF,DUNN-DUNN HOUSE LLC,2133 JANNETTE DR,SAINT LOUIS,63136-4020,SAINT LOUIS COUNTY,10,(314) 869-2431,"DUNN-DUNN HOUSE, LLC",LIMITED LIABILITY COMPANY
14711,M,ALF,CHATEAU ANN MARIE,7700 MINNESOTA AVE,SAINT LOUIS,63111-3336,SAINT LOUIS CITY,22,(314) 449-1497,"MISSOURI RESIDENTIAL CARE, LLC",LIMITED LIABILITY COMPANY
14817,A,SNF,BENTWOOD NURSING & REHAB,1501 CHARBONIER RD,FLORISSANT,63031-5308,SAINT LOUIS COUNTY,116,(314) 921-2700,"BENTWOOD HEALTHCARE, LLC",LIMITED LIABILITY COMPANY
14868,M,ALF,NEW HORIZONS RCF II,5858 BUSIEK ROAD,FARMINGTON,63640-7325,SAINT FRANCOIS,15,(573) 756-2426,"WINICK, VICKY L",SOLE PROPRIETOR
14879,C,RCF*,HILLSIDE CARE CENTER,321 NORTH SECTION,HANNIBAL,63401-3460,MARION,44,(573) 221-1439,"HILLSIDE CARE CENTER, INC",PROFIT CORPORATION
14888,M,ALF,WATERFORD SOUTH,11515 HOLMES RD,KANSAS CITY,64131-3856,JACKSON,28,(816) 942-4898,"SUNSHINE VILLAGES, INC",PROFIT CORPORATION
14926,A,SNF,"COUNTRY VIEW NURSING FACILITY, INC",2106 WEST MAIN ST,BOWLING GREEN,63334-1049,PIKE,60,(573) 324-2216,"COUNTRY VIEW NURSING FACILITY, INC",PROFIT CORPORATION
14953,M,ALF,ROYAL OAKS RESIDENCE,507 EAST MARSHALL,SWEET SPRINGS,65351-9759,SALINE,51,(660) 335-6500,"HIERONYMUS, JILL",SOLE PROPRIETOR
14982,A,SNF,KATY MANOR,205 PROSPECT,PILOT GROVE,65276-1111,COOPER,60,(660) 834-3111,COOPER COUNTY NURSING HOME DISTRICT,NURSING HOME DISTRICT
15005,C,RCF*,COUNTRYSIDE ESTATES,500 NORTH OHIO,APPLETON CITY,64724-1625,SAINT CLAIR,24,(660) 476-2128,"APPLETON CITY MANOR, LLC",LIMITED LIABILITY COMPANY
15039,C,RCF*,OAK TREE MANOR,3919 MESSANIE,SAINT JOSEPH,64506-3458,BUCHANAN,20,(816) 233-4463,"BLISS MANOR, INC",PROFIT CORPORATION
15045,A,SNF,GRANDVIEW HEALTHCARE CENTER,201 GRAND AVE,WASHINGTON,63090-1209,FRANKLIN,102,(636) 239-9190,"WASHINGTON N & R, LLC",LIMITED LIABILITY COMPANY
15052,D,RCF,"COUNTRYSIDE HOME, LLC",24499 PARK DR,LEBANON,65536-5843,LACLEDE,20,(417) 532-7418,"COUNTRYSIDE HOME, LLC",LIMITED LIABILITY COMPANY
15078,D,RCF,SYLVAN HOUSE,30 SHERMAN RD,SAINT LOUIS,63125-4125,SAINT LOUIS COUNTY,40,(314) 892-2212,"LEA-ED, INC",PROFIT CORPORATION
15101,A,SNF,PLEASANT HILL HEALTH AND REHABILITATION CENTER,1300 BROADWAY,PLEASANT HILL,64080-1842,CASS,90,(816) 540-2116,"NORTHPORT HEALTH SERVICES OF MISSOURI, LLC",LIMITED LIABILITY COMPANY
15140,D,RCF,FARMINGTON MANOR,2879 US HIGHWAY 67,FARMINGTON,63640-9168,SAINT FRANCOIS,50,(573) 756-7566,"RYDAN ENTERPRISES, LLC",LIMITED LIABILITY COMPANY
15140,M,ALF,FARMINGTON MANOR,2879 US HIGHWAY 67,FARMINGTON,63640-9168,SAINT FRANCOIS,20,(573) 756-7566,"RYDAN ENTERPRISES, LLC",LIMITED LIABILITY COMPANY
15163,D,RCF,HARTLAND RESIDENTIAL CARE CENTER,23435 LADDER DR,MARSHALL,65340-4662,SALINE,12,(660) 886-7093,"FARRIS CORPORATION, THE",PROFIT CORPORATION
15226,A,SNF,BETHESDA MEADOW,322 OLD STATE ROAD,ELLISVILLE,63021-5917,SAINT LOUIS COUNTY,210,(636) 227-3431,"BETHESDA LONG TERM CARE, INC",NOT FOR PROFIT CORPORATION
15243,A,SNF,WARSAW HEALTH AND REHABILITATION CENTER,1609 SUNCHASE DR,WARSAW,65355-3059,BENTON,90,(660) 438-2970,"NORTHPORT HEALTH SERVICES OF MISSOURI, LLC",LIMITED LIABILITY COMPANY
15258,A,SNF,BLUE CIRCLE REHAB AND NURSING,2939 MAGAZINE STREET,SAINT LOUIS,63106-1245,SAINT LOUIS CITY,90,(314) 531-0500,BLUE CIRCLE REHAB AND NURSING LLC,LIMITED LIABILITY COMPANY
15265,A,SNF,"ESTATES OF SPANISH LAKE, THE",610 PRIGGE ROAD,SAINT LOUIS,63138-3543,SAINT LOUIS COUNTY,150,(314) 741-9393,"THE ESTATES OF SPANISH LAKE, LLC",LIMITED LIABILITY COMPANY
15295,C,RCF*,"CEDAR RIDGE CARE CENTER, LLC",71 SYCAMORE,CASSVILLE,65625-1755,BARRY,30,(417) 847-5546,"CEDAR RIDGE CARE CENTER, LLC",LIMITED LIABILITY COMPANY
15309,C,RCF*,LAKESHORES RESIDENTIAL CARE FACILITY,102 SOUTH BOLIVAR RD,HUMANSVILLE,65674-8553,POLK,30,(417) 754-2272,APPLEWOOD LANE CORPORATION,PROFIT CORPORATION
15342,N,ALF**,CAREGIVERS INN,1297 FEISE RD,DARDENNE PRAIRIE,63368-6710,SAINT CHARLES,30,(636) 240-7979,RNK CORPORATION,PROFIT CORPORATION
15380,N,ALF**,"GOLDEN OAKS, LLC",27882 HIGHWAY H,MARSHALL,65340-5303,SALINE,67,(660) 886-6172,"GOLDEN OAKS, LLC",LIMITED LIABILITY COMPANY
15415,C,RCF*,OASIS RESIDENTIAL CARE FACILITY,3508 PRAIRIE AVE,SAINT LOUIS,63107-2214,SAINT LOUIS CITY,20,(314) 534-3355,"OASIS RESIDENTIAL CARE, INC",PROFIT CORPORATION
15436,N,ALF**,ASCENSION LIVING SHERBROOKE VILLAGE,4005 RIPA AVE,SAINT LOUIS,63125-2378,SAINT LOUIS COUNTY,88,(314) 544-1111,ALEXIAN BROTHERS SHERBROOKE VILLAGE,NOT FOR PROFIT CORPORATION
15436,A,SNF,ASCENSION LIVING SHERBROOKE VILLAGE,4005 RIPA AVE,SAINT LOUIS,63125-2378,SAINT LOUIS COUNTY,167,(314) 544-1111,ALEXIAN BROTHERS SHERBROOKE VILLAGE,NOT FOR PROFIT CORPORATION
15454,A,SNF,U-CITY FOREST MANOR,1301 PARTRIDGE AVE,SAINT LOUIS,63130-1944,SAINT LOUIS COUNTY,120,(314) 862-5556,UFM OPERATIONS LLC,LIMITED LIABILITY COMPANY
15467,A,SNF,SURREY PLACE ST LUKE'S HOSPITAL SKILLED NURSING,14701 OLIVE BLVD,CHESTERFIELD,63017-2221,SAINT LOUIS COUNTY,130,(314) 542-3300,ST LUKE'S EPISCOPAL-PRESBYTERIAN HOSPITALS,NOT FOR PROFIT CORPORATION
15510,A,SNF,DIXON NURSING & REHAB,403 EAST 10TH ST,DIXON,65459-6049,PULASKI,60,(573) 759-2135,"N & R OF DIXON, LLC",LIMITED LIABILITY COMPANY
15538,A,SNF,GIDEON CARE CENTER,300 LUNBECK,GIDEON,63848-9211,NEW MADRID,72,(573) 448-3505,"GIDEON CARE CENTERS, INC",PROFIT CORPORATION
15542,A,SNF,MOUNTAIN VIEW HEALTHCARE,1211 NORTH ASH ST,MOUNTAIN VIEW,65548-7376,HOWELL,105,(417) 934-6818,"WILLOW HEALTH CARE, INC",NOT FOR PROFIT CORPORATION
15542,M,ALF,PARK PLACE APARTMENTS,1211 NORTH ASH ST,MOUNTAIN VIEW,65548-7376,HOWELL,18,(417) 934-6818,"WILLOW HEALTH CARE, INC",NOT FOR PROFIT CORPORATION
15550,A,SNF,GREENVILLE HEALTH CARE CENTER,117 SYCAMORE ST,GREENVILLE,63944-0000,WAYNE,60,(573) 224-3298,"GREENVILLE HEALTH CARE CENTER, LLC",LIMITED LIABILITY COMPANY
15614,N,ALF**,VILLA VENTURA ASSISTED LIVING FACILITY,12100 WORNALL RD,KANSAS CITY,64145-1764,JACKSON,50,(816) 941-0525,"GEMINI VILLA VENTURA, LLC",LIMITED LIABILITY COMPANY
15634,A,SNF,WESTVIEW NURSING HOME,301 WEST DUNLOP ST,CENTER,63436-2267,RALLS,60,(573) 267-3920,"MMA HEALTHCARE OF CENTER, INC",PROFIT CORPORATION
15650,A,SNF,LEBANON SOUTH NURSING & REHAB,514 WEST FREMONT ROAD,LEBANON,65536-4244,LACLEDE,116,(417) 532-5351,"N & R OF LEBANON SOUTH, LLC",LIMITED LIABILITY COMPANY
15650,C,RCF*,LEBANON SOUTH NURSING & REHAB,514 WEST FREMONT ROAD,LEBANON,65536-4244,LACLEDE,2,(417) 532-5351,"N & R OF LEBANON SOUTH, LLC",LIMITED LIABILITY COMPANY
15650,D,RCF,LEBANON SOUTH NURSING & REHAB,514 WEST FREMONT RD,LEBANON,65536-4244,LACLEDE,68,(417) 532-5351,"N & R OF LEBANON SOUTH, LLC",LIMITED LIABILITY COMPANY
15750,A,SNF,LINCOLN COUNTY NURSING & REHAB,1145 EAST CHERRY ST,TROY,63379-1520,LINCOLN,90,(636) 528-5712,"N & R OF LINCOLN COUNTY, INC",PROFIT CORPORATION
15808,D,RCF,BRISTOL MANOR OF SEDALIA,1208 EAST 24TH ST,SEDALIA,65301-8231,PETTIS,12,(660) 827-2028,"BRISTOL CARE, INC",PROFIT CORPORATION
15845,C,RCF*,AUTUMN RIDGE RESIDENCES,300 AUTUMN RIDGE DR,HERCULANEUM,63048-1506,JEFFERSON,81,(636) 931-8400,"HHCP OE, LP",LIMITED PARTNERSHIP
15878,A,SNF,BARNES-JEWISH EXTENDED CARE,401 CORPORATE PARK DR,SAINT LOUIS,63105-4201,SAINT LOUIS COUNTY,120,(314) 725-7447,BARNES-JEWISH HOSPITAL,NOT FOR PROFIT CORPORATION
15935,N,ALF**,"PROMISE CARE CENTER, LLC",1111 CARE AVE,NIXA,65714-9679,CHRISTIAN,126,(417) 494-5037,"PROMISE CARE CENTER, LLC",LIMITED LIABILITY COMPANY
15954,C,RCF*,LEVERING REGIONAL HEALTH CARE CENTER,1734 MARKET ST,HANNIBAL,63401-4025,MARION,35,(573) 221-2930,"LEVERING REGIONAL HEALTH CARE CENTER, LLC",LIMITED LIABILITY COMPANY
15954,A,SNF,LEVERING REGIONAL HEALTH CARE CENTER,1734 MARKET ST,HANNIBAL,63401-4025,MARION,179,(573) 221-2930,"LEVERING REGIONAL HEALTH CARE CENTER, LLC",LIMITED LIABILITY COMPANY
15971,N,ALF**,LOVING ARMS MEMORY CARE AND ASSISTED LIVING,1300 EAST 24TH ST,SEDALIA,65301-8233,PETTIS,20,(660) 851-2266,"UNIVEST, LLC",LIMITED LIABILITY COMPANY
15987,A,SNF,MONTEREY PARK REHABILITATION & HEALTH CARE CENTER,4600 LITTLE BLUE PARKWAY,INDEPENDENCE,64057-8302,JACKSON,122,(816) 795-7888,"MONTEREY PARK NURSING CENTER, INC",PROFIT CORPORATION
16013,A,SNF,MARK TWAIN CARING CENTER,3001 MAY ST,POPLAR BLUFF,63901-1942,BUTLER,120,(573) 686-6999,"N & R OF POPLAR BLUFF, INC",PROFIT CORPORATION
16108,N,ALF**,VILLAGE ASSISTED LIVING,1704 NORTHWEST O'BRIEN RD,LEE'S SUMMIT,64081-1559,JACKSON,172,(816) 347-2700,JOHN KNOX VILLAGE,NOT FOR PROFIT CORPORATION
16147,A,SNF,SENATH SOUTH HEALTH CARE CENTER,300 EAST HORNBECK ST,SENATH,63876-9225,DUNKLIN,150,(573) 738-2627,"SENATH SOUTH HEALTH CARE CENTER, LLC",LIMITED LIABILITY COMPANY
16170,A,SNF,REDWOOD OF RAYMORE,600 EAST SUNRISE DR,RAYMORE,64083-9037,CASS,152,(816) 322-1991,"NURSING & REHAB AT RAYMORE, LLC",LIMITED LIABILITY COMPANY
16202,N,ALF**,WESTPORT ESTATES - ASSISTED LIVING BY AMERICARE,904 APACHE DR,MARSHALL,65340-2900,SALINE,62,(660) 886-5500,"MARSHALL RESIDENTIAL, LLC",LIMITED LIABILITY COMPANY
16211,D,RCF,"LODGE RESIDENTIAL CARE FACILITY, THE",3860 EAST 60TH ST,KANSAS CITY,64130-4418,JACKSON,8,(816) 599-5235,SWOPE HEALTH SERVICES,NOT FOR PROFIT CORPORATION
16225,D,RCF,"HARRIS HOUSE RESIDENTIAL CARE FACILITY, THE",3859 EAST 59TH TERRACE,KANSAS CITY,64130-4410,JACKSON,7,(816) 599-5230,SWOPE HEALTH SERVICES,NOT FOR PROFIT CORPORATION
16234,C,RCF*,"MY PLACE TOO, INC",1107 CLARKE ST,DE SOTO,63020-2709,JEFFERSON,50,(636) 586-7871,"MY PLACE TOO, INC",PROFIT CORPORATION
16304,A,SNF,"MT VERNON PLACE CARE CENTER, INC",1425 SOUTH LANDRUM,MT VERNON,65712-1912,LAWRENCE,60,(417) 466-2260,"MT VERNON PLACE CARE CENTER, INC",PROFIT CORPORATION
16311,N,ALF**,SUMMITVIEW TERRACE ASSISTED LIVING BY AMERICARE,12101 EAST BANNISTER RD,KANSAS CITY,64138-4913,JACKSON,52,(816) 763-6667,"AMERICARE AT SUMMITVIEW TERRACE ASSISTED LIVING, LLC",LIMITED LIABILITY COMPANY
16343,D,RCF,BRISTOL MANOR OF WARSAW,1600 ESTATE DR,WARSAW,65355-3061,BENTON,12,(660) 438-7173,"BRISTOL CARE, INC",PROFIT CORPORATION
16369,N,ALF**,"MARK TWAIN ASSISTED LIVING, INC",901 UNION AVE,MOBERLY,65270-2456,RANDOLPH,42,(660) 263-6515,"MARK TWAIN ASSISTED LIVING, INC",PROFIT CORPORATION
16378,A,SNF,CREST VIEW REHABILITATION AND HEALTHCARE CENTER,11278 SCHUETZ RD,SAINT LOUIS,63146-4957,SAINT LOUIS COUNTY,120,(314) 991-4066,"ST LOUIS NH, LLC",LIMITED LIABILITY COMPANY
16393,A,SNF,WILLARD CARE CENTER,400 WEST WALNUT LN,WILLARD,65781-9432,GREENE,66,(417) 742-3593,"N & R OF WILLARD, LLC",LIMITED LIABILITY COMPANY
16409,A,SNF,GARDEN VIEW CARE CENTER OF CHESTERFIELD,1025 CHESTERFIELD POINTE PRKWY,CHESTERFIELD,63017-1957,SAINT LOUIS COUNTY,130,(636) 537-3333,"GARDEN VIEW CARE CENTER OF CHESTERFIELD, INC",PROFIT CORPORATION
16411,N,ALF**,RAVENWOOD TERRACE - ASSISTED LIVING BY AMERICARE,1830 RAVENWOOD,MOBERLY,65270-3002,RANDOLPH,55,(660) 263-8004,"MOBERLY RESIDENTIAL, LLC",LIMITED LIABILITY COMPANY
16481,A,SNF,GRANBY HOUSE,301 SOUTH MAIN,GRANBY,64844-8336,NEWTON,60,(417) 472-6271,"GRANBY #1, INC",PROFIT CORPORATION
16506,D,RCF,ASHBURY HEIGHTS OF TIPTON,908 SOUTH PARK,TIPTON,65081-8408,MONITEAU,12,(660) 433-6496,"BRISTOL CARE, INC",PROFIT CORPORATION
16538,D,RCF,BRISTOL MANOR OF PLEASANT HILL,2124 HIGHRIDGE,PLEASANT HILL,64080-1912,CASS,12,(816) 987-2562,"BRISTOL CARE, INC",PROFIT CORPORATION
16547,D,RCF,BRISTOL MANOR OF ODESSA,115 SOUTH 5TH ST,ODESSA,64076-1330,LAFAYETTE,12,(816) 633-8692,"BRISTOL CARE, INC",PROFIT CORPORATION
16552,D,RCF,BRISTOL MANOR OF OAK GROVE,300 NORTH AUSTIN,OAK GROVE,64075-8109,JACKSON,12,(816) 625-8691,"BRISTOL CARE, INC",PROFIT CORPORATION
16599,D,RCF,BRISTOL MANOR OF WARRENSBURG,603 CREACH,WARRENSBURG,64093-1994,JOHNSON,12,(660) 747-8319,"BRISTOL CARE, INC",PROFIT CORPORATION
16656,D,RCF,BRISTOL MANOR OF CLINTON,1402 EAST FRANKLIN,CLINTON,64735-1768,HENRY,12,(660) 885-8391,"BRISTOL CARE, INC",PROFIT CORPORATION
16689,A,SNF,STONECREST HEALTHCARE,2 HIGHWAY Y,VIBURNUM,65566-0707,IRON,60,(573) 244-3171,"MMA HEALTHCARE OF VIBURNUM, INC",PROFIT CORPORATION
16700,A,SNF,BUFFALO PRAIRIE CENTER FOR REHAB AND HEALTHCARE,631 WEST MAIN ST,BUFFALO,65622-7496,DALLAS,60,(417) 345-5422,"BUFFALO PRAIRIE OPCO, LLC",LIMITED LIABILITY COMPANY
16715,A,SNF,LIBERTY HEALTH & WELLNESS,2201 GLENN HENDREN DR,LIBERTY,64068-3375,CLAY,143,(816) 736-8800,LHW OP LLC,LIMITED LIABILITY COMPANY
16723,A,SNF,SONSHINE MANOR,300 SOUTH COTTONWOOD AVE,REPUBLIC,65738-2093,GREENE,69,(417) 732-2929,"N & R OF REPUBLIC, LLC",LIMITED LIABILITY COMPANY
16735,A,SNF,GLENDALE GARDENS NURSING & REHAB,3535 EAST CHEROKEE,SPRINGFIELD,65809-2829,GREENE,120,(417) 889-9955,"N & R OF SPRINGFIELD EAST, LLC",LIMITED LIABILITY COMPANY
16741,D,RCF,BRISTOL MANOR OF WESTON,178 WALNUT,WESTON,64098-1328,PLATTE,12,(816) 386-5507,"BRISTOL CARE, INC",PROFIT CORPORATION
16751,C,RCF*,"WHISPERING OAKS RCF II, LLC",203 NORTH B ST,POPLAR BLUFF,63901-5413,BUTLER,45,(573) 686-4490,WHISPERING OAKS RCF II LLC,LIMITED LIABILITY COMPANY
16785,N,ALF**,HIGHLAND CREST - ASSISTED LIVING BY AMERICARE,2204 S HALLIBURTON ST,KIRKSVILLE,63501-4651,ADAIR,42,(660) 627-8004,"KIRKSVILLE RESIDENTIAL, LLC",LIMITED LIABILITY COMPANY
16828,M,ALF,SADDLER RESIDENTIAL CARE FACILITY INC,730 HODIAMONT AVE,SAINT LOUIS,63112-2002,SAINT LOUIS CITY,20,(314) 725-3709,"SADDLER RESIDENTIAL CARE FACILITY, INC",PROFIT CORPORATION
16882,D,RCF,"BECKY'S PLACE RESIDENTIAL CARE, LLC",500 CULLER AVE,BUNKER,63629-,REYNOLDS,12,(573) 689-1392,"BECKY'S PLACE RESIDENTIAL CARE, LLC",LIMITED LIABILITY COMPANY
16896,A,SNF,COUNTRY AIRE RETIREMENT CENTER,18540 STATE HIGHWAY 16,LEWISTOWN,63452-2111,LEWIS,60,(573) 215-2216,"COUNTRY AIRE OPCO, LLC",LIMITED LIABILITY COMPANY
16896,C,RCF*,COUNTRY AIRE RETIREMENT CENTER,18540 STATE HIGHWAY 16,LEWISTOWN,63452-2111,LEWIS,16,(573) 215-2216,"COUNTRY AIRE OPCO, LLC",LIMITED LIABILITY COMPANY
16917,A,SNF,PAUL L & MARTHA BARONE CARE CENTER,2101 NORTH ASH ST,NEVADA,64772-1082,VERNON,40,(417) 448-3999,BOARD OF TRUSTEES OF NEVADA CITY CONVALESCENT HOME,CITY GOVERNMENT
16939,A,SNF,GRAND RIVER HEALTH CARE,118 TRENTON RD,CHILLICOTHE,64601-4002,LIVINGSTON,60,(660) 646-0353,"N & R OF CHILLICOTHE, INC",PROFIT CORPORATION
16944,A,SNF,GLENWOOD HEALTHCARE,851 THOROUGHFARE,SEYMOUR,65746-8767,WEBSTER,60,(417) 935-2992,"N & R OF SEYMOUR, INC",PROFIT CORPORATION
16964,N,ALF**,"MAPLEWOOD, INC",1827 CRADER DR,JEFFERSON CITY,65109-2005,COLE,24,(573) 635-0023,"MAPLEWOOD, INC",PROFIT CORPORATION
16964,M,ALF,"MAPLEWOOD, INC",1827 CRADER DR,JEFFERSON CITY,65109-2005,COLE,13,(573) 635-0023,"MAPLEWOOD, INC",PROFIT CORPORATION
16987,C,RCF*,SOUTHSIDE TOWNE HOUSE,510 SOUTH WASHINGTON,MEXICO,65265-2786,AUDRAIN,12,(573) 581-3203,"BRAUN ENTERPRISES, INC",PROFIT CORPORATION
16992,D,RCF,ELDERHAUS INN,"125 ANNA AVE, #18",TROY,63379-2402,LINCOLN,20,(636) 462-6979,"ELDERCARE SERVICES, LLC",LIMITED LIABILITY COMPANY
17001,D,RCF,HOUSE OF CARE CENTER,3744 BENTON BLVD,KANSAS CITY,64128-2515,JACKSON,8,(816) 921-6852,"IKPE, PHILOMINA N",SOLE PROPRIETOR
17054,N,ALF**,"ARBORS AT GLENDALE GARDENS - MEMORY CARE BY AMERICARE, THE",1300 SOUTH MAIN,CLINTON,64735-2728,HENRY,42,(660) 885-2272,"CLINTON RESIDENTIAL, LLC",LIMITED LIABILITY COMPANY
17080,A,SNF,FOUNTAINBLEAU NURSING CENTER,1349 HIGHWAY 61,FESTUS,63028-4107,JEFFERSON,106,(636) 937-3500,MALIK CORPORATION,PROFIT CORPORATION
17090,A,SNF,SENECA HOUSE,914 CHICKESAW ST,SENECA,64865-9281,NEWTON,80,(417) 776-8041,"COMMUNITY CARE CENTER OF SENECA, INC",PROFIT CORPORATION
17119,A,SNF,PORTAGEVILLE HEALTH CARE CENTER,290 WEST STATE HWY 162,PORTAGEVILLE,63873-9397,NEW MADRID,60,(573) 379-2017,"PORTAGEVILLE HEALTH CARE CENTER, LLC",LIMITED LIABILITY COMPANY
17125,A,SNF,"CURRENT RIVER NURSING CENTER, INC",1015 NORTH GRAND AVE,DONIPHAN,63935-1779,RIPLEY,120,(573) 996-4239,"CURRENT RIVER NURSING CENTER, INC",PROFIT CORPORATION
17146,A,SNF,HIDDEN LAKE CARE CENTER,11400 HIDDEN LAKE DR,RAYTOWN,64133-7409,JACKSON,112,(816) 737-1010,HIDDEN LAKE SNF OPCO LLC,LIMITED LIABILITY COMPANY
17146,C,RCF*,HIDDEN LAKE CARE CENTER,11400 HIDDEN LAKE DR,RAYTOWN,64133-7409,JACKSON,48,(816) 737-1010,HIDDEN LAKE SNF OPCO LLC,LIMITED LIABILITY COMPANY
17197,C,RCF*,"HARAMBEE HOUSE, INC",703 NORTH EIGHTH ST,COLUMBIA,65201-4516,BOONE,15,(573) 443-6972,"HARAMBEE HOUSE, INC",NOT FOR PROFIT CORPORATION
17278,A,SNF,"SYLVIA G THOMPSON RESIDENCE CENTER, INC",3333 WEST TENTH ST,SEDALIA,65301-2113,PETTIS,120,(660) 826-2118,"SYLVIA G THOMPSON RESIDENCE CENTER, INC",NOT FOR PROFIT CORPORATION
17289,D,RCF,"GREEN ACRES RESIDENTIAL CARE FACILITY, LLC",3688 SAND CREEK ROAD,FARMINGTON,63640-7350,SAINT FRANCOIS,12,(573) 756-2917,"GREEN ACRES RESIDENTIAL CARE FACILITY, LLC",LIMITED LIABILITY COMPANY
17300,D,RCF,BAYLESS BOARDING HOME,3719 SAND CREEK ROAD,FARMINGTON,63640-7349,SAINT FRANCOIS,12,(573) 747-0889,"TESREAU, MARIE M",SOLE PROPRIETOR
17310,D,RCF,BRISTOL MANOR OF BOONVILLE,1290 ASHLEY RD,BOONVILLE,65233-2108,COOPER,12,(660) 882-3393,"BRISTOL CARE, INC",PROFIT CORPORATION
17371,A,SNF,"MANOR AT ELFINDALE, THE",1707 WEST ELFINDALE ST,SPRINGFIELD,65807-1246,GREENE,100,(417) 831-2273,VSL SPRINGFIELD MANOR LLC,LIMITED LIABILITY COMPANY
17401,D,RCF,BRISTOL MANOR OF CALIFORNIA,605 PARKVIEW DR,CALIFORNIA,65018-2001,MONITEAU,12,(573) 796-4342,"BRISTOL CARE, INC",PROFIT CORPORATION
17420,A,SNF,RATLIFF CARE CENTER,717 NORTH SPRIGG,CAPE GIRARDEAU,63701-4815,CAPE GIRARDEAU,46,(573) 335-5810,"RATLIFF ENTERPRISES, LLC",LIMITED LIABILITY COMPANY
17458,A,SNF,NAZARETH LIVING CENTER,2 NAZARETH LN,SAINT LOUIS,63129-7600,SAINT LOUIS COUNTY,121,(314) 487-3950,NAZARETH LIVING CENTER,NOT FOR PROFIT CORPORATION
17458,N,ALF**,NAZARETH LIVING CENTER,2 NAZARETH LN,SAINT LOUIS,63129-7600,SAINT LOUIS COUNTY,114,(314) 487-3950,NAZARETH LIVING CENTER,NOT FOR PROFIT CORPORATION
17515,D,RCF,BRISTOL MANOR OF SMITHVILLE,1502 SOUTH COMMERCIAL,SMITHVILLE,64089-8474,CLAY,12,(816) 532-4490,"BRISTOL CARE, INC",PROFIT CORPORATION
