State Facility Type 1 Literal,Facility ID,Facility Name,Licensee,Email Address,Phone Number,Address,City,State,Zip Code,County,Capacity,Facility Status
RESIDENTIAL CARE ELDERLY,107208838,MAGNOLIA CROSSING,IDLS SIERRA AVENUE LLC,FRANCES@MAGNOLIACROSSING.ORG,(559) 765-4916,32 W SIERRA AVE,CLOVIS,CA,93612,FRESNO,60,LICENSED
RESIDENTIAL CARE ELDERLY,331880516,MAGNOLIA ELDER CARE,INTEGRITY HEALTH CARE,EVGHEALTHCARE@GMAIL.COM,(951) 764-3470,45410 BAYBERRY,TEMECULA,CA,92592,RIVERSIDE,6,CLOSED
RESIDENTIAL CARE ELDERLY,331880930,MAGNOLIA ELDER CARE,EVERGREEN HEALTHCARE,EVGHEALTHCARE@GMAIL.COM,(951) 225-9027,45410 BAYBERRY PLACE,TEMECULA,CA,92592,RIVERSIDE,6,LICENSED
RESIDENTIAL CARE ELDERLY,347002891,MAGNOLIA ELDERLY CARE HOME,"DEHELEAN, LIDIA",CDEHEAN@COMCAST.NET,(916) 965-7002,7797 MAGNOLIA AVENUE,FAIR OAKS,CA,95628,SACRAMENTO,6,CLOSED
RESIDENTIAL CARE ELDERLY,342700479,MAGNOLIA ELDERLY CARE HOME,"CRISAN, ADELA",ADY.CRISAN@YAHOO.COM,(916) 965-7002,7797 MAGNOLIA AVE,FAIR OAKS,CA,95628,SACRAMENTO,6,LICENSED
RESIDENTIAL CARE ELDERLY,75601503,MAGNOLIA GARDEN AT DANVILLE,D'OLIVA CORPORATION,MAGNOLIAGARDENS94526@GMAIL.COM,(925) 820-9801,205 EL PINTO ROAD,DANVILLE,CA,94526,CONTRA COSTA,36,LICENSED
RESIDENTIAL CARE ELDERLY,435202308,MAGNOLIA GARDEN SENIOR CARE LLC,MAGNOLIA GARDEN SENIOR CARE LLC,,(408) 202-2616,64 CRONIN DRIVE,SANTA CLARA,CA,95051,SANTA CLARA,6,CLOSED
RESIDENTIAL CARE ELDERLY,486803895,MAGNOLIA GOLD HOME CARE,"TRIUNE, INC.",MARTINEZ.MADONNA@GMAIL.COM,(707) 759-5269,1515 MARIPOSA WAY,FAIRFIELD,CA,94533,SOLANO,6,LICENSED
RESIDENTIAL CARE ELDERLY,374602416,MAGNOLIA GUEST HOME,MAGNOLIA GUEST HOME,PATTYYOON07@GMAIL.COM,(619) 420-7033,164 OLD RANCH RD,CHULA VISTA,CA,91910,SAN DIEGO,6,LICENSED
RESIDENTIAL CARE ELDERLY,79200865,MAGNOLIA GUEST HOME ANTIOCH,MAGNOLIA GUEST HOME LLC,MAGNOLIAGHLLC@AOL.COM,(925) 642-0427,2448 STANFORD WAY,ANTIOCH,CA,94531,CONTRA COSTA,6,LICENSED
RESIDENTIAL CARE ELDERLY,79200401,MAGNOLIA GUEST HOME LLC,MAGNOLIA GUEST HOME LLC,MAGNOLIAGHLLC@AOL.COM,(925) 642-0427,3006 WOODLAWN DRIVE,WALNUT CREEK,CA,94597,CONTRA COSTA,6,CLOSED
RESIDENTIAL CARE ELDERLY,79200740,MAGNOLIA GUEST HOME LLC,MAGNOLIA GUEST HOME LLC,MAGNOLIAGHLLC@AOL.COM,(925) 483-2610,1639 FAIRWOOD DRIVE,CONCORD,CA,94521,CONTRA COSTA,6,LICENSED
RESIDENTIAL CARE ELDERLY,435201049,MAGNOLIA INN,"MAGNOLIA INN, INC",CBCAYTON@YAHOO.COM,(650) 968-8506,176 SOUTH BERNARDO AVENUE,SUNNYVALE,CA,94086,SANTA CLARA,30,LICENSED
RESIDENTIAL CARE ELDERLY,496801129,MAGNOLIA MANOR,"LOPEZ, RAFAELA",MAG.MANOR@SBCGLOBAL.NET,(707) 433-9705,13805 VILLAGE AVENUE,HEALDSBURG,CA,95448,SONOMA,6,CLOSED
RESIDENTIAL CARE ELDERLY,197606109,MAGNOLIA MANOR,"JERWELL GARDEN HOME, INC.",JERWELLGARDENHOMEINC@YAHOO.COM,(818) 701-0016,20648 BLACKHAWK ST.,CHATSWORTH,CA,91311,LOS ANGELES,6,LICENSED
RESIDENTIAL CARE ELDERLY,270708749,MAGNOLIA MANOR OF CARMEL,"PEACH, VICTORIA & SIMPLICIANO, I.V.",FORTYNINERGIRL@AOL.COM,(831) 625-9488,26695 PANCHO WAY,CARMEL,CA,93923,MONTEREY,6,LICENSED
RESIDENTIAL CARE ELDERLY,415600154,MAGNOLIA OF MILLBRAE,"MAGNOLIA OF MILLBRAE, INC.",lborrego@themagnolia.com,(650) 697-7700,201 CHADBOURNE AVENUE,MILLBRAE,CA,94030,SAN MATEO,180,LICENSED
RESIDENTIAL CARE ELDERLY,547209034,MAGNOLIA PARK ASSISTED LIVING,NORTHSTAR SENIOR LIVING,,(559) 625-6001,2950 E DOUGLAS AVENUE,VISALIA,CA,93292,TULARE,48,CLOSED
RESIDENTIAL CARE ELDERLY,547206604,MAGNOLIA PARK ASSISTED LIVING,"HANSEN, ESPERANZA",ESPERANZA2@MAGNOLIAPARK.NET,(559) 625-6001,2950 E. DOUGLAS AVE.,VISALIA,CA,93292,TULARE,59,LICENSED
RESIDENTIAL CARE ELDERLY,157208940,MAGNOLIA PLACE,FSL MAGNOLIA PLACE LLC;FIELDS SENIOR LIVING LLC,TKR@FIELDSSENIORLIVING.COM,(661) 663-8400,8100 WESTWOLD DRIVE,BAKERSFIELD,CA,93311,KERN,146,LICENSED
RESIDENTIAL CARE ELDERLY,397002704,MAGNOLIA RANCH RESIDENTIAL CARE,"RMC HOMES, INC.",,(209) 838-6592,25820 MAGNOLIA AVENUE,ESCALON,CA,95320,SAN JOAQUIN,6,CLOSED
RESIDENTIAL CARE ELDERLY,397005444,MAGNOLIA RESIDENCE,MYFIRST INC.,MAGNOLIACAREHOME@YMAIL.COM,(209) 451-3850,941 W WILLOW STREET,STOCKTON,CA,95203,SAN JOAQUIN,6,LICENSED
RESIDENTIAL CARE ELDERLY,300607448,"MAGNOLIA TREE BOARD AND CARE HOME, THE",SHARILEX MANAGEMENT CORPORATION,SHARILEX@YAHOO.COM,(714) 538-6046,805 E WILSON AVE,ORANGE,CA,92867,ORANGE,6,LICENSED
RESIDENTIAL CARE ELDERLY,435200808,MAHARLIKA'S HOME,"MAGADIA, MILAGROS S. & GERMAN P.",MMCH1127@YAHOO.COM\,(408) 728-7510,4191 RUBY AVENUE,SAN JOSE,CA,95135,SANTA CLARA,6,CLOSED
RESIDENTIAL CARE ELDERLY,191221159,MAHARLIKA HOMES,"GARDOSE ENTERPRISES INTERNATIONAL, INC.",MAHARLIKAHOMES825@GMAIL.COM,(818) 343-3936,17843 CANTARA STREET,RESEDA,CA,91335,LOS ANGELES,4,LICENSED
RESIDENTIAL CARE ELDERLY,565801133,"MAICA PLACE, INC","MAICA PLACE, INC.",MAICAPLACE@YAHOO.COM,(805) 418-7529,67 DOONE STREET,THOUSAND OAKS,CA,91360,VENTURA,6,LICENSED
RESIDENTIAL CARE ELDERLY,372004561,MAILE ALOHA,"PEREZ, ORLANDO E. AND JOSEPHINE A.",MAILEALOHA@SBCGLOBAL.NET,(858) 274-0921,3636 CHRISTINE STREET,SAN DIEGO,CA,92117,SAN DIEGO,12,LICENSED
RESIDENTIAL CARE ELDERLY,347004245,MAINLINE HOME CARE,"MAINLINE HOME CARE, INC",MARRI_EDQUID@YAHOO.COM,(916) 690-8932,9445 MAINLINE DRIVE,ELK GROVE,CA,95624,SACRAMENTO,6,LICENSED
RESIDENTIAL CARE ELDERLY,306005636,MAINPLACE SENIOR LIVING,ORANGE SENIOR LIVING INC,PINNACLELICENSING@SCPINNANCLE.COM,(714) 978-2534,1800 1832 W. CULVER AVENUE,ORANGE,CA,92868,ORANGE,153,LICENSED
RESIDENTIAL CARE ELDERLY,336408610,MAISEY'S GUEST HOME,JENISE CAROCETTO,J.CAROCETTO@GMAIL.COM,(951) 929-7522,495 S. TAHQUITZ AVE,HEMET,CA,92543,RIVERSIDE,6,LICENSED
RESIDENTIAL CARE ELDERLY,198603189,MAISON DE FLEURS,MAISON DE FLEURS LLC,GPAGANOS@SGIAINC.COM,(714) 606-1854,4918 N SUNFLOWER AVE,COVINA,CA,91724,LOS ANGELES,6,LICENSED
RESIDENTIAL CARE ELDERLY,306005407,MAISON FOR MOM,ORANGE CARE HOME LLC,OUDINOTNICOLAS@GMAIL.COM,(310) 994-9181,804 W BRENTWOOD AVENUE,ORANGE,CA,92865,ORANGE,6,LICENSED
RESIDENTIAL CARE ELDERLY,374604385,MAJELLA ASSISTED LIVING OF SAN MARCOS,MAJELLA ASSISTED LIVING LLC,JIMMORRISON@MAJELLARCFE.COM,(760) 734-5786,558 SMILAX RD.,SAN MARCOS,CA,92078,SAN DIEGO,11,LICENSED
RESIDENTIAL CARE ELDERLY,374604353,"MAJELLA ASSISTED LIVING, LLC",MAJELLA ASSISTED LIVING LLC,JIMMORRISON@MAJELLARCFE.COM,(760) 216-6344,2590 MAJELLA RD.,VISTA,CA,92084,SAN DIEGO,12,LICENSED
RESIDENTIAL CARE ELDERLY,306006030,MAJESTIC CARE VILLA INC.,MAJESTIC CARE VILLA INC.,FAJARDOBING@YAHOO.COM,(949) 290-3917,25531 ALTHEA AVE,MISSION VIEJO,CA,92691,ORANGE,6,PENDING
RESIDENTIAL CARE ELDERLY,425801410,MAJESTIC HOME CARE,"MARTINEZ, CRISTITA F.",CRISTITAM@AOL.COM,(805) 346-6053,1432 EAST LAHR LANE,SANTA MARIA,CA,93454,SANTA BARBARA,6,CLOSED
RESIDENTIAL CARE ELDERLY,197609313,MAJESTIC SENIOR LIVING INC,MAJESTIC SENIOR LIVING INC,MAJESTICSENIORLIVING@OUTLOOK.COM,(661) 476-5375,25141 HIGHSPRING AVE,NEWHALL,CA,91321,LOS ANGELES,6,LICENSED
RESIDENTIAL CARE ELDERLY,374604082,MAJESTIC VILLA ASSISTED LIVING,PRECIOUS TRUTH LLC,MAJESTICVILLA2018@GMAIL.COM,(442) 231-8517,1910 WOODSIDE DR,EL CENTRO,CA,92243,SAN DIEGO,6,LICENSED
RESIDENTIAL CARE ELDERLY,336403554,MAJINTIN VILLE,VERLY S. FRIAS,VERLIBOY23@HOTMAIL.COM,(760) 202-2763,69275 EL CANTO ROAD,CATHEDRAL CITY,CA,92234,RIVERSIDE,6,LICENSED
RESIDENTIAL CARE ELDERLY,565800741,"MALI'S PLACE, INC. I",MALI'S PLACE INCORPORATION,INFO@MALISPLACE.COM,(805) 445-9533,68 CAMINO CASTENADA,CAMARILLO,CA,93010,VENTURA,6,LICENSED
RESIDENTIAL CARE ELDERLY,565800760,"MALI'S PLACE, INC. II","MALI'S PLACE, INC.",INFO@MALISPLACE.COM,(805) 445-1998,52 CAMINO CASTENADA,CAMARILLO,CA,93010,VENTURA,6,LICENSED
RESIDENTIAL CARE ELDERLY,306003061,MALKA'S MANOR,"BELL, MALKA",RCFECARE1@YAHOO.COM,(949) 951-4317,25621 BUDAPEST AVENUE,MISSION VIEJO,CA,92691,ORANGE,6,CLOSED
RESIDENTIAL CARE ELDERLY,507005097,"MALONZO ELDERCARE, INC.","MALONZO ELDERCARE, INC.",MALONZOELDERCARE@GMAIL.COM,(949) 378-1285,1709 ST. CHARLOTTE LANE,MODESTO,CA,95358,STANISLAUS,5,LICENSED
RESIDENTIAL CARE ELDERLY,19200946,MAMA'S LOVING CARE HOME,PAYANG ENTERPRISE LLC,EFPLINDAP@GMAIL.COM,(209) 834-7598,417 JILLANA AVENUE,LIVERMORE,CA,94550,ALAMEDA,6,LICENSED
RESIDENTIAL CARE ELDERLY,331880980,MAMA ANGELINA COCONOCHO,MAMA ANGELINA COCONOCHO LLC,LAVIEJAMRG10@GMAIL.COM,(951) 335-1239,862 PIKE DRIVE,HEMET,CA,92544,RIVERSIDE,6,LICENSED
RESIDENTIAL CARE ELDERLY,197607235,MAMELEH & TATELEH'S UPSCALE LIVING,"SHAINA MAIDEL, INC.",DANWCHO@HOTMAIL.COM,(661) 360-8505,18847 THORN CRESTCOURT,CANYON COUNTRY,CA,91351,LOS ANGELES,6,LICENSED
RESIDENTIAL CARE ELDERLY,197610155,MAMELEH & TATELEH'S UPSCALE LIVING,"AMAZING UPSCALE SENIOR LIVING, LLC",DANWCHO@HOTMAIL.COM,(213) 392-2325,18847 THORN CREST COURT,LOS ANGELES,CA,91351,LOS ANGELES,6,PENDING
RESIDENTIAL CARE ELDERLY,198201272,MANAGED CARE GUEST HOME,"SMITH, NILDA",MCGH97@GMAIL.COM,(310) 253-5095,3354 CARDIFF AVE,LOS ANGELES,CA,90034,LOS ANGELES,6,LICENSED
RESIDENTIAL CARE ELDERLY,410508702,MANALO'S BOARD AND CARE,"MANALO, JOSEFINA A.",JOSIE_MANALO23@YAHOO.COM,(650) 755-7883,807 BYRON DRIVE,SOUTH SAN FRANCISCO,CA,94080,SAN MATEO,6,LICENSED
RESIDENTIAL CARE ELDERLY,415600646,MANALO'S BOARD AND CARE V,"MANALO, JOSEFINA",JOSIE_MANALO23@YAHOO.COM,(650) 868-1901,840 ALTA LOMA DRIVE,SOUTH SAN FRANCISCO,CA,94080,SAN MATEO,6,LICENSED
RESIDENTIAL CARE ELDERLY,415600772,MANALO'S BOARD & CARE II,"MANALO, JOSEFINA",JOSIE_MANALO23@YAHOO.COM,(650) 868-1901,808 BYRON DRIVE,SOUTH SAN FRANCISCO,CA,94080,SAN MATEO,6,LICENSED
RESIDENTIAL CARE ELDERLY,415600677,MANALO'S BOARD & CARE III,"MANALO, JOSEFINA",,(650) 755-1258,853 NEWMAN DRIVE,SOUTH SAN FRANCISCO,CA,94080,SAN MATEO,6,CLOSED
RESIDENTIAL CARE ELDERLY,415600386,MANALO'S BOARD & CARE IV,"MANALO, JOSEFINA",JOSIE_MANALO23@YAHOO.COM,(650) 758-2895,840 CAMARITAS CIRCLE,SOUTH SAN FRANCISCO,CA,94080,SAN MATEO,6,LICENSED
RESIDENTIAL CARE ELDERLY,415601111,MANALO'S BOARD & CARE IV,"MANALO, JOSEFINA",JOSIE_MANALO23@YAHOO.COM,(650) 868-1901,2595 OAKMONT AVE.,SAN BRUNO,CA,94066,SAN MATEO,10,PENDING
RESIDENTIAL CARE ELDERLY,336425297,MANCHESTER RESIDENTIAL CARE,WALTER MEZA,NUMAMEZ@GMAIL.COM,(714) 875-0946,1956 MANCHESTER CT.,SAN JACINTO,CA,92582,RIVERSIDE,6,CLOSED
RESIDENTIAL CARE ELDERLY,198320066,MANHATTAN PLACE RESIDENCE INC,MANHATTAN PLACE RESIDENCE INC,MANHATTAN16303@GMAIL.COM,(310) 819-8681,16303 MANHATTAN PL,GARDENA,CA,90247,LOS ANGELES,6,LICENSED
RESIDENTIAL CARE ELDERLY,191220311,MANILA MANOR II,MANILA MANOR INC.,JAZZGAITE@GMAIL.COM,(818) 342-8738,17740 BALTAR STREET,RESEDA,CA,91335,LOS ANGELES,6,LICENSED
RESIDENTIAL CARE ELDERLY,197606105,MANILA MANOR III,MANILA MANOR INC.,JAZZGAITE@GMAIL.COM,(818) 727-0079,8043 MCNULTY AVENUE,WINNETKA,CA,91306,LOS ANGELES,6,LICENSED
RESIDENTIAL CARE ELDERLY,198603195,MANNY'S CARE FACILITY,LEAVE IT TO MANNY INC.,EILATNAHUM@GMAIL.COM,(310) 309-0405,2602 S HOLT AVENUE,LOS ANGELES,CA,90034,LOS ANGELES,6,LICENSED
RESIDENTIAL CARE ELDERLY,197603849,MANOR CARE FACILITY,"SOMERA, ERLINA",ERLYGARCIA0507@YAHOO.COM,(818) 785-7047,7768 ALLOTT AVE.,VAN NUYS,CA,91402,LOS ANGELES,4,LICENSED
RESIDENTIAL CARE ELDERLY,197608333,MANOR HOUSE OF ANTELOPE VALLEY,SEAN SHANE MENDOZA,MANORHOUSE786@YAHOO.COM,(661) 951-2085,"45550 11TH ST., W.",LANCASTER,CA,93534,LOS ANGELES,6,LICENSED
RESIDENTIAL CARE ELDERLY,197608362,"MANOR HOUSE OF LOS ANGELES HOME CARE, LLC, THE","MANOR HOUSE OF LOS ANGELES HOME CARE, LLC., THE",MANORHOUSE345@GMAIL.COM,(323) 644-1980,345 N. HARVARD BLVD.,LOS ANGELES,CA,90004,LOS ANGELES,6,LICENSED
RESIDENTIAL CARE ELDERLY,374603833,"MANOR HOUSE, THE","MANOR HOUSE LLC, THE",BECKY@THEMANORHOUSELIFE.COM,(760) 216-6344,2590 MAJELLA ROAD,VISTA,CA,92084,SAN DIEGO,12,CLOSED
RESIDENTIAL CARE ELDERLY,134603833,"MANOR HOUSE, THE","MANOR HOUSE LLC, THE",BECKY@THEMANORHOUSELIFE.COM,(760) 216-6344,2590 MAIELLA RD,VISTA,CA,92084,IMPERIAL,12,PENDING
RESIDENTIAL CARE ELDERLY,565801114,"MANOR OF OJAI, THE","RIVERRUN ENTERPRISES, INC.",HALINA@MANOROFOJAI.COM,(805) 646-1489,108 W. EUCALYPTUS ST.,OJAI,CA,93023,VENTURA,44,LICENSED
RESIDENTIAL CARE ELDERLY,342700950,"MANOR, THE",ASHLEY MANOR LLC,MAGEEANDY@GMAIL.COM,(916) 832-7959,3840 DELL ROAD,CARMICHAEL,CA,95608,SACRAMENTO,6,LICENSED
RESIDENTIAL CARE ELDERLY,197607748,MANSEL GUEST HOME 2,"MANSEL GUEST HOME, INC.",JM.BHFECARE@GMAIL.COM,(310) 376-5375,317 S. AVIATION BLVD.,MANHATTAN BEACH,CA,90266,LOS ANGELES,6,CLOSED
RESIDENTIAL CARE ELDERLY,374601115,"MANSE, THE","MOUNT ZION, INC",ALICIA@MANSESANDIEGO.NET,(760) 727-1221,2354 WATSON WAY,VISTA,CA,92081,SAN DIEGO,48,CLOSED
RESIDENTIAL CARE ELDERLY,197609769,MANSFIELD HOME,"SUNLAND LIVING, LLC",JURATEUS@YAHOO.COM,(323) 353-2140,747 N MANSFIELD AVE,LOS ANGELES,CA,90038,LOS ANGELES,6,LICENSED
RESIDENTIAL CARE ELDERLY,197604263,"MANSFIELD HOME, THE","MANSFIELD HOME, INC, THE",GALKENEDALIA@YAHOO.COM,(323) 933-3631,747 N. MANSFIELD AVE.,LOS ANGELES,CA,90038,LOS ANGELES,6,CLOSED
RESIDENTIAL CARE ELDERLY,107209021,"MANSION, THE",FRESNO MANSION LLC;GOLDEN LIVING CONGREGATE NORCAL,MIKELMALONEY@GMAIL.COM,(559) 478-4436,2201 CALAVERAS STREET,FRESNO,CA,93721,FRESNO,41,PENDING
RESIDENTIAL CARE ELDERLY,275201391,MANTE BOARD & CARE HOME II,"MANTE HOMES, INC.",SAMSONMNT@YAHOO.COM,(831) 442-3350,1557 CUPERTINO WAY,SALINAS,CA,93906,MONTEREY,6,LICENSED
RESIDENTIAL CARE ELDERLY,392700473,MANTECA RTRMT COM-HAPPY LVNG BY COGIR/COGIR MANTEC,WELLTOWER COGIR TENANT LLC;COGIR MGT USA INC,CBAKER@COGIR.NET,(209) 823-0164,430 NORTH UNION RD,MANTECA,CA,95337,SAN JOAQUIN,84,LICENSED
RESIDENTIAL CARE ELDERLY,100403618,MAPLE AVENUE GUEST HOME,"ARCUINO, ELDAD & REYNALDO",MAPLEAVENUEGUESTHOME@GMAIL.COM,(559) 227-9722,3341 NORTH MAPLE AVENUE,FRESNO,CA,93726,FRESNO,14,LICENSED
RESIDENTIAL CARE ELDERLY,336425891,MAPLE GUEST HOME,MAPLE GUEST HOME,LITOROMAN@YAHOO.COM,(951) 652-0127,3485 SUGAR MAPLE CT,HEMET,CA,92545,RIVERSIDE,6,LICENSED
RESIDENTIAL CARE ELDERLY,445294274,"MAPLE HOUSE II, THE",MAPLE ASSISTED LIVING INC; NORTHSTAR SR LIVING INC,MAPLE_HOUSE@YAHOO.COM,(831) 476-6366,2000 BROMMER STREET,SANTA CRUZ,CA,95062,SANTA CRUZ,40,LICENSED
RESIDENTIAL CARE ELDERLY,445200566,"MAPLE HOUSE, THE",MAPLE ASSISTED LIVING INC.,maple_house@yahoo.com,(831) 423-6347,410 PENNSYLVANIA AVENUE,SANTA CRUZ,CA,95062,SANTA CRUZ,22,LICENSED
RESIDENTIAL CARE ELDERLY,372004436,MAPLE MANOR,"DJUKIC, BORKA",MAPLEMANOR1@HOTMAIL.COM,(760) 743-0632,1744 SO. MAPLE,ESCONDIDO,CA,92025,SAN DIEGO,31,LICENSED
RESIDENTIAL CARE ELDERLY,342700129,MAPLE OAKS ASSISTED LIVING,BRIDGE POINTE ACQUISITIONS LLC,RUBYTENGAN@YAHOO.COM,(916) 207-9156,3340 38TH AVENUE,SACRAMENTO,CA,95824,SACRAMENTO,15,CLOSED
RESIDENTIAL CARE ELDERLY,336427405,MAPLE PLACE,MAPLE GUEST HOME CORP,LITOROMAN@YAHOO.COM,(951) 652-0127,994 PAINTBRUSH TRAIL,HEMET,CA,92545,RIVERSIDE,6,LICENSED
RESIDENTIAL CARE ELDERLY,198201562,MAPLE RESIDENTIAL CARE HOME 2,"PASCUAL, PATRICIA A.",,(310) 784-1986,23736 PRESIDENT AVENUE,HARBOR CITY,CA,90710,LOS ANGELES,6,CLOSED
RESIDENTIAL CARE ELDERLY,198202472,MAPLE RESIDENTIAL CARE HOME IV,PATRICIA PASCUAL,ARMIETALAG@YAHOO.COM,(310) 891-3349,1556 238TH STREET,HARBOR CITY,CA,90710,LOS ANGELES,6,CLOSED
RESIDENTIAL CARE ELDERLY,107206761,MAPLE TREE CARE HOME,IMC CARE HOME INC.,MAPLETREECAREHOME@YAHOO.COM,(559) 434-7371,2103 E. RYAN AVENUE,FRESNO,CA,93720,FRESNO,6,LICENSED
RESIDENTIAL CARE ELDERLY,107209069,MAPLE TREE CARE HOME 2,IMC CARE HOME INC.,MAPLETREECAREHOME@YAHOO.COM,(559) 916-5206,2081 E RYAN LANE,FRESNO,CA,93720,FRESNO,6,LICENSED
RESIDENTIAL CARE ELDERLY,331880623,MAPLETON HOUSE,MAPLETON HOUSE LLC,CLEOFORD@GMAIL.COM,(951) 246-8631,33860 SALVIA LN,MURRIETA,CA,92563,RIVERSIDE,6,LICENSED
RESIDENTIAL CARE ELDERLY,374602724,MARAMA,NADIA ENTERPRISES,DRHEATHERSANDISON@GMAIL.COM,(760) 505-3019,727 ASCOT DRIVE,VISTA,CA,92083,SAN DIEGO,12,CLOSED
RESIDENTIAL CARE ELDERLY,374604325,MARAMA,"MARAMA, LLC",DRHEATHERSANDISON@GMAIL.COM,(760) 941-9208,727 ASCOT DRIVE,VISTA,CA,92083,SAN DIEGO,12,LICENSED
RESIDENTIAL CARE ELDERLY,347005627,MARANATHA MANOR,"RZ ENTERPRIZE, LLC",RODZAPPRAISAL@GMAIL.COM,(916) 735-5611,5416 WOODED GLEN PLACE,ANTELOPE,CA,95843,SACRAMENTO,6,LICENSED
RESIDENTIAL CARE ELDERLY,425801937,MARAVILLA,MARAVILLA SUBTENANT LLC; SRG MANAGMENT LLC,RGRANDE@SRG-LLC.COM,(805) 967-1965,5486 CALLE REAL,SANTA BARBARA,CA,93111,SANTA BARBARA,131,LICENSED
RESIDENTIAL CARE ELDERLY,197601221,MARBLE TERRACE,ELIZABETH GODLEWSKA INC.,ELIZABETHG136@YAHOO.COM,(818) 708-2327,5811 DONNA AVE.,TARZANA,CA,91356,LOS ANGELES,6,LICENSED
RESIDENTIAL CARE ELDERLY,197602257,MARBLE TERRACE II,ELIZABETH GODLEWSKA INC.,elizabethg136@yahoo.com,(818) 345-8971,19030 MIRANDA AVENUE,TARZANA,CA,91356,LOS ANGELES,6,LICENSED
RESIDENTIAL CARE ELDERLY,197607527,MARBLE TERRACE III,ELIZABETH GODLEWSKA,ELIZABETHG136@YAHOO.COM,(818) 996-3963,5811 1/2 DONNA AVE.,TARZANA,CA,91356,LOS ANGELES,4,LICENSED
RESIDENTIAL CARE ELDERLY,336425952,MARCELINE'S HOME CARE,"MARCELINE'S HOME CARE, INC.",MARCELINESHOMECARE@GMAIL.COM,(951) 665-3045,136 GARCIA DR.,SAN JACINTO,CA,92582,RIVERSIDE,6,LICENSED
RESIDENTIAL CARE ELDERLY,342700007,MARCONI VILLA,MARCONI VILLA LLC,JSTROUPKW@GMAIL.COM,(916) 571-5270,2100 MARCONI AVENUE,SACRAMENTO,CA,95821,SACRAMENTO,6,LICENSED
RESIDENTIAL CARE ELDERLY,502700870,MARGARET'S CARE HOME,"FERIL, MARGARET F",MARGARET_FLORESCA@YAHOO.COM,(209) 482-5411,2208 TEMESCAL DRIVE,MODESTO,CA,95355,STANISLAUS,6,LICENSED
RESIDENTIAL CARE ELDERLY,160403371,MARGIE'S HOME FOR THE AGED,"JUAREZ, MARGARET",KATUTY7@YAHOO.COM,(559) 583-6936,313 E. MALONE,HANFORD,CA,93230,KINGS,5,LICENSED
RESIDENTIAL CARE ELDERLY,425800067,MARIA'S GUEST HOME,GERARDO SANCHEZ,AZUL9601@MSN.COM,(805) 925-4632,516 NORTH MARY DRIVE,SANTA MARIA,CA,93454,SANTA BARBARA,6,LICENSED
RESIDENTIAL CARE ELDERLY,347001629,MARIA'S HOME CARE,"COSTEA, ANDREI",ANDREICOSTEA47@YAHOO.COM,(916) 344-5487,5914 CANARY DRIVE,NORTH HIGHLANDS,CA,95660,SACRAMENTO,6,LICENSED
RESIDENTIAL CARE ELDERLY,410508912,MARIA'S HOME FOR THE AGED,"FREITAS, MARIA",MARIAFREITAS1024@YAHOO.COM,(650) 345-6753,125 WEST 24TH AVENUE,SAN MATEO,CA,94403,SAN MATEO,6,CLOSED
RESIDENTIAL CARE ELDERLY,411408936,MARIA'S HOME FOR THE AGED,"DE ANDRADE-PHENE, FILOMENA",MARIASHOMEFORTHEAGED@GMAIL.COM,(650) 345-3051,2087 ISABELLE AVENUE,SAN MATEO,CA,94403,SAN MATEO,6,CLOSED
RESIDENTIAL CARE ELDERLY,415601025,MARIA'S HOME FOR THE ELDERLY,EXCELLENT CARE LLC,MARIAFREITAS1024@YAHOO.COM,(650) 458-3265,2836 FLORES STREET,SAN MATEO,CA,94403,SAN MATEO,12,LICENSED
RESIDENTIAL CARE ELDERLY,247209073,MARIA LOVING CARE,MARIA LOVING CARE LLC,CHRISTINAPELAYO1@GMAIL.COM,(209) 733-8136,1115 PAYNE AVENUE,GUSTINE,CA,95322,MERCED,6,LICENSED
RESIDENTIAL CARE ELDERLY,347002739,MARIA TERESA HOME CARE,"SANCHEZ, MARIA TERESA R.",MTHC7732@COMCAST.NET,(916) 681-4133,7732 GYAN WAY,SACRAMENTO,CA,95828,SACRAMENTO,6,LICENSED
RESIDENTIAL CARE ELDERLY,366401304,MARIA VICTORIA'S HOME CARE -A,"CACHAPERO, MELITA",MARIAVICTORIAHOMECARE@YAHOO.COM,(909) 799-1537,11523 PEMBROKE STREET,LOMA LINDA,CA,92350,SAN BERNARDINO,6,LICENSED
RESIDENTIAL CARE ELDERLY,415600988,MARIAH'S GARDEN HOME CARE,"ZEPEDA, MARIE D",MARIAH4CARE@AOL.COM,(650) 307-7925,1910 CRESTWOOD DRIVE,SAN BRUNO,CA,94066,SAN MATEO,6,LICENSED
RESIDENTIAL CARE ELDERLY,385600367,MARIAN'S CARE HOME I,GOLDEN SENIOR LIVING INC.,AN062905@YAHOO.COM,(415) 269-1500,1450 - 24TH AVENUE,SAN FRANCISCO,CA,94122,SAN FRANCISCO,6,LICENSED
RESIDENTIAL CARE ELDERLY,496803821,MARIAN GARDENS CARE HOME - RCFE,"H & D MANAGED CARE, LLC",HANDDMANAGEDCARE@GMAIL.COM,(707) 791-3141,2331 STONEGATE CT,SANTA ROSA,CA,95409,SONOMA,5,CLOSED
