REPORT LINK,FACILITY_ID,FACILITY_NAME,FACILITY_ADDRESS,FACILITY_STATE,FACILITY_CITY,FACILITY_COUNTY,FACILITY_ZIP,FACILITY_PHONE,FACILITY_WOUND,FACILITY_INFECT,FACILITY_ALZ,FACILITY_VENT,FACILITY_TYPE,FACILITY_SUBTYPE,FACTYPE,FACILITY_TYPE_PROMPT,FACILITY_BURNUNIT,FACILITY_EMERGENCYDEPT,FACILITY_TRAUMA,GEOTYPE,Map Accuracy,x,y
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr004075.htm"">View</a>",004075NFS,THORNTON TERRACE HEALTH CAMPUS,188 THORNTON RD,IN,HANOVER,JEFFERSON,47243,8128668396,N,N,N,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9515053.513,4681209.947
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr004130.htm"">View</a>",004130NFS,RIVEROAKS HEALTH CAMPUS,1244 VAIL ST,IN,PRINCETON,GIBSON,47670,8123850794,Y,N,N,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9751222.043,4627795.749
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr004268.htm"">View</a>",004268NFS,ASHFORD PLACE HEALTH CAMPUS,2200 N RILEY HWY,IN,SHELBYVILLE,SHELBY,46176,3173988422,N,N,Y,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9548445.909,4801730.558
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr004352.htm"">View</a>",4352,JEWEL PLACE,607 VIRGINIA AVE,IN,MADISON,JEFFERSON,47250,8122730432,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9504563.766,4691003.407
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr004353.htm"">View</a>",4353,ELKHART PLACE,2024 COUNTY ROAD 24,IN,ELKHART,ELKHART,46517,5742959058,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9573441.588,5108233.249
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr004376.htm"">View</a>",4376,SEYMOUR PLACE,2288 NICHOLAS CT,IN,SEYMOUR,JACKSON,47274,8125238991,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9556352.154,4716110.175
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr004392.htm"">View</a>",4392,DIGBY PLACE,167 CR W 240 S,IN,LAFAYETTE,TIPPECANOE,47905,7654718552,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,7,On or Near Building,-9674674.754,4921717.162
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr004417.htm"">View</a>",4417,FIVE STAR RESIDENCES OF NOBLESVILLE,7235 RIVERWALK WAY N,IN,NOBLESVILLE,HAMILTON,46062,3177700011,N,N,Y,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9578295.563,4872145.197
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr004419.htm"">View</a>",4419,WHITLOCK PLACE,1719 S ELM ST,IN,CRAWFORDSVILLE,MONTGOMERY,47933,7653641880,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9673334.244,4869144.136
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr004426.htm"">View</a>",4426,ADDISON PLACE,2244 Q AVE,IN,NEW CASTLE,HENRY,47362,7655213220,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9501702.855,4852853.174
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr004428.htm"">View</a>",4428,LYND PLACE,2410 E MCGALLIARD RD,IN,MUNCIE,DELAWARE,47303,7652847670,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9502103.049,4897893.502
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr004440.htm"">View</a>",4440,CHANDLER PLACE,2879 S LIMA RD,IN,KENDALLVILLE,NOBLE,46755,2603491030,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9490260.77,5072157.15
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr004441.htm"">View</a>",4441,MCKINNEY PLACE,3901 HIGH STREET RD,IN,LOGANSPORT,CASS,46947,5747392134,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9608555.54,4977606.872
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr004442.htm"">View</a>",4442,BENNETT PLACE,3928 HORNE AVE,IN,NEW ALBANY,FLOYD,47150,8129481960,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9551332.98,4628813.438
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr004444.htm"">View</a>",4444,WALKER PLACE,2216 N RILEY HWY,IN,SHELBYVILLE,SHELBY,46176,3173923370,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9548476.634,4801857.473
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr004458.htm"">View</a>",4458,SETTLERS PLACE,3304 MONROE ST,IN,LA PORTE,LA PORTE,46350,2193267283,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9649597.923,5100927.495
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr004503.htm"">View</a>",4503,LAFAYETTE BICKFORD COTTAGE LLC,3633 REGAL VALLEY DR,IN,LAFAYETTE,TIPPECANOE,47901,7654770770,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9670287.652,4919087.73
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr004550.htm"">View</a>",004550NFS,MILL POND HEALTH CAMPUS,1014 MILL POND LANE,IN,GREENCASTLE,PUTNAM,46135,7656534397,N,N,Y,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9666780.532,4813927.482
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr004671.htm"">View</a>",004671NFS,ST ANDREWS HEALTH CAMPUS,1400 LAMMERS PIKE,IN,BATESVILLE,RIPLEY,47006,8129345090,N,N,Y,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9484298.053,4763949.716
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr004686.htm"">View</a>",4686,HAMILTON PLACE,2116 BUTLER RD,IN,FORT WAYNE,ALLEN,46815,2604710944,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9481076.467,5028124.267
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr004831.htm"">View</a>",004831NFS,MEADOW LAKES,200 MEADOW LAKE DR,IN,MOORESVILLE,MORGAN,46158,3178341791,N,N,Y,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9613027.021,4811462.598
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr004902.htm"">View</a>",004902NFS,HAMPTON OAKS HEALTH CAMPUS,966 N WILSON RD,IN,SCOTTSBURG,SCOTT,47170,8127522694,N,N,N,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9551058.578,4679679.33
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr004903.htm"">View</a>",4903,BELL OAKS PLACE,4200 WYNTREE DR,IN,NEWBURGH,WARRICK,47630,8128580488,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9728916.177,4575658.639
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr004904.htm"">View</a>",4904,EMERALD PLACE,297 S 100 E,IN,WASHINGTON,DAVIESS,47501,8122545230,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,5,General Location,-9701640.787,4669303.321
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr005616.htm"">View</a>",5616,BRIDGE AT GARDEN PLAZA,8614 W 10TH  ST,IN,INDIANAPOLIS,MARION,46234,3172711020,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9608379.989,4833942.096
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr005657.htm"">View</a>",5657,SANDERS GLEN,334 S CHERRY ST,IN,WESTFIELD,HAMILTON,46074,3178670212,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9587085.795,4871732.101
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr005722.htm"">View</a>",5722,HEARTH AT STONES CROSSING LLC THE,2339 S STATE ROAD 135,IN,GREENWOOD,JOHNSON,46143,3175350422,N,N,Y,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9591343.543,4805266.864
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr005729.htm"">View</a>",5729,CROWNPOINTE OF INDIANAPOLIS,7365 E 16TH ST,IN,INDIANAPOLIS,MARION,46219,3173512578,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9577833.476,4835317.691
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr005846.htm"">View</a>",5846,COVENTRY MEADOWS ASSISTED LIVING,7833 W JEFFERSON BLVD,IN,FORT WAYNE,ALLEN,46804,2604324848,N,N,Y,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9489169.171,5017873.152
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr005954.htm"">View</a>",005954NFS,SPRINGHURST HEALTH CAMPUS,628 N MERIDIAN RD,IN,GREENFIELD,HANCOCK,46140,3174627067,N,N,Y,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9551442.964,4835906.607
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr006489.htm"">View</a>",6489,CHATEAU OF BATESVILLE,44 CHATEAU BLVD,IN,BATESVILLE,RIPLEY,47006,8129328888,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9484331.56,4763897.502
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr009669.htm"">View</a>",9669,TANGLEWOOD TRACE,530 W TANGLEWOOD LN,IN,MISHAWAKA,ST JOSEPH,46545,5742774310,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9594688.026,5116287.339
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr009894.htm"">View</a>",9894,"WYNDMOOR OF CASTLETON, LLC",8480 CRAIG ST,IN,INDIANAPOLIS,MARION,46250,3178426564,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9579507.61,4852923.125
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr010064.htm"">View</a>",10064,KESSLERWOOD PLACE,5011 KESSLER BLVD E,IN,INDIANAPOLIS,MARION,46220,3172511300,N,N,Y,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9583017.29,4845229.877
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr010065.htm"">View</a>",10065,EASTLAKE TERRACE,3109 E BRISTOL,IN,ELKHART,ELKHART,46514,5742664508,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9565916.613,5116411.984
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr010234.htm"">View</a>",10234,WILLOW LAKE PLACE,2725 LAKE CIRCLE DR,IN,INDIANAPOLIS,MARION,46268,3173349400,N,N,Y,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9596672.518,4853309.17
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr010235.htm"">View</a>",10235,CHAPMAN PLACE,3110 E COLISEUM BLVD,IN,FORT WAYNE,ALLEN,46805,2604713110,N,N,Y,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9473265.735,5028462.597
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr010409.htm"">View</a>",10409,KEYSTONE WOODS,2335 N MADISON AVE,IN,ANDERSON,MADISON,46011,7656428020,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9539131.919,4886362.355
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr010416.htm"">View</a>",10416,BROOKDALE CARMEL,301 EXECUTIVE DR,IN,CARMEL,HAMILTON,46032,3175800389,N,N,Y,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9587090.805,4860646.878
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr010610.htm"">View</a>",10610,TRAIL CREEK PLACE- ASSISTED LIVING,1400 E COOLSPRING AVE,IN,MICHIGAN CITY,LA PORTE,46360,2198745500,N,N,Y,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9670618.383,5115410.692
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr010667.htm"">View</a>",10667,BROOKDALE SOUTH BEND,17441 SR 23,IN,SOUTH BEND,ST JOSEPH,46635,5742732233,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9596406.687,5117374.761
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr010680.htm"">View</a>",10680,KEEPSAKE VILLAGE OF COLUMBUS,2564 FOXPOINTE DR,IN,COLUMBUS,BARTHOLOMEW,47201,8123720950,N,N,Y,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9559090.168,4753842.399
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr010681.htm"">View</a>",10681,WYNDMOOR OF EVANSVILLE LLC,6521 GREENDALE DR,IN,EVANSVILLE,VANDERBURGH,47711,8128677900,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9746566.773,4584831.372
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr010682.htm"">View</a>",10682,"WYNDMOOR OF MARION, LLC",2452 W KEM RD,IN,MARION,GRANT,46952,7653844500,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9539499.496,4949826.5
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr010739.htm"">View</a>",010739NFS,SPRING MILL HEALTH CAMPUS,101 W 87TH AVE,IN,MERRILLVILLE,LAKE,46410,2197560744,N,Y,Y,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9722415.23,5080268.109
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr010757.htm"">View</a>",10757,BROOKDALE VALPARAISO,2601 VALPARAISO ST,IN,VALPARAISO,PORTER,46383,2195482230,N,N,Y,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9691128.22,5085187.483
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr010823.htm"">View</a>",010823NFS,OAK GROVE CHRISTIAN RETIREMENT VILLAGE,221 W DIVISION ST,IN,DEMOTTE,JASPER,46310,2199877005,N,N,N,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9707285.464,5042209.653
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr010885.htm"">View</a>",10885,RIVERBEND,2715 CHARLESTOWN PIKE,IN,JEFFERSONVILLE,CLARK,47130,8122800965,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9542997.934,4626247.834
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr010886.htm"">View</a>",10886,ELMCROFT OF MUNCIE,1601 N MORRISON RD,IN,MUNCIE,DELAWARE,47304,7652894260,N,N,Y,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9511525.353,4896055.736
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr010887.htm"">View</a>",10887,VIRGINIA PLACE,8253 VIRGINIA ST,IN,MERRILLVILLE,LAKE,46410,2197369383,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9721392.204,5081589.303
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr010888.htm"">View</a>",10888,BROOKDALE RICHMOND,3700 SOUTH A STREET,IN,RICHMOND,WAYNE,47374,7659393310,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9445513.563,4840800.663
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr010889.htm"">View</a>",10889,"WYNDMOOR OF PORTAGE, LLC",3444 SWANSON RD,IN,PORTAGE,PORTER,46368,2197634867,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9706796.438,5094142.707
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr010890.htm"">View</a>",10890,BRENTWOOD AT LAPORTE,2002 ANDREW AVE,IN,LA PORTE,LA PORTE,46350,2193251599,N,N,Y,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9655236.144,5099509.578
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr010930.htm"">View</a>",010930NFS,TERRACE AT SOLARBRON THE,1701 MCDOWELL RD,IN,EVANSVILLE,VANDERBURGH,47712,8129850055,N,N,N,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9761316.383,4573522.98
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr010937.htm"">View</a>",10937,ASSISTED LIVING AT HARTSFIELD VILLAGE,10002 COLUMBIA AVE,IN,MUNSTER,LAKE,46321,2199340580,N,N,Y,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9742165.646,5090948.321
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr011039.htm"">View</a>",011039NFS,MORNING BREEZE RETIREMENT COMMUNITY AND HEALTHCARE,950 N LAKEVIEW DR,IN,GREENSBURG,DECATUR,47240,8126627778,N,N,N,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9517381.983,4771128.702
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr011045.htm"">View</a>",011045NFS,BETHANY POINTE HEALTH CAMPUS,1707 BETHANY RD,IN,ANDERSON,MADISON,46012,7656221211,N,N,Y,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9535576.374,4885989.582
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr011075.htm"">View</a>",11075,KOKOMO PLACE,3025 W SYCAMORE ST,IN,KOKOMO,HOWARD,46901,7654561490,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9592840.234,4937016.724
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr011076.htm"">View</a>",11076,BROOKDALE BLOOMINGTON,3802 SARE RD,IN,BLOOMINGTON,MONROE,47401,8123300885,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9629715.149,4739780.58
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr011150.htm"">View</a>",011150NFS,WATERFORD CROSSING,1332 WATERFORD CIR,IN,GOSHEN,ELKHART,46526,5745343920,Y,N,N,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9552923.291,5092677.899
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr011151.htm"">View</a>",011151NFS,"RETREAT AT THE STRATFORD, THE",2460 GLEBE ST,IN,CARMEL,HAMILTON,46032,3177339560,N,N,Y,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,7,On or Near Building,-9596170.913,4862037.646
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr011187.htm"">View</a>",011187NFS,GLEN OAKS HEALTH CAMPUS,601 W CR 200 S,IN,NEW CASTLE,HENRY,47362,7655295796,N,N,Y,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9505795.628,4851842.279
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr011274.htm"">View</a>",11274,RIVERWALK COMMUNITIES,401 S.E. 6TH STREET,IN,EVANSVILLE,VANDERBURGH,47713,8124251041,N,N,N,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,9,On or Near Building,-9747835.927,4575061.598
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr011296.htm"">View</a>",011296NFS,NORTH RIDGE VILLAGE NURSING & REHABILITATION CENTE,600 TRAIL RIDGE RD,IN,ALBION,NOBLE,46701,2606361000,Y,Y,N,N,RESIDENTIAL CARE FACILITIES,NON-FREE STANDING RESIDENTIAL CARE FACILITIES,NFS,RESIDENTIAL NFS,N,N,0,9,On or Near Building,-9508587.298,5072102.979
"<a target=""_blank"" href=""http://www.in.gov/isdh/reports/QAMIS/ltccr/cr011366.htm"">View</a>",11366,BLOOM AT KOKOMO,2800 S DIXON RD,IN,KOKOMO,HOWARD,46902,7654552828,N,N,Y,N,RESIDENTIAL CARE FACILITIES,FREESTANDING RESIDENTIAL CARE FACILITIES,02R,ALL NURSING HOMES,N,N,0,7,On or Near Building,-9591858.841,4931728.875
