Facility Name,State Facility Type 1 Literal,Address,City,State,Zip Code,County,Capacity,Phone Number,Email Address,Date Accessed
Lenbrook Assisted Living,ASSISTED LIVING COMMUNITY,3747 PEACHTREE ROAD NE,Atlanta,GA,30319,Fulton,25,4042333000,kcunegin@lenbrook.com,6/24/21
Lend-A-Hand Personal Care Home,PERSONAL CARE HOME,975 QUEEN ELIZABETH WAY,Morrow,GA,30260,Clayton,5,7709614702,goodme11@yahoo.com,6/24/21
Lending Seniors A Helping Hand,PERSONAL CARE HOME,1103 ELLIOTT AVE,Savannah,GA,31415,Chatham,5,9123351058,lendingseniorsahelpinghand@gmail.com,6/24/21
Leonard Pedigo Home,PERSONAL CARE HOME,3807 MADDOX ROAD,Augusta,GA,30909,Richmond,4,7068602633,,6/24/21
Lewis Family Care Home,PERSONAL CARE HOME,2870 EFFINGHAM HWY,Sylvania,GA,30467,Screven,6,9128573880,amh13@planters.net,6/24/21
Lewis Senior Living 2,PERSONAL CARE HOME,1103 PLAINING MILL ROAD,Greensboro,GA,30642,Greene,6,7064530498,,6/24/21
Lewis Senior Living 3,PERSONAL CARE HOME,1131 PLAINING MILL ROAD,Greensboro,GA,30642,Greene,6,7068180209,lewisvncnt@aol.com,6/24/21
Lewis Senior Living 4,PERSONAL CARE HOME,1141 PLAINING MILL ROAD,Greensboro,GA,30642,Greene,6,7068180209,,6/24/21
Lexington Personal Care Home,PERSONAL CARE HOME,8854 LEXINGTON DRIVE,Jonesboro,GA,30238,Clayton,3,6784792057,,6/24/21
Lia'S Personal Care Home #2,PERSONAL CARE HOME,1404 ROCK SPRINGS ROAD,Buford,GA,30519,Gwinnett,8,7703385668,cornelia_suciu@yahoo.com,6/24/21
Liberty Personal Care Home,PERSONAL CARE HOME,2126 SHAW ROAD,Hinesville,GA,31313,Liberty,6,9123690224,,6/24/21
Life Balance Personal Care Home Llc,PERSONAL CARE HOME,205 BROLLEY WOODS DRIVE,Woodstock,GA,30189,Cherokee,6,6784268187,lifebalancepch@gmail.com,6/24/21
Life Care And Wisdom Center Pch,PERSONAL CARE HOME,5637 LA FLEUR TRAIL,Lithonia,GA,30038,Dekalb,3,6786075961,jocelyn@lifecareandwisdom.com,6/24/21
Life Link At Forrest Circle,PERSONAL CARE HOME,811 FORREST CIRCLE,Atlanta,GA,30354,Fulton,4,4043667284,lifelink2001@gmail.com,6/24/21
"Light Of Hope, The",PERSONAL CARE HOME,1010 EAST 6TH AVENUE,Nashville,GA,31639,Berrien,6,2296869124,fbrown21976@gmail.com,6/24/21
"Lighthouse Personal Care Home, The",PERSONAL CARE HOME,206 BLUE MOUNTAIN PARKWAY,Rocky Face,GA,30740,Whitfield,4,7066736365,lmg0226@yahoo.com,6/24/21
Lily Home,PERSONAL CARE HOME,4190 BRIARCLIFF ROAD,Atlanta,GA,30345,Dekalb,6,4043215604,esahlur@gmail.com,6/24/21
Living Hope Residence,PERSONAL CARE HOME,6387 BIMINI DRIVE,Forest Park,GA,30297,Clayton,7,7707423628,tenebenelson@yahoo.com,6/24/21
Living Personal Care Home,PERSONAL CARE HOME,"3034 GRAND AVENUE, S.W.",Atlanta,GA,30315,Fulton,5,4046840449,,6/24/21
Living Treasures Personal Care,PERSONAL CARE HOME,4682 CEDAR DRIVE,Loganville,GA,30052,Walton,6,7705541504,joyceannwilliamson@gmail.com,6/24/21
Lodge At Aspen Village (The),PERSONAL CARE HOME,135 HILLSIDE TRACE,Dallas,GA,30157,Paulding,104,7706351780,info@aspenvillageseniorliving.com,6/24/21
"Lodge At Bethany, The",ASSISTED LIVING COMMUNITY,77 BETHANY WAY,Statesboro,GA,30458,Bulloch,60,9127647960,hkilgore@bethanyway.org,6/24/21
Longevity Pch #2,PERSONAL CARE HOME,2884 LUMPKIN ROAD,Augusta,GA,30906,Richmond,6,7068310916,,6/24/21
Longevity Personal Care Home,PERSONAL CARE HOME,1520-22 12TH ST,Augusta,GA,30901,Richmond,11,7063644710,caletham19@yahoo.com,6/24/21
Lonnekka'S Personal  Kare Palace Ii,PERSONAL CARE HOME,6571 VALLEY HILL DRIVE SW,Mableton,GA,30126,Cobb,6,7709480709,nekasnursingcare@gmail.com,6/24/21
Lonnekka'S Personal Kare Palace,PERSONAL CARE HOME,3798 CATALPA LANE,Ellenwood,GA,30294,Dekalb,6,4042446689,nekasnursingcare@gmail.com,6/24/21
Lotus Pch Llc,PERSONAL CARE HOME,3709 GLEN FALLS DR,Decatur,GA,30032,Dekalb,3,7704908393,rachelwr40@gmail.com,6/24/21
Love And Care,PERSONAL CARE HOME,1678 PHEASANT DRIVE,Jonesboro,GA,30238,Clayton,3,6785451421,loveandcare17@yahoo.com,6/24/21
Love And Care Llc (Ellenwood),PERSONAL CARE HOME,2717 SHELLEY LANE,Ellenwood,GA,30294,Clayton,3,7707037445,loveandcare18@yahoo.com,6/24/21
"Love Continues Ii, The",PERSONAL CARE HOME,6960 KNOLLWOOD DRIVE,Morrow,GA,30260,Clayton,3,6782300510,ladyaharris2@yahoo.com,6/24/21
"Love Continues, The",PERSONAL CARE HOME,3756 RIVERCHASE CIRCLE,Decatur,GA,30034,Dekalb,6,6787052313,ladyaharris2@yahoo.com,6/24/21
Love Pch,PERSONAL CARE HOME,4271 SEQUOIA PLACE SW,Acworth,GA,30101,Bartow,5,7704854160,juliennenya@yahoo.com,6/24/21
Love To Heart Care,PERSONAL CARE HOME,4508 BRIDLE RIDGE WAY,Lithonia,GA,30038,Dekalb,3,6788244898,marsha.lynch@aol.com,6/24/21
Love'S Personal Care Facilities I,PERSONAL CARE HOME,2366 DUBLIN DRIVE,Augusta,GA,30906,Richmond,9,7067931949,lovespersonalcare@gmail.com,6/24/21
Love'S Personal Care Facilities Ii,PERSONAL CARE HOME,2347 AMSTERDAM DR,Augusta,GA,30906,Richmond,8,7067982181,lovespersonalcare@gmail.com,6/24/21
Lovelace Living Center,PERSONAL CARE HOME,4870 FARM VALLEY DRIVE NE,Woodstock,GA,30188,Cobb,6,7705928053,glovelace@bellsouth.net,6/24/21
Lovely Care Inc,PERSONAL CARE HOME,931 ROCK QUARRY RD,Stockbridge,GA,30281,Henry,24,2674076521,lovelyhomecareinc@gmail.com,6/24/21
Lovely Home Care,PERSONAL CARE HOME,8915 CREEKWOOD COURT,Riverdale,GA,30274,Clayton,4,4702641422,lovelyhomecareinc@gmail.com,6/24/21
Lovely Home Care 2,PERSONAL CARE HOME,7227 GINGER COURT,Riverdale,GA,30296,Clayton,3,6785728737,lovelyhomecareinc@gmail.com,6/24/21
Lovin Care,PERSONAL CARE HOME,125 FALCON RIDGE DRIVE,Covington,GA,30016,Newton,4,7703853456,uronpoint007@yahoo.com,6/24/21
Loving Care Personal Care Home,PERSONAL CARE HOME,"2431 PEACH ORCHARD ROAD, SUITE B",Augusta,GA,30906,Richmond,6,7065247295,lovingcarepch1@outlook.com,6/24/21
Loving Hands,PERSONAL CARE HOME,233 NORTHSTAR DRIVE,Columbus,GA,31907,Muscogee,6,7066870710,jonestoya@aol.com,6/24/21
"Loving Heart Pch, A",PERSONAL CARE HOME,3437 GEBHART COURT,Hephzibah,GA,30815,Burke,6,7063333333,alovingheart_pch@yahoo.com,6/24/21
Loving Pch,PERSONAL CARE HOME,6468 FLEUR DE LIS DRIVE,Morrow,GA,30260,Clayton,5,7709684144,,6/24/21
M Loving Personal Care,PERSONAL CARE HOME,7423 SHERMAN ROAD,Jonesboro,GA,30236,Clayton,6,6784892231,,6/24/21
Mablewood Personal Care,PERSONAL CARE HOME,207 KEMP ROAD,Climax,GA,39834,Decatur,6,2294653638,sxdoitbest@yahoo.com,6/24/21
Mablewood Personal Care Home,PERSONAL CARE HOME,2477 VADA ROAD,Bainbridge,GA,39817,Decatur,4,2292207029,sxdoitbest@yahoo.com,6/24/21
Mac Care,PERSONAL CARE HOME,1948 KELVIN DRIVE,Lawrenceville,GA,30043,Gwinnett,4,7709109164,maccare28py@yahoo.com,6/24/21
Madear'S Place,PERSONAL CARE HOME,4664 VIENNA CHURCH ROAD,Valdosta,GA,31601,Lowndes,4,2296711617,theresapatterson106@yahoo.com,6/24/21
"Madeline Of Decatur, The",ASSISTED LIVING COMMUNITY,475 IRVIN COURT,Decatur,GA,30030,Dekalb,70,4042996600,eaustin@aventinehc.com,6/24/21
Madeline Serenity Personal Care Home,PERSONAL CARE HOME,4090 SUNRISE TRL,College Park,GA,30349,Fulton,4,4043122417,petadell69@gmail.com,6/24/21
Madison Heights,ASSISTED LIVING COMMUNITY,2822 KNOB HILL FARM ROAD,Evans,GA,30809,Columbia,60,7063648701,whamilton@atlasseniorliving.com,6/24/21
Madison Heights At The Prado,ASSISTED LIVING COMMUNITY,250 WATER TOWER COURT,Macon,GA,31210,Bibb,60,4784719433,whamilton@atlasseniorliving.com,6/24/21
Madison House Senior Living,PERSONAL CARE HOME,167 W. JEFFERSON STREET,Madison,GA,30650,Morgan,20,7063424544,oconeeinc@yahoo.com,6/24/21
Magnolia Estates,PERSONAL CARE HOME,68 COLLEGE AVENUE,Elberton,GA,30635,Elbert,50,7062832226,saramagnolia@elberton.net,6/24/21
Magnolia Estates Of Oconee,PERSONAL CARE HOME,1641 VIRGIL LANGFORD ROAD,Watkinsville,GA,30677,Oconee,48,7065435595,tsaxon2961@charter.net,6/24/21
Magnolia Estates Of Winder,PERSONAL CARE HOME,624 GAINESVILLE HIGHWAY,Winder,GA,30680,Barrow,47,7708674256,meow3410@windstream.net,6/24/21
Magnolia Hills Retirement Home,PERSONAL CARE HOME,504 HISTORIC 441 NORTH,Demorest,GA,30535,Habersham,60,7068397016,magnoliahealth@alltell.net,6/24/21
Magnolia Lane,PERSONAL CARE HOME,6365 NEWBORN DRIVE,College Park,GA,30349,Fulton,4,7709691418,roztndy@aol.com,6/24/21
Magnolia Manor Of Columbus Assisted Living,ASSISTED LIVING COMMUNITY,2040 WARM SPRINGS ROAD,Columbus,GA,31904,Muscogee,44,7063275032,tgriffin@magnoliamanor.com,6/24/21
Magnolia Manor Of Macon,ASSISTED LIVING COMMUNITY,194 PIERCE AVENUE,Macon,GA,31204,Bibb,30,4787416684,thenry@magnoliamanor.com,6/24/21
Magnolia Manor Of St Mary'S,ASSISTED LIVING COMMUNITY,"4695 CHARLIE SMITH, SR HIGHWAY",Saint Marys,GA,31558,Camden,25,9126737713,lbattistelli@magnoliamanor.com,6/24/21
Magnolia Manor Of St Simons,ASSISTED LIVING COMMUNITY,300 HERITAGE DRIVE,St Simons,GA,31522,Glynn,34,9126383844,bmitchell@magnoliamanor.com,6/24/21
Magnolia Manor On The Coast,ASSISTED LIVING COMMUNITY,141 TIMBER TRAIL,Richmond Hill,GA,31324,Bryan,36,9127564300,mbattle@magnoliamanor.com,6/24/21
Magnolia Manor Retirement Ctr,PERSONAL CARE HOME,2001 SOUTH LEE STREET,Americus,GA,31709,Sumter,150,2299249352,jhouse@magnoliamanor.com,6/24/21
Magnolia Manor South,ASSISTED LIVING COMMUNITY,3011 VETERANS PARKWAY,Moultrie,GA,31788,Colquitt,30,2299850265,tnewell@magnoliamanor.com,6/24/21
"Magnolia Personal Care Home Services, Llc",PERSONAL CARE HOME,3204 LEE ROAD,Snellville,GA,30039,Gwinnett,3,6784674254,gemrobinson2000@yahoo.com,6/24/21
Magnolia Place,PERSONAL CARE HOME,6430 NEWTON ROAD,Albany,GA,31721,Dougherty,8,2294367448,hilda2@myexcel.com,6/24/21
Magnolia Place Assisted Living And Memory Care,ASSISTED LIVING COMMUNITY,500 EAGLE LAKE TRAIL,Rome,GA,30165,Floyd,72,7067283650,nick.lancaster@retireatberry.com,6/24/21
Magnolia Place Of Cairo,PERSONAL CARE HOME,1710 SOUTH BROAD STREET,Cairo,GA,39828,Grady,50,2293776811,hello@magnoliaplaceseniorliving.com,6/24/21
Magnolia Place Of Roswell Pch & Memory Care,PERSONAL CARE HOME,655 MANSELL ROAD,Roswell,GA,30076,Fulton,101,7706439433,bmunson@pegasusseniorliving.com,6/24/21
"Magnolia Place, The",PERSONAL CARE HOME,300 W 2ND STREET,Ocilla,GA,31774,Irwin,15,2297969293,themagnoliahouse@yahoo.com,6/24/21
Magnolia Senior Living,PERSONAL CARE HOME,89 OZORA ROAD,Loganville,GA,30052,Gwinnett,73,7703380493,zhicongchen@hotmail.com,6/24/21
Magnolia Senior Living At Sharpsbury Llc,ASSISTED LIVING COMMUNITY,3700 EAST HIGHWAY 34,Sharpsburg,GA,30277,Coweta,85,7706834902,zhicongchen@hotmail.com,6/24/21
Magnolia Senior Living At Sugar Hill,PERSONAL CARE HOME,422  RIVERSIDE ROAD,Sugar Hill,GA,30518,Gwinnett,70,7709406116,zhicongchen@hotmail.com,6/24/21
Magnolias Assisted And Memory Care,PERSONAL CARE HOME,964 SOUTH MAIN STREET,Conyers,GA,30012,Rockdale,24,7702854947,tina@magnolias.house,6/24/21
Mahoney'S Personal Care Home,PERSONAL CARE HOME,2845 ELDORADO PLACE,Snellville,GA,30078,Gwinnett,5,7706767109,,6/24/21
Main Street,PERSONAL CARE HOME,147 MAIN STREET,Milledgeville,GA,31061,Baldwin,6,4784457184,oconeecbs@windstream.net,6/24/21
Main Street Residential Living,PERSONAL CARE HOME,615 WEST MAIN STREET,Thomaston,GA,30286,Upson,7,9126589238,csyork@yahoo.com,6/24/21
Majestic Manor,PERSONAL CARE HOME,67 PIN OAK DRIVE,Rock Spring,GA,30739,Walker,34,7067641180,pat@majestic-manor.com,6/24/21
Majestic Senior Living Bowdon,PERSONAL CARE HOME,501 MITCHELL AVENUE,Bowdon,GA,30108,Carroll,78,7702588600,bruce@majesticseniorliving.com,6/24/21
"Majestic Senior Living Bremen, Bldg A",PERSONAL CARE HOME,524 GORDON STREET,Bremen,GA,30110,Haralson,24,3522846504,majesticseniorlivingllc@gmail.com,6/24/21
Majestic Senior Living Tennille,PERSONAL CARE HOME,401 MARTIN LUTHER KNG JR BLVD,Tennille,GA,31089,Washington,24,3522220417,majestictennille@gmail.com,6/24/21
Mali'S Personal Care Home,PERSONAL CARE HOME,525 PAPER MILL DRIVE,Lawrenceville,GA,30046,Gwinnett,6,7706766039,mali's@bellsouth.net,6/24/21
Manchester Court Assisted Living & Memory Care,ASSISTED LIVING COMMUNITY,1358 MANCHESTER DRIVE,Conyers,GA,30012,Rockdale,70,4702077250,debbie@manchestrcourtalc.com,6/24/21
"Mann House Cumming/Forsyth, The",ASSISTED LIVING COMMUNITY,8025 MAJORS ROAD,Cumming,GA,30041,Forsyth,50,7708449055,chm@themanngroup.com,6/24/21
"Mann House, The",ASSISTED LIVING COMMUNITY,5413 NORTHLAND DRIVE,Atlanta,GA,30342,Fulton,40,4042509300,charles.mann@themanngroup.com,6/24/21
Manor Lake Athens,ASSISTED LIVING COMMUNITY,933 US HIGHWAY 29,Athens,GA,30601,Clarke,100,7624996364,ed@manorlakean.com,6/24/21
Manor Lake Bridgemill,ASSISTED LIVING COMMUNITY,131 HOLLY STREET,Canton,GA,30114,Cherokee,86,6789905055,ed@manorlakebr.com,6/24/21
Manor Lake Ellijay,ASSISTED LIVING COMMUNITY,85 HIGHLAND RIDGE ROAD,Ellijay,GA,30540,Gilmer,100,7066369494,ed@manorlakeel.com,6/24/21
Manor Lake Gainesville,ASSISTED LIVING COMMUNITY,2900 MCEVER ROAD,Gainesville,GA,30504,Hall,94,6789401101,ed@manorlakegv.com,6/24/21
Manor Lake Hiram,ASSISTED LIVING COMMUNITY,68 BREEZY VALLEY CONN,Hiram,GA,30141,Paulding,100,6789731906,ed@manorlakehm.com,6/24/21
Mansions At Alpharetta Senior Living & Memory,ASSISTED LIVING COMMUNITY,3675 OLD MILTON PARKWAY,Alpharetta,GA,30005,Fulton,115,4703595200,mrandall@mansionseniorliving.com,6/24/21
Mansions At Gwinnett Park Assisted Living And Mc,ASSISTED LIVING COMMUNITY,2450 BUFORD DRIVE,Lawrenceville,GA,30043,Gwinnett,110,4703941800,mrandall@mansionsseniorliving.com,6/24/21
Mansions At Sandy Springs Al And Memory Care,ASSISTED LIVING COMMUNITY,7300 SPALDING DRIVE,Peachtree Corners,GA,30092,Fulton,110,6786846990,jtiffany@mansionsseniorliving.com,6/24/21
Maple Court Senior Residence,PERSONAL CARE HOME,2408 NORTH TIFT AVENUE,Tifton,GA,31794,Tift,45,2293821791,jmarta@georgialivingseniorcare.com,6/24/21
Mapp Pch,PERSONAL CARE HOME,1141 ADRIAN CIRCLE,Greensboro,GA,30642,Greene,4,7064530004,,6/24/21
Marable Manor,PERSONAL CARE HOME,235 E MARABLE STREET,Monroe,GA,30655,Walton,6,6786358477,sgrant13@earthlink.net,6/24/21
Marable Manor Ii,PERSONAL CARE HOME,303 CHURCH STREET,Monroe,GA,30655,Walton,6,7702076763,sgrant13@earthlink.net,6/24/21
Maranatha Pch,PERSONAL CARE HOME,4414 REEF ROAD,Marietta,GA,30066,Cobb,6,7705921371,maranathapch@comcast.net,6/24/21
Maria'S Warm Home,PERSONAL CARE HOME,1322 SMOKERISE LN,Auburn,GA,30011,Barrow,2,6782480307,danymary0717@yahoo.com,6/24/21
Mariana Home Care,PERSONAL CARE HOME,1822 MADRID FALLS ROAD,Braselton,GA,30517,Gwinnett,6,6789635279,sterei52@yahoo.com,6/24/21
Marie'S Personal Care Home,PERSONAL CARE HOME,813 OAKLAND AVENUE,Rome,GA,30165,Floyd,2,7068441803,ladonnag62@gmail.com,6/24/21
Marie'S Personal Home Care,PERSONAL CARE HOME,5205 BUENA VISTA ROAD,Columbus,GA,31907,Muscogee,6,7065617301,brudentp@yahoo.com,6/24/21
Marie'S Senior Living,PERSONAL CARE HOME,3212 WRIGHTSBORO ROAD,Augusta,GA,30909,Richmond,16,7068147194,marieseniorliving@gmail.com,6/24/21
Marieta'S Mission Pch,PERSONAL CARE HOME,4332 WOODHAVEN LANE,Oakwood,GA,30566,Hall,3,4045196281,marietaberar@gmail.com,6/24/21
Marisa'S Manor Personal Care Home,PERSONAL CARE HOME,2608 WENATCHEE DRIVE,Canton Plaza,GA,30066,Cobb,3,7704851000,marisamanor@gmail.com,6/24/21
Marsh'S Edge,ASSISTED LIVING COMMUNITY,111 RENEGAR WAY,Saint Simons Island,GA,31522,Glynn,32,9122912000,cmurray@marshs-edge.com,6/24/21
Marshall Pines Alzheimer'S Special Care Center,ASSISTED LIVING COMMUNITY,743 NORTH BELAIR ROAD,Evans,GA,30809,Columbia,66,7068699500,cambria.burk@sunshineret.com,6/24/21
Mary And Martha'S Pch,PERSONAL CARE HOME,616 MOHAWK STREET,Rossville,GA,30741,Walker,24,7068667454,waynemarthadawn@comcast.net,6/24/21
Mary'S Haven,PERSONAL CARE HOME,310 S HUTCHINSON AVENUE,Adel,GA,31620,Cook,12,2298964760,,6/24/21
Maryetta Hills Pch,PERSONAL CARE HOME,3589 HWY 441 NORTH,Rabun Gap,GA,30568,Rabun,4,7067463897,maryettahills@windstream.net,6/24/21
Masalon Personal Care Home Inc,PERSONAL CARE HOME,3952 ROCKBRIDGE ROAD,Stone Mountain,GA,30083,Dekalb,12,4042576640,liberia18@yahoo.com,6/24/21
Masters Personal Care,PERSONAL CARE HOME,362 CARVER STREET,Thomson,GA,30824,Mcduffie,8,7065956694,tamekabeall@att.net,6/24/21
Matrel'S Personal Care Home,PERSONAL CARE HOME,1008 EAST 12TH STREET,West Point,GA,31833,Troup,6,7066455591,pamela.buckhanon@yahoo.com,6/24/21
Mattie H Marshall Memory Care Center,ASSISTED LIVING COMMUNITY,2001 SOUTH LEE STREET,Americus,GA,31709,Sumter,30,2299315943,dcason@magnoliamanor.com,6/24/21
Mauzy House,PERSONAL CARE HOME,1029 SPRING GROVE ROAD,Jesup,GA,31545,Wayne,3,9125881639,mhatcher@swga-easterseals.org,6/24/21
Maya'S Personal Care Home,PERSONAL CARE HOME,321 SOUTH 12TH STREET,Griffin,GA,30223,Spalding,6,7702272776,maya58@bellsouth.net,6/24/21
Mayfield Oaks,PERSONAL CARE HOME,143 MAYFIELD ROAD,Alpharetta,GA,30009,Fulton,15,7706676078,"boylejh@gmail.com, helen@mayfieldoaks.com",6/24/21
Mcclendon Personal Care Home,PERSONAL CARE HOME,3050 JOHNNY LONG RD,Newton,GA,39870,Baker,5,2297349988,donjjm1811@yahoo.com,6/24/21
Mcelrath'S Personal Touch Care Home,PERSONAL CARE HOME,760 OLD MILLEDGEVILLE RD,Thomson,GA,30824,Mcduffie,6,7622459250,cynthiamcelrath64@hotmail.com,6/24/21
Mcjo Personal Care Home,PERSONAL CARE HOME,990 BRITT DRIVE,Marietta,GA,30008,Cobb,3,7705753200,sgrant13@earthlink.net,6/24/21
Mckenzie Personal Care Home,PERSONAL CARE HOME,4893 CANDLEWOOD LANE,Stone Mountain,GA,30088,Dekalb,3,4047071368,manuelmckenzie@hotmail.com,6/24/21
Mckinney'S Care,PERSONAL CARE HOME,213 CHIPPEWA DR,Savannah,GA,31406,Chatham,6,9127128078,kash.mckinney@icloud.com,6/24/21
Meadows Road,PERSONAL CARE HOME,4630 MEADOWS ROAD,Powder Springs,GA,30127,Cobb,4,7709437220,ckerr@cobbcsb.com,6/24/21
Medlock Gardens Senior Living,PERSONAL CARE HOME,460 MEDLOCK ROAD,Decatur,GA,30030,Dekalb,42,4043700460,neke@medlockgardens.com,6/24/21
Melanie Street House,PERSONAL CARE HOME,677 MELANIE STREET,Jesup,GA,31545,Wayne,4,9125309041,mwilliams@pinelandcsb.org,6/24/21
"Memory Center Atlanta , The",ASSISTED LIVING COMMUNITY,12050 FINDLEY ROAD,Johns Creek,GA,30097,Fulton,96,7704763678,juliet@thememorycenter.com,6/24/21
Mercy Personal Care Home,PERSONAL CARE HOME,3630 BRUSHY WOOD DRIVE,Loganville,GA,30052,Gwinnett,6,6786391428,alicesev@aol.com,6/24/21
Mercy Personal Care Home #2,PERSONAL CARE HOME,4114 GRANITE FALLS LANE,Loganville,GA,30052,Gwinnett,6,4044056972,personaltouchpersonalcarehome,6/24/21
Merrill Gardens At Woodstock,ASSISTED LIVING COMMUNITY,12730 HIGHWAY 92 EAST,Woodstock,GA,30188,Cherokee,160,6787188700,gm.woodstock@merrillgardens.com,6/24/21
Merry'S Personal Care Home,PERSONAL CARE HOME,4070 JANICE DRIVE,East Point,GA,30344,Fulton,9,4042090110,merrygorundme2000@yahoo.com,6/24/21
Merryvale Assisted Living,ASSISTED LIVING COMMUNITY,11980 HIGHWAY 142 NORTH,Oxford,GA,30054,Newton,78,7707864688,gmclendon@merryvaleal.com,6/24/21
Mg Pch Iii,PERSONAL CARE HOME,13308 CHESTERFIELD DRIVE,Savannah,GA,31419,Chatham,6,9129617650,,6/24/21
"Michael House Pch Llc, The",PERSONAL CARE HOME,209 E 12TH AVE,Cordele,GA,31010,Crisp,6,8507126629,themichaelhousepch@gmail.com,6/24/21
Mikash At Shallowford Pch,PERSONAL CARE HOME,104 SHALLOWFORD ROAD,Kennesaw,GA,30144,Cobb,3,4049668218,mikashpchllc@yahoo.com,6/24/21
Mikash Pch,PERSONAL CARE HOME,4759 BRIARBEND TRACE,Stone Mountain,GA,30088,Dekalb,3,4702942969,mikashpchllc@yahoo.com,6/24/21
Mile Stone Personal Care Home,PERSONAL CARE HOME,206 ANDERSON AVENUE,Fort Valley,GA,31030,Peach,6,4783193158,itsagreenthingdiane@gmail.com,6/24/21
Miller & Son'S Pch,PERSONAL CARE HOME,136 SALEM CHURCH-MILLER ROAD,Gray,GA,31032,Jones,14,4789321008,,6/24/21
Miller House,PERSONAL CARE HOME,1928 MONTGOMERY CROSSROADS,Savannah,GA,31406,Chatham,7,9123494830,,6/24/21
"Miller Manor Senior Care Home, The",PERSONAL CARE HOME,2690 HIGHWAY 11,Monroe,GA,30656,Walton,6,6786355615,,6/24/21
Milly'S Home Care,PERSONAL CARE HOME,2787 CLAY ROAD,Austell,GA,30106,Cobb,6,6783980924,sainvil52@gmail.com,6/24/21
Milton Senior Living,PERSONAL CARE HOME,17210 BIRMINGHAM HIGHWAY,Alpharetta,GA,30004,Cherokee,9,6784857362,cindy@hembreeseniorcarecenter.com,6/24/21
Mir Empire Pch,PERSONAL CARE HOME,2470 FAIRVIEW ROAD,Conyers,GA,30013,Newton,6,7706799612,ms_monicatripp@yahoo.com,6/24/21
Miracle Touch Pch,PERSONAL CARE HOME,8099 REVERE DRIVE,Mcdonough,GA,30252,Henry,2,4047174601,sophiabanton@rocketmail.com,6/24/21
Miss Flo'S Personal Care Home,PERSONAL CARE HOME,574 ALLGOOD ROAD,Marietta,GA,30060,Cobb,4,7704291259,frburkedavis@aol.com,6/24/21
Miss Willie'S Manor,PERSONAL CARE HOME,5606 WOODED VALLEY WAY,Flowery Branch,GA,30542,Hall,5,6788287106,krthomas@laborofloveadultcare.com,6/24/21
Miss Willie'S Manor Ii,PERSONAL CARE HOME,4711 DEER CROSSING COURT,Flowery Branch,GA,30542,Hall,5,6786131412,krthomas@laborofloveadultcare.com,6/24/21
Misty Meadows Pch,PERSONAL CARE HOME,3464  WOLF PEN GAP ROAD,Suches,GA,30572,Union,20,7067471005,,6/24/21
Mitchell'S Personal Care Home,PERSONAL CARE HOME,405 LAWTON STREET,Atlanta,GA,30310,Fulton,15,4047535030,,6/24/21
Mobley'S Angels Personal Care,PERSONAL CARE HOME,702 JAMAICA ROAD,Sardis,GA,30456,Burke,6,4785699028,evelynparks5@yahoo.com,6/24/21
Moh'S Personal Care Home,PERSONAL CARE HOME,4486 PARMALEE PATH,Conley,GA,30288,Dekalb,3,4043619631,animark2014@gmail.com,6/24/21
Monarch House,ASSISTED LIVING COMMUNITY,299 BULLSBORO DRIVE SUITE 100,Newnan,GA,30263,Coweta,60,6785529867,vic@@monarchhouse.net,6/24/21
Monarch Villa At Stockbridge,ASSISTED LIVING COMMUNITY,100 MONARCH VILLAGE WAY,Stockbridge,GA,30281,Henry,46,7703766753,pmobley@monarchvillamc.com,6/24/21
"Montclair, The",PERSONAL CARE HOME,2100 CLAIRMONT LAKE,Decatur,GA,30033,Dekalb,58,4046338875,cvrajack@yahoo.com,6/24/21
Montebello Home Care,PERSONAL CARE HOME,3410 LAKE CARLTON ROAD,Loganville,GA,30052,Gwinnett,3,4703754175,sammy@montebellohomecare.net,6/24/21
Moore Personal Care Home,PERSONAL CARE HOME,221 NORTH GREEN,Swainsboro,GA,30401,Emanuel,6,4782370080,michellemoore436@gmail.com,6/24/21
"Moreland House, The",PERSONAL CARE HOME,2670 BANKSTONE DRIVE,Marietta,GA,30064,Cobb,3,6788519050,,6/24/21
Moreland Personal Care Home,PERSONAL CARE HOME,2670 OWENS AVENUE,Marietta,GA,30064,Cobb,4,7702221774,,6/24/21
Morgan House Pch,PERSONAL CARE HOME,3070 SANDY PLAINS ROAD,Marietta,GA,30066,Cobb,6,4048394793,ndngsusan@yahoo.com,6/24/21
Morgan Road Pch,PERSONAL CARE HOME,2318 MORGAN ROAD,Marietta,GA,30066,Cobb,3,7703741094,ndngsusan@yahoo.com,6/24/21
Morning Dove Personal Care Home,PERSONAL CARE HOME,211 FAIRGROUND ROAD,Lexington,GA,30648,Oglethorpe,4,7067430892,tershant@hotmail.com,6/24/21
Morning Glory,PERSONAL CARE HOME,55 JAKE LEWIS DRIVE,Mcdonough,GA,30252,Henry,3,6782517993,,6/24/21
Morning Point Of Calhoun,ASSISTED LIVING COMMUNITY,660 JOLLY ROAD NW,Calhoun,GA,30701,Gordon,71,7066290777,calhoun-ed@morningpointe.com,6/24/21
Morningside Of Alpharetta,PERSONAL CARE HOME,253 NORTH MAIN STREET,Alpharetta,GA,30009,Fulton,89,7704109169,rdoyle@snhreit.com,6/24/21
Morningside Of Athens,PERSONAL CARE HOME,1291 CEDAR SHOALS DRIVE,Athens,GA,30605,Clarke,50,7062270919,,6/24/21
