Facility Name,State Facility Type 1 Literal,Address,City,State,Zip Code,County,Capacity,Phone Number,Email Address
KENDRICK HOME,PERSONAL CARE HOME,1016 ELL STREET (B),MACON,GA,31206,BIBB,6,4787888193,kendrickspch@yahoo.com
KENNESAW PLACE,PERSONAL CARE HOME,2800 JILES ROAD,KENNESAW,GA,30144,COBB,50,7705149966,sonyadownes@enlivant.com
KENNY'S PERSONAL CARE HOME,PERSONAL CARE HOME,4043 BIG VALLEY TRAIL,STONE MOUNTAIN,GA,30083,GWINNETT,3,7706760766,kenyon.kpch@gmail.com
KILLIAN HILL PERSONAL CARE HOME,PERSONAL CARE HOME,1538 KILLIAN HILL ROAD,LILBURN,GA,30047,GWINNETT,8,6786152934,killianhillpch@gmail.com
KIMBERLY PERSONAL CARE HOME,PERSONAL CARE HOME,700 WEST MEMORIAL DRIVE,DALLAS,GA,30132,PAULDING,42,7705057600,kimberlyassisted@comcast.net
KING'S BRIDGE RETIREMENT CENTER,ASSISTED LIVING COMMUNITY,3055 BRIARCLIFF ROAD NE,ATLANTA,GA,30329,DEKALB,80,4043210263,kshaw@kingsbridge.org
KINGDOM KARE PCH II,PERSONAL CARE HOME,1061 ADRIAN CIRCLE,GREENSBORO,GA,30642,GREENE,6,7064542080,tripplgl@bellsouth.net
KINGS MOUNTAIN PCH,PERSONAL CARE HOME,1004 POWDER SPRINGS,MARIETTA,GA,30066,COBB,2,7706756977,lucybaaru19@gmail.com
KINGSFORD OF WARNER ROBINS,PERSONAL CARE HOME,851 GUNN ROAD,WARNER ROBINS,GA,31093,HOUSTON,24,4789537022,carolynmansour@gmail.com
KINGSFORD PLACE,PERSONAL CARE HOME,95 PROGRESS AVENUE,HAWKINSVILLE,GA,31036,PULASKI,16,4787832717,carolynmansour@gmail.com
KINGSWAY PERSONAL CARE HOME,PERSONAL CARE HOME,5976 PATTILLO LANE,LITHONIA,GA,30058,DEKALB,3,6783955373,NEVAEHPCH5976PATTILO@YAHOO.COM
KIRKLAND AGR,PERSONAL CARE HOME,115 KIRKLAND ROAD,COVINGTON,GA,30016,NEWTON,6,7707875430,
KKOTTONGNAE,PERSONAL CARE HOME,5732 LAWRENCEVILLE HIGHWAY,TUCKER,GA,30084,GWINNETT,6,7706381385,gakkot@gmail.com
KNIGHT PERSONAL CARE CENTER LLC,PERSONAL CARE HOME,2297 WALDEN DRIVE,AUGUSTA,GA,30904,RICHMOND,5,7622242891,edknight17@comcast.net
KNIGHT'S MANOR,PERSONAL CARE HOME,382 JOWERS ROAD,WHIGHAM,GA,39897,GRADY,6,2297623150,
KOSTA AT SMYRNA,PERSONAL CARE HOME,688 HURT ROAD SW,SMYRNA,GA,30082,COBB,6,6782936674,info@kostaprivatehomecare. com
KRISSCARE,PERSONAL CARE HOME,2793 SKYLAND DRIVE,SNELLVILLE,GA,30078,GWINNETT,6,7709783824,krisscarepch@gmail.com
L & J PCH,PERSONAL CARE HOME,3849 MERITAS DR,COLUMBUS,GA,31904,MUSCOGEE,4,7065879543,LVRNSPIVEY71@GMAIL.COM
LAKE IRMA RETIREMENT HOME,PERSONAL CARE HOME,103 W MAIN STREET,LAKELAND,GA,31635,LANIER,15,2294828164,lakeerma@bellsouth.net
LAKES CROSSING SENIOR CARE,PERSONAL CARE HOME,900 GROSS ROAD,KINGSLAND,GA,31548,CAMDEN,65,9128829700,bwright@georgialivingseniorcare.com
LAKESIDE REST HOME,PERSONAL CARE HOME,924 CRUMP STREET,SWAINSBORO,GA,30401,EMANUEL,24,4782379427,lakesideresthome@nctv.com
LAKESIDE SENIOR LIVING,PERSONAL CARE HOME,1025 NORTH CHESTER AVENUE,DOUGLAS,GA,31533,COFFEE,70,9125013373,bwright@georgialivingseniorcare.com
LAKEVIEW ITR,PERSONAL CARE HOME,349 / 351 SHORELINE DRIVE,THOMASVILLE,GA,31757,THOMAS,6,2292262800,thampton@georgiapines.net
LAKEVIEW MANOR,PERSONAL CARE HOME,1321 PRICE MILL ROAD,MADISON,GA,30650,MORGAN,12,7063427159,sheapeterson10@yahoo.com
LAKEVIEW MANOR COMMUNITY,PERSONAL CARE HOME,728 GEORGIA HWY 119 SOUTH,SPRINGFIELD,GA,31329,EFFINGHAM,24,9127543214,ralphcowart@gmail.com
LAMBERT MANOR CARE HOME,PERSONAL CARE HOME,4410 LAMBERT DRIVE NW,KENNESAW,GA,30144,COBB,3,6785038285,dana.marie026@gmail.com
"LANDING OF BOGART LLC, THE",ASSISTED LIVING COMMUNITY,2881 MONROE HWY BLDG 300,BOGART,GA,30622,OCONEE,50,7067051450,JENNIFER@LANDINGSENIORLIVING.COM
"LANDING OF WINDER, THE",ASSISTED LIVING COMMUNITY,901 HAYMON MORRIS ROAD,WINDER,GA,30680,BARROW,56,6782193950,jennifer@landingseniorliving.com/ken@landingseniorliving.com
"LANDINGS AT NORCROSS, THE",ASSISTED LIVING COMMUNITY,680 HOLCOMB BRIDGE ROAD,NORCROSS,GA,30071,GWINNETT,84,7703680292,jclements@thelandingsatnorcross.com
"LANDINGS CARE HOME, THE",PERSONAL CARE HOME,121 WEST COLLEGE STREET,GRIFFIN,GA,30223,SPALDING,14,4702047986,landings121@gmail.com
"LANDINGS OF COLUMBUS, THE",PERSONAL CARE HOME,6830 RIVER ROAD,COLUMBUS,GA,31904,MUSCOGEE,64,7066539191,tloc.adm@algsenior.com
"LANDINGS OF DOUGLAS , THE",PERSONAL CARE HOME,1360 WEST GORDON STREET,DOUGLAS,GA,31533,COFFEE,58,9123846522,tlod.adm@algsenior.com
"LANDINGS OF GAINESVILLE, THE",PERSONAL CARE HOME,2030 WINDWARD LANE,GAINESVILLE,GA,30501,HALL,50,6789711449,tlog.adm@algsenior.com
LANGDALE PLACE,PERSONAL CARE HOME,2720 WINDEMERE DRIVE,VALDOSTA,GA,31602,LOWNDES,51,2292474300,ansley.panizzi@sgmc.org
LANIER PLACE,PERSONAL CARE HOME,440 TRIBBLE GAP ROAD,CUMMING,GA,30040,FORSYTH,90,7708881114,LByrney@@enlivant.com
LATEISHA RESIDENTIAL CARE,PERSONAL CARE HOME,3268 LINTON ROAD,SPARTA,GA,31087,HANCOCK,5,4782511074,lglenn144@yahoo.com
LATIES,PERSONAL CARE HOME,9618 BROWN ROAD,JONESBORO,GA,30238,CLAYTON,6,7704721187,phyllisgrier7@yahoo.com
LATULIPPE PCH SVCS,PERSONAL CARE HOME,2130 PLUM LANE,AUSTELL,GA,30106,COBB,6,7709483329,
LATULIPPE PERSONAL CARE HOME,PERSONAL CARE HOME,2241 MCDUFFIE,AUSTELL,GA,30106,COBB,6,7709484232,
LAUREL GLEN AT COTTAGE LANDING,ASSISTED LIVING COMMUNITY,150 COTTAGE LANE,CARROLLTON,GA,30117,CARROLL,36,7708308857,CHRISTMASV@FRONTIERMGMT.COM
LAUREL GLEN AT COTTAGE LANDING,PERSONAL CARE HOME,150 COTTAGE LANE,CARROLLTON,GA,30117,CARROLL,48,7708308857,CHRISTMASV@FRONTIERMGMT.COM
LAUREL LODGE ASSISTED LIVING & MEMORY CARE,ASSISTED LIVING COMMUNITY,210 HOPE DR,CLEVELAND,GA,30528,WHITE,112,7068650061,mpascoe@bellsouth.net
LAURINE PCH,PERSONAL CARE HOME,3311 WHITE CASTLE WAY,DECATUR,GA,30034,DEKALB,6,6788252186,MarleneMorgan39@gmail.com
LEAFWOOD RESIDENTIAL HOME SERVICES,PERSONAL CARE HOME,229 LEAFWOOD LANE,RIVERDALE,GA,30274,CLAYTON,5,6785317499,veloris1960@gmail.com
LEAH ESPIRITU PERSONAL CARE HOME,PERSONAL CARE HOME,1022 BECK STREET,GRIFFIN,GA,30223,SPALDING,3,6787557369,morotnmoo@yahoo.com
LEE LEGACY PCH,PERSONAL CARE HOME,431 SOUTH BROAD STREET,MONROE,GA,30655,WALTON,6,6786357408,jleeproductions3@gmail.com
LEGACY AT SAVANNAH QUARTERS,ASSISTED LIVING COMMUNITY,101 SHEPHERD WAY,POOLER,GA,31322,CHATHAM,124,8448766537,rtodd@legacysavannahquarters.com
LEGACY PERSONAL CARE HOME,PERSONAL CARE HOME,174 MCCONNELL DRIVE,LAWRENCEVILLE,GA,30045,GWINNETT,6,6783762604,khokhlanpch@yahoo.com
LEGACY RESERVE AT OLD TOWN,ASSISTED LIVING COMMUNITY,8601 QUEEN BEE DRIVE,COLUMBUS,GA,31909,MUSCOGEE,53,7625247550,lblakeman@legacyreserveoldtown.com
LEGACY RIDGE AT ALPHARETTA,ASSISTED LIVING COMMUNITY,4125 NORTH POINT PKWY,ALPHARETTA,GA,30022,FULTON,83,6789878400,whamilton@atlasseniorliving.com
LEGACY RIDGE AT BUCKHEAD,ASSISTED LIVING COMMUNITY,4804 ROSWELL ROAD,ATLANTA,GA,30342,FULTON,83,4045310145,whamilton@atlasseniorliving.com
LEGACY RIDGE AT MARIETTA,ASSISTED LIVING COMMUNITY,840 LECROY DRIVE,MARIETTA,GA,30068,COBB,62,7709710307,whamilton@atlasseniorliving.com
LEGACY RIDGE AT NEESE RD,PERSONAL CARE HOME,756 NEESE ROAD,WOODSTOCK,GA,30188,CHEROKEE,75,7702326415,stephanie.brookshire@brookdale.com
LEGACY RIDGE AT SWEETWATER CREEK,PERSONAL CARE HOME,1600 LEE ROAD,LITHIA SPRINGS,GA,30122,DOUGLAS,67,7702326403,WHAMILTON@ATLASSENIORLIVING.COM
LEGACY RIDGE AT WOODSTOCK,ASSISTED LIVING COMMUNITY,1000 PROFESSIONAL WAY,WOODSTOCK,GA,30188,CHEROKEE,70,7702326418,WHAMILTON@ATLASSENIORLIVING.COM
LEGACY VILLAGE AT PARK REGENCY,ASSISTED LIVING COMMUNITY,3000 VETERANS PARKWAY SOUTH,MOULTRIE,GA,31788,COLQUITT,70,2298903342,bcook@legacysl.net
LEGACY VILLAGE AT PLANTATION MANOR,PERSONAL CARE HOME,220 PARK AVENUE,THOMASVILLE,GA,31792,THOMAS,84,2292270880,achambers@legacythomasville.net
LEGACY VILLAGE OF TIFTON,ASSISTED LIVING COMMUNITY,1934 WHIDDON MILL ROAD,TIFTON,GA,31794,TIFT,35,2293862273,fsayles@southerncare.net
LEGACY VILLAGE OF TIFTON PERSONAL CARE,PERSONAL CARE HOME,1934 WHIDDON MILL ROAD,TIFTON,GA,31794,TIFT,35,2293862273,fsayles@southerncare.net
"LEISURE LVG LAGRANGE II, BLD 2",PERSONAL CARE HOME,137 PARKER PLACE,LAGRANGE,GA,30240,TROUP,15,7068828225,leisureliving137@att.net
"LEMON TREE, THE",PERSONAL CARE HOME,1060 MURRAY CIRCLE,MARIETTA,GA,30064,COBB,4,7704282085,charlemons@comcast.net
LENBROOK ASSISTED LIVING,ASSISTED LIVING COMMUNITY,3747 PEACHTREE ROAD NE,ATLANTA,GA,30319,FULTON,25,4042333000,kcunegin@lenbrook.com
LEND-A-HAND PERSONAL CARE HOME,PERSONAL CARE HOME,975 QUEEN ELIZABETH WAY,MORROW,GA,30260,CLAYTON,5,7709614702,goodme11@yahoo.com
LENDING SENIORS A HELPING HAND,PERSONAL CARE HOME,1103 ELLIOTT AVE,SAVANNAH,GA,31415,CHATHAM,5,9123351058,lendingseniorsahelpinghand@gmail.com
LEONARD PEDIGO HOME,PERSONAL CARE HOME,3807 MADDOX ROAD,AUGUSTA,GA,30909,RICHMOND,4,7068602633,
LEWIS FAMILY CARE HOME,PERSONAL CARE HOME,2870 EFFINGHAM HWY,SYLVANIA,GA,30467,SCREVEN,6,9128573880,amh13@planters.net
LEWIS SENIOR LIVING 2,PERSONAL CARE HOME,1103 PLAINING MILL ROAD,GREENSBORO,GA,30642,GREENE,6,7064530498,
LEWIS SENIOR LIVING 3,PERSONAL CARE HOME,1131 PLAINING MILL ROAD,GREENSBORO,GA,30642,GREENE,6,7068180209,lewisvncnt@aol.com
LEWIS SENIOR LIVING 4,PERSONAL CARE HOME,1141 PLAINING MILL ROAD,GREENSBORO,GA,30642,GREENE,6,7068180209,
LEXINGTON PERSONAL CARE HOME,PERSONAL CARE HOME,8854 LEXINGTON DRIVE,JONESBORO,GA,30238,CLAYTON,3,6784792057,
LIA'S PERSONAL CARE HOME #2,PERSONAL CARE HOME,1404 ROCK SPRINGS ROAD,BUFORD,GA,30519,GWINNETT,8,7703385668,cornelia_suciu@yahoo.com
LIBERTY PERSONAL CARE HOME,PERSONAL CARE HOME,2126 SHAW ROAD,HINESVILLE,GA,31313,LIBERTY,6,9123690224,
LIFE BALANCE PERSONAL CARE HOME LLC,PERSONAL CARE HOME,205 BROLLEY WOODS DRIVE,WOODSTOCK,GA,30189,CHEROKEE,6,6784268187,lifebalancepch@gmail.com
LIFE CARE AND WISDOM CENTER PCH,PERSONAL CARE HOME,5637 LA FLEUR TRAIL,LITHONIA,GA,30038,DEKALB,3,6786075961,jocelyn@lifecareandwisdom.com
LIFE LINK AT FORREST CIRCLE,PERSONAL CARE HOME,811 FORREST CIRCLE,ATLANTA,GA,30354,FULTON,4,4043667284,lifelink2001@gmail.com
"LIGHT OF HOPE, THE",PERSONAL CARE HOME,1010 EAST 6TH AVENUE,NASHVILLE,GA,31639,BERRIEN,6,2296869124,fbrown21976@gmail.com
"LIGHTHOUSE PERSONAL CARE HOME, THE",PERSONAL CARE HOME,206 BLUE MOUNTAIN PARKWAY,ROCKY FACE,GA,30740,WHITFIELD,4,7066736365,lmg0226@yahoo.com
LILY HOME,PERSONAL CARE HOME,4190 BRIARCLIFF ROAD,ATLANTA,GA,30345,DEKALB,6,4043215604,esahlur@gmail.com
LIVING HOPE RESIDENCE,PERSONAL CARE HOME,6387 BIMINI DRIVE,FOREST PARK,GA,30297,CLAYTON,7,7707423628,tenebenelson@yahoo.com
LIVING PERSONAL CARE HOME,PERSONAL CARE HOME,"3034 GRAND AVENUE, S.W.",ATLANTA,GA,30315,FULTON,5,4046840449,
LIVING TREASURES PERSONAL CARE,PERSONAL CARE HOME,4682 CEDAR DRIVE,LOGANVILLE,GA,30052,WALTON,6,7705541504,joyceannwilliamson@gmail.com
LODGE AT ASPEN VILLAGE (THE),PERSONAL CARE HOME,135 HILLSIDE TRACE,DALLAS,GA,30157,PAULDING,104,7706351780,info@aspenvillageseniorliving.com
"LODGE AT BETHANY, THE",ASSISTED LIVING COMMUNITY,77 BETHANY WAY,STATESBORO,GA,30458,BULLOCH,60,9127647960,hkilgore@bethanyway.org
LONGEVITY PCH #2,PERSONAL CARE HOME,2884 LUMPKIN ROAD,AUGUSTA,GA,30906,RICHMOND,6,7068310916,
LONGEVITY PERSONAL CARE HOME,PERSONAL CARE HOME,1520-22 12TH ST,AUGUSTA,GA,30901,RICHMOND,11,7063644710,caletham19@yahoo.com
LONNEKKA'S PERSONAL  KARE PALACE II,PERSONAL CARE HOME,6571 VALLEY HILL DRIVE SW,MABLETON,GA,30126,COBB,6,7709480709,nekasnursingcare@gmail.com
LONNEKKA'S PERSONAL KARE PALACE,PERSONAL CARE HOME,3798 CATALPA LANE,ELLENWOOD,GA,30294,DEKALB,6,4042446689,nekasnursingcare@gmail.com
LOTUS PCH LLC,PERSONAL CARE HOME,3709 GLEN FALLS DR,DECATUR,GA,30032,DEKALB,3,7704908393,RACHELWR40@GMAIL.COM
LOVE AND CARE,PERSONAL CARE HOME,1678 PHEASANT DRIVE,JONESBORO,GA,30238,CLAYTON,3,6785451421,loveandcare17@yahoo.com
LOVE AND CARE LLC (ELLENWOOD),PERSONAL CARE HOME,2717 SHELLEY LANE,ELLENWOOD,GA,30294,CLAYTON,3,7707037445,loveandcare18@yahoo.com
"LOVE CONTINUES II, THE",PERSONAL CARE HOME,6960 KNOLLWOOD DRIVE,MORROW,GA,30260,CLAYTON,3,6782300510,ladyaharris2@yahoo.com
"LOVE CONTINUES, THE",PERSONAL CARE HOME,3756 RIVERCHASE CIRCLE,DECATUR,GA,30034,DEKALB,6,6787052313,ladyaharris2@yahoo.com
LOVE PCH,PERSONAL CARE HOME,4271 SEQUOIA PLACE SW,ACWORTH,GA,30101,BARTOW,5,7704854160,juliennenya@yahoo.com
LOVE TO HEART CARE,PERSONAL CARE HOME,4508 BRIDLE RIDGE WAY,LITHONIA,GA,30038,DEKALB,3,6788244898,marsha.lynch@aol.com
LOVE'S PERSONAL CARE FACILITIES I,PERSONAL CARE HOME,2366 DUBLIN DRIVE,AUGUSTA,GA,30906,RICHMOND,9,7067931949,lovespersonalcare@gmail.com
LOVE'S PERSONAL CARE FACILITIES II,PERSONAL CARE HOME,2347 AMSTERDAM DR,AUGUSTA,GA,30906,RICHMOND,8,7067982181,lovespersonalcare@gmail.com
LOVELACE LIVING CENTER,PERSONAL CARE HOME,4870 FARM VALLEY DRIVE NE,WOODSTOCK,GA,30188,COBB,6,7705928053,glovelace@bellsouth.net
LOVELY CARE INC,PERSONAL CARE HOME,931 ROCK QUARRY RD,STOCKBRIDGE,GA,30281,HENRY,24,2674076521,lovelyhomecareinc@gmail.com
LOVELY HOME CARE,PERSONAL CARE HOME,8915 CREEKWOOD COURT,RIVERDALE,GA,30274,CLAYTON,4,4702641422,lovelyhomecareinc@gmail.com
LOVELY HOME CARE 2,PERSONAL CARE HOME,7227 GINGER COURT,RIVERDALE,GA,30296,CLAYTON,3,6785728737,lovelyhomecareinc@gmail.com
LOVIN CARE,PERSONAL CARE HOME,125 FALCON RIDGE DRIVE,COVINGTON,GA,30016,NEWTON,4,7703853456,uronpoint007@yahoo.com
LOVING CARE PERSONAL CARE HOME,PERSONAL CARE HOME,"2431 PEACH ORCHARD ROAD, SUITE B",AUGUSTA,GA,30906,RICHMOND,6,7065247295,lovingcarepch1@outlook.com
LOVING HANDS,PERSONAL CARE HOME,233 NORTHSTAR DRIVE,COLUMBUS,GA,31907,MUSCOGEE,6,7066870710,jonestoya@aol.com
"LOVING HEART PCH, A",PERSONAL CARE HOME,3437 GEBHART COURT,HEPHZIBAH,GA,30815,BURKE,6,7063333333,alovingheart_pch@yahoo.com
LOVING PCH,PERSONAL CARE HOME,6468 FLEUR DE LIS DRIVE,MORROW,GA,30260,CLAYTON,5,7709684144,
M LOVING PERSONAL CARE,PERSONAL CARE HOME,7423 SHERMAN ROAD,JONESBORO,GA,30236,CLAYTON,6,6784892231,
MABLEWOOD PERSONAL CARE,PERSONAL CARE HOME,207 KEMP ROAD,CLIMAX,GA,39834,DECATUR,6,2294653638,sxdoitbest@yahoo.com
MABLEWOOD PERSONAL CARE HOME,PERSONAL CARE HOME,2477 VADA ROAD,BAINBRIDGE,GA,39817,DECATUR,4,2292207029,sxdoitbest@yahoo.com
MAC CARE,PERSONAL CARE HOME,1948 KELVIN DRIVE,LAWRENCEVILLE,GA,30043,GWINNETT,4,7709109164,maccare28py@yahoo.com
MADEAR'S PLACE,PERSONAL CARE HOME,4664 VIENNA CHURCH ROAD,VALDOSTA,GA,31601,LOWNDES,4,2296711617,theresapatterson106@yahoo.com
"MADELINE OF DECATUR, THE",ASSISTED LIVING COMMUNITY,475 IRVIN COURT,DECATUR,GA,30030,DEKALB,70,4042996600,eaustin@aventinehc.com
MADELINE SERENITY PERSONAL CARE HOME,PERSONAL CARE HOME,4090 SUNRISE TRL,COLLEGE PARK,GA,30349,FULTON,4,4043122417,petadell69@gmail.com
MADISON HEIGHTS,ASSISTED LIVING COMMUNITY,2822 KNOB HILL FARM ROAD,EVANS,GA,30809,COLUMBIA,60,7063648701,whamilton@atlasseniorliving.com
MADISON HEIGHTS AT THE PRADO,ASSISTED LIVING COMMUNITY,250 WATER TOWER COURT,MACON,GA,31210,BIBB,60,4784719433,whamilton@atlasseniorliving.com
MADISON HOUSE SENIOR LIVING,PERSONAL CARE HOME,167 W. JEFFERSON STREET,MADISON,GA,30650,MORGAN,20,7063424544,oconeeinc@yahoo.com
MAGNOLIA ESTATES,PERSONAL CARE HOME,68 COLLEGE AVENUE,ELBERTON,GA,30635,ELBERT,50,7062832226,saramagnolia@elberton.net
MAGNOLIA ESTATES OF OCONEE,PERSONAL CARE HOME,1641 VIRGIL LANGFORD ROAD,WATKINSVILLE,GA,30677,OCONEE,48,7065435595,tsaxon2961@charter.net
MAGNOLIA ESTATES OF WINDER,PERSONAL CARE HOME,624 GAINESVILLE HIGHWAY,WINDER,GA,30680,BARROW,47,7708674256,meow3410@windstream.net
MAGNOLIA HILLS RETIREMENT HOME,PERSONAL CARE HOME,504 HISTORIC 441 NORTH,DEMOREST,GA,30535,HABERSHAM,60,7068397016,MAGNOLIAHEALTH@ALLTELL.NET
MAGNOLIA LANE,PERSONAL CARE HOME,6365 NEWBORN DRIVE,COLLEGE PARK,GA,30349,FULTON,4,7709691418,roztndy@aol.com
MAGNOLIA MANOR OF COLUMBUS ASSISTED LIVING,ASSISTED LIVING COMMUNITY,2040 WARM SPRINGS ROAD,COLUMBUS,GA,31904,MUSCOGEE,44,7063275032,tgriffin@magnoliamanor.com
MAGNOLIA MANOR OF MACON,ASSISTED LIVING COMMUNITY,194 PIERCE AVENUE,MACON,GA,31204,BIBB,30,4787416684,thenry@magnoliamanor.com
MAGNOLIA MANOR OF ST MARY'S,ASSISTED LIVING COMMUNITY,"4695 CHARLIE SMITH, SR HIGHWAY",SAINT MARYS,GA,31558,CAMDEN,25,9126737713,lbattistelli@magnoliamanor.com
MAGNOLIA MANOR OF ST SIMONS,ASSISTED LIVING COMMUNITY,300 HERITAGE DRIVE,ST SIMONS,GA,31522,GLYNN,34,9126383844,bmitchell@magnoliamanor.com
MAGNOLIA MANOR ON THE COAST,ASSISTED LIVING COMMUNITY,141 TIMBER TRAIL,RICHMOND HILL,GA,31324,BRYAN,36,9127564300,mbattle@magnoliamanor.com
MAGNOLIA MANOR RETIREMENT CTR,PERSONAL CARE HOME,2001 SOUTH LEE STREET,AMERICUS,GA,31709,SUMTER,150,2299249352,jhouse@magnoliamanor.com
MAGNOLIA MANOR SOUTH,ASSISTED LIVING COMMUNITY,3011 VETERANS PARKWAY,MOULTRIE,GA,31788,COLQUITT,30,2299850265,tnewell@magnoliamanor.com
"MAGNOLIA PERSONAL CARE HOME SERVICES, LLC",PERSONAL CARE HOME,3204 LEE ROAD,SNELLVILLE,GA,30039,GWINNETT,3,6784674254,gemrobinson2000@yahoo.com
MAGNOLIA PLACE,PERSONAL CARE HOME,6430 NEWTON ROAD,ALBANY,GA,31721,DOUGHERTY,8,2294367448,hilda2@myexcel.com
MAGNOLIA PLACE ASSISTED LIVING AND MEMORY CARE,ASSISTED LIVING COMMUNITY,500 EAGLE LAKE TRAIL,ROME,GA,30165,FLOYD,72,7067283650,nick.lancaster@retireatberry.com
MAGNOLIA PLACE OF CAIRO,PERSONAL CARE HOME,1710 SOUTH BROAD STREET,CAIRO,GA,39828,GRADY,50,2293776811,hello@magnoliaplaceseniorliving.com
MAGNOLIA PLACE OF ROSWELL PCH & MEMORY CARE,PERSONAL CARE HOME,655 MANSELL ROAD,ROSWELL,GA,30076,FULTON,101,7706439433,bmunson@pegasusseniorliving.com
"MAGNOLIA PLACE, THE",PERSONAL CARE HOME,300 W 2ND STREET,OCILLA,GA,31774,IRWIN,15,2297969293,themagnoliahouse@yahoo.com
MAGNOLIA SENIOR LIVING,PERSONAL CARE HOME,89 OZORA ROAD,LOGANVILLE,GA,30052,GWINNETT,73,7703380493,zhicongchen@hotmail.com
MAGNOLIA SENIOR LIVING AT SHARPSBURY LLC,ASSISTED LIVING COMMUNITY,3700 EAST HIGHWAY 34,SHARPSBURG,GA,30277,COWETA,85,7706834902,zhicongchen@hotmail.com
MAGNOLIA SENIOR LIVING AT SUGAR HILL,PERSONAL CARE HOME,422  RIVERSIDE ROAD,SUGAR HILL,GA,30518,GWINNETT,70,7709406116,zhicongchen@hotmail.com
MAGNOLIAS ASSISTED AND MEMORY CARE,PERSONAL CARE HOME,964 SOUTH MAIN STREET,CONYERS,GA,30012,ROCKDALE,24,7702854947,tina@magnolias.house
MAHONEY'S PERSONAL CARE HOME,PERSONAL CARE HOME,2845 ELDORADO PLACE,SNELLVILLE,GA,30078,GWINNETT,5,7706767109,
MAIN STREET,PERSONAL CARE HOME,147 MAIN STREET,MILLEDGEVILLE,GA,31061,BALDWIN,6,4784457184,oconeecbs@windstream.net
MAIN STREET RESIDENTIAL LIVING,PERSONAL CARE HOME,615 WEST MAIN STREET,THOMASTON,GA,30286,UPSON,7,9126589238,csyork@yahoo.com
MAJESTIC MANOR,PERSONAL CARE HOME,67 PIN OAK DRIVE,ROCK SPRING,GA,30739,WALKER,34,7067641180,pat@majestic-manor.com
MAJESTIC SENIOR LIVING BOWDON,PERSONAL CARE HOME,501 MITCHELL AVENUE,BOWDON,GA,30108,CARROLL,78,7702588600,bruce@majesticseniorliving.com
"MAJESTIC SENIOR LIVING BREMEN, BLDG A",PERSONAL CARE HOME,524 GORDON STREET,BREMEN,GA,30110,HARALSON,24,3522846504,majesticseniorlivingllc@gmail.com
MAJESTIC SENIOR LIVING TENNILLE,PERSONAL CARE HOME,401 MARTIN LUTHER KNG JR BLVD,TENNILLE,GA,31089,WASHINGTON,24,3522220417,majestictennille@gmail.com
MALI'S PERSONAL CARE HOME,PERSONAL CARE HOME,525 PAPER MILL DRIVE,LAWRENCEVILLE,GA,30046,GWINNETT,6,7706766039,mali's@bellsouth.net
MANCHESTER COURT ASSISTED LIVING & MEMORY CARE,ASSISTED LIVING COMMUNITY,1358 MANCHESTER DRIVE,CONYERS,GA,30012,ROCKDALE,70,4702077250,debbie@manchestrcourtalc.com
"MANN HOUSE CUMMING/FORSYTH, THE",ASSISTED LIVING COMMUNITY,8025 MAJORS ROAD,CUMMING,GA,30041,FORSYTH,50,7708449055,chm@themanngroup.com
"MANN HOUSE, THE",ASSISTED LIVING COMMUNITY,5413 NORTHLAND DRIVE,ATLANTA,GA,30342,FULTON,40,4042509300,charles.mann@themanngroup.com
MANOR LAKE ATHENS,ASSISTED LIVING COMMUNITY,933 US HIGHWAY 29,ATHENS,GA,30601,CLARKE,100,7624996364,ed@manorlakean.com
MANOR LAKE BRIDGEMILL,ASSISTED LIVING COMMUNITY,131 HOLLY STREET,CANTON,GA,30114,CHEROKEE,86,6789905055,ed@manorlakebr.com
MANOR LAKE ELLIJAY,ASSISTED LIVING COMMUNITY,85 HIGHLAND RIDGE ROAD,ELLIJAY,GA,30540,GILMER,100,7066369494,ed@manorlakeel.com
MANOR LAKE GAINESVILLE,ASSISTED LIVING COMMUNITY,2900 MCEVER ROAD,GAINESVILLE,GA,30504,HALL,94,6789401101,ed@manorlakegv.com
MANOR LAKE HIRAM,ASSISTED LIVING COMMUNITY,68 BREEZY VALLEY CONN,HIRAM,GA,30141,PAULDING,100,6789731906,ED@manorlakehm.com
MANSIONS AT ALPHARETTA SENIOR LIVING & MEMORY,ASSISTED LIVING COMMUNITY,3675 OLD MILTON PARKWAY,ALPHARETTA,GA,30005,FULTON,115,4703595200,mrandall@mansionseniorliving.com
MANSIONS AT GWINNETT PARK ASSISTED LIVING AND MC,ASSISTED LIVING COMMUNITY,2450 BUFORD DRIVE,LAWRENCEVILLE,GA,30043,GWINNETT,110,4703941800,mrandall@mansionsseniorliving.com
MANSIONS AT SANDY SPRINGS AL AND MEMORY CARE,ASSISTED LIVING COMMUNITY,7300 SPALDING DRIVE,PEACHTREE CORNERS,GA,30092,FULTON,110,6786846990,jtiffany@mansionsseniorliving.com
MAPLE COURT SENIOR RESIDENCE,PERSONAL CARE HOME,2408 NORTH TIFT AVENUE,TIFTON,GA,31794,TIFT,45,2293821791,jmarta@georgialivingseniorcare.com
MAPP PCH,PERSONAL CARE HOME,1141 ADRIAN CIRCLE,GREENSBORO,GA,30642,GREENE,4,7064530004,
MARABLE MANOR,PERSONAL CARE HOME,235 E MARABLE STREET,MONROE,GA,30655,WALTON,6,6786358477,sgrant13@earthlink.net
