Facility ID,License Number,State Facility Type 1 Literal,Facility Name,Address,City,State,Zip Code,County,Phone Number,Licensee,Capacity,Ownership Type
11953623,8594,Assisted Living Facility,EAGLES,6928 122ND DR,LARGO,FL,33773,Pinellas,(727) 539-0388,LEGER GROUP INC,6,For-Profit
11968257,13327,Assisted Living Facility,EAGLES EYE COMFORT CARE MIRAMAR LLC,6308 SW 27TH STREET #1,MIRAMAR,FL,33023,Broward,(954) 232-1389,EAGLE'S EYE COMFORT CARE MIRAMAR LLC,10,For-Profit
11969249,13054,Assisted Living Facility,EAGLES EYES COMFORT CARE LLC,8620 NW 3RD ST,PEMBROKE PINES,FL,33024,Broward,(954) 232-1389,EAGLES EYE COMFORT CARE LLC,6,For-Profit
11965104,9518,Assisted Living Facility,EAST GABLES RETIREMENT CENTER,3590-92 SW 16TH ST,MIAMI,FL,33145-1036,Miami-Dade,(305) 443-1985,CARR & ASSOCIATES  INC.,14,For-Profit
11965361,9773,Assisted Living Facility,EAST LAKE MANOR  INC,722 E LAKE RD S,TARPON SPGS,FL,34688-7347,Pinellas,(727) 934-4791,EAST LAKE MANOR  INC.,30,For-Profit
11968935,12771,Assisted Living Facility,EAST RIDGE RETIREMENT VILLAGE  INC,19225 SW 87TH AVE,MIAMI,FL,33157,Miami-Dade,(305) 238-2623,EAST RIDGE RETIREMENT VILLAGE INC.,121,Not-For-Profit
11922279,5355,Assisted Living Facility,EASTBROOKE GARDENS,201 SUNSET DRIVE,CASSELBERRY,FL,32707,Seminole,(407) 699-5002,GARDENS OF EASTBROOKE LLC,78,For-Profit
11968060,12023,Assisted Living Facility,EASTSIDE ACTIVE LIVING,1600 TAFT ST,HOLLYWOOD,FL,33020,Broward,(954) 362-3487,EASTSIDE ACTIVE LIVING  LLC,90,For-Profit
11942918,5425,Assisted Living Facility,EASTSIDE CARE ALF,152 SE DEFENDER DR,LAKE CITY,FL,32025-4990,Columbia,(386) 755-4487,HENDRIX  SMITH & KIRBY  LLC,45,For-Profit
11969282,13095,Assisted Living Facility,EBENEZER ALF LLC  THE,348 ROCKLAND ST,LEHIGH ACRES,FL,33972,Lee,(239) 728-2754,THE EBENEZER ALF LLC ,10,For-Profit
11968102,12048,Assisted Living Facility,EBENEZER FAMILY HOME II  INC,1024 SW 11TH ST,MIAMI,FL,33129-1817,Miami-Dade,(305) 857-9425,EBENEZER FAMILY HOME II,6,For-Profit
11967543,11622,Assisted Living Facility,EBENEZER FAMILY HOME III LLC,18309 SW 114TH CT,MIAMI,FL,33157-4989,Miami-Dade,(305) 256-9902,EBENEZER FAMILY HOME III LLC,6,For-Profit
11953232,8519,Assisted Living Facility,EBENEZER FAMILY HOME INC,6690 WEST 14 AVENUE,HIALEAH,FL,33012,Miami-Dade,(305) 822-8223,EBENEZER FAMILY HOME INC,6,For-Profit
11966783,10928,Assisted Living Facility,EDAD DE ORO SENIOR CARE INC,17891 SW 152 COURT,MIAMI,FL,33187,Miami-Dade,(786) 250-0024,EDAD DE ORO SENIOR CARE  INC,6,For-Profit
11965722,10077,Assisted Living Facility,EDEM HOME CARE  INC.,4783 NW 195TH ST,MIAMI GARDENS,FL,33055-2048,Miami-Dade,(305) 622-4136,EDEM HOME CARE  INC.,6,For-Profit
11969582,13342,Assisted Living Facility,EDEN AT CRESTVIEW,575 W REDSTONE AVE,CRESTVIEW,FL,32536,Okaloosa,(850) 634-6000,Senior Care Investments LLC,70,For-Profit
11966197,10439,Assisted Living Facility,EDEN MANOR,5047 CLARCONA OCOEE ROAD,ORLANDO,FL,32810,Orange,(407) 291-7466,EDEN MANOR  INC.,6,For-Profit
11969081,13347,Assisted Living Facility,EDEN PARADISE ASSISTED LIVING LLC,6 NW 35TH AVE,CAPE CORAL,FL,33993,Lee,(239) 645-5003,EDEN PARADISE ASSISTED LIVING LLC,6,For-Profit
11968558,12428,Assisted Living Facility,EDEN'S GARDEN ASSISTED LIVING FACILITY  LLC,1598 GILES ST NW,PALM BAY,FL,32907,Brevard,(321) 499-3522,EDEN'S GARDEN ASSISTED LIVING FACILITY  LLC,6,For-Profit
11969246,13059,Assisted Living Facility,EDWINOLA  THE,14235 EDWINOLA WAY,DADE CITY,FL,33523-3763,Pasco,(352) 567-6500,DADE CITY  FL OPCO  LLC,184,For-Profit
11966087,10353,Assisted Living Facility,EILAZ HOME INC,12300 SW 31ST ST,MIAMI,FL,33175-2235,Miami-Dade,(305) 227-7261,EILAZ HOME INC,6,For-Profit
11967825,11773,Assisted Living Facility,EJ'S PLACE INC,5210 WITBY AVENUE,JACKSONVILLE,FL,32210,Duval,(904) 317-8961,EJ'S PLACE  INC.,5,For-Profit
11966744,10878,Assisted Living Facility,EJ'S PLACE  INC,5045 DONCASTER AVENUE,JACKSONVILLE,FL,32208,Duval,(904) 766-3700,EJ'S PLACE  INC.,6,For-Profit
11969523,13302,Assisted Living Facility,EL COCHERO ALF CORP,3012 ROBSON ST,TAMPA,FL,33614,Hillsborough,(813) 512-6012,,6,For-Profit
11968281,12202,Assisted Living Facility,EL EDEN CORP,10460 NW 129 STREET,HIALEAH GARDENS,FL,33018,Miami-Dade,(786) 488-2651,EL EDEN CORP,8,For-Profit
11969064,12904,Assisted Living Facility,EL NINO DE ATOCHA #33 INC,15355 SW 171 ST,MIAMI,FL,33187,Miami-Dade,(305) 469-5464,EL NINO DE ATOCHA #33  INC,6,For-Profit
11969113,12938,Assisted Living Facility,EL OASIS ADULT CARE,2307 W ST JOSEPH ST,TAMPA,FL,33607,Hillsborough,(813) 554-2065,EL OASIS ASSISTED LIVING FACILITY INC.,6,For-Profit
11968621,12483,Assisted Living Facility,EL OASIS ALF II INC,2806 W KIRBY ST,TAMPA,FL,33614,Hillsborough,(813) 252-6112,EL OASIS ALF II INC,6,For-Profit
11968708,12584,Assisted Living Facility,EL OASIS ALF III INC,8250 MALVERN CIR,TAMPA,FL,33634,Hillsborough,(813) 243-4035,EL OASIS ALF III INC,6,For-Profit
11968064,12074,Assisted Living Facility,EL OASIS ALF INC,6612 NORTH HALE AVENUE,TAMPA,FL,33614,Hillsborough,(813) 402-2127,EL OASIS ASSISTED LIVING FACILITY INC.,6,For-Profit
11943164,8006,Assisted Living Facility,EL PARAISO HOME  INC.,1540 SW 7TH ST,MIAMI,FL,33135-3706,Miami-Dade,(305) 649-0490,EL PARAISO HOME INC,14,For-Profit
11968147,12081,Assisted Living Facility,EL PINAR ASSISTED LIVING FACILITY INC,3082 EGREMONT DR,WEST PALM BEACH,FL,33406-5025,Palm Beach,(561) 968-7444,EL PINAR ASSISTED LIVING FACILITY  INC,14,For-Profit
11968292,12236,Assisted Living Facility,EL RENACER DE ANA  INC,5900 NW 7 STREET,MIAMI,FL,33126,Miami-Dade,(305) 261-9090,EL RENACER DE ANA  INC,6,For-Profit
11969517,13345,Assisted Living Facility,EL RENACER DE DONA CORP,8852 SW 25TH STREET,MIAMI,FL,33165,Miami-Dade,(786) 703-8774,EL RENACER DE DONA CORP,2,For-Profit
11968338,12278,Assisted Living Facility,EL ROBLE ASSISTED LIVING FACILITY INC,932 SE 3 ST,BELLE GLADE,FL,33430,Palm Beach,(561) 992-5782,EL ROBLE ASSISTED LIVING FACILITY INC,8,For-Profit
11969510,13316,Assisted Living Facility,ELAN MANATEE,7375 STONE RIVER RD,BRADENTON,FL,34203,Manatee,(941) 213-5555,TSL Manatee OpCo LLC,95,For-Profit
11911145,6077,Assisted Living Facility,ELDERLY LIVING CENTER OF HOLLY HILL  INC.,810 OLEANDER AVE,HOLLY HILL,FL,32117,Volusia,(386) 255-8690,ELDERLY LIVING CENTER OF HOLLY HILL INC,15,For-Profit
11969267,13258,Assisted Living Facility,ELDERLY R US LLC,2980 NW 84 TERR,MIAMI,FL,33147,Miami-Dade,(786) 953-7409,ELDERLY R US  LLC,6,For-Profit
11969025,12840,Assisted Living Facility,ELDERS OF MOUNT DORA LLC,6767 ROUND LAKE RD,MOUNT DORA,FL,32757,Orange,(352) 434-7178,ELDERS OF MOUNT DORA LLC,11,For-Profit
11967347,11426,Assisted Living Facility,ELENA PALACE CORP,4012 SW 154 COURT,MIAMI,FL,34185,Miami-Dade,(305) 301-4325,ELENA PALACE CORP,6,For-Profit
11969032,12877,Assisted Living Facility,ELENA'S HOME CORP,4680 SW 154TH PLACE,MIAMI,FL,33185,Miami-Dade,(305) 603-9169,ELENA'S HOME CORP.,6,For-Profit
11965488,9859,Assisted Living Facility,ELIA'S HOME CARE #3 INC,4229 SW 157TH CT,MIAMI,FL,33185-3800,Miami-Dade,(305) 240-5762,ELIA'S HOME CARE #3,6,For-Profit
11966930,11061,Assisted Living Facility,ELIA'S HOME CARE INC,5600 SW 7TH ST,CORAL GABLES,FL,33134-1064,Miami-Dade,(305) 261-4685,ELIA'S HOME CARE  INC,6,For-Profit
11968363,12251,Assisted Living Facility,ELITE ELDERLY CARE LLC,15009 LAKE AZURE DR,ORLANDO,FL,32824,Orange,4074768536,ELITE ELDERLY CARE  LLC,6,For-Profit
11969649,13423,Assisted Living Facility,ELITE GARDEN ROCKLEDGE LLC,821 GEORGIA AVE,ROCKLEDGE,FL,32955,Brevard,(407) 575-8652,ELITE GARDEN ROCKLEDGE LLC,6,For-Profit
11968268,12178,Assisted Living Facility,ELITE GARDEN  LLC,4319 NEPTUNE RD,SAINT CLOUD,FL,34769,Osceola,(407) 498-0998,ELITE GARDEN  LLC.,16,For-Profit
11968537,12424,Assisted Living Facility,ELITE MANOR - KISSIMMEE,4034 SUNNY DAY WAY,KISSIMMEE,FL,34744,Osceola,(407) 483-7657,ELITE MANOR-KISSIMMEE LLC,6,For-Profit
11968216,12187,Assisted Living Facility,ELLA'S PLACE ASSISTED LIVING INC,313 DOLPHIN WAY,KISSIMMEE,FL,34759,Polk,(863) 496-0546,ELLA'S PLACE ASSISTED LIVING  INC.,4,For-Profit
11963725,7200,Assisted Living Facility,ELMCROFT OF BELLA VITA,1420 EAST VENICE AVENUE,VENICE,FL,34292,Sarasota,(941) 485-1196,BISHOP VENICE LESSEE LLC,130,For-Profit
11965634,9981,Assisted Living Facility,ELMCROFT OF CARROLLWOOD,2626 WEST BEARSS AVENUE,TAMPA,FL,36618,Hillsborough,(813) 960-5346,EC OPCO CARROLLWOOD LLC,133,For-Profit
11965185,9576,Assisted Living Facility,ELMCROFT OF PENSACOLA,2310 ABBIE LANE,PENSACOLA,FL,32514,Escambia,(850) 505-0111,EC Opco Pensacola LLC,72,For-Profit
11910810,93,Assisted Living Facility,ELMCROFT OF PINECREST,1150 8TH AV SW,LARGO,FL,33770,Pinellas,(727) 581-8142,BISHOP PINECREST LESSEE LLC,120,For-Profit
11965291,9700,Assisted Living Facility,ELMCROFT OF TALLAHASSEE,2110 FLEISCHMANN ROAD,TALLAHASSEE,FL,32308,Leon,(850) 386-4300,EC Opco Tallahassee LLC,120,For-Profit
11964687,9191,Assisted Living Facility,ELMCROFT OF TIMBERLIN PARC,7620 TIMBERLIN PARK,JACKSONVILLE,FL,32256-5407,Duval,(904) 519-9300,EC OPCO TIMBERLIN PARC  LLC,62,For-Profit
11969667,13435,Assisted Living Facility,ELOHIM ADONAI HOME,20121 NW 43RD AVE,MIAMI GARDENS,FL,33055,Miami-Dade,(786) 565-9625,Elohim Adonai Home INC.,6,For-Profit
11910910,5260,Assisted Living Facility,ELPA HOME CARE CENTER,9950 SW 83RD ST,MIAMI,FL,33173-4012,Miami-Dade,(305) 596-3824,Elpa Home Care Center INC,6,For-Profit
11910251,6056,Assisted Living Facility,EMBASSY INDIAN OAKS LLC,11355 131ST ST,LARGO,FL,33774-4716,Pinellas,(727) 593-0403,Embassy Indian Oaks  LLC,52,For-Profit
11963798,8668,Assisted Living Facility,EMBASSY RETIREMENT HOME OF MARGATE,6093 NW 9TH CT,MARGATE,FL,33063-3661,Broward,(954) 972-5600,EMBASSY HOME CARE  INC.,35,For-Profit
11965659,9997,Assisted Living Facility,EMERALD GARDENS INC,2159 MCMULLEN BOOTH RD,CLEARWATER,FL,33759,Pinellas,(727) 669-5014,EMERALD GARDEN INC,20,For-Profit
11967671,11667,Assisted Living Facility,EMERALD GARDENS PROPERTIES  LLC,1012 N 72 AVENUE,PENSACOLA,FL,32506,Escambia,(850) 458-8558,EMERALD GARDENS PROPERTIES  LLC.,55,For-Profit
11967156,11261,Assisted Living Facility,EMERALD HILLS,8717 GREENFIELD LN,ZEPHYRHILLS,FL,33541-7466,Pasco,(813) 355-4934,CONSORCIA MENDOZA,10,For-Profit
11964990,9431,Assisted Living Facility,EMERALD PARK OF HOLLYWOOD,5770 STIRLING RD,HOLLYWOOD,FL,33021-1549,Broward,(954) 987-5400,EMERALD PARK ALF LLC,100,For-Profit
11967356,11412,Assisted Living Facility,EMMANUEL CARE ASSISTED LIVING FACILITY,3628 DAISY AVE,PALM BEACH GARDENS,FL,33410,Palm Beach,(561) 627-3674,EMMANUEL CARE ALF INC,6,For-Profit
11969268,13089,Assisted Living Facility,EMMANUEL CARE ASSISTED LIVING FACILITY II,4385 FLAX CT,PALM BEACH GARDENS,FL,33410,Palm Beach,(561) 660-6601,EMMANUEL CARE ALF INC,6,For-Profit
11968706,12618,Assisted Living Facility,ENCORE AT AVALON PARK,13798 CYGNUS DR,ORLANDO,FL,32828,Orange,(407) 270-7500,AVALON SH MANAGEMENT  LLC,110,For-Profit
11966840,10968,Assisted Living Facility,ENGLISH ESTATES ASSISTED LIVING FACILITY INC,1340 OXFORD RD,MAITLAND,FL,32751,Seminole,(407) 483-2546,ENGLISH ESTATES ASSISTED LIVING FACILITY INC,6,For-Profit
11969263,13076,Assisted Living Facility,ENTRUSTED CARE ALF AT HEATHROW,405 KIMBERLY CT,SANFORD,FL,32771,Seminole,(407) 802-6001,THE SEVILLENO GROUP LLC,6,For-Profit
11910916,5839,Assisted Living Facility,EPWORTH VILLAGE RETIREMENT COMMUNITY,5300 W 16TH AVE,HIALEAH,FL,33012-2104,Miami-Dade,(305) 556-3500,ALDERSGATE RETIREMENT  INC,200,Not-For-Profit
11967883,11880,Assisted Living Facility,ERIKA'S HOUSE ALF,8301 N GOMEZ AVE,TAMPA,FL,33614-2814,Hillsborough,(813) 933-5953,Care A Lot Homes LLC,6,For-Profit
11969254,13070,Assisted Living Facility,ESPERANZA'S ALF INC,14336 SW 172 ST,MIAMI,FL,33177,Miami-Dade,(786) 429-1627,ESPERANZA'S ALF  INC,6,For-Profit
11968323,12223,Assisted Living Facility,ESTATE AT HYDE PARK  (THE),2301 W PALM DR,TAMPA,FL,33629,Hillsborough,(813) 251-6333,ARHC HBTPAFLO1 TRS  LLC,95,For-Profit
11967405,11452,Assisted Living Facility,ESTEVEZ HOME CARE CORP,3900 SW 122ND AVE,MIAMI,FL,33175,Miami-Dade,(305) 381-5233,ESTEVEZ HOME CARE CORP,6,For-Profit
11965422,9826,Assisted Living Facility,ESTHER HOME CARE I,9341 SW 32ND ST,MIAMI,FL,33165-4102,Miami-Dade,(786) 542-9954,ESTHER HOME CARE INC.,6,For-Profit
11932534,8151,Assisted Living Facility,ESTHER HOME CARE INC,13908 S.W. 26 TERRACE,MIAMI,FL,33175,Miami-Dade,(786) 543-3467,ESTHER HOME CARE INC.,6,For-Profit
11964357,8993,Assisted Living Facility,EUSTIS SENIOR CARE,228 NORTH CENTER STREET,EUSTIS,FL,32726,Lake,(352) 589-8944,AMBRAY AND LABAYNE CORP,30,For-Profit
11966989,11087,Assisted Living Facility,EVELYN'S PARADISE #1 LLC,11470 SW 80 TERRACE,MIAMI,FL,33173,Miami-Dade,(305) 412-4650,EVELYN'S PARADISE #1 LLC,6,For-Profit
11966549,10750,Assisted Living Facility,EVELYN'S PARADISE LLC,120 APACHE STREET,MIAMI SPRINGS,FL,33166,Miami-Dade,(786) 470-4342,EVELYN'S PARADISE LLC,6,For-Profit
11968633,12519,Assisted Living Facility,EVELYN'S PLACE  INC.,4901 JEFFERSON STREET,HOLLYWOOD,FL,33021,Broward,(954) 894-0399,EVELYN'S PLACE  INC.,6,For-Profit
11963853,8760,Assisted Living Facility,EVERGREEN MANOR RETIREMENT HOME,3297 STATE ROAD 580,SAFETY HARBOR,FL,34695-4929,Pinellas,(727) 724-3776,K And D Care Communities,36,For-Profit
11969240,13045,Assisted Living Facility,EVERLASTING FAMILY HOME CARE SERVICES II LLC,197 PONCE DE LEON ST,ROYAL PALM BEACH,FL,33411,Palm Beach,(561) 907-6956,EVERLASTING FAMILY HOME CARE SERVICES II LLC,6,For-Profit
11969063,12890,Assisted Living Facility,EVERLASTING FAMILY HOME CARE SERVICES LLC,2722 OKLAHOMA ST,WEST PALM BEACH,FL,33406,Palm Beach,(561) 907-6956,EVERLASTING FAMILY HOME CARE SERVICES LLC,6,For-Profit
11969022,12850,Assisted Living Facility,EXCELLENCE ASSISTED LIVING FACILITY,2250 S SEMORAN BLVD,ORLANDO,FL,32822,Orange,(407) 930-9291,EXCELLENCE ASSISTED LIVING FACILITY  LLC,185,For-Profit
11967575,11639,Assisted Living Facility,EXCELLENT GRANDPARENT PLACE  INC,13342 SW 6 STREET,MIAMI,FL,33184,Miami-Dade,(305) 227-0129,EXCELLENT GRANDPARENT PLACE INC,6,For-Profit
11969505,13308,Assisted Living Facility,EXCELSIOR OMEGA # 2,2731 23RD ST,SARASOTA,FL,34234,Sarasota,(941) 371-4091,EXCELSIOR OMEGA INC,6,For-Profit
11967402,11449,Assisted Living Facility,EXCELSIOR OMEGA INC,15 DADE AVENUE,SARASOTA,FL,34232,Sarasota,(941) 371-4091,EXCELSIOR OMEGA INC,12,For-Profit
11965384,9772,Assisted Living Facility,EXCLUSIVE HOME,183 W 18TH ST,HIALEAH,FL,33010-2636,Miami-Dade,(305) 882-0114,SWEET HOME ALF  INC.,6,For-Profit
11967201,11251,Assisted Living Facility,EXQUISITE SENIOR CARE  INC.,2616 WASHINGTON STREET,HOLLYWOOD,FL,33020,Broward,(954) 274-6849,EXQUISITE SENIOR CARE  INC.,6,For-Profit
11969193,13011,Assisted Living Facility,EXTENDED CARE LLC,5423 HARRISON STREET,HOLLYWOOD,FL,33021,Broward,(954) 967-8428,EXTENDED CARE LLC,6,For-Profit
11968565,12433,Assisted Living Facility,EXTENDING LOVABLE LIVING ASSISTANCE  LLC,14514 STORYS FORD RD,ORLANDO,FL,32832,Orange,(321) 245-7096,EXTENDING LOVABLE LIVING ASSISTANCE  LLC,5,For-Profit
11966571,12967,Assisted Living Facility,EYEA PALACE CORP,3654 SW 156TH COURT,MIAMI,FL,33185,Miami-Dade,(305) 896-2838,EYEA PALACE CORP,6,For-Profit
11969328,13125,Assisted Living Facility,FABULOUS RESORT ALF  LLC,1762 SE CARVALHO ST,PORT SAINT LUCIE,FL,34983,St. Lucie,(772) 577-3861,FABULOUS RESORT ALF  LLC,6,For-Profit
11966901,11072,Assisted Living Facility,FAIRGREEN ASSISTED LIVING FACILITY INC,1150 WAYNE AVE,NEW SMYRNA,FL,32168,Volusia,(386) 428-3018,FAIRGREEN ASSISTED LIVING INC,40,For-Profit
11942831,7276,Assisted Living Facility,FAIRWAY CHALET,905 VIRGINIA AVENUE,TARPON SPRINGS,FL,34689,Pinellas,(727) 934-4970,FAIRWAY CHALET  INC.,14,For-Profit
11968557,12447,Assisted Living Facility,FAITH HOME CARE ALF INC,114 EUCLID AVE,SEFFNER,FL,33584,Hillsborough,(813) 689-1922,FAITH HOME CARE ALF INC,5,For-Profit
11966891,10995,Assisted Living Facility,FAITH HOUSE ASSISTED LIVING FACILITY,335 FOSTER COVE,CHULUOTA,FL,32766,Seminole,(407) 366-9961,FAITH HOUSE ASSISTED LIVING FACILITY  LLC,13,For-Profit
11969273,13096,Assisted Living Facility,FAITHFUL FRIENDS INC,1902 49TH AVE E,BRADENTON,FL,34203,Manatee,(941) 237-8174,FAITHFUL FRIENDS INC,10,For-Profit
11969820,13569,Assisted Living Facility,FAITHFUL FRIENDS LOVING CARE ASSISTED LIVING CORPORATION,323 49TH ST NW,BRADENTON,FL,34209,Manatee,(941) 237-8174,FAITHFUL FRIENDS LOVING CARE ASSISTED LIVING CORPORATION,6,For-Profit
11967453,11521,Assisted Living Facility,FAMILY CONNECT LIFE INC,7969 PINEHURST DR,SPRING HILL,FL,34606-4330,Hernando,(352) 686-8106,FAMILY CONNECT LIFE INC,10,For-Profit
11964934,9381,Assisted Living Facility,FAMILY EXTENDED CARE OF SARASOTA (DBA) CABOT RESERVE ON THE GREE,4450 8TH STREET,SARASOTA,FL,34232,Sarasota,(941) 377-3231,FAMILY EXTENDED CARE OF SARASOTA  INC,65,Not-For-Profit
11965376,9756,Assisted Living Facility,FAMILY EXTENDED CARE OF SEBRING INC,5005 SUN N LAKE BLVD,SEBRING,FL,33872-2175,Highlands,(863) 386-1060,FAMILY EXTENDED CARE OF SEBRING INC,85,Not-For-Profit
11965378,9757,Assisted Living Facility,FAMILY EXTENDED CARE OF SPRING HILL NW INC,11291 COUNTY LINE RD,SPRING HILL,FL,34609-5616,Hernando,(352) 799-1422,FAMILY EXTENDED CARE OF SPRING HILL NW INC,58,For-Profit
11967287,11365,Assisted Living Facility,FAMILY FIRST ALF INC,15600 SW 143RD AVENUE,MIAMI,FL,33177,Miami-Dade,(305) 252-1805,FAMILY FIRST ALF INC,6,For-Profit
11969792,13542,Assisted Living Facility,FAMILY GROUP HOME LLC,11010 SW 38TH ST,MIAMI,FL,33165,Miami-Dade,(305) 603-9603,Family Group Home LLC,6,For-Profit
11969672,13466,Assisted Living Facility,FAMILY HOME ALF,1708 LOQUAT DRIVE,MELBOURNE,FL,32901,Brevard,(954) 662-1566,FAMILY HOME ALF LLC,6,For-Profit
11969514,13340,Assisted Living Facility,FAMILY HOME CARE INC,2328 LEWIS RD,WEST PALM BEACH,FL,33413,Palm Beach,(561) 667-2121,FAMILY HOME CARE INC,6,For-Profit
11911276,7392,Assisted Living Facility,FAMILY OF FRIENDS  INC (THE),2340 CELERY AVENUE,SANFORD,FL,32771,Seminole,(407) 732-4981,THE FAMILY OF FRIENDS  INC.,14,Not-For-Profit
11922298,8038,Assisted Living Facility,FAMILY TRADITIONS LLC,352 LAKE ROAD,VENICE,FL,34293,Sarasota,(941) 497-0134,FAMILY TRADITIONS LLC,6,For-Profit
11969304,13167,Assisted Living Facility,FAMILY WELFARE LLC,26901 SW 143 CT,HOMESTEAD,FL,33032,Miami-Dade,(786) 333-3530,Family Welfare LLC,6,For-Profit
11911149,7201,Assisted Living Facility,FANNIE E. TAYLOR HOME FOR THE AGED-TAYLOR MANOR  INC.,6605 CHESTER AVENUE,JACKSONVILLE,FL,32217,Duval,(904) 636-0142,FANNIE E. TAYLOR HOME FOR THE AGED-MANOR  INC.,103,Not-For-Profit
11964616,9278,Assisted Living Facility,FARAH MICHELE A.L.F.  INC,431 WEST 31 PLACE,HIALEAH,FL,33012,Miami-Dade,(305) 846-9840,FARAH MICHELLE ALF INC,6,For-Profit
11967611,11613,Assisted Living Facility,FARRINGTON HOUSE ASSISTED LIVING FACILITY,1970 FARRINGTON DRIVE,MERRITT ISLAND,FL,32952,Brevard,(321) 208-7955,CADIZ SENIOR CARE  LLC,6,For-Profit
11964226,8876,Assisted Living Facility,FEBA LIVING CARE INC,6120 N.W. 2ND ST,MIAMI,FL,33126,Miami-Dade,(305) 269-9279,FEBA LIVING CARE INC,6,For-Profit
11932571,4653,Assisted Living Facility,FEEL AT HOME INC,129 W 131 AVE,TAMPA,FL,33612-3443,Hillsborough,(813) 933-9845,FEEL AT HOME  INC.,16,For-Profit
11969363,13187,Assisted Living Facility,FEELS LIKE HOME IN TAMPA ALF INC,6018 MEMORIAL HWY,TAMPA,FL,33615,Hillsborough,(813) 252-8418,FEELS LIKE HOME IN TAMPA ALF  INC,6,For-Profit
11969731,13503,Assisted Living Facility,FELIX & OSCAR LLC,3271-3275 NW 106 ST,MIAMI,FL,33147,Miami-Dade,(786) 626-2625,Felix & Oscar LLC,6,For-Profit
11969610,13430,Assisted Living Facility,FELLOWSHIP HAVEN LLC,10968 NW 9TH MANOR,CORAL SPRINGS,FL,33071,Broward,(678) 230-2118,Fellowship Haven LLC,6,For-Profit
11942783,5105,Assisted Living Facility,FELLOWSHIP HOME AT THE FAIRWAY,5959 SUN N LAKE BLVD,SEBRING,FL,33872,Highlands,(863) 385-5454,Fellowship Home At The Fairway LLC,175,For-Profit
11910630,4781,Assisted Living Facility,FINNISH-AMERICAN VILLAGE,1800 SOUTH DR,LAKE WORTH,FL,33461-6133,Palm Beach,(561) 588-4333,FINNISH AMERICAN REST HOME  INC.,120,Not-For-Profit
11968622,12501,Assisted Living Facility,FIRST CHOICE ALF,2221 JAMAICA DRIVE,MIRAMAR,FL,33023,Broward,(954) 600-6285,SAVI HOME CARE  INC.,5,For-Profit
11968904,12744,Assisted Living Facility,FIRST CHOICE COMFORT CARE INCORPORATED,6200-6210 CLEVELAND ST,HOLLYWOOD,FL,33024,Broward,(954) 983-5174,FIRST CHIOICE COMFORT CARE  INCORPORATED,15,For-Profit
11969542,13346,Assisted Living Facility,FIRST STEP CARE ASSISTED LIVING,590 MARION AVE,ALTAMONTE SPRINGS,FL,32714,Seminole,,First Step Care  LLC,6,For-Profit
11911086,5705,Assisted Living Facility,FIVE OAKS REST HOME,611 OLD WELAKA ROAD,WELAKA,FL,32193,Putnam,(386) 467-2004,SHIRLEY ADAMS,27,For-Profit
11969261,13115,Assisted Living Facility,FIVE STAR ASSISTED LIVING FACILITY INC,5384 NW 4 ST,MIAMI,FL,33126,Miami-Dade,(786) 953-4975,FIVE STAR ASSISTED LIVING FACILITY  INC,14,For-Profit
11911162,7532,Assisted Living Facility,FIVE STAR PREMIER RESIDENCES OF BOCA RATON,22601 CAMINO DEL MAR,BOCA RATON,FL,33433-6516,Palm Beach,(561) 750-7100,SNH BRFL TENANT  LLC,75,For-Profit
11953616,5622,Assisted Living Facility,FIVE STAR PREMIER RESIDENCES OF HOLLYWOOD,2480 NORTH PARK ROAD,HOLLYWOOD,FL,33021,Broward,(954) 989-8008,SNH SE TENANT TRS  INC.,200,For-Profit
11910689,7340,Assisted Living Facility,FIVE STAR PREMIER RESIDENCES OF PLANTATION,8600 WEST SUNRISE BLVD,PLANTATION,FL,33322,Broward,(954) 476-9500,SNH PLFL TENANT  LLC,70,For-Profit
11932585,7702,Assisted Living Facility,FIVE STAR PREMIER RESIDENCES OF POMPANO BEACH,1371 SOUTH OCEAN BLVD,POMPANO BEACH,FL,33062,Broward,(954) 943-1155,SNH SE TENANT TRS  INC.,68,For-Profit
11969561,13335,Assisted Living Facility,FIVE STARS ALF INC,16151 SW 151 TERR,MIAMI,FL,33196,Miami-Dade,(786) 715-2351,Five Stars ALF INC,6,For-Profit
11969636,13434,Assisted Living Facility,FL MEMORY LANE LLC,108 LOUISIANA DR,PENSACOLA,FL,32505,Escambia,(423) 304-5512,FL Memory Lane LLC,10,For-Profit
11968487,12370,Assisted Living Facility,FLAMINGO ALF,4788 NW 1ST ST,PLANTATION,FL,33317-3136,Broward,(954) 999-0567,WELCOME HOME CARE INC,6,For-Profit
11967457,11525,Assisted Living Facility,FLAMINGO CARE LLC,1270 NE 174 STREET,NORTH MIAMI BEACH,FL,33162,Miami-Dade,(954) 394-4495,FLAMINGO CARE LLC,6,For-Profit
11911119,7607,Assisted Living Facility,FLEET LANDING,ONE FLEET LANDING BOULEVARD,ATLANTIC BEACH,FL,32233,Duval,(904) 246-9900,NAVAL CONTINUING CARE RETIREMENT FOUNDATION INC,150,Not-For-Profit
11968267,12179,Assisted Living Facility,FLORENTINA'S HOUSE ALF CORP,4203 W OHIO AVE,TAMPA,FL,33614-7825,Hillsborough,(813) 252-6241,FLORENTINAS HOUSE ALF CORP,6,For-Profit
