AHCA Number (File Number),License Number,License Effective Date,License Expiration Date,Facility Type,Name,Street Address,Street Address Line 2,Street City,Street State,Street Zip,Street County,Phone,Mailing Address,Mailing Address Line 2,Mailing City,Mailing State,Mailing Zip,Mailing County,License Status,Owner,Owner Since,Admin/CEO,Licensed Beds,Profit Status,Web Address
11967867,11873,8/31/18,11/28/20,Assisted Living Facility,ANA'S ELDERLY CARE INC,3720 SW 132 AVENUE,,MIAMI,FL,33175,Miami-Dade,(786) 873-3525,3720 SW 132 AVENUE,,MIAMI,FL,33175,Miami-Dade,IN REVIEW,ANA'S ELDERLY CARE INC,4/20/10,IRENE TARANCON,6,For-Profit,
11968272,12231,7/27/19,10/24/21,Assisted Living Facility,ANAIS ALF LLC,550 SW 121ST AVE,,MIAMI,FL,33174,Miami-Dade,(305) 554-6967,550 SW 121ST AVE,,MIAMI,FL,33174,Miami-Dade,LICENSED,ANAIS ALF LLC,3/7/12,MILANKYS LAZO,6,For-Profit,
11968239,12145,3/5/20,3/4/22,Assisted Living Facility,ANAM PARC,4294 TANGLEWILDE DR S,,JACKSONVILLE,FL,32257,Duval,(904) 260-8343,3604 CARDINAL POINT DR,,JACKSONVILLE,FL,32257,Duval,LICENSED,ANAM PARC  LLC,12/27/11,JAMIE L. GLAVICH,5,For-Profit,www.anamparc.com
11964375,8951,6/10/19,9/7/21,Assisted Living Facility,ANCHIN PAVILION,1959 N HONORE AVENUE,,SARASOTA,FL,34235,Sarasota,(941) 379-3553,1959 N HONORE AVENUE,,SARASOTA,FL,34235,Sarasota,LICENSED,SARASOTA MANATEE JEWISH HOUSING COUNCIL  INC.,3/9/05,DEBORAH INFANTINO,70,Not-For-Profit,www.avivaseniorlife.org
11966584,10771,12/19/19,3/18/22,Assisted Living Facility,ANDALUSIA ALF INC,360 E 65TH ST,,HIALEAH,FL,33013-1052,Miami-Dade,(305) 817-3327,360 E 65TH ST,,HIALEAH,FL,33013-1052,Miami-Dade,LICENSED,ANDALUSIA ALF  INC.,10/20/05,YOLANDA CORVO,6,For-Profit,
11967917,11900,1/20/21,1/19/23,Assisted Living Facility,ANDREA MARTIN HOME  INC,17851 SW 11TH COURT,,PEMBROKE PINES,FL,33029,Broward,(786) 718-4560,17851 SW 11TH COURT,,PEMBROKE PINES,FL,33029,Broward,LICENSED,ANDREA MARTIN HOME  INC.,7/26/10,RUBY EDITH FARJE,6,For-Profit,
11969188,13005,5/11/19,8/8/21,Assisted Living Facility,ANGEL CARE ALF INC,2821 NE 18 ST,,POMPANO BEACH,FL,33062,Broward,(954) 254-8644,2821 NE 18 ST,,POMPANO BEACH,FL,33062,Broward,LICENSED,ANGEL CARE ALF INC,3/10/17,YASMIN ISLAM,6,For-Profit,
11967749,11734,6/30/19,6/29/21,Assisted Living Facility,ANGEL CARE ASSISTED LIVING FACILITY,4301 31ST ST S,,SAINT PETERSBURG,FL,33712-4053,Pinellas,(727) 867-1300,4301 31ST ST S,,SAINT PETERSBURG,FL,33712,Pinellas,LICENSED,CANYON GROVE LLC,4/1/19,CLAUDIA BOGDANOVA,82,For-Profit,www.angelcarealf.com
11967874,11859,11/30/20,11/29/22,Assisted Living Facility,ANGEL CARE AT VERO BEACH,1130 7 AVENUE,,VERO BEACH,FL,32960,Indian River,(772) 584-3820,1130 7 AVENUE,,VERO BEACH,FL,32960,Indian River,LICENSED,YDL HOME CARE LLC,9/1/18,MEDIATRIX C. SANTOS,10,For-Profit,https://www.angelcareatvero.com/
11966526,10708,9/14/19,12/12/21,Assisted Living Facility,ANGEL DE AMOR  CORP,18020 SW 134TH CT,,MIAMI,FL,33177-7133,Miami-Dade,(786) 573-4487,18020 SW 134TH CT,,MIAMI,FL,33177-7133,Miami-Dade,LICENSED,ANGEL DE AMOR  CORP,7/25/05,ANA L DELGADO,6,For-Profit,
11967520,11554,6/15/21,6/17/21,Assisted Living Facility,ANGEL HOUSE ASSISTED LIVING  INC.,10810 NW 20TH ST,,PEMBROKE PINES,FL,33026-2224,Broward,(954) 476-5085,2230 SW 139TH AVE,,DAVIE,FL,33325-5025,Broward,IN LITIGATION,ANGEL HOUSE ASSISTED LIVING  INC.,3/20/09,DOREEN HINES CAMPBELL,6,Not-For-Profit,angelhouseseniors.org
11969403,13211,11/12/20,11/11/22,Assisted Living Facility,ANGEL OF LIGHT ASSISTED LIVING FACILITY  LLC,613 SW HOMELAND RD,,PORT SAINT LUCIE,FL,34953,St. Lucie,(772) 353-5885,5792 NW ZINNIA ST,,PORT SAINT LUCIE,FL,34986,St. Lucie,LICENSED,ANGEL OF LIGHT ASSISTED LIVING FACILITY LLC,5/18/18,ISOLYN BISHOP,6,For-Profit,
11968420,12326,5/1/21,4/30/23,Assisted Living Facility,ANGEL WORKS MANAGEMENT  LLC,411 NE 16TH PL,,CAPE CORAL,FL,33909,Lee,(239) 673-6390,411 NE 16TH PL,,CAPE CORAL,FL,33909,Lee,LICENSED,ANGEL WORKS MANAGEMENT  LLC,10/22/12,DIANE POZZIE,6,For-Profit,
11968704,12555,12/4/20,12/3/22,Assisted Living Facility,ANGEL'S SENIOR LIVING ASSISTED LIVING FACILITY  LLC,524 FRED GAMBLE WAY,,ORMOND BEACH,FL,32174,Volusia,(386) 527-5918,524 FRED GAMBLE WAY,,ORMOND BEACH,FL,32174,Volusia,LICENSED,ANGEL'S SENIOR LIVING ASSISTED LIVING FACILITY  LLC,7/28/14,TINA CARLYLE,6,For-Profit,www.angelssl.com
11969334,13130,2/13/20,2/12/22,Assisted Living Facility,ANGEL'S SENIOR LIVING II LLC,5855 BOGGS FORD ROAD,,PORT ORANGE,FL,32127,Volusia,(386) 527-5918,5855 BOGGS FORD RD,,PORT ORANGE,FL,32127,Volusia,LICENSED,Angel's Senior Living II LLC,12/27/17,TINA CARLYLE,6,For-Profit,www.angelssl.com
11943052,6665,11/20/20,11/19/22,Assisted Living Facility,ANGEL'S TOUCH,2446 NURSERY RD,,CLEARWATER,FL,33764-2720,Pinellas,(727) 536-1082,2446 NURSERY RD,,CLEARWATER,FL,33764-2720,Pinellas,LICENSED,R & F MEDICS CARE  INC,6/3/02,NILDA RIVERA,12,For-Profit,
11969468,13257,1/14/19,4/13/21,Assisted Living Facility,ANGELA'S CARE INC,1680 NW 28TH AVE,,MIAMI,FL,33125,Miami-Dade,(786) 542-5239,1680 NW 28TH AVE,,MIAMI,FL,33125,Miami-Dade,IN REVIEW,ANGELA'S CARE INC.,1/14/19,GEORGINA A PONCE,6,For-Profit,
11969128,13208,10/31/20,10/30/22,Assisted Living Facility,ANGELCARE WITH A VISION  LLC,613 CHATTAHOOCHEE ST,,CHATTAHOOCHEE,FL,32324,Gadsden,(850) 273-3703,613 CHATTAHOOCHEE ST,,CHATTAHOOCHEE,FL,32324,Gadsden,LICENSED,ANGELCARE WITH A VISION LLC,8/2/18,TAMMELA CEASOR,16,Not-For-Profit,
11912008,7956,11/1/19,1/29/22,Assisted Living Facility,ANGELES ALF INC,10923 SW 5TH ST,,MIAMI,FL,33174-1321,Miami-Dade,(305) 559-7130,10923 SW  5 STREET,,MIAMI,FL,33174,Miami-Dade,LICENSED,ANGELES ALF INC.,11/1/01,LIZA LOPEZ,12,For-Profit,
11968891,12755,4/7/21,10/6/21,Assisted Living Facility,ANGELES DE VIDA ALF CORP,11263 SW 35TH TER,,MIAMI,FL,33165,Miami-Dade,(305) 310-1356,11263 SW 35TH TER,,MIAMI,FL,33165,Miami-Dade,PROVISIONAL,ANGELES DE VIDA ALF CORP,4/7/21,HEYDIS GARCIA,6,For-Profit,
11963963,9146,11/27/19,11/26/21,Assisted Living Facility,ANGELES RESIDENTIAL  INC,6341 PALM AVE,,HIALEAH,FL,33012-2684,Miami-Dade,(305) 825-0262,6341 PALM AVE,,HIALEAH,FL,33012-2684,Miami-Dade,LICENSED,ANGELES RESIDENTIAL  INC.,1/3/01,BEATRIZ QUEVEDO,6,For-Profit,
11967125,11232,2/7/20,5/7/22,Assisted Living Facility,ANGELES SENIOR CARE  INC,13751 SW 17TH TER,,MIAMI,FL,33175-1081,Miami-Dade,(305) 480-5664,13751 SW 17TH TER,,MIAMI,FL,33175-1081,Miami-Dade,LICENSED,ANGELES SENIOR CARE INC,10/25/07,MARIA V. CORDOVI,6,For-Profit,
11968846,12701,7/17/19,10/14/21,Assisted Living Facility,ANGELS FOR THE GOLDEN YEARS OF NAPLES INC,441 22ND ST NE,,NAPLES,FL,34120,Collier,(239) 348-9131,441 22ND ST NE,,NAPLES,FL,34120,Collier,LICENSED,ANGELS FOR THE GOLDEN YEARS OF NAPLES INC,5/8/15,IDALMYS LUACES,6,For-Profit,
11966115,10378,10/21/19,1/18/22,Assisted Living Facility,ANGELS FOREVER  INC,7201 SW 142ND AVE,,MIAMI,FL,33183-3157,Miami-Dade,(786) 332-9858,7201 SW 142ND AVE,,MIAMI,FL,33183-3157,Miami-Dade,LICENSED,ANGELS FOREVER  INC.,8/21/03,MARTHA GEORGIAN,6,For-Profit,
11953224,8437,8/7/21,8/6/23,Assisted Living Facility,ANGELS GARDEN ACLF INC,8003 NORTH ROME AVENUE,,TAMPA,FL,33604,Hillsborough,(813) 933-4585,8003 NORTH ROME AVENUE,,TAMPA,FL,33604,Hillsborough,LICENSED,ANGELS GARDEN ACLF INC,5/9/08,DELIA VALDES,20,For-Profit,
11965085,9656,9/23/19,12/21/21,Assisted Living Facility,ANGELS HOME INC (THE),9564 SW 58TH ST,,MIAMI,FL,33173-1508,Miami-Dade,(305) 596-6917,9564 SW 58TH ST,,MIAMI,FL,33173-1508,Miami-Dade,LICENSED,THE ANGELS HOME  INC.,7/21/11,ALBA TORRES,6,For-Profit,
11965947,10296,5/7/19,8/4/21,Assisted Living Facility,ANGELS IN PARADISE  INC.,4636 W 6TH AVE,,HIALEAH,FL,33012-3802,Miami-Dade,(305) 818-9666,4636 W 6TH AVE,,HIALEAH,FL,33012-3802,Miami-Dade,LICENSED,ANGELS IN PARADISE ALF INC.,3/9/05,MARTA CATALA,6,For-Profit,
11968306,12257,12/24/20,12/23/22,Assisted Living Facility,ANGELS ON YOUR SHOULDER,487 GODFREY RD SE,,PALM BAY,FL,32909,Brevard,(321) 501-9056,487 GODFREY RD SE,,PALM BAY,FL,32909,Brevard,LICENSED,ANGELS ON YOUR SHOULDER,9/25/12,YOLLY SCHAROUN,5,For-Profit,
11965010,9523,8/1/18,10/29/20,Assisted Living Facility,ANGELS RETIREMENT HOME CORP (THE),14714 SW 177TH TERR,,MIAMI,FL,33187,Miami-Dade,(305) 378-4406,14714 SW 177TH TER,,MIAMI,FL,33187-7705,Miami-Dade,IN REVIEW,THE ANGELS RETIREMENT HOME CORP,8/1/14,NITZA V ROSADO,6,For-Profit,
11968388,12268,1/22/21,1/21/23,Assisted Living Facility,ANGELS SENIOR LIVING AT CONNERTON COURT LLC,21021 BETEL PALM LN,,LAND O LAKES,FL,34638-2571,Pasco,(813) 996-9919,21021 BETEL PALM LN,,LAND O LAKES,FL,34638-2571,Pasco,LICENSED,ANGELS SENIOR LIVING AT CONNERTON COURT LLC,8/25/14,RACHEL JONES,100,For-Profit,connertoncourtalf.com
11968636,12507,1/14/21,1/13/23,Assisted Living Facility,ANGELS SENIOR LIVING AT NEW TAMPA LLC,14712 N 42ND ST,,TAMPA,FL,33613-2955,Hillsborough,(813) 632-6370,14712 N 42ND ST,,TAMPA,FL,33613-2955,Hillsborough,LICENSED,ANGELS SENIOR LIVING AT NEW TAMPA  LLC,10/16/14,DAYNA BOBAK,100,For-Profit,www.angelsseniorliving.com
11910092,6694,12/24/20,12/23/22,Assisted Living Facility,ANGELS SENIOR LIVING AT NORTH TAMPA,14527 NORTH FLORIDA AVENUE,,TAMPA,FL,33613,Hillsborough,(813) 961-3072,14527 NORTH FLORIDA AVENUE,,TAMPA,FL,33613,Hillsborough,LICENSED,SHADY PALMS RETIREMENT HOMES  INC,5/7/91,ROBERT MARTIN,98,For-Profit,www.angelsseniorliving.com
11963774,8733,10/13/20,10/12/22,Assisted Living Facility,ANGELS SENIOR LIVING AT PALM HARBOR,1655 CURLEW RD,,PALM HARBOR,FL,34683-6565,Pinellas,(727) 786-7673,1655 CURLEW RD,,PALM HARBOR,FL,34683-6565,Pinellas,LICENSED,ROSEGARDEN ASSISTED LIVING FACILITY LLC,7/15/14,DAYNA BOBAK,45,For-Profit,www.angelsseniorliving.com
11964801,9298,7/12/21,7/11/23,Assisted Living Facility,ANGELS SENIOR LIVING AT PALMA CEIA,3720 W BAY TO BAY BLVD,,TAMPA,FL,33629-6912,Hillsborough,(813) 831-1914,3720 W BAY TO BAY BLVD,,TAMPA,FL,33629-6912,Hillsborough,LICENSED,LIGHTHOUSE HEALTHCARE GROUP LLC,4/13/09,LUIS VAZQUEZ,30,For-Profit,www.angelsseniorliving.com
11969409,13217,12/11/20,12/10/22,Assisted Living Facility,ANGELS SENIOR LIVING AT SARASOTA,5750 HONORE AVENUE,,SARASOTA,FL,34233,Sarasota,(941) 866-4000,5750 S. HONORE AVE,,SARASOTA,FL,34233,Sarasota,LICENSED,ANGELS SENIOR LIVING AT SARASOTA LLC,6/1/18,LAVONNE PARADISE,110,For-Profit,www.angelsseniorliving.com
11942972,8348,4/13/19,7/11/21,Assisted Living Facility,ANGELS SENIOR LIVING AT SOUTH TAMPA,3330 S MACDILL AVE,,TAMPA,FL,33629-8822,Hillsborough,(813) 835-5700,3330 S MACDILL AVE,,TAMPA,FL,33629-8822,Hillsborough,LICENSED,LIGHTHOUSE HEALTHCARE GROUP LLC,4/13/09,LUIS VAZQUEZ,56,For-Profit,www.angelsseniorliving.com
11969078,12899,12/8/20,12/7/22,Assisted Living Facility,ANGELS SENIOR LIVING AT THE LODGES AT IDLEWILD,18440 EXCITING IDLEWILD BLVD,,LUTZ,FL,33548,Hillsborough,(813) 886-2023,4801 GEORGE RD STE 190,,TAMPA,FL,33634,Hillsborough,LICENSED,ANGELS SENIOR LIVING AT THE LODGES OF IDLEWILD  LLC,7/26/16,ALCIDES SEGUI,202,For-Profit,www.angelsseniorliving.com
11968826,12688,5/22/19,8/19/21,Assisted Living Facility,ANGELS SENIOR LIVING IN NEW PORT RICHEY,6716 CONGRESS ST,,NEW PRT RCHY,FL,34653-2845,Pasco,(727) 203-3776,6716 CONGRESS ST,,NEW PRT RCHY,FL,34653-2845,Pasco,LICENSED,ROSE COURT ASSISTED LIVING LIVING LLC,6/6/15,JANELLE BAGGE,65,For-Profit,www.angelsseniorliving.com
11965681,10034,10/13/20,10/12/22,Assisted Living Facility,ANGELS SENIOR LIVING OF DUNEDIN,3175 BELCHER RD,,DUNEDIN,FL,34698-9400,Pinellas,(727) 513-1507,3175 BELCHER RD,,DUNEDIN,FL,34698-9400,Pinellas,LICENSED,ROSEWOOD ASSISTED LIVING FACILITY LLC,7/15/14,CHRISTINE NAUMAN,43,For-Profit,www.angelsseniorliving.com
11968434,12347,4/4/19,7/2/21,Assisted Living Facility,ANGELS TCH INC,11207 COCOA BEACH DR,,RIVERVIEW,FL,33569,Hillsborough,(813) 412-6560,11207 COCOA BEACH DR,,RIVERVIEW,FL,33569,Hillsborough,LICENSED,ANGELS TCH INC,11/7/12,VELMA DAVIS-SCOTT,6,For-Profit,
11969711,13458,5/8/20,5/7/22,Assisted Living Facility,ANGELS TCH INC,11216 MCMULLEN RD,,RIVERVIEW,FL,33569,Hillsborough,(813) 412-6560,11207 COCOA BEACH DR,,RIVERVIEW,FL,33569,Hillsborough,LICENSED,ANGELS TCH INC,5/8/20,CLIFTON SCOTT,5,For-Profit,
11968917,12754,11/4/19,2/1/22,Assisted Living Facility,ANGELS TCH LLC,504 APACHE TRL,,BRANDON,FL,33511,Hillsborough,(813) 412-6560,504 APACHE TRL,,BRANDON,FL,33511,Hillsborough,LICENSED,ANGELS TCH INC,9/16/15,CLIFTON SCOTT,6,For-Profit,www.angelstch.com
11968428,12342,1/30/21,1/29/23,Assisted Living Facility,ANGELS TOUCH ASSISTED LIVING,3115 S MILLER RD,,VALRICO,FL,33596,Hillsborough,(813) 412-6560,11207 COCOA BEACH DR,,RIVERVIEW,FL,33569-2949,Hillsborough,LICENSED,ANGELS TCH INC,5/1/14,VELMA DAVIS-SCOTT,6,For-Profit,www.angelstch.com
11969233,13031,7/14/19,10/11/21,Assisted Living Facility,ANGELS WITH A DIVINE PURPOSE LLC,240 SE STEPHENS ST,,MADISON,FL,32340,Madison,(850) 510-3080,240 SE STEPHENS ST,,MADISON,FL,32340,Madison,LICENSED,ANGELS WITH A DIVINE PURPOSE LLC,6/5/17,MARGARET COLLINS,15,For-Profit,
11966279,10503,8/15/19,11/12/21,Assisted Living Facility,ANI ALF CARE CORP.,5300 SW 104TH AVE,,MIAMI,FL,33165-7027,Miami-Dade,(305) 273-3349,5300 SW 104TH AVE,,MIAMI,FL,33165-7027,Miami-Dade,LICENSED,Ani ALF Care Corp,8/19/19,LUZ MARIA HERNANDEZ,6,For-Profit,
11967186,11242,3/22/21,3/21/23,Assisted Living Facility,ANN'S HOUSE-OAKWOOD,4407 MILLWOOD ROAD,,SPRING HILL,FL,34608,Hernando,(352) 556-5357,4407 MILLWOOD ROAD,,SPRING HILL,FL,34608,Hernando,LICENSED,ANN'S HOUSE INC,12/22/10,ANN-MARIE RIMPLE,15,For-Profit,
11969137,12966,2/13/19,5/13/21,Assisted Living Facility,ANNE ASSISTED LIVING FACILITY INC,1708 SW 11 CT,,FORT LAUDERDALE,FL,33312,Broward,(305) 332-4057,1708 SW 11 CT,,FORT LAUDERDALE,FL,33312,,IN REVIEW,ANNE ASSISTED LIVING FACILITY INC,11/30/16,CLERMELINE RICHARDSON,4,For-Profit,
11968271,12189,5/22/20,5/21/22,Assisted Living Facility,ANNE'S HOME ALF INC,955 TUSKAWILLA RD,,WINTER SPRINGS,FL,32708,Seminole,(407) 699-0150,2667 ALOMA OAKS DR,,OVIEDO,FL,32765,Seminole,LICENSED,ANNES HOME ALF  INC,3/6/12,YURI ANTHONY BARLATIER,5,For-Profit,
11969679,13422,2/24/20,2/23/22,Assisted Living Facility,ANNIE'S ALF,2601 CAMPUS HILL DR,,TAMPA,FL,33612,Hillsborough,(813) 374-2817,13444 CANOPY CREEK DR,,TAMPA,FL,33625,Hillsborough,LICENSED,BOYKINS GROUP LLC,1/24/20,LATONIA BOYKINS,6,For-Profit,
11969195,13015,6/1/19,8/29/21,Assisted Living Facility,ANNIE'S HOUSE,1201 NW 39TH AVE,,GAINESVILLE,FL,32609,Alachua,3525053556,1201 NW 39TH AVE,,GAINESVILLE,FL,32609,Alachua,LICENSED,ROLA PROPERTIES  LLC,3/23/17,EDWIN ROBERTS,14,For-Profit,www.annieshousealf.com
11932651,8184,2/18/19,5/18/21,Assisted Living Facility,ANNIE'S RETIREMENT HOME INC,1650 NE 62ND ST,,FT LAUDERDALE,FL,33334-5140,Broward,(954) 772-6551,1650 NE 62ND ST,,FT LAUDERDALE,FL,33334-5140,Broward,IN REVIEW,ANNIE'S RETIREMENT HOME  INC,2/18/05,ANA MARIA LLAZA,9,For-Profit,
11963946,7902,4/26/21,10/25/21,Assisted Living Facility,ANSLEY PARKE AT OAKBRIDGE LLC,3110 OAKBRIDGE BLVD E,,LAKELAND,FL,33803-5987,Polk,(863) 647-1199,3110 OAKBRIDGE BLVD E,,LAKELAND,FL,33803-5987,Polk,PROVISIONAL,ANSLEY PARKE AT OAKBRIDGE LLC,4/26/21,REBECCA D PATE,110,For-Profit,mainstayseniorliving.com
11969127,12972,2/21/19,5/21/21,Assisted Living Facility,ANTHEM LAKES  LLC,905 ASSISI LN,,ATLANTIC BEACH,FL,32233,Duval,(904) 583-5399,6104 S. GAZEBO PARK PLACE,,ATLANTIC BEACH,FL,32233,Duval,IN REVIEW,ANTHEM LAKES LLC,11/10/16,CHRISTIE JEAN REEVES,117,For-Profit,www.anthemlakes.com
11910484,7210,6/27/19,9/24/21,Assisted Living Facility,ANTHURIUM (THE),1835 12TH STREET  EAST,,LEHIGH ACRES,FL,33972,Lee,(239) 368-1177,PO BOX 639,,LEHIGH ACRES,FL,33970-0639,Lee,LICENSED,ANTHURIUM (THE),4/25/07,THELMA E. WILSON,10,For-Profit,
11910644,7341,6/19/19,9/16/21,Assisted Living Facility,APOLLO GARDENS RETIREMENT RESIDENCE CARE  INC.,2718 JOHNSON ST,,HOLLYWOOD,FL,33020-3824,Broward,(954) 923-5553,2718 JOHNSON ST,,HOLLYWOOD,FL,33020-3824,Broward,LICENSED,APOLLO GARDENS RETIREMENT RESIDENCE CARE  INC.,3/16/05,GRAZYNA UEBERLAUER,57,For-Profit,
11910988,5121,3/21/20,3/20/22,Assisted Living Facility,APOSTOLADO HOME #3  INC,13510 SW 79TH ST,,MIAMI,FL,33183-4105,Miami-Dade,(305) 200-5589,13510 SW 79TH ST,,MIAMI,FL,33183-4105,Miami-Dade,LICENSED,APOSTOLADO HOME #3 INC,3/21/02,AIMAHARA CRUZPRATS,6,For-Profit,
11969502,13299,5/15/19,8/12/21,Assisted Living Facility,APPLE ALF LLC,5200 SW 6TH ST,,PLANTATION,FL,33317,Broward,(954) 203-4361,5200 SW 6TH ST,,PLANTATION,FL,33317,Broward,LICENSED,Apple ALF LLC,2/22/19,CHELLION FED,6,For-Profit,
11969500,13294,5/2/19,7/30/21,Assisted Living Facility,APREA HOME HEALTH INC,840 SW 5ST,,FLORIDA CITY,FL,33034,Miami-Dade,(786) 365-5839,840 SW 5ST,,FLORIDA CITY,FL,33034,Miami-Dade,LICENSED,APREA HOME HEALTH INC,3/11/19,DULCE MARIA APREA,8,For-Profit,
11968685,12551,11/20/20,8/19/21,Assisted Living Facility,ARAVILLA,3251 PROCTOR RD,,SARASOTA,FL,34231,Sarasota,(941) 444-9398,3251 PROCTOR RD,,SARASOTA,FL,34231,Sarasota,PROVISIONAL,SARASOTA ASSISTED LIVING LLC,6/20/14,CAROL COPENHAVER,228,For-Profit,www.aravilla.com
11969835,13583,4/6/21,4/5/23,Assisted Living Facility,ARAVILLA CLEARWATER,3055 UNION ST,,CLEARWATER,FL,33759,Pinellas,(727) 260-2826,3055 UNION ST,,CLEARWATER,FL,33759,Pinellas,LICENSED,1990 N. McMullen Booth Road  LLC,3/1/21,DAWN GRADY,100,For-Profit,
11966506,10700,8/25/19,11/22/21,Assisted Living Facility,ARBOR AT SHELL POINT (THE),8100 ARBOR COURT,,FORT MYERS,FL,33908,Lee,(239) 454-2292,8100 ARBOR COURT,,FORT MYERS,FL,33908,Lee,LICENSED,THE CHRISTIAN AND MISSIONARY ALLIANCE FOUNDATION  INC.,6/20/05,DOUGLAS J POTTS,160,Not-For-Profit,www.shellpoint.org
11964889,9443,8/15/18,11/12/20,Assisted Living Facility,ARBOR COVE ALF OF FLORIDA  INC,305 NORTH HIAWASSEE RD,,ORLANDO,FL,32835,Orange,(407) 294-3762,305 NORTH HIAWASSEE RD,,ORLANDO,FL,32835,Orange,IN REVIEW,ARBOR COVE ALF OF FLORIDA INC,8/15/08,ELIZABETH DUAZO,12,For-Profit,arborcovealf.com
11911741,7793,6/1/20,5/31/22,Assisted Living Facility,ARBOR GLEN AT ARBOR TRACE,1000 ARBOR LAKE DRIVE,,NAPLES,FL,34110,Collier,(239) 598-2929,1000 ARBOR LAKE DRIVE,,NAPLES,FL,34110,Collier,LICENSED,ARBOR POINTE MANAGEMENT  LLC,3/27/20,KEVIN J COONEY,32,For-Profit,
11965667,9996,2/14/19,5/14/21,Assisted Living Facility,ARBOR OAKS AT GREENACRES,3400 JOG RD,,GREENACRES,FL,33467,Palm Beach,(561) 432-4700,3400 JOG RD,,GREENACRES,FL,33467,Palm Beach,IN REVIEW,BKW-GREENACRES ASSET MANAGEMENT COMPANY,5/1/13,KAREN GIBBONS,97,For-Profit,ARBORoaksgreenacres.com
11967788,11751,3/12/20,6/9/22,Assisted Living Facility,ARBOR OAKS AT LAKELAND HILLS,4141 LAKELAND HILLS BLVD,,LAKELAND,FL,33805,Polk,(863) 687-0101,4141 LAKELAND HILLS BLVD,,LAKELAND,FL,33805,Polk,LICENSED,BS-LAKELAND HILLS  INC.,1/21/10,MARY GAUDET,95,For-Profit,ArborOaksLakelandHills.com
11964831,9299,5/8/20,5/7/22,Assisted Living Facility,ARBOR OAKS AT TYRONE,1701 68TH ST N,,ST PETERSBURG,FL,33710-8744,Pinellas,(727) 345-8900,1701 68TH ST N,,SAINT PETERSBURG,FL,33710,Pinellas,LICENSED,BKW HOLDING COMPANY INCORPORATED,5/8/02,KELLY O'SULLIVAN,100,For-Profit,http://arboroaks.net
11968783,12657,4/28/19,7/26/21,Assisted Living Facility,ARBOR TERRACE AT CITRUS PARK,13810 SHELDON RD,,TAMPA,FL,33626,Hillsborough,(813) 333-9996,13810 SHELDON RD,,TAMPA,FL,33626,Hillsborough,LICENSED,CSH TAMPA LESSEE  LLC,4/28/15,TERESA COVELLI,125,For-Profit,www.at-citruspark.com
11932616,49,6/14/19,9/11/21,Assisted Living Facility,ARBOR VILLAGE INC,13107 NORTH 22ND ST,,TAMPA,FL,33612-3815,Hillsborough,(813) 972-3616,13107 NORTH 22ND ST,,TAMPA,FL,33612-3815,Hillsborough,LICENSED,EYEL SANTOS COMPANY,6/14/19,EDWARD SANTOS,26,For-Profit,
11969380,13166,5/7/20,5/6/22,Assisted Living Facility,ARBORS OF GULF BREEZE,50 JOACHIM DR,,GULF BREEZE,FL,32561,Santa Rosa,(850) 934-1018,50 JOACHIM DR,,GULF BREEZE,FL,32561,Santa Rosa,LICENSED,GB SENIOR LIVING OPERATIONS LLC,5/7/18,BARBARA FIKE,98,For-Profit,www.arborsofgulfbreeze.com
11965330,9716,8/1/20,7/31/22,Assisted Living Facility,ARCADIA OAKS ASSISTED LIVING,1013 EAST GIBSON STREET,,ARCADIA,FL,34266,Desoto,(863) 993-9760,1013 EAST GIBSON STREET,,ARCADIA,FL,34266,Desoto,LICENSED,L & S SENIOR CARE  INC.,9/15/99,EVELYN DONATO,65,For-Profit,arcadiaoaks.com
11964817,9326,12/20/19,3/19/22,Assisted Living Facility,ARDEN COURTS (LELY PALMS),6125 RATTLESNAKE HAMMOCK ROAD,,NAPLES,FL,34113,Collier,(239) 417-8511,6125 RATTLESNAKE HAMMOCK ROAD,,NAPLES,FL,34113,Collier,LICENSED,ARDEN COURTS-LELY PALMS OF NAPLES FL  LLC,12/21/07,KENNETH GIPE,56,Not-For-Profit,www.hcr-manorcare.com
11964664,9240,12/20/19,3/19/22,Assisted Living Facility,ARDEN COURTS OF DELRAY BEACH,16150 JOG RD,,DELRAY BEACH,FL,33446-2319,Palm Beach,(561) 498-5552,16150 JOG RD,,DELRAY BEACH,FL,33446-2319,Palm Beach,LICENSED,ARDEN COURTS OF DELRAY BEACH FL  LLC,12/21/07,CHRISTINA LEVINE,56,Not-For-Profit,www.hcr-manorcare.com
11965056,9502,12/20/19,3/19/22,Assisted Living Facility,ARDEN COURTS OF FT MYERS,15950 MCGREGOR BLVD,,FORT MYERS,FL,33908,Lee,(239) 454-1277,15950 MCGREGOR BLVD,,FORT MYERS,FL,33908,Lee,LICENSED,ARDEN COURTS OF FT. MYERS FL  LLC,12/20/07,NATALIA VALDES,56,Not-For-Profit,www.hcr-manorcare.com
11964951,9403,12/20/19,12/19/21,Assisted Living Facility,ARDEN COURTS OF LARGO,300 HIGHLAND AVENUE  NE,,LARGO,FL,33770,Pinellas,(727) 559-8411,300 HIGHLAND AVE NE,,LARGO,FL,33770,Pinellas,LICENSED,ARDEN COURTS OF LARGO FL  LLC,12/21/07,JOEL GAITAN,56,Not-For-Profit,www.hcr-manorcare.com
