Facility ID,License Number,State Facility Type 1 Literal,Facility Name,Address,City,State,Zip Code,County,Phone Number,Licensee,Capacity,Ownership Type,Date Accessed
11967096.0,11230.0,ASSISTED LIVING FACILITY,Daniella'S Home Care Inc,15971 SW 42 TERRACE,Miami,FL,33185,Miami-Dade,(305) 226-9908,DANIELLA'S HOME CARE  INC,6.0,FOR-PROFIT,6/24/21
11968284.0,12212.0,ASSISTED LIVING FACILITY,Daniella'S Life Alf  Llc,1910 W FERN ST,Tampa,FL,33604-6302,Hillsborough,(813) 369-2925,DANIELLA'S LIFE ALF  LLC,6.0,FOR-PROFIT,6/24/21
11965715.0,10055.0,ASSISTED LIVING FACILITY,Davi'S Alf  Inc,14733 SW 113 LANE,Miami,FL,33196,Miami-Dade,(305) 382-3487,DAVI'S ALF  INC,6.0,FOR-PROFIT,6/24/21
11966280.0,10500.0,ASSISTED LIVING FACILITY,Davisito'S Inc,6524 NW 197TH LANE,Hialeah,FL,33015,Miami-Dade,(305) 624-1995,DAVISITO'S INC,6.0,FOR-PROFIT,6/24/21
11968533.0,12445.0,ASSISTED LIVING FACILITY,Davisitos 2 Inc,13701 SW 71ST LN,Miami,FL,33183-2140,Miami-Dade,(305) 388-6879,DAVISITO'S 2  INC.,6.0,FOR-PROFIT,6/24/21
11969378.0,13160.0,ASSISTED LIVING FACILITY,Dayi'S Sunflowers Alf Llc,5739 RIDGESTONE DR,Tampa,FL,33625,Hillsborough,(813) 203-9277,DAYI'S SUNFLOWERS ALF . LLC,6.0,FOR-PROFIT,6/24/21
11964288.0,9140.0,ASSISTED LIVING FACILITY,Daylien'S Living Facility,2920 SW 12TH ST,Miami,FL,33135-4716,Miami-Dade,(305) 541-3007,ARNALDO CASAS,6.0,FOR-PROFIT,6/24/21
11969114.0,12925.0,ASSISTED LIVING FACILITY,Dayspring Senior Living Llc,553600 US HWY 1,Hilliard,FL,32046,Nassau,(904) 845-1940,DAYSPRING SENIOR LIVING LLC,64.0,FOR-PROFIT,6/24/21
11910312.0,5766.0,ASSISTED LIVING FACILITY,Dayspring Village  Inc,554820 US HIGHWAY 1,Hilliard,FL,32046,Nassau,(904) 845-7501,DAYSPRING VILLAGE  INC.,126.0,FOR-PROFIT,6/24/21
11968767.0,12623.0,ASSISTED LIVING FACILITY,De Las Mercedes Alf Corp,7012 N ORLEANS AVE,Tampa,FL,33604,Hillsborough,(813) 785-2894,DE LAS MERCEDES ALF CORP,6.0,FOR-PROFIT,6/24/21
11965825.0,10154.0,ASSISTED LIVING FACILITY,De' Blanca Home #Ii,2520 SW 102 AVENUE,Miami,FL,33165,Miami-Dade,(305) 220-8616,DE BLANCA HOME SERVICES  CORP.,6.0,FOR-PROFIT,6/24/21
11965837.0,10171.0,ASSISTED LIVING FACILITY,De' Blanca Home #Iv,125 SW 103 COURT,Miami,FL,33174,Miami-Dade,(305) 228-0018,DE' BLANCA HOME IV,6.0,FOR-PROFIT,6/24/21
11965692.0,10016.0,ASSISTED LIVING FACILITY,Deborah A Alaniz,10394 CALICO WARBLER AVE,Weeki Wachee,FL,34613-5317,Hernando,(352) 597-9633,DEBORAH A. ALANIZ,6.0,FOR-PROFIT,6/24/21
11968231.0,12172.0,ASSISTED LIVING FACILITY,Debra'S Assisted Living Facility,1314 E LOUISE AVE,Tampa,FL,33603,Hillsborough,(813) 546-4884,DEBRA'S DIVINE CARE  INC,6.0,FOR-PROFIT,6/24/21
11911836.0,4744.0,ASSISTED LIVING FACILITY,Deerfoot Manor Assisted Living Facility,374 DEERFOOT ROAD,Deland,FL,32720,Volusia,(386) 734-3519,A PASCUJO  INC.,12.0,FOR-PROFIT,6/24/21
11942717.0,6007.0,ASSISTED LIVING FACILITY,Deerwood Place,8700 A C SKINNER PARKWAY,Jacksonville,FL,32256,Duval,(904) 642-7300,ISLF DEERWOOD PLACE JACKSONVILLE  LLC,102.0,NOT-FOR-PROFIT,6/24/21
11967008.0,11116.0,ASSISTED LIVING FACILITY,Del Real Home Care Inc,13071 SW 260TH TER,Homestead,FL,33032-8912,Miami-Dade,(305) 257-0041,DEL REAL HOME CARE INC.,6.0,FOR-PROFIT,6/24/21
11968501.0,12410.0,ASSISTED LIVING FACILITY,Del Rio Home Alf Inc,7611 NW 186 STREET,Miami,FL,33015,Miami-Dade,(786) 955-6468,DEL RIO HOME ALF INC,6.0,FOR-PROFIT,6/24/21
11969124.0,12944.0,ASSISTED LIVING FACILITY,Deland Manor Assisted Living,245 S AMELIA AVE,Deland,FL,32724,Volusia,(386) 624-7777,DELAND MANOR ASSISTED LIVING CORP,32.0,FOR-PROFIT,6/24/21
11966798.0,10944.0,ASSISTED LIVING FACILITY,Delma Hicks Assisted Living Facility,4245 NW 73RD WAY,Coral Springs,FL,33065-2156,Broward,(954) 340-1493,DELMA C HICKS,6.0,FOR-PROFIT,6/24/21
11967859.0,11787.0,ASSISTED LIVING FACILITY,Desoto Care - Nocatee,2605 SW BALDWIN STREET,Arcadia,FL,34266,Desoto,(863) 993-0612,IRONHEAD RANCH INC,12.0,FOR-PROFIT,6/24/21
11966947.0,11052.0,ASSISTED LIVING FACILITY,Desoto Care Alf,1711 SW COUNTY RD 760A,Arcadia,FL,34266,Desoto,(863) 494-2552,IRONHEAD RANCH INC,10.0,FOR-PROFIT,6/24/21
11967856.0,11835.0,ASSISTED LIVING FACILITY,Desoto Palms Llc,5601 N HONORE AVENUE,Sarasota,FL,34243,Sarasota,(941) 355-0303,DESOTO PALMS LLC,95.0,FOR-PROFIT,6/24/21
11966260.0,10488.0,ASSISTED LIVING FACILITY,Dh Home Health Services Llc,7080 SW 14 STREET,Miami,FL,33144,Miami-Dade,(786) 286-4810,DH HOME HEALTH SERVICES LLC,6.0,FOR-PROFIT,6/24/21
11968840.0,12748.0,ASSISTED LIVING FACILITY,Diamond Alf  Llc,3339 HWY 17,Green Cove Springs,FL,32043,Clay,(904) 863-3000,DIAMOND ALF LLC,85.0,FOR-PROFIT,6/24/21
11932563.0,8164.0,ASSISTED LIVING FACILITY,Diamond Spring Retirement Home,7873 SUNDOWN DR N,St Petersburg,FL,33709-1253,Pinellas,(727) 688-7122,R.A. TAYLOR INC.,6.0,FOR-PROFIT,6/24/21
11967098.0,11201.0,ASSISTED LIVING FACILITY,Diana Home Care I  Corp,7231 SW 7TH ST,Miami,FL,33144-2718,Miami-Dade,(305) 261-6997,DIANA HOME CARE #1 CORP.,6.0,FOR-PROFIT,6/24/21
11966294.0,10533.0,ASSISTED LIVING FACILITY,Diana Home Care Ii,1725 SW 71 COURT,Miami,FL,33144,Miami-Dade,(305) 498-2369,DIANA HOME CARE #1 CORP.,6.0,FOR-PROFIT,6/24/21
11967711.0,11715.0,ASSISTED LIVING FACILITY,Diaz Home Care Alf Ii  Inc.,12211 SW 268 STREET,Homestead,FL,33032,Miami-Dade,(786) 377-3211,DIAZ HOME CARE ALF II  INC.,6.0,FOR-PROFIT,6/24/21
11966915.0,11119.0,ASSISTED LIVING FACILITY,Diaz Home Care Alf  Inc,13481 SW 268TH TER,Homestead,FL,33032-7649,Miami-Dade,(305) 824-6021,DIAZ HOME CARE ALF  INC,6.0,FOR-PROFIT,6/24/21
11967411.0,11460.0,ASSISTED LIVING FACILITY,Dios Da El Mana Corp,9980 SW 1 STREET,Miami,FL,33174,Miami-Dade,(305) 227-0753,DIOS DA EL MANA CORP,6.0,FOR-PROFIT,6/24/21
11963861.0,8726.0,ASSISTED LIVING FACILITY,Discovery Commons At Bradenton,2614 43RD ST W,Bradenton,FL,34209-6212,Manatee,(941) 798-3727,BRADENTON SENIOR HOUSING I OPCO LLC,40.0,FOR-PROFIT,6/24/21
11965357.0,9811.0,ASSISTED LIVING FACILITY,Discovery Village At Boynton Beach Al,4733 NW 7TH CT,Boynton Beach,FL,33426-9373,Palm Beach,(561) 586-2989,BOYNTON BEACH OPCO LLC,93.0,FOR-PROFIT,6/24/21
11969507.0,13295.0,ASSISTED LIVING FACILITY,Discovery Village At Deerwood,10520 VALIDUS DR,Jacksonville,FL,32256,Duval,(904) 800-7001,DSL TENANT II LLC,172.0,FOR-PROFIT,6/24/21
11968235.0,12122.0,ASSISTED LIVING FACILITY,Discovery Village At Melbourne,3260 N HARBOR CITY BLVD,Melbourne,FL,32935,Brevard,(321) 600-4747,HCP DSL MELBOURNE FL OPCO LLC,203.0,FOR-PROFIT,6/24/21
11968845.0,12700.0,ASSISTED LIVING FACILITY,Discovery Village At Naples,8417 SIERRA MEADOWS BLVD,Naples,FL,34113,Collier,(239) 207-3277,HCP DSL NAPLES FL OPCO LLC,150.0,FOR-PROFIT,6/24/21
11969052.0,12883.0,ASSISTED LIVING FACILITY,Discovery Village At Palm Beach Gardens,100 DISCOVERY WAY,Palm Beach Gardens,FL,33418,Palm Beach,(561) 619-9021,HCP DSL PALM BEACH GARDENS FL OPCO LLC C/O HCP INC,138.0,FOR-PROFIT,6/24/21
11968971.0,12798.0,ASSISTED LIVING FACILITY,Discovery Village At Sarasota Bay,1414 W 69TH AVE,Bradenton,FL,34207,Manatee,(941) 580-6801,HCP DSL BRADENTON FL OPCO  LLC,150.0,FOR-PROFIT,6/24/21
11969496.0,13286.0,ASSISTED LIVING FACILITY,Discovery Village At Stuart,2625 SE COVE RD,Stuart,FL,34997,Martin,(772) 266-2500,DSL TENANT II LLC,135.0,FOR-PROFIT,6/24/21
11969190.0,12993.0,ASSISTED LIVING FACILITY,Discovery Village At Tampa Palms,17470 BROOKSIDE TRACE CT,Tampa,FL,33647,Hillsborough,(813) 605-2400,HCP DSL TAMPA FL OPCO LLC,120.0,FOR-PROFIT,6/24/21
11968545.0,12420.0,ASSISTED LIVING FACILITY,Discovery Village At The Forum,2619 FORUM BLVD,Fort Myers,FL,33905,Lee,(239) 989-0450,HCP DSL FORT MYERS FL OPCO LLC,150.0,FOR-PROFIT,6/24/21
11969503.0,13328.0,ASSISTED LIVING FACILITY,Discovery Village At Westchase,11330 COUNTRYWAY BOULEVARD,Tampa,FL,33626,Hillsborough,(813) 670-3272,WESTCHASE FL SENIOR HOUSING OPCO LLC,110.0,FOR-PROFIT,6/24/21
11967998.0,11951.0,ASSISTED LIVING FACILITY,Diversity Me,3225 N MYRTLE AVE,Jacksonville,FL,32209,Duval,(904) 355-6819,TIKI STAFFORD,16.0,FOR-PROFIT,6/24/21
11969324.0,13144.0,ASSISTED LIVING FACILITY,Divine Assisted Living Facility,533 E CITRUS ST,Altamonte Springs,FL,32701,Seminole,(407) 777-6035,DIVINE ASSISTED LIVING FACILITY INC,6.0,FOR-PROFIT,6/24/21
11969741.0,13521.0,ASSISTED LIVING FACILITY,Divine Manor Assisted Living Facility Inc,1694 NEPTUNE RD,Kissimmee,FL,34744,Osceola,(301) 651-4037,DIVINE ASSISTED LIVING FACILITY INC,6.0,FOR-PROFIT,6/24/21
11953352.0,8502.0,ASSISTED LIVING FACILITY,Dixie Oak Manor,6410 OLD DIXIE HWY,Vero Beach,FL,32967-5909,Indian River,(772) 564-9393,INTEGRITY - DIXIE OAK MANOR  LLC,29.0,FOR-PROFIT,6/24/21
11967632.0,11672.0,ASSISTED LIVING FACILITY,Dlm Home Care Services Alf,8416 BARRETT PLACE,Tampa,FL,33617,Hillsborough,(813) 443-5121,DLM HOME CARE SERVICES LLC,6.0,FOR-PROFIT,6/24/21
11969531.0,13344.0,ASSISTED LIVING FACILITY,Donnas Assisted Living Facility,149 HAGERSTOWN ST SW,Palm Bay,FL,32908,Brevard,(321) 505-1770,DONNA STEWART,5.0,FOR-PROFIT,6/24/21
11968036.0,12075.0,ASSISTED LIVING FACILITY,Dora Assisted Living Facility Inc,7009 JEAN CT,Tampa,FL,33634,Hillsborough,(813) 415-2768,DORA ASSISTED LIVING FACILITY INC,6.0,FOR-PROFIT,6/24/21
11966538.0,10723.0,ASSISTED LIVING FACILITY,Dora Home Care Inc,260 EAST 61 STREET,Hialeah,FL,33013,Miami-Dade,(305) 822-2628,DORA HOME CARE INC.,6.0,FOR-PROFIT,6/24/21
11969524.0,13306.0,ASSISTED LIVING FACILITY,Doralus Homecare,1441 13TH ST,Clermont,FL,34711,Lake,(321) 888-3535,DORALUS HOMECARE LLC,6.0,FOR-PROFIT,6/24/21
11964237.0,8933.0,ASSISTED LIVING FACILITY,Dorcas House,2601 13TH AVE W,Bradenton,FL,34205-4030,Manatee,(941) 749-0780,BARANN  INC.,16.0,FOR-PROFIT,6/24/21
11966448.0,10682.0,ASSISTED LIVING FACILITY,Dornoch Place Del Prado,2728 SE 16 PLACE,Cape Coral,FL,33904,Lee,(239) 573-7598,INTEGRATED - 1,26.0,FOR-PROFIT,6/24/21
11969154.0,12994.0,ASSISTED LIVING FACILITY,Dorothy Cares Alf  Llc,11626 TROPICAL ISLE LN,Riverview,FL,33579,Hillsborough,(813) 862-8871,DOROTHY CARES ALF  LLC,6.0,FOR-PROFIT,6/24/21
11969253.0,13055.0,ASSISTED LIVING FACILITY,Dorothy Cares Ii Alf,10427 CRESTFIELD DR,Riverview,FL,33569,Hillsborough,(813) 862-8871,DOROTHY CARES ALF  LLC,6.0,FOR-PROFIT,6/24/21
11911093.0,7558.0,ASSISTED LIVING FACILITY,Douglas Assisted Living Facility,769 NE GURLEY AVE,Lake City,FL,32055-2453,Columbia,(386) 755-3304,MARY A CARTER,15.0,FOR-PROFIT,6/24/21
11969597.0,13372.0,ASSISTED LIVING FACILITY,Dove Quality Care Llc,12255 NW MIAMI COURT,Miami,FL,33168,Miami-Dade,(786) 709-6840,DOVE QUALITY CARE LLC,6.0,FOR-PROFIT,6/24/21
11967171.0,11217.0,ASSISTED LIVING FACILITY,Dp & B Enterprise Inc,14290 SABAL DR,Miami Lakes,FL,33014-2539,Miami-Dade,(305) 512-1073,DP & B ENTERPRISE INC,6.0,FOR-PROFIT,6/24/21
11966350.0,10574.0,ASSISTED LIVING FACILITY,Dr Phillips Assisted Living Facility  Inc,5412 PALM LAKE CIRCLE,Orlando,FL,32819,Orange,(407) 352-7370,DR PHILLIPS ASSISTED LIVING FACILITY INC,6.0,FOR-PROFIT,6/24/21
11969129.0,13216.0,ASSISTED LIVING FACILITY,Dr Phillips Residential Living Inc Ii,5757 CEDAR PINES DR,Orlando,FL,32819,Orange,(407) 451-9929,DR PHILLIPS RESIDENTIAL LIVING  INC,6.0,FOR-PROFIT,6/24/21
11968067.0,12040.0,ASSISTED LIVING FACILITY,Dream Lake,302 N PARK AVE,Apopka,FL,32703,Orange,(407) 814-2273,PARK TRAIL PLACE  LLC,10.0,FOR-PROFIT,6/24/21
11910165.0,7122.0,ASSISTED LIVING FACILITY,Duey'S Place,6285 71ST ST NO,Pinellas Park,FL,33781,Pinellas,(727) 545-0638,NAKOS  INC.,6.0,FOR-PROFIT,6/24/21
11966342.0,10570.0,ASSISTED LIVING FACILITY,Dulce Esperanza Home  Inc,1679 SW 14 TERRACE,Miami,FL,33145,Miami-Dade,(305) 285-6847,DULCE ESPERRANZA HOME INC,6.0,FOR-PROFIT,6/24/21
11964534.0,9297.0,ASSISTED LIVING FACILITY,Dulce Hogar,120 NW 26TH AVE,Miami,FL,33125-5108,Miami-Dade,(305) 631-8872,LOVED ONE'S HAVEN INC.,14.0,FOR-PROFIT,6/24/21
11967861.0,11847.0,ASSISTED LIVING FACILITY,Dulce Home Alf Corp,4001 SW 102ND CT,Miami,FL,33165-4942,Miami-Dade,(305) 228-8686,DULCE HOME ALF  CORP.,6.0,FOR-PROFIT,6/24/21
11967072.0,11169.0,ASSISTED LIVING FACILITY,Duran Home Care Corp.,26775 SW 129TH AVE,Homestead,FL,33032-6943,Miami-Dade,(786) 339-9658,DURAN HOME CARE  CORP,4.0,FOR-PROFIT,6/24/21
11943031.0,6680.0,ASSISTED LIVING FACILITY,Durant Home Llc,6929 DURANT ROAD,Plant City,FL,33567,Hillsborough,(813) 737-1736,DURANT HOME LLC,20.0,FOR-PROFIT,6/24/21
11965865.0,10185.0,ASSISTED LIVING FACILITY,E & A Paradise Home Inc,5925 SW 117 AVENUE,Miami,FL,33183,Miami-Dade,(305) 761-2194,E & A PARADISE HOME INC,6.0,FOR-PROFIT,6/24/21
11953623.0,8594.0,ASSISTED LIVING FACILITY,Eagles,6928 122ND DR,Largo,FL,33773,Pinellas,(727) 539-0388,LEGER GROUP INC,6.0,FOR-PROFIT,6/24/21
11968257.0,13327.0,ASSISTED LIVING FACILITY,Eagles Eye Comfort Care Miramar Llc,6308 SW 27TH STREET #1,Miramar,FL,33023,Broward,(954) 232-1389,EAGLE'S EYE COMFORT CARE MIRAMAR LLC,10.0,FOR-PROFIT,6/24/21
11969249.0,13054.0,ASSISTED LIVING FACILITY,Eagles Eyes Comfort Care Llc,8620 NW 3RD ST,Pembroke Pines,FL,33024,Broward,(954) 232-1389,EAGLES EYE COMFORT CARE LLC,6.0,FOR-PROFIT,6/24/21
11965104.0,9518.0,ASSISTED LIVING FACILITY,East Gables Retirement Center,3590-92 SW 16TH ST,Miami,FL,33145-1036,Miami-Dade,(305) 443-1985,CARR & ASSOCIATES  INC.,14.0,FOR-PROFIT,6/24/21
11965361.0,9773.0,ASSISTED LIVING FACILITY,East Lake Manor  Inc,722 E LAKE RD S,Tarpon Spgs,FL,34688-7347,Pinellas,(727) 934-4791,EAST LAKE MANOR  INC.,30.0,FOR-PROFIT,6/24/21
11968935.0,12771.0,ASSISTED LIVING FACILITY,East Ridge Retirement Village  Inc,19225 SW 87TH AVE,Miami,FL,33157,Miami-Dade,(305) 238-2623,EAST RIDGE RETIREMENT VILLAGE INC.,121.0,NOT-FOR-PROFIT,6/24/21
11922279.0,5355.0,ASSISTED LIVING FACILITY,Eastbrooke Gardens,201 SUNSET DRIVE,Casselberry,FL,32707,Seminole,(407) 699-5002,GARDENS OF EASTBROOKE LLC,78.0,FOR-PROFIT,6/24/21
11968060.0,12023.0,ASSISTED LIVING FACILITY,Eastside Active Living,1600 TAFT ST,Hollywood,FL,33020,Broward,(954) 362-3487,EASTSIDE ACTIVE LIVING  LLC,90.0,FOR-PROFIT,6/24/21
11942918.0,5425.0,ASSISTED LIVING FACILITY,Eastside Care Alf,152 SE DEFENDER DR,Lake City,FL,32025-4990,Columbia,(386) 755-4487,HENDRIX  SMITH & KIRBY  LLC,45.0,FOR-PROFIT,6/24/21
11969282.0,13095.0,ASSISTED LIVING FACILITY,Ebenezer Alf Llc  The,348 ROCKLAND ST,Lehigh Acres,FL,33972,Lee,(239) 728-2754,THE EBENEZER ALF LLC ,10.0,FOR-PROFIT,6/24/21
11968102.0,12048.0,ASSISTED LIVING FACILITY,Ebenezer Family Home Ii  Inc,1024 SW 11TH ST,Miami,FL,33129-1817,Miami-Dade,(305) 857-9425,EBENEZER FAMILY HOME II,6.0,FOR-PROFIT,6/24/21
11967543.0,11622.0,ASSISTED LIVING FACILITY,Ebenezer Family Home Iii Llc,18309 SW 114TH CT,Miami,FL,33157-4989,Miami-Dade,(305) 256-9902,EBENEZER FAMILY HOME III LLC,6.0,FOR-PROFIT,6/24/21
11953232.0,8519.0,ASSISTED LIVING FACILITY,Ebenezer Family Home Inc,6690 WEST 14 AVENUE,Hialeah,FL,33012,Miami-Dade,(305) 822-8223,EBENEZER FAMILY HOME INC,6.0,FOR-PROFIT,6/24/21
11966783.0,10928.0,ASSISTED LIVING FACILITY,Edad De Oro Senior Care Inc,17891 SW 152 COURT,Miami,FL,33187,Miami-Dade,(786) 250-0024,EDAD DE ORO SENIOR CARE  INC,6.0,FOR-PROFIT,6/24/21
11965722.0,10077.0,ASSISTED LIVING FACILITY,Edem Home Care  Inc.,4783 NW 195TH ST,Miami Gardens,FL,33055-2048,Miami-Dade,(305) 622-4136,EDEM HOME CARE  INC.,6.0,FOR-PROFIT,6/24/21
11969582.0,13342.0,ASSISTED LIVING FACILITY,Eden At Crestview,575 W REDSTONE AVE,Crestview,FL,32536,Okaloosa,(850) 634-6000,SENIOR CARE INVESTMENTS LLC,70.0,FOR-PROFIT,6/24/21
11966197.0,10439.0,ASSISTED LIVING FACILITY,Eden Manor,5047 CLARCONA OCOEE ROAD,Orlando,FL,32810,Orange,(407) 291-7466,EDEN MANOR  INC.,6.0,FOR-PROFIT,6/24/21
11969081.0,13347.0,ASSISTED LIVING FACILITY,Eden Paradise Assisted Living Llc,6 NW 35TH AVE,Cape Coral,FL,33993,Lee,(239) 645-5003,EDEN PARADISE ASSISTED LIVING LLC,6.0,FOR-PROFIT,6/24/21
11968558.0,12428.0,ASSISTED LIVING FACILITY,Eden'S Garden Assisted Living Facility  Llc,1598 GILES ST NW,Palm Bay,FL,32907,Brevard,(321) 499-3522,EDEN'S GARDEN ASSISTED LIVING FACILITY  LLC,6.0,FOR-PROFIT,6/24/21
11969246.0,13059.0,ASSISTED LIVING FACILITY,Edwinola  The,14235 EDWINOLA WAY,Dade City,FL,33523-3763,Pasco,(352) 567-6500,DADE CITY  FL OPCO  LLC,184.0,FOR-PROFIT,6/24/21
11966087.0,10353.0,ASSISTED LIVING FACILITY,Eilaz Home Inc,12300 SW 31ST ST,Miami,FL,33175-2235,Miami-Dade,(305) 227-7261,EILAZ HOME INC,6.0,FOR-PROFIT,6/24/21
11967825.0,11773.0,ASSISTED LIVING FACILITY,Ej'S Place Inc,5210 WITBY AVENUE,Jacksonville,FL,32210,Duval,(904) 317-8961,EJ'S PLACE  INC.,5.0,FOR-PROFIT,6/24/21
11966744.0,10878.0,ASSISTED LIVING FACILITY,Ej'S Place  Inc,5045 DONCASTER AVENUE,Jacksonville,FL,32208,Duval,(904) 766-3700,EJ'S PLACE  INC.,6.0,FOR-PROFIT,6/24/21
11969523.0,13302.0,ASSISTED LIVING FACILITY,El Cochero Alf Corp,3012 ROBSON ST,Tampa,FL,33614,Hillsborough,(813) 512-6012,,6.0,FOR-PROFIT,6/24/21
11968281.0,12202.0,ASSISTED LIVING FACILITY,El Eden Corp,10460 NW 129 STREET,Hialeah Gardens,FL,33018,Miami-Dade,(786) 488-2651,EL EDEN CORP,8.0,FOR-PROFIT,6/24/21
11969064.0,12904.0,ASSISTED LIVING FACILITY,El Nino De Atocha #33 Inc,15355 SW 171 ST,Miami,FL,33187,Miami-Dade,(305) 469-5464,EL NINO DE ATOCHA #33  INC,6.0,FOR-PROFIT,6/24/21
11969113.0,12938.0,ASSISTED LIVING FACILITY,El Oasis Adult Care,2307 W ST JOSEPH ST,Tampa,FL,33607,Hillsborough,(813) 554-2065,EL OASIS ASSISTED LIVING FACILITY INC.,6.0,FOR-PROFIT,6/24/21
11968621.0,12483.0,ASSISTED LIVING FACILITY,El Oasis Alf Ii Inc,2806 W KIRBY ST,Tampa,FL,33614,Hillsborough,(813) 252-6112,EL OASIS ALF II INC,6.0,FOR-PROFIT,6/24/21
11968708.0,12584.0,ASSISTED LIVING FACILITY,El Oasis Alf Iii Inc,8250 MALVERN CIR,Tampa,FL,33634,Hillsborough,(813) 243-4035,EL OASIS ALF III INC,6.0,FOR-PROFIT,6/24/21
11968064.0,12074.0,ASSISTED LIVING FACILITY,El Oasis Alf Inc,6612 NORTH HALE AVENUE,Tampa,FL,33614,Hillsborough,(813) 402-2127,EL OASIS ASSISTED LIVING FACILITY INC.,6.0,FOR-PROFIT,6/24/21
11943164.0,8006.0,ASSISTED LIVING FACILITY,El Paraiso Home  Inc.,1540 SW 7TH ST,Miami,FL,33135-3706,Miami-Dade,(305) 649-0490,EL PARAISO HOME INC,14.0,FOR-PROFIT,6/24/21
11968147.0,12081.0,ASSISTED LIVING FACILITY,El Pinar Assisted Living Facility Inc,3082 EGREMONT DR,West Palm Beach,FL,33406-5025,Palm Beach,(561) 968-7444,EL PINAR ASSISTED LIVING FACILITY  INC,14.0,FOR-PROFIT,6/24/21
11968292.0,12236.0,ASSISTED LIVING FACILITY,El Renacer De Ana  Inc,5900 NW 7 STREET,Miami,FL,33126,Miami-Dade,(305) 261-9090,EL RENACER DE ANA  INC,6.0,FOR-PROFIT,6/24/21
11969517.0,13345.0,ASSISTED LIVING FACILITY,El Renacer De Dona Corp,8852 SW 25TH STREET,Miami,FL,33165,Miami-Dade,(786) 703-8774,EL RENACER DE DONA CORP,2.0,FOR-PROFIT,6/24/21
11968338.0,12278.0,ASSISTED LIVING FACILITY,El Roble Assisted Living Facility Inc,932 SE 3 ST,Belle Glade,FL,33430,Palm Beach,(561) 992-5782,EL ROBLE ASSISTED LIVING FACILITY INC,8.0,FOR-PROFIT,6/24/21
11969510.0,13316.0,ASSISTED LIVING FACILITY,Elan Manatee,7375 STONE RIVER RD,Bradenton,FL,34203,Manatee,(941) 213-5555,TSL MANATEE OPCO LLC,95.0,FOR-PROFIT,6/24/21
11911145.0,6077.0,ASSISTED LIVING FACILITY,Elderly Living Center Of Holly Hill  Inc.,810 OLEANDER AVE,Holly Hill,FL,32117,Volusia,(386) 255-8690,ELDERLY LIVING CENTER OF HOLLY HILL INC,15.0,FOR-PROFIT,6/24/21
11969267.0,13258.0,ASSISTED LIVING FACILITY,Elderly R Us Llc,2980 NW 84 TERR,Miami,FL,33147,Miami-Dade,(786) 953-7409,ELDERLY R US  LLC,6.0,FOR-PROFIT,6/24/21
11969025.0,12840.0,ASSISTED LIVING FACILITY,Elders Of Mount Dora Llc,6767 ROUND LAKE RD,Mount Dora,FL,32757,Orange,(352) 434-7178,ELDERS OF MOUNT DORA LLC,11.0,FOR-PROFIT,6/24/21
11967347.0,11426.0,ASSISTED LIVING FACILITY,Elena Palace Corp,4012 SW 154 COURT,Miami,FL,34185,Miami-Dade,(305) 301-4325,ELENA PALACE CORP,6.0,FOR-PROFIT,6/24/21
11969032.0,12877.0,ASSISTED LIVING FACILITY,Elena'S Home Corp,4680 SW 154TH PLACE,Miami,FL,33185,Miami-Dade,(305) 603-9169,ELENA'S HOME CORP.,6.0,FOR-PROFIT,6/24/21
11965488.0,9859.0,ASSISTED LIVING FACILITY,Elia'S Home Care #3 Inc,4229 SW 157TH CT,Miami,FL,33185-3800,Miami-Dade,(305) 240-5762,ELIA'S HOME CARE #3,6.0,FOR-PROFIT,6/24/21
11966930.0,11061.0,ASSISTED LIVING FACILITY,Elia'S Home Care Inc,5600 SW 7TH ST,Coral Gables,FL,33134-1064,Miami-Dade,(305) 261-4685,ELIA'S HOME CARE  INC,6.0,FOR-PROFIT,6/24/21
11968363.0,12251.0,ASSISTED LIVING FACILITY,Elite Elderly Care Llc,15009 LAKE AZURE DR,Orlando,FL,32824,Orange,4074768536,ELITE ELDERLY CARE  LLC,6.0,FOR-PROFIT,6/24/21
11969649.0,13423.0,ASSISTED LIVING FACILITY,Elite Garden Rockledge Llc,821 GEORGIA AVE,Rockledge,FL,32955,Brevard,(407) 575-8652,ELITE GARDEN ROCKLEDGE LLC,6.0,FOR-PROFIT,6/24/21
11968268.0,12178.0,ASSISTED LIVING FACILITY,Elite Garden  Llc,4319 NEPTUNE RD,Saint Cloud,FL,34769,Osceola,(407) 498-0998,ELITE GARDEN  LLC.,16.0,FOR-PROFIT,6/24/21
11968537.0,12424.0,ASSISTED LIVING FACILITY,Elite Manor - Kissimmee,4034 SUNNY DAY WAY,Kissimmee,FL,34744,Osceola,(407) 483-7657,ELITE MANOR-KISSIMMEE LLC,6.0,FOR-PROFIT,6/24/21
11968216.0,12187.0,ASSISTED LIVING FACILITY,Ella'S Place Assisted Living Inc,313 DOLPHIN WAY,Kissimmee,FL,34759,Polk,(863) 496-0546,ELLA'S PLACE ASSISTED LIVING  INC.,4.0,FOR-PROFIT,6/24/21
11963725.0,7200.0,ASSISTED LIVING FACILITY,Elmcroft Of Bella Vita,1420 EAST VENICE AVENUE,Venice,FL,34292,Sarasota,(941) 485-1196,BISHOP VENICE LESSEE LLC,130.0,FOR-PROFIT,6/24/21
