Facility ID,Facility Name,Street,City,State,Zip Code,Phone Number,County,Contact Last Name,Contact First Name,Corporate Name,Licensee Last Name,Licensee First Name,Mailing Contact Last Name,Mailing Contact First Name,Mailing Street,Mailing City,Mailing State,Mailing Zip Code,Licensee Phone Number,Class,Gender,Capacity,Low Rate,High Rate,Date Probationary Issued,Date Regular Issued,Region,Public Funding,HCBS Compliant
15687,PRIMROSE RETIREMENT COMMUNITY OF WAUSAU,2100 TOWNLINE ROAD,WAUSAU,WI,54403,(715) 842-1818,MARATHON,POPLAWSKI,GEOFF,"TSMM MANAGEMENT, LLC",THARES,JAMES,MCNEARY,MARK,PO BOX 1359,ABERDEEN,SD,54403-1359,(605) 266-3000,REGISTERED,,68,2905,3505,,1-Jul-15,NORTHWESTERN REGION,,
10394,RIVERVIEW TERRACE,540 EAST THOMAS STREET,WAUSAU,WI,54403-,(715) 261-6687,MARATHON,NOEL,BETTY,COMMUNITY DEVELOPMENT AUTHORITY,,,NOEL,BETTY,550 EAST THOMAS STREET,WAUSAU,WI,54403-,(715) 261-6687,CERTIFIED,B,36,605,605,,1-Sep-03,NORTHWESTERN REGION,,X
10384,TERRACE COURT ASSISTED LIVING,3402 TERRACE COURT,WAUSAU,WI,54401-,(715) 843-5230,MARATHON,MUSOMBWA,HEIDI,AMERICOR MANAGEMENT SERVICES LLC,,,MUSOMBWA,,3402 TERRACE COURT,WAUSAU,WI,54401-,(262) 255-3606,REGISTERED,,10,1745,1945,,14-Mar-97,NORTHWESTERN REGION,,
13025,RENAISSANCE WESTON,4602 BARBICAN AVENUE,WESTON,WI,54476-,(715) 355-5858,MARATHON,KUKLINKSI,CAROL,RENNES ASSISTED LIVING,KUKLINKSI,CAROL,KUKLINSKI,CAROL,4602 BARBICAN AVENUE,WESTON,WI,54476-,(715) 582-2200,CERTIFIED,B,80,2300,4500,,3-Nov-09,NORTHWESTERN REGION,,X
14498,RENAISSANCE MARINETTE,2909 SHORE DR,MARINETTE,WI,54143-,(715) 735-2100,MARINETTE,NAST,DEANNA,RENNES ASSISTED LIVING INC,RENNES,TIMOTHY,NAST,DEANNA,2909 SHORE DR,MARINETTE,WI,54143-,(715) 582-2200,CERTIFIED,B,55,2925,4000,,20-Mar-13,NORTHEASTERN REGION,X,X
13717,WASHINGTON SQUARE,2502 TAYLOR ST,MARINETTE,WI,54143-,(715) 732-2550,MARINETTE,GENISOT,STEVE,WASHINGTON SQUARE LLC,GENISOT,STEVE,GENISOT,STEVE,2502 TAYLOR ST,MARINETTE,WI,54143-,(715) 732-2550,CERTIFIED,B,16,3000,5000,,7-Jul-11,NORTHEASTERN REGION,X,X
17168,APARTMENTS AT ELIZABETH RESIDENCE (THE),9279 N PORT WASHINGTON RD,BAYSIDE,WI,53217,(414) 351-1213,MILWAUKEE,SULLIVAN,PETRA,RJJG LLC ELIZABETH RESIDENCE BAYSIDE,COURY,MARK,SULLIVAN,PETRA,9279 N PORT WASHINGTON RD,BAYSIDE,WI,53217,(414) 403-7475,CERTIFIED,B,40,3250,4250,,22-Jun-18,SOUTHEASTERN REGION,X,
13351,DEERWOOD CROSSING SENIOR RESIDENCE,4195 W BRADLEY RD,BROWN DEER,WI,53209-,(414) 354-4700,MILWAUKEE,FLEISCHMAN,DANIEL,JFS HOUSING INC,,,FLEISCHMAN,DANIEL,4195 W BRADLEY RD,BROWN DEER,WI,53209-,(414) 354-4700,CERTIFIED,B,66,352,1020,,23-Aug-10,SOUTHEASTERN REGION,X,X
16216,NEW PERSPECTIVE NORTH SHORE,8875 N 60TH ST,BROWN DEER,WI,53223,(262) 613-2836,MILWAUKEE,ZIEGELBAUER,ASHLEY,BEAVER CREEK OPS LLC,NOVACZYK,RYAN,MASSOPUST,ALEX,"5900 CLEARWATER DR, STE 500",MINNETONKA,MN,55343,(612) 840-3924,CERTIFIED,B,95,2680,4778,,19-Jul-16,SOUTHEASTERN REGION,,
18067,NEW PERSPECTIVE FRANKLIN,7220 SOUTH BALLPARK DRIVE,FRANKLIN,WI,53132,(414) 263-9800,MILWAUKEE,WILSOM,JASON,FRANKLIN OPS LLC,NOVACZYK,RYAN,ENGLE,PAM,5900 CLEARWATER DRIVE STE 500,MINNETONKA,MN,55343,(952) 241-8211,CERTIFIED,B,103,2950,5175,,17-Jul-20,SOUTHEASTERN REGION,,X
10326,LAUREL OAKS,1700 W BENDER RD,GLENDALE,WI,53209-,(414) 351-0505,MILWAUKEE,ANDERSON,BETH,LAUREL OAKS V LLC,WEISS,KEVIN,ANDERSON,BETH,1805 KENSINGTON DR,WAUKESHA,WI,53209-,(262) 548-5965,CERTIFIED,,71,4140,6805,,1-Oct-01,SOUTHEASTERN REGION,,X
17797,HARBOUR VILLAGE,5700 MOCKINGBIRD LN,GREENDALE,WI,53129,(414) 421-9600,MILWAUKEE,BARTH,DEBRA,LCS GREENDALE LLC,SHAW,GELYNNA,BARTH,DEBRA,5700 MOCKINGBIRD LN,GREENDALE,WI,53129,(615) 394-2187,REGISTERED,B,40,1626,6684,,1-Oct-19,SOUTHEASTERN REGION,,
10314,CLEMENT MANOR RETIREMENT COMMUNITY,9339 W HOWARD AVE,GREENFIELD,WI,53228-,(414) 321-1800,MILWAUKEE,FERGER,DENNIS,VILLA CLEMENT INC,,,FERGER,DENNIS,9339 W HOWARD AVE,GREENFIELD,WI,53228-,(414) 321-1800,REGISTERED,,99,1996,2728,,1-Jul-97,SOUTHEASTERN REGION,,
18347,HICKORY PARK,3933 SOUTH PRAIRIE HILL LANE,GREENFIELD,WI,53228,(414) 327-2800,MILWAUKEE,MARTENSON,MITCHELL,ENCORE WISCONSIN LLC,OSTROM,THOMAS,OSTROM,THOMAS,101 N WACKER DRIVE STE 616,CHICAGO,IL,60606,(312) 623-0884,CERTIFIED,B,56,2000,7000,,15-Feb-21,SOUTHEASTERN REGION,,
10327,LAYTON TERRACE V LLC,9200 W LAYTON AVE,GREENFIELD,WI,53228-,(414) 425-5600,MILWAUKEE,OLSON,TANYA,LAYTON TERRACE V LLC,WEISS,KEVIN,ANDERSON,BETH,1805 KENSINGTON DR,WAUKESHA,WI,53228-,(262) 548-5965,CERTIFIED,,55,3535,4255,,1-Jul-99,SOUTHEASTERN REGION,,X
12864,LEXINGTON HERITAGE HERITAGE ASSISTED LIVING,5020 S 107TH ST,GREENFIELD,WI,53228-,(414) 425-9551,MILWAUKEE,ROTH-BOTTONI,TAMMY,MSP REAL ESTATE INC,REED,CINDY,ROTH-BOTTONI,TAMMY,7901 W NATIONAL AVE,WEST ALLIS,WI,53228-,(952) 351-4540,CERTIFIED,B,20,3500,6500,,16-Oct-09,SOUTHEASTERN REGION,X,X
10542,FOREST RIDGE LLC,11077 W FOREST HOME AVE,HALES CORNERS,WI,53130-,(414) 425-1148,MILWAUKEE,MUTTER,ELLEN,FOREST RIDGE LLC,,,ADE,JENNIFER,5300 S 108TH ST SUITE 1,HALES CORNERS,WI,53130-,(414) 529-3900,REGISTERED,B,24,890,990,,9-Mar-04,SOUTHEASTERN REGION,,
10308,BRADFORD TERRACE,2429 E BRADFORD AVE,MILWAUKEE,WI,53211-,(414) 963-8471,MILWAUKEE,GOZDOWIAK,MARGE,MILWAUKEE PROTESTANT HOME FOR THE AGED INC,,,GOZDOWIAK,MARGE,2505 E BRADFORD AVE,MILWAUKEE,WI,53211-,(414) 332-8610,REGISTERED,,36,1000,1855,,25-Mar-97,SOUTHEASTERN REGION,,
10313,CHAI POINT,1400 N PROSPECT AVE,MILWAUKEE,WI,53202-,(414) 289-9600,MILWAUKEE,TRISH,COHN,PROSPECT CONGREGATE HOUSING INC,,,COHN,TRISH,1400 N PROSPECT AVE,MILWAUKEE,WI,53202-,(414) 289-9600,CERTIFIED,,41,3689,6616,,1-Oct-02,SOUTHEASTERN REGION,X,
14593,MARIA LINDEN 72 LLC,2735 W GREENFIELD AVE,MILWAUKEE,WI,53215-,(414) 645-0434,MILWAUKEE,RAWLINS,TINA,SCHOOL SISTERS OF ST FRANCIS INC,RAWLINS,TINA,RAWLINS,TINA,2735 W GREENFIELD AVE,MILWAUKEE,WI,53215-,(414) 645-0434,CERTIFIED,B,36,1342,3452,,2-Aug-13,SOUTHEASTERN REGION,,X
14038,MILWAUKEE CATHOLIC HOME,2462 N PROSPECT AVE,MILWAUKEE,WI,53211,(414) 220-3237,MILWAUKEE,BAGLEMAN,BETH,MILWAUKEE CATHOLIC HOME INC,,,ANDERSON,BONNIE,2462 N PROSPECT AVE,MILWAUKEE,WI,53211,,REGISTERED,B,118,1140,5570,,29-Feb-12,SOUTHEASTERN REGION,,
17234,POLONAISE (THE),1500 W SONATA DR,MILWAUKEE,WI,53221,(414) 281-3400,MILWAUKEE,ZIEGELBAUER,ASHLEY,CHIARA COMMUNITIES INC,CHOBAN,GLENWOOD,CHOBAN,GLEN,20875 CROSSROADS CIR STE 400,WAUKESHA,WI,53186,(262) 798-1224,CERTIFIED,,75,688,2375,,1-Nov-18,SOUTHEASTERN REGION,X,
10770,SAINT JOHNS ON THE LAKE CENTRAL TOWER,1840 N PROSPECT AVE,MILWAUKEE,WI,53202-,(414) 272-2022,MILWAUKEE,ANDERSON,RENEE,SAINT JOHNS COMMUNITIES INC,ANDERSON,RENEE,MILLIREN,MARY,1840 N PROSPECT AVE,MILWAUKEE,WI,53202-,(414) 272-2022,REGISTERED,B,110,400,4525,,20-Sep-04,SOUTHEASTERN REGION,,
17912,SAINT JOHNS ON THE LAKE NORTH TOWER,1858 N PROSPECT AVENUE,MILWAUKEE,WI,53202,(414) 272-2022,MILWAUKEE,MILLIREN,MARY,SAINT JOHNS COMMUNITIES INC,ANDERSON,RENEE,MILLIREN,MARY,1840 N PROSPECT AVENUE,MILWAUKEE,WI,53202,(414) 831-6880,REGISTERED,B,95,1805,6725,,14-Jan-20,SOUTHEASTERN REGION,,
14774,SAINT JOHNS ON THE LAKE SOUTH TOWER,1800 N PROSPECT AVE,MILWAUKEE,WI,53202-,(414) 831-6880,MILWAUKEE,ANDERSON,RENEE,"SAINT JOHNS COMMUNITIES, INC",ANDERSON,RENEE,MILLIREN,MARY,1840 N PROSPECT AVE,MILWAUKEE,WI,53202-,(414) 831-6710,REGISTERED,B,90,1090,5020,,28-Aug-13,SOUTHEASTERN REGION,,
10362,TIVOLI TERRACE AT ST ANNES SALVATORIAN CAMPUS,3800 N 92ND ST,MILWAUKEE,WI,53222-2589,(414) 463-7570,MILWAUKEE,KRAHN,JANET,ST ANNES HOME FOR THE ELDERLY INC,,,KRAHN,JANET,3800 N 92ND ST,MILWAUKEE,WI,53222-2589,(414) 463-7570,CERTIFIED,,43,3840,4590,,25-Jan-01,SOUTHEASTERN REGION,,
16117,TRINITY VILLAGE ASSISTED LIVING,7300 W DEAN ROAD,MILWAUKEE,WI,53223,(414) 371-7593,MILWAUKEE,NAPPA,COLINDA,TRN MILWAUKEE LLC,HENSCHEL,THOMAS,WEISS,DANIEL,7300 W DEAN ROAD,MILWAUKEE,WI,53223,(847) 933-9200,CERTIFIED,B,116,3456,5351,,26-May-16,SOUTHEASTERN REGION,,
10377,WATERTOWER ASSISTED LIVING,2425 N LAKE DR,MILWAUKEE,WI,53211-,(414) 332-8610,MILWAUKEE,KARABEN,MARY LU,MILWAUKEE PROTESTANT HOME FOR THE AGED INC,,,GOZDOWIAK,MARGE,2505 E BRADFORD AVENUE,MILWAUKEE,WI,53211-,(414) 332-8610,REGISTERED,,52,2700,3900,,1-Dec-00,SOUTHEASTERN REGION,,
14694,WESLEY PARK,8621 WEST BELOIT ROAD,MILWAUKEE,WI,53227-,(414) 371-7316,MILWAUKEE,SAVATSKI,PEGGY,METHODIST MANOR INC,,,SAVATSKI,PEGGY,8621 W BELOIT ROAD,MILWAUKEE,WI,53227-,(414) 607-4100,REGISTERED,B,100,815,5400,,26-Jun-13,SOUTHEASTERN REGION,,
18003,WILLOW VIEW,3553 SOUTH 41ST STREET,MILWAUKEE,WI,53221,(414) 649-0730,MILWAUKEE,HAGEN,JAMIE,PLATINUM COMMUNITIES SCT LLC,TERESINSKI,JOHN,TERESINSKI,JOHN,2448 SOUTH 102ND STREET ST 305,WEST ALLIS,WI,53227,(414) 940-6608,CERTIFIED,B,59,3500,4500,,10-Mar-20,SOUTHEASTERN REGION,,X
17530,CORNERSTONE OF OAK CREEK,155 W SUNNYVIEW DR,OAK CREEK,WI,53154,(414) 570-9755,MILWAUKEE,TAYLOR,MELISSA,NOHC - OAK CREEK SENIOR LIVING LLC,MASCHOFF,DEAN,MASCHOFF,DEAN,155 W SUNNYVIEW DR,OAK CREEK,WI,53154,(847) 612-0750,CERTIFIED,B,36,2477,4250,,29-Mar-19,SOUTHEASTERN REGION,,X
17819,MANORPOINTE APARTMENTS,700 E STONEGATE DR,OAK CREEK,WI,53154,(414) 766-2100,MILWAUKEE,Wilson,Jason,SNH WIS TENANT LLC,FRANCIS,JENNIFER,NEWCOMB,LISA,400 CENTER ST  ATTN  LICENSING,NEWTON,MA,2458,(617) 796-8350,REGISTERED,B,20,1600,2450,,1-Jan-20,SOUTHEASTERN REGION,,
17778,MEADOWMERE OAK CREEK,701 E PUETZ ROAD,OAK CREEK,WI,53154,(414) 766-2100,MILWAUKEE,McGregor,Stephanie,SNH WIS TENANT LLC,FRANCIS,JENNIFER,NEWCOMB,LISA,400 CENTER ST  ATTN  LICENSING,NEWTON,MA,2458,(617) 796-8350,CERTIFIED,B,60,4400,5750,,1-Jan-20,SOUTHEASTERN REGION,,X
17561,WATERS OF OAK CREEK (THE),8000 S MARKET ST,OAK CREEK,WI,53154,(414) 574-0900,MILWAUKEE,BUDRECK,DANIEL,THE WATERS OF OAK CREEK LLC,KOZIKOWSKI,TAMARA,STROMMEN,LORI,1600 HOPKINS CROSSROAD,MINNETONKA,MN,55305,(952) 358-5100,REGISTERED,B,120,1950,4250,,3-Apr-19,SOUTHEASTERN REGION,,
15905,HARBORCHASE OF SHOREWOOD,1111 E CAPITOL DR,SHOREWOOD,WI,53211,(414) 436-0311,MILWAUKEE,KEALEY,KEN,CHP SHOREWOOD WI TENANT CORP,MADDRON,KEVIN,KEALEY,KEN,1111 E CAPITOL DR,SHOREWOOD,WI,53211,(407) 650-1000,CERTIFIED,B,59,4495,7095,,8-Dec-15,SOUTHEASTERN REGION,,X
16763,FRANCISCAN COURTS,1010 WILLIAMS AVE,SOUTH MILWAUKEE,WI,53172,(414) 570-5353,MILWAUKEE,GULOCK,MIKE,CHI LIVING COMMUNITIES,DOLYK,WENDY,GULOCK,MIKE,1010 WILLIAMS AVE,SOUTH MILWAUKEE,WI,53172,(567) 455-0414,CERTIFIED,B,39,4535,4853,,17-Aug-17,SOUTHEASTERN REGION,,
10322,HOWARD VILLAGE,2500 E HOWARD AVE,ST FRANCIS,WI,53235-,(414) 489-1400,MILWAUKEE,ANDERSON,BETH,HOWARD VILLAGE V LLC,WEISS,KEVIN,ANDERSON,BETH,1805 KENSINGTON DR,WAUKESHA,WI,53235-,(262) 548-5965,CERTIFIED,,55,3825,4415,,26-Jul-01,SOUTHEASTERN REGION,,X
10859,HART PARK SQUARE,6600 W RIVER PKWY,WAUWATOSA,WI,53213-,(414) 476-8787,MILWAUKEE,RANSDELL,JANET,HART PARK SQUARE V LLC,WEISS,KEVIN,ANDERSON,BETH,1805 KENSINGTON DR,WAUKESHA,WI,53213-,(262) 548-5965,CERTIFIED,,55,4190,4585,,22-Jul-05,SOUTHEASTERN REGION,,X
11422,HARWOOD PLACE,8220 W HARWOOD AV,WAUWATOSA,WI,53213-,(414) 258-6180,MILWAUKEE,KATULA,ALLISON,LUTHERAN HOME INC (THE),PIETERS,ROBERT,KATULA,ALLISON,8220 W HARWOOD AV,WAUWATOSA,WI,53213-,(414) 258-6170,REGISTERED,B,173,969,2028,,25-Apr-06,SOUTHEASTERN REGION,,
11107,LUTHER MANOR,4545 N 92ND ST,WAUWATOSA,WI,53225-,(414) 464-3880,MILWAUKEE,STELPFLUG,KENNETH,UNITED LUTHERAN PROGRAM FOR THE AGING,KELLER,DAVID J,STELPFLUG,KENNETH,4545 N 92ND ST,WAUWATOSA,WI,53225-,(414) 464-3880,REGISTERED,B,50,636,2254,,20-Jan-06,SOUTHEASTERN REGION,,
18355,EUPHORIA OF WEST ALLIS,2330 S 54th Street,WEST ALLIS,WI,53219,(414) 615-7100,MILWAUKEE,BRANDMAN,NETANEL,ARIA AT MITCHELL MANOR,BRANDMAN,NETANEL,BRANDMAN,NETANEL,8150 CENTRAL PARK,SKOKIE,IL,60076,(847) 983-4860,CERTIFIED,B,101,3953,5175,,12-Apr-21,SOUTHEASTERN REGION,X,
16238,HERITAGE 6 LLC,7901 W NATIONAL,WEST ALLIS,WI,53214,(414) 302-9700,MILWAUKEE,Schaefer,Lindy,HERITAGE 6 LLC,PINKERTON,MILO,PINKERTON,MILO,7901 W NATIONAL AVE,WEST ALLIS,WI,53214,(952) 351-4540,CERTIFIED,B,40,3500,4400,,1-Jun-17,SOUTHEASTERN REGION,X,
10329,LIBRARY SQUARE,1820 S 75TH ST,WEST ALLIS,WI,53214-,(414) 774-4411,MILWAUKEE,ANDERSON,BETH,LIBRARY SQUARE V LLC,WEISS,KEVIN,ANDERSON,BETH,1805 KENSINGTON DR,WAUKESHA,WI,53214-,(262) 548-5965,CERTIFIED,B,70,3925,4735,,1-May-03,SOUTHEASTERN REGION,,X
11308,HOMESTEAD APARTMENTS,331 S WATER ST,SPARTA,WI,54656-,(608) 366-6298,MONROE,SCHMITZ,LAWRENCE,MORROW MEMORIAL HOME FOR THE AGED INC,MEYER,DANIEL,SCHMITZ,LAWRENCE,331 S WATER ST,SPARTA,WI,54656-,(608) 269-3168,CERTIFIED,,24,2435,3735,,20-Jan-06,NORTHWESTERN REGION,X,X
11029,MARYCREST ASSISTED LIVING,401 S WATER ST,SPARTA,WI,54656-,(608) 269-3168,MONROE,SCHMITZ,LAWRENCE,MORROW MEMORIAL HOME FOR THE AGED INC,MEYER,DANIEL,MEYER,DANIEL,331 S WATER ST,SPARTA,WI,54656-,(608) 269-3168,REGISTERED,B,24,1576,2076,,6-Jun-05,NORTHWESTERN REGION,,
10271,A TOUCH OF HOME,1211 MARK AVENUE,TOMAH,WI,54660-,(608) 372-5454,MONROE,DIETZMAN,ROBERTA,STEPHEN AND ROBERTA DIETZMAN,DIETZMAN,ROBERTA,DIETZMAN,ROBERTA,1211 MARK AVENUE,TOMAH,WI,54660-,(708) 374-2435,REGISTERED,,24,2670,2670,,1-Jan-02,NORTHWESTERN REGION,,
10255,CLOSE TO HOME INC,1206 MARK AVENUE,TOMAH,WI,54660-,(608) 372-2696,MONROE,DEITZMAN,ROBERTA,CLOSE TO HOME INC,,,DEITZMAN,ROBERTA,1211 MARK AVENUE,TOMAH,WI,54660-,(608) 372-5574,REGISTERED,,8,750,750,,1-Feb-98,NORTHWESTERN REGION,,X
12805,LIBERTY VILLAGE RCAC,200 LIBERTY PLACE,TOMAH,WI,54660-,(608) 374-5005,MONROE,SIMONSON,ROBERT,LIBERTY VILLAGE LLC,,,SIMONSON,ROBERT,2850 MONARCH COURT,ALTOONA,WI,54660-,(608) 387-9691,CERTIFIED,B,39,2800,3825,,1-Jun-09,NORTHWESTERN REGION,X,X
15431,SERENITY GARDENS,146 N FRANCIS AVE,GILLETT,WI,54124,(920) 855-5020,OCONTO,ROSINA,TONYA,SERENITY GARDENS LLC,BELONGIA,PAT & PEGGY,ROSINA,TONYA,146 N FRANCIS AVE,GILLETT,WI,54124,(920) 855-6385,CERTIFIED,B,18,3100,3300,,26-Jan-15,NORTHEASTERN REGION,X,X
15137,COTTAGES AT MEADOWLANDS THE,751 E HIGHLAND DR,OCONTO FALLS,WI,54154-,(920) 848-3458,OCONTO,PETERSON,CARA,COTTAGES AT MEADOWLANDS LLC,MICOLEY,WADE,PETERSON,CARA,751 E HIGHLAND DR,OCONTO FALLS,WI,54154,(920) 617-9122,CERTIFIED,,25,2995,5085,,6-Aug-14,NORTHEASTERN REGION,X,X
16771,GRACE LODGE ASSISTED LIVING FACILITY,1000 DAY ST,RHINELANDER,WI,54501,(715) 365-1234,ONEIDA,GREY,AMY,GRACE LODGE MANAGEMENT INC,SPRIK,CALVIN,GREY,AMY,1000 DAY ST,RHINELANDER,WI,54501,(715) 359-8648,CERTIFIED,B,33,710,1410,,15-Jul-17,NORTHWESTERN REGION,,X
17048,MILESTONE SENIOR LIVING NSD,4686 N SHORE DR,RHINELANDER,WI,54501,(715) 361-1111,ONEIDA,LEMKE,AMY,ABILIT HOLDINGS RHINELANDER,RUSSELL,KEVIN,LEMKE,AMY,208 35TH ST DR SE  STE 500,CEDAR RAPIDS,IA,54501-1361,(585) 500-6793,CERTIFIED,B,22,4100,4450,,18-May-18,NORTHWESTERN REGION,,
17034,MILESTONE SENIOR LIVING ELM,750 ELM ST,WOODRUFF,WI,54568,(715) 439-4024,ONEIDA,LEMKE,AMY,ABILIT HOLDINGS WOODRUFF LLC,RUSSELL,KEVIN,LEMKE,AMY,208 35TH ST DR SE  STE 500,CEDAR RAPIDS,IA,54568-1361,(585) 500-6793,CERTIFIED,B,20,4100,4490,,18-May-18,NORTHWESTERN REGION,,
17913,APPLETON RETIREMENT COMMUNITY,200 W PACKARD STREET,APPLETON,WI,54911,(920) 954-9990,OUTAGAMIE,MISCHLER,AMIE,"APPLETON RETIREMENT COMMUNITY,LLC",SCHALLER,RICK,Simonson,Ann,6410 KEELSON DRIVE,MADISON,WI,53705,(608) 219-8951,CERTIFIED,B,104,1906,2695,,4-Mar-20,NORTHEASTERN REGION,X,X
17217,EAGLE POINT SENIOR LIVING INC,955 E JOHN ST,APPLETON,WI,54911,(920) 843-9466,OUTAGAMIE,THOMPSON,JENNIFER,EAGLE POINT SENIOR LIVING INC,PIENTKA,THOMAS,THOMPSON,JENNIFER,955 E JOHN ST,APPLETON,WI,54911,(608) 664-3500,REGISTERED,B,40,3300,4800,,1-Aug-18,NORTHEASTERN REGION,,
17082,PRIMROSE OF APPLETON,5715 N MEADE ST,APPLETON,WI,54913,(608) 260-0550,OUTAGAMIE,ROSS,SCOTT,APPLETON RETIREMENT LLC,MCNEARY,MARK,MCNEARY,MARK,815 N 2ND ST,ABERDEEN,SD,57401,(605) 226-3300,CERTIFIED,B,76,3395,4995,,19-Sep-18,NORTHEASTERN REGION,,
13364,RENAISSANCE APPLETON,301 E FLORIDA AVE,APPLETON,WI,54911-,(920) 380-1100,OUTAGAMIE,RIESTERER,NICOLE,RENNES ASSISTED LIVING CORP,,,RIESTERER,NICOLE,301 E FLORIDA AVE,APPLETON,WI,54911-,(715) 582-2200,CERTIFIED,B,74,3100,5350,,21-Jun-10,NORTHEASTERN REGION,X,
10352,ST PAUL VILLA,312 E 14TH ST,KAUKAUNA,WI,54130-,(920) 766-6020,OUTAGAMIE,HINKLEY,MORGAN,ST PAUL ELDER SERVICES INC,,,REICHELT,BECKY,312 E 14TH ST,KAUKAUNA,WI,54130-,(920) 766-6020,CERTIFIED,B,89,3295,7125,,2-Feb-00,NORTHEASTERN REGION,X,X
16637,ASPIRE SENIOR LIVING RCAC,825 COBBLESTONE LN,KIMBERLY,WI,54136,(727) 742-3504,OUTAGAMIE,GERBERS,JUSTIN EDWARDS,HSL 14 LLC,PINKERTON,MILO,PINKERTON,MILO,7901 W NATIONAL AVE,WEST ALLIS,WI,53214,(952) 351-4540,CERTIFIED,B,48,588,5200,,8-Aug-17,NORTHEASTERN REGION,X,
10364,GOOD SHEPHERD MEADOW WOOD RCAC,605 BRONSON RD,SEYMOUR,WI,54165-,(920) 833-1566,OUTAGAMIE,PALUBICKI,MICHELLE,GOOD SHEPHERD SERVICES LTD,CAPTAIN,DEBORAH,CAPTAIN,DEBORAH,605 BRONSON RD,SEYMOUR,WI,54165-,(920) 833-6856,REGISTERED,,36,1422,2222,,10-Feb-99,NORTHEASTERN REGION,,
17502,HAMILTON HOUSE SENIOR LIVING INC,W76 N629 WAUWATOSA RD,CEDARBURG,WI,53012,(262) 421-5551,OZAUKEE,STOFLET,CHRISTINA,HAMILTON HOUSE SENIOR LIVING INC,GROFF,HOWARD,BARR,ALLAN,W76N629 Wauwatosa Rd,CEDARBURG,WI,53012,(952) 888-2923,CERTIFIED,,50,3800,5100,,9-Apr-19,NORTHEASTERN REGION,X,
13268,LASATA CROSSINGS ASSISTED LIVING,W79N673 WAUWATOSA RD,CEDARBURG,WI,53012,(262) 512-2808,OZAUKEE,KOHAL,AMANDA,OZAUKEE COUNTY,,,KOHAL,AMANDA,W76 N677 WAUWATOSA RD,CEDARBURG,WI,53012,(262) 377-5060,CERTIFIED,B,60,3744,6529,,15-Jun-10,NORTHEASTERN REGION,,
16282,VILLAGE POINTE COMMONS THE PARAMOUNTE,101 WALNUT DR,GRAFTON,WI,53024,(262) 387-3148,OZAUKEE,KAY,KIMBERLY,CAPRI COMMUNITES LLC,TARANTINO,JAMES,CHOBAN,GLEN,20875 Crossroads Cir Suite 400,WAUKESHA,WI,53186,(262) 798-1224,CERTIFIED,,45,3500,5500,,1-Dec-16,NORTHEASTERN REGION,X,X
16283,VILLAGE POINTE COMMONS THE PINNACLE,101 WALNUT CIRCLE,GRAFTON,WI,53024,(262) 387-3147,OZAUKEE,KAY,KIMBERLY,CAPRI COMMUNITIES LLC,TARANTINO,JAMES,CHOBAN,GLEN,20875 Crossroads Cir Suite 400,WAUKESHA,WI,53186,(262) 798-1224,CERTIFIED,,40,4145,5925,,27-Jul-17,NORTHEASTERN REGION,X,X
17780,MEADOWMERE NORTHSHORE,10803 N PORT WASHINGTON ROAD,MEQUON,WI,53092,(262) 478-2200,OZAUKEE,Lindsey,Mary,SNH WIS TENANT LLC,FRANCIS,JENNIFER,NEWCOMB,LISA,400 CENTER ST  ATTN  LICENSING,NEWTON,MA,2458,(617) 796-8350,CERTIFIED,B,60,4525,5500,,1-Jan-20,NORTHEASTERN REGION,X,X
18619,NEWCASTLE PLACE,12600 N PORT WASHINGTON RD,MEQUON,WI,53092,(262) 387-8850,OZAUKEE,SUTHERLAND,JENNIFER,NEWCASTLE PLACE LLC,HARSHFIELD,NICK,SUTHERLAND,JENNIFER,12600 N PORT WASHINGTON RD,MEQUON,WI,53092,(515) 288-5805,REGISTERED,B,36,4775,5597,,1-Jul-21,NORTHEASTERN REGION,,
18248,TEROVA SENIOR LIVING OF MEQUON,10995 N MARKET STREET,MEQUON,WI,53092,(262) 478-1500,OZAUKEE,STUPAR,ADRIANNE,BMSL MEQUON OPCO LLC,PEIRICK,JAY,BAUM,LEXIE,10995 N MARKET STREET,MEQUON,WI,53092,(414) 585-8877,CERTIFIED,B,68,2000,10000,,1-Oct-20,NORTHEASTERN REGION,,X
17216,WRIGHT HOUSE SENIOR LIVING INC,6751 W MEQUON RD,MEQUON,WI,53092,(262) 834-2002,OZAUKEE,DIERKSMEIER,KATHERINE,WRIGHT HOUSE SENIOR LIVING INC,PIENTKA,THOMAS,BARR,ALLAN,6751 W MEQUON RD,MEQUON,WI,53092,(608) 664-3500,CERTIFIED,,30,3650,4575,,6-Sep-18,NORTHEASTERN REGION,X,
16547,HARBOR CLUB,333 W WALTERS ST,PORT WASHINGTON,WI,53024,(262) 268-1800,OZAUKEE,KOSTECKI,CARLA,CAPRI COMMUNITIES LLC,TARANTINO,JAMES,CHOBAN,GLEN,20875 Crossroads Cir Suite 400,WAUKESHA,WI,53186,(262) 798-1224,CERTIFIED,,40,4000,5500,,1-Mar-17,NORTHEASTERN REGION,X,X
