Facility ID,Facility Name,Street,City,State,Zip Code,Phone Number,County,Contact Last Name,Contact First Name,Corporate Name,Licensee Last Name,Licensee First Name,Mailing Contact Last Name,Mailing Contact First Name,Mailing Street,Mailing City,Mailing State,Mailing Zip Code,Licensee Phone Number,Class,Gender,Capacity,Low Rate,High Rate,Date Probationary Issued,Date Regular Issued,Waiver Certified Independent CBRF Apartments,Traumatic Brain Injury,Terminally Ill,Public Funding,Pregnant Women/Counselling,Physically Disabled,Irreversible Dementia/Alzeimers,Emotionally Disturbed/Mental Illness,Developmentally Disabled,Correctional Clients,Alcohol Drug/Dependent,Advanced Aged,HCBS Compliant
0016051,GENESIS 2 ADULT FAMILY HOME LLC,8001 W FIEBRANTZ AVE,MILWAUKEE,WI,53222,(414) 426-7600,MILWAUKEE,BOONE,WANDA,WANDA BOONE,BOONE,WANDA,BOONE,WANDA,8001 W FIEBRANTZ AVE,,WI,53222,(414) 745-5184,NONAMBULATORY,B,4,"$3,500.00","$15,000.00",,27-Oct-16,,,,,,X,X,X,X,,,X,X
0014422,GENESIS ADULT FAMILY HOME LLC,10431 W FAIRLANE AVE,MILWAUKEE,WI,53224-,(414) 745-5184,MILWAUKEE,BOONE,WANDA,GENESIS ADULT FAMILY HOME,BOONE,WANDA,BOONE,WANDA,10431 W Fairlane Ave,,WI,53224-,(414) 745-5184,AFH,B,3,"$3,200.00","$5,000.00",,28-Jan-13,,,,,,,X,X,X,,,X,X
0018042,GENNYE RESIDENTIAL CARE FACILITY LLC,4547 NORTH 66TH STREET,MILWAUKEE,WI,53218,(414) 988-5626,MILWAUKEE,JACKSON,DONNA,GENNYE RESIDENTIAL CARE FACILITY LLC,JACKSON,DONNA,MCCALLISTER,JEANETTE,4560 NORTH 67TH STREET,,WI,53218,(414) 628-5102,AMBULATORY,B,4,$750.00,"$5,000.00",,19-Aug-20,,,,,,X,X,X,X,,,X,X
0017064,GENNYE RESIDENTIAL CARE FACILITY LLC,2412 N 45TH ST,MILWAUKEE,WI,53210,(414) 628-5102,MILWAUKEE,JACKSON,DONNA,GENNYE RESIDENTIAL CARE FACILITY LLC,JACKSON,DONNA,JOHNSON MCCALLISTER,JEANETTE,4560 N 67TH ST,,WI,53218,(414) 628-5102,AMBULATORY,B,4,$750.00,"$5,000.00",,2-Mar-18,,,,,,X,X,X,X,,,X,X
0015859,GEORGIAS LOVING ARMS AFH LLC,5834 N 32ND ST,MILWAUKEE,WI,53209,(414) 688-2688,MILWAUKEE,JONES,LATANYA,GEORGIAS LOVING ARMS AFH LLC,JONES,LATANYA,JONES,LATANYA,PO BOX 091218,,WI,53209,(414) 788-2712,AMBULATORY,B,4,"$4,000.00","$5,000.00",,23-Jan-17,,X,,X,,X,X,X,X,,,X,
0013716,GEORGIAS PARADISE ASSISTED LIVING II,844 N 25TH ST,MILWAUKEE,WI,53233-,(414) 933-4725,MILWAUKEE,JONES,LATANYA,GEORGIAS PARADISE ASSISTED LIVING LLC II,,,JONES,LATANYA,842 N 25TH ST,,WI,53233-,(414) 788-2712,AFH,B,4,"$3,300.00","$4,600.00",,1-Aug-11,,,,,,,X,X,X,,,X,X
0013109,GEORGIAS PARADISE ASSISTED LIVING LLC,842 N 25TH ST,MILWAUKEE,WI,53233-,(414) 933-4725,MILWAUKEE,JONES,LATANYA,GEORGIAS PARADISE ASSISTED LIVING LLC,,,JONES,LATANYA,842 N 25TH ST,,WI,53233-,(414) 788-2712,AFH,B,4,"$3,200.00","$4,500.00",,22-Jan-10,,,,X,,,X,X,X,,,X,X
0014904,GEORGIAS PARADISE ASSISTED LIVING LLC III,4453 N 85TH STREET,MILWAUKEE,WI,53225-,(414) 788-2712,MILWAUKEE,JONES,LATANYA,"GEORGIA'S PARADISE ASSISTED LIVING, LLC",JONES,LATANYA,JONES,LATANYA,PO BOX 091218,,WI,53225-,(414) 788-2712,AFH,B,4,"$4,500.00","$5,000.00",,10-Mar-14,,,,X,,X,X,X,X,,,X,X
0017178,GIFTED CARE ADULT FAMILY HOME,10328 W VILLA AVE,MILWAUKEE,WI,53224,(414) 446-4306,MILWAUKEE,HEGWOOD,JAMES A,GIFTED CARE ADULT FAMILY HOME LLC,HEGWOOD,JAMES A,HEGWOOD,JAMES A,10328 W VILLA AVE,,WI,53224,(414) 807-8163,NONAMBULATORY,B,4,"$3,500.00","$10,000.00",,15-Aug-18,,X,X,,,X,X,X,X,,,X,X
0017678,GIFTED HANDS ASSISTED LIVING FACILITY,5209 N 83RD ST,MILWAUKEE,WI,53218,(414) 588-7306,MILWAUKEE,WILLIAMS,KRYSTAL,"GIFTED HANDS ASSISTED LIVING FACILITY, LLC",WILLIAMS,KRYSTAL,WILLIAMS,KRYSTAL,5867 N 79TH ST,,WI,53218,(414) 588-7306,AMBULATORY,B,4,"$1,000.00","$100,000.00",,25-Jul-19,,X,,,,X,X,X,X,X,X,X,X
0011947,GLORY HOUSE ADULT FAMILY HOME,5063 N 76TH ST,MILWAUKEE,WI,53218-,(414) 243-3507,MILWAUKEE,HANDY,KATHERINE M,KATHERINE M HANDY,HANDY,KATHERINE M,HANDY,KATHERINE M,4652 N 28TH ST,,WI,53218-,,AFH,B,4,"$3,000.00","$6,000.00",,26-Jul-07,,,,,,,X,X,X,,,X,
0017645,GODS VISION OF LOVE LLC,5073 N 24TH ST,MILWAUKEE,WI,53209,(414) 616-1899,MILWAUKEE,MATTOX,BRITNEY,GODS VISION OF LOVE LLC,MATTOX,BRITNEY,MATTOX,BRITNEY,5073 N 24TH ST,,WI,53209,(414) 616-1899,AMBULATORY,B,4,"$1,500.00","$15,500.00",,11-Jul-19,,X,X,,X,X,X,X,X,X,X,X,X
0014698,GOING THE DISTANCE,4553 N 23RD STREET,MILWAUKEE,WI,53209-,(414) 788-3440,MILWAUKEE,KENDRICK-ROSS,PEARL,GOING THE DISTANCE INC,KENDRICK-ROSS,PEARL,KENDRICK-ROSS,PEARL,1740 BROJAN DRIVE,,WI,53122,(414) 788-3440,AFH,B,4,"$5,200.00","$5,900.00",,16-Oct-13,,X,,,,X,X,X,X,,X,X,X
0018033,GOLDEN HANDS ADULT FAMILY HOME LLC 2,4448 NORTH 72ND STREET,MILWAUKEE,WI,53218,(414) 841-6785,MILWAUKEE,JACKSON,DOMINIQUE,GOLDEN HANDS ADULT FAMILY HOME LLC 2,JACKSON,DOMINIQUE,JACKSON,DOMINIQUE,5650 WEST WAHNER AVE UNIT 203,,WI,53223,(414) 841-6785,AMBULATORY,B,3,"$2,040.00","$2,700.00",,2-Nov-20,,,,,,,X,X,X,,,X,X
0016566,GOLDEN HANDS ADULT FAMILY HOMES LLC,4444 N 46TH ST,MILWAUKEE,WI,53218,(414) 509-8197,MILWAUKEE,JACKSON,DOMINIQUE,GOLDEN HANDS ADULT FAMILY HOME LLC,JACKSON,DOMINIQUE,JACKSON,DOMINIQUE,4444 N 46TH ST,,WI,53218,(414) 841-6785,AMBULATORY,B,4,"$2,185.00","$4,925.00",,16-Jan-18,,,,,,,X,X,X,,,X,
0017875,GOLDEN HOMES AFH LLC,7721 W MEDFORD AVE,MILWAUKEE,WI,53218,(414) 301-2066,MILWAUKEE,COOK,CECELIA,GOLDEN HOMES AFH LLC,COOK,CECELIA,COOK,CECELIA,PO BOX 241958,,WI,53224,(414) 429-9979,NONAMBULATORY,B,4,"$6,000.00","$12,000.00",,30-Oct-19,,X,X,,,X,X,,X,,,X,X
0014249,GOLDEN PATH SENIOR LIVING CORP,10343 W DONNA DR,MILWAUKEE,WI,53224-,(414) 236-5787,MILWAUKEE,KING,NICOSIA,GOLDEN PATH SENIOR LIVING CORP,KING,NICOSIA,KING,NICOSIA,7577 N TEUTONIA AVE,,WI,53224-,(262) 748-2596,AFH,B,4,"$5,200.00","$6,500.00",,26-Jun-12,,X,X,,,X,X,X,X,,X,X,X
0016298,GOOD OUTCOMES LLC RESIDENTIAL HOME,3720 W FAIRMOUNT AVE,MILWAUKEE,WI,53209,(414) 364-5110,MILWAUKEE,HAYES,INGER,GOOD OUTCOMES LLC,HAYES,INGER,HAYES,INGER,PO BOX 091247,,WI,53209,(262) 665-7544,AMBULATORY,B,3,"$1,000.00","$1,500.00",,20-Dec-16,,,,,,,,X,X,X,,,
0016294,GRACE SUPPORTIVE LIVING SERVICES LLC,4525 W RIDGE CT,MILWAUKEE,WI,53216,(414) 264-4824,MILWAUKEE,THORNTON,LANTONA,GRACE SUPPORTIVE LIVING SERVICES LLC,THORTON,LANTONA,THORNTON,LANTONA,PO BOX 06221,,WI,53206,(414) 336-5556,NONAMBULATORY,,4,"$2,000.00","$6,000.00",,8-Dec-16,,X,X,X,,X,X,X,X,,,X,
0013918,GRACE SUPPORTIVE LIVING SERVICES LLC,2669 N 47TH ST,MILWAUKEE,WI,53210-,(414) 336-5556,MILWAUKEE,THORNTON,LANTONA,GRACE SUPPORTIVE LIVING SERVICES LLC,THORNTON,LANTONA,THORNTON,LANTONA,PO BOX 06221,,WI,53210-,(414) 336-5556,AFH,B,4,"$2,000.00","$6,000.00",,21-Dec-11,,X,X,X,,X,X,X,X,,,X,X
0014471,GRACE SUPPORTIVE LIVING SRVCS LLC ACACIA HOME,6712 N 90TH ST,MILWAUKEE,WI,53224-,(414) 264-4824,MILWAUKEE,THORNTON,LANTONA,GRACE SUPPORTIVE LIVING SERVICES LLC,,,THORNTON,LANTONA,P O BOX 06221,,WI,53224-,(414) 336-5556,AFH,B,4,"$2,000.00","$6,000.00",,1-Feb-13,,X,X,,,X,X,X,X,,,X,X
0014275,GRACE SUPPORTIVE LIVING SVC LLC-MAGNOLIA,7439 N 86TH ST,MILWAUKEE,WI,53224-,(414) 264-4824,MILWAUKEE,THORNTON,LANTONA,GRACE SUPPORTIVE LIVING SERVICES LLC,THORNTON,LANTONA,THORNTON,LANTONA,P O BOX 06221,,WI,53224-,(414) 336-5556,AFH,B,4,"$2,000.00","$6,000.00",,16-Aug-12,,X,X,X,,X,X,X,X,,,X,X
0015278,GRACE SUPPORTIVE LIVING SVCS LLC 101ST STREET,6322 N 101ST STREET,MILWAUKEE,WI,53225,(414) 446-8032,MILWAUKEE,THORNTON,LANTONA,GRACE SUPPORTIVE LIVING SERVICES LLC DBA GRACE MANOR,THORNTON,LANTONA,THORNTON,LANTONA,PO BOX 06221,,WI,53206,(414) 375-0995,AFH,B,4,"$2,000.00","$6,000.00",,24-Sep-14,,X,X,X,,X,X,X,X,,,X,X
0014998,GRACE SUPPORTIVE LIVING SVCS LLC 78TH STREET,5835 N 78TH STREET,MILWAUKEE,WI,53218-,(414) 264-4824,MILWAUKEE,THORNTON,LANTONA,GRACE SUPPORTIVE LIVING SERVICES LLC,THORNTON,LANTONA,THORNTON,LANTONA,PO BOX 06221,,WI,53218-,(414) 336-5556,AFH,B,4,"$2,000.00","$6,000.00",,22-Apr-14,,X,X,X,,X,X,X,X,,,X,
0013056,GRACEFUL LIVING INC SITE 2,3634 N 41ST ST,MILWAUKEE,WI,53216-,(414) 442-5740,MILWAUKEE,SWIAMS,ARDELIA,GRACEFUL LIVING INC,SWIAMS,ARDELIA,SWIAMS,ARDELIA,3628 N 41ST ST,,WI,53216-,(414) 442-5740,AFH,B,4,"$2,750.00","$3,750.00",,8-Jul-10,,,,,,,X,X,X,,,X,X
0015248,GRANTOSA HEIGHTS,10173 W GRANTOSA DRIVE,MILWAUKEE,WI,53222,(414) 269-9483,MILWAUKEE,NORDNESS,PEGGY,C AND P COMMUNITIES LLC,NORDNESS,PEGGY,NORDNESS,PEGGY,P.O. BOX 250306,,WI,53225,(414) 236-8226,AFH,B,4,"$5,000.00","$7,000.00",,9-Oct-14,,,,,,X,,X,X,,,,X
0013601,GRICE ADULT FAMILY HOME,7848 N 55TH ST,MILWAUKEE,WI,53223-,(414) 550-4493,MILWAUKEE,GRICE,PAULETTE,,GRICE,PAULETTE,GRICE,PAULETTE,7848 N 55TH ST,,WI,53223-,(414) 550-4493,AFH,B,4,"$3,200.00","$4,500.00",,18-Aug-11,,,,,,,X,X,X,,,X,
0016726,GRICE ADULT FAMILY HOME 2,8246 N 106TH STREET,MILWAUKEE,WI,53224,(414) 550-4493,MILWAUKEE,GRICE,PAULETTE,,GRICE,PAULETTE,GRICE,PAULETTE,7848 N 55TH STREET,,WI,53223,(414) 550-4493,NONAMBULATORY,M,4,"$4,500.00","$10,000.00",,19-Oct-17,,,,,,X,X,X,X,,,X,
0017294,HADASSAH CARE HOME INC,4822 N 47TH ST,MILWAUKEE,WI,53218,(414) 213-4839,MILWAUKEE,WRAGG,DIANGELO,HADASSAH CARE HOME INC,WRAGG,DIANGELO,WRAGG,DIANGELO,4140 N 15TH ST,,WI,53209,(414) 213-4839,AMBULATORY,B,3,,,,14-Oct-19,,X,,,,,X,X,X,,,X,X
0016465,HAGGAI HOME,3136 W REICHERT PL,MILWAUKEE,WI,53209,(262) 415-5609,MILWAUKEE,STRONG,ROSETTA,DIVINE LIVING AFH LLC,STRONG,ROSETTA,STRONG,ROSETTA,PO BOX 1079,,WI,53052,(414) 803-1043,NONAMBULATORY,B,4,"$2,000.00","$3,900.00",,6-Mar-17,,X,X,,,X,X,X,X,X,,X,
0017367,HANDS OF DIVINITY ADULT FAMILY HOME LLC,8635 W APPLETON AVE,MILWAUKEE,WI,53225,(414) 553-2769,MILWAUKEE,ORTIZ,NICOLE,HANDS OF DIVINITY ADULT FAMILY HOME LLC,ORTIZ,NICOLE,ORTIZ,NICOLE,8637 W APPLETON AVE,,WI,53225,(414) 553-2769,AMBULATORY,B,4,"$2,900.00","$9,500.00",,7-May-19,,X,,,,,,X,X,,X,X,X
0014812,HARRISONS HOUSE,3823 N 26TH STREET,MILWAUKEE,WI,53206-,(414) 316-9479,MILWAUKEE,THOMAS,TAMY,GRANNYS HOUSES INC,THOMAS,TAMY,BIBBINS,CANDICE,P.O. Box 100339,,WI,53206-,(262) 955-4313,AFH,B,4,"$5,200.00","$12,000.00",,9-Oct-13,,X,X,X,,,,X,X,,,X,X
0016866,HEART OF HOME LLC,4020 W BURLEIGH ST,MILWAUKEE,WI,53210,(262) 994-1977,MILWAUKEE,PAYTON GREGORY,WANDA,HEART OF HOME LLC,PAYTON GREGORY,WANDA,PAYTON GREGORY,WANDA,6915 N 84TH ST,,WI,53224,(262) 994-1977,AMBULATORY,B,4,"$4,200.00","$5,500.00",,9-Oct-17,,X,,,,,X,X,X,,,X,
0018023,HEART TO HEART ASSISTED LIVING HOMES LLC,6153 WEST APPLETON AVENUE,MILWAUKEE,WI,53210,(414) 204-6019,MILWAUKEE,WELLS,SCHIKILA,HEART TO HEART ASSISTED LIVING HOMES LLC,WELLS,SCHIKILA,WELLS,SCHIKILA,6153 WEST APPLETON AVENUE,,WI,53210,(414) 204-6019,AMBULATORY,B,3,"$1,500.00","$50,000.00",,27-Nov-20,,X,,,,X,X,X,X,X,X,X,X
0014583,HEAVENLY HANDS PARK JABEZ AFH SITE III,2973 NORTH 48TH STREET,MILWAUKEE,WI,53210-,(414) 397-8563,MILWAUKEE,BELL,JOHN,,BELL,JOHN,BELL,JOHN,2973 NORTH 48TH STREET,,WI,53210-,(414) 397-8563,AFH,B,4,"$3,750.00","$4,750.00",,3-Sep-13,,,,,,X,X,X,X,,,X,X
0012995,HEAVENLY HANDS-PARK JABEZ LIVING CENTER I,2846 N 48TH ST,MILWAUKEE,WI,53210-,(414) 422-6793,MILWAUKEE,BELL,JOHN O,JOHN O BELL,BELL,JOHN O,BELL,JOHN O,2846 N 48TH ST,,WI,53210-,(414) 397-8563,AFH,B,4,"$3,200.00","$4,500.00",,5-Nov-09,,,,,,X,X,X,X,,,X,X
0012986,HEAVENLY HANDS-PARK JABEZ LIVING CENTER II,2848 N 48TH ST,MILWAUKEE,WI,53210-,(414) 397-8563,MILWAUKEE,BELL,JOHN O,JOHN O BELL,BELL,JOHN O,BELL,JOHN O,2848 N 48TH ST,,WI,53210-,(414) 704-0797,AFH,B,4,"$3,200.00","$4,500.00",,5-Nov-09,,,,,,,X,X,X,,,X,X
0017454,HELPING HANDS ADULT FAMILY HOME,5669 NORTH 93RD STREET,MILWAUKEE,WI,53225,(414) 988-8166,MILWAUKEE,GANDY,CANDY,HELPING HANDS ADULT FAMILY HOME,GANDY,CANDY,GANDY,CANDY,5679 NORTH 93RD STREET,,WI,53225,,AMBULATORY,B,4,"$1,500.00","$15,000.00",,9-Sep-19,,X,,,X,X,X,X,X,X,X,X,X
0017981,HELPING HANDS HAVEN LLC,2205 WEST BURNHAM STREET,MILWAUKEE,WI,53204,(414) 426-7668,MILWAUKEE,HENDERSON,IYANA,HELPING HANDS HAVEN LLC,HENDERSON,IYANA,HENDERSON,IYANA,1908 NORTH 28TH STREET,,WI,53208,(414) 426-7668,AMBULATORY,B,4,"$3,500.00","$8,500.00",,27-Aug-20,,X,X,,,X,X,X,X,,,X,X
0017830,HELPING HANDS LLC,2914 N 46TH ST,MILWAUKEE,WI,53210,(414) 721-1720,MILWAUKEE,LETHERWOOD,KARAH,HELPING HANDS LLC CARE,LETHERWOOD,KARAH,LETHERWOOD,KARAH,5679 N BETHMAUR LN,,WI,53209,(414) 721-1720,AMBULATORY,B,4,"$4,195.00","$4,622.10",,14-Jan-20,,X,,,,,,X,X,,,X,X
0016478,HELPING HANDS ON 75TH ST,157 N 75TH ST,MILWAUKEE,WI,53213,(414) 469-6920,MILWAUKEE,MAYFIELD,ALEX,HELPING HANDS ON 75TH STREET LLC,MAYFIELD,ALEX,MAYFIELD,ALEX,PO BOX 250832,,WI,53225,(414) 861-0503,NONAMBULATORY,B,4,"$5,500.00","$8,000.00",,22-Feb-17,,,,,,X,X,,X,,,X,X
0014612,HILLS OF LOVE,5336 N 64TH STREET,MILWAUKEE,WI,53218-,(414) 212-8017,MILWAUKEE,HILL,ROSALYN,HILLS OF LOVE LLC,HILL,ROSALYN,HILL,ROSALYN,5336 N 64TH STREET,,WI,53218-,(414) 841-1783,AFH,B,3,"$6,700.00","$7,500.00",,18-Jun-13,,,,X,,X,X,X,X,,X,X,X
0014940,HIS HOUSE OF HOPE ADULT FAMILY HOME SITE II,6694 N 83RD STREET,MILWAUKEE,WI,53223,(414) 797-0580,MILWAUKEE,HOPSON SR,ANDRE,"HIS HOUSE OF HOPE ADULT HOME, INC",HOPSON SR,ANDRE,HOPSON,LINDA,6694 N 83RD ST,,WI,53223,(414) 578-0980,AFH,B,3,"$3,200.00","$4,500.00",,15-Dec-14,,,,X,,X,X,X,X,,,X,
0016966,HOLY HOMES AFH LLC,8901 W HAMPTON AVE,MILWAUKEE,WI,53225,(414) 551-2694,MILWAUKEE,FRANCIS WADE,JULETTE,HOLY HOMES AFH LLC,FRANCIS WADE,JULETTE,FRANCIS WADE,JULETTE,PO BOX 240333,,WI,53224,(414) 466-4077,AMBULATORY,B,4,"$3,700.00","$5,000.00",,11-Jan-18,,,,,,X,X,X,X,X,,X,
0018524,HOME 2 HOME RESIDENTAIL CARE LLC,8231 W CASPER ST,MILWAUKEE,WI,53223,(414) 346-5937,MILWAUKEE,JONES,NATASHA,HOME 2 HOME RESIDENTIAL CARE LLC,JONES,NATASHA,JONES,NATASHA,8231 W CASPER ST,,WI,53223,(414) 346-5937,AFH,,3,"$3,000.00","$10,000.00",,30-Jun-21,,X,,,,X,X,,X,,X,X,
0014891,HOME FOR ALL,9242 W THURSTON AVENUE,MILWAUKEE,WI,53225-,(414) 763-6453,MILWAUKEE,OBI,IFEOMA,IFYSTAR LLC,OBI,IFEOMA,OBI,IFEOMA,12605 W NORTH AVE. SUITE 109,,WI,53225-,(414) 388-7537,AFH,B,4,"$2,000.00","$6,000.00",,12-Feb-14,,,X,X,,X,X,X,X,,,X,X
0018118,HOME HOUSE LLC,4525 NORTH 70TH STREET,MILWAUKEE,WI,53216,(414) 940-5414,MILWAUKEE,WEINMAN,CHIQUITA,HOME HOUSE LLC,WEINMAN,CHIQUITA,WEINMAN,CHIQUITA,3431 NORTH 58TH STREET,,WI,53216,(414) 940-5414,AMBULATORY,B,4,"$3,000.00","$3,500.00",,8-Jul-20,,,,,,X,,X,X,,X,,X
0015534,HOME OF MY GOLDEN YEARS LLC,5725 N 67TH STREET,MILWAUKEE,WI,53218,(414) 935-2297,MILWAUKEE,WRIGHT,WENDY,HOME OF MY GOLDEN YEARS LLC,THURMOND,WENDY,THURMOND,DON,1010 WEST BRENTWOOD LN,,WI,53217,(414) 759-4297,AFH,B,4,"$2,185.00","$4,925.00",,29-Apr-15,,X,,X,,,,X,X,,,X,
0018442,HOME SWEET HOME ASSISTED LIVING LLC,2333 WEST LANCASTER AVENUE,MILWAUKEE,WI,53209,(414) 539-6057,MILWAUKEE,TRIPLETT,SAKOTA,HOME SWEET HOME ASSISTED LIVING LLC,TRIPLETT,SAKOTA,TRIPLETT,SAKOTA,2333 WEST LANCASTER AVENUE,,WI,53209,(414) 539-6057,AMBULATORY,B,4,"$4,500.00","$15,000.00",,7-Jul-21,,X,X,,,,X,X,X,,,X,
0017661,HOPE ASSISTED LIVING LLC,3640 N 15TH ST,MILWAUKEE,WI,53206,,MILWAUKEE,PERSONS,VINCENT,HOPE ASSISTED LIVING LLC,PERSONS,VINCENT,PERSONS,VINCENT,PO BOX 090392,,WI,53209,(414) 803-4540,AMBULATORY,B,3,"$7,500.00","$10,000.00",,11-Dec-19,,,,,,,,,X,X,X,X,X
0016273,HOPE HAVEN AFH,4011 W HAMPTON AVENUE,MILWAUKEE,WI,53209,(414) 526-0191,MILWAUKEE,OWENS,DEMETRICE,,OWENS,DEMETRICE KERT,OWENS,KERT,4011 W HAMPTON AVE,,WI,53209,(414) 841-4362,AMBULATORY,B,3,"$2,400.00","$3,600.00",,3-Nov-16,,,,,,,X,,X,,,X,
0017462,HOPKINS VILLA LLC,4451 N HOPKINS ST,MILWAUKEE,WI,53219,(262) 894-9124,MILWAUKEE,WRIGHT,TARNESHA,HOPKINS VILLA LLC,WRIGHT,TARNESHA,WRIGHT,TARNESHA,7500 N 39TH ST,,WI,53209,(262) 894-9124,AMBULATORY,B,4,"$3,500.00","$4,500.00",,4-Oct-19,,X,X,,,X,X,X,X,,,X,X
0017900,HORACES HOUSE AFH LLC,8801 W MONROVIA AVE,MILWAUKEE,WI,53225,(414) 760-9662,MILWAUKEE,HOWARD,LYNN,HORACES HOUSE AFH LLC,HOWARD,LYNN,HOWARD,LYNN,8801 W MONROVIA AVE,,WI,53225,(414) 760-9662,AMBULATORY,B,4,"$5,000.00","$8,000.00",,15-Jun-20,,X,,,,,X,X,X,,,X,X
0018429,HOUSE OF HOPE RESIDENTIAL LIVING HOME LLC,4944 N 38TH STREET,MILWAUKEE,WI,53209,(414) 988-4148,MILWAUKEE,KIND,SHEREE,HOUSE OF HOPE RESIDENTIAL LIVING HOME LLC,KIND,SHEREE,KIND,SHEREE,4487 N MORRIS BLVD,,WI,53211,(414) 429-2310,AMBULATORY,B,3,"$1,200.00","$15,000.00",,9-Apr-21,,X,,,,X,X,X,X,X,X,X,X
0016471,HOUSE OF HUGZ ADULT FAMILY HOME,5667 N 42ND ST,MILWAUKEE,WI,53209,(414) 248-5179,MILWAUKEE,BLAIN,SHANTEL,HOUSE OF HUGZ LLC,BLAIN,SHANTEL,BLAIN,SHANTEL,2647 N 21ST ST,,WI,53206,(414) 248-5179,AMBULATORY,B,4,"$3,500.00","$5,500.00",,12-Jul-17,,,,,,X,X,X,X,X,X,X,
0016349,HOUSE OF IMANI LLC,4762 N 71ST STREET,MILWAUKEE,WI,53218,,MILWAUKEE,JACKSON SEWELL,BETTY,HOUSE OF IMANI,JACKSON SEWELL,BETTY,HOUSE OF IMANI LLC,,4762 N 71ST STREET,,WI,53418,(414) 218-2236,AMBULATORY,B,3,"$2,800.00","$9,500.00",,2-Nov-17,,,,,,,X,,X,,,X,
0012958,HOUSE OF JERICHO INC,2912 N 37TH ST,MILWAUKEE,WI,53210-,(414) 659-4126,MILWAUKEE,HIGHTOWER,PRISCILLA Y,HOUSE OF JERICHO INC,HIGHTOWER,PRISCILLA Y,HIGHTOWER,PRISCILLA Y,2912 N 37TH ST,,WI,53210-,(414) 659-4126,AFH,B,4,"$3,200.00","$4,500.00",,25-Jan-10,,,,X,,,X,X,X,,,X,X
0012957,HOUSE OF JERICHO INC,2914 N 37TH ST,MILWAUKEE,WI,53210-,(414) 659-4126,MILWAUKEE,HIGHTOWER,PRISCILLA Y,HOUSE OF JERICHO INC,HIGHTOWER,PRISCILLA Y,HIGHTOWER,PRISCILLA,2912 N 37TH ST,,WI,53210-,(414) 659-4126,AFH,B,4,"$3,200.00","$4,500.00",,9-Dec-10,,,,,,,X,X,X,,,X,X
0014880,HOUSE OF PROVISION,2162 N 40TH STREET,MILWAUKEE,WI,53208-,(414) 732-4952,MILWAUKEE,NORTH,JERRY,SPIRIT OF THE NORTH INC,NORTH,JAMES G,NORTH,JERRY E,7081 NORTH 44TH STREET,,WI,53208-,(414) 444-7987,AFH,M,4,"$4,500.00","$5,700.00",,8-Jan-14,,,,,,,,,,X,,,
0016025,HOUSING MATTERS LLC,2616 W CLYBOURN ST,MILWAUKEE,WI,53233,(414) 350-1552,MILWAUKEE,BOWIE,FLOYD,HOUSING MATTERS,BOWIE,FLOYD,BOWIE,FLOYD,PO BOX 13351,,WI,53213,(414) 350-1552,AFH,B,4,"$4,400.00","$4,800.00",,1-Jun-16,,X,X,X,,X,X,X,X,,X,X,
0015514,HUMBLE HEARTS ADULT FAMILY HOME LLC,323 N 33RD STREET,MILWAUKEE,WI,53208,(414) 243-6975,MILWAUKEE,CUNNING,ALICE,HUMBLE HEARTS ADULT FAMILY HOME LLC,CUNNING,ALICE,CUNNING,ALICE,6054 N 37TH STREET,,WI,53209,(414) 243-6975,AFH,B,4,"$2,185.00","$4,925.00",,24-Aug-15,,,,X,,,X,X,,,,X,
0013500,HUMBOLDT HOME,3338 N HUMBOLDT BLVD,MILWAUKEE,WI,53212-,(414) 964-7372,MILWAUKEE,COLLINS,KELLY,HUMBOLDT HOME LLC,,,COLLINS,KELLY,3338 N HUMBOLDT BLVD,,WI,53212-,(414) 964-7372,AFH,F,4,"$15,878.00","$16,425.00",,30-Nov-10,,,,X,,,,,X,,,,X
0016031,IDEAL COMMUNITY LIVING,6911 W LIMA STREET,MILWAUKEE,WI,53223,(414) 797-4449,MILWAUKEE,PERRY,JAMAAL,Ideal Community Living LLC,PERRY,JAMAAL/DANA,PERRY,JAMAAL,9335 W MT ZION DRIVE,,WI,53224,(414) 839-8710,NONAMBULATORY,B,4,"$3,500.00","$10,000.00",,6-Apr-16,,X,X,,,X,X,X,X,,,X,X
0018304,INFINITY HOME HEALTH CARE,4471 NORTH 39TH STREET,MILWAUKEE,WI,53209,(414) 736-9615,MILWAUKEE,HOLLINS,KELLI,INFINITY HOME HEALTH CARE LLC,HOLLINS,KELLI,HOLLINS,KELLI,4471 NORTH 39TH STREET,,WI,53209,(414) 736-9615,NONAMBULATORY,B,4,,,,7-May-21,,X,,,,X,X,X,X,,,X,
0015106,INNOVATION COMMUNITY CARE HOME,4560 N 40TH STREET,MILWAUKEE,WI,53209-,(414) 449-2132,MILWAUKEE,SIMMONS,JOHNNIE MAE,"INNOVATION COMMUNITY CARE HOME, LLC",SIMMONS,JOHNNIE MAE,SIMMONS,JOHNNIE MAE,4560 N 40TH STREET,,WI,53209-,(414) 510-4893,AFH,B,4,"$2,871.00","$7,500.00",,2-Jul-14,,X,X,,,X,X,X,X,,X,X,X
