Facility ID,Facility Name,Address,City,State,Zip Code,Phone Number,County,Licensee,State Facility Type 2 Literal
14673,MENOMONEE PLACE,N84 W17147 MENOMONEE AVE,MENOMONEE FALLS,WI,53051-,(262) 255-4441,WAUKESHA,TAMARACK AID OPCO LLC,REGISTERED
10336,LINDENRIDGE,841 E VETERANS WAY,MUKWONAGO,WI,53149-,(262) 363-6830,WAUKESHA,LINDENGROVE INC,CERTIFIED
17260,HERITAGE MUSKEGO,S64 W13780 JANESVILLE RD,MUSKEGO,WI,53150,(414) 425-7155,WAUKESHA,HSL16 LLC,CERTIFIED
10349,PRO HEALTH CARE REGENCY SENIOR COMM MUSKEGO,W181 S8540 LODGE BLVD,MUSKEGO,WI,53150-,(262) 679-0888,WAUKESHA,NATIONAL REGENCY OF NEW BERLIN INC,CERTIFIED
10499,TUDOR OAKS,S77 W12929 MCSHANE DR,MUSKEGO,WI,53150-,(414) 529-0100,WAUKESHA,AMERICAN BAPTIST HOMES OF THE MIDWEST,REGISTERED
14206,TUDOR OAKS WINDSOR HOUSE,S77 W12929 MCSHANE DR,MUSKEGO,WI,53150-,(414) 529-0100,WAUKESHA,AMERICAN BAPTIST HOMES OF THE MIDWEST,CERTIFIED
14205,TUDOR OAKS WINDSOR MANOR,S77 W12929 MCSHANE DR,MUSKEGO,WI,53150-,(414) 529-0100,WAUKESHA,AMERICAN BAPTIST HOMES OF THE MIDWEST,CERTIFIED
13469,HERITAGE AT DEER CREEK,3585 S 147TH ST,NEW BERLIN,WI,53151-,(262) 789-6600,WAUKESHA,HERITAGE-2 LLC,CERTIFIED
10354,PRO HEALTH CARE REGENCY SENIOR COM NEW BERLIN,13750 W NATIONAL AVE,NEW BERLIN,WI,53151-,(262) 789-1699,WAUKESHA,NATIONAL REGENCY OF NEW BERLIN INC,CERTIFIED
18397,EVIN AT OCONOMOWOC SENIOR LIVING,1101 SILVER LAKE STREET,OCONOMOWOC,WI,53066,(262) 320-3846,WAUKESHA,KORU HEALTH LLC,CERTIFIED
16646,LAKE TERRACE APARTMENTS EAST,1340 WEST WISCONSIN AVENUE,OCONOMOWOC,WI,53066,(262) 560-6913,WAUKESHA,LUTHERAN HOMES OF OCONOMOWOC INC,CERTIFIED
10358,SHOREHAVEN TOWER,1305 W WISCONSIN AVE,OCONOMOWOC,WI,53066-,(262) 567-8341,WAUKESHA,LUTHERAN HOMES OF OCONOMOWOC INC,CERTIFIED
10378,WILKINSON WOODS V LLC,999 EAST SUMMIT AVE,OCONOMOWOC,WI,53066-,(262) 567-1166,WAUKESHA,WILKINSON WOODS V LLC,CERTIFIED
17007,CECELIA PLACE ASSISTED LIVING,1061 CECELIA DR,PEWAUKEE,WI,53072,(262) 695-6408,WAUKESHA,CECELIA SENIOR HOMES OF WEST ALLIS INC,REGISTERED
10324,KIRKLAND CROSSINGS RCAC,700 QUINLAN DR,PEWAUKEE,WI,53072-,(262) 695-5802,WAUKESHA,PRESBYTERIAN HOMES PARTNERS,CERTIFIED
14153,MATTHEWS OF PEWAUKEE RCAC,1109 CECELIA DR,PEWAUKEE,WI,53072-,(262) 695-6413,WAUKESHA,MATTHEWS SENIOR HOUSING LLC,CERTIFIED
16878,LAKE COUNTRY LANDING,2255 N STONEHEDGE TRL,SUMMIT,WI,53066,(262) 567-4912,WAUKESHA,NSH OCONOMOWOC LLC,CERTIFIED
11712,AVALON SQUARE,222 PARK PL,WAUKESHA,WI,53186-,(262) 446-9300,WAUKESHA,PRESBYTERIAN HOMES & SERVICES,CERTIFIED
13325,LINDENHEIGHTS RCAC,427 N UNIVERSITY DR,WAUKESHA,WI,53188-,(262) 524-6400,WAUKESHA,LINDENGROVE INC,CERTIFIED
18219,NEW PERSPECTIVE WAUKESHA,1701 EAST BROADWAY,WAUKESHA,WI,53186,(262) 955-1998,WAUKESHA,WAUKESHA OPS LLC,CERTIFIED
10356,OAK HILL TERRACE RCAC,1805 KENSINGTON DR,WAUKESHA,WI,53188-,(262) 548-1457,WAUKESHA,OAK HILL TERRACE V LLC,CERTIFIED
17241,SUMMIT WOODS,2501 SUMMIT AVE,WAUKESHA,WI,53188,(262) 521-1388,WAUKESHA,CHIARA COMMUNITIES INC,CERTIFIED
15337,ASTER ASSISTED LIVING OF CLINTONVILLE,38 N MAIN ST,CLINTONVILLE,WI,54929,(715) 823-4344,WAUPACA,ASHFORD MARTIN CORPORATION,CERTIFIED
11839,LIVING OAKS,505 WEST IOLA STREET,IOLA,WI,54945,(715) 445-4440,WAUPACA,IOLA LIVING ASSISTANCE INC,CERTIFIED
11417,WASHINGTON CENTER THE,500 W WASHINGTON ST,NEW LONDON,WI,54961,(920) 982-5354,WAUPACA,ST JOSEPH RESIDENCE THE WASHINGTON CENTER INC,CERTIFIED
10360,BETHANY PINES,50 SHADOW WOODS LANE,WAUPACA,WI,54981,(715) 258-5521,WAUPACA,BETHANY HOME INC,REGISTERED
15200,PARK VISTA RETIREMENT LIVING WAUPACA,950 COUNTY RD QQ,WAUPACA,WI,54981,(715) 256-0100,WAUPACA,PARK VISTA SENIOR HOUSING MANAGEMENT LLC,CERTIFIED
14633,PRESTON PLACE RCAC,401 PRESTON LN,REDGRANITE,WI,54970,(920) 566-0790,WAUSHARA,PRESTON PLACE INC,CERTIFIED
14478,HEARTLAND HOUSE RCAC,668 W CUMMINGS RD,WAUTOMA,WI,54982,(920) 787-2467,WAUSHARA,HEARTLAND HOUSE INC,CERTIFIED
12407,SILVER LAKE MANOR RCAC,N2641 17TH LANE,WAUTOMA,WI,54982,(920) 787-7141,WAUSHARA,SILVER LAKE MANOR LLC,CERTIFIED
10366,HERITAGE ASSISTED LIVING,2600 S HERITAGE WOODS DR,APPLETON,WI,54915-,(920) 738-3000,WINNEBAGO,THEDACARE INC,REGISTERED
10375,TOUCHMARK ON WEST PROSPECT,2601 TOUCHMARK DR,APPLETON,WI,54914-,(920) 832-9100,WINNEBAGO,TOUCHMARK ON WEST PROSPECT LLC,REGISTERED
10359,ALEXANDRITE MANOR VNA APARTMENTS,1537 LYON DRIVE,NEENAH,WI,54956-,(920) 727-5544,WINNEBAGO,VNA APARTMENTS INC,REGISTERED
18450,EMERALD RIDGE OF NEENAH,130 BYRD AVE,NEENAH,WI,54956,(920) 722-5100,WINNEBAGO,IVY LANE LLC,CERTIFIED
14664,ISLAND SHORES,131 E NORTH WATER ST,NEENAH,WI,54956-,(920) 980-4055,WINNEBAGO,SL NEENAH LLC,CERTIFIED
14668,BELLA VISTA,631 HAZEL ST,OSHKOSH,WI,54901-,(920) 233-6667,WINNEBAGO,SL HAZEL OSHKOSH LLC,CERTIFIED
10361,EVERGREEN GARDEN PLACE,1130 NORTH WESTFIELD STREET,OSHKOSH,WI,54901-,(920) 426-7366,WINNEBAGO,EVERGREEN RETIREMENT COMMUNITY INC,REGISTERED
10363,GABRIELS VILLA,215 N WESTFIELD ST,OSHKOSH,WI,54902-,(920) 236-0700,WINNEBAGO,LUTHERAN HOMES OF OSHKOSH INC,REGISTERED
12240,ASTER ASSISTED LIVING OF MARSHFIELD,305 S CHESTNUT AVENUE,MARSHFIELD,WI,54449-,(715) 384-6611,WOOD,ASHFORD MARTIN CORP,CERTIFIED
16877,NEKOOSA COURT,145 N CEDAR ST,NEKOOSA,WI,54457,(715) 886-5353,WOOD,NSH NEKOOSA LLC,CERTIFIED
12659,ARBORWOOD LODGE,1175 BLUE IRIS CT,WISCONSIN RAPIDS,WI,54494-,(715) 712-1299,WOOD,CRYSTAL FOUNTAINS ASSISTED LIVING LLC,CERTIFIED
16627,HILLTOP GRAND VILLAGE INC,1400 24TH ST S,WISCONSIN RAPIDS,WI,54494,(715) 423-7400,WOOD,HILLTOP GRAND VILLAGE INC,CERTIFIED
13051,RENAISSANCE (THE),1500 PEPPER AVE,WISCONSIN RAPIDS,WI,54494-,(715) 424-6500,WOOD,RENNES ASSISTED LIVING CORP,CERTIFIED
17953,RIVER RUN ASSISTED LIVING,1400 RIVER RUN DR,WISCONSIN RAPIDS,WI,54494,(715) 421-1400,WOOD,NSH WISCONSIN RAPIDS RIVER RUN LLC,REGISTERED
