Facility ID,Facility Name,Street,City,State,Zip Code,Phone Number,County,Contact Last Name,Contact First Name,Corporate Name,Licensee Last Name,Licensee First Name,Mailing Contact Last Name,Mailing Contact First Name,Mailing Street,Mailing City,Mailing State,Mailing Zip Code,Licensee Phone Number,Class,Gender,Capacity,Low Rate,High Rate,Date Probationary Issued,Date Regular Issued,Region,Waiver Certified Independent CBRF Apartments,Traumatic Brain Injury,Terminally Ill,Public Funding,Pregnant Women Counselling,Physically Disabled,Irreversible Dementia Alzeimers,Emotionally Disturbed Mental Illness,Developmentally Disabled,Correctional Clients,Alcohol Drug Dependent,Advanced Aged,HCBS Compliant
12162,MARANATHA HOUSE TACOMA (THE),6811 N TACOMA ST,MILWAUKEE,WI,53224-4748,(414) 446-8448,MILWAUKEE,CROWLEY,DEBORAH,AD2LUV LLC,CROWLEY,DEBORAH,HOWARD,UNDRAYE,W257 S5208 WOOD LILLY LANE,WAUKESHA,WI,53224-,(414) 873-0515,CLASS CA (AMBULATORY),B,5,3646,3846,7-Feb-08,1-Feb-09,SOUTHEASTERN REGION,,X,,,,,X,X,X,,,X,X
310016,MATT TALBOT RECOVERY CENTER,2613 W North Ave,MILWAUKEE,WI,53205-,(414) 342-5474,MILWAUKEE,DESHAZOR,ANTONIO,MATT TALBOT RECOVERY SERVICES INC,RAJANI,KARL,Rajani,Karl,P O  BOX 20007,GREENFIELD,WI,53220,(414) 342-5474,CLASS AA (AMBULATORY),M,26,3240,4860,1-Dec-86,1-Dec-87,SOUTHEASTERN REGION,,,,X,,,,X,,X,X,,
310697,META HOUSE,2618 N BREMEN ST,MILWAUKEE,WI,53212,(414) 962-1200,MILWAUKEE,ULLSTRUP,CHRISTINE A,META HOUSE INC,SCHNEIDERMAN,ELLEN,ULLSTRUP,CHRISTINE,2625 N WEIL ST,MILWAUKEE,WI,53212,(414) 962-1200,CLASS AA (AMBULATORY),B,15,5100,9000,15-May-98,1-Dec-98,SOUTHEASTERN REGION,,,,,,,,,,,X,,
310044,META HOUSE RIVERWEST CAMPUS NORTH,2626 N BREMEN ST,MILWAUKEE,WI,53212-,(414) 962-1200,MILWAUKEE,ULLSTRUP,CHRISTINE,META HOUSE INC,SCHNEIDERMAN,ELLEN,ULLSTRUP,CHRISTINE,2625 N WEIL STREET,MILWAUKEE,WI,53212-,(414) 962-1200,CLASS AA (AMBULATORY),F,20,5100,9000,1-Apr-88,1-Apr-89,SOUTHEASTERN REGION,,,,X,,,,,,,X,,
14598,MILWAUKEE CATHOLIC HOME,2330 NORTH PROSPECT AVENUE,MILWAUKEE,WI,53211,(414) 220-4610,MILWAUKEE,OWENS,THERESA,MILWAUKEE CATHOLIC HOME,,,SHAUGHNESSY,PATRICK,2330 NORTH PROSPECT AVENUE,MILWAUKEE,WI,53211,,CLASS CNA (NONAMBULATORY),B,27,4950,5600,21-Oct-14,,SOUTHEASTERN REGION,,,,,,,X,,,,,X,
17167,MORE THAN A HOME CBRF,10135 WEST HAMPTON AVE,MILWAUKEE,WI,53225,(414) 585-9177,MILWAUKEE,MONNIE-NORTON,LYNELL,MORE THAN A HOME CBRF,MONNIE-NORTON,LYNELL,MONNIE-NORTON,LYNELL,PO BOX 888,MENOMONEE FALLS,WI,53052,(414) 875-7496,CLASS CNA (NONAMBULATORY),B,8,4500,7000,1-Jan-20,21-Dec-20,SOUTHEASTERN REGION,,X,X,,,X,X,X,X,,,,
15064,MORGAN HOUSE,3749 3751 S 80TH STREET,MILWAUKEE,WI,53220-,(414) 459-3014,MILWAUKEE,FARNAND,JORDAN,MCFI dba WHOLE HEALTH CLINICAL GROUP,ZYWICKI,TERRI,FARNAND,JORDAN,932 S 60TH STREET,MILWAUKEE,WI,53220-,(414) 459-3014,CLASS AA (AMBULATORY),F,8,3876,3876,,5-Aug-14,SOUTHEASTERN REGION,,,,,,,,X,,,,,X
14595,NEXT STEP IN RESIDENTIAL SERVICES EDGERTON,5255 SOUTH 18TH STREET,MILWAUKEE,WI,53221-,,MILWAUKEE,SVEDA,DOUG,"NEXT STEP IN RESIDENTIAL SERVICES, LLC",,,SVEDA,DOUG,PO BOX 14185,WEST ALLIS,WI,53221-,(262) 784-1840,CLASS CNA (NONAMBULATORY),B,5,5312,5312,18-Jun-13,1-Jul-14,SOUTHEASTERN REGION,,X,,X,,X,,X,X,,,X,X
16600,NEXT STEP IN RESIDENTIAL SERVICES RAMSEY,2524 W RAMSEY AVE,MILWAUKEE,WI,53221,(414) 322-9939,MILWAUKEE,SVEDA,DOUG,NEXT STEP IN RESIDENTIAL SERVICES LLC,SVEDA,DOUG,SVEDA,DOUG,PO BOX 14185,WEST ALLIS,WI,53214,(262) 784-1840,CLASS CNA (NONAMBULATORY),B,6,3968,4492,9-May-17,1-May-18,SOUTHEASTERN REGION,,X,,X,,X,,X,X,,,X,
12672,OKLAHOMA GROUP HOME,3245 S 24TH ST,MILWAUKEE,WI,53215-,(414) 662-5777,MILWAUKEE,ZOCH,JESSICA,PHOENIX CARE SYSTEMS INC,ZOCH,JESSICA,ZOCH,JESSICA,5555 N 51ST BLVD,MILWAUKEE,WI,53215-,(414) 527-6970,CLASS AA (AMBULATORY),B,8,,,1-May-09,1-May-10,SOUTHEASTERN REGION,,,,,,,,X,,,,,X
12752,PARKWAY HOUSE,2780 N MENOMONEE RIVER PKWY,MILWAUKEE,WI,53222-,(414) 771-7326,MILWAUKEE,Schoner,Robert,MILOUDI INC,LAHRACHE,ABDELILLAH,LAHRACHE,SAM HASSAN,W274 S4025 TIMBER TRAIL,WAUKESHA,WI,53222-,(262) 271-0993,CLASS AS (SEMIAMBULATORY),B,8,3180,3450,1-Jul-09,1-Jul-10,SOUTHEASTERN REGION,,,,X,,,X,X,X,,,X,X
310022,PARSONS HOUSE,2930 N 25TH ST,MILWAUKEE,WI,53206-,(414) 445-3301,MILWAUKEE,LANDON,ARTIS,WISCONSIN COMMUNITY SERVICES INC,HELD,HARVEY,LANDON,ARTIS,3732 W WISCONSIN AVE SUITE 320,MILWAUKEE,WI,53206-,(414) 290-0400,CLASS AA (AMBULATORY),B,40,0,2708,24-May-83,30-Jun-83,SOUTHEASTERN REGION,,,,,,,,,,X,,,
310223,PEACE RESIDENTIAL HOME,6477 N 91ST ST,MILWAUKEE,WI,53224-,(414) 353-4441,MILWAUKEE,VORPAGEL,DONNA,PEACE RESIDENTIAL HOME INC,VORPAGEL,DONNA,VORPAGEL,DONNA,6477 N 91ST ST,MILWAUKEE,WI,53224-,(414) 353-4441,CLASS CNA (NONAMBULATORY),B,8,2184,2586,10-Jan-95,10-Jan-96,SOUTHEASTERN REGION,,,,,,,,,X,,,,X
15456,PEACEFUL BLESSED HOME,2324 W WHITAKER AVE,MILWAUKEE,WI,53221,(414) 625-0500,MILWAUKEE,YAN,SAMRA,PEACEFUL BLESSED HOME,RAYYAN,MAHMOUD,RAYYAN,MAHMOUD,2324 W WHITAKER AVE,MILWAUKEE,WI,53221,(414) 625-0500,CLASS CNA (NONAMBULATORY),B,8,2900,3300,15-Jan-16,,SOUTHEASTERN REGION,,X,X,,,X,X,X,X,,,X,X
10546,PRESTIGIOUS ACADEMY INC,2624 N 16TH ST,MILWAUKEE,WI,53206-,(414) 265-8181,MILWAUKEE,HARVEY,VERDELLA,PRESTIGIOUS ACADEMY INC,HARVEY,VERDELLA,HARVEY,VERDELLA,PO BOX 6468,MILWAUKEE,WI,53206-,(414) 265-8181,CLASS AA (AMBULATORY),B,8,3600,4200,5-Jan-05,1-Jul-05,SOUTHEASTERN REGION,,,,X,,,,X,X,,,X,X
11926,PRESTIGIOUS ACADEMY INC II,2628 N 16TH ST,MILWAUKEE,WI,53206-,(414) 265-8181,MILWAUKEE,HARVEY,VERDELLA,PRESTIGIOUS ACADEMY INC,HARVEY,VERDELLA,HARVEY,VERDELLA,PO BOX 6468,MILWAUKEE,WI,53206-,(414) 247-9444,CLASS AA (AMBULATORY),B,8,2750,3750,4-Aug-08,1-Mar-09,SOUTHEASTERN REGION,,,,,,X,,X,X,,X,X,X
9366,PRIMROSE RESIDENTIAL FACILITY,3910 3910A W BURLEIGH ST,MILWAUKEE,WI,53210-,(414) 445-3607,MILWAUKEE,GLADNEY,SHIRLEY,SHIRLEY GLADNEY,GLADNEY,SHIRLEY,GLADNEY,SHIRLEY,3910 W BURLEIGH ST,MILWAUKEE,WI,53210-,(414) 462-0802,CLASS AA (AMBULATORY),B,7,3500,4000,5-Apr-02,1-May-03,SOUTHEASTERN REGION,,,,X,,,,X,X,,,X,X
310204,RESIDENTIAL LIVING SERVICES,1628 N 19TH ST,MILWAUKEE,WI,53205-,(414) 342-9324,MILWAUKEE,HARRIS,JOANN,RESIDENTIAL LIVING SERVICES INC,HARRIS,JOANN,HARRIS,JOANN,PO BOX 05613,MILWAUKEE,WI,53205-,(414) 345-8243,CLASS CA (AMBULATORY),B,7,3300,3300,15-Sep-94,15-Sep-95,SOUTHEASTERN REGION,,,,,,X,,X,X,,,X,X
310271,RESIDENTIAL LIVING SERVICES II,1624 N 19TH ST,MILWAUKEE,WI,53205-,(414) 345-8243,MILWAUKEE,HARRIS,JOANN,RESIDENTIAL LIVING SERVICES INC,HARRIS,JOANN,HARRIS,JOANN,PO BOX 05613,MILWAUKEE,WI,53205-,(414) 933-3929,CLASS CNA (NONAMBULATORY),B,7,3300,3300,3-Mar-98,1-Oct-98,SOUTHEASTERN REGION,,,,,,X,,X,X,,,X,X
17822,SAINT JOHNS ON THE LAKE,1858 N PROSPECT AVE,MILWAUKEE,WI,53202,(414) 272-2022,MILWAUKEE,GEORGE,JOHN,SAINT JOHNS COMMUNITIES INC,ANDERSON,RENEE,GEORGE,JOHN,1840 N PROSPECT AVE,MILWAUKEE,WI,53202,(414) 831-6880,CLASS CNA (NONAMBULATORY),B,60,6560,8110,,8-Jan-20,SOUTHEASTERN REGION,,,,,,X,X,,,,,X,
12742,SILVER VIEW LLC,9215 W SILVER SPRING DR,MILWAUKEE,WI,53225,(414) 464-0557,MILWAUKEE,ESTES,DESNY,SILVER VIEW LLC,FILLER,MARY,FILLER,MARY,19913 SPRING ST,UNION GROVE,WI,53182,(262) 989-5382,CLASS CNA (NONAMBULATORY),B,23,2800,3700,8-Apr-09,1-Apr-10,SOUTHEASTERN REGION,,,,X,,X,X,X,X,,,X,X
12345,ST ANNES HOME FOR THE ELDERLY CBRF,3800 N 92ND ST,MILWAUKEE,WI,53222-,(414) 463-7570,MILWAUKEE,KRAHN,JANET,ST ANNES HOME FOR THE ELDERLY MILWAUKEE INC,VOGT,LYNN,KRAHN,JANET,3800 N 92ND ST,MILWAUKEE,WI,53222-,(414) 463-7570,CLASS CNA (NONAMBULATORY),B,55,5100,6400,31-Mar-09,1-Apr-10,SOUTHEASTERN REGION,,,,,,,X,,,,,X,
15711,ST ANNES MISSION COURT CBRF,3800 N 92ND STREET,MILWAUKEE,WI,53222,(414) 463-7570,MILWAUKEE,KRAHN,JANET,ST ANNES HOME FOR THE ELDERLY MILW INC,KRAHN,JANET,KRAHN,JANET,3800 N 92ND STREET,MILWAUKEE,WI,53222,(414) 463-7570,CLASS CNA (NONAMBULATORY),B,28,5100,5700,,28-Sep-15,SOUTHEASTERN REGION,,,X,X,,X,X,,,,,X,
18202,ST RITA SQUARE I,728 EAST PLEASANT STREET,MILWAUKEE,WI,53202,(414) 485-6600,MILWAUKEE,PALZKILL,TYLER,CAPRI COMMUNITIES LLC,TARANTINO,JAMES,CHOBAN,GLEN,20875 CROSSROADS CIRCLE,WAUKESHA,WI,53186,(262) 798-1224,CLASS CNA (NONAMBULATORY),B,22,3575,9475,20-Aug-20,,SOUTHEASTERN REGION,,,X,,,X,X,,,,,X,
18203,ST RITA SQUARE II,728 EAST PLEASANT STREET,MILWAUKEE,WI,53202,(414) 485-6600,MILWAUKEE,PALZKILL,TYLER,CAPRI COMMUNITIES LLC,TARANTINO,JAMES,CHOBAN,GLEN,20875 CROSSROADS CIRCLE,WAUKESHA,WI,53186,(262) 798-1224,CLASS CNA (NONAMBULATORY),B,28,6385,9125,20-Aug-20,,SOUTHEASTERN REGION,,,X,,,X,X,,,,,X,X
16898,SUITES AT GREENFIELD (THE),5790 S 27TH ST,MILWAUKEE,WI,53221,(414) 282-1300,MILWAUKEE,BOHMAN,ANNETTE,THE SUITES AT GREENFIELD,DAVIS,YEHOSHUA,BOHMAN,ANNETTE,5790 S 27TH ST,MILWAUKEE,WI,53221,(414) 282-1300,CLASS CNA (NONAMBULATORY),B,49,4000,6000,22-Feb-18,22-Feb-18,SOUTHEASTERN REGION,,,X,,,X,X,X,,,,X,
17247,THIS HOUSE IS A HOME CBRF,10135 W HAMPTON AVE STE 1,MILWAUKEE,WI,53225,(414) 975-2658,MILWAUKEE,TRIMBLE,KAI,THIS HOUSE IS A HOME CBRF LLC,TRIMBLE,KAI,TRIMBLE,KAI,10135 W Hampton Ave STE 1,Milwaukee,WI,53225,(414) 745-4392,CLASS CNA (NONAMBULATORY),B,8,3000,15000,1-Dec-19,,SOUTHEASTERN REGION,,X,X,,,X,X,X,X,,,,
9472,TRINITY HEALTH CARE INC,5605 W CUSTER AVE,MILWAUKEE,WI,53218-,(414) 466-6664,MILWAUKEE,ADENIYI,FOLAKE ROSE,TRINITY HEALTH CARE INC,ADENIYI,ADETOYE,ADENIYI,FOLAKE ROSE,5605 W CUSTER AVE,MILWAUKEE,WI,53218-,(414) 466-6664,CLASS CNA (NONAMBULATORY),F,6,3151,3900,23-Jan-02,1-Feb-03,SOUTHEASTERN REGION,,,,,,X,,,X,,,X,X
14682,UCC LATINAS UNIDAS,1123 SOUTH 6TH STREET,MILWAUKEE,WI,53204-,(414) 643-8530,MILWAUKEE,RUIZ,JUAN,"UNITED COMMUNITY CENTER, INC",,,RUIZ,JUAN,1028 S 9TH STREET,MILWAUKEE,WI,53204-,(414) 384-3100,CLASS AA (AMBULATORY),F,16,,4540,31-Jan-14,14-Jan-15,SOUTHEASTERN REGION,,,,,,,,,,,X,,
15900,UNCAS HOUSE,429 WEST UNCAS AVENUE,MILWAUKEE,WI,53207,(414) 510-7668,MILWAUKEE,DESHAZOR,ANTONEO,MATT TALBOT RECOVERY SERVICES INC,RAJANI,KARL,RAJANI,KARL,PO BOX 20007,GREENFIELD,WI,53207-0007,(414) 342-5474,CLASS CNA (NONAMBULATORY),M,8,600,18000,28-Dec-15,,SOUTHEASTERN REGION,,,,X,,,,X,,,,,
12894,UNITED COMMUNITY CENTER  ART 1,604 W SCOTT ST,MILWAUKEE,WI,53204-,(414) 643-8530,MILWAUKEE,RUIZ,JUAN,UNITED COMMUNITY CENTER INC,OLIVIERI,JOSE,RUIZ,JUAN A.,1028 S 9TH ST,MILWAUKEE,WI,53204-,(414) 384-3100,CLASS AA (AMBULATORY),M,15,4440,4440,13-Aug-09,1-Aug-10,SOUTHEASTERN REGION,,,,X,,,,,,,X,,
16573,UNITED COMMUNITY CENTER LATINAS UNIDAS 2,614 W SCOTT ST,MILWAUKEE,WI,53204,(414) 643-8530,MILWAUKEE,RUIZ,JUAN,UNITED COMMUNITY CENTER,RUIZ,JUAN,RUIZ,JUAN,1028 S 9TH ST,MILWAUKEE,WI,53204,(414) 384-3100,CLASS AA (AMBULATORY),F,16,146,250,,27-Apr-17,SOUTHEASTERN REGION,,,,,,,,,,,X,,
310120,VILLA ST FRANCIS,1910 W OHIO AVE,MILWAUKEE,WI,53215-,(414) 649-2888,MILWAUKEE,SEEGERT,SUSAN,VILLA ST FRANCIS INC,SEEGERT,SUSAN,SEEGERT,SUSAN,1910 W OHIO AVE,MILWAUKEE,WI,53215-,(414) 649-2888,CLASS CNA (NONAMBULATORY),B,134,3300,8644,18-Oct-90,18-Oct-91,SOUTHEASTERN REGION,,X,,X,,,X,,,,,X,
15017,VILLARD CRC,5409 VILLARD AVENUE,MILWAUKEE,WI,53225-,(414) 476-9675,MILWAUKEE,CHIANELLI,JOHN,MCFI dba WHOLE HEALTH CLINICAL GROUP,ZYWICKI,TERI,CHIANELLI,JOHN,932 S 60TH STREET,MILWAUKEE,WI,53225-,(414) 459-3014,CLASS AA (AMBULATORY),B,12,13500,13500,,11-Aug-14,SOUTHEASTERN REGION,,X,,,,X,,X,X,,X,,
17608,WABASH HOME,7716 W WABASH CT,MILWAUKEE,WI,53223,(414) 797-2343,MILWAUKEE,Dejosha,Kurosh,WILLOWBROOK SENIOR LIVING LLC,DEJGOSHA,KUROSH,DEJGOSHA,KUROSH,1345 N JEFFERSON ST STE 328,MILWAUKEE,WI,53202,(217) 553-3065,CLASS AS (SEMIAMBULATORY),B,20,3000,6000,1-May-19,1-May-20,SOUTHEASTERN REGION,,,,X,,,,X,,,,X,X
12706,WASHINGTON HEIGHTS MANOR,1506 1510 N 48TH ST,MILWAUKEE,WI,53208-,(262) 389-1461,MILWAUKEE,PATEL,RAKESH/SHANNON,WORLDWIDE ESTATE INC,PATEL,RAKESH,PATEL,RAKESH,PO BOX 601,BUTLER,WI,53208-,(262) 389-1461,CLASS AA (AMBULATORY),B,8,3200,7500,30-Mar-09,1-Apr-10,SOUTHEASTERN REGION,,,,,,,X,X,X,,,X,X
16797,WASHINGTON HEIGHTS MANOR II,10620 W GREENWOOD TERRACE,MILWAUKEE,WI,53224,(262) 389-1461,MILWAUKEE,PATEL,RAKESH,WORLDWIDE ESTATE INC,PATEL,RAKESH,PATEL,RAKESH,12420 HAMPTON AVE PO BOX 601,BUTLER,WI,53007,(262) 389-1461,CLASS AA (AMBULATORY),B,8,3000,8000,,15-Aug-17,SOUTHEASTERN REGION,,X,,,,,X,X,X,,,X,
18128,WHOLE HEALTH CLINICAL GROUP,5566 NORTH 69TH STREET,MILWAUKEE,WI,53203,(414) 476-9631,MILWAUKEE,CHIANELLI,JOHN,MCFI dba WHOLE HEALTH CLINICAL GROUP,CHIANELLI,JOHN,CHIANELLI,JOHN,932 SOUTH 60TH STREET,MILWAUKEE,WI,53214,(414) 476-9675,CLASS AA (AMBULATORY),B,12,0,0,25-Feb-21,,SOUTHEASTERN REGION,,X,,,,X,,X,X,,X,,
310672,WILLOWGLEN ACADEMY HOWARD HOUSE,3959 3961 S 51ST ST,MILWAUKEE,WI,53220-,(414) 527-6970,MILWAUKEE,ZOCH,JESSICA,PHOENIX CARE SYSTEMS INC,ZOCH,JESSICA,ZOCH,JESSICA,5555 N 51 ST BLVD,MILWAUKEE,WI,53218,(414) 527-6970,CLASS CA (AMBULATORY),B,8,4224,8332,1-May-92,1-May-93,SOUTHEASTERN REGION,,,,,,,,,X,,,,X
14863,AUTUMN CREEK CQS LLC,8035 S CECILY DRIVE,OAK CREEK,WI,53154-,,MILWAUKEE,SCHOENLEBER,BRIAN,"AUTUMN CREEK CQS, LLC",SCHOENLEBER,BRIAN,SCHOENLEBER,BRIAN,8035 S CECILY DRIVE,OAK CREEK,WI,53154-,(414) 397-4176,CLASS CS (SEMIAMBULATORY),B,8,2900,3500,18-Dec-13,5-Dec-14,SOUTHEASTERN REGION,,,,,,,X,,X,,,X,X
16326,AUTUMN CREEK II CQS LLC,1326 WILLOW DR,OAK CREEK,WI,53154,(414) 397-4176,MILWAUKEE,SCHOENLEBER,BRIAN,AUTUMN CREEK II CQS LLC,SCHOENLEBER,BRIAN,SCHOENLEBER,BRIAN,5300 S 108 ST STE 2,HALES CORNERS,WI,53130,(414) 397-4176,CLASS ANA (NONAMBULATORY),B,20,,,13-Oct-16,,SOUTHEASTERN REGION,,,,,,X,,X,X,,,X,
15228,AUTUMN OAKES,1110 W OAKWOOD RD,OAK CREEK,WI,53154,(414) 766-0915,MILWAUKEE,DESAI,BETH,AUTUMN OAKES INC,DESAI,BETH,DESAI,BETH,1110 W OAKWOOD RD,OAK CREEK,WI,53154,(262) 498-3098,CLASS CNA (NONAMBULATORY),B,8,3400,3800,22-Sep-14,,SOUTHEASTERN REGION,,,,X,,,X,,,,,X,X
16675,AZURA MEMORY CARE OF OAK CREEK,8772 S MAYHEW DR,OAK CREEK,WI,53154,,MILWAUKEE,TUJANI,EGRISELDA,AZURA OAK CREEK LLC,MCCLELLAN,JOSH,KREIDER,JILL,1233 MAYFAIR RD STE 301,MILWAUKEE,WI,53226,(303) 909-4081,CLASS CNA (NONAMBULATORY),B,24,4950,9075,27-Jul-17,,SOUTHEASTERN REGION,,,,,,,X,,,,,X,X
16676,AZURA MEMORY CARE OF OAK CREEK II,8774 S MAYHEW DR,OAK CREEK,WI,53154,,MILWAUKEE,TUJANI,EGRISELDA,AZURA OAK CREEK II LLC,MCCLELLAN,JOSH,KREIDER,JILL,1233 MAYFAIR RD STE 301,MILWAUKEE,WI,53226,(303) 909-4081,CLASS CNA (NONAMBULATORY),B,24,4600,8550,20-Sep-17,1-Oct-18,SOUTHEASTERN REGION,,,,,,,X,,,,,X,X
11567,COUNTRY VIEW,10507 S CHICAGO AVE,OAK CREEK,WI,53154-,(414) 764-3303,MILWAUKEE,HUSEMANN,TARA,GOLDEN OAK CREST LLC,TERESINSKI,JOHN,TERESINSKI,JOHN,2448 S 102nd St Suite 305,West Allis,WI,53154-,(414) 764-3303,CLASS CNA (NONAMBULATORY),B,50,3000,4600,29-Aug-06,1-Mar-07,SOUTHEASTERN REGION,,,,X,,,X,X,,,,X,X
12788,CREEK SIDE MANOR,8841 S 13TH ST,OAK CREEK,WI,53154-,(414) 764-1970,MILWAUKEE,SIEVERT,WENDY,CARING ALTERNATIVES LLC,SIEVERT,WENDY,SIEVERT,WENDY,PO BOX 308,OAK CREEK,WI,53154-,(414) 305-9533,CLASS CNA (NONAMBULATORY),B,23,3400,4950,17-Jun-09,1-Jul-10,SOUTHEASTERN REGION,,,,X,,,X,,,,,X,X
13958,CREEK SIDE TERRACE,8861 S 13TH ST,OAK CREEK,WI,53154-,(414) 856-9300,MILWAUKEE,SIEVERT,WENDY,CARING ALTERNATIVES LLC,,,SIEVERT,WENDY,P.O. BOX 308,OAK CREEK,WI,53154-,(414) 305-9533,CLASS CNA (NONAMBULATORY),B,29,3400,6450,12-Dec-11,1-Dec-12,SOUTHEASTERN REGION,,,,,,,X,,,,,X,X
13620,ELIZABETH RESIDENCE OAK CREEK,10441 S NICHOLSON RD,OAK CREEK,WI,53154,(414) 762-5118,MILWAUKEE,COURY,RICHARD,,COURY,RICHARD F,COURY,RICHARD,6340 N GREEN BAY AVE,GLENDALE,WI,53209,(414) 540-4141,CLASS CNA (NONAMBULATORY),B,20,4000,6000,16-Mar-11,1-Mar-12,SOUTHEASTERN REGION,,,,,,,X,,,,,X,X
14857,IVY TERRACE,6606 S CRANE DRIVE,OAK CREEK,WI,53154-,(414) 762-5123,MILWAUKEE,MOREY,DANIELLE,LIVE TO SERVE LLC,MOREY,DANIELLE,MOREY,DANIELLE,8141 FOLEY RD,RACINE,WI,53154-,(414) 762-5123,CLASS AS (SEMIAMBULATORY),B,8,3400,3600,3-Jan-14,3-Jan-15,SOUTHEASTERN REGION,,,,,,,,,X,,,X,X
14183,MATTHEWS OF OAK CREEK,7550 S 13TH ST,OAK CREEK,WI,53154-,(414) 768-8889,MILWAUKEE,WEAVER,ROTH,MATTHEWS SENIOR HOUSING LLC,,,OSTROM,THOMAS,101 N WACKER DRIVE  STE 616,CHICAGO,IL,53154-,(312) 623-0884,CLASS CNA (NONAMBULATORY),B,20,4020,7000,15-Jun-12,1-Jun-13,SOUTHEASTERN REGION,,X,X,,,X,X,,X,,,X,X
17782,MITCHELL MANOR OAK CREEK,8740 S OAK PARK DR,OAK CREEK,WI,53154,(414) 766-2100,MILWAUKEE,GRANGER,PAUL,SNH WIS TENANT LLC,FRANCIS,JENNIFER,NEWCOMB,LISA,400 CENTER ST  ATTN  LICENSING,NEWTON,MA,2458,(617) 796-8350,CLASS CNA (NONAMBULATORY),B,24,5675,6300,1-Jan-20,1-Jan-21,SOUTHEASTERN REGION,,,X,,,X,X,,,,,X,X
17746,OAK PARK PLACE OF OAK CREEK,1980 WEST RAWSON AVENUE,OAK CREEK,WI,53154,(414) 216-3737,MILWAUKEE,BRABAND,TIM,OAK PARK PLACE OF OAK CREEK LLC,FRANK,SCOTT,FRANK,HAYDEN,719 JUPITER DRIVE,MADISON,WI,53718,(608) 729-2910,CLASS CNA (NONAMBULATORY),B,90,2100,4300,,12-Dec-19,SOUTHEASTERN REGION,,,,,,,X,,,,,X,
18409,TRINITY HOME LLC,10320 SOUTH HUMMINGBIRD LANE,OAK CREEK,WI,53154,(414) 762-3763,MILWAUKEE,WESTCOMB,DANIELLE,TRINITY HOME LLC,WESTCOMB,DANIELLE,WESTCOMB,DANIELLE,8141 FOLEY ROAD,OAK CREEK,WI,53402,(309) 368-1825,CLASS CNA (NONAMBULATORY),B,8,3000,4000,,1-Mar-21,SOUTHEASTERN REGION,,X,,,,X,X,,X,,,X,
17496,WATERS OF OAK CREEK (THE),8000 S MARKET ST,OAK CREEK,WI,53154,(414) 574-0900,MILWAUKEE,BUDRECK,DANIEL,THE WATERS OF OAK CREEK LLC,KOZIKOWSKI,TAMARA,STROMMEN,LORI,1600 HOPKINS CROSSROADS,MINNETONKA,MN,55305,(952) 358-5100,CLASS CNA (NONAMBULATORY),B,16,3500,9500,29-Mar-19,,SOUTHEASTERN REGION,,,,,,,X,,,,,X,
15906,HARBORCHASE OF SHOREWOOD,1111 E CAPITOL DR,SHOREWOOD,WI,53211,(414) 436-0311,MILWAUKEE,KEALEY,KEN,CHP SHOREWOOD WI TENANT CORP,MADDRON,KEVIN,KEALEY,KEN,1111 E CAPITOL DR,SHOREWOOD,WI,53211,(407) 650-1000,CLASS CNA (NONAMBULATORY),B,41,5795,7495,8-Dec-15,8-Dec-16,SOUTHEASTERN REGION,,,,X,,,X,,,,,X,X
310026,META HOUSE III,3924 3926 N MARYLAND AVE,SHOREWOOD,WI,53211-,(414) 962-1200,MILWAUKEE,ULLSTRUP,CHRISTINE,META HOUSE INC,PATEL,DEBORAH,ULLSTRUP,CHRISTINE,2625 N WEIL STREET,MILWAUKEE,WI,53211-0000,(414) 962-1200,CLASS AA (AMBULATORY),F,8,5100,9000,30-Nov-84,30-Nov-85,SOUTHEASTERN REGION,,,,,,,,,,,X,,
16783,FRANCIS HOUSE,3601 S CHICAGO AVE,SOUTH MILWAUKEE,WI,53172,(414) 570-6208,MILWAUKEE,GULOCK,MIKE,CHI LIVING COMMUNITIES,DOLYK,WENDY,GULOCK,MIKE,3601 S CHICAGO AVE,SOUTH MILWAUKEE,WI,53172,(419) 357-2877,CLASS CNA (NONAMBULATORY),B,64,6074,6339,14-Aug-17,,SOUTHEASTERN REGION,,,,X,,,X,,,,,,
16782,FRANCISCAN GARDENS,1000 WILLIAMS AVE,SOUTH MILWAUKEE,WI,53172,(414) 764-4100,MILWAUKEE,GULOCK,MIKE,CHI LIVING COMMUNITIES,DOLYK,WENDY,GULOCK,MIKE,1000 WILLIAMS AVE,SOUTH MILWAUKEE,WI,53172,(419) 357-2877,CLASS CNA (NONAMBULATORY),B,60,6000,6309,14-Aug-17,,SOUTHEASTERN REGION,,,,X,,,X,,,,,,X
14654,OAK CREEK PLACE,3829 S CHICAGO AVE,SOUTH MILWAUKEE,WI,53172-,(414) 762-3838,MILWAUKEE,GREASER,MANDY,CREST AID OPCO LLC,,,POC/Legal Dept,Attn:,"330 N. Wabash Ave., Ste. 3700",Chicago,IL,60611,(415) 995-5135,CLASS CNA (NONAMBULATORY),B,75,2766,5791,11-Jul-13,,SOUTHEASTERN REGION,,,,,,X,X,,,,,X,
