Facility ID,Facility Name,Address,City,State,Zip Code,Phone Number,County,Licensee,State Facility Type 2 Literal,Capacity
13732,NEXT STEP 68TH STREET HOUSE,2817-2819 S 68TH ST,MILWAUKEE,WI,53219-,(414) 321-5990,MILWAUKEE,NEXT STEP IN RESIDENTIAL SERVICES,AFH,4
14741,NEXT STEP IN RES SERVICES CLEVELAND,2633 S 68TH STREET,MILWAUKEE,WI,53219-,(414) 763-7528,MILWAUKEE,NEXT STEP IN RESIDENTIAL SERVICES LLC,AFH,4
15681,NEXT STEP IN RESIDENTIAL SERVICES FOUNTAIN VIEW II,3333 S 90TH STREET,MILWAUKEE,WI,53226,(414) 539-5859,MILWAUKEE,NEXT STEP IN RESIDENTIAL SERVICES LLC,AFH,4
14037,NEXT STEP IN RESIDENTIAL SERVICES-OHIO,6301 W OHIO AVE,MILWAUKEE,WI,53219-,,MILWAUKEE,NEXT STEP IN RESIDENTIAL SERVICES LL,AFH,4
17097,NOELS ADULT FAMILY HOME,1419 W CUSTER AVE,MILWAUKEE,WI,53209,(414) 688-8738,MILWAUKEE,NOELS ADULT FAMILY HOME,NONAMBULATORY,4
15709,NORTH STAR HEALTH CARE,2375 N 54 ST,MILWAUKEE,WI,53210,(414) 585-0595,MILWAUKEE,NORTH STAR HEALTH CARE LLC,AFH,4
13796,NOUVELLE CARE SERVICES INC,6951 N 77TH CT,MILWAUKEE,WI,53223-,(414) 324-2327,MILWAUKEE,NOUVELLE CARE SERVICES INC,AFH,3
14416,NRS SERVICES FOREST HOME,3673 S 60TH ST,MILWAUKEE,WI,53220-,(414) 545-6457,MILWAUKEE,NRS SERVICES LLC,AFH,4
15714,OAKWOOD HOUSE OF WAUKESHA CORP DOTY,1000 DOTY PLACE,MILWAUKEE,WI,53207,(414) 429-1968,MILWAUKEE,OAKWOOD HOUSE OF WAUKESHA CORP,AFH,4
16413,OASIS HOME,2856 N 38TH STREET,MILWAUKEE,WI,53210,(414) 837-5112,MILWAUKEE,GUARDIAN ANGELS ASSISTED LIVING CENTER,AMBULATORY,4
16048,OBI LLC,4439 S 20TH ST,MILWAUKEE,WI,53221,(414) 226-5003,MILWAUKEE,OBI LLC,AFH,4
18043,OLIVIA HOUSE,4317 NORTH 62ND STREET,MILWAUKEE,WI,53216,(414) 554-6214,MILWAUKEE,EDWARDS,AMBULATORY,4
15851,OMEGA HOUSE LLC,5544 NORTH 57TH ST,MILWAUKEE,WI,53218,(414) 899-2785,MILWAUKEE,OMEGA HOUSE LLC,NONAMBULATORY,4
16665,ONLY GOD CAN HOUSE OF COMPASSION,4447 N 64TH STREET,MILWAUKEE,WI,53218,(414) 235-0810,MILWAUKEE,ONLY GOD CAN HOUSE OF COMPASSION INC,AMBULATORY,4
16955,ONLY GOD CAN HOUSE OF COMPASSION 3 INC,9304 W SHERIDAN AVE APT 1,MILWAUKEE,WI,53225,(414) 235-0810,MILWAUKEE,ONLY GOD CAN HOUSE OF COMPASSION INC,AMBULATORY,3
16923,ONLY GOD CAN HOUSE OF COMPASSION 4,9304 W SHERIDAN AVE APT 2,MILWAUKEE,WI,53225,(414) 235-0810,MILWAUKEE,ONLY GOD CAN HOUSE OF COMPASSION INC,AMBULATORY,3
16896,OPEN HANDS FAMILY HOME LLC,7873 W PALMETTO AVE,MILWAUKEE,WI,53218,(414) 999-7094,MILWAUKEE,OPEN HANDS FAMILY HOME LLC,AMBULATORY,4
16528,OPEN WITH ARMS LLC,3906 VEL R PHILLIPS AVE,MILWAUKEE,WI,53212,(414) 231-3636,MILWAUKEE,OPEN WITH ARMS LLC,AMBULATORY,3
17596,OUR HOME SWEET HOME LLC,4101 MONTREAL ST,MILWAUKEE,WI,53216,(414) 918-8504,MILWAUKEE,OUR HOME SWEET HOME LLC,AMBULATORY,4
14059,PALMER MANOR II,2416 N PALMER STREET,MILWAUKEE,WI,53212-,(414) 763-1963,MILWAUKEE,WISCONSIN CARE SYSTEMS INC,AFH,4
16817,PAPAS HELPING HANDS LLC,2559 S GREELEY STREET,MILWAUKEE,WI,53207,(608) 123-4567,MILWAUKEE,PAPAS HELPING HANDS LLC,AMBULATORY,4
14893,PARKVIEW,4662 N 72ND STREET,MILWAUKEE,WI,53218-,(414) 578-3886,MILWAUKEE,"OMEGA COMMUNITY SERVICES, LLC",AFH,3
14226,PEACE OF MIND CARE GROUP,3112 W STATE ST,MILWAUKEE,WI,53208-,(414) 344-3189,MILWAUKEE,PEACE OF MIND CARE GROUP LLC,AFH,4
18344,PEARLLENES CARING HEARTS,7925 WEST KEEFE AVENUE,MILWAUKEE,WI,53222,,MILWAUKEE,PEARLLENES CARING HEARTS LLC,AMBULATORY,3
12417,PINE VIEW I,4525 N 76TH ST,MILWAUKEE,WI,53218-,(414) 466-2257,MILWAUKEE,,AFH,4
17424,PK FAMILY GROUP HOME LLC,4428 WEST LLOYD STREET,MILWAUKEE,WI,53208,(414) 210-2729,MILWAUKEE,PK FAMILY GROUP HOME LLC,AMBULATORY,3
13569,POSITIVE PATHWAYS LLC,5025 N 83RD ST,MILWAUKEE,WI,53218-,(414) 226-5628,MILWAUKEE,POSITIVE PATHWAYS LLC,AFH,4
15516,PRECIOUS ADULT FAMILY HOME,7212 W Medford,MILWAUKEE,WI,53218,(414) 616-3121,MILWAUKEE,,AFH,4
16837,PRESTIGIOUS ACADEMY INC III,8879 N 70TH STREET,MILWAUKEE,WI,53224,(414) 265-8181,MILWAUKEE,PRESTIGIOUS ACADEMY INC,NONAMBULATORY,4
14303,PRIMROSE 80TH,4656 N 80TH ST,MILWAUKEE,WI,53218-,(414) 445-3607,MILWAUKEE,,AFH,4
15076,PROGRESSIVE CARING 2,5265 N 83RD STREET,MILWAUKEE,WI,53225-,(414) 323-4038,MILWAUKEE,PROGRESSIVE CARING LLC,AFH,3
15874,PROGRESSIVE CARING FLORIST AVE,5962 N 79TH STREET,MILWAUKEE,WI,53225,(414) 455-8033,MILWAUKEE,PROGRESSIVE CARING LLC,AFH,4
17162,PROGRESSIVE CARING LLC,7415 W CONGRESS ST LOWER,MILWAUKEE,WI,53218,(414) 810-1864,MILWAUKEE,PROGRESSIVE CARING LLC,AMBULATORY,3
13352,PROGRESSIVE CARING LLC,4968 N 49TH ST,MILWAUKEE,WI,53218,(414) 519-7050,MILWAUKEE,PROGRESSIVE CARING LLC,AFH,3
18476,PROSPER FAMILY GROUP HOME 2 LLC,6456 NORTH 56TH STREET,MILWAUKEE,WI,53223,(414) 368-3364,MILWAUKEE,PROSPER FAMILY GROUP HOME 2 LLC,AMBULATORY,4
17537,PROSPER FAMILY GROUP HOME LLC,8200 W CLOVERNOOK ST,MILWAUKEE,WI,53223,(414) 446-8643,MILWAUKEE,PROSPER FAMILY GROUP HOME LLC,AMBULATORY,3
15843,QUALITY  LIVING  MANOR,3255 N 44TH ST,MILWAUKEE,WI,53216,(414) 885-0515,MILWAUKEE,QUALITY LIVING MANOR,NONAMBULATORY,4
17466,QUALITY PERSONAL CARE AFH,1535 W GOLDCREST ST,MILWAUKEE,WI,53221,(414) 312-8812,MILWAUKEE,GOLDCREST CARE INCORPORATED,NONAMBULATORY,4
17745,QUALITY RELIABLE CARE AFH,6814 N 91ST ST,MILWAUKEE,WI,53224,(414) 712-3820,MILWAUKEE,QUALITY RELIABLE CARE AFH LLC,NONAMBULATORY,3
15926,R HOUSE LLC,4183 N 22ND ST,MILWAUKEE,WI,53209,,MILWAUKEE,R HOUSE LLC,AFH,4
17655,RAPHA HOUSE,7835 W FIEBRANTZ AVE,MILWAUKEE,WI,53222,(414) 897-8887,MILWAUKEE,RAPHA HOUSE,NONAMBULATORY,3
14064,READY CARE ADULT FAMILY HOME,3614 W CAPITOL DR,MILWAUKEE,WI,53216-,(414) 305-5459,MILWAUKEE,,AFH,4
16389,READY CARE AFH II,4124 N 12TH ST,MILWAUKEE,WI,53209,(414) 455-3577,MILWAUKEE,,NONAMBULATORY,4
15695,RECOVERY NETWORK INC I,825 S 14TH ST,MILWAUKEE,WI,53204,(414) 647-9930,MILWAUKEE,RECOVERY NETWORK INC,AFH,4
15698,RECOVERY NETWORK INC II,827 S 14 ST,MILWAUKEE,WI,53204,(414) 647-9930,MILWAUKEE,RECOVERY NETWORK INC,AFH,4
17931,RELENTLESS CARE LLC,4303 NORTH 66TH STREET,MILWAUKEE,WI,53216,(414) 364-4009,MILWAUKEE,RELENTLESS CARE LLC,AFH,3
16996,REM WISCONSIN II INC HENRY,2311 HENRY AVE,MILWAUKEE,WI,53221,(608) 276-1191,MILWAUKEE,REM WISCONSIN II INC,AMBULATORY,4
17079,REM WISCONSIN II INC WILLOW,5568 S 25TH ST,MILWAUKEE,WI,53221,(608) 276-1191,MILWAUKEE,REM WISCONSIN II INC,AMBULATORY,4
15163,REM WISCONSIN NORTH 89TH,7453 N 89TH STREET,MILWAUKEE,WI,53224,(608) 276-1191,MILWAUKEE,REM WISCONSIN,AFH,4
15165,REM WISCONSIN ORINDA COURT,9431 W ORINDA COURT,MILWAUKEE,WI,53224,(608) 276-1191,MILWAUKEE,REM WISCONSIN,AFH,4
16028,RHOUSE ASSISTED LIVING CENTER INC,2414 N BOOTH STREET,MILWAUKEE,WI,53212,(414) 265-4075,MILWAUKEE,RHOUSE ASSISTED LIVING CENTER INC,AMBULATORY,4
14500,RIGHT WAY FAMILY HOME (THE),5157 N 45TH ST,MILWAUKEE,WI,53218-,(414) 210-2180,MILWAUKEE,THE RIGHT WAY FAMILY HOME INC,AFH,4
13016,RIGHT WAY FAMILY HOME INC #3 (THE),5151 N 45TH ST,MILWAUKEE,WI,53218-,(414) 406-8740,MILWAUKEE,THE RIGHT WAY FAMILY HOME INC,AFH,4
17761,ROBERTS RESIDENCE LLC,2111 N 38TH ST,MILWAUKEE,WI,53208,(414) 698-9899,MILWAUKEE,ROBERTS RESIDENCE LLC,AMBULATORY,4
17101,ROOMS R US ADULT FAMILY HOME III LLC,7209 W RUBY AVE,MILWAUKEE,WI,53218,(414) 975-2645,MILWAUKEE,ROOMS R US ADULT FAMILY HOME LLC,NONAMBULATORY,3
17109,ROOMS R US ADULT FAMILY HOME IV LLC,4737 N 52ND ST,MILWAUKEE,WI,53218,(414) 975-2645,MILWAUKEE,ROOMS R US ADULT FAMILY HOME LLC,AMBULATORY,3
15115,ROOMS R US ADULT FAMILY HOME LLC,3850 N 27TH STREET,MILWAUKEE,WI,53216,(414) 975-2545,MILWAUKEE,"ROOMS R US ADULT FAMILY HOME, LLC",AFH,4
17396,ROOMS R US ADULT FAMILY HOME V LLC,5350 N 44TH ST,MILWAUKEE,WI,53218,(414) 975-2645,MILWAUKEE,ROOMS R US ADULT FAMILY HOME LLC,NONAMBULATORY,3
16329,ROSA LEE ADULT FAMILY HOMES,4630 W TOWNSEND ST,MILWAUKEE,WI,53216,(414) 313-3564,MILWAUKEE,ROSA LEE ADULT FAMILY HOMES LLC,AMBULATORY,3
14403,ROYAL CARE ADULT FAMILY HOME,5829 N 60TH ST,MILWAUKEE,WI,53218-,(414) 807-3325,MILWAUKEE,,AFH,4
17866,ROYALTY CARE ASSISTED LIVING LLC,4475 N 85TH ST,MILWAUKEE,WI,53225,(414) 467-5161,MILWAUKEE,ROYALTY CARE ASSISTED LIVING LLC,AMBULATORY,4
16017,RUBYS ADULT FAMILY HOME II,8170 W KATHRYN AVE,MILWAUKEE,WI,53218,(414) 688-8738,MILWAUKEE,RUBYS ADULT FAMILY HOME LLC,AFH,4
15536,RUBYS ADULT FAMILY HOME LLC,2317 W LAWN AVENUE,MILWAUKEE,WI,53209,(414) 688-8738,MILWAUKEE,RUBYS ADULT FAMILY HOME LLC,AFH,4
13252,SABERTAS ADULT FAMILY HOME,3332 N 27TH ST,MILWAUKEE,WI,53216-,(414) 231-3896,MILWAUKEE,SABERTAS ADULT FAMILY HOME LLC,AFH,4
14522,SABERTAS II ADULT FAMILY HOME LLC,935 N 35TH STREET,MILWAUKEE,WI,53208-,(414) 343-3050,MILWAUKEE,SABERTAS ADULT FAMILY HOME LLC,AFH,4
18183,SALIM HOME CARE,3350 SOUTH 84TH STREET,MILWAUKEE,WI,53227,(414) 736-3776,MILWAUKEE,SALIM HOME CARE,NONAMBULATORY,3
18234,SAVING GRACE,3845 NORTH 10TH STREET,MILWAUKEE,WI,53206,(262) 389-9622,MILWAUKEE,SAVING GRACE LLC,AMBULATORY,4
17315,SELLERS SERENITY ADULT FAMILY HOME,8319 N CELINA ST,MILWAUKEE,WI,53224,(414) 531-2548,MILWAUKEE,SELLERS SERENITY ADULT FAMILY HOME,AMBULATORY,3
16557,SERENE LIVING LLC ADULT FAMILY HOME,4608 N 71ST STREET,MILWAUKEE,WI,53218,(414) 349-2745,MILWAUKEE,SERENE LIVING LLC,NONAMBULATORY,4
17025,SERENITY GARDEN ADULT FAMILY HOME,4825 N 87TH ST,MILWAUKEE,WI,53225,(262) 617-0195,MILWAUKEE,SERENITY GARDEN ADULT FAMILY HOME LLC,AMBULATORY,3
16854,SERENITY HOUSING,3374 N 46TH ST,MILWAUKEE,WI,53216,(414) 763-2546,MILWAUKEE,DIYM ENTERPRISES LLC,AMBULATORY,4
17952,SERENITY HOUSING II,7732 WEST MILL ROAD,MILWAUKEE,WI,53218,(414) 716-5965,MILWAUKEE,DIYM ENTERPRISES LLC,NONAMBULATORY,3
14232,SERENITY RESIDENTIAL FACILITY 2,4747 N 44TH ST,MILWAUKEE,WI,53218-,(414) 464-8049,MILWAUKEE,,AFH,4
16761,SHEILA'S HANDS,3208 N 34TH STREET,MILWAUKEE,WI,53216,(414) 793-3517,MILWAUKEE,SHEILA HANDS INC,AMBULATORY,4
16725,SHELBY HOUSE ADULT FAMILY HOME,6566 N 66TH STREET,MILWAUKEE,WI,53223,(414) 446-5416,MILWAUKEE,JOHNSON FAMILY INVESTMENT GROUP LLC,NONAMBULATORY,3
18224,SHELTERING ARMS,2854 NORTH 29TH STREET,MILWAUKEE,WI,53210,(414) 999-7967,MILWAUKEE,SHELTERING ARMS LLC,AMBULATORY,3
17334,SISTERS LOVING ARMS,4500 N 71ST ST,MILWAUKEE,WI,53218,(414) 673-0839,MILWAUKEE,SISTERS LOVING ARMS INC,AMBULATORY,4
18461,SKY HOME (THE),3133 SOUTH 80TH STREET,MILWAUKEE,WI,53219,(262) 864-3133,MILWAUKEE,ZOKINHOS SERVICES LLC,AMBULATORY,4
18036,SKYS THE LIMIT ADULT FAMILY HOME LLC,4407 NORTH 62ND STREET,MILWAUKEE,WI,53218,(414) 897-7563,MILWAUKEE,SKYS THE LIMIT ADULT FAMILY HOME LLC,AMBULATORY,3
14854,SMITHS LOVING HANDS LLC,5538 N 40TH STREET,MILWAUKEE,WI,53209-,(414) 750-9890,MILWAUKEE,SMITHS LOVING HANDS LLC,AFH,4
17789,SOLACE CARE ADULT FAMILY HOME,212 N 32ND ST,MILWAUKEE,WI,53208,(414) 828-3068,MILWAUKEE,ZAEEM LLC,NONAMBULATORY,4
17788,SOLACE CARE ADULT FAMILY HOME II,204 N 32ND ST,MILWAUKEE,WI,53208,(414) 828-3068,MILWAUKEE,ZAEEM LLC,NONAMBULATORY,4
18088,SOS SAFE HOUSE,2550 NORTH 10TH STREET,MILWAUKEE,WI,53206,(414) 239-8278,MILWAUKEE,SAVING OURSELVES LLC,AMBULATORY,4
14240,SOUL NURTURING CARE CENTER LLC,4601 N 45TH ST,MILWAUKEE,WI,53218,(414) 231-3748,MILWAUKEE,SOUL NURTURING CARE CENTER LLC,AFH,4
11770,SOUTH 77TH STREET HOUSE,3193 S 77TH ST,MILWAUKEE,WI,53219-,(414) 763-9002,MILWAUKEE,NEXT STEP IN RESIDENTIAL SERVICES LLC,AFH,4
11991,SOUTH 93RD STREET HOUSE,500 S 93RD ST,MILWAUKEE,WI,53214-,(414) 302-9334,MILWAUKEE,NEXT STEP IN RESIDENTIAL SERVICES LLC,AFH,4
16215,SOUTHERN QUALITY CARE LLC,6641 W BRENTWOOD AVE,MILWAUKEE,WI,53223,(414) 446-4042,MILWAUKEE,SOUTHERN QUALITY CARE LLC,AMBULATORY,4
15304,STAPLES ADULT FAMILY HOME - LOWER BECKETT,7465 W Beckett Avenue,MILWAUKEE,WI,53216,(414) 559-6533,MILWAUKEE,"Staples Adult Family Home, LLC",AFH,4
15949,STAPLES ADULT FAMILY HOME CONGRESS,7317 W CONGRESS ST,MILWAUKEE,WI,53218,(414) 323-4391,MILWAUKEE,STAPLES ADULT FAMILY HOME LLC,AFH,4
14811,STAPLES ADULT FAMILY HOME LLC,5134 N 76TH STREET,MILWAUKEE,WI,53218-,(414) 269-9247,MILWAUKEE,STAPLES ADULT FAMILY HOME LLC,AFH,4
15865,STONE BRICK RESIDENTIAL LIVING FACILITY,4703 W VILLARD AVE,MILWAUKEE,WI,53218,(414) 839-9906,MILWAUKEE,STONE BRICK RESIDENTIAL LIVING FACILITY LLC,AFH,4
15749,SUITE LIFE ADULT HOME INC,4333 N 13TH ST,MILWAUKEE,WI,53209,(414) 562-1097,MILWAUKEE,TASHA VINSON,AFH,4
17613,SUNRAYS ADULT FAMILY HOME,5804 W SILVER SPRING DR,MILWAUKEE,WI,53218,(678) 237-9321,MILWAUKEE,,AMBULATORY,3
15427,SUNVALE 57,4832 N 57TH ST,MILWAUKEE,WI,53218,(414) 464-2353,MILWAUKEE,SUNVALE HOMES LLC,AFH,4
14111,SUNVALE 90,4821 N 90TH ST,MILWAUKEE,WI,53225-,(414) 763-1591,MILWAUKEE,SUNVALE HOMES LLC,AFH,4
13058,SUNVALE AFH 3,6752 N 52ND ST,MILWAUKEE,WI,53223-,(414) 915-4571,MILWAUKEE,SUNVALE HOMES LLC,AFH,4
10101,SUNVALE HOME 1,3214 N 39TH ST,MILWAUKEE,WI,53216-3609,(414) 444-9200,MILWAUKEE,SUNVALE HOMES LLC,AFH,3
13808,SUNVALE HOME 4,4714 N 58TH ST,MILWAUKEE,WI,53218-,(414) 464-2374,MILWAUKEE,SUNVALE HOMES LLC,AFH,4
15006,SUPPORTIVE CARE LLC,4630 N HOPKINS STREET,MILWAUKEE,WI,53209-,(414) 442-6270,MILWAUKEE,SUPPORTIVE CARE LLC,AFH,4
18353,SUPPORTIVE LIVING LLC,2773 NORTH 20TH STREET,MILWAUKEE,WI,53206,(414) 688-4108,MILWAUKEE,SUPPORTIVE LIVING LLC,AMBULATORY,3
17514,SURVIVAL OF BERNICE LLC,6112 N 37TH ST,MILWAUKEE,WI,53209,(262) 417-6800,MILWAUKEE,SURVIVAL OF BERNICE LLC,AMBULATORY,3
18031,T AND D ADULT FAMILY HOME,5834 NORTH 79TH STREET,MILWAUKEE,WI,53218,(262) 581-5750,MILWAUKEE,T AND D ADULT FAMILY HOME,NONAMBULATORY,4
13142,T S RESIDENTIAL DEVELOPMENT HOME LLC,6440 N LANDERS ST,MILWAUKEE,WI,53223-6128,(414) 760-1631,MILWAUKEE,,AFH,4
18045,TC LIFELONG CARE LLC,7408 WEST HOPE AVENUE,MILWAUKEE,WI,53216,(414) 202-7950,MILWAUKEE,TC LIFELONG CARE LLC,AMBULATORY,3
13647,TEAM DISCOVERY,8803 W CHEYENNE ST,MILWAUKEE,WI,53224-,(414) 751-7339,MILWAUKEE,TEAM DISCOVERY LLC,AFH,4
13980,TEAM DISCOVERY II,9537 W ROCHELLE AVE,MILWAUKEE,WI,53224-4645,(414) 466-5126,MILWAUKEE,TEAM DISCOVERY LLC,AFH,4
14385,TEAM DISCOVERY WEST LLC,8707 W PETERSIK,MILWAUKEE,WI,53224-,(414) 716-5221,MILWAUKEE,TEAM DISCOVERY LLC,AFH,4
15753,TEAMS ADULT FAMILY HOME IV LLC,8208 WEST LUSCHER AVE,MILWAUKEE,WI,53225,(414) 759-9673,MILWAUKEE,LAWANDA CALHOUN,AFH,3
15072,TEAMS ADULT FAMILY HOME LLC III,8519 W LANCASTER AVE,MILWAUKEE,WI,53225,(414) 759-9673,MILWAUKEE,T.E.A.M.S ADULT FAMILY HOME LLC,AFH,3
14393,TEAMS AFH II,6562 N 107TH ST,MILWAUKEE,WI,53224-,(414) 759-9673,MILWAUKEE,TEAMS ADULT FAMILY HOME,AFH,3
18379,TEES DIRECT CARE,6755 NORTH 55TH STREET,MILWAUKEE,WI,53223,(414) 213-3966,MILWAUKEE,TEES DIRECT CARE LLC,NONAMBULATORY,4
18046,TENDER CARE HOME AWAY FROM HOME,8925 WEST STARK STREET,MILWAUKEE,WI,53225,(414) 535-7126,MILWAUKEE,TENDER CARE HOME AWAY FROM HOME,AMBULATORY,4
15839,THELMAS HOUSE,8030 W SHERIDAN AVE 1W,MILWAUKEE,WI,53218,,MILWAUKEE,GRANNYS HOUSES INC,AFH,3
13996,THERESAS RESIDENTIAL FACILITY,3316 N 25TH ST,MILWAUKEE,WI,53206-,(414) 455-8873,MILWAUKEE,THERESAS RESIDENTIAL FACILITY LLC,AFH,4
16708,THERESAS RESIDENTIAL FACILITY 2,5706 W LUEBBE LANE,MILWAUKEE,WI,53223,(414) 350-4829,MILWAUKEE,THERESAS RESIDENTIAL FACILITY 2,NONAMBULATORY,4
18387,THIS HOUSE IS A HOME I AFH,6130 W APPLETON AVENUE 1,MILWAUKEE,WI,53210,(414) 975-2658,MILWAUKEE,THIS HOUSE IS A HOME CBRF LLC,NONAMBULATORY,3
18388,THIS HOUSE IS A HOME III AFH,6130 W APPLETON AVENUE 3,MILWAUKEE,WI,53210,(414) 975-2658,MILWAUKEE,THIS HOUSE IS A HOME CBRF LLC,AMBULATORY,4
11634,THREE ROSES FAMILY HOUSE,5629 W CAPITOL DR,MILWAUKEE,WI,53216-2244,(414) 461-1896,MILWAUKEE,THREE ROSES FAMILY HOUSE,AFH,4
14525,TIME TO TREASURE AFH 2 S CORPORATION,1930 WEST MCKINLEY AVENUE,MILWAUKEE,WI,53205-,(414) 269-9555,MILWAUKEE,TIME TO TREASURE AFH S CORPORATION,AFH,4
15274,TINYS HOUSE,7054 W HERBERT AVENUE,MILWAUKEE,WI,53218,(414) 988-3181,MILWAUKEE,GRANNYS HOUSES INC,AFH,3
17193,TONYS PLACE,3700 N 60TH ST,MILWAUKEE,WI,53216,(414) 531-3201,MILWAUKEE,HUGHESNHUGHES,AMBULATORY,4
15283,TRANQUIL GARDENS ADULT FAMILY HOME LLC,4276 N 68TH STREET,MILWAUKEE,WI,53216,(414) 732-1143,MILWAUKEE,"TRANQUIL GARDENS ADULT FAMILY HOME, LLC",AFH,4
390038,TRIPOLI HOUSE,4523  W TRIPOLI AVE,MILWAUKEE,WI,53220-,(414) 545-8199,MILWAUKEE,OPTIONS FOR COMMUNITY GROWTH INC,AFH,3
16059,TRUECARE GROUP HOME DOWNSTAIRS,5417 N LONG ISLAND DRIVE,MILWAUKEE,WI,53209,(414) 206-4502,MILWAUKEE,TRUECARE GROUP HOME LLC,AFH,3
16058,TRUECARE GROUP HOME UPSTAIRS,5337 N LONG ISLAND DRIVE,MILWAUKEE,WI,53209,(414) 202-4240,MILWAUKEE,TRUECARE GROUP HOME LLC,AFH,3
11689,TURNERS POINT SUPPORTIVE LIVING,6556 N 83RD ST,MILWAUKEE,WI,53223-,(414) 446-9800,MILWAUKEE,TURNERS POINT OUTREACH,AFH,4
16992,UNBREAKABLE COMMITMENTS HOME AND HEALTH,4031 N 86TH ST,MILWAUKEE,WI,53222,(414) 210-2119,MILWAUKEE,UNBREAKABLE COMMITMENTS HOME AND HEALTH,NONAMBULATORY,3
18458,UNBREAKABLE COMMITMENTS HOME AND HEALTH II LLC,5284 NORTH 82ND COURT,MILWAUKEE,WI,53218,(414) 885-1409,MILWAUKEE,UNBREAKABLE COMMITMENTS HOME AND HEALTH II LLC,AMBULATORY,4
13141,UNITY FAMILY HEALTH AND SERVICES LLC,4732 N 78TH CT,MILWAUKEE,WI,53218,(414) 881-7715,MILWAUKEE,UNITY FAMILY HEALTH AND SERVICES LLC,AFH,4
18425,UNITY FAMILY HOMES LLC,10435 W FAIRMOUNT AVE,MILWAUKEE,WI,53225,(414) 461-6128,MILWAUKEE,UNITY FAMILY HOMES LLC,AMBULATORY,4
13564,URBAN LIVING,2765 N 15TH ST,MILWAUKEE,WI,53206-,(414) 562-5000,MILWAUKEE,URBAN LIVING ADULT FAMILY HOME LLC,AFH,4
15331,URBAN LIVING II,1919 N 19TH STREET,MILWAUKEE,WI,53205,(414) 933-7207,MILWAUKEE,"URBAN LIVING ADULT FAMILY HOME II, LLC",AFH,4
18073,VALLIXX LLC,8208 WEST SHERIDAN AVENUE,MILWAUKEE,WI,53218,(800) 761-6591,MILWAUKEE,VALLIXX LLC,AMBULATORY,3
18182,VEL MAYS ADULT FAMILY HOME,3017 NORTH 40TH STREET,MILWAUKEE,WI,53210,(414) 243-6760,MILWAUKEE,VEL MAYS ADULT FAMILY HOME,AMBULATORY,3
16461,VICTORY RESOURCES LLC,5014 N 19TH PLACE,MILWAUKEE,WI,53209,(414) 368-3087,MILWAUKEE,VICTORY RESOURCES LLC,NONAMBULATORY,4
15232,VICTORY VISION BUSINESS VENTURES,6220 N 89TH STREET,MILWAUKEE,WI,53225,(414) 698-8182,MILWAUKEE,"VICTORY VISION BUSINESS VENTURES, LLC",AFH,4
11967,W & B HOME,2470 N 44TH ST,MILWAUKEE,WI,53210-,(414) 444-3987,MILWAUKEE,BEATRICE BAKER,AFH,4
15921,WALCARE ADULT FAMILY HOME LLC,3912 N 67TH ST,MILWAUKEE,WI,53216,(414) 841-1654,MILWAUKEE,WALCARE ADULT FAMILY HOME,AFH,4
17161,WALK BY FAITH AFH,3603 N 13TH ST,MILWAUKEE,WI,53206,(414) 739-3623,MILWAUKEE,,AMBULATORY,3
17091,WALTERS SECOND CHANCE OF MILWAUKEE LLC,3043 N 29TH ST,MILWAUKEE,WI,53210,(414) 242-1765,MILWAUKEE,WALTERS SECOND CHANCE OF MILWAUKEE LLC,AMBULATORY,4
15065,WE CARE ADULT FAMILY COMPANY,10434 W SHERIDAN AVENUE,MILWAUKEE,WI,53225-,(414) 539-3835,MILWAUKEE,,AFH,4
16146,WE CARE ADULT FAMILY COMPANY II,5120 N 64TH STREET,MILWAUKEE,WI,53218,(414) 943-7955,MILWAUKEE,,NONAMBULATORY,4
17519,WE CARE INDEPENDENCE LLC,9700 W CAPITAL DR #2,MILWAUKEE,WI,53222,(414) 378-0268,MILWAUKEE,WE CARE INDEPENDENCE LLC,AMBULATORY,4
17518,WE CARE INDEPENDENCE LLC,9700 W CAPITAL DR #1,MILWAUKEE,WI,53222,(414) 378-0268,MILWAUKEE,WE CARE INDEPENDENCE LLC,AMBULATORY,4
14795,WE CARE RESIDENTIAL FACILITY,4573 N 29TH ST,MILWAUKEE,WI,53209-,(414) 988-2470,MILWAUKEE,,AFH,4
16251,WEATHERS FAMILY HOME,2651 N 34TH STREET,MILWAUKEE,WI,53210,(414) 873-1571,MILWAUKEE,,AMBULATORY,4
17898,WEATHERS FAMILY HOME II,3277 N 22ND ST,MILWAUKEE,WI,53210,(414) 828-1916,MILWAUKEE,,AMBULATORY,4
16235,WEAVERS LANDING,3831 N 87TH ST,MILWAUKEE,WI,53222,(414) 698-5461,MILWAUKEE,GRECO HOMES LLC,AMBULATORY,4
11162,WELL CARE,2506 N 56TH ST,MILWAUKEE,WI,53210-,(414) 462-2605,MILWAUKEE,WELL CARE AFH,AFH,4
15323,WELSHS THERAPEUTIC FACILITY SITE 2,5315 N 50TH STREET,MILWAUKEE,WI,53218,(414) 539-6924,MILWAUKEE,WELSHS THERAPEUTIC FACILITY LLC,AFH,4
15857,WELSHS THERAPEUTIC FACILITY SITE 3,5458 N LONG ISLAND DRIVE 1,MILWAUKEE,WI,53209,(414) 797-4616,MILWAUKEE,WELSHS THERAPEUTIC FACILITY LLC,AFH,4
