Facility ID,Facility Name,Phone Number,State Facility Type 1 Literal,County,Address,City,State,Zip Code,Email Address,Ownership Type,Licensee,Capacity,Date Accessed
23V719,"Carillon At Boulder Creek Assisted Living, The",7205656844,ASSISTED LIVING RESIDENCE,Boulder,2525 TAFT DRIVE,Boulder,CO,80302,, LIMITED LIABIL,RESIDENCES AT BOULDER CREEK LLC,135,7/6/21
23Q658,Senior Living At Lafayette,7206392207,ASSISTED LIVING RESIDENCE,Boulder,329 EXEMPLA CIRCLE,Lafayette,CO,80026,, LIMITED LIABIL,"329 EXEMPLA CIRCLE OPERATIONS, LLC",60,7/6/21
2303PP,Bross Street Assisted Living,7206846102,ASSISTED LIVING RESIDENCE,Boulder,537 BROSS ST,Longmont,CO,80501,carmen@samplesupports.com, LIMITED LIABIL,"SAMPLE SUPPORTS, LLC",11,7/6/21
23H130,Altavita Memory Care Centre Llc,3033003700,ASSISTED LIVING RESIDENCE,Boulder,800 S FORDHAM STREET,Longmont,CO,80503,, LIMITED LIABIL,ALTAVITA MEMORY CARE CENTRE LLC,56,7/6/21
23F921,Altavita Assisted Living,3033003700,ASSISTED LIVING RESIDENCE,Boulder,1001 ALTAVITA COURT,Longmont,CO,80503,linda.berens@altavitaliving.com, LIMITED LIABIL,ALTAVITA ASSISTED LIVING LLC,73,7/6/21
23Y832,Balfour At Lavender Farms,7206145000,ASSISTED LIVING RESIDENCE,Boulder,1800 PLAZA DR,Louisville,CO,80027,, LIMITED LIABIL,WELL BALFOUR TENANT LLC,62,7/6/21
23K988,Tendercare Assisted Living Llc,3039352448,ASSISTED LIVING RESIDENCE,Denver,3241 S MABRY WAY,Denver,CO,80236,marycna@live.com, LIMITED LIABIL,TENDERCARE ASSISTED LIVING,9,7/6/21
23Z784,Tendercare At Pinehurst Llc,3039885295,ASSISTED LIVING RESIDENCE,Denver,5290 W PRINCETON,Denver,CO,80235,marycna@live.com, LIMITED LIABIL,TENDERCARE AT PINEHURST LLC,10,7/6/21
23049U,Sunrise At Pinehurst,3039841431,ASSISTED LIVING RESIDENCE,Denver,5195 W QUINCY AVE,Denver,CO,80236,pinehurst.ed@sunriseseniorliving.com, LIMITED LIABIL,AL I/PINEHURST SENIOR HOUSING LLC,108,7/6/21
2304VK,Belleview Suites At Dtc Assisted Living & Memory C,3037968009,ASSISTED LIVING RESIDENCE,Denver,4901 S MONACO ST,Denver,CO,80237,kprokai@pegasusseniorliving.com, LIMITED LIABIL,WELLTOWER PEGASUS TENANT LLC,114,7/6/21
23W813,Jai Residential Care Home 2 Llc,7202129384,ASSISTED LIVING RESIDENCE,Douglas,5858 POINT RIDER CIR,Castle Rock,CO,80104,, LIMITED LIABIL,JAI RESIDENTIAL CARE HOME 2 LLC,5,7/6/21
23P691,"Solange At Eveningsong, Inc",7199850467,ASSISTED LIVING RESIDENCE,Douglas,572 EVENINGSONG DR,Castle Rock,CO,80104,, LIMITED LIABIL,SOLANGE AT EVENINGSONG LLC,8,7/6/21
23F922,"Gardens Care Homes Red Hawk, The",3039194077,ASSISTED LIVING RESIDENCE,Douglas,1473 ROSEMARY DR,Castle Rock,CO,80109,, LIMITED LIABIL,"GARDENS CARE HOMES LLC, THE",12,7/6/21
23S727,Solange At Grouseberry Way Llc,7206487454,ASSISTED LIVING RESIDENCE,Douglas,17618 GROUSEBERRY WAY,Parker,CO,80134,, LIMITED LIABIL,SOLANGE AT GROUSEBERRY LLC,8,7/6/21
23S217,Senior Living At The Sierra Ridge Llc,3038084047,ASSISTED LIVING RESIDENCE,Douglas,10136 ISLE STREET,Parker,CO,80134,jaya.s@ilaseniorliving.com, LIMITED LIABIL,SENIOR LIVING AT THE SIERRA RIDGE LLC,8,7/6/21
230557,Garden Ranch Assisted Living,7192609121,ASSISTED LIVING RESIDENCE,El Paso,5075 SADDLE DRIVE,Colorado Springs,CO,80918,gardenranchassistedliving@outlook.com, LIMITED LIABIL,GARDEN RANCH SENIOR CARE LLC,8,7/6/21
23V729,Solange At The Lodge,7199850467,ASSISTED LIVING RESIDENCE,El Paso,1420 E FOUNTAIN BLVD,Colorado Springs,CO,80909,cgarduno@aime-management.com, LIMITED LIABIL,"LODGE ASSISTED LIVING LLC, THE",23,7/6/21
23088B,Heritage Park Assisted Living,9709283222,ASSISTED LIVING RESIDENCE,Garfield,1250 VILLAGE ROAD,Carbondale,CO,81623,, LIMITED LIABIL,"HERITAGE PARK OPERATIONS, LLC",28,7/6/21
23E913,Caring Hearts Of Arvada Llc,7205084195,ASSISTED LIVING RESIDENCE,Jefferson,10185 W 71ST PLACE,Arvada,CO,80004,, LIMITED LIABIL,CARING HEARTS OF ARVADA LLC,8,7/6/21
23X286,"Gardens Care Homes - Quaker Acres, The",3034224446,ASSISTED LIVING RESIDENCE,Jefferson,16821 W 74TH AVE,Arvada,CO,80007,, LIMITED LIABIL,"GARDENS CARE HOMES LLC, THE",8,7/6/21
23Z791,"Gardens Care Homes Majestic View, The",3034216539,ASSISTED LIVING RESIDENCE,Jefferson,6882 GARLAND STREET,Arvada,CO,80004,thegardenscarehomes@gmail.com, LIMITED LIABIL,"GARDENS CARE HOMES LLC, THE",12,7/6/21
23Z778,"Well House Arvada Llc, The",3034899025,ASSISTED LIVING RESIDENCE,Jefferson,6501 W 60TH AVENUE,Arvada,CO,80003,, LIMITED LIABIL,"WELL HOUSE ARVADA LLC, THE",16,7/6/21
230413,Arbor View,3034033100,ASSISTED LIVING RESIDENCE,Jefferson,8001 W 71ST AVENUE,Arvada,CO,80004,, LIMITED LIABIL,"HACKBERRY HILL OPCO, LLC",36,7/6/21
23Y607,"Gardens Care Homes - Jewell Estates, The",3034216539,ASSISTED LIVING RESIDENCE,Jefferson,6347 HAWTHORN LANE,Lakewood,CO,80227,thegardenscarehomes@gmail.com, LIMITED LIABIL,"GARDENS CARE HOMES LLC, THE",10,7/6/21
2356OV,Rocky Mountain Assisted Living - Reed,3039966886,ASSISTED LIVING RESIDENCE,Jefferson,995 REED ST,Lakewood,CO,80214,, LIMITED LIABIL,"ROCKY MOUNTAIN ASSISTED LIVING, LLC",12,7/6/21
23F494,Rocky Mountain Assisted Living-Quincy West,3039966886,ASSISTED LIVING RESIDENCE,Jefferson,7985 WEST QUINCY AVENUE,Lakewood,CO,80123,jessica@rockymountainassistedliving.com, LIMITED LIABIL,"ROCKY MOUNTAIN ASSISTED LIVING, LLC",16,7/6/21
23H519,Rocky Mountain Assisted Living Quincy,3039966886,ASSISTED LIVING RESIDENCE,Jefferson,7975 W QUINCY AVENUE,Lakewood,CO,80123,dave@rockymountainassistedliving.com, LIMITED LIABIL,ROCKY MOUNTAIN ASSISTED LIVING LLC,16,7/6/21
2304WQ,Montage Ridge,3032375700,ASSISTED LIVING RESIDENCE,Jefferson,12791 W ALAMEDA PARKWAY,Lakewood,CO,80228,, LIMITED LIABIL,GENGREENMOUNTAIN LLC,131,7/6/21
23E903,Rmcc,7204125730,ASSISTED LIVING RESIDENCE,Jefferson,6921 S LEE WAY,Littleton,CO,80127,, LIMITED LIABIL,ROCKY MOUNTAIN CARE AND CONSULTING LLC,8,7/6/21
2304BH,Colorado Assisted Living Homes Llc-Rowland,3033240834,ASSISTED LIVING RESIDENCE,Jefferson,5424 W ROWLAND PL,Littleton,CO,80128,, LIMITED LIABIL,"COLORADO ASSISTED LIVING HOMES, LLC",8,7/6/21
23R696,Thrivecare Indore Llc,7205047399,ASSISTED LIVING RESIDENCE,Jefferson,5596 W INDORE DRIVE,Littleton,CO,80128,, LIMITED LIABIL,THRIVECARE INDORE LLC,8,7/6/21
23W793,Meadow Vista Assisted Living At Walden,3039042262,ASSISTED LIVING RESIDENCE,Jefferson,7243 W WALDEN DRIVE,Littleton,CO,80128,sanjay.aryal@gmail.com, LIMITED LIABIL,"MEADOW VISTA ASSISTED LIVING, LLC - WALDEN",8,7/6/21
23YOTG,"Thrivecare Chase, Llc",7208087307,ASSISTED LIVING RESIDENCE,Jefferson,6398 S CHASE CT,Littleton,CO,80123,, LIMITED LIABIL,THRIVECARE CHASE LLC,10,7/6/21
2304OJ,"Manor On Marston Lake, The",3039329808,ASSISTED LIVING RESIDENCE,Jefferson,4800 OLD S WADSWORTH BLVD,Littleton,CO,80123,rebmn16@gmail.com, LIMITED LIABIL,"MANOR ON MARSTON LAKE, LLC",50,7/6/21
2304YQ,Golden Orchard Iii,3037977312,ASSISTED LIVING RESIDENCE,Jefferson,3510 HOLLAND ST,Wheat Ridge,CO,80033,, LIMITED LIABIL,3510 HOLLAND MANAGEMENT LLC,16,7/6/21
23I527,Evenings Porch Llc,9708840101,ASSISTED LIVING RESIDENCE,La Plata,42811 HIGHWAY 160,Bayfield,CO,81122,, LIMITED LIABIL,EVENINGS PORCH LLC,16,7/6/21
23E478,Monarch Greens Assisted Living,9704495644,ASSISTED LIVING RESIDENCE,Larimer,1725 LAKEVIEW DRIVE,Fort Collins,CO,80524,melisa@ahome4life.com, LIMITED LIABIL,"A HOME FOR LIFE, LLC",8,7/6/21
23Y394,Turnberry Place Assisted Living,9704822215,ASSISTED LIVING RESIDENCE,Larimer,2401 TURNBERRY ROAD,Fort Collins,CO,80524,redrmr@yahoo.com, LIMITED LIABIL,RRESIDENTS LLC,8,7/6/21
230314,Live To Assist,9702241400,ASSISTED LIVING RESIDENCE,Larimer,2914 W PROSPECT,Fort Collins,CO,80526,livetoassistllc@gmail.com, LIMITED LIABIL,LIVE TO ASSIST LLC,8,7/6/21
23G123,Fox Meadows Assisted Living,9704494472,ASSISTED LIVING RESIDENCE,Larimer,4021 SPRUCE DRIVE,Fort Collins,CO,80526,tamra.meurer@outlook.com, LIMITED LIABIL,NORTHERN COLORADO LIVING SOLUTION,8,7/6/21
23HXHC,Prestige Living Llc,3036387814,ASSISTED LIVING RESIDENCE,Larimer,700 GREENBRIAR DR,Fort Collins,CO,80524,, LIMITED LIABIL,PRESTIGE LIVING LLC,8,7/6/21
23J170,Seneca House Assisted Living,9707958600,ASSISTED LIVING RESIDENCE,Larimer,4406 SENECA STREET,Fort Collins,CO,80526,greg@stjohnal.com, LIMITED LIABIL,"ST JOHN ASSISTED LIVING, LLC",8,7/6/21
23Z318,Eagles Nest Assisted Living Llc,9704931073,ASSISTED LIVING RESIDENCE,Larimer,1026 SALMON RUN,Fort Collins,CO,80524,scott@eaglesnestal.com, LIMITED LIABIL,EAGLE'S NEST ASSISTED LIVING LLC,8,7/6/21
23D505,Center At Rock Creek Llc,7199001398,ASSISTED LIVING RESIDENCE,Larimer,4880 ZIEGLER ROAD,Fort Collins,CO,80528,, LIMITED LIABIL,CENTER AT ROCK CREEK LLC,21,7/6/21
23V260,Harmony Home,9705541484,ASSISTED LIVING RESIDENCE,Logan,703 HOLLY DRIVE,Sterling,CO,80751,thh703@gmail.com, LIMITED LIABIL,"HARMONY HOME, LLC, THE",15,7/6/21
23G504,Grandview Care Lodge Assisted Living,9702418896,ASSISTED LIVING RESIDENCE,Mesa,815 26 1/2 ROAD,Grand Junction,CO,81506,, LIMITED LIABIL,GRANDVIEW CARE LODGE,8,7/6/21
23D504,Bee Hive Homes Of Grand Junction,9706445920,ASSISTED LIVING RESIDENCE,Mesa,2395 H ROAD,Grand Junction,CO,81505,wgates@beehivehomes.com, LIMITED LIABIL,GARDEN GATES LLC,15,7/6/21
23B424,Villa Pueblo Assisted Living,7192533723,ASSISTED LIVING RESIDENCE,Pueblo,855 HUNTER DR,Pueblo,CO,81001,sturner@villapueblo.com, LIMITED LIABIL,1111 BONFORTE OPCO LLC,11,7/6/21
23Z405,Primrose Retirement Community Of Pueblo,7195433300,ASSISTED LIVING RESIDENCE,Pueblo,5055 OUTLOOK BOULEVARD,Pueblo,CO,81008,gmackenzie@primroseretirement.com, LIMITED LIABIL,PUEBLO RETIREMENT LLC,45,7/6/21
23D501,Columbine Chateau Assisted Living,7195661185,ASSISTED LIVING RESIDENCE,Pueblo,720 E SPRINGMONT DRIVE,Pueblo West,CO,81007,lemoncheri2002@yahoo.com, LIMITED LIABIL,"THE CHATEAUS, LLC",24,7/6/21
23K559,"Aspen, The",7198221016,ASSISTED LIVING RESIDENCE,Teller,107 EAST VILLAGE TERRACE,Woodland Park,CO,80863,, LIMITED LIABIL,ELEMENTS OF LIVING LLC,24,7/6/21
23036H,Bridge Assisted Living At Life Care Ctr Of Greeley,9703390022,ASSISTED LIVING RESIDENCE,Weld,4750 25TH ST,Greeley,CO,80634,, LIMITED LIABIL,"GREELEY ASSISTED LIVING INVESTORS, LLC",70,7/6/21
2303IY,Millbrook Homes-Cove,3037749296,ASSISTED LIVING RESIDENCE,Boulder,1746 COVE CT,Longmont,CO,80501,millbrook5650jmc@live.com, LIMITED LIABIL,"MILLBROOK HOMES, LLC",5,7/6/21
23J598,Blessings Senior Services,3035236659,ASSISTED LIVING RESIDENCE,Adams,1594 E 131 PLACE,Thornton,CO,80241,, LIMITED LIABIL,BIDHYA AND VICTORIA LLC,8,7/6/21
2304UX,Millbrook Homes-Fillmore,3032218353,ASSISTED LIVING RESIDENCE,Arapahoe,7364 S FILLMORE CIRCLE,Centennial,CO,80122,millbrook5650jmc@live.com, LIMITED LIABIL,"MILLBROOK HOMES, LLC",8,7/6/21
23V725,Assured Assisted Living 9,3037663431,ASSISTED LIVING RESIDENCE,Arapahoe,5286 S ANDES CT,Centennial,CO,80015,francis@assuredal.com, LIMITED LIABIL,ASSURED ASSISTED LIVING LLC,8,7/6/21
23N219,Assured Assisted Living 8,3037943335,ASSISTED LIVING RESIDENCE,Arapahoe,2 MEADOWBROOK PLACE,Littleton,CO,80120,francis@assuredal.com, LIMITED LIABIL,ASSURED ASSISTED LIVING LLC,8,7/6/21
23X762,Assured Assisted Living 7,3036634881,ASSISTED LIVING RESIDENCE,Douglas,10139 RIVERSTONE DRIVE,Parker,CO,80134,francis@assuredal.com, LIMITED LIABIL,ASSURED ASSISTED LIVING LLC,8,7/6/21
23H567,Jaxpointe At Flower Court Assisted Living,3034209910,ASSISTED LIVING RESIDENCE,Jefferson,5475 FLOWER COURT,Arvada,CO,80003,info@jaxpointe.com, LIMITED LIABIL,ROBERT RUSSELL HOMES LLC,8,7/6/21
23X280,Jaxpointe At Saulsbury Ct Assisted Living,3034205590,ASSISTED LIVING RESIDENCE,Jefferson,6445 SAULSBURY CT,Arvada,CO,80003,info@jaxpointe.com, LIMITED LIABIL,ROBERT RUSSELL HOMES LLC,8,7/6/21
23X365,Jaxpointe At Holland St Assisted Living,3034209910,ASSISTED LIVING RESIDENCE,Jefferson,2013 HOLLAND STREET,Lakewood,CO,80215,info@jaxpointe.com, LIMITED LIABIL,ROBERT RUSSELL HOMES LLC,8,7/6/21
23R663,Jaxpointe At Allison Ct Assisted Living,3034209910,ASSISTED LIVING RESIDENCE,Jefferson,3525 ALLISON CT,Wheat Ridge,CO,80033,, LIMITED LIABIL,ROBERT RUSSELL HOMES LLC,8,7/6/21
23N613,"Manor On Marston Lake-2, The",3039329808,ASSISTED LIVING RESIDENCE,Arapahoe,4802 S WADSWORTH BLVD,Littleton,CO,80123,marston4800@gmail.com   alt:  becky norris rebmn16@gmail.com, LIMITED LIABIL,"MANOR ON MARSTON LAKE, LLC",9,7/6/21
23L198,Assured Assisted Living 3,3036606946,ASSISTED LIVING RESIDENCE,Douglas,815 TARPAN PLACE,Castle Rock,CO,80104,francis@assuredal.com, LIMITED LIABIL,ASSURED ASSISTED LIVING LLC,9,7/6/21
23S301,Assured Assisted Living 4,3036609757,ASSISTED LIVING RESIDENCE,Douglas,1861 SAPLING COURT,Castle Rock,CO,80109,francis@assuredal.com, LIMITED LIABIL,ASSURED ASSISTED LIVING LLC,9,7/6/21
23U704,Assured Assisted Living 2,3036604252,ASSISTED LIVING RESIDENCE,Douglas,797 TARPAN PLACE,Castle Rock,CO,80104,francis@assuredal.com, LIMITED LIABIL,ASSURED ASSISTED LIVING LLC,9,7/6/21
23F916,S&S Memory Care Assisted Living Llc,7206259484,ASSISTED LIVING RESIDENCE,Arapahoe,7741 E  EASTER PLACE,Centennial,CO,80112,, LIMITED LIABIL,S&S MEMORY CARE ASSISTED LIVING LLC,10,7/6/21
23Q568,Park Regency Thornton,3033505820,ASSISTED LIVING RESIDENCE,Adams,12610 HUDSON,Thornton,CO,80241,jessecamcd@gmail.com, LIMITED LIABIL,BSLC THORNTON LLC,130,7/6/21
2304CL,Golden Orchard I,3037977312,ASSISTED LIVING RESIDENCE,Arapahoe,850 E ORCHARD RD,Centennial,CO,80121,, LIMITED LIABIL,850 ORCHARD MANAGEMENT LLC,12,7/6/21
23D173,Applewood Our House Assisted Living Llc,7203989743,ASSISTED LIVING RESIDENCE,Jefferson,1365 YANK STREET,Golden,CO,80401,malou@applewoodourhouse.com, LIMITED LIABIL,APPLEWOOD OUR HOUSE ASSISTED LIVING LLC,12,7/6/21
23W268,Ashley Manor Yukon,7207737804,ASSISTED LIVING RESIDENCE,Jefferson,80 YUKON ST,Lakewood,CO,80226,, LIMITED LIABIL,ASHLEY MANOR LLC,12,7/6/21
23E476,Hillcrest Of Loveland,9705939800,ASSISTED LIVING RESIDENCE,Larimer,535 NORTH DOUGLAS AVENUE,Loveland,CO,80537,nikischmidt@mbk.com, LIMITED LIABIL,HILLCREST PROPCO LLC,30,7/6/21
23W782,"Lodge At Grand Junction, The",9708224141,ASSISTED LIVING RESIDENCE,Mesa,2656 PATTERSON RD,Grand Junction,CO,81506,, LIMITED LIABIL,GRAND JUNCTION  WELLAGE PACIFICA LLC,50,7/6/21
23C354,Ashley Manor Irma 2,3032801720,ASSISTED LIVING RESIDENCE,Adams,10525 IRMA DRIVE,Northglenn,CO,80234,, LIMITED LIABIL,ASHLEY MANOR LLC,15,7/6/21
2304I0,Springbrooke Retirement And Assisted Living,3033319963,ASSISTED LIVING RESIDENCE,Denver,6800 LEETSDALE DR,Denver,CO,80224,admin@cherryoaksslc.com, LIMITED LIABIL,SPRINGFIELD GROUP LLC,151,7/6/21
23N653,"Gardens Care Homes - Camenisch Park, The",3034216539,ASSISTED LIVING RESIDENCE,Adams,2599 W 90TH,Denver,CO,80260,thegardenscarehomes@gmail.com, LIMITED LIABIL,"GARDENS CARE HOMES LLC, THE",16,7/6/21
23A415,Rocky Mountain Assisted Living 120Th West,3039966886,ASSISTED LIVING RESIDENCE,Adams,3301 E 120TH AVE,Thornton,CO,80233,, LIMITED LIABIL,"ROCKY MOUNTAIN ASSISTED LIVING, LLC",16,7/6/21
23U756,Bethesda Gardens Monument,8669588771,ASSISTED LIVING RESIDENCE,El Paso,55 BEACON LITE ROAD,Monument,CO,80132,, LIMITED LIABIL,BSLC MONUMENT LLC,81,7/6/21
23D697,Applewood Our House Assisted Living Facility  Iii,3034246435,ASSISTED LIVING RESIDENCE,Jefferson,6435 GARRISON ST,Arvada,CO,80003,malou@applewoodourhouse.com, LIMITED LIABIL,APPLEWOOD OUR HOUSE III ASSISTED LVG FACILITY LLC,16,7/6/21
23N684,"Gardens Care Homes Columbine Acres, The",3034216539,ASSISTED LIVING RESIDENCE,Jefferson,5375 OTIS STREET,Arvada,CO,80002,thegardenscarehomes@gmail.com, LIMITED LIABIL,"GARDENS CARE HOMES LLC, THE",16,7/6/21
2304JL,Ashley Manor - Saulsbury,3032337900,ASSISTED LIVING RESIDENCE,Jefferson,1370 SAULSBURY ST,Lakewood,CO,80214,, LIMITED LIABIL,ASHLEY MANOR LLC,16,7/6/21
23Z827,Beehive Homes At The Cortez Homestead,9705292050,ASSISTED LIVING RESIDENCE,Montezuma,694 COTTONWOOD STREET,Cortez,CO,81321,janlgardner@gmail.com, LIMITED LIABIL,"GARDNER'S HOMESTEADS, LLC",16,7/6/21
2303DK,Garden Square Of Greeley,9703369063,ASSISTED LIVING RESIDENCE,Weld,1663 29TH AVE PLACE,Greeley,CO,80634,gsgadministrator@gardensquaregreeley.com, LIMITED LIABIL,"GREELEY ASSISTED LIVING, LLC",34,7/6/21
2304K7,Brookdale Lowry,3033647149,ASSISTED LIVING RESIDENCE,Denver,150 QUEBEC STREET,Denver,CO,80230,kbackes@brookdale.com, LIMITED LIABIL,S-H THIRTY-FIVE OPCO LOWRY LLC,172,7/6/21
23Q715,Greeley Village Llc,9706464850,ASSISTED LIVING RESIDENCE,Weld,1090 43RD AVE,Greeley,CO,80634,, LIMITED LIABIL,GREELEY VILLAGE LLC,71,7/6/21
2305WD,Brookdale Monument Valley Park,7196356300,ASSISTED LIVING RESIDENCE,El Paso,10 W MONUMENT ST,Colorado Springs,CO,80903,, LIMITED LIABIL,BROOKDALE PLACE OF COLORADO SPRINGS LLC,75,7/6/21
23F531,Rocky Mountain Assisted Living 44Th Ave Mc,3039966886,ASSISTED LIVING RESIDENCE,Jefferson,7860 WEST 44TH AVENUE,Wheat Ridge,CO,80033,, LIMITED LIABIL,ROCKY MOUNTAIN ASSISTED LIVING LLC,18,7/6/21
23U762,Palisades At Broadmoor Park,7192262273,ASSISTED LIVING RESIDENCE,El Paso,4531 PALISADES PARK VIEW,Colorado Springs,CO,80906,taramiller@mbk.com, LIMITED LIABIL,PALISADES I MSL LLC,77,7/6/21
23Z782,Legend Assisted Living & Memory Care Of Broomfield,3034663500,ASSISTED LIVING RESIDENCE,Boulder,12600 LOWELL BOULEVARD,Broomfield,CO,80020,, LIMITED LIABIL,DEN ALF 1 LLC,103,7/6/21
23D500,Lincoln Meadows Senior Living,3037901910,ASSISTED LIVING RESIDENCE,Douglas,10001 S OSWEGO,Parker,CO,80134,, LIMITED LIABIL,"LINCOLN MEADOWS SENIOR LIVING, LLC",90,7/6/21
2309QO,Legend Of Colorado Springs,3166166288,ASSISTED LIVING RESIDENCE,El Paso,2368 RESEARCH PKWY,Colorado Springs,CO,80920,, LIMITED LIABIL,COS ALF 1 LLC,103,7/6/21
23N615,Meadowview Of Greeley,9703536800,ASSISTED LIVING RESIDENCE,Weld,5300 W 29TH STREET,Greeley,CO,80634,bobbiejo.mccarley@legendseniorliving.com, LIMITED LIABIL,"29TH STREET ALF, LLC",86,7/6/21
23U333,Bonaventure Of Castle Rock,3036813752,ASSISTED LIVING RESIDENCE,Douglas,1855 LOW MEADOW BLVD,Castle Rock,CO,80109,, LIMITED LIABIL,BONAVENTURE OF CASTLE ROCK LLC,83,7/6/21
230558,Liberty Heights Assisted Living,7194819494,ASSISTED LIVING RESIDENCE,El Paso,12105 AMBASSADOR DRIVE,Colorado Springs,CO,80921,, LIMITED LIABIL,"GA HC REIT II LIBERTY TRS SUB, LLC",60,7/6/21
23N139,"Carillon At Belleview Station, The",7204408200,ASSISTED LIVING RESIDENCE,Denver,4855 S NIAGARA STREET,Denver,CO,80237,, LIMITED LIABIL,BMSH I DTC CO LLC,207,7/6/21
23W353,Graceful Senior Living Of Castle Rock,3038192544,ASSISTED LIVING RESIDENCE,Douglas,864 BARRANCA DRIVE,Castle Rock,CO,80104,, LIMITED LIABIL,CASTLE ROCK MEMORY CARE LLC,48,7/6/21
23Y392,Morningstar At Mountain Shadows,7192605605,ASSISTED LIVING RESIDENCE,El Paso,5355 CENTENNIAL BLVD,Colorado Springs,CO,80919,mtnshadows.ed@morningstarseniorliving.com, LIMITED LIABIL,MOUNTAIN SHADOWS AL LLC,78,7/6/21
23F410,Renew Roaring Fork,9709451121,ASSISTED LIVING RESIDENCE,Garfield,2800 MIDLAND AVE,Glenwood Springs,CO,81601,, LIMITED LIABIL,FIRST PHOENIX-GLENWOOD SPRINGS LLC,122,7/6/21
23K185,Morningstar Of Wheat Ridge,7202509405,ASSISTED LIVING RESIDENCE,Jefferson,10100 W 38TH AVENUE,Lakewood,CO,80033,sshellenberger@morningstarseniorliving.com, LIMITED LIABIL,MS WHEAT RIDGE MANAGEMENT CO LLC,79,7/6/21
23Y771,Bonaventure Of Pueblo,7195426254,ASSISTED LIVING RESIDENCE,Pueblo,3125 BONAVENTURE COURT,Pueblo,CO,81008,719-470-8657, LIMITED LIABIL,"BONAVENTURE OF PUEBLO, LLC",106,7/6/21
23R710,"Lodge At Greeley, The",7205315280,ASSISTED LIVING RESIDENCE,Weld,4430 24TH STREET ROAD,Greeley,CO,80634,, LIMITED LIABIL,GREELEY PACIFICA WELLAGE LLC,72,7/6/21
23N524,Stonecreek Of Littleton,3032493754,ASSISTED LIVING RESIDENCE,Arapahoe,7800 S WINDERMERE STREET,Littleton,CO,80120,, LIMITED LIABIL,LCO SL REALTY LLC,100,7/6/21
23L584,Mackenzie Place - Colorado Springs,7196338181,ASSISTED LIVING RESIDENCE,El Paso,1655 ELM CREEK VIEW,Colorado Springs,CO,80907,, LIMITED LIABIL,MACKENZIE PLACE COLORADO SPRINGS LLC,84,7/6/21
23Z789,Mackenzie Place - Fort Collins,9702071939,ASSISTED LIVING RESIDENCE,Larimer,4750 PLEASANT OAK DRIVE,Fort Collins,CO,80525,, LIMITED LIABIL,MACKENZIE PLACE FORT COLLINS LLC,61,7/6/21
23T749,Grace Pointe Continuing Care Senior Campus Al,9703041919,ASSISTED LIVING RESIDENCE,Weld,1919 68TH AVENUE,Greeley,CO,80634,shareen.anderson@continuumhealth.com, LIMITED LIABIL,WGCC LLC,105,7/6/21
23V342,Atria Englewood,7203709446,ASSISTED LIVING RESIDENCE,Arapahoe,3555 S CLARKSON STREET,Englewood,CO,80113,, LIMITED LIABIL,"CA SENIOR ENGLEWOOD OPERATOR, LLC",178,7/6/21
23048J,Cadence Aurora,3033690736,ASSISTED LIVING RESIDENCE,Arapahoe,1820 S POTOMAC ST,Aurora,CO,80012,, LIMITED LIABIL,CV AURORA OPCO LLC,188,7/6/21
23I587,Balfour At Riverfront Park,7203604500,ASSISTED LIVING RESIDENCE,Denver,1500 LITTLE RAVEN ST,Denver,CO,80202,nloebl@balfourcare.com, LIMITED LIABIL,WELL BALFOUR TENANT LLC,100,7/6/21
23U246,Cappella Of Grand Junction,9708475444,ASSISTED LIVING RESIDENCE,Mesa,628 26 1/2 ROAD,Grand Junction,CO,81506,, LIMITED LIABIL,CAPPELLA OF GRAND JUNCTION LLC,78,7/6/21
23R753,Sunrise Of Westminster,3034100500,ASSISTED LIVING RESIDENCE,Adams,10280 N SHERIDAN BLVD,Westminster,CO,80020,westminster.ed@sunriseseniorliving.com, LIMITED LIABIL,"SUNRISE SECOND WESTMINSTER ASSISTED LIVING, LLC",109,7/6/21
23M124,Balfour At Littleton,7207889310,ASSISTED LIVING RESIDENCE,Arapahoe,8160 W COAL MINE AVE,Littleton,CO,80123,zstrunk@balfourcare.com, LIMITED LIABIL,CPI/BLFR LITTLETON LLC,90,7/6/21
23H946,Jackson Creek Senior Living,7197256060,ASSISTED LIVING RESIDENCE,El Paso,16601 JACKSON CREEK PARKWAY,Monument,CO,80132,dmackey@jcseniorliving.com, LIMITED LIABIL,JACKSON CREEK ASSISTED LIVING LLC,110,7/6/21
2304DC,Cadence Lakewood,3039697666,ASSISTED LIVING RESIDENCE,Jefferson,3151 S WADSWORTH BLVD,Lakewood,CO,80227,, LIMITED LIABIL,CV LAKEWOOD OPCO LLC,142,7/6/21
23N258,Morningstar Assisted Living Of Littleton,3039723030,ASSISTED LIVING RESIDENCE,Jefferson,5344 SOUTH KIPLING PARKWAY,Littleton,CO,80127,littleton.ed@morningstarseniorliving.com, LIMITED LIABIL,"LITTLETON SENIOR HOUSING I OPCO, LLC",112,7/6/21
23O530,Legacy Village Of Castle Pines Llc,3036639800,ASSISTED LIVING RESIDENCE,Douglas,535 W CASTLE PINES PARKWAY,Castle Rock,CO,80108,, LIMITED LIABIL,LEGACY VILLAGE OF CASTLE PINES LLC,120,7/6/21
23U764,Gardens On Quail,3034561500,ASSISTED LIVING RESIDENCE,Jefferson,6447 QUAIL STREET,Arvada,CO,80004,, LIMITED LIABIL,GQOOPS LLC,96,7/6/21
