Facility ID,Facility Name,Phone Number,State Facility Type 1 Literal,County,Address,City,State,Zip Code,Email Address,Ownership Type,Licensee,Capacity
23X801,"COURTYARDS AT MOUNTAIN VIEW, THE",3033373400,ASSISTED LIVING RESIDENCE,ARAPAHOE,8101 E MISSISSIPPI AVENUE,DENVER,CO,80247,tcopeland@pegasusseniorliving.com, LIMITED LIABIL,WELLTOWER PEGASUS TENANT LLC,120
23R668,A LEGACY PERSONAL CARE HOME,7203011369,ASSISTED LIVING RESIDENCE,ARAPAHOE,4050 SOUTH FOX STREET,ENGLEWOOD,CO,80110,, LIMITED LIABIL,A1 RESTORATIVE CARE LLC,10
23I532,LIGHTHOUSE ASSISTED LIVING NEWLAND LLC,3039481005,ASSISTED LIVING RESIDENCE,ARAPAHOE,7070 S NEWLAND COURT,LITTLETON,CO,80128,liz@lighthouseassistedliving.com, LIMITED LIABIL,LIGHTHOUSE ASSISTED LIVING NEWLAND LLC,8
23W354,THRIVECARE,7205047399,ASSISTED LIVING RESIDENCE,ARAPAHOE,7168 S INGALLS WAY,LITTLETON,CO,80128,, LIMITED LIABIL,THRIVE CARE LLC,8
23W745,LOVING CARE ASSISTED LIVING SERVICES LLC,7202428310,ASSISTED LIVING RESIDENCE,ARAPAHOE,6271 W MAPLEWOOD PLACE,LITTLETON,CO,80123,, LIMITED LIABIL,LOVING CARE ASSISTED LIVING SERVICES LLC,8
2304J1,THRIVECARE ROWLAND LLC,7205047399,ASSISTED LIVING RESIDENCE,ARAPAHOE,4961 W ROWLAND AVENUE,LITTLETON,CO,80128,, LIMITED LIABIL,THRIVECARE ROWLAND LLC,8
23V775,MEADOW VISTA ASSISTED LIVING LLC - WADSWORTH,7203207719,ASSISTED LIVING RESIDENCE,ARAPAHOE,7516 S WADSWORTH COURT,LITTLETON,CO,80128,, LIMITED LIABIL,MEADOW VISTA ASSISTED LIVING LLC-WADSWORTH,8
23T234,BEE HIVE HOMES OF PAGOSA SPRINGS,9707313340,ASSISTED LIVING RESIDENCE,ARCHULETA,662 PARK AVENUE,PAGOSA SPRINGS,CO,81147,, LIMITED LIABIL,AVERY THOMAS ENTERPRISES,16
23V719,"CARILLON AT BOULDER CREEK ASSISTED LIVING, THE",7205656844,ASSISTED LIVING RESIDENCE,BOULDER,2525 TAFT DRIVE,BOULDER,CO,80302,, LIMITED LIABIL,RESIDENCES AT BOULDER CREEK LLC,135
23Q658,SENIOR LIVING AT LAFAYETTE,7206392207,ASSISTED LIVING RESIDENCE,BOULDER,329 EXEMPLA CIRCLE,LAFAYETTE,CO,80026,, LIMITED LIABIL,"329 EXEMPLA CIRCLE OPERATIONS, LLC",60
2303PP,BROSS STREET ASSISTED LIVING,7206846102,ASSISTED LIVING RESIDENCE,BOULDER,537 BROSS ST,LONGMONT,CO,80501,carmen@samplesupports.com, LIMITED LIABIL,"SAMPLE SUPPORTS, LLC",11
23H130,ALTAVITA MEMORY CARE CENTRE LLC,3033003700,ASSISTED LIVING RESIDENCE,BOULDER,800 S FORDHAM STREET,LONGMONT,CO,80503,, LIMITED LIABIL,ALTAVITA MEMORY CARE CENTRE LLC,56
23F921,ALTAVITA ASSISTED LIVING,3033003700,ASSISTED LIVING RESIDENCE,BOULDER,1001 ALTAVITA COURT,LONGMONT,CO,80503,linda.berens@altavitaliving.com, LIMITED LIABIL,ALTAVITA ASSISTED LIVING LLC,73
23Y832,BALFOUR AT LAVENDER FARMS,7206145000,ASSISTED LIVING RESIDENCE,BOULDER,1800 PLAZA DR,LOUISVILLE,CO,80027,, LIMITED LIABIL,WELL BALFOUR TENANT LLC,62
23K988,TENDERCARE ASSISTED LIVING LLC,3039352448,ASSISTED LIVING RESIDENCE,DENVER,3241 S MABRY WAY,DENVER,CO,80236,marycna@live.com, LIMITED LIABIL,TENDERCARE ASSISTED LIVING,9
23Z784,TENDERCARE AT PINEHURST LLC,3039885295,ASSISTED LIVING RESIDENCE,DENVER,5290 W PRINCETON,DENVER,CO,80235,marycna@live.com, LIMITED LIABIL,TENDERCARE AT PINEHURST LLC,10
23049U,SUNRISE AT PINEHURST,3039841431,ASSISTED LIVING RESIDENCE,DENVER,5195 W QUINCY AVE,DENVER,CO,80236,pinehurst.ed@sunriseseniorliving.com, LIMITED LIABIL,AL I/PINEHURST SENIOR HOUSING LLC,108
2304VK,BELLEVIEW SUITES AT DTC ASSISTED LIVING & MEMORY C,3037968009,ASSISTED LIVING RESIDENCE,DENVER,4901 S MONACO ST,DENVER,CO,80237,kprokai@pegasusseniorliving.com, LIMITED LIABIL,WELLTOWER PEGASUS TENANT LLC,114
23W813,JAI RESIDENTIAL CARE HOME 2 LLC,7202129384,ASSISTED LIVING RESIDENCE,DOUGLAS,5858 POINT RIDER CIR,CASTLE ROCK,CO,80104,, LIMITED LIABIL,JAI RESIDENTIAL CARE HOME 2 LLC,5
23P691,"SOLANGE AT EVENINGSONG, INC",7199850467,ASSISTED LIVING RESIDENCE,DOUGLAS,572 EVENINGSONG DR,CASTLE ROCK,CO,80104,, LIMITED LIABIL,SOLANGE AT EVENINGSONG LLC,8
23F922,"GARDENS CARE HOMES RED HAWK, THE",3039194077,ASSISTED LIVING RESIDENCE,DOUGLAS,1473 ROSEMARY DR,CASTLE ROCK,CO,80109,, LIMITED LIABIL,"GARDENS CARE HOMES LLC, THE",12
23S727,SOLANGE AT GROUSEBERRY WAY LLC,7206487454,ASSISTED LIVING RESIDENCE,DOUGLAS,17618 GROUSEBERRY WAY,PARKER,CO,80134,, LIMITED LIABIL,SOLANGE AT GROUSEBERRY LLC,8
23S217,SENIOR LIVING AT THE SIERRA RIDGE LLC,3038084047,ASSISTED LIVING RESIDENCE,DOUGLAS,10136 ISLE STREET,PARKER,CO,80134,jaya.s@ilaseniorliving.com, LIMITED LIABIL,SENIOR LIVING AT THE SIERRA RIDGE LLC,8
230557,GARDEN RANCH ASSISTED LIVING,7192609121,ASSISTED LIVING RESIDENCE,EL PASO,5075 SADDLE DRIVE,COLORADO SPRINGS,CO,80918,gardenranchassistedliving@outlook.com, LIMITED LIABIL,GARDEN RANCH SENIOR CARE LLC,8
23V729,SOLANGE AT THE LODGE,7199850467,ASSISTED LIVING RESIDENCE,EL PASO,1420 E FOUNTAIN BLVD,COLORADO SPRINGS,CO,80909,cgarduno@aime-management.com, LIMITED LIABIL,"LODGE ASSISTED LIVING LLC, THE",23
23088B,HERITAGE PARK ASSISTED LIVING,9709283222,ASSISTED LIVING RESIDENCE,GARFIELD,1250 VILLAGE ROAD,CARBONDALE,CO,81623,, LIMITED LIABIL,"HERITAGE PARK OPERATIONS, LLC",28
23E913,CARING HEARTS OF ARVADA LLC,7205084195,ASSISTED LIVING RESIDENCE,JEFFERSON,10185 W 71ST PLACE,ARVADA,CO,80004,, LIMITED LIABIL,CARING HEARTS OF ARVADA LLC,8
23X286,"GARDENS CARE HOMES - QUAKER ACRES, THE",3034224446,ASSISTED LIVING RESIDENCE,JEFFERSON,16821 W 74TH AVE,ARVADA,CO,80007,, LIMITED LIABIL,"GARDENS CARE HOMES LLC, THE",8
23Z791,"GARDENS CARE HOMES MAJESTIC VIEW, THE",3034216539,ASSISTED LIVING RESIDENCE,JEFFERSON,6882 GARLAND STREET,ARVADA,CO,80004,TheGardensCareHomes@gmail.com, LIMITED LIABIL,"GARDENS CARE HOMES LLC, THE",12
23Z778,"WELL HOUSE ARVADA LLC, THE",3034899025,ASSISTED LIVING RESIDENCE,JEFFERSON,6501 W 60TH AVENUE,ARVADA,CO,80003,, LIMITED LIABIL,"WELL HOUSE ARVADA LLC, THE",16
230413,ARBOR VIEW,3034033100,ASSISTED LIVING RESIDENCE,JEFFERSON,8001 W 71ST AVENUE,ARVADA,CO,80004,, LIMITED LIABIL,"HACKBERRY HILL OPCO, LLC",36
23Y607,"GARDENS CARE HOMES - JEWELL ESTATES, THE",3034216539,ASSISTED LIVING RESIDENCE,JEFFERSON,6347 HAWTHORN LANE,LAKEWOOD,CO,80227,TheGardensCareHomes@gmail.com, LIMITED LIABIL,"GARDENS CARE HOMES LLC, THE",10
2356OV,ROCKY MOUNTAIN ASSISTED LIVING - REED,3039966886,ASSISTED LIVING RESIDENCE,JEFFERSON,995 REED ST,LAKEWOOD,CO,80214,, LIMITED LIABIL,"ROCKY MOUNTAIN ASSISTED LIVING, LLC",12
23F494,ROCKY MOUNTAIN ASSISTED LIVING-QUINCY WEST,3039966886,ASSISTED LIVING RESIDENCE,JEFFERSON,7985 WEST QUINCY AVENUE,LAKEWOOD,CO,80123,jessica@rockymountainassistedliving.com, LIMITED LIABIL,"ROCKY MOUNTAIN ASSISTED LIVING, LLC",16
23H519,ROCKY MOUNTAIN ASSISTED LIVING QUINCY,3039966886,ASSISTED LIVING RESIDENCE,JEFFERSON,7975 W QUINCY AVENUE,LAKEWOOD,CO,80123,dave@rockymountainassistedliving.com, LIMITED LIABIL,ROCKY MOUNTAIN ASSISTED LIVING LLC,16
2304WQ,MONTAGE RIDGE,3032375700,ASSISTED LIVING RESIDENCE,JEFFERSON,12791 W ALAMEDA PARKWAY,LAKEWOOD,CO,80228,, LIMITED LIABIL,GENGREENMOUNTAIN LLC,131
23E903,RMCC,7204125730,ASSISTED LIVING RESIDENCE,JEFFERSON,6921 S LEE WAY,LITTLETON,CO,80127,, LIMITED LIABIL,ROCKY MOUNTAIN CARE AND CONSULTING LLC,8
2304BH,COLORADO ASSISTED LIVING HOMES LLC-ROWLAND,3033240834,ASSISTED LIVING RESIDENCE,JEFFERSON,5424 W ROWLAND PL,LITTLETON,CO,80128,, LIMITED LIABIL,"COLORADO ASSISTED LIVING HOMES, LLC",8
23R696,THRIVECARE INDORE LLC,7205047399,ASSISTED LIVING RESIDENCE,JEFFERSON,5596 W INDORE DRIVE,LITTLETON,CO,80128,, LIMITED LIABIL,THRIVECARE INDORE LLC,8
23W793,MEADOW VISTA ASSISTED LIVING AT WALDEN,3039042262,ASSISTED LIVING RESIDENCE,JEFFERSON,7243 W WALDEN DRIVE,LITTLETON,CO,80128,sanjay.aryal@gmail.com, LIMITED LIABIL,"MEADOW VISTA ASSISTED LIVING, LLC - WALDEN",8
23YOTG,"THRIVECARE CHASE, LLC",7208087307,ASSISTED LIVING RESIDENCE,JEFFERSON,6398 S CHASE CT,LITTLETON,CO,80123,, LIMITED LIABIL,THRIVECARE CHASE LLC,10
2304OJ,"MANOR ON MARSTON LAKE, THE",3039329808,ASSISTED LIVING RESIDENCE,JEFFERSON,4800 OLD S WADSWORTH BLVD,LITTLETON,CO,80123,rebmn16@gmail.com, LIMITED LIABIL,"MANOR ON MARSTON LAKE, LLC",50
2304YQ,GOLDEN ORCHARD III,3037977312,ASSISTED LIVING RESIDENCE,JEFFERSON,3510 HOLLAND ST,WHEAT RIDGE,CO,80033,, LIMITED LIABIL,3510 HOLLAND MANAGEMENT LLC,16
23I527,EVENINGS PORCH LLC,9708840101,ASSISTED LIVING RESIDENCE,LA PLATA,42811 HIGHWAY 160,BAYFIELD,CO,81122,, LIMITED LIABIL,EVENINGS PORCH LLC,16
23E478,MONARCH GREENS ASSISTED LIVING,9704495644,ASSISTED LIVING RESIDENCE,LARIMER,1725 LAKEVIEW DRIVE,FORT COLLINS,CO,80524,melisa@ahome4life.com, LIMITED LIABIL,"A HOME FOR LIFE, LLC",8
23Y394,TURNBERRY PLACE ASSISTED LIVING,9704822215,ASSISTED LIVING RESIDENCE,LARIMER,2401 TURNBERRY ROAD,FORT COLLINS,CO,80524,redrmr@yahoo.com, LIMITED LIABIL,RRESIDENTS LLC,8
230314,LIVE TO ASSIST,9702241400,ASSISTED LIVING RESIDENCE,LARIMER,2914 W PROSPECT,FORT COLLINS,CO,80526,livetoassistllc@gmail.com, LIMITED LIABIL,LIVE TO ASSIST LLC,8
23G123,FOX MEADOWS ASSISTED LIVING,9704494472,ASSISTED LIVING RESIDENCE,LARIMER,4021 SPRUCE DRIVE,FORT COLLINS,CO,80526,tamra.meurer@outlook.com, LIMITED LIABIL,NORTHERN COLORADO LIVING SOLUTION,8
23HXHC,PRESTIGE LIVING LLC,3036387814,ASSISTED LIVING RESIDENCE,LARIMER,700 GREENBRIAR DR,FORT COLLINS,CO,80524,, LIMITED LIABIL,PRESTIGE LIVING LLC,8
23J170,SENECA HOUSE ASSISTED LIVING,9707958600,ASSISTED LIVING RESIDENCE,LARIMER,4406 SENECA STREET,FORT COLLINS,CO,80526,greg@stjohnal.com, LIMITED LIABIL,"ST JOHN ASSISTED LIVING, LLC",8
23Z318,EAGLES NEST ASSISTED LIVING LLC,9704931073,ASSISTED LIVING RESIDENCE,LARIMER,1026 SALMON RUN,FORT COLLINS,CO,80524,scott@eaglesnestal.com, LIMITED LIABIL,EAGLE'S NEST ASSISTED LIVING LLC,8
23D505,CENTER AT ROCK CREEK LLC,7199001398,ASSISTED LIVING RESIDENCE,LARIMER,4880 ZIEGLER ROAD,FORT COLLINS,CO,80528,, LIMITED LIABIL,CENTER AT ROCK CREEK LLC,21
23V260,HARMONY HOME,9705541484,ASSISTED LIVING RESIDENCE,LOGAN,703 HOLLY DRIVE,STERLING,CO,80751,thh703@gmail.com, LIMITED LIABIL,"HARMONY HOME, LLC, THE",15
23G504,GRANDVIEW CARE LODGE ASSISTED LIVING,9702418896,ASSISTED LIVING RESIDENCE,MESA,815 26 1/2 ROAD,GRAND JUNCTION,CO,81506,, LIMITED LIABIL,GRANDVIEW CARE LODGE,8
23D504,BEE HIVE HOMES OF GRAND JUNCTION,9706445920,ASSISTED LIVING RESIDENCE,MESA,2395 H ROAD,GRAND JUNCTION,CO,81505,wgates@beehivehomes.com, LIMITED LIABIL,GARDEN GATES LLC,15
23B424,VILLA PUEBLO ASSISTED LIVING,7192533723,ASSISTED LIVING RESIDENCE,PUEBLO,855 HUNTER DR,PUEBLO,CO,81001,sturner@villapueblo.com, LIMITED LIABIL,1111 BONFORTE OPCO LLC,11
23Z405,PRIMROSE RETIREMENT COMMUNITY OF PUEBLO,7195433300,ASSISTED LIVING RESIDENCE,PUEBLO,5055 OUTLOOK BOULEVARD,PUEBLO,CO,81008,gmackenzie@primroseretirement.com, LIMITED LIABIL,PUEBLO RETIREMENT LLC,45
23D501,COLUMBINE CHATEAU ASSISTED LIVING,7195661185,ASSISTED LIVING RESIDENCE,PUEBLO,720 E SPRINGMONT DRIVE,PUEBLO WEST,CO,81007,lemoncheri2002@yahoo.com, LIMITED LIABIL,"THE CHATEAUS, LLC",24
23K559,"ASPEN, THE",7198221016,ASSISTED LIVING RESIDENCE,TELLER,107 EAST VILLAGE TERRACE,WOODLAND PARK,CO,80863,, LIMITED LIABIL,ELEMENTS OF LIVING LLC,24
23036H,BRIDGE ASSISTED LIVING AT LIFE CARE CTR OF GREELEY,9703390022,ASSISTED LIVING RESIDENCE,WELD,4750 25TH ST,GREELEY,CO,80634,, LIMITED LIABIL,"GREELEY ASSISTED LIVING INVESTORS, LLC",70
2303IY,MILLBROOK HOMES-COVE,3037749296,ASSISTED LIVING RESIDENCE,BOULDER,1746 COVE CT,LONGMONT,CO,80501,millbrook5650jmc@live.com, LIMITED LIABIL,"MILLBROOK HOMES, LLC",5
23J598,BLESSINGS SENIOR SERVICES,3035236659,ASSISTED LIVING RESIDENCE,ADAMS,1594 E 131 PLACE,THORNTON,CO,80241,, LIMITED LIABIL,BIDHYA AND VICTORIA LLC,8
2304UX,MILLBROOK HOMES-FILLMORE,3032218353,ASSISTED LIVING RESIDENCE,ARAPAHOE,7364 S FILLMORE CIRCLE,CENTENNIAL,CO,80122,millbrook5650jmc@live.com, LIMITED LIABIL,"MILLBROOK HOMES, LLC",8
23V725,ASSURED ASSISTED LIVING 9,3037663431,ASSISTED LIVING RESIDENCE,ARAPAHOE,5286 S ANDES CT,CENTENNIAL,CO,80015,francis@assuredal.com, LIMITED LIABIL,ASSURED ASSISTED LIVING LLC,8
23N219,ASSURED ASSISTED LIVING 8,3037943335,ASSISTED LIVING RESIDENCE,ARAPAHOE,2 MEADOWBROOK PLACE,LITTLETON,CO,80120,francis@assuredal.com, LIMITED LIABIL,ASSURED ASSISTED LIVING LLC,8
23X762,ASSURED ASSISTED LIVING 7,3036634881,ASSISTED LIVING RESIDENCE,DOUGLAS,10139 RIVERSTONE DRIVE,PARKER,CO,80134,francis@assuredal.com, LIMITED LIABIL,ASSURED ASSISTED LIVING LLC,8
23H567,JAXPOINTE AT FLOWER COURT ASSISTED LIVING,3034209910,ASSISTED LIVING RESIDENCE,JEFFERSON,5475 FLOWER COURT,ARVADA,CO,80003,info@jaxpointe.com, LIMITED LIABIL,ROBERT RUSSELL HOMES LLC,8
23X280,JAXPOINTE AT SAULSBURY CT ASSISTED LIVING,3034205590,ASSISTED LIVING RESIDENCE,JEFFERSON,6445 SAULSBURY CT,ARVADA,CO,80003,info@jaxpointe.com, LIMITED LIABIL,ROBERT RUSSELL HOMES LLC,8
23X365,JAXPOINTE AT HOLLAND ST ASSISTED LIVING,3034209910,ASSISTED LIVING RESIDENCE,JEFFERSON,2013 HOLLAND STREET,LAKEWOOD,CO,80215,info@jaxpointe.com, LIMITED LIABIL,ROBERT RUSSELL HOMES LLC,8
23R663,JAXPOINTE AT ALLISON CT ASSISTED LIVING,3034209910,ASSISTED LIVING RESIDENCE,JEFFERSON,3525 ALLISON CT,WHEAT RIDGE,CO,80033,, LIMITED LIABIL,ROBERT RUSSELL HOMES LLC,8
23N613,"MANOR ON MARSTON LAKE-2, THE",3039329808,ASSISTED LIVING RESIDENCE,ARAPAHOE,4802 S WADSWORTH BLVD,LITTLETON,CO,80123,marston4800@gmail.com   alt:  Becky Norris rebmn16@gmail.com, LIMITED LIABIL,"MANOR ON MARSTON LAKE, LLC",9
23L198,ASSURED ASSISTED LIVING 3,3036606946,ASSISTED LIVING RESIDENCE,DOUGLAS,815 TARPAN PLACE,CASTLE ROCK,CO,80104,francis@assuredal.com, LIMITED LIABIL,ASSURED ASSISTED LIVING LLC,9
23S301,ASSURED ASSISTED LIVING 4,3036609757,ASSISTED LIVING RESIDENCE,DOUGLAS,1861 SAPLING COURT,CASTLE ROCK,CO,80109,francis@assuredal.com, LIMITED LIABIL,ASSURED ASSISTED LIVING LLC,9
23U704,ASSURED ASSISTED LIVING 2,3036604252,ASSISTED LIVING RESIDENCE,DOUGLAS,797 TARPAN PLACE,CASTLE ROCK,CO,80104,francis@assuredal.com, LIMITED LIABIL,ASSURED ASSISTED LIVING LLC,9
23F916,S&S MEMORY CARE ASSISTED LIVING LLC,7206259484,ASSISTED LIVING RESIDENCE,ARAPAHOE,7741 E  EASTER PLACE,CENTENNIAL,CO,80112,, LIMITED LIABIL,S&S MEMORY CARE ASSISTED LIVING LLC,10
23Q568,PARK REGENCY THORNTON,3033505820,ASSISTED LIVING RESIDENCE,ADAMS,12610 HUDSON,THORNTON,CO,80241,jessecamcd@gmail.com, LIMITED LIABIL,BSLC THORNTON LLC,130
2304CL,GOLDEN ORCHARD I,3037977312,ASSISTED LIVING RESIDENCE,ARAPAHOE,850 E ORCHARD RD,CENTENNIAL,CO,80121,, LIMITED LIABIL,850 ORCHARD MANAGEMENT LLC,12
23D173,APPLEWOOD OUR HOUSE ASSISTED LIVING LLC,7203989743,ASSISTED LIVING RESIDENCE,JEFFERSON,1365 YANK STREET,GOLDEN,CO,80401,malou@applewoodourhouse.com, LIMITED LIABIL,APPLEWOOD OUR HOUSE ASSISTED LIVING LLC,12
23W268,ASHLEY MANOR YUKON,7207737804,ASSISTED LIVING RESIDENCE,JEFFERSON,80 YUKON ST,LAKEWOOD,CO,80226,, LIMITED LIABIL,ASHLEY MANOR LLC,12
23E476,HILLCREST OF LOVELAND,9705939800,ASSISTED LIVING RESIDENCE,LARIMER,535 NORTH DOUGLAS AVENUE,LOVELAND,CO,80537,nikischmidt@mbk.com, LIMITED LIABIL,HILLCREST PROPCO LLC,30
23W782,"LODGE AT GRAND JUNCTION, THE",9708224141,ASSISTED LIVING RESIDENCE,MESA,2656 PATTERSON RD,GRAND JUNCTION,CO,81506,, LIMITED LIABIL,GRAND JUNCTION  WELLAGE PACIFICA LLC,50
23C354,ASHLEY MANOR IRMA 2,3032801720,ASSISTED LIVING RESIDENCE,ADAMS,10525 IRMA DRIVE,NORTHGLENN,CO,80234,, LIMITED LIABIL,ASHLEY MANOR LLC,15
2304I0,SPRINGBROOKE RETIREMENT AND ASSISTED LIVING,3033319963,ASSISTED LIVING RESIDENCE,DENVER,6800 LEETSDALE DR,DENVER,CO,80224,admin@cherryoaksslc.com, LIMITED LIABIL,SPRINGFIELD GROUP LLC,151
23N653,"GARDENS CARE HOMES - CAMENISCH PARK, THE",3034216539,ASSISTED LIVING RESIDENCE,ADAMS,2599 W 90TH,DENVER,CO,80260,TheGardensCareHomes@gmail.com, LIMITED LIABIL,"GARDENS CARE HOMES LLC, THE",16
23A415,ROCKY MOUNTAIN ASSISTED LIVING 120TH WEST,3039966886,ASSISTED LIVING RESIDENCE,ADAMS,3301 E 120TH AVE,THORNTON,CO,80233,, LIMITED LIABIL,"ROCKY MOUNTAIN ASSISTED LIVING, LLC",16
23U756,BETHESDA GARDENS MONUMENT,8669588771,ASSISTED LIVING RESIDENCE,EL PASO,55 BEACON LITE ROAD,MONUMENT,CO,80132,, LIMITED LIABIL,BSLC MONUMENT LLC,81
23D697,APPLEWOOD OUR HOUSE ASSISTED LIVING FACILITY  III,3034246435,ASSISTED LIVING RESIDENCE,JEFFERSON,6435 GARRISON ST,ARVADA,CO,80003,malou@applewoodourhouse.com, LIMITED LIABIL,APPLEWOOD OUR HOUSE III ASSISTED LVG FACILITY LLC,16
23N684,"GARDENS CARE HOMES COLUMBINE ACRES, THE",3034216539,ASSISTED LIVING RESIDENCE,JEFFERSON,5375 OTIS STREET,ARVADA,CO,80002,TheGardensCareHomes@gmail.com, LIMITED LIABIL,"GARDENS CARE HOMES LLC, THE",16
2304JL,ASHLEY MANOR - SAULSBURY,3032337900,ASSISTED LIVING RESIDENCE,JEFFERSON,1370 SAULSBURY ST,LAKEWOOD,CO,80214,, LIMITED LIABIL,ASHLEY MANOR LLC,16
23Z827,BEEHIVE HOMES AT THE CORTEZ HOMESTEAD,9705292050,ASSISTED LIVING RESIDENCE,MONTEZUMA,694 COTTONWOOD STREET,CORTEZ,CO,81321,janlgardner@gmail.com, LIMITED LIABIL,"GARDNER'S HOMESTEADS, LLC",16
2303DK,GARDEN SQUARE OF GREELEY,9703369063,ASSISTED LIVING RESIDENCE,WELD,1663 29TH AVE PLACE,GREELEY,CO,80634,gsgadministrator@gardensquaregreeley.com, LIMITED LIABIL,"GREELEY ASSISTED LIVING, LLC",34
2304K7,BROOKDALE LOWRY,3033647149,ASSISTED LIVING RESIDENCE,DENVER,150 QUEBEC STREET,DENVER,CO,80230,kbackes@brookdale.com, LIMITED LIABIL,S-H THIRTY-FIVE OPCO LOWRY LLC,172
23Q715,GREELEY VILLAGE LLC,9706464850,ASSISTED LIVING RESIDENCE,WELD,1090 43RD AVE,GREELEY,CO,80634,, LIMITED LIABIL,GREELEY VILLAGE LLC,71
2305WD,BROOKDALE MONUMENT VALLEY PARK,7196356300,ASSISTED LIVING RESIDENCE,EL PASO,10 W MONUMENT ST,COLORADO SPRINGS,CO,80903,, LIMITED LIABIL,BROOKDALE PLACE OF COLORADO SPRINGS LLC,75
23F531,ROCKY MOUNTAIN ASSISTED LIVING 44TH AVE MC,3039966886,ASSISTED LIVING RESIDENCE,JEFFERSON,7860 WEST 44TH AVENUE,WHEAT RIDGE,CO,80033,, LIMITED LIABIL,ROCKY MOUNTAIN ASSISTED LIVING LLC,18
23U762,PALISADES AT BROADMOOR PARK,7192262273,ASSISTED LIVING RESIDENCE,EL PASO,4531 PALISADES PARK VIEW,COLORADO SPRINGS,CO,80906,taramiller@mbk.com, LIMITED LIABIL,PALISADES I MSL LLC,77
23Z782,LEGEND ASSISTED LIVING & MEMORY CARE OF BROOMFIELD,3034663500,ASSISTED LIVING RESIDENCE,BOULDER,12600 LOWELL BOULEVARD,BROOMFIELD,CO,80020,, LIMITED LIABIL,DEN ALF 1 LLC,103
23D500,LINCOLN MEADOWS SENIOR LIVING,3037901910,ASSISTED LIVING RESIDENCE,DOUGLAS,10001 S OSWEGO,PARKER,CO,80134,, LIMITED LIABIL,"LINCOLN MEADOWS SENIOR LIVING, LLC",90
2309QO,LEGEND OF COLORADO SPRINGS,3166166288,ASSISTED LIVING RESIDENCE,EL PASO,2368 RESEARCH PKWY,COLORADO SPRINGS,CO,80920,, LIMITED LIABIL,COS ALF 1 LLC,103
23N615,MEADOWVIEW OF GREELEY,9703536800,ASSISTED LIVING RESIDENCE,WELD,5300 W 29TH STREET,GREELEY,CO,80634,bobbiejo.mccarley@legendseniorliving.com, LIMITED LIABIL,"29TH STREET ALF, LLC",86
23U333,BONAVENTURE OF CASTLE ROCK,3036813752,ASSISTED LIVING RESIDENCE,DOUGLAS,1855 LOW MEADOW BLVD,CASTLE ROCK,CO,80109,, LIMITED LIABIL,BONAVENTURE OF CASTLE ROCK LLC,83
230558,LIBERTY HEIGHTS ASSISTED LIVING,7194819494,ASSISTED LIVING RESIDENCE,EL PASO,12105 AMBASSADOR DRIVE,COLORADO SPRINGS,CO,80921,, LIMITED LIABIL,"GA HC REIT II LIBERTY TRS SUB, LLC",60
23N139,"CARILLON AT BELLEVIEW STATION, THE",7204408200,ASSISTED LIVING RESIDENCE,DENVER,4855 S NIAGARA STREET,DENVER,CO,80237,, LIMITED LIABIL,BMSH I DTC CO LLC,207
23W353,GRACEFUL SENIOR LIVING OF CASTLE ROCK,3038192544,ASSISTED LIVING RESIDENCE,DOUGLAS,864 BARRANCA DRIVE,CASTLE ROCK,CO,80104,, LIMITED LIABIL,CASTLE ROCK MEMORY CARE LLC,48
23Y392,MORNINGSTAR AT MOUNTAIN SHADOWS,7192605605,ASSISTED LIVING RESIDENCE,EL PASO,5355 CENTENNIAL BLVD,COLORADO SPRINGS,CO,80919,mtnshadows.ed@morningstarseniorliving.com, LIMITED LIABIL,MOUNTAIN SHADOWS AL LLC,78
23F410,RENEW ROARING FORK,9709451121,ASSISTED LIVING RESIDENCE,GARFIELD,2800 MIDLAND AVE,GLENWOOD SPRINGS,CO,81601,, LIMITED LIABIL,FIRST PHOENIX-GLENWOOD SPRINGS LLC,122
23K185,MORNINGSTAR OF WHEAT RIDGE,7202509405,ASSISTED LIVING RESIDENCE,JEFFERSON,10100 W 38TH AVENUE,LAKEWOOD,CO,80033,sshellenberger@morningstarseniorliving.com, LIMITED LIABIL,MS WHEAT RIDGE MANAGEMENT CO LLC,79
23Y771,BONAVENTURE OF PUEBLO,7195426254,ASSISTED LIVING RESIDENCE,PUEBLO,3125 BONAVENTURE COURT,PUEBLO,CO,81008,719-470-8657, LIMITED LIABIL,"BONAVENTURE OF PUEBLO, LLC",106
23R710,"LODGE AT GREELEY, THE",7205315280,ASSISTED LIVING RESIDENCE,WELD,4430 24TH STREET ROAD,GREELEY,CO,80634,, LIMITED LIABIL,GREELEY PACIFICA WELLAGE LLC,72
23N524,STONECREEK OF LITTLETON,3032493754,ASSISTED LIVING RESIDENCE,ARAPAHOE,7800 S WINDERMERE STREET,LITTLETON,CO,80120,, LIMITED LIABIL,LCO SL REALTY LLC,100
23L584,MACKENZIE PLACE - COLORADO SPRINGS,7196338181,ASSISTED LIVING RESIDENCE,EL PASO,1655 ELM CREEK VIEW,COLORADO SPRINGS,CO,80907,, LIMITED LIABIL,MACKENZIE PLACE COLORADO SPRINGS LLC,84
23Z789,MACKENZIE PLACE - FORT COLLINS,9702071939,ASSISTED LIVING RESIDENCE,LARIMER,4750 PLEASANT OAK DRIVE,FORT COLLINS,CO,80525,, LIMITED LIABIL,MACKENZIE PLACE FORT COLLINS LLC,61
