FACILITY_TYPE,FACID,LIC#,LICENSED_NAME,ALPHA_NAME,ADDRESS,FAC_ADDR_2,FAC_CITY,FAC_ST,ZIP,CSZ,COUNTY,TELEPHONE,FAXPHONE,FACEMAIL,Lic_Expires,Lic_Beds_Slots,ADMIN,LICENSED_OWNER,OWNADDR,owncsz,OwnDesc,RunDate,LAT,LNG
LONG TERM CARE FACILITY,NJ60403,060403,Barclays Rehabillitation and Healthcare Center LLC,BARCLAYS REHABILITATION AND HEALTHCARE CENTER,1412 MARLTON PIKE, ,CHERRY HILL,NJ,08034,"CHERRY HILL, NJ  08034",CAMDEN,(856) 428-6100,(856) 831-4071,Joel@barclaysrehab.com,10/31/21,108,Mr. YOEL TEITELBAUM,BARCLAYS REHABILITATION AND HEALTHCARE CENTER LLC,1412 MARLTON PIKE,"CHERRY HILL, NJ  08034",Profit - LLC,6/15/21,39.91132,-74.993137
LONG TERM CARE FACILITY,NJ61903,061903,Barn Hill Care Center,BARN HILL CARE CENTER,249 HIGH STREET, ,NEWTON,NJ,07860,"NEWTON, NJ  07860",SUSSEX,(973) 383-5600,(973) 579-4279,joseph.schmidt@genesishcc.com,3/31/22,154,Mr. JOSEPH SCHMIDT,BARN HILL CARE CENTER,249 HIGH STREET,"NEWTON, NJ  07860",Profit - Corporation,6/15/21,41.0569877,-74.7598871
LONG TERM CARE FACILITY,NJ61524,061524,Barnegat Rehabilitation and Nursing Center,BARNEGAT REHABILITATION AND NURSING CENTER,859 WEST BAY AVE, ,BARNEGAT,NJ,08005,"BARNEGAT, NJ  08005",OCEAN,(609) 698-1400,(609) 698-4384,,11/30/21,116,Mr. SHLOMA ARON,BARNEGAT NURSING & REAHB LLC,325 JERSEY STREET,"TRENTON, NJ  08611",,6/15/21,39.756176,-74.240112
LONG TERM CARE FACILITY,NJ16008,16008,"Barnert Subacute Rehabilitation Center, Llc","BARNERT SUBACUTE REHABILITATION CENTER, LLC",680 BROADWAY SUITE 301, ,PATERSON,NJ,07514,"PATERSON, NJ  07514",PASSAIC,(973) 754-0999,(973) 333-6995,administrator@barnertsubacute.com,11/30/21,68,. KASEY SIEPE,"BARNERT SUBACUTE REHABILITATION CENTER, LLC",680 BROADWAY,"PATERSON, NJ  07514",Profit - LLC,6/15/21,40.9182374,-74.1444965
LONG TERM CARE FACILITY,NJ61521,061521,Bartley Healthcare Nursing and Rehabilitation,BARTLEY HEALTHCARE NURSING & REHABILITATION,175 BARTLEY ROAD, ,JACKSON,NJ,08527,"JACKSON, NJ  08527",OCEAN,(732) 370-4700,(732) 370-8872,lkessler@bartleyhealthcare.com,12/31/21,234,Ms. LAUREN KESSLER,BARTLEY HEALTHCARE NURSING & REHABILITATION,175 BARTLEY ROAD,"JACKSON, NJ  08527",Profit - Corporation,6/15/21,40.134906,-74.28027
LONG TERM CARE FACILITY,61342,061342,Bayshore Health Care Center,BAYSHORE HEALTH CARE CENTER,715 NORTH BEERS STREET, ,HOLMDEL,NJ,07733,"HOLMDEL, NJ  07733",MONMOUTH,(732) 847-3000,(732) 847-3001,william.hamilton@hackensackmeridian.org,3/31/22,232,Mr. WILLIAM HAMILTON,"HMH RESIDENTIAL CARE, INC.",343 THORNALL STREET,"EDISON, NJ  08837",Non-Profit - Corporation,6/15/21,40.4091206,-74.1946758
LONG TERM CARE FACILITY,NJ60230,060230,Bergen County Health Care Center,BERGEN COUNTY HEALTH CARE CTR,35 B PIERMONT ROAD, ,ROCKLEIGH,NJ,07647,"ROCKLEIGH, NJ  07647",BERGEN,(201) 750-8310,(201) 784-3590,hsilberstein@co.bergen.nj.us,1/31/22,110,Mr. HARVEY SILBERSTEIN,COUNTY OF BERGEN,ONE BERGEN COUNTY PLAZA,"HACKENSACK, NJ  07601",Govt - County,6/15/21,40.999194,-73.936632
LONG TERM CARE FACILITY,NJ10201L,10201L,Bergen New Bridge Medical Center,BERGEN NEW BRIDGE MEDICAL CENTER,230 E RIDGEWOOD AVE, ,PARAMUS,NJ,07652,"PARAMUS, NJ  07652",BERGEN,(201) 967-4000,(201) 967-4326,krichardson@newbridgehealth.org,9/30/21,574,Ms. KATHRYN RICHARDSON,BERGEN COUNTY IMPROVEMENT AUTHORITY,327 E RIDGEWOOD AVENUE,"PARAMUS, NJ  07652",Govt - County,6/15/21,40.9569813,-74.0629454
LONG TERM CARE FACILITY,NJ60601,060601,Bishop McCarthy Center for Rehabilitation & Healthcare,BISHOP MCCARTHY CENTER FOR REHABILITATION & HC,1045 E CHESTNUT AVE, ,VINELAND,NJ,08360,"VINELAND, NJ  08360",CUMBERLAND,(856) 692-2850,(856) 696-5770,lgatier@chg.org,11/30/21,182,Ms. LINDA GATIER,"VINELAND OPERATING, LLC",460 BAYVIEW,"INWOOD, NY  11096",Profit - LLC,6/15/21,39.4768934,-75.01147
LONG TERM CARE FACILITY,NJ61415,061415,Boonton Care Center,BOONTON CARE CENTER,199 POWERVILLE ROAD, ,BOONTON,NJ,07005,"BOONTON, NJ  07005",MORRIS,(973) 334-2454,(973) 402-0719,Sur@boontoncc.com,2/28/22,117,Ms. SARAH UR,"BOONTON CARE CENTER, LLC",199 POWERVILLE ROAD,"BOONTON, NJ  07005",,6/15/21,40.916974,-74.429872
LONG TERM CARE FACILITY,NJ62106,062106,Brakeley Park Center,BRAKELEY PARK CENTER,290 RED SCHOOL LANE, ,PHILLIPSBURG,NJ,08865,"PHILLIPSBURG, NJ  08865",WARREN,(908) 859-2800,(908) 859-1667,Etay.sahar@genesishcc.com,1/31/22,120,Mr. ETAY SAHAR,290 RED SCHOOL LANE OPERATIONS LLC,290 RED SCHOOL LANE,"PHILLIPSBURG, NJ  08865",Profit - LLC,6/15/21,40.704234,-75.167886
LONG TERM CARE FACILITY,NJ61811,061811,Bridgeway Care and Rehabilitation Center at Bridgewater,BRIDGEWAY CARE AND REHAB CENTER AT BRIDGEWATER,270 ROUTE 28, ,BRIDGEWATER,NJ,08807,"BRIDGEWATER, NJ  08807",SOMERSET,(908) 722-7022,(908) 725-1822,sroyer@bshcare.com,6/30/21,151,Mr. SCOTT ROYER,"BRIDGEWAY, INC.",270 ROUTE 28,"BRIDGEWATER, NJ  08807",Profit - Corporation,6/15/21,40.595616,-74.667045
LONG TERM CARE FACILITY,NJ18104,18104,Bridgeway Care And Rehabilitation Center At Hillsborough,BRIDGEWAY CARE AND REHAB CENTER AT HILLSBOROUGH,395 AMWELL ROAD, ,HILLSBOROUGH,NJ,08844,"HILLSBOROUGH, NJ  08844",SOMERSET,(908) 281-4400,(908) 281-4440,aharris@bridgewayseniorcare.com,12/31/21,129,Mr. ANDREW HARRIS,"SENIOR LIVING SOLUTIONS, LLC",395 AMWELL ROAD,"HILLSBOROUGH, NJ  08844",Profit - LLC,6/15/21,40.5022734,-74.6441974
LONG TERM CARE FACILITY,NJ61222,061222,Brighton Gardens of Edison,BRIGHTON GARDENS OF EDISON,1801 OAKTREE ROAD, ,EDISON,NJ,08820,"EDISON, NJ  08820",MIDDLESEX,(732) 767-1031,(732) 767-0835,edison.ed@sunriseseniorliving.com,12/31/22,30,. KATRINA LABAYEN,WELLTOWER OPCO GROUP LLC,7902 WESTPARK DRIVE,"MCLEAN, VA  22102",Profit - LLC,6/15/21,40.5720086,-74.3510294
LONG TERM CARE FACILITY,NJ60738,060738,Broadway House for Continuing Care,BROADWAY HOUSE FOR CONTINUING,298 BROADWAY, ,NEWARK,NJ,07104,"NEWARK, NJ  07104",ESSEX,(973) 268-9797,(973) 268-2828,gonzalj1@uhnj.org,6/30/22,78,Mr. JAMES GONZALEZ,UNIVERSITY HOSPITAL,150 BERGEN STREET,"NEWARK, NJ  07103",NonProfit - Corporation,6/15/21,40.7605808,-74.1686267
LONG TERM CARE FACILITY,NJ60732,060732,Brookhaven Health Care Center,BROOKHAVEN HEALTH CARE CENTER,120 PARK END PLACE, ,EAST ORANGE,NJ,07018,"EAST ORANGE, NJ  07018",ESSEX,(973) 676-6221,(973) 965-0382,ceo@brookhavencare.com,12/31/21,122,Mr. ISRAEL KLEIN,"BROOKHAVEN CENTER FOR REHAB & HELATHCARE, LLC","211 BOULEVARD OF AMERICAS, SUITE 209","LAKEWOOD, NJ  08701",,6/15/21,40.756512,-74.232248
LONG TERM CARE FACILITY,NJ60232,060232,The Buckingham At Norwood Care & Rehabilitation,"BUCKINGHAM AT NORWOOD, THE",100 MCCLELLAN STREET, ,NORWOOD,NJ,07648,"NORWOOD, NJ  07648",BERGEN,(201) 768-6222,(201) 768-4045,tdublin@buckinghamcc.com,1/31/22,240,Mr. TREVOR DUBLIN,THE BUCKINGHAM AT NORWOOD CARE AND REHABILITATION,100 MCCLELLAN STREET,"NORWOOD, NJ  07648",Profit - LLC,6/15/21,41.0060214,-73.9675432
LONG TERM CARE FACILITY,NJ60301,060301,Burlington Woods,BURLINGTON WOODS,115 SUNSET ROAD, ,BURLINGTON,NJ,08016,"BURLINGTON, NJ  08016",BURLINGTON,(609) 387-3620,(609) 387-8867,lawrence.sullivan@genesishcc.com,1/31/22,215,. LAWRENCE SULLIVAN,115 SUNSET ROAD OPERATIONS LLC,115 SUNSET ROAD,"BURLINGTON, NJ  08016",Profit - LLC,6/15/21,40.050583,-74.8404347
LONG TERM CARE FACILITY,NJ30305,030305,Cambridge Rehabilitation and Healthcare Center,CAMBRIDGE REHABILITATION AND HEALTHCARE CENTER,255 EAST MAIN ST, ,MOORESTOWN,NJ,08057,"MOORESTOWN, NJ  08057",BURLINGTON,(856) 235-1214,(856) 727-4974,DFox@cambridgerehabhc.com,5/31/22,201,Mr. DARREN FOX,CAMBRIDGE OPERATOR LLC,255 EAST MAIN STREET,"MOORESTOWN, NJ  08057",,6/15/21,39.9679533,-74.9344604
LONG TERM CARE FACILITY,NJ60729,060729,The Canterbury At Cedar Grove Care and Rehabilitation,CANTERBURY AT CEDAR GROVE,398 POMPTON AVENUE, ,CEDAR GROVE,NJ,07009,"CEDAR GROVE, NJ  07009",ESSEX,(973) 239-7600,(973) 239-3016,rresh@canterburycc.com,1/31/22,180,Ms. REBECCA RESH,THE CANTERBURY @ CEDAR GROVE CARE & REHABILITATION,398 POMPTON AENUE,"CEDAR GROVE, NJ  07009",Profit - Partnership,6/15/21,40.847404,-74.230034
LONG TERM CARE FACILITY,NJ12006L,12006L,Care Connection Rahway,CARE CONNECTION RAHWAY,865 STONE STREET, ,RAHWAY,NJ,07065,"RAHWAY, NJ  07065",UNION,(732) 499-6460,(732) 388-4111,Dnew@alarishealth.com,1/31/22,24,Mr. DAVID NEW,"CARE CONNECTION RAHWAY, LLC",35 JOURNAL SQUARE,"JERSEY CITY, NJ  07306",,6/15/21,40.6129,-74.2908999
LONG TERM CARE FACILITY,NJ60208,060208,Care One at Cresskill,CARE ONE AT CRESSKILL,221 COUNTY ROAD, ,CRESSKILL,NJ,07626,"CRESSKILL, NJ  07626",BERGEN,(201) 567-9310,(201) 541-9224,mkalman@care-one.com,6/30/21,113,Ms. MARY KALMAN,"MILLENIUM HEALTH CARE CENTERS II, LLC",173 BRIGDE PLAZA NORTH,"FORT LEE, NJ  07024",Profit - LLC,6/15/21,40.942103,-73.957488
LONG TERM CARE FACILITY,NJNDFH9U,NJNDFH9U,Care One At East Brunswick,CARE ONE AT EAST BRUNSWICK,599 CRANBURY ROAD, ,EAST BRUNSWICK,NJ,08816,"EAST BRUNSWICK, NJ  08816",MIDDLESEX,(732) 967-0100,(732) 967-1110,Afrisch@care-one.com,12/31/21,132,Mr. ARTHUR FRISCH,"CARE ONE AT EAST BRUNSWICK, LLC",173 BRIDGE PLAZA NORTH,"FORT LEE, NJ  07024",Profit - Corporation,6/15/21,40.4099558,-74.4196765
LONG TERM CARE FACILITY,NJ14004,14004,Care One At Hanover Township,CARE ONE AT HANOVER TOWNSHIP,101 WHIPPANY ROAD, ,WHIPPANY,NJ,07981,"WHIPPANY, NJ  07981",MORRIS,(973) 599-7500,(973) 463-1632,jleus@care-one.com,4/30/22,94,Ms. JEANNE LEUS,"101 WHIPPANY ROAD, LLC",173 BRIDGE PLAZA NORTH,"FORT LEE, NJ  07024",Profit - LLC,6/15/21,40.817163,-74.4192
LONG TERM CARE FACILITY,NJ61312,061312,Care One at Holmdel,CARE ONE AT HOLMDEL,188 HIGHWAY 34, ,HOLMDEL,NJ,07733,"HOLMDEL, NJ  07733",MONMOUTH,(732) 946-4200,(732) 946-3999,holmdeladministrator@care-one.com,2/28/22,130,Ms. TERRI RUFO,"HCC,LLC",188 HIGHWAY #34,"HOLMDEL, NJ  7733 ",Profit - LLC,6/15/21,40.354195,-74.196213
LONG TERM CARE FACILITY,NJ61315,061315,Care One at King James,CARE ONE AT KING JAMES,1040 ROUTE 36, ,ATLANTIC HIGHLANDS,NJ,07716,"ATLANTIC HIGHLANDS, NJ  07716",MONMOUTH,(732) 291-3400,(732) 291-4092,Akahane@care-one.com,8/31/21,127,Mr. ANDREW KAHANE,"KING JAMES CARE CENTER OF MIDDLETOWN, L.L.C.",173 BRIDGE PLAZA NORTH,"FORT LEE, NJ  07024",Profit - LLC,6/15/21,40.404855,-74.032473
LONG TERM CARE FACILITY,NJ306301,306301,Care One At Livingston,CARE ONE AT LIVINGSTON,68 PASSAIC AVENUE, ,LIVINGSTON,NJ,07039,"LIVINGSTON, NJ  07039",ESSEX,(973) 758-9000,(973) 758-0070,dhall@care-one.com,9/30/21,120,Ms. DEBORAH HALL,CARE TWO LLC,173 BRIDGE PLAZA NORTH,"FORT LEE, NJ  07024",Profit - LLC,6/15/21,40.7655845,-74.3527876
LONG TERM CARE FACILITY,NJ60921,60921,Care One At Madison Avenue,CARE ONE AT MADISON AVENUE,151 MADISON AVENUE, ,MORRISTOWN,NJ,07960,"MORRISTOWN, NJ  07960",MORRIS,(973) 656-2700,(973) 656-2710,administratormadisonave@care-one.com,12/31/21,178,Mr. MICHAEL SHIPLEY,"CARE ONE AT MADISON AVENUE, L.L.C.",173 BRIDGE PLAZA NORTH,"FORT LEE, NJ  07024",Profit - LLC,6/15/21,40.788222,-74.4595499
LONG TERM CARE FACILITY,NJ106100,106100,Care One At Moorestown,CARE ONE AT MOORESTOWN,895 WESTFIELD ROAD, ,MOORESTOWN,NJ,08057,"MOORESTOWN, NJ  08057",BURLINGTON,(856) 914-0444,(856) 914-0445,cjohnson4@care-one.com,7/31/21,65,Ms. CELESTE JOHNSON,"CARE ONE AT MOORESTOWN, LLC",173 BRIDGE PLAZA NORTH,"FORT LEE, NJ  07024",Profit - LLC,6/15/21,39.9899,-74.9355
LONG TERM CARE FACILITY,NJPSIFQU,PSIFQU,Care One at Morris,CARE ONE AT MORRIS,100 MAZDABROOK ROAD, ,PARSIPPANY TROY HILL,NJ,07054,"PARSIPPANY TROY HILL, NJ  07054",MORRIS,(973) 952-5300,(732) 384-2791,,6/30/21,118,Ms. GINA KIRCHOFF,"CARE ONE AT PARSIPPANY-TROY HILLS, LLC",173 BRIDGE PLAZA NORTH,"FORT LEE, NJ  07024",Profit - LLC,6/15/21,40.859799,-74.398035
LONG TERM CARE FACILITY,NJ60222,060222,Care One at New Milford,CARE ONE AT NEW MILFORD,800 RIVER ROAD, ,NEW MILFORD,NJ,07646,"NEW MILFORD, NJ  07646",BERGEN,(201) 967-1700,(201) 967-5423,pwood@care-one.com,4/30/22,236,Ms. PATRICIA WOOD,800 RIVER RD. OPERATING CO. L L C,173 BRIDGE PLAZA NORTH,"FORT LEE, NJ  07024",Profit - LLC,6/15/21,40.9290266,-74.0260135
LONG TERM CARE FACILITY,NJ60234,060234,Care One at Oradell,CARE ONE AT ORADELL,600 KINDERKAMACK ROAD, ,ORADELL,NJ,07649,"ORADELL, NJ  07649",BERGEN,(201) 967-0002,(201) 967-8774,rsternschein@care-one.com,4/30/22,154,Mr. RUDOLF STERNSCHEIN,"600 KINDERKAMACK RD. OPERATING CO., L L C",173 BRIDGE PLAZA NORTH,"FORT LEE, NJ  07024",Profit - Corporation,6/15/21,40.9602225,-74.0307722
LONG TERM CARE FACILITY,NJ60214,060214,Care One at Ridgewood Avenue,CARE ONE AT RIDGEWOOD AVENUE,W-90 RIDGEWOOD AVE, ,PARAMUS,NJ,07652,"PARAMUS, NJ  07652",BERGEN,(201) 652-1950,(201) 652-2880,agauntlett@care-one.com,2/28/22,110,Ms. ANNE-MARIE GAUNTLETT,"MILLENIUM HEALTHCARE CENTERS, LLC",173 BRIDGE PLAZA NORTH,"FORT LEE, NJ  07024",Profit - LLC,6/15/21,40.9664829,-74.0711258
LONG TERM CARE FACILITY,NJ61810,061810,Care One at Somerset Valley,CARE ONE AT SOMERSET VALLEY,1621 ROUTE 22 WEST, ,BOUND BROOK,NJ,08805,"BOUND BROOK, NJ  08805",SOMERSET,(732) 469-2000,(732) 469-8917,BMacciola@care-one.com,10/31/21,64,Ms. BIANCA MACCIOLA,"1621 ROUTE 22 WEST OPERATING, LLC",173 BRIDGE PLAZA NORTH,"FORT LEE, NJ  07024",Profit - LLC,6/15/21,40.576306,-74.549698
LONG TERM CARE FACILITY,NJ02002,02002,Care One At Teaneck,CARE ONE AT TEANECK,544 TEANECK ROAD, ,TEANECK,NJ,07666,"TEANECK, NJ  07666",BERGEN,(201) 862-3300,(201) 287-8600,jmonnecka@care-one.com,3/31/22,128,Ms. JEAN MONNECKA,"CARE ONE AT TEANECK, LLC",173 BRIDGE PLAZA NORTH,"FORT LEE, NJ  07024",Profit - LLC,6/15/21,40.8775069,-74.0113132
LONG TERM CARE FACILITY,NJ61202,061202,Care One at The Highlands,CARE ONE AT THE HIGHLANDS,1350 INMAN AVENUE, ,EDISON,NJ,08820,"EDISON, NJ  08820",MIDDLESEX,(908) 754-7100,(908) 754-0506,afrisch@care-one.com,4/30/22,122,Mr. ARTHUR FRISCH,CARE ONE AT BIRCHWOOD LLC,173 BRIDGE PLAZA,"FORT LEE, NJ  07024",Profit - LLC,6/15/21,40.5969521,-74.3867761
LONG TERM CARE FACILITY,NJ60218,60218,Care One at Valley,CARE ONE AT VALLEY,300 OLD HOOK ROAD, ,WESTWOOD,NJ,07675,"WESTWOOD, NJ  07675",BERGEN,(201) 664-8888,(201) 802-7526,lkleid@care-one.com,2/28/22,120,. LAURIE KLEID,"MILLENIUM HEALTH CARE CENTERS II, LLC",173 BRIGDE PLAZA NORTH,"FORT LEE, NJ  07024",Profit - LLC,6/15/21,40.9831642,-74.0122405
LONG TERM CARE FACILITY,NJ556213,556213,Care One At Wall,CARE ONE AT WALL,2621 HIGHWAY 138, ,WALL,NJ,07719,"WALL, NJ  07719",MONMOUTH,(732) 556-1060,(732) 556-1061,ccaronna@care-one.com,8/31/21,138,Ms.. CHRISTINA CARONNA,"CARE ONE AT WALL, L.L.C.",2621 HIGHWAY 138,"WALL TWP, NJ  07719",Profit - LLC,6/15/21,40.1703085,-74.064751
LONG TERM CARE FACILITY,NJ61619,061619,Care One at Wayne  - SNF,CARE ONE AT WAYNE - SNF,493 BLACK OAK RIDGE ROAD, ,WAYNE,NJ,07470,"WAYNE, NJ  07470",PASSAIC,(973) 692-9500,(973) 646-7194,mnolan@care-one.com,3/31/22,73,. MARGARET NOLAN,"493 BLACK OAK RIDGE ROAD, L.L.C.",173 BRIDGE PLAZA NORTH,"FORT LEE, NJ  07024",Profit - LLC,6/15/21,40.9573946,-74.2697216
LONG TERM CARE FACILITY,NJ60205,060205,Care One at Wellington,CARE ONE AT WELLINGTON,301 UNION STREET, ,HACKENSACK,NJ,07601,"HACKENSACK, NJ  07601",BERGEN,(201) 487-4900,(201) 487-1674,csodora@care-one.com,3/31/22,128,Ms. CHARLOTTE SODORA,"301 UNION STREET, L.L.C.",173 BRIDGE PLAZA NORTH,"FORT LEE, NJ  07024",Profit - LLC,6/15/21,40.888154,-74.044726
LONG TERM CARE FACILITY,NJ61702,061702,Carneys Point Rehabilitation and Nursing Center,CARNEYS POINT REHABILITATION AND NURSING CENTER,201 FIFTH AVENUE, ,CARNEYS POINT,NJ,08069,"CARNEYS POINT, NJ  08069",SALEM,(856) 299-6800,(856) 299-7791,skarelitz@cpccenter.com,12/31/21,161,Mr. SHLOMO KARELITZ,"CARNEYS POINT REHABILITATION AND NURSING CTR, LLC",4201 ROUTE  9,"HOWELL, NJ  07731",Profit - LLC,6/15/21,39.7414118,-75.4697392
LONG TERM CARE FACILITY,NJ60922,60922,Cedar Crest/Mountainview Gardens,CEDAR CREST/MOUNTAINVIEW GARDENS,4 CEDAR CREST VILLAGE DRIVE, ,POMPTON PLAINS,NJ,07444,"POMPTON PLAINS, NJ  07444",MORRIS,(973) 831-3504,(973) 831-3578,roy.david@erickson.com,2/28/22,113,. ROY DAVID,"CEDAR CREST VILLAGE, INC.",ONE CEDAR CREST VILLAGE DRIVE,"POMPTON PLAINS, NJ  07444",NonProfit - Corporation,6/15/21,40.9851421,-74.3245725
LONG TERM CARE FACILITY,NJ60808,060808,Cedar Grove Respiratory and Nursing Center,CEDAR GROVE RESPIRATORY AND NURSING CENTER,1420 SOUTH BLACK HORSE PIKE, ,WILLIAMSTOWN,NJ,08094,"WILLIAMSTOWN, NJ  08094",GLOUCESTER,(856) 875-0100,(856) 629-4619,ibroyde@cedargrovenursing.com,1/31/22,180,Mr. YISROEL BROYDE,GARDENVIEW OPCO LLC,"457 OBERLIN AVE S, SUITE 203","LAKEWOOD, NJ  08701",,6/15/21,39.6707082,-74.9712786
LONG TERM CARE FACILITY,NJ61407,061407,Chatham Hills Subacute Care Center,CHATHAM HILLS SUBACUTE CARE CENTER,415 SOUTHERN BLVD, ,CHATHAM,NJ,07928,"CHATHAM, NJ  07928",MORRIS,(973) 822-1500,(973) 822-3194,Egold@chathamhillssubacute.com,1/31/22,108,Mr. EVAN GOLD,"CHATHAM HILLS SUBACUTE CARE CENTER, LLC",415 SOUTHERN BLVD.,"CHATHAM, NJ  07928",,6/15/21,40.7374515,-74.4248926
LONG TERM CARE FACILITY,NJ61421,061421,Cheshire Home,CHESHIRE HOME,9 RIDGEDALE AVE, ,FLORHAM PARK,NJ,07932,"FLORHAM PARK, NJ  07932",MORRIS,(973) 966-1232,(973) 966-7819,gzeitler@cheshirenj.org,10/31/21,35,Mr. GEORGE ZEITLER,"CHESHIRE HOME, INC.",9 RIDGEDALE AVENUE,"FLORHAM PARK, NJ  07932",NonProfit - Corporation,6/15/21,40.7721428,-74.4035732
LONG TERM CARE FACILITY,NJ22249L,22249L,Children's Specialized Hospital,CHILDRENS SPECIALIZED HOSPITAL MOUNTAINSIDE,150 NEW PROVIDENCE ROAD, ,MOUNTAINSIDE,NJ,07092,"MOUNTAINSIDE, NJ  07092",UNION,(908) 233-3720,(908) 301-5587,pfoley@childrens-specialized.org,5/31/22,46,Mr. PATRICK SWEENEY,CHILDREN'S SPECIALIZED HOSPITAL,200 SOMERSET STREET,"NEW BRUNSWICK, NJ  08901",NonProfit - Corporation,6/15/21,40.6698,-74.3542
LONG TERM CARE FACILITY,NJ22248L,22248L,Children's Specialized Hospital,CHILDRENS SPECIALIZED HOSPITAL TOMS RIVER,94 STEVENS ROAD, ,TOMS RIVER,NJ,08755,"TOMS RIVER, NJ  08755",OCEAN,(732) 797-3800,(732) 797-3830,pfoley@childrens-specialized.org,5/31/22,26,Mr. PATRICK SWEENEY,CHILDREN'S SPECIALIZED HOSPITAL,200 SOMERSET STREET,"NEW BRUNSWICK, NJ  08901",NonProfit - Corporation,6/15/21,40.009668,-74.222083
LONG TERM CARE FACILITY,NJ60204,060204,Christian Health Care Center,CHRISTIAN HEALTH CARE CENTER,301 SICOMAC AVE, ,WYCKOFF,NJ,07481,"WYCKOFF, NJ  07481",BERGEN,(201) 848-5200,(201) 848-9758,JBrowne@chccnj.org,11/30/21,298,Mr. JOHN BROWNE,CHRISTIAN HEALTH CARE CENTER,301 SICOMAC AVENUE,"WYCKOFF, NJ  07481",NonProfit - Religious Affiliation,6/15/21,40.9841201,-74.1706686
LONG TERM CARE FACILITY,NJ07011,07011,Clara Maass Transitional Care Unit,CLARA MAASS MEDICAL CENTER,ONE CLARA MAASS DRIVE, ,BELLEVILLE,NJ,07109,"BELLEVILLE, NJ  07109",ESSEX,(973) 450-2963,(973) 844-4934,shelly.schneider@rwjbh.org,8/31/21,20,Ms. JENNIFER HORATH,CLARA MAASS MEDICAL CENTER,ONE CLARA MAASS DRIVE,"BELLEVILLE, NJ  07109",NonProfit - Corporation,6/15/21,40.7855553,-74.1759754
LONG TERM CARE FACILITY,NJ62026,062211,Clark Nursing And Rehabilitation Center,CLARK NURSING AND REHAB CNTR,1213 WESTFIELD AVENUE, ,CLARK,NJ,07066,"CLARK, NJ  07066",UNION,(732) 396-7100,(732) 396-1924,wblum@clarkrehab.com,8/31/21,140,Mr. WAYNE BLUM,"CLARK NURSING & REHABILITATION CENTER, LLC",1213 WESTFIELD AVENUE,"CLARK, NJ  07066",Profit - LLC,6/15/21,40.6265285,-74.3210152
LONG TERM CARE FACILITY,NJ61104,061104,Clover Meadows Healthcare and Rehabilitation Center,CLOVER MEADOWS HEALTHCARE AND REHABILITATION CENTE,112 FRANKLIN CORNER ROAD, ,LAWRENCEVILLE,NJ,08648,"LAWRENCEVILLE, NJ  08648",MERCER,(609) 896-1494,(609) 896-3627,yczapnik@clovermeadowsrehab.com,10/31/21,100,Mr. CHAIM CZAPNIK,CLOVER MEADOWS HEALTHCARE & REHAB CENTER LLC,112 FRANKLIN CORNER ROAD,"LAWRENCEVILLE, NJ  08648",,6/15/21,40.281568,-74.716993
LONG TERM CARE FACILITY,62104,62104,Clover Rest Home,CLOVER REST HOME,28 WASHINGTON STREET, ,COLUMBIA,NJ,07832,"COLUMBIA, NJ  07832",WARREN,(908) 496-4477,(908) 496-8133,cloverresthome@aol.com,9/30/21,33,Ms. JENNIFER LEVY,LIGHTHOUSE CLOVER LLC,28 WASHINGTON STREER,"COLUMBIA, NJ  07832",,6/15/21,40.925501,-75.0940059
LONG TERM CARE FACILITY,NJ656100,656100,Community Medical Center Tcu,COMMUNITY MEDICAL CENTER TCU,99 ROUTE 37 WEST, ,TOMS RIVER,NJ,08755,"TOMS RIVER, NJ  08755",OCEAN,(732) 557-8000,(732) 557-8087,cmcadmin@rwjbh.org,1/31/21,25,Ms. PATRICIA OSTASZEWSKI,COMMUNITY MEDICAL CENTER,99 ROUTE 37 WEST,"TOMS RIVER, NJ  08755",NonProfit - Corporation,6/15/21,39.9650054,-74.2167792
LONG TERM CARE FACILITY,NJ61537,061537,Complete Care at Arbors,COMPLETE CARE AT ARBORS,1750 ROUTE 37 WEST, ,TOMS RIVER,NJ,08757,"TOMS RIVER, NJ  08757",OCEAN,(732) 914-0090,(732) 914-9377,JMonahan@ccarbors.com,8/31/21,120,Ms. JILL MONAHAN,"COMPLETE CARE AT ARBORS, LLC",457 OAK GLEN ROAD,"HOWELL, NJ  07731",,6/15/21,39.9918095,-74.270269
LONG TERM CARE FACILITY,NJ61529,061529,"COMPLETE CARE AT BEY LEA, LLC","COMPLETE CARE AT BEY LEA, LLC",1351 OLD FREEHOLD ROAD, ,TOMS RIVER,NJ,08753,"TOMS RIVER, NJ  08753",OCEAN,(732) 240-0090,(732) 244-8551,mguttman@ccbeylea.com,5/31/22,120,Mr.. MAYER GUTTMAN,"COMPLETE CARE AT BEY LEA, LLC",1351 OLD FREEHOLD ROAD,"TOMS RIVER, NJ  08753",,6/15/21,39.9907955,-74.1965771
