State Facility Type 2 Literal,Facility ID,License Number,Facility Name,Address,City,State,Zip Code,County,Phone Number,Email Address,Capacity,Licensee,Ownership Type,Latitude,Longitude,Date Accessed,State Facility Type 1 Literal
ASSISTED LIVING RESIDENCE,NJ08A009,08A009,Mullica Gardens Assisted Living,161 MULLICA HILL ROAD,Mullica Hill,NJ,8062,Gloucester,(856) 434-4000,administratormullica@comcast.net,80,MULLICA GARDENS ASSISTED LIVING LLC,PROFIT - LLC,,,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ03A005,03A005,Oakbridge Terrace Assisted Living At Evergreens,309 BRIDGEBORO ROAD,Moorestown,NJ,8057,Burlington,(856) 439-2000,meredith.becker@actslife.org,66,THE EVERGREENS,NONPROFIT - CORPORATION,39.9841,-74.9487,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ60A002,60a002,The Oaks At Denville,19 POCONO ROAD,Denville,NJ,7834,Morris,(973) 586-5000,lrose@springpointsl.org,34,"SPRINGPOINT AT DENVILLE, INC.",NON-PROFIT - CORPORATION,40.895088,-74.468853,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,3EGDKS,3EGDKS,The Orchards At Bartley,100 NORTH COUNTY LINE ROAD,Jackson,NJ,8527,Ocean,(732) 730-1700,jramos@bartleyhealthcare.com>,100,BARTLEY ASSISTED LIVING LLC,PROFIT - LLC,40.1330141,-74.2818389,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ12A007,12A007,Parker At Stonegate,443 RIVER ROAD,Highland Park,NJ,8904,Middlesex,(732) 565-2500,rmuniz@parkerlife.org,80,"THE FRANCIS E. PARKER MEMORIAL HOME, INC.",NONPROFIT - CORPORATION,40.5083025,-74.4437697,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ15A005,15A005,Premier Cadbury Of Cherry Hill,2150 ROUTE 38,Cherry Hill,NJ,8002,Camden,(856) 667-4550,sharking@premiercadbury.com,88,"PREMIER CADBURY, LLC",PROFIT - LLC,39.941131,-75.0154699,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ50A002,50a002,Reformed Church Home,1990 ROUTE 18 NORTH,Old Bridge,NJ,8857,Middlesex,(732) 607-9230,kshepard@rchnj.org,54,REFORMED CHURCH MINISTRIES TO THE AGING,NONPROFIT - RELIGIOUS AFFILIATION,40.384349,-74.3277206,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ47A002,47a002,Rose Hill Assisted Living,1150 WASHINGTON BLVD,Robbinsville,NJ,8691,Mercer,(609) 371-7007,administrator-rh@rosehillassistedliving.com,76,"ROSE HILL ASSOCIATES, LLC",PROFIT - LLC,40.223828,-74.634429,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ01A006,01a006,Seashore Gardens Living Center,22 WEST JIMMIE LEEDS ROAD,Galloway Township,NJ,8205,Atlantic,(609) 404-4848,priceaj@seashoregardens.org,40,HEBREW OLD AGE CENTER T/A SEASHORE GARDENS LIV CTR,NONPROFIT - CORPORATION,39.472947,-74.523201,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ13A014,13A014,The Solana Marlboro,52 COUNTY ROAD 520,Morganville,NJ,7751,Monmouth,(732) 536-3000,jkellenbach@cslal.com,100,"MARLBORO SENIOR HOUSING, LLC",,,,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ1A002,01A002,Somers Place,199 STEELMANVILLE ROAD,Egg Harbor Township,NJ,8234,Atlantic,(609) 926-5891,kmendez@enlivant.com,47,MEY AID OPCO LLC,,39.345889,-74.604842,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ60A005,60a005,Spring Hills At Morristown,17 SPRING PLACE,Morristown,NJ,7960,Morris,(973) 539-3370,kgriffiths@spring-hills.net,108,"SPRING HILL ASSISTED LIVING ASSOCIATES, LLC",PROFIT - LLC,40.7986439,-74.4780642,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ80A001,80a001,Spring Hills At Somerset,473 DEMOTT LANE,Somerset,NJ,8873,Somerset,(732) 873-4800,khalsey@spring-hills.net,120,"SPRING HILLS AT SOMERSET, L.L.C.",PROFIT - LLC,40.4989754,-74.5221473,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ04A006,04A006,Spring Hills Cherry Hill,1450 MARLTON PIKE,Cherry Hill,NJ,8034,Camden,(856) 874-7700,gcain@spring-hills.net,150,"SPRING HILLS CHERRY HILL, LLC",PROFIT - LLC,39.9101572,-74.9893119,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ1A003,01a003,Spring Home At Galloway,42 WEST JIMMIE LEEDS,Galloway Township,NJ,8205,Atlantic,(609) 404-1126,johnson.xiomara@springvillage.co,52,"JIMMIE LEEDS SENIOR CARE, LLC",PROFIT - LLC,39.473465,-74.5215748,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ1A004,01a004,Spring Home At Galloway,46 WEST JIMMIE LEEDS ROAD,Galloway Township,NJ,8205,Atlantic,(609) 404-1099,larotonda.donna@springvillage.co,78,"JIMMIE LEEDS SENIOR CARE, LLC",PROFIT - LLC,39.476058,-74.538226,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ65A006,65a006,Spring Oak Assisted Living At Forked River,601 NORTH MAIN STREET,Lanoka Harbor,NJ,8734,Ocean,(609) 242-2661,cdifiore@springoak.net,104,SPRING OAK ASSISTED LIVING AT FORKED RIVER LLC,PROFIT - LLC,39.8603494,-74.1748545,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ25A002,25a002,Spring Oak Assisted Living At Vineland,1611 SOUTH MAIN ROAD,Vineland,NJ,8360,Cumberland,(856) 507-1505,admin3@springoak.net,115,SPRING OAK ASSISTED LIVING AT VINELAND LLC,PROFIT - LLC,39.5080956,-74.9926912,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ15A008,15A008,Spring Oak Assisted Living At Voorhees,396 SO. WHITE HORSE PIKE,Berlin,NJ,8009,Camden,(856) 719-9599,jcohen@esauireg.com,115,SPRING OAK ASSISTED LIVING AT VOORHEES LLC,PROFIT - LLC,39.7819683,-74.9157952,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ65A113,65A113,Spring Oak Of Toms River,2145 WHITESVILLE ROAD,Toms River,NJ,8755,Ocean,(732) 905-9222,hrunne@springoak.net,104,"THE RESIDENCE AT LAKE RIDGE, LLC",PROFIT - LLC,40.0403214,-74.244409,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ80A112,80A112,Stonebridge At Montgomery Health Care Center,100 HOLLINSHEAD SPRING ROAD,Skillman,NJ,8558,Somerset,(609) 759-3600,mcannonr@springpointsl.org,61,"SPRINGPOINT AT MONTGOMERY, INC",NONPROFIT - CORPORATION,40.4151768,-74.7363863,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ90110,90110,Summit Place,540 MULLICA HILL ROAD,Glassboro,NJ,8028,Gloucester,(856) 307-0617,dvelez@enlivant.com,47,POST AID OPCO LLC,,39.711766,-75.131656,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ13A015,13A015,Sunnyside Manor,2500 RIDGEWOOD ROAD,Wall,NJ,7719,Monmouth,(732) 528-9311,emergency-alert@sunnysidemanornj.com,92,"SUNNYSIDE MANOR, INC.",PROFIT - CORPORATION,,,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ50A004,50a004,Sunrise Assisted Living Of East Brunswick,190 SUMMERHILL ROAD,East Brunswick,NJ,8816,Middlesex,(732) 613-1355,eastbrunswick.ed@sunriseseniorliving.com,108,"AL I/EAST BRUNSWICK SENIOR HOUSING, L.L.C.",PROFIT - LLC,40.4257204,-74.3904675,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ30A003,30a003,Sunrise Assisted Living At West Essex,47 GREENBROOK ROAD,Fairfield,NJ,7004,Essex,(973) 228-7890,westessex.ed@sunriseseniorliving.com,98,WELLTOWER OPCO GROUP LLC,PROFIT - CORPORATION,40.872303,-74.273445,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ15A112,15A112,Sunrise Assisted Living Of Jackson,390 NORTH COUNTY LINE ROAD,Jackson,NJ,8527,Ocean,(732) 928-5600,jackson.ed@sunriseseniorliving.com,100,"MS JACKSON SH, LLC",PROFIT - LLC,40.1397494,-74.2997527,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,COGCWM,COGCWM,Sunrise Assisted Living Of Lincroft,734 NEWMAN SPRINGS ROAD,Lincroft,NJ,7738,Monmouth,(732) 212-1910,lincroft.ed@sunriseseniorliving.com,85,WELLTOWER OPCO GROUP LLC,PROFIT - LLC,40.331479,-74.124598,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,0L9278,0L9278,Sunrise Assisted Living Of Marlboro,3A SOUTH MAIN STREET,Marlboro,NJ,7746,Monmouth,(732) 409-6665,marlboro.ed@sunriseseniorliving.com,110,WELLTOWER OPCO GROUP LLC,PROFIT - LLC,40.313296,-74.247681,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ90117,90117,Sunrise Assisted Living Of Morris Plains,209 LITTLETON ROAD,Morris Plains,NJ,7950,Morris,(973) 538-7878,morrisplains.ed@sunriseseniorliving.com,108,"SZR MORRIS PLAINS ASSISTED LIVING, LLC",PROFIT - LLC,40.840063,-74.465874,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ90103,90103,Sunrise Assisted Living Of Old Tappan,195 OLD TAPPAN ROAD,Old Tappan,NJ,7675,Bergen,(201) 750-1110,oldtappan.ed@sunriseseniorliving.com,108,"SZR OLD TAPPAN ASSISTED LIVING, LLC",PROFIT - LLC,41.0146609,-73.979124,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ5A003,05a003,Sunrise Assisted Living Of Paramus,567 PARAMUS ROAD,Paramus,NJ,7652,Bergen,(201) 493-9889,paramus.ed@sunriseseniorliving.com,98,WELLTOWER OPCO GROUP LLC,PROFIT - LLC,40.9645485,-74.0926104,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ60A012,60A012,Sunrise Assisted Living Of Randolph,648 ROUTE 10,Randolph,NJ,7869,Morris,(973) 328-1922,randolph.ed@sunriseseniorliving.com,100,WELLTOWER OPCO GROUP LLC,PROFIT - LLC,40.862888,-74.579535,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ55A008,55A008,Sunrise Assisted Living Of Wall,2600 ALLAIRE ROAD,Wall,NJ,7719,Monmouth,(732) 282-1700,wall.ed@sunriseseniorliving.com,90,"SZR WALL ASSISTED LIVING, LLC",PROFIT - LLC,40.1543009,-74.059675,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ70A001,70a001,Sunrise Assisted Living Of Wayne,184 BERDAN AVENUE,Wayne,NJ,7470,Passaic,(973) 628-4900,wayne.ed@sunriseseniorliving.com,108,"SZR WAYNE ASSISTED LIVING, LLC",PROFIT - LLC,40.9631643,-74.2425075,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ90144,90144,Sunrise Assisted Living Of Westfield,240 SPRINGFIELD AVENUE,Westfield,NJ,7090,Union,(908) 317-3030,westfield.ed@sunriseseniorliving.com,108,"SZR WESTFIELD ASSISTED LIVING, LLC",PROFIT - LLC,40.673,-74.3248,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ80A008,80a008,Sunrise Of Basking Ridge,404 KING GEORGE ROAD,Basking Ridge,NJ,7920,Somerset,(908) 542-9000,baskingridge.ed@sunriseseniorliving.com,110,WELLTOWER OPCO GROUP LLC,PROFIT - LLC,40.6553772,-74.5282207,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ18A111,18A111,Sunrise Of Bridgewater,390 US 22,Bridgewater,NJ,8807,Somerset,(908) 605-2074,bridgewater.ed@sunriseseniorliving.com,112,"SUNRISE OF BRIDGEWATER, LLC",,,,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ05A200,05A200,Sunrise Of Cresskill,3 TENAKILL PARK DRIVE EAST,Cresskill,NJ,7626,Bergen,(201) 871-0300,cresskill.ed@sunriseseniorliving.com,99,"HCP CRESSKILL NJ OPCO, LLC",,40.939157,-73.963665,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ5A008,05a008,Sunrise Of Edgewater,351 RIVER ROAD,Edgewater,NJ,7020,Bergen,(201) 941-6111,edgewater.ed@sunriseseniorliving.com,87,WELLTOWER OPCO GROUP LLC,PROFIT - LLC,40.808983,-73.987574,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ60A009,60A009,Sunrise Of Madison,215 MADISON AVENUE,Madison,NJ,7940,Morris,(973) 301-0005,madison.ed@sunriseseniorliving.com,97,"HCP MADISON NJ OPCO, LLC",,40.7696719,-74.434806,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ13A020,13A020,Sunrise Of Shrewsbury,766 BROAD STREET,Shrewsbury,NJ,7702,Monmouth,(703) 273-7500,shrewsbury.ed@sunriseseniorliving.com,95,"SUNRISE OF SHREWSBURY, LLC",,,,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ20A014,20A014,Sunrise Of Summit,26 RIVER ROAD,Summit,NJ,7901,Union,(703) 273-7500,summit.ed@sunriseseniorliving.com,97,SUNRISE OF SUMMIT LLC,,,,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ5A007,05a007,Sunrise Of Woodcliff Lake,430 CHESTNUT RIDGE ROAD,Woodcliff Lake,NJ,7675,Bergen,(201) 782-1888,woodclifflake.ed@sunriseseniorliving.com,116,"AL I/WOODCLIFF LAKE SENIOR HOUSING, L.L.C.",PROFIT - LLC,41.0430646,-74.0726981,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJAL14001,AL14001,Sycamore Rehab And Assisted Living At East Hanover,1 SOUTH RIDGEDALE AVENUE,East Hanover,NJ,7936,Morris,(973) 429-7900,,37,"SYCAMORE REHAB AND AL  AT EAST HANOVER, LLC",,,,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ04A024,04A024,Symphony At Cherry Hill,1240 BRACE ROAD,Cherry Hill,NJ,8034,Camden,(609) 757-1403,james.santana@eleganceliving.com,64,"CHERRY HILL MC OPERATOR, LLC",,,,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ35A003,35a003,Terraces At Parke Place,661 DELSEA DRIVE,Sewell,NJ,8080,Gloucester,(856) 256-1776,administrator-te@terracesatparkeplace.com,76,"PARKE PLACE ASSOCIATES, LLC",PROFIT - LLC,39.7423689,-75.114175,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ15A113,15A113,The Terraces At Seacrest Village,281 MATHISTOWN ROAD,Little Egg Harbor Tw,NJ,8087,Ocean,(609) 857-4141,bth@seacrestvillagenj.com,88,"THE TERRACES AT SEACREST VILLAGE, LLC",PROFIT - LLC,39.5852909,-74.3742068,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ35A3302,35A3302,Traditions Of Cross Keys,3152 GLASSBORO CROSS KEYS ROAD,Glassboro,NJ,8028,Gloucester,(856) 307-2100,escagnelli@thegardenseniorliving.com,79,IVQ GLASSBORO OPCO LP,,39.708943,-75.083751,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ85A001,85A001,United Methodist Communities At Bristol Glen,200 BRISTOL GLEN DRIVE,Newton,NJ,7860,Sussex,(973) 300-5788,jlisk@umcommunities.org,138,"BRISTOL GLEN, INC.",NONPROFIT - RELIGIOUS AFFILIATION,41.0420779,-74.7636179,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ20A002,20A002,United Methodist Communities At The Shores,2201 BAY AVENUE,Ocean City,NJ,8226,Cape May,(609) 399-8505,pgarofolo@umcommunities.org,255,UNITED METHODIST HOMES OF NJ,NONPROFIT - RELIGIOUS AFFILIATION,39.266667,-74.598293,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ8XD1WY,8XD1WY,Van Dyk'S Senior Residence Of Hawthorne,644 GOFFLE ROAD,Hawthorne,NJ,7506,Passaic,(973) 636-7000,kevin@vandykhealthcare.com,140,VAN DYK'S SENIOR RESIDENCE OF HAWTHORNE LLC,PROFIT - LLC,40.9556283,-74.1625576,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ60A004,60a004,Victoria Mews Assisted Living,51 NORTH MAIN STREET,Boonton Township,NJ,7005,Morris,(973) 263-3000,aortega@victoriamews.net,107,VICTORIA MEWS ASSISTED LIVING,PROFIT - LLC,40.912825,-74.420408,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ60A010,60A010,"The Villa At Florham Park, Inc",190 PARK AVENUE,Florham Park,NJ,7932,Morris,(973) 867-1514,dambrosio@lsmnj.org.,21,"THE VILLA AT FLORHAM PARK, INC",NON-PROFIT - OTHER,40.7720182,-74.4249139,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ1A005,01a005,Villa Raffaella Assisted Living Community,917 S MAIN STREET,Pleasantville,NJ,8232,Atlantic,(609) 645-9300,villaraffaella@msn.com,60,VILLA RAFFAELLA ASSISTED LIVING COMMUNITY,NONPROFIT - RELIGIOUS AFFILIATION,39.3831856,-74.5301645,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ13A010,13a010,"Villas, The",289 GORDONS CORNER ROAD,Manalapan,NJ,7726,Monmouth,(732) 751-3600,kristen.thevillas@icloud.com,120,MERIDIAN LIVING AT MANALAPAN LLC,,,,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ15A003,15A003,Voorhees Senior Living,501 LAUREL OAK ROAD,Voorhees,NJ,8043,Camden,(856) 566-2340,licenseing@5ssl.com,104,"FIVE STAR QUALITY CARE-NJ, LLC",PROFIT - PARTNERSHIP,39.8444373,-74.9829554,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ35A002,35A002,Washington Township Senior Living,600 MEDICAL CENTER DRIVE,Sewell,NJ,8080,Gloucester,(856) 582-8700,rrmoschik@5ssl.com,103,"FVE EC, LLC",PROFIT - LLC,39.761667,-75.160278,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ1EGWIO,1EGWIO,Wellington Estates,2018 HIGHWAY 35,Spring Lake,NJ,7762,Monmouth,(732) 282-1014,bill@wellingtonestates.com,114,"WELLINGTON ESTATES, LLC",PROFIT - LLC,40.150499,-74.055186,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,QPB2N9,QPB2N9,Weston Assisted Living Residence,905 ROUTE 10 EAST,Whippany,NJ,7981,Morris,(973) 929-2747,annab@jchcorp.org,60,JEWISH COMMUNITY HOUSING,NONPROFIT - CORPORATION,40.8277764,-74.4293173,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ19A005,19A005,Westwind Manor,25 MAIN STREET,Franklin,NJ,7416,Sussex,(973) 827-6575,skifasttodd@gmail.com,36,"GRACE ELDERCARE, LLC",,,,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ50A006,50A006,Whispering Knoll Assisted Living,62 JAMES STREET,Edison,NJ,8820,Middlesex,(732) 744-5541,deanna.krossen@hmhn.org,126,"HMH RESIDENTIAL CARE, INC.",NON-PROFIT - CORPORATION,40.5571254,-74.3467271,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ55A003,55a003,The Willows At Holmdel,713 N BEERS STREET,Holmdel,NJ,7733,Monmouth,(732) 335-4405,nicole.serluco@hackensack-meridian.org,121,"HMH RESIDENTIAL CARE, INC.",NON-PROFIT - CORPORATION,40.4093131,-74.194703,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ30A000,30a000,Winchester Gardens Assisted Living Center,333 ELMWOOD AVENUE,Maplewood,NJ,7040,Essex,(973) 762-5050,slippy@springpointsl.org,72,MARCUS L. WARD HOME,NONPROFIT - CORPORATION,40.7282528,-74.2551468,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ35A010,35a010,Woodbury Mews Senior Living,124 GREEN AVENUE,Woodbury,NJ,8096,Gloucester,(856) 384-6600,dlaustin@watermarkcommunities.com,118,"WOODBURY SENIOR HOUSING, LLC",,39.8327789,-75.1512822,6/29/21,ASSISTED LIVING SERVICE
ASSISTED LIVING RESIDENCE,NJ1A001,01a001,Woodview Estates,5030 UNAMI BOULEVARD,Mays Landing,NJ,8330,Atlantic,(609) 625-4878,administrator-wv@woodviewestates.com,78,HAMILTON TOWNSHIP ASSISTED LIVING LLC,PROFIT - LLC,39.440426,-74.687125,6/29/21,ASSISTED LIVING SERVICE
COMPREHENSIVE PERSONAL CARE HOME,NJ5C000,05C000,The Actors' Fund Homes,155-175 WEST HUDSON AVENUE,Englewood,NJ,7631,Bergen,(201) 871-8882,jstrohl@actorsfund.org,44,"ACTORS' FUND OF AMERICA, INC.",NONPROFIT - CORPORATION,40.9107974,-73.9738166,6/29/21,ASSISTED LIVING SERVICE
COMPREHENSIVE PERSONAL CARE HOME,NJ82471,82471,Allegria Assisted Living,70 STOCKTON AVENUE,Ocean Grove,NJ,7756,Monmouth,(732) 774-1316,e.weinberg@allegriasl.com,161,OCEAN GROVE OPERATING LLC,,40.207487,-74.009921,6/29/21,ASSISTED LIVING SERVICE
COMPREHENSIVE PERSONAL CARE HOME,NJ5C001,05C001,Allendale Carlton Court,85 HARRETON ROAD,Allendale,NJ,7401,Bergen,(201) 825-0660,dennismckinley@allendalecommuniity.com,216,"ALLENDALE NURSING HOME, INC",PROFIT - CORPORATION,41.0446147,-74.1186512,6/29/21,ASSISTED LIVING SERVICE
COMPREHENSIVE PERSONAL CARE HOME,NJ90C000,90C000,Aristacare At Delaire,400 WEST STIMPSON AVENUE,Linden,NJ,7036,Union,(908) 862-3399,tlapelosa@continuumltc.com,40,"LINDEN GARDEN ESTATES, LLC",,40.6247,-74.2496,6/29/21,ASSISTED LIVING SERVICE
COMPREHENSIVE PERSONAL CARE HOME,NJ25C001,25C001,Assisted Living At Renaissance,99 MANHEIM AVENUE,Bridgeton,NJ,8302,Cumberland,(856) 455-2100,sk@comphcms.com,16,"H.W./WEIDCO/REN, LLC",PROFIT - LLC,39.433694,-75.217302,6/29/21,ASSISTED LIVING SERVICE
COMPREHENSIVE PERSONAL CARE HOME,NJ82472,82472,Atria Cranford,10 JACKSON DRIVE,Cranford,NJ,7016,Union,(908) 709-4300,brittany.zelasny@atriaseniorliving.com,308,"WG CRANFORD SH, LLC",PROFIT - LLC,40.6415999,-74.2865,6/29/21,ASSISTED LIVING SERVICE
COMPREHENSIVE PERSONAL CARE HOME,NJ10C000,10C000,Baptist Home Of South Jersey,303 BANK AVENUE,Riverton,NJ,8077,Burlington,(856) 829-2274,jpastore@riverviewestates.org,62,BAPTIST HOME OF SOUTH JERSEY,NONPROFIT - RELIGIOUS AFFILIATION,40.0134,-75.0191,6/29/21,ASSISTED LIVING SERVICE
COMPREHENSIVE PERSONAL CARE HOME,NJ20C003,20C003,Birchwood Square At Cranford,205 BIRCHWOOD AVENUE,Cranford,NJ,7016,Union,(908) 272-6660,jrosenberg@cranfordrehab.com,30,"CRNC OPERATING, LLC",PROFIT - LLC,40.6664,-74.2916,6/29/21,ASSISTED LIVING SERVICE
COMPREHENSIVE PERSONAL CARE HOME,NJ30225,30225,Bright Side Manor,300 TEANECK ROAD,Teaneck,NJ,7666,Bergen,(201) 692-1000,elizabethdavis@brightsidemanor.org,65,"GERIATRIC SERVICES, INC.",NONPROFIT - CORPORATION,40.871389,-74.013806,6/29/21,ASSISTED LIVING SERVICE
COMPREHENSIVE PERSONAL CARE HOME,NJ30830,30830,Brightview Woodbury Lake,752 COOPER STREET,Woodbury,NJ,8096,Gloucester,(856) 848-8777,tgill@bvsl.net,87,"SHP IV WOODBURY LAKE, LLC",PROFIT - LLC,39.832603,-75.133588,6/29/21,ASSISTED LIVING SERVICE
COMPREHENSIVE PERSONAL CARE HOME,SIPFEP,sipfep,Brookdale Echelon Lake,207 LAUREL ROAD,Voorhees,NJ,8043,Camden,(856) 772-9400,alex.torres@brookdale.com,164,EMERITUS CORPORATION,PROFIT - CORPORATION,39.847799,-75.000209,6/29/21,ASSISTED LIVING SERVICE
COMPREHENSIVE PERSONAL CARE HOME,NJ75C000,75C000,Carneys Point Rehabilitation And Nursing Center,201 FIFTH AVENUE,Carneys Point,NJ,8069,Salem,(856) 299-6800,skarelitz@cpccenter.com,24,"CARNEYS POINT REHABILITATION AND NURSING CTR, LLC",PROFIT - LLC,39.7414118,-75.4697392,6/29/21,ASSISTED LIVING SERVICE
COMPREHENSIVE PERSONAL CARE HOME,NJ31446,31446,The Chelsea At Montville,165 CHANGEBRIDGE ROAD,Montville,NJ,7045,Morris,(973) 402-1100,lpolillo@cslal.com,152,"MONTVILLE SENIOR CARE, LLC",PROFIT - LLC,40.9024081,-74.3646122,6/29/21,ASSISTED LIVING SERVICE
COMPREHENSIVE PERSONAL CARE HOME,NJ65C000,65C000,"Complete Care At Bey Lea, Llc",1351 OLD FREEHOLD ROAD,Toms River,NJ,8753,Ocean,(732) 240-0090,mguttman@genesishcc.com,60,"COMPLETE CARE AT BEY LEA, LLC",,39.9907955,-74.1965771,6/29/21,ASSISTED LIVING SERVICE
COMPREHENSIVE PERSONAL CARE HOME,NJ30C001,30C001,Green Hill,103 PLEASANT VALLEY WAY,West Orange,NJ,7052,Essex,(973) 731-2300,b.cha@green-hill.com,88,GREEN HILL,NONPROFIT - CORPORATION,40.8213254,-74.2525251,6/29/21,ASSISTED LIVING SERVICE
COMPREHENSIVE PERSONAL CARE HOME,NJ95C000,95C000,House Of The Good Shepherd,798 WILLOW GROVE STREET,Hackettstown,NJ,7840,Warren,(908) 684-5900,slanza@hotgs.org,37,"HOUSE OF THE GOOD SHEPHERD, INC.",NONPROFIT - CORPORATION,40.868373,-74.808812,6/29/21,ASSISTED LIVING SERVICE
COMPREHENSIVE PERSONAL CARE HOME,N2K04D,N2K04D,House Of The Holy Comforter Canterbury Village,33 MOUNT PLEASANT AVENUE,West Orange,NJ,7052,Essex,(973) 736-1194,adunsmore@canterburyvillage.org,53,HOUSE OF THE HOLY COMFORTER,NONPROFIT - CORPORATION,40.779834,-74.240096,6/29/21,ASSISTED LIVING SERVICE
