Facility ID,State Facility Type 1 Literal,Facility Name,Address,City,State,Zip,County,Capacity,License Number,Phone Number,Email Address,Licensee,Ownership Type
UT207292,AL1,COTTONWOOD CREEK,1245 EAST MURRAY HOLLADAY ROAD,SALT LAKE CITY,UT,84117,SALT LAKE,120,2021-ALI-UT207292,(801) 263-0999,morganware@mbk.com,"SSSHT OPCO 1245 E MURRAY HOLLADAY ROAD, LLC",FOR PROFIT - C
UT207293,AL1,COUNTRY CARE,513 SOUTH 950 WEST,FARMINGTON,UT,84025,DAVIS,16,2021-ALI-959,(801) 451-0556,countrycare2@gmail.com,"COLUMBIA MANAGEMENT, LLC",FOR PROFIT - C
UT207198,AL1,COUNTRY CARE II,533 SOUTH 950 WEST,FARMINGTON,UT,84025,DAVIS,16,2020-ALI-39589,(801) 451-7881,countrycare2@gmail.com,"COLUMBIA MANAGEMENT, LLC",FOR PROFIT - C
UT207316,AL1,COUNTRY LANE OF EAST SANDY,8670 SOUTH 1325 EAST,SANDY,UT,84070,SALT LAKE,9,2021-ALI-UT207316,(801) 255-8865,kadielynn.countrylane@gmail.com,"COUNTRY LANE SANDY HOLDING, LLC",FOR PROFIT - C
UT207225,AL1,COUNTRY LANE OF WEST SANDY,115 WEST 9400 SOUTH,SANDY,UT,84070,SALT LAKE,11,2021-ALI-UT207225,(801) 561-7574,contact@jagadvisers.com,COUNTRY LANE SANDY HOLDING LLC,FOR PROFIT - C
UT000795,AL1,COUNTRY OAKS ASSISTED LIVING OF LAYTON,1635 NORTH ANGEL STREET,LAYTON,UT,84041,DAVIS,13,2020-ALI-UT000795,(801) 682-8907,country.oaks@yahoo.com,COUNTRY OAKS ASSISTED LIVING OF LAYTON,FOR PROFIT - C
UT207201,AL1,COVE POINT RETIREMENT,1988 NORTH COVE POINT LANE,PROVO,UT,84604,UTAH,50,2021-ALI-UT207201,(801) 377-9670,covepointretirement@gmail.com,"COVE POINT INVESTORS, LLC",
UT207296,AL1,DIAMOND D INN,234 WEST MAIN,DELTA,UT,84624,MILLARD,9,2020-ALI-14508,(435) 864-2041,diamonddinn@yahoo.com,DIAMOND D INN,FOR PROFIT - C
UT207206,AL1,GARDENS ASSISTED LIVING,1450 9TH STREET,OGDEN,UT,84404,WEBER,74,2021-ALI-249,(801) 394-1400,allison@cozyretire.com,"GARDENS ASSISTED LIVING, LLC",FOR PROFIT-PAR
UT207298,AL1,GOLDEN SKYLINE ASSISTED LIVING,76 NORTH 100 WEST,EPHRAIM,UT,84627,SANPETE,16,2019-ALI-UT207298,(435) 283-4922,admin@GSALteam.com,GSAL LLC,FOR PROFIT - C
UT207319,AL1,GOOD LIFE SENIOR LIVING,15 WEST 100 NORTH,ELMO,UT,84521,EMERY,16,2020-ALI-UT207319,(435) 653-2555,adminelmo@goodlifeofutah.com,"CEDAR MOUNTAIN ESTATES, LLC",FOR PROFIT - C
UT000132,AL1,HERITAGE HOME,45 NORTH 100 WEST,HURRICANE,UT,84737,WASHINGTON,15,2020-ALI-90701,(435) 635-4027,sam@heritagehomeliving.com,"HERITAGE HOMES, LLC",FOR PROFIT - C
UT207213,AL1,HIGHLAND COVE RETIREMENT COMMUNITY,3750 SOUTH HIGHLAND DRIVE,SALT LAKE CITY,UT,84106,SALT LAKE,68,2021-ALI-255,(801) 272-8226,gwebster@centurypa.com,"HIGHLAND COVE RETIREMENT INVESTORS, LLC",FOR PROFIT - C
UT207215,AL1,HOLLADAY HOME FOR THE ELDERLY,5950 SOUTH HIGHLAND DRIVE,HOLLADAY,UT,84121,SALT LAKE,15,2021-ALI-UT207215,(801) 277-8371,holladayhome1@gmail.com,"HOLLADAY HOME ASSISTED LIVING, LLC",FOR PROFIT - C
UT207216,AL1,J AND E HOME CARE,2739 WEST 9800 SOUTH,SOUTH JORDAN,UT,84095,SALT LAKE,3,2020-ALI-671,(801) 755-5526,jakipaz@yahoo.com,"J AND E HOME CARE, INC.",FOR PROFIT - C
UT000909,AL1,JEWELS LEGACY GARDEN,380 NORTH 500 WEST,BEAVER,UT,84713,BEAVER,8,2020-ALI-UT000909,(435) 531-0229,jewelslegacygarden@gmail.com,E JONES LEGACY CARE HOMES,
UT207208,AL1,LAKE RIDGE SENIOR LIVING - SOUTH,960 SOUTH GENEVA ROAD,OREM,UT,84058,UTAH,26,2020-ALI-UT207208,(801) 225-6559,renewals@ensignservices.net cacorry@ensignservices.net,"MOUNTAIN VIEW RETIREMENT, INC.",FOR PROFIT - C
UT207218,AL1,LAKEVIEW ELDERLY CARE,933 EAST GROVE DRIVE,PLEASANT GROVE,UT,84062,UTAH,8,2021-ALI-489,(801) 785-7130,lakeviewcare@gmail.com,LAKEVIEW ELDERLY CARE,FOR PROFIT-IND
UT000652,AL1,LOTUS PARK ASSISTED LIVING,3518 SOUTH 2625 WEST,WEST HAVEN,UT,84401,WEBER,54,2021-ALI-UT000652,(801) 732-5290,ryan.jensen@avalonseniorliving.com,"GAHC4 WEST HAVEN UT TRS SUB, LLC",FOR PROFIT - C
UT207309,AL1,NIITSUMA LIVING CENTER,4347 SOUTH 700 EAST,SALT LAKE CITY,UT,84107,SALT LAKE,6,2021-ALI-7234,(801) 269-1230,rniitsuma5@gmail.com,"NIITSUMA LIVING CENTER, INC.",FOR PROFIT - C
UT000287,AL1,OAK RIDGE ASSISTED LIVING,463 WEST RAWLINS CIRCLE,CENTERVILLE,UT,84014,DAVIS,16,2021-ALI-82394,(801) 295-3225,oakridgealf@gmail.com,"OAK RIDGE ASSISTED LIVING, LLC",FOR PROFIT - C
UT207219,AL1,PACIFICA SENIOR LIVING MILLCREEK AL I,777 EAST 3900 SOUTH,SALT LAKE CITY,UT,84107,SALT LAKE,76,2020-ALI-UT207219,(801) 288-0700,ed.millcreek@pacificseniorliving.com,EXTENDED CARE PORTFOLIO MULTISTATE POOL TENANT LLC,FOR PROFIT-IND
UT207311,AL1,PARKSIDE MANOR,822 WEST LAGOON STREET,ROOSEVELT,UT,84066,DUCHESNE,16,2019-ALI-10942,(435) 722-8662,tkpside2000@gmail.com,"PARKSIDE MANOR, LLC",FOR PROFIT-PAR
UT000185,AL1,RED CLIFF'S ASSISTED LIVING,338 SOUTH 400 EAST,NEPHI,UT,84648,JUAB,16,2021-ALI-93611,(435) 623-4242,eudene98@yahoo.com redcliffsassistedliving@gmail.com,"RED CLIFFS ASSISTED LIVING, LLC",FOR PROFIT-PAR
UT207313,AL1,REID'S PARK PLACE,554 SOUTH 400 EAST,SPRINGVILLE,UT,84663,UTAH,16,2021-ALI-16789,(801) 491-8979,terry_reid@comcast.net,REIDS PARK PLACE LLC,FOR PROFIT - C
UT207314,AL1,ROSECREST MANOR,48 WEST 700 SOUTH,ST GEORGE,UT,84770,WASHINGTON,9,2020-ALI-61134,(435) 673-7398,gordon@rosecrestmanor.com,H.P. INC.,FOR PROFIT - C
UT207222,AL1,SARAH DAFT HOME,737 SOUTH 1300 EAST,SALT LAKE CITY,UT,84102,SALT LAKE,39,2021-ALI-264,(801) 397-4697,paul.ogilvie@rmcare.com,SARAH DAFT HOME,NON PROFIT-OTH
UT207199,AL1,SEGO LILY ASSISTED LIVING,465 EAST SEGO LILY DRIVE,SANDY,UT,84070,SALT LAKE,11,2020-ALI-UT207199,(801) 367-8854,john.segolily@gmail.com,SEGO LILY ASSISTED LIVING,
UT000706,AL1,SPRING LANE,1465 EAST SPRING LANE,HOLLADAY,UT,84117,SALT LAKE,4,2020-ALI-UT000706,(801) 676-9100,bonuck@gmail.com,IRINA MARTYNENKO,FOR PROFIT-IND
UT000332,AL1,SPRING WATER ASSISTED LIVING,41 EAST CENTER STREET,CENTERVILLE,UT,84014,DAVIS,24,2021-ALI-UT000332,(801) 397-5544,ryan.kidman@springwaterassistedliving.com,"SPRING WATER RESIDENTIAL ASSISTED LIVING, LLC",FOR PROFIT - C
UT207321,AL1,THE VICTORIAN HOUSE,275 NORTH 500 EAST,LEVAN,UT,84639,JUAB,16,2019-ALI-UT207321,(435) 623-1415,mercy1956@msn.com,"LAUREL MEADOWS, LLC",FOR PROFIT - C
UT000754,AL1,THE WENTWORTH AT COVENTRY I SENIOR LIVING,6898 SOUTH 2300 EAST,SALT LAKE CITY,UT,84121,SALT LAKE,74,2020-ALI-UT000754,(801) 943-5858,executivedirector@wentworthcoventry.com,"UTNV COVENTRY AT COTTONWOOD HEIGHTS, LLC",FOR PROFIT - C
UT207308,AL1,THE WENTWORTH AT THE MEADOWS I,950 SOUTH 400 EAST,ST GEORGE,UT,84770,WASHINGTON,117,2021-ALI-UT207308,(435) 628-0090,executivedirector@meadowsstgeorge.com,"UTNV MEADOWS I, LLC",FOR PROFIT - C
UT207207,AL1,"TRUEWOOD BY MERRILL, TAYLORSVILLE",2011 WEST 4700 SOUTH,TAYLORSVILLE,UT,84129,SALT LAKE,112,2021-ALI-UT207207,(801) 966-4286,gm.goldenliving@merrillgardens.com,MG TAYLORSVILLE SUBTENANT LLC,FOR PROFIT - C
UT207226,AL1,WILLIAMSBURG RETIREMENT COMMUNITY,132 WEST 300 NORTH,LOGAN,UT,84321,CACHE,15,2019-ALI-UT207226,(435) 753-5502,dan@salmg.com,WRC HOLDING LLC,FOR PROFIT - C
