Facility ID,State Facility Type 2 Literal,Facility Name,Address,City,State,Zip Code,County,Capacity,License Number,Phone Number,Email Address,Licensee,Ownership Type,Date Accessed,State Facility Type 1 Literal
UT000119,AL1,Beehive Homes Of Salem,1015 SOUTH 550 WEST,Salem,UT,84653,Utah,10,2020-ALI-UT000119,(801) 423-2305,dennismcgraw@beehivehomes.com,DMLM LLC,FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT207193,AL1,Beehive Homes Of St George #1,1542 WEST 1170 NORTH,St George,UT,84770,Washington,12,2019-ALI-UT207193,(435) 634-8321,chad@beehivehomes.com,"CAREAGE PROPERTIES, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT207286,AL1,Beehive Homes Of Tooele,464 SOUTH MAIN STREET,Tooele,UT,84074,Tooele,16,2021-ALI-UT207286,(435) 833-0202,branddy@beehivehomes.com bdub_iii@hotmail.com,"WILLIAMS WAY, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT207287,AL1,Beehive Homes Of Washington County #3,831 SOUTH 700 WEST,Hurricane,UT,84737,Washington,14,2019-ALI-UT207287,(435) 619-1909,shorne@beehivehomes.com,JOEL C. HORNE & CO. INC.,FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT000192,AL1,Beehive Homes Of Washington County #5,1122 NORTH CORAL CANYON BOULEVARD,Washington,UT,84780,Washington,14,2019-ALI-UT000192,(435) 619-1909,shorne@beehivehomes.com,JOEL C. HORNE & CO. INC.,FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT207194,AL1,Beehive Homes Of West Jordan #1,8912 SOUTH 2700 WEST,West Jordan,UT,84088,Salt Lake,11,2020-ALI-UT207194,(801) 569-2771,rebecca@ashsco.com,"KNIGHTSHAYES LAND HOLDINGS, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT207195,AL1,Beehive Homes Of West Jordan #2,8912 SOUTH 2700 WEST,West Jordan,UT,84088,Salt Lake,12,2020-ALI-UT207195,(801) 569-2771,rebecca@ashsco.com,"KNIGHTSHAYES LAND HOLDINGS, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT207196,AL1,Bel Aire Homes,436 EAST 700 NORTH,Orem,UT,84097,Utah,16,2020-ALI-975,(801) 221-5100,steve@belaire-assistedliving.com,"BEL AIRE HOMES, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT000342,AL1,Best Assisted Living Of Bell Canyon,2270 HIGH MOUNTAIN DRIVE,Sandy,UT,84092,Salt Lake,4,2021-ALI-UT000342,(801) 495-1086,bestassistedlivingut@gmail.com / jekyo62@gmail.com,BEST ASSISTED LIVING OF BELL CANYON,,7/6/21,ASSISTED LIVING FACILITY
UT000191,AL1,"Best Assisted Living, Llc",2499 EAST CHARROS ROAD,Sandy,UT,84092,Salt Lake,4,2021-ALI-UT000191,(801) 571-4595,rinkun@yahoo.com,"BEST ASSISTED LIVING, LLC",FOR PROFIT-IND,7/6/21,ASSISTED LIVING FACILITY
UT207318,AL1,Brighton House Of South Jordan,10386 SOUTH 2200 WEST,South Jordan,UT,84095,Salt Lake,10,2020-ALI-UT207318,(801) 253-2882,ervlogan@gmail.com,"BRIGHTON HOUSE ASSISTED LIVING, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT000399,AL1,Brightwork Villa American Fork,272 WEST 500 NORTH,American Fork,UT,84003,Utah,11,2020-ALI-UT000399,(801) 756-4949,admin@brightworkliving.com,"BRIGHTWORK LIVING, INC.",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT000405,AL1,Brightwork Villa Park Place,565 EAST 300 SOUTH,Pleasant Grove,UT,84062,Utah,10,2020-ALI-UT000405,(801) 477-1957,chris@brightworkliving.com,"BRIGHTWORK LIVING, INC.",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT000353,AL1,Brightwork Villa Pleasant Grove,60 EAST 1200 NORTH,Pleasant Grove,UT,84062,Utah,10,2020-ALI-UT000353,(801) 425-9124,support@brightworkliving.com,"BRIGHTWORK LIVING, INC.",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT207289,AL1,Canterbury Assisted Living,198 SOUTH 1300 EAST,Springville,UT,84663,Utah,8,2020-ALI-81696,(801) 491-9866,jason.giatras@gmail.com,"SNAKE MEN, LLC",FOR PROFIT-PAR,7/6/21,ASSISTED LIVING FACILITY
UT000941,AL1,Coradale Residential Assisted Living,5159 WEST 11000 NORTH,Highland,UT,84003,Utah,9,2021--UT000941,(801) 623-8547,coradalehomes@gmail.com,,,7/6/21,ASSISTED LIVING FACILITY
UT207292,AL1,Cottonwood Creek,1245 EAST MURRAY HOLLADAY ROAD,Salt Lake City,UT,84117,Salt Lake,120,2021-ALI-UT207292,(801) 263-0999,morganware@mbk.com,"SSSHT OPCO 1245 E MURRAY HOLLADAY ROAD, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT207293,AL1,Country Care,513 SOUTH 950 WEST,Farmington,UT,84025,Davis,16,2021-ALI-959,(801) 451-0556,countrycare2@gmail.com,"COLUMBIA MANAGEMENT, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT207198,AL1,Country Care Ii,533 SOUTH 950 WEST,Farmington,UT,84025,Davis,16,2020-ALI-39589,(801) 451-7881,countrycare2@gmail.com,"COLUMBIA MANAGEMENT, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT207316,AL1,Country Lane Of East Sandy,8670 SOUTH 1325 EAST,Sandy,UT,84070,Salt Lake,9,2021-ALI-UT207316,(801) 255-8865,kadielynn.countrylane@gmail.com,"COUNTRY LANE SANDY HOLDING, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT207225,AL1,Country Lane Of West Sandy,115 WEST 9400 SOUTH,Sandy,UT,84070,Salt Lake,11,2021-ALI-UT207225,(801) 561-7574,contact@jagadvisers.com,COUNTRY LANE SANDY HOLDING LLC,FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT000795,AL1,Country Oaks Assisted Living Of Layton,1635 NORTH ANGEL STREET,Layton,UT,84041,Davis,13,2020-ALI-UT000795,(801) 682-8907,country.oaks@yahoo.com,COUNTRY OAKS ASSISTED LIVING OF LAYTON,FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT207201,AL1,Cove Point Retirement,1988 NORTH COVE POINT LANE,Provo,UT,84604,Utah,50,2021-ALI-UT207201,(801) 377-9670,covepointretirement@gmail.com,"COVE POINT INVESTORS, LLC",,7/6/21,ASSISTED LIVING FACILITY
UT207296,AL1,Diamond D Inn,234 WEST MAIN,Delta,UT,84624,Millard,9,2020-ALI-14508,(435) 864-2041,diamonddinn@yahoo.com,DIAMOND D INN,FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT207206,AL1,Gardens Assisted Living,1450 9TH STREET,Ogden,UT,84404,Weber,74,2021-ALI-249,(801) 394-1400,allison@cozyretire.com,"GARDENS ASSISTED LIVING, LLC",FOR PROFIT-PAR,7/6/21,ASSISTED LIVING FACILITY
UT207298,AL1,Golden Skyline Assisted Living,76 NORTH 100 WEST,Ephraim,UT,84627,Sanpete,16,2019-ALI-UT207298,(435) 283-4922,admin@gsalteam.com,GSAL LLC,FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT207319,AL1,Good Life Senior Living,15 WEST 100 NORTH,Elmo,UT,84521,Emery,16,2020-ALI-UT207319,(435) 653-2555,adminelmo@goodlifeofutah.com,"CEDAR MOUNTAIN ESTATES, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT000132,AL1,Heritage Home,45 NORTH 100 WEST,Hurricane,UT,84737,Washington,15,2020-ALI-90701,(435) 635-4027,sam@heritagehomeliving.com,"HERITAGE HOMES, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT207213,AL1,Highland Cove Retirement Community,3750 SOUTH HIGHLAND DRIVE,Salt Lake City,UT,84106,Salt Lake,68,2021-ALI-255,(801) 272-8226,gwebster@centurypa.com,"HIGHLAND COVE RETIREMENT INVESTORS, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT207215,AL1,Holladay Home For The Elderly,5950 SOUTH HIGHLAND DRIVE,Holladay,UT,84121,Salt Lake,15,2021-ALI-UT207215,(801) 277-8371,holladayhome1@gmail.com,"HOLLADAY HOME ASSISTED LIVING, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT207216,AL1,J And E Home Care,2739 WEST 9800 SOUTH,South Jordan,UT,84095,Salt Lake,3,2020-ALI-671,(801) 755-5526,jakipaz@yahoo.com,"J AND E HOME CARE, INC.",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT000909,AL1,Jewels Legacy Garden,380 NORTH 500 WEST,Beaver,UT,84713,Beaver,8,2020-ALI-UT000909,(435) 531-0229,jewelslegacygarden@gmail.com,E JONES LEGACY CARE HOMES,,7/6/21,ASSISTED LIVING FACILITY
UT207208,AL1,Lake Ridge Senior Living - South,960 SOUTH GENEVA ROAD,Orem,UT,84058,Utah,26,2020-ALI-UT207208,(801) 225-6559,renewals@ensignservices.net cacorry@ensignservices.net,"MOUNTAIN VIEW RETIREMENT, INC.",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT207218,AL1,Lakeview Elderly Care,933 EAST GROVE DRIVE,Pleasant Grove,UT,84062,Utah,8,2021-ALI-489,(801) 785-7130,lakeviewcare@gmail.com,LAKEVIEW ELDERLY CARE,FOR PROFIT-IND,7/6/21,ASSISTED LIVING FACILITY
UT000652,AL1,Lotus Park Assisted Living,3518 SOUTH 2625 WEST,West Haven,UT,84401,Weber,54,2021-ALI-UT000652,(801) 732-5290,ryan.jensen@avalonseniorliving.com,"GAHC4 WEST HAVEN UT TRS SUB, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT207309,AL1,Niitsuma Living Center,4347 SOUTH 700 EAST,Salt Lake City,UT,84107,Salt Lake,6,2021-ALI-7234,(801) 269-1230,rniitsuma5@gmail.com,"NIITSUMA LIVING CENTER, INC.",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT000287,AL1,Oak Ridge Assisted Living,463 WEST RAWLINS CIRCLE,Centerville,UT,84014,Davis,16,2021-ALI-82394,(801) 295-3225,oakridgealf@gmail.com,"OAK RIDGE ASSISTED LIVING, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT207219,AL1,Pacifica Senior Living Millcreek Al I,777 EAST 3900 SOUTH,Salt Lake City,UT,84107,Salt Lake,76,2020-ALI-UT207219,(801) 288-0700,ed.millcreek@pacificseniorliving.com,EXTENDED CARE PORTFOLIO MULTISTATE POOL TENANT LLC,FOR PROFIT-IND,7/6/21,ASSISTED LIVING FACILITY
UT207311,AL1,Parkside Manor,822 WEST LAGOON STREET,Roosevelt,UT,84066,Duchesne,16,2019-ALI-10942,(435) 722-8662,tkpside2000@gmail.com,"PARKSIDE MANOR, LLC",FOR PROFIT-PAR,7/6/21,ASSISTED LIVING FACILITY
UT000185,AL1,Red Cliff'S Assisted Living,338 SOUTH 400 EAST,Nephi,UT,84648,Juab,16,2021-ALI-93611,(435) 623-4242,eudene98@yahoo.com redcliffsassistedliving@gmail.com,"RED CLIFFS ASSISTED LIVING, LLC",FOR PROFIT-PAR,7/6/21,ASSISTED LIVING FACILITY
UT207313,AL1,Reid'S Park Place,554 SOUTH 400 EAST,Springville,UT,84663,Utah,16,2021-ALI-16789,(801) 491-8979,terry_reid@comcast.net,REIDS PARK PLACE LLC,FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT207314,AL1,Rosecrest Manor,48 WEST 700 SOUTH,St George,UT,84770,Washington,9,2020-ALI-61134,(435) 673-7398,gordon@rosecrestmanor.com,H.P. INC.,FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT207222,AL1,Sarah Daft Home,737 SOUTH 1300 EAST,Salt Lake City,UT,84102,Salt Lake,39,2021-ALI-264,(801) 397-4697,paul.ogilvie@rmcare.com,SARAH DAFT HOME,NON PROFIT-OTH,7/6/21,ASSISTED LIVING FACILITY
UT207199,AL1,Sego Lily Assisted Living,465 EAST SEGO LILY DRIVE,Sandy,UT,84070,Salt Lake,11,2020-ALI-UT207199,(801) 367-8854,john.segolily@gmail.com,SEGO LILY ASSISTED LIVING,,7/6/21,ASSISTED LIVING FACILITY
UT000706,AL1,Spring Lane,1465 EAST SPRING LANE,Holladay,UT,84117,Salt Lake,4,2020-ALI-UT000706,(801) 676-9100,bonuck@gmail.com,IRINA MARTYNENKO,FOR PROFIT-IND,7/6/21,ASSISTED LIVING FACILITY
UT000332,AL1,Spring Water Assisted Living,41 EAST CENTER STREET,Centerville,UT,84014,Davis,24,2021-ALI-UT000332,(801) 397-5544,ryan.kidman@springwaterassistedliving.com,"SPRING WATER RESIDENTIAL ASSISTED LIVING, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT207321,AL1,The Victorian House,275 NORTH 500 EAST,Levan,UT,84639,Juab,16,2019-ALI-UT207321,(435) 623-1415,mercy1956@msn.com,"LAUREL MEADOWS, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT000754,AL1,The Wentworth At Coventry I Senior Living,6898 SOUTH 2300 EAST,Salt Lake City,UT,84121,Salt Lake,74,2020-ALI-UT000754,(801) 943-5858,executivedirector@wentworthcoventry.com,"UTNV COVENTRY AT COTTONWOOD HEIGHTS, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT207308,AL1,The Wentworth At The Meadows I,950 SOUTH 400 EAST,St George,UT,84770,Washington,117,2021-ALI-UT207308,(435) 628-0090,executivedirector@meadowsstgeorge.com,"UTNV MEADOWS I, LLC",FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT207207,AL1,"Truewood By Merrill, Taylorsville",2011 WEST 4700 SOUTH,Taylorsville,UT,84129,Salt Lake,112,2021-ALI-UT207207,(801) 966-4286,gm.goldenliving@merrillgardens.com,MG TAYLORSVILLE SUBTENANT LLC,FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
UT207226,AL1,Williamsburg Retirement Community,132 WEST 300 NORTH,Logan,UT,84321,Cache,15,2019-ALI-UT207226,(435) 753-5502,dan@salmg.com,WRC HOLDING LLC,FOR PROFIT - C,7/6/21,ASSISTED LIVING FACILITY
