Facid,Mcare ID,Mcaid ID,Type,Name,Address,Address2,City,State,Zip,County,Beds,Certified Beds,Medicare Beds,Medicaid Beds,Dually Certified Beds,ICFID Beds,License Expires,License,Administrator,Telephone,Email,CCN,Parent Company,Type,License Issued
UT207175,467200,,HHA-18,A-PLUS HOME CARE,1443 NORTH 1200 WEST,,OREM,UT,84057,UTAH,0,0,0,0,0,0,5/31/22,2020-HHA-UT207175,"MR DANIEL AVERY, Administrator",(801) 225-0990,dannya@aplushhh.com,467200,"EZRA HEALTHCARE, LLC",,11/29/00
UT000388,467321,,HHA-18,ACTIVE HOME HEALTH,"9138 SOUTH STATE STREET, SUITE 102",,SANDY,UT,84070,SALT LAKE,0,0,0,0,0,0,10/31/21,2019-HHA-UT000388,"MR MICHAEL NIELSON, Administrator",(801) 438-6285,michaeln@activehhh.com,467321,"ACTIVUS, LLC",,11/16/09
UT000736,,,HHA-18,ADVANCED CARE OF SOUTHERN UTAH,1224 S RIVER ROAD STE B-277,,ST GEORGE,UT,84790,WASHINGTON,0,0,0,0,0,0,,,"MR JARED ANDERSEN, Administrator",(435) 986-2260,afihospice@gmail.com,,PEREGRINE HOME HEALTH LLC,PROPRIETARY,
UT000859,467354,,HHA-18,ADVANCED HOME HEALTH OF ST GEORGE,1934 EAST RIVERSIDE DRIVE,,ST GEORGE,UT,84790,WASHINGTON,0,0,0,0,0,0,8/31/21,2019-HHA-UT000859,"MS KALI CHURCH, Administrator",(435) 522-2200,kchurch@ahcfacilities.com,467354,ADVANCED HEALTH CARE CORPORATION,PROPRIETARY,8/21/18
UT000316,467250,1366452880,HHA-18,"AFI ADVANCED CARE HOME HEALTH, LLC","1133 NORTH MAIN STREET, SUITE 300",,LAYTON,UT,84041,DAVIS,0,0,0,0,0,0,7/31/22,2020-HHA-90729,"MR JARED ANDERSEN, Administrator",(801) 546-7417,jandersen@jagadvisors.com,467250,PEREGRINE HOME HEALTH LLC,PROPRIETARY,6/12/08
UT000516,467338,,HHA-18,ALI'S ANGELS HOME CARE INC,2470 MARILYN DRIVE,,PERRY,UT,84302,BOX ELDER,0,0,0,0,0,0,3/31/21,2019-HHA-105399,"MR ZACHARY TAYLOR, Administrator",(801) 337-4141,zach@aahch.com,467338,ALI'S ANGELS HOME CARE INC,PROPRIETARY,3/6/12
UT000475,467327,,HHA-18,ALLIANCE HOME HEALTH OF SOUTHERN UTAH,"321 NORTH MALL DRIVE, SUITE K 101",,ST GEORGE,UT,84790,WASHINGTON,0,0,0,0,0,0,7/31/22,2020-HHA-101572,"MS KATHY MARSDEN, Administrator",(435) 656-2889,kathym.alliance@gmail.com,467327,"ALLIANCE HOME HEALTH OF SOUTHERN UT, LLC",PROPRIETARY,7/6/11
UT000307,467251,,HHA-18,ALPHA HOME HEALTH CARE LLC,257 SOUTH OREM BOULEVARD,,OREM,UT,84058,UTAH,0,0,0,0,0,0,5/31/21,2020-HHA-85759,"MR AARON JENKINS, Administrator",(801) 225-1080,alphahhhaaron@gmail.com,467251,ALPHA HOME HEALTH CARE LLC,PROPRIETARY,5/7/08
UT000463,467324,,HHA-18,ALPHA HOME HEALTH CARE LLC - SOUTHERN UTAH,"230 NORTH 1680 EAST, SUITE L-1",,ST GEORGE,UT,84790,WASHINGTON,0,0,0,0,0,0,3/31/22,2020-HHA-100313,"MS DOROTHY JENKINS, Administrator",(435) 628-2500,alphahhhaaron@gmail.com,467324,ALPHA HOME HEALTH CARE LLC,PROPRIETARY,3/24/11
UT467025,467025,8.71E+11,HHA-18,APPLEGATE HOMECARE,"1492 EAST RIDGELINE DRIVE, SUITE 1",,OGDEN,UT,84405,WEBER,0,0,0,0,0,0,12/31/21,2020-HHA-375,"MR WES HANSEN, Administrator",(801) 394-3250,wesh@applegatehomecare.com,467025,"DAYWEST INVESTMENTS, LLC",PROPRIETARY,12/1/92
UT000439,467313,,HHA-18,ASHBY HEALTH CARE,"12401 SOUTH 450 EAST, UNIT F2",,DRAPER,UT,84020,SALT LAKE,0,0,0,0,0,0,11/30/21,2019-HHA-97586,"MS JANETTE WHITE, Administrator",(801) 478-2521,jwhite@ashbyhomehealth.com,467313,"MOUNTAIN LAND REHABILITATION, INC.",,9/7/10
UT000409,467317,,HHA-18,ASHBY HOME HEALTH,12401 SOUTH 450 EAST SUITE F2,,DRAPER,UT,84020,SALT LAKE,0,0,0,0,0,0,4/30/21,2019-HHA-95513,"MS JANETTE WHITE, Administrator",(801) 478-2521,jwhite@ashbyhomehealth.com,467317,"ASHBY HOME HEALTH, LLC",PROPRIETARY,4/12/10
UT207373,467220,,HHA-18,ASPEN RIDGE HOME HEALTH,"151 EAST 5600 SOUTH, SUITE 106",,MURRAY,UT,84107,SALT LAKE,0,0,0,0,0,0,1/31/22,2020-HHA-78365,"MR THOMAS FRASURE, Administrator",(801) 713-3248,tfrasure@ahc.us,467220,"AHC HOME HEALTH CARE OF MURRAY, LLC",PROPRIETARY,4/15/04
UT000380,467314,,HHA-18,ASPIRE HOME HEALTH,"1020 WEST ATHERTON DRIVE, SUITE 220",,TAYLORSVILLE,UT,84123,SALT LAKE,0,0,0,0,0,0,9/30/22,2020-HHA-91251,"MS KRIS CARTER, Administrator",(801) 292-0296,kcarter@aspireutah.com,467314,"ASPIRE HOME HEALTH, INC",PROPRIETARY,9/2/09
UT467112,467112,8.71E+11,HHA-18,AT HOME HEALTH CARE,45 NORTH 100 WEST,,SALINA,UT,84654,SEVIER,0,0,0,0,0,0,2/28/22,2020-HHA-846,"MS VICKI GURNEY, Administrator",(435) 529-3233,hhchospice@gmail.com,467112,AT HOME HEALTH CARE INC.,PROPRIETARY,2/13/97
UT000243,467232,,HHA-18,ATLAS HOME CARE,"880 W HERITAGE PARK BOULEVARD, SUITE 200",,LAYTON,UT,84041,DAVIS,0,0,0,0,0,0,9/30/22,2020-HHA-UT000243,"MS ERICA BAUER, Administrator",(801) 771-9099,erica@atlashomecareandhospicecom,467232,"LEGACY HEALTHCARE, INC.",PROPRIETARY,2/8/07
UT000870,467356,,HHA-18,"AUBURN CREST HOME HEALTH UTAH, LLC","2901 WEST BLUEGRASS BOULEVARD, SUITE 200, OFFICE 4",,LEHI,UT,84043,UTAH,0,0,0,0,0,0,11/30/21,2019-HHA-UT000870,"MR BRAEDEN CARTER, Administrator",(385) 484-4060,bcarter@lightenhealth.com,467356,,,11/5/18
UT467038,467038,8.70E+11,HHA-18,BEAVER VALLEY HOME HEALTH,"1109 NORTH 100 WEST, SUITE 102",,BEAVER,UT,84713,BEAVER,0,0,0,0,0,0,10/31/21,2019-HHA-117,"MR SCOTT LANGFORD, Administrator",(435) 438-5481,sal@beaverhospital.net,467038,BEAVER CITY CORPORATION,GOVENMENT-LOCA,10/7/85
UT000507,467334,,HHA-18,BRIGHTON HOME HEALTH,"1106 EAST 6600 SOUTH, SUITE 100",,MURRAY,UT,84121,SALT LAKE,0,0,0,0,0,0,1/31/23,2021-HHA-104502,"MS KELLY IMLAY, Administrator",(801) 930-5266,brandy.smith@avalonhealthcare.com,467334,"BRIGHTON HOME HEALTH, LLC",PROPRIETARY,1/10/12
UT000229,467233,,HHA-18,BRIO HOME HEALTH,"11762 SOUTH STATE STREET, SUITE 350",,DRAPER,UT,84020,SALT LAKE,0,0,0,0,0,0,5/31/22,2020-HHA-UT000229,"MR BRANDON TAYLOR, Administrator",(801) 649-5566,brandon@brioutah.com,467233,B&T LEGACY MANAGEMENT LLC,PROPRIETARY,11/24/06
UT000831,467357,,HHA-18,BRIO UTAH HOME HEALTH LLC,"11762 SOUTH STATE, SUITE 355",,DRAPER,UT,84020,SALT LAKE,0,0,0,0,0,0,11/30/22,2020-HHA-UT000831,"MR BRANDON TAYLOR, Administrator",(801) 649-5566,brandon@brioutah.com,467357,BRIO UTAH HOME HEALTH LLC,PROPRIETARY,11/9/17
UT000200,467226,,HHA-18,CANYON HOME CARE,"746 EAST WINCHESTER STREET, SUITE 200",,MURRAY,UT,84107,SALT LAKE,0,0,0,0,0,0,4/30/23,2021-HHA-74894,"MS BREEZIE LISKEY, Administrator",(385) 297-9500,admin@canyonhc.com,467226,HOME CAREGIVERS PARTNERSHIP LLC,PROPRIETARY,4/10/06
UT000585,467340,,HHA-18,CANYON HOME CARE OF SOUTHERN UTAH,"1240 EAST 100 SOUTH, SUITE 119",,ST GEORGE,UT,84790,WASHINGTON,0,0,0,0,0,0,5/31/22,2020-HHA-UT000585,"MR RICHARD DANIELS, Administrator",(435) 773-6600,admin@canyonhc.com,467340,HOME CAREGIVERS PARTNERSHIP LLC,PROPRIETARY,5/30/13
UT536445,467206,8.71E+11,HHA-18,"CAREGIVER SUPPORT NETWORK, INC","404 EAST 4500 SOUTH, SUITE A24",,SALT LAKE CITY,UT,84107,SALT LAKE,0,0,0,0,0,0,4/30/22,2020-HHA-20903,"MS JOLEEN HUBER, Administrator",(801) 747-2100,jhuber@caregiversupportnetwork.com,467206,CAREGIVER SUPPORT NETWORK INC.,PROPRIETARY,4/1/01
UT000422,467316,,HHA-18,CASCADE SPRINGS HOME HEALTHCARE,1795 SOUTH CHELEMES WAY,,CLEARFIELD,UT,84015,DAVIS,0,0,0,0,0,0,7/31/21,2019-HHA-96994,"MR DEVEN PETTIT, Administrator",(801) 546-4368,dpettit@cascadespringshh.com,467316,CASCADE SPRINGS HOME HEALTHCARE,PROPRIETARY,7/14/10
UT467034,467034,8.70E+11,HHA-18,CENTRAL VALLEY HOME HEALTH,152 WEST 1500 NORTH,,NEPHI,UT,84648,JUAB,0,0,0,0,0,0,10/31/21,2019-HHA-123,"MR MARK STODDARD, Administrator",(435) 623-3050,mstoddard@cvmed.net,467034,CENTRAL VALLEY MEDICAL CENTER,VOL. NON-PROF.,10/18/84
UT000286,467245,,HHA-18,CHARTER HOME HEALTH OF WEST JORDAN,"6671 SOUTH REDWOOD ROAD, SUITE 101",,WEST JORDAN,UT,84084,SALT LAKE,0,0,0,0,0,0,10/31/21,2021-HHA-UT000286,"MR LEE VASIC, Administrator",(801) 261-9490,sylvieboal@charterhcg.com,467245,"CHARTER HEALTH HOLDINGS, INC.",,10/12/07
UT467001,467001,8.70E+11,HHA-18,COMMUNITY NURSING SERVICES,"862 SOUTH MAIN STREET, SUITE 4",,BRIGHAM,UT,84302,BOX ELDER,0,0,0,0,0,0,8/31/21,2019-HHA-313,"MR BRENT JONES, Administrator",(801) 967-9207,brent.jones@cns-cares.org,467001,COMMUNITY NURSING SERVICES,VOL. NON PROFI,9/1/82
UT302594,467210,1.14E+11,HHA-18,COZY HOME HEALTH CARE,"6985 S UNION PARK CENTER, SUITE 285",,MIDVALE,UT,84047,SALT LAKE,0,0,0,0,0,0,10/31/22,2020-HHA-47673,"MR AARON AIZAD, Administrator",(801) 278-4663,aaron@cozyhealthcare.com,467210,"COZY HEALTHCARE, INC.",PROPRIETARY,7/7/03
UT000242,467239,,HHA-18,DIGNITY HOME HEALTH OF UTAH,"831 EAST 340 SOUTH, SUITE 230",,AMERICAN FORK,UT,84003,UTAH,0,0,0,0,0,0,1/31/22,2020-HHA-98667,"MR JON MATHER, Administrator",(801) 492-4892,jmather@dignitycareutah.com,467239,DIGNITY HOME HEALTH OF UTAH,PROPRIETARY,1/30/07
UT000238,467236,,HHA-18,DIXIE HOME REHAB,"352 EAST RIVERSIDE DRIVE, SUITE B3",,ST GEORGE,UT,84790,WASHINGTON,0,0,0,0,0,0,6/30/22,2020-HHA-78268,"MS MELISSA NIELSEN, Administrator",(435) 628-8347,melissa@dixiecare.com,467236,"DIXIE HOME REHAB, LLC",PROPRIETARY,1/29/08
UT000864,467359,,HHA-18,"ELEVATE HOME HEALTH, LLC",88 EAST 100 SOUTH,,PRICE,UT,84501,CARBON,0,0,0,0,0,0,10/31/21,2019-HHA-UT000864,"MR DAVID FUNK, Administrator",(435) 637-1250,davidfunk4@gmail.com,467359,"ELEVATE HOME HEALTH, LLC",PROPRIETARY,10/2/18
UT467100,467100,4.53E+11,HHA-18,ENCOMPASS HEALTH HOME HEALTH,990 WEST BELLWOOD LANE,,MURRAY,UT,84123,SALT LAKE,0,0,0,0,0,0,10/31/22,2020-HHA-103479,"MR CURTIS ISHAM, Administrator",(801) 747-5500,curtis.isham@encompasshealth.com,467100,"ENCOMPASS HOME HEALTH OF THE WEST, LLC",PROPRIETARY,1/3/96
UT467055,467055,8.70E+11,HHA-18,ENCOMPASS HEALTH HOME HEALTH OF SOUTHERN UTAH,"515 SOUTH 300 EAST, SUITE 105",,ST GEORGE,UT,84770,WASHINGTON,0,0,0,0,0,0,7/31/22,2020-HHA-UT467055,"MR CURTIS ISHAM, Administrator",(435) 634-9300,curtis.isham@encompasshealth.com,467055,"ENCOMPASS HOME HEALTH OF THE WEST, LLC",PROPRIETARY,11/15/90
UT000170,467221,,HHA-18,ENVISION HOME HEALTH,"1345 WEST 1600 NORTH, SUITE 202",,OREM,UT,84057,UTAH,0,0,0,0,0,0,8/31/22,2020-HHA-69918,"MS CINDY NEWMAN, Administrator",(801) 225-7971,cindy.newman@envhh.com,467221,"ENVISION HOME HEALTH, LLC",PROPRIETARY,8/19/05
UT000568,467344,,HHA-18,"EVEREST HOME HEALTH, LLC","845 SOUTH MAIN STREET, SUITE 7A",,BOUNTIFUL,UT,84010,DAVIS,0,0,0,0,0,0,3/31/22,2020-HHA-UT000568,"MS LINDA MURRAY, Administrator",(801) 298-0903,lmurray@everesthhh.com,467344,EVEREST HOME HEALTH AND HOSPICE LLC,PROPRIETARY,3/21/13
UT000948,,,HHA-18,FAMILY CARE HOME HEALTH,"169 WEST 2710 SOUTH CIRCLE, STE 202-A",,ST GEORGE,UT,84790,WASHINGTON,0,0,0,0,0,0,10/31/21,2021-HHA-UT000948,"MS NATACHA VANHORN, Administrator",(928) 201-1189,natachav@familycarehha.com jackiec@familycarehha,,,,10/19/20
UT467071,467071,,HHA-18,FIRST CHOICE HOME HEALTH,"560 WEST 800 NORTH, #204",,OREM,UT,84057,UTAH,0,0,0,0,0,0,6/30/21,2020-HHA-73511,"MR SPENCER STAPLES, Administrator",(801) 434-4100,sstaples@fchhh.com,467071,"FIRST CHOICE HOME HEALTH & HOSPICE SPECIALIST, INC",PROPRIETARY,8/18/93
UT000590,467349,,HHA-18,GOLDEN HOME HEALTH,"2180 EAST 4500 SOUTH, SUITE 210 F",,HOLLADAY,UT,84117,SALT LAKE,0,0,0,0,0,0,6/30/20,2018-HHA-UT000590,"MS KELSIE ANDERSON, Administrator",(801) 996-8690,kelsie.a@hospice4utah.com,467349,GOLDEN HEALTH SERVICES INC,PROPRIETARY,6/24/13
UT000188,467237,,HHA-18,GOOD SHEPHERD HOME CARE - VERNAL,"1680 WEST HIGHWAY 40, SUITE 104",,VERNAL,UT,84078,UINTAH,0,0,0,0,0,0,12/31/22,2021-HHA-72878,"MR NATHAN LEFEVOR, Administrator",(801) 277-6474,nlefevor@goodshepherdhc.com,467237,"GOOD SHEPHERD HOME CARE & HOSPICE OF EASTERN UTAH,",PROPRIETARY,12/8/05
UT467035,467035,8.70E+11,HHA-18,GUNNISON VALLEY HOSPITAL HOME HEALTH,45 EAST 100 NORTH,,GUNNISON,UT,84634,SANPETE,0,0,0,0,0,0,9/30/21,2019-HHA-129,"MS ANGELA MERCHANT, Administrator",(435) 528-3955,angiem@gvhomecare.org,467035,GUNNISON VALLEY HOSPITAL SPECIAL SERVICE DISTRICT,VOL. NON-PROF.,10/1/01
UT467104,467104,8.41E+11,HHA-18,HARMONY HOME HEALTH,5650 SOUTH GREEN STREET,,MURRAY,UT,84123,SALT LAKE,0,0,0,0,0,0,5/31/21,2019-HHA-106110,"MR MICHAEL GARZA, Administrator",(801) 281-0537,mikeg@harmonyhomehealth.com,467104,"HARMONY HOME HEALTH SERVICES, LLC",PROPRIETARY,6/1/00
UT467106,467106,,HHA-18,"HEALTH WATCH PROVO, INC",1485 EAST 840 NORTH,,OREM,UT,84097,UTAH,0,0,0,0,0,0,10/31/21,2019-HHA-825,"MS TRUDY NORTHCUTT, Administrator",(801) 225-0599,trudy@healthwatchutah.com,467106,"HEALTH WATCH PROVO, INC",PROPRIETARY,11/1/99
UT000156,467217,,HHA-18,HEARTS FOR HOME HEALTH,"677 QUALITY DRIVE, SUITE 201",,AMERICAN FORK,UT,84003,UTAH,0,0,0,0,0,0,3/31/22,2020-HHA-66783,"MS JULIE GILLIES, Administrator",(801) 763-9746,julie.gillies@heartsforhomehealth.com,467217,"HEARTS FOR HOSPICE, LLC",PROPRIETARY,4/25/05
UT000871,467358,,HHA-18,"HOME HEALTH FOR UTAH, LLC","5097 SOUTH 900 EAST, SUITE 100",,MURRAY,UT,84117,SALT LAKE,0,0,0,0,0,0,11/30/21,2020-HHA-UT000871,"MS ANGELA JACKSON, Administrator",(801) 576-1455,angie.j@hospice4utah.com,467358,"PRIMARY HEALTH SYSTEM, LLC",,11/26/18
UT000303,467248,,HHA-18,HORIZON HOME HEALTH,11 EAST 200 NORTH,,OREM,UT,84057,UTAH,0,0,0,0,0,0,12/31/22,2021-HHA-93493,"MR SCOTT WOOLLEY, Administrator",(801) 226-1919,scott@horizonhomehealth.com,467248,"HOME HEALTH SPECIALISTS, LLC",PROPRIETARY,3/31/08
UT467095,467095,2.72E+11,HHA-18,HORIZON HOME HEALTH - SALT LAKE,2835 EAST 3300 SOUTH,,SALT LAKE CITY,UT,84109,SALT LAKE,0,0,0,0,0,0,12/31/22,2021-HHA-104153,"MS AMY LAWS, Administrator",(801) 474-0000,alaws@horizonhomehealth.com,467095,"HOME HEALTH SPECIALISTS, LLC",PROPRIETARY,9/6/95
UT467075,467075,1.13E+11,HHA-18,HORIZON HOME HEALTH -SG,"2069 NORTH MAIN STREET, SUITE 106",,CEDAR CITY,UT,84721,IRON,0,0,0,0,0,0,12/31/22,2021-HHA-104113,"MS MICHELLE WALL, Administrator",(435) 865-7481,mwall@horizonhomehealth.com,467075,"HOME HEALTH SPECIALISTS, LLC",PROPRIETARY,3/17/97
UT000465,467323,,HHA-18,ICARE HOME HEALTH,"672 WEST 400 SOUTH, SUITE 202",,SPRINGVILLE,UT,84663,UTAH,0,0,0,0,0,0,5/31/21,2019-HHA-100507,"MS JILL ERICKSON, Administrator",(801) 228-0411,jill@icarehhh.com,467323,"ICARE HOME HEALTH & HOSPICE, LLC",PROPRIETARY,4/11/11
UT000861,,,HHA-18,IDEAL IV THERAPY AND HOME CARE,11433 SOUTH MOUNTAIN RIDGE CIRCLE,,SANDY,UT,84092,SALT LAKE,0,0,0,0,0,0,8/31/19,2019-HHA-UT000861,"MS ROBIN TAYLOR, Administrator",(801) 870-9985,robin@idealivtherapy.com,,IDEAL IV THERAPY AND HOME CARE,PROPRIETARY,8/10/18
UT000539,467337,,HHA-18,INDEPENDENCE HOME HEALTH,182 NORTH UNION AVENUE,,FARMINGTON,UT,84025,DAVIS,0,0,0,0,0,0,6/30/21,2020-HHA-106510,"MS STEPHANIE DRAPER, Administrator",(801) 298-1100,stephanie@ihs-utah.com,467337,INDEPENDENCE HOME CARE,PROPRIETARY,6/15/12
UT000289,467242,,HHA-18,"INSPIRATION HOME HEALTH, LLC","1649 EAST 1400 SOUTH, SUITE 140",,CLEARFIELD,UT,84015,DAVIS,0,0,0,0,0,0,11/30/22,2020-HHA-82836,"MS JULIE SHUPE-WALKER, Administrator",(801) 281-1314,jshupe@asf-insp.com,467242,A STEP FORWARD LLC,PROPRIETARY,11/7/07
UT000730,467352,,HHA-18,INTEGRATED SENIOR CARE HOME HEALTH,"616 SOUTH RIVER ROAD, SUITE 200",,ST GEORGE,UT,84790,WASHINGTON,0,0,0,0,0,0,2/28/22,2020-HHA-UT000730,"MR NICHOLAS LAY, Administrator",(435) 628-8944,nick.lay@iscut.org,467352,INTEGRATED SENIOR CARE HOME CARE,PROPRIETARY,1/22/16
UT000212,467228,,HHA-18,INTEGRITY HOME HEALTH,"984 SOUTH 500 WEST, SUITE 2",,BRIGHAM CITY,UT,84302,BOX ELDER,0,0,0,0,0,0,9/30/21,2019-HHA-75948,"MR JASON JONES, Administrator",(435) 723-9000,integrityhh@gmail.com,467228,"INTEGRITY BC, INC.",PROPRIETARY,6/13/06
UT467024,467024,9.43E+11,HHA-18,INTERMOUNTAIN HOMECARE HOME HEALTH LOGAN,"550 EAST 1400 NORTH, SUITE G",,LOGAN,UT,84341,CACHE,0,0,0,0,0,0,12/31/23,2021-HHA-131,"MS JENNY SIMMONDS, Administrator",(435) 716-5477,jenny.simmonds@imail.org,467024,"IHC HEALTH SERVICES, INC.",VOL. NON PROFIT,12/2/83
UT467016,467016,9.43E+11,HHA-18,INTERMOUNTAIN HOMECARE HOME HEALTH MT PLEASANT,130 WEST MAIN STREET,,MT PLEASANT,UT,84647,SANPETE,0,0,0,0,0,0,9/30/21,2019-HHA-146,"MS JENNY SIMMONDS, Administrator",(435) 462-3431,jenny.simmonds@imail.org,467016,"IHC HEALTH SERVICES, INC.",PROPRIETARY,10/1/82
UT467030,467030,8.70E+11,HHA-18,INTERMOUNTAIN HOMECARE HOME HEALTH SALT LAKE,11520 SOUTH REDWOOD ROAD,,SOUTH JORDAN,UT,84095,SALT LAKE,0,0,0,0,0,0,3/31/22,2020-HHA-136,"MS JENNY SIMMONDS, Administrator",(385) 887-6000,jenny.simmonds@imail.org,467030,"IHC HEALTH SERVICES, INC.",VOL. NON PROFI,3/21/84
UT467033,467033,9.43E+11,HHA-18,INTERMOUNTAIN HOMECARE HOME HEALTH ST GEORGE,"555 SOUTH BLUFF STREET, SUITE 100",,ST GEORGE,UT,84770,WASHINGTON,0,0,0,0,0,0,9/30/21,2019-HHA-126,"MS JENNY SIMMONDS, Administrator",(435) 251-2367,jenny.simmonds@imail.org,467033,"IHC HEALTH SERVICES, INC.",VOL. NON PROFI,9/5/84
UT467004,467004,8.70E+11,HHA-18,INTERMOUNTAIN HOMECARE OGDEN,3776 WALL AVENUE,,OGDEN,UT,84405,WEBER,0,0,0,0,0,0,8/31/21,2019-HHA-141,"MS JENNY SIMMONDS, Administrator",(801) 399-1400,jenny.simmonds@imail.org,467004,"IHC HEALTH SERVICES, INC.",VOL. NON PROFI,9/1/82
UT467012,467012,8.76E+11,HHA-18,IRON COUNTY HOME HEALTH AGENCY,"965 SOUTH MAIN STREET, SUITE 4",,CEDAR CITY,UT,84720,IRON,0,0,0,0,0,0,4/30/22,2020-HHA-139,"MS MAREE PRINCE, Administrator",(435) 586-3939,admin@ichha.net,467012,IRON COUNTY HOME HEALTH AGENCY,VOL. NON PROFI,4/19/88
UT000221,467230,,HHA-18,IVY LANE PEDIATRICS,"115 HISTORIC 25TH STREET, SUITE 2",,OGDEN,UT,84401,WEBER,0,0,0,0,0,0,8/31/21,2019-HHA-76854,"MS KATHERINE MATAEV, Administrator",(801) 774-9698,administrator@ivylane.org,467230,"IVY LANE PEDIATRICS, INC",PROPRIETARY,8/30/06
UT000445,467320,,HHA-18,LIFETOUCH HOME HEALTH,"270 SOUTH MAIN STREET, SUITE 110",,BOUNTIFUL,UT,84010,DAVIS,0,0,0,0,0,0,1/31/22,2021-HHA-99082,"MR MICHAEL LEE, Administrator",(801) 683-9541,mike@lifetouchathome.com,467320,LIFETOUCH LLC,PROPRIETARY,1/12/11
UT000662,467346,,HHA-18,LIGHTEN HOME HEALTH,"8160 SOUTH HIGHLAND DRIVE, SUITE A-1",,SANDY,UT,84093,SALT LAKE,0,0,0,0,0,0,7/31/21,2019-HHA-UT000662,"MR BRAEDEN CARTER, Administrator",(801) 327-2295,bcarter@lightenhealth.com,467346,LIGHTEN HOME HEALTH AND HOSPICE,PROPRIETARY,7/18/14
UT000470,467326,,HHA-18,MAPLE CREEK HOME HEALTH,290 WEST CENTER STREET,,SPANISH FORK,UT,84660,UTAH,0,0,0,0,0,0,5/31/22,2020-HHA-100960,"MS MELISSA DEXTER, Administrator",(801) 798-5333,melissad@maplecreekhhh.com,467326,MAPLE CREEK HOME HEALTH & HOSPICE,PROPRIETARY,5/19/11
UT554325,467212,5.22E+11,HHA-18,"MAXIM HEALTHCARE SERVICES, INC","4424 SOUTH 700 EAST, SUITE 240",,SALT LAKE CITY,UT,84107,SALT LAKE,0,0,0,0,0,0,8/31/22,2020-HHA-48780,"MS PAIGE CLEMENT, Administrator",(801) 685-7070,paclement@maxhealth.com,467212,"MAXIM HEALTHCARE SERVICES, INC",PROPRIETARY,8/4/03
UT000260,467238,,HHA-18,MIDAS CREEK HOME HEALTH,"1124 WEST SOUTH JORDAN PARKWAY, SUITE C",,SOUTH JORDAN,UT,84095,SALT LAKE,0,0,0,0,0,0,8/19/21,2021-HHA-UT000260,"MR CHASON HIGHTOWER, Administrator",(801) 919-3008,hightowerchason@gmail.com,467238,"MIDAS CREEK HOME HEALTH & HOSPICE, LLC",PROPRIETARY,6/7/07
UT000108,467214,8.13E+11,HHA-18,"ONECARE HOME HEALTH UTAH, LLC","448 EAST WINCHESTER STREET, SUITE 460",,MURRAY,UT,84107,SALT LAKE,0,0,0,0,0,0,10/31/21,2020-HHA-UT000108,"MR TYLER HUNSAKER, Administrator",(801) 542-7384,thunsaker@healthylivingnet.com,467214,"ONECARE HOME HEALTH UTAH, LLC",PROPRIETARY,1/16/03
UT000190,467224,,HHA-18,"PINNACLE HOME HEALTH, INC","2040 EAST MURRAY HOLLADAY ROAD, SUITE 205",,HOLLADAY,UT,84117,SALT LAKE,0,0,0,0,0,0,12/31/22,2021-HHA-72900,"MS LAURA ABERTON, Administrator",(801) 274-0299,pinnaclehh@aol.com,467224,"PINNACLE HOME HEALTH, INC.",PROPRIETARY,12/13/05
UT000240,467234,,HHA-18,PRIMROSE HOME CARE,"286 NORTH GATEWAY DRIVE, SUITE 101",,PROVIDENCE,UT,84332,CACHE,0,0,0,0,0,0,1/31/22,2020-HHA-78336,"MR MARK STOKES, Administrator",(435) 787-1369,mstokes@primrosecare.com,467234,"PRIMROSE HOME CARE, INC",PROPRIETARY,1/9/07
UT000917,,,HHA-18,PROVIDENT HOME CARE,1224 SOUTH RIVER ROAD SUITE B-229,,ST GEORGE,UT,84790,WASHINGTON,0,0,0,0,0,0,10/31/22,2020-HHA-UT000917,"MR JONATHAN BOWLER, Administrator",(435) 632-7130,jonbowler86@yahoo.com,,JB HEALTHCARE LLC,,10/28/19
UT000447,467329,,HHA-18,QUALITY HOME HEALTH,"888 EAST 3900 SOUTH, SUITE B",,SALT LAKE CITY,UT,84107,SALT LAKE,0,0,0,0,0,0,1/31/22,2020-HHA-99257,"MR NINO CALFA, Administrator",(801) 747-0330,nino@qualityathome.org,467329,QUALITY HEALTH INC,PROPRIETARY,1/24/11
UT000970,,,HHA-18,RED MESA HOME HEALTH,2810 SOUTH 3640 WEST,,HURRICANE,UT,84737,WASHINGTON,0,0,0,0,0,0,,#NAME?,"TREVOR ROWLAND, Administrator",(435) 467-0686,trevordrowland@gmail.com,,,,
UT000955,,,HHA-18,"RELIANT SERVICES, LLC",7077 SOUTH MAIN STREET,,MIDVALE,UT,84047,SALT LAKE,0,0,0,0,0,0,7/12/21,2021-HHA-UT000955,"MR SCHNYEDER DESTINE, Administrator",(385) 270-6559,sd@bexiam.com,,"FAMILLE DESTINE, LLC",,1/12/21
UT000449,467322,,HHA-18,RENEW HOME HEALTH INC,"1355 NORTH MAIN STREET, SUITE 11",,BOUNTIFUL,UT,84010,DAVIS,0,0,0,0,0,0,1/31/22,2020-HHA-99346,"MR AARON LEWIS, Administrator",(435) 265-6759,sbear@renewut.com,467322,"RENEW HOME HEALTH, INC",PROPRIETARY,1/27/11
