LICENSE #,TYPE,SUBTYPE,FACILITY,ADDRESS,CITY,STATE,ZIP,ADMINISTRATOR,PHONE,EFFECTIVE,EXPIRATION,BEDS,COUNTY
04382,Community Residence (4+ beds),,THE EQUESTRIAN,50 MANCHESTER DR,WEBSTER,NH,03303,FAY E BLAKE,(603) 573-6387,12/13/19,11/30/20,8,Merrimack
04324,Community Residence (4+ beds),,THS BRADFORD,2554 ROUTE 103 BLDG 2,Bradford,NH,03221,PAUL DANN,(603) 938-5014,03/01/21,02/28/22,4,Merrimack
04266,Community Residence (4+ beds),,TRANSITIONAL HOUSING SERVICES BRADFORD,2554 ROUTE 103,Bradford,NH,03221,PAUL DANN,(603) 938-5014,05/01/21,04/30/22,8,Merrimack
02222,Community Residence (4+ beds),,TWITCHELL HOUSE,111 PLEASANT STREET,CONCORD,NH,03301,LISA K MADDEN,(603) 226-7505,07/01/20,06/30/21,15,MERRIMACK
03369,Community Residence (4+ beds),,VERDUN STREET COMMUNITY RESIDENCE,85 VERDUN STREET,BERLIN,NH,03570,RICHARD LAFLAMME,(603) 752-2689,07/01/20,06/30/21,8,COOS
04240,Community Residence (4+ beds),,WOODRIDGE LN (14),14 WOODRIDGE LN,North Hampton,NH,03862,HEATHER STICE,(603) 379-2392,11/01/20,10/31/21,4,Rockingham
03784,Community Residence (4+ beds),,YELLOW HOUSE,89 PLEASANT STREET,CONCORD,NH,03301,PAUL DANN,(603) 746-7550,07/01/21,06/30/22,9,MERRIMACK
02033,Educational Health Center,,BAIRD HEALTH & COUNSELING CENTER,541 MAIN STREET,NEW LONDON,NH,03257,PAMELA A SPEAR,(603) 526-3621,03/01/21,02/28/22,,MERRIMACK
03164,Educational Health Center,,BREWSTER ACADEMY HEALTH CENTER,205 SOUTH MAIN STREET,WOLFEBORO,NH,03894,"CARRIE MACDONALD,BSN, RN",(603) 569-7121,06/01/21,05/31/22,6,CARROLL
00037,Educational Health Center,,CLARK HOUSE,325 PLEASANT STREET,CONCORD,NH,03301,JOHN BASSI,(603) 229-4850,01/01/21,12/31/21,14,MERRIMACK
00251,Educational Health Center,,DICK HALL'S HOUSE,5-7 ROPE FERRY ROAD,HANOVER,NH,03755,"MARK REED, MD",(603) 646-9423,01/01/21,12/31/21,10,GRAFTON
02003,Educational Health Center,,FRANKLIN PIERCE UNIVERSITY HEALTH SVCS,40 UNIVERSITY  DRIVE,RINDGE,NH,03461,ERICA PEERY,(603) 899-4132,01/01/21,12/31/21,,CHESHIRE
03242,Educational Health Center,,HAMILTON FAMILY FOUNDATION,19 CRAWFORD HINMAN WAY,CANAAN,NH,03741,"KAREN EWER-GRAY, RN",(603) 523-3520,03/01/21,02/28/22,4,GRAFTON
04466,Educational Health Center,,HIGH MOWING SCHOOL,222 ISAAC FRYE HWY,Wilton,NH,03086,WILLOW GRAHAM,(603) 654-9408,12/14/20,11/30/21,,Hillsborough
02983,Educational Health Center,,HOLDERNESS SCHOOL HEALTH CENTER,33 CHAPEL LANE,HOLDERNESS,NH,03245,KAREN D PENNY,(603) 779-5367,12/01/20,11/30/21,4,GRAFTON
00039,Educational Health Center,,LAMONT HEALTH AND WELLNESS CENTER,10 TAN LANE,EXETER,NH,03833,"NANCY THOMPSON, RN",(603) 777-3420,01/01/21,12/31/21,14,ROCKINGHAM
02832,Educational Health Center,,NEW ENGLAND COLLEGE,32 UNION STREET,HENNIKER,NH,03242,"LAURA ANDERSON, APRN",(603) 428-2253,09/01/21,08/31/22,,MERRIMACK
03870,Educational Health Center,,NEW HAMPTON SCHOOL STUDENT HEALTH CENTER,5 ACADEMIC DR,NEW HAMPTON,NH,03256,"CYNTHIA GLIDDEN, RN",(603) 677-3456,10/01/20,09/30/21,,BELKNAP
03165,Educational Health Center,,NHTI HEALTH & COUNSELING SERVICES,4 INSTITUTE DRIVE,CONCORD,NH,03301,"JANET ERCOLINI, RN",(603) 230-4043,06/01/21,05/31/22,,MERRIMACK
00365,Educational Health Center,,PROCTOR ACADEMY HEALTH CENTER,72 NORTH STREET,ANDOVER,NH,03216,"SUSAN NORRIS, RN",(603) 735-6737,01/01/21,12/31/21,5,MERRIMACK
03454,Educational Health Center,,QUIBIN STUDENT HEALTH SERVICES,420 MAIN STREET,NASHUA,NH,03060,PAULA RANDAZZA,(603) 897-8295,10/01/20,09/30/21,,HILLSBOROUGH
04300,Educational Health Center,,SABRA HAMILTON HEALTH CENTER,30 SCHOOL ST,TILTON,NH,03276,"BARBARA HANSON, RN",(603) 286-1760,10/01/20,09/30/21,4,Belknap
01616,Educational Health Center,,SAINT ANSELM COLLEGE-HEALTH SERVICE,100 ST ANSELM DRIVE,MANCHESTER,NH,03102,"MAURA MARSHALL, ARNP",(603) 641-7028,12/01/20,11/30/21,,HILLSBOROUGH
04405,Educational Health Center,,SHORTRIDGE ACADEMY LLC,619 GOVERNOR'S RD,Milton,NH,03851,MEGAN L GERBINO,(603) 775-3096,05/01/21,04/30/22,,Strafford
03639,Educational Health Center,,SNHU HEALTH SERVICES,2500 NORTH RIVER ROAD,MANCHESTER,NH,03106,FELIX F PIZZI,(603) 645-9679,09/01/21,08/31/22,,MERRIMACK
03403,Educational Health Center,,TRACY HEALTH CENTER,51 MAIN STREET,MERIDEN,NH,03770,"MELISSA UNDERHILL, RN",(603) 469-2055,04/01/21,03/31/22,4,SULLIVAN
03893,End-Stage Renal Dialysis,,BEDFORD DIALYSIS,15 CONSTITUTION DRIVE SUITE 1C,BEDFORD,NH,03110,SHANE T BOUCHER,(603) 471-1904,01/01/21,12/31/21,,HILLSBOROUGH
01641,End-Stage Renal Dialysis,,CENTRAL NEW HAMPSHIRE KIDNEY CENTER LLC,87 SPRING STREET,LACONIA,NH,03246,NEMAT EBEID-ISHAK,(603) 528-3738,03/01/21,02/28/22,,BELKNAP
03896,End-Stage Renal Dialysis,,COCHECO RIVER DIALYSIS CENTER,343 SIXTH STREET,DOVER,NH,03820,MELANIE E CLAPP,(603) 742-9765,01/01/21,12/31/21,,STRAFFORD
03580,End-Stage Renal Dialysis,,DERRY DIALYSIS,1 ACTION BLVD SUITE 2,LONDONDERRY,NH,03053,CHERYL BRUNDIGE,(603) 421-9724,02/01/21,01/31/22,,ROCKINGHAM
02748,End-Stage Renal Dialysis,,FMC DIALYSIS SERVICES EXETER,"1 HAMPTON ROAD, SUITE 109",EXETER,NH,03833,"MARY JOHNSON, RN",(603) 777-9931,06/01/21,05/31/22,,ROCKINGHAM
03540,End-Stage Renal Dialysis,,FMC STRAFFORD COUNTY,27 STERLING DRIVE,ROCHESTER,NH,03867,BEATA DERYNIOSKI,(603) 330-0483,09/01/20,08/31/21,,STRAFFORD
04242,End-Stage Renal Dialysis,,FRESENIUS KIDNEY CARE OF NASHUA,20 COTTON RD SUITE 101,NASHUA,NH,03063,"TIFFANY CALVINO, RN",(603) 577-4547,11/01/20,10/31/21,,Hillsborough
03328,End-Stage Renal Dialysis,,FRESENIUS MEDICAL CARE LEBANON,56 ETNA ROAD,LEBANON,NH,03766,DEBRA WINSLOW,(603) 448-5550,10/01/20,09/30/21,,Grafton
03089,End-Stage Renal Dialysis,,FRESENIUS MEDICAL CARE OF LANCASTER,173 MIDDLE STREET,LANCASTER,NH,03584,BEATA DERYNIOSKI,(603) 788-5222,08/01/21,07/31/22,,COOS
03510,End-Stage Renal Dialysis,,FRESENIUS MEDICAL CARE OF LONDONDERRY,1F COMMONS DRIVE,LONDONDERRY,NH,03053,RACHEL J MCMINIS,(603) 434-4517,05/01/21,04/30/22,,ROCKINGHAM
03902,End-Stage Renal Dialysis,,FRESENIUS MEDICAL CARE OF SOUTHERN NH,586 NASHUA STREET UNIT 20 B,MILFORD,NH,03055,ANGELA HOLT,(603) 672-6678,03/01/21,02/28/22,,HILLSBOROUGH
03987,End-Stage Renal Dialysis,,FRESENIUS MEDICAL CARE ROCKINGHAM COUNTY,19 KEEYWADIN DRIVE,SALEM,NH,03079,"CHERYL COTE, RN",(603) 870-0969,12/01/20,11/30/21,,Rockingham
04248,End-Stage Renal Dialysis,,MANCHESTER DIALYSIS,903 HANOVER ST,MANCHESTER,NH,03104,CHERYL L BRUNDIGE,(603) 621-4903,01/01/21,12/31/21,,Hillsborough
03875,End-Stage Renal Dialysis,,MANCHESTER KIDNEY CENTER,1750 ELM STREET,MANCHESTER,NH,03104,"ELISHA PERKINS, RN",(603) 647-4042,10/01/20,09/30/21,,HILLSBOROUGH
02619,End-Stage Renal Dialysis,,MONADNOCK DIALYSIS CENTER,426 B WINCHESTER STREET,KEENE,NH,03431,"SUZANNE BURBANK, RN",(603) 357-3600,06/01/21,05/31/22,,CHESHIRE
03862,End-Stage Renal Dialysis,,MT WASHINGTON VALLEY DIALYSIS CENTER,21 B POLIQUIN DRIVE,CONWAY,NH,03818,"KAREN COTE, RN",(603) 447-3976,09/01/21,08/31/22,,CARROLL
03097,End-Stage Renal Dialysis,,NASHUA DIALYSIS,"38 TYLER ST., SUITE 100",NASHUA,NH,03060,"JULIE PRATT, RN",(603) 598-1665,07/01/21,06/30/22,,HILLSBOROUGH
02414,End-Stage Renal Dialysis,,NEW HAMPSHIRE KIDNEY CENTER,248 PLEASANT STREET PILLSBURY BLDG,CONCORD,NH,03301,WEILLAH DE VERA,(603) 224-9996,11/01/20,10/31/21,,MERRIMACK
04023,End-Stage Renal Dialysis,,ROCKINGHAM COUNTY DIALYSIS,18 PELHAM RD STE 1,SALEM,NH,03079,DIANNA HOLM,(603) 870-9487,07/01/21,06/30/22,,Rockingham
03305,End-Stage Renal Dialysis,,SEACOAST DIALYSIS CENTER,155 BORTHWICK AVE. SUITE 100,PORTSMOUTH,NH,03801,VICKI R DODDS,(603) 436-4567,11/01/20,10/31/21,,ROCKINGHAM
04331,Freestanding Megavoltage Radiation Thera,,SEACOAST CANCER CENTER-PORTSMOUTH,121 CORPORATE DR STE 100,PORTSMOUTH,NH,03801,SUSAN GALLAGHER,(603) 742-8787,04/01/21,03/31/22,,Rockingham
02877,Home Care - Durable Medical,,HERRON AND SMITH,8 INDUSTRIAL PARK DRIVE #20,HOOKSETT,NH,03106,TAMME DUSTIN,(603) 627-8500,05/01/21,04/30/22,,MERRIMACK
02875,Home Care - Durable Medical,,HM MED EQUIP & INFUS SV OF MANCH & SO NH,1050 HOLT AVE UNIT 5,MANCHESTER,NH,31095608,STEVEN DEYOUNG,(603) 663-2728,03/01/21,02/28/22,,HILLSBOROUGH
02866,Home Care - Durable Medical,,"KEENE MEDICAL PRODUCTS, LLC",5 LANDING RD,ENFIELD,NH,03748,KEITH FILIAULT,(603) 448-5290,04/01/21,03/31/22,,Grafton
02997,Home Care - Durable Medical,,TECH MED INC,114 PERIMETER RD UNIT D,NASHUA,NH,03060,NANCY R CAPEN,(603) 595-8717,04/01/21,03/31/22,,HILLSBOROUGH
04304,Home Care Service Provider,,ABUNDANT BLESSINGS HOME CARE INC,22 COSMAR DR,SANBORNVILLE,NH,03872,SHELLEY JARL,(603) 473-2510,01/01/21,12/31/21,,Carroll
03938,Home Care Service Provider,,AGE AT HOME,24 HAMMOND ST,CONCORD,NH,03301,LAUREL M TRAHAN,(603) 224-6100,10/01/21,09/30/22,,MERRIMACK
04503,Home Care Service Provider,,AGING EXCELLENCE,949 WHITTIER HWY,Moultonborough,NH,03254,KATE ADAMS,(207) 329-9075,05/10/21,04/30/22,,Carroll
03948,Home Care Service Provider,,AGING EXCELLENCE,125 BREWERY LANE SUITE 8,PORTSMOUTH,NH,03801,BETHANY L LAWRENCE RN BSN CMC,(603) 294-0119,07/01/21,06/30/22,,ROCKINGHAM
04461,Home Care Service Provider,,ALLIED CAREGIVERS,15 CONSTITUTION DR,Bedford,NH,03110,TRAVIS L CRAM,(603) 477-4369,12/08/20,11/30/21,,Hillsborough
04303,Home Care Service Provider,,ALPHA HOME CARE SOLUTIONS INC,20 TECHNOLOGY WAY,NASHUA,NH,03060,GAHUNGU SIMON,(603) 943-7006,12/01/20,11/30/21,,Hillsborough
04496,Home Care Service Provider,,ARCADIA NEW ENGLAND,130 CENTRAL AVE STE 105,Dover,NH,03820,JEFF A HESS,(603) 842-5020,07/01/21,06/30/22,,Strafford
03066,Home Care Service Provider,,AREA HOME CARE AND FAMILY SERVICES,1320 WOODBURY AVE,PORTSMOUTH,NH,03801,JUDY TAYLOR,(603) 436-9059,01/01/21,12/31/21,,ROCKINGHAM
04181,Home Care Service Provider,,ARMISTEAD SENIOR CARE,127 MASCOMA ST STE 1,LEBANON,NH,03766,ANN M HOWARD,(603) 489-5682,08/01/21,07/31/22,,Grafton
03526,Home Care Service Provider,,ASCENTRIA IN-HOME CARE,261 SHEEP DAVIS ROAD,CONCORD,NH,03301,AMY MOORE,(603) 224-3010,06/01/21,05/31/22,,MERRIMACK
04418,Home Care Service Provider,,ATTENTIVE CARING AT HOME LLC,107 MAIN ST,HAMPSTEAD,NH,03841,JANET M GREELEY,(603) 770-7529,05/01/21,04/30/22,,Rockingham
04462,Home Care Service Provider,,BEDSIDE HOME CARE SERVICES LLC,7 ALLARD CT UNIT A,Hudson,NH,03051,KARINA SOZA,(774) 281-4253,12/10/20,11/30/21,,Hillsborough
04380,Home Care Service Provider,,BLOOM AND SHINE SERVICES,90 AIRPORT ROAD STE 27,CONCORD,NH,03301,SURAJ BUDATHOKI,(603) 262-0500,12/01/21,11/30/22,,Merrimack
04416,Home Care Service Provider,,BLUE SKY,1087 ELM ST,Manchester,NH,03101,PAULA RAYMOND-ROBINSON,(603) 371-0777,04/01/21,03/31/22,,Hillsborough
04319,Home Care Service Provider,,CARE HAVEN LLC,127 MAIN ST #14,NASHUA,NH,03060,SYLVIE WANJIRU,(603) 459-8932,02/01/21,01/31/22,,Hillsborough
04196,Home Care Service Provider,,CAREPOINT PLUS LLC,530 CHESTNUT ST #1B,MANCHESTER,NH,03101,BHOLA SUBEDI,(603) 647-1000,01/01/21,12/31/21,,Hillsborough
02993,Home Care Service Provider,,"CARING WITH A HEART, LLC",609 PORTSMOUTH AVE UNIT 12,Greenland,NH,03840,PAUL G DANIEL,(603) 571-7473,01/01/21,12/31/21,,Rockingham
04485,Home Care Service Provider,,CHRISTINA'S CAREGIVING & HOME HEALTH CARE LLC,502 US-4 STE 2,Enfield,NH,03748,CHRISTINA MOODIE,(603) 293-6260,02/12/21,01/31/22,,Grafton
03638,Home Care Service Provider,,COLONY HOME CARE,21 UPPER MILE POINT DR,MEREDITH,NH,03253,NAELLA MCLAUGLIN,(6032) 791-5000,09/01/21,08/31/22,,BELKNAP
03735,Home Care Service Provider,,COMFORT KEEPERS-KEENE,55 MAIN STREET STE B,KEENE,NH,03431,RENEE BOSLEY,(603) 352-2227,04/01/21,03/31/22,,CHESHIRE
04506,Home Care Service Provider,,COMFORTING HANDS CARE LLC,68 MAIN ST,Northwood,NH,03261,LAURA COSTELLO,(866) 488-0445,05/18/21,04/30/22,,Rockingham
04348,Home Care Service Provider,,COMMONWEALTH NURSING SERVICES,"847 ROGERS ST, STE 201",LOWELL,MA,01852,ANGELA CALLAHAN,(978) 459-7771,07/01/21,06/30/22,,Middlesex
04265,Home Care Service Provider,,"COMPANION CARE PARTNERS, LLC",727 LAFAYETTE RD STE 6,SEABROOK,NH,03874,JAMES GRANT,(215) 618-2324,05/01/21,04/30/22,,Rockingham
04505,Home Care Service Provider,,CONCORD COMPASSIONATE CARE,8 N MAIN ST STE 1C,Concord,NH,03301,BIRAM SAIDYBAH,(603) 785-6584,05/14/21,04/30/22,,Merrimack
03557,Home Care Service Provider,,CURTIS QUALITY CARE LLC,127 ROUTE 28 UNIT 11,Ossipee,NH,03864,HEATHER M TENNEY,(603) 569-2838,12/01/20,11/30/21,,Carroll
04420,Home Care Service Provider,,D & S ELDERSERVICES LLC,257 VALLEY RD,Walpole,NH,03608,DEBORAH MILLER,(603) 313-5691,05/01/21,04/30/22,,Cheshire
04420,Home Care Service Provider,,D & S ELDERSERVICES LLC,257 VALLEY RD,Walpole,NH,03608,SHERRI MCGUIRK,(603) 313-5691,05/01/21,04/30/22,,Cheshire
04042,Home Care Service Provider,,DAVIS CARE GROUP LLC,62 PORTSMOUTH AVE #4,STRATHAM,NH,38850000,DWIGHT DAVIS,(603) 583-4580,10/01/21,09/30/22,,Rockingham
04233,Home Care Service Provider,,ELLIE'S FAMILY HOME CARE LLC,595 NH ROUTE 10,ORFORD,NH,03777,ELON GRIFFITH,(603) 353-9200,09/01/20,08/31/21,,Belknap
04479,Home Care Service Provider,,EMINENCE HOME CARE LLC,15 CONSTITUTION DR,Bedford,NH,03110,CAROL SHAFIR,(603) 635-4444,01/22/21,12/31/21,,Hillsborough
04518,Home Care Service Provider,,FCP LIVE-IN LLC,2573 MAIN STREET,Stratford,CT,06615,DAVID ANTHONY,(877) 845-8527,06/24/21,05/31/22,,Fairfield
03772,Home Care Service Provider,,FIRST LIGHT HOME CARE,"940 ROOSEVELT TRL, #6",WINDHAM,ME,04062,PETER J GARTLAND,(207) 627-1125,12/01/20,11/30/21,,Cumberland
03346,Home Care Service Provider,,"FRIENDLY FOLKS, LLC",716 MAIN STREET,DUBLIN,NH,03444,SYLVIA G. FOX,(603) 563-8991,03/01/21,02/28/22,,CHESHIRE
04118,Home Care Service Provider,,"HELP AT HOME, LLC",88 PROSPECT ST,White River Junction,VT,05001,JOHANNA BELIVEAU,(844) 524-9921,08/01/21,07/31/22,,Windsor
04488,Home Care Service Provider,,HOME HELPERS,243 S MAIN ST,Laconia,NH,03246,ROD GAGNE,(603) 832-4612,03/08/21,02/28/22,,Belknap
04280,Home Care Service Provider,,HOME HELPERS OF LONDONDERRY,3 SANBORN RD 2ND FLOOR UNIT 3,LONDONDERRY,NH,03053,ANDREW GESKE,(603) 848-3443,03/01/21,02/28/22,,Belknap
04442,Home Care Service Provider,,HOME INSTEAD SENIOR CARE MANCHESTER,100A MIDDLE ST,MANCHESTER,NH,03101,BENJAMIN NOBLE,(603) 475-0981,09/01/21,08/31/22,,Hillsborough
04389,Home Care Service Provider,,HOMECAREPROS,150 VILLAGE RD,Freedom,NH,03836,KATIE TYLER,(603) 651-9280,01/01/21,12/31/21,,Carroll
04161,Home Care Service Provider,,HOMEWATCH CAREGIVERS,70 MAIN ST #410,PETERBOROUGH,NH,03458,CALEB AHO,(603) 924-5924,06/01/21,05/31/22,,Hillsborough
04423,Home Care Service Provider,,IMPRESS HEALTHCARE CORP,814 ELM ST,Manchester,NH,03101,JEFFREY CROCKER,(603) 239-0025,06/01/21,05/31/22,,Hillsborough
04372,Home Care Service Provider,,INDEPENDENCE CARE OF NEW HAMPSHIRE LLC,10 FERRY STREET STE 404,CONCORD,NH,03301,PETER VIAR,(603) 283-7778,11/01/21,10/31/22,,Merrimack
04106,Home Care Service Provider,,INTEGRITY CAREGIVERS OF NH LLC DBA HOME INSTEAD SENIOR CARE,16 DEPOT ST,WOLFEBORO,NH,03894,PETER EICHLING,(603) 569-7733,09/01/21,08/31/22,,Carroll
03799,Home Care Service Provider,,"J & S HOME CARE SERVICES, LLC",2 FIRST STREET,GORHAM,NH,03581,SUSAN MARTLOCK,(603) 345-1209,02/01/21,01/31/22,,COOS
03855,Home Care Service Provider,,LAKES REGION COMMUNITY SERVICES,719 NORTH MAIN STREET,LACONIA,NH,03246,SHANNON KELLY,(603) 524-8811,07/01/21,06/30/22,,BELKNAP
03956,Home Care Service Provider,,LIVABILITY HOME HEALTH,1 TARA BLVD STE 257,NASHUA,NH,03060,SAN PHAM,(603) 921-8663,08/01/20,07/31/21,,HILLSBOROUGH
03949,Home Care Service Provider,,MERRILL SENIOR SERVICES LLC,32 DOGWOOD DR,NASHUA,NH,03062,SALLY M LEONARD,(603) 921-0015,11/01/20,10/31/21,,HILLSBOROUGH
02217,Home Care Service Provider,,MONADNOCK LODGE AT RIVERWOODS,7 RIVERWOODS DRIVE,EXETER,NH,03833,"MARY FLANAGAN, ARNP",(603) 772-4700,07/01/21,06/30/22,,ROCKINGHAM
03854,Home Care Service Provider,,MOORE CENTER SERVICES,195 MCGREGOR STREET UNIT 400,MANCHESTER,NH,03102,JENNIFER A MEYER,(603) 206-2826,07/01/21,06/30/22,,HILLSBOROUGH
04284,Home Care Service Provider,,"NEW HAMPSHIRE HOME CARE PROVIDERS, LLC",22 WOODCREST HEIGHTS DR,CONCORD,NH,03301,DILU CHHETRI RAI,(603) 898-6438,08/01/21,07/31/22,,Merrimack
04251,Home Care Service Provider,,REHAB 365,1 STILES RD STE 104,SALEM,NH,03079,VIRGINIA BRACKETT,(855) 390-7774,02/01/21,01/31/22,,Rockingham
04270,Home Care Service Provider,,REST ASSURED HOME CARE LLC,28 JONATHAN LN,BOW,NH,03304,CHRISTINA DEROSE,(603) 715-8574,05/01/21,04/30/22,,Merrimack
04349,Home Care Service Provider,,RIGHT AT HOME,150 NASHUA RD UNIT C,LONDONDERRY,NH,03053,"DARIA SNOW HAYWARD, RN, BSN",(603) 216-9296,07/01/21,06/30/22,,Rockingham
04374,Home Care Service Provider,,SHEKINAH FAMILY SERVICES LLC,15 CONSTITUTION DR STE 1A,Bedford,NH,03110,NARCISSE MUGISHA,(207) 618-3784,12/01/20,11/30/21,,Hillsborough
04363,Home Care Service Provider,,"SOLARI CARGIVERS, LLC",18 LONG HILL RD,HOLLIS,NH,03049,MARY WOJCIK,(603) 213-4887,10/01/21,09/30/22,,Hillsborough
04234,Home Care Service Provider,,"SWEET HOME CARE, LLC",7 BOGIE PL,GRANTHAM,NH,03753,BARBARA SWEET,(603) 309-3154,09/01/20,08/31/21,,Belknap
04273,Home Care Service Provider,,SYNERGY HOMECARE OF NASHUA,2 WELLMAN AVE STE 110,NASHUA,NH,03064,KATARINA KEELER,(603) 336-3999,06/01/21,05/31/22,,Hillsborough
04253,Home Care Service Provider,,"THE DNA GROUP, INCORPORTATED DBA AMADA SENIOR CARE OF SOUTHERN NEW HAMPSHIRE",116 SOUTH RIVER RD UNIT E-7C,Bedford,NH,03110,DINA M BILSBURY,(603) 865-7999,02/01/21,01/31/22,,Hillsborough
03578,Home Care Service Provider,,TIMBERLAND HOME CARE INC,2541 WHITE MOUNTAIN HWY,NORTH CONWAY,NH,03860,MICHELLE REED,(603) 356-2273,07/01/21,06/30/22,,Carroll
04440,Home Care Service Provider,,TRUSTED CHOICE ELDERCARE LLC,21 WHEELOCK ST,Keene,NH,03431,EMILY MITCHELL,(603) 721-9353,09/16/20,08/31/21,,Cheshire
04232,Home Care Service Provider,,VISITING ANGELS,401 GILFORD AVE UNIT 208,GILFORD,NH,03249,DEBRA DESROSIERS,(603) 366-1993,09/01/21,08/31/22,,Belknap
03699,Home Care Service Provider,,VISITING ANGELS,39 SIMON ST UNIT 4,NASHUA,NH,03060,LOUISE MURPHY,(603) 821-0277,04/01/21,03/31/22,,Hillsborough
03660,Home Care Service Provider,,VISITING ANGELS,14 HOOKSETT ROAD,AUBURN,NH,03032,DEBRA DESROSIERS,(603) 483-8999,04/01/21,03/31/22,,ROCKINGHAM
04310,Home Care Service Provider,,VISITING ANGELS OF WESTERN NEW HAMPSHIRE,24 OPERA HOUSE SQ STE 209,CLAREMONT,NH,03743,SARAH D HOADLEY,(603) 504-6080,01/01/21,12/31/21,,Sullivan
03934,Home Care Service Provider,,VISITING ANGELS-NEWBURYPORT,182 STATE STREET,NEWBURYPORT,MA,01950,JOHN SPELLMAN,(603) 583-4890,01/01/21,12/31/21,,ESSEX
04465,Home Care Service Provider,,WAY MAKER HOME CARE LLC,66 HANOVER ST. STE 101,Manchester,NH,03101,DOEL LOPEZ,(617) 850-5925,12/10/20,11/30/21,,Hillsborough
04339,Home Care Service Provider,,WHOLE HEARTED SENIOR HOME CARE,33 SOUTH MAIN STREET UNIT 2,WOLFEBORO,NH,03894,ASHLEE MAILLETT,(603) 630-8096,06/01/21,05/31/22,,Carroll
04150,Home Care Service Provider,,"YOUR COMFORT ZONE, INC",8 BATCHELDER AVE,West Lebanon,NH,03784,ROSALIND GODFREY,(603) 381-1321,04/01/21,03/31/22,,Grafton
04306,Home Health Agency Hospice,,"ACCENTCARE OF MASSACHUSETTS, INC",30 PERWAL ST,WESTWOOD,MA,02090,MELISSA A SOUSA,(781) 551-5600,01/01/21,12/31/21,,Norfolk
03644,Home Health Agency Hospice,,AMEDISYS HOSPICE,"7 ROCKINGHAM RD, SUITE 200",WINDHAM,NH,03087,KARA M SWEATT,(603) 421-9887,10/01/21,09/30/22,,Rockingham
03315,Home Health Agency Hospice,,AMEDISYS HOSPICE CARE,"8 COMMERCE DR, STE 101",BEDFORD,NH,03110,"KARA SWEATT, RN",(603) 421-0414,08/01/21,07/31/22,,Hillsborough
04313,Home Health Agency Hospice,,BAYADA HOSPICE,194 PLEASANT STREET STE 9,CONCORD,NH,03301,JESSICA DEGRECHIE,(603) 724-6689,12/01/20,11/30/21,,Merrimack
04314,Home Health Agency Hospice,,BAYADA HOSPICE,316 MAIN STREET UNIT EH-6,NORWICH,VT,05055,JESSICA L DEGRECHIE,(802) 526-2380,12/01/20,11/30/21,,Windsor
03277,Home Health Agency Hospice,,"BEACON HOSPICE, AN AMEDISYS COMPANY",25 NEW HAMPSHIRE AVE STE 272,PORTSMOUTH,NH,03801,DIANE BILODEAU,(603) 433-2480,06/01/21,05/31/22,,Rockingham
04464,Home Health Agency Hospice,,BROOKHAVEN HOSPICE OF NEW HAMPSHIRE LLC,2 BEDFORD FARMS DR,Bedford,NH,03110,ANGELA N KATIS,(603) 782-7152,12/09/20,11/30/21,,Hillsborough
03888,Home Health Agency Hospice,,COMPASSUS-GREATER HAMPTON,ONE HAMPTON RD STE 210,EXETER,NH,03833,RUTH FRASCA,(603) 964-5183,05/01/21,04/30/22,,Rockingham
03887,Home Health Agency Hospice,,COMPASSUS-GREATER MANCHESTER,170 SO RIVER ROAD UNIT 2,BEDFORD,NH,31106941,JOSEPH A PETERSON,(603) 606-7974,04/01/21,03/31/22,,Belknap
04104,Home Health Agency Hospice,,CONSTELLATION HOSPICE,180 LOW STREET,NEWBURYPORT,MA,01950,ROBERT JELLEY,(978) 904-3059,08/01/21,07/31/22,,Essex
03670,Home Health Agency Hospice,,CORNERSTONE VNA,178 FARMINGTON ROAD,ROCHESTER,NH,03867,TAMARA J CROOKS-FAULKINGHAM,(603) 332-1133,01/01/21,12/31/21,,STRAFFORD
03914,Home Health Agency Hospice,,FRANKLIN VNA & HOSPICE,75 CHESTNUT STREET,FRANKLIN,NH,03235,KRYSTIN L ALBERT,(603) 934-3454,07/01/21,06/30/22,,MERRIMACK
03501,Home Health Agency Hospice,,GRANITE VNA,30 PILLSBURY STREET,CONCORD,NH,03301,CARISSA C DRAPER,(603) 224-2093,09/01/21,08/31/22,,MERRIMACK
04185,Home Health Agency Hospice,,HARBORSIDE HOSPICE LLC,"23 ATKINSON DEPOT RD, SUITE 105",PLAISTOW,NH,03865,TIMOTHY G BARRY,(800) 331-1044,10/01/21,09/30/22,,Rockingham
03676,Home Health Agency Hospice,,HOME HEALTH & HOSPICE CARE,7 EXECUTIVE PARK DRIVE,MERRIMACK,NH,03054,"BARBARA LAFRANCE,RN",(603) 882-2941,10/01/21,09/30/22,,HILLSBOROUGH
03917,Home Health Agency Hospice,,LAKE SUNAPEE HOME CARE AND HOSPICE,107 NEWPORT ROAD,NEW LONDON,NH,03257,JENNIFER LaCHANCE TAYLOR,(603) 526-4077,03/01/21,02/28/22,,MERRIMACK
04216,Home Health Agency Hospice,,LAKES REGION VISITING NURSES ASSOCIATION,186 WAUKEWAN ST,MEREDITH,NH,03253,TANAYA J CALL,(603) 279-6611,06/01/21,05/31/22,,Belknap
02664,Home Health Agency Hospice,,MERRIMACK VALLEY HOSPICE INC,360 MERRIMACK STREET #9,LAWRENCE,MA,01843,DIANE FARRAHER-SMITH,(978) 552-4000,12/01/20,11/30/21,,ESSEX
