License Number,TYPE,Facility Name,Address,City,State,Zip Code,Phone Number,Capacity,County
4372,Home Care Service Provider,INDEPENDENCE CARE OF NEW HAMPSHIRE LLC,10 FERRY STREET STE 404,CONCORD,NH,3301,(603) 283-7778,,Merrimack
4106,Home Care Service Provider,INTEGRITY CAREGIVERS OF NH LLC DBA HOME INSTEAD SENIOR CARE,16 DEPOT ST,WOLFEBORO,NH,3894,(603) 569-7733,,Carroll
3799,Home Care Service Provider,"J & S HOME CARE SERVICES, LLC",2 FIRST STREET,GORHAM,NH,3581,(603) 345-1209,,COOS
3855,Home Care Service Provider,LAKES REGION COMMUNITY SERVICES,719 NORTH MAIN STREET,LACONIA,NH,3246,(603) 524-8811,,BELKNAP
3956,Home Care Service Provider,LIVABILITY HOME HEALTH,1 TARA BLVD STE 257,NASHUA,NH,3060,(603) 921-8663,,HILLSBOROUGH
3949,Home Care Service Provider,MERRILL SENIOR SERVICES LLC,32 DOGWOOD DR,NASHUA,NH,3062,(603) 921-0015,,HILLSBOROUGH
2217,Home Care Service Provider,MONADNOCK LODGE AT RIVERWOODS,7 RIVERWOODS DRIVE,EXETER,NH,3833,(603) 772-4700,,ROCKINGHAM
3854,Home Care Service Provider,MOORE CENTER SERVICES,195 MCGREGOR STREET UNIT 400,MANCHESTER,NH,3102,(603) 206-2826,,HILLSBOROUGH
4284,Home Care Service Provider,"NEW HAMPSHIRE HOME CARE PROVIDERS, LLC",22 WOODCREST HEIGHTS DR,CONCORD,NH,3301,(603) 898-6438,,Merrimack
4251,Home Care Service Provider,REHAB 365,1 STILES RD STE 104,SALEM,NH,3079,(855) 390-7774,,Rockingham
4270,Home Care Service Provider,REST ASSURED HOME CARE LLC,28 JONATHAN LN,BOW,NH,3304,(603) 715-8574,,Merrimack
4349,Home Care Service Provider,RIGHT AT HOME,150 NASHUA RD UNIT C,LONDONDERRY,NH,3053,(603) 216-9296,,Rockingham
4374,Home Care Service Provider,SHEKINAH FAMILY SERVICES LLC,15 CONSTITUTION DR STE 1A,Bedford,NH,3110,(207) 618-3784,,Hillsborough
4363,Home Care Service Provider,"SOLARI CARGIVERS, LLC",18 LONG HILL RD,HOLLIS,NH,3049,(603) 213-4887,,Hillsborough
4234,Home Care Service Provider,"SWEET HOME CARE, LLC",7 BOGIE PL,GRANTHAM,NH,3753,(603) 309-3154,,Belknap
4273,Home Care Service Provider,SYNERGY HOMECARE OF NASHUA,2 WELLMAN AVE STE 110,NASHUA,NH,3064,(603) 336-3999,,Hillsborough
4253,Home Care Service Provider,"THE DNA GROUP, INCORPORTATED DBA AMADA SENIOR CARE OF SOUTHERN NEW HAMPSHIRE",116 SOUTH RIVER RD UNIT E-7C,Bedford,NH,3110,(603) 865-7999,,Hillsborough
3578,Home Care Service Provider,TIMBERLAND HOME CARE INC,2541 WHITE MOUNTAIN HWY,NORTH CONWAY,NH,3860,(603) 356-2273,,Carroll
4440,Home Care Service Provider,TRUSTED CHOICE ELDERCARE LLC,21 WHEELOCK ST,Keene,NH,3431,(603) 721-9353,,Cheshire
4232,Home Care Service Provider,VISITING ANGELS,401 GILFORD AVE UNIT 208,GILFORD,NH,3249,(603) 366-1993,,Belknap
3699,Home Care Service Provider,VISITING ANGELS,39 SIMON ST UNIT 4,NASHUA,NH,3060,(603) 821-0277,,Hillsborough
3660,Home Care Service Provider,VISITING ANGELS,14 HOOKSETT ROAD,AUBURN,NH,3032,(603) 483-8999,,ROCKINGHAM
4310,Home Care Service Provider,VISITING ANGELS OF WESTERN NEW HAMPSHIRE,24 OPERA HOUSE SQ STE 209,CLAREMONT,NH,3743,(603) 504-6080,,Sullivan
3934,Home Care Service Provider,VISITING ANGELS-NEWBURYPORT,182 STATE STREET,NEWBURYPORT,MA,1950,(603) 583-4890,,ESSEX
4465,Home Care Service Provider,WAY MAKER HOME CARE LLC,66 HANOVER ST. STE 101,Manchester,NH,3101,(617) 850-5925,,Hillsborough
4339,Home Care Service Provider,WHOLE HEARTED SENIOR HOME CARE,33 SOUTH MAIN STREET UNIT 2,WOLFEBORO,NH,3894,(603) 630-8096,,Carroll
4150,Home Care Service Provider,"YOUR COMFORT ZONE, INC",8 BATCHELDER AVE,West Lebanon,NH,3784,(603) 381-1321,,Grafton
4306,Home Health Agency Hospice,"ACCENTCARE OF MASSACHUSETTS, INC",30 PERWAL ST,WESTWOOD,MA,2090,(781) 551-5600,,Norfolk
3644,Home Health Agency Hospice,AMEDISYS HOSPICE,"7 ROCKINGHAM RD, SUITE 200",WINDHAM,NH,3087,(603) 421-9887,,Rockingham
3315,Home Health Agency Hospice,AMEDISYS HOSPICE CARE,"8 COMMERCE DR, STE 101",BEDFORD,NH,3110,(603) 421-0414,,Hillsborough
4313,Home Health Agency Hospice,BAYADA HOSPICE,194 PLEASANT STREET STE 9,CONCORD,NH,3301,(603) 724-6689,,Merrimack
4314,Home Health Agency Hospice,BAYADA HOSPICE,316 MAIN STREET UNIT EH-6,NORWICH,VT,5055,(802) 526-2380,,Windsor
3277,Home Health Agency Hospice,"BEACON HOSPICE, AN AMEDISYS COMPANY",25 NEW HAMPSHIRE AVE STE 272,PORTSMOUTH,NH,3801,(603) 433-2480,,Rockingham
4464,Home Health Agency Hospice,BROOKHAVEN HOSPICE OF NEW HAMPSHIRE LLC,2 BEDFORD FARMS DR,Bedford,NH,3110,(603) 782-7152,,Hillsborough
3888,Home Health Agency Hospice,COMPASSUS-GREATER HAMPTON,ONE HAMPTON RD STE 210,EXETER,NH,3833,(603) 964-5183,,Rockingham
3887,Home Health Agency Hospice,COMPASSUS-GREATER MANCHESTER,170 SO RIVER ROAD UNIT 2,BEDFORD,NH,31106941,(603) 606-7974,,Belknap
4104,Home Health Agency Hospice,CONSTELLATION HOSPICE,180 LOW STREET,NEWBURYPORT,MA,1950,(978) 904-3059,,Essex
3670,Home Health Agency Hospice,CORNERSTONE VNA,178 FARMINGTON ROAD,ROCHESTER,NH,3867,(603) 332-1133,,STRAFFORD
3914,Home Health Agency Hospice,FRANKLIN VNA & HOSPICE,75 CHESTNUT STREET,FRANKLIN,NH,3235,(603) 934-3454,,MERRIMACK
3501,Home Health Agency Hospice,GRANITE VNA,30 PILLSBURY STREET,CONCORD,NH,3301,(603) 224-2093,,MERRIMACK
4185,Home Health Agency Hospice,HARBORSIDE HOSPICE LLC,"23 ATKINSON DEPOT RD, SUITE 105",PLAISTOW,NH,3865,(800) 331-1044,,Rockingham
3676,Home Health Agency Hospice,HOME HEALTH & HOSPICE CARE,7 EXECUTIVE PARK DRIVE,MERRIMACK,NH,3054,(603) 882-2941,,HILLSBOROUGH
3917,Home Health Agency Hospice,LAKE SUNAPEE HOME CARE AND HOSPICE,107 NEWPORT ROAD,NEW LONDON,NH,3257,(603) 526-4077,,MERRIMACK
4216,Home Health Agency Hospice,LAKES REGION VISITING NURSES ASSOCIATION,186 WAUKEWAN ST,MEREDITH,NH,3253,(603) 279-6611,,Belknap
2664,Home Health Agency Hospice,MERRIMACK VALLEY HOSPICE INC,360 MERRIMACK STREET #9,LAWRENCE,MA,1843,(978) 552-4000,,ESSEX
3935,Home Health Agency Hospice,NEWFOUND AREA NURSING ASSOCIATION,214 LAKE STREET,BRISTOL,NH,3222,(603) 774-2733,,GRAFTON
3918,Home Health Agency Hospice,NO COUNTRY HM HEALTH & HOSPICE AGENCY IN,536 COTTAGE STREET,LITTLETON,NH,3561,(603) 444-5317,,GRAFTON
3322,Home Health Agency Hospice,PEMI-BAKER COMMUNITY HEALTH,101-3 BOULDER POINT ROAD SUITE 3,PLYMOUTH,NH,3264,(603) 536-2232,,GRAFTON
3913,Home Health Agency Hospice,ROCKINGHAM VNA AND HOSPICE,4 ALUMNI DR,EXETER,NH,3833,(603) 772-2981,,ROCKINGHAM
3610,Home Health Agency Hospice,VISITING NURSE ASSOC. & HOSPICE OF VT/NH,88 PROSPECT ST,White River Junction,VT,5001,(888) 300-8853,,Windsor
3878,Home Health Agency Hospice,VN HOME CARE & HOSPICE OF CARROLL CNTY,1529 WHITE MOUNTAIN HIGHWAY,NORTH CONWAY,NH,3860,(603) 356-7006,,CARROLL
3916,Home Health Agency Hospice,"VNA AT HCS, INC.",312 MARLBORO STREET,KEENE,NH,3431,(603) 352-2253,,CHESHIRE
3813,Home Health Agency Hospice,"VNA HOME HEALTH & HOSPICE SERVICES, INC",1070 HOLT AVENUE SUITE 1400,MANCHESTER,NH,3109,(603) 622-3781,,HILLSBOROUGH
3717,Home Health Agency Hospice,WENTWORTH HOME CARE & HOSPICE AN AMEDISI,9 ANDREWS RD,SOMERSWORTH,NH,3878,(603) 692-0220,,Strafford
3859,Home Health Care Provider,360 SHS,"360 RT 101, STE 3B",BEDFORD,NH,3110,(603) 801-1936,,Hillsborough
4432,Home Health Care Provider,AAA HOME HEALTH LLC,30 GREENVIEW DR APT 33,MANCHESTER,NH,3103,(888) 974-3699,,Hillsborough
4174,Home Health Care Provider,ABILITY ANGELS,324 CENTRAL ST,MANCHESTER,NH,3105,(603) 944-9500,,Hillsborough
4307,Home Health Care Provider,ACCENTCARE HOME HEALTH OF MASSACHUSETTS,30 PERWAL ST,WESTWOOD,MA,2090,(781) 551-5600,,Norfolk
4227,Home Health Care Provider,ACCREDO HEALTH GROUP INC,83 LAFAYETTE RD STE 13,HAMPTON FALLS,NH,3844,(877) 315-6140,,Rockingham
4364,Home Health Care Provider,AFFECTIONATE HOME HEALTH CARE AGENCY,1 CHESTNUT ST STE 201,Nashua,NH,3060,(603) 377-0019,,Hillsborough
2887,Home Health Care Provider,"ALL CARE RESOURCES, INC.",200 SUTTON STREET,NORTH ANDOVER,MA,1845,(978) 794-1138,,ESSEX
2886,Home Health Care Provider,ALL CARE VISITING NURSE ASSOCIATION,200 SUTTON STREET,NORTH ANDOVER,MA,1845,(978) 794-1138,,ESSEX
3688,Home Health Care Provider,ALLIANCE HOME HEALTH CARE,6 MARY E CLARK DR SUITE 11,HAMPSTEAD,NH,3841,(603) 329-8288,,ROCKINGHAM
4147,Home Health Care Provider,ALTERNATIVE HOME HEALTH CARE LLC,160 MERRIMACK ST,METHUEN,MA,1844,(978) 657-7444,,Essex
3723,Home Health Care Provider,ALWAYS TLC HOME CARE,1550 WILLISTON RD,SOUTH BURLINGTON,VT,5403,(603) 678-9504,,Chittenden
3314,Home Health Care Provider,AMEDISYS HOME HEALTH,25 NEW HAMPSHIRE AVE STE 270,PORTSMOUTH,NH,38014983,(603) 436-0815,,ROCKINGHAM
4083,Home Health Care Provider,"AMERICA AT HOME HEALTHCARE AND NURSING SERVICES, LTD DBA ELARA CARING",12 KENT WAY STE 210,Byfield,MA,1922,(978) 462-0209,,Essex
1938,Home Health Care Provider,ANDROSCOGGIN VALLEY HOME CARE SERV,795 MAIN STREET,BERLIN,NH,3570,(603) 752-7505,,COOS
4296,Home Health Care Provider,ARMISTEAD SENIOR CARE,10 NORTHERN BLVD #18,AMHERST,NH,3031,(603) 546-6060,,Hillsborough
3697,Home Health Care Provider,ATLANTIC HOMELIFE SENIOR CARE LLC,34 DOVER POINT RD STE 201,DOVER,NH,3820,(603) 343-4434,,Belknap
4238,Home Health Care Provider,"AWARE RECOVERY CARE OF NEW HAMPSHIRE, LLC","15 CONSTITUTION BLVD, STE 2N",BEDFORD,NH,3110,(603) 768-8462,,Hillsborough
4312,Home Health Care Provider,BAYADA HOME HEALTH CARE INC,1 SUNDIAL AVE STE 208N,MANCHESTER,NH,3103,(603) 413-7100,,Hillsborough
4315,Home Health Care Provider,BAYADA HOME HEALTH CARE INC,2 SOUTH MAIN ST SUITE 2 & 4,RUTLAND,VT,5701,(802) 655-7111,,Rutland
4094,Home Health Care Provider,BELL TOWER HOME HEALTH CARE,400 AMHERST ST STE 403,NASHUA,NH,3063,(603) 821-7421,,Hillsborough
3243,Home Health Care Provider,BIOSCRIP INFUSION SERVICES NEW HAMPSHIRE,8 TECHNOLOGY DRIVE,BEDFORD,NH,3110,(603) 626-6200,,HILLSBOROUGH
4114,Home Health Care Provider,BRIGHTSTAR CARE OF BEDFORD/MANCHESTER,601 RIVERWAY PL BLDG 6 STE B,Bedford,NH,3110,(603) 637-4646,,Hillsborough
4437,Home Health Care Provider,"BUSINESS OFFICE OF ASPIRE 365, LLC",1950 LAFAYETTE RD STE 204,Portsmouth,NH,3801,(661) 373-3570,,Rockingham
3827,Home Health Care Provider,CAREPRO LLC,"86 BARRISTER DR, UNIT G",WHITE RIVER JUNCTION,VT,5001,(603) 643-8010,,Windsor
4217,Home Health Care Provider,CARETENDERS,"285 CALEF HWY, STE 106 & 107",EPPING,NH,3042,(603) 952-3500,,Belknap
3897,Home Health Care Provider,CARING NURSES STAFFING AGENCY LLC,117 BEDFORD ROAD,NEW BOSTON,NH,3070,(603) 305-0841,,HILLSBOROUGH
2644,Home Health Care Provider,CIRCLE HOME INC,847 ROGERS ST STE 201,LOWELL,MA,1852,(978) 459-9343,,Barnstable
4205,Home Health Care Provider,COMFORT ANGELS HOME HEALTH OF NH LLC,1 CHESTNUT ST STE 337,NASHUA,NH,3060,(603) 320-9858,,Hillsborough
4213,Home Health Care Provider,"COMFORT HOME CARE, LLC",80 TOWN FARM RD,SALEM,NH,3079,(978) 685-4700,,Rockingham
3867,Home Health Care Provider,COMFORT KEEPERS-PLYMOUTH,12 YEATON RD STE B6 AND B7,PLYMOUTH,NH,3264,(603) 536-6060,,GRAFTON
4157,Home Health Care Provider,CONSTELLATION HOME CARE,180 LOW ST,NEWBURYPORT,MA,1950,(978) 904-3059,,Essex
3395,Home Health Care Provider,CORAM CVS/SPECIALTY INFUSION SERVICES,575 UNIVERSITY AVE SUITE 2,NORWOOD,MA,2062,(781) 255-0956,,NORFOLK
2814,Home Health Care Provider,CORNERSTONE VNA,178 FARMINGTON ROAD,ROCHESTER,NH,3867,(603) 332-1133,,STRAFFORD
4445,Home Health Care Provider,CPTE NASHUA INC,"522 AMHERST ST, STE 23",Nashua,NH,3063,(603) 880-0448,,Hillsborough
4103,Home Health Care Provider,CUSTOM HELPERS HOME HEALTH CARE LLC,428 MAIN ST STE 2,KEENE,NH,3431,(603) 331-4157,,Cheshire
3607,Home Health Care Provider,EASTER SEALS NEW HAMPSHIRE,435 SOUTH MAIN ST,MANCHESTER,NH,3102,(603) 623-8863,,Hillsborough
3463,Home Health Care Provider,ENCOMPASS HEALTH HOME HEALTH,35 NEW ENGLAND BUSINESS CENTER DR STE. 207,ANDOVER,MA,1810,(978) 388-4500,,Essex
4384,Home Health Care Provider,EXTENDED FAMILY,1 GREENLEAF WOODS DR UNIT 301,Portsmouth,NH,3801,(603) 430-6863,,Rockingham
2569,Home Health Care Provider,FAMILY CENTER HOME VISIT PROG AT EXETER,5 ALUMNI DRIVE,EXETER,NH,3833,(603) 580-6365,,ROCKINGHAM
4146,Home Health Care Provider,FOX REHAB-NH LLC,15 CONSTITUTION DR STE 144,BEDFORD,NH,3110,(877) 407-3422,,Hillsborough
1310,Home Health Care Provider,FRANKLIN VNA & HOSPICE,75 CHESTNUT STREET,FRANKLIN,NH,3235,(603) 934-3454,,MERRIMACK
2485,Home Health Care Provider,GATEWAYS COMMUNITY SERVICES,144 CANAL STREET,NASHUA,NH,3064,(603) 882-6333,,HILLSBOROUGH
3362,Home Health Care Provider,GENESIS REHABILITATION SERVICES,319 E DUNSTABLE RD,Nashua,NH,3062,(603) 888-7878,,Hillsborough
3500,Home Health Care Provider,GRANITE VNA,30 PILLSBURY STREET,CONCORD,NH,3301,(603) 224-4093,,MERRIMACK
3347,Home Health Care Provider,HAMPSTEAD HOME HEALTH CARE INC,10 BRICKETTS MILL #2,HAMPSTEAD,NH,3841,(603) 329-0292,,ROCKINGHAM
1727,Home Health Care Provider,HAVENWOOD HERITAGE HEIGHTS,33 CHRISTIAN AVENUE,CONCORD,NH,3301,(603) 224-5363,,MERRIMACK
3110,Home Health Care Provider,"HEALTHY AT HOME, INC.",77 NORTHEASTERN BLVD,NASHUA,NH,3062,(603) 595-4243,,Hillsborough
4141,Home Health Care Provider,"HEAVEN SENT HOME CARE, LLC",14 SPRING ST,NASHUA,NH,3060,(603) 459-8358,,Hillsborough
3193,Home Health Care Provider,HEAVENS CARING LLC,55 RAYMOND ROAD,DEERFIELD,NH,3037,(603) 340-6031,,ROCKINGHAM
4441,Home Health Care Provider,HOME CARE OF NEW ENGLAND LLC,155 FLEET ST,Portsmouth,NH,3801,(603) 766-4950,,Rockingham
3675,Home Health Care Provider,HOME HEALTH & HOSPICE CARE,7 EXECUTIVE PARK DRIVE,MERRIMACK,NH,3054,(603) 882-2941,,HILLSBOROUGH
2645,Home Health Care Provider,HOME HEALTH VNA OF HAVERHILL,360 MERRIMACK ST BLDG. 9,LAWRENCE,MA,1843,(978) 552-4000,,Essex
4347,Home Health Care Provider,HOME HEALTH VNA OF NH,"10 CORPORATE DR, STE 2203",BEDFORD,NH,3110,(603) 854-5657,,Hillsborough
3237,Home Health Care Provider,HOME INSTEAD SENIOR CARE,"10 VAUGHAN MALL, STE #209",PORTSMOUTH,NH,3801,(603) 433-5959,,ROCKINGHAM
2648,Home Health Care Provider,HOMECARE INC,360 MERRIMACK STREET  #9,LAWRENCE,MA,1843,(978) 552-4000,,ESSEX
1721,Home Health Care Provider,HUNT COMMUNITY,10 ALLDS STREET,NASHUA,NH,3060,(603) 882-6511,,HILLSBOROUGH
4523,Home Health Care Provider,HYGIEA HEALTH & WELLNESS LLC,46 ROCKY LN,Greenfield,NH,3047,(603) 547-2446,,Hillsborough
4045,Home Health Care Provider,"INFUSION VENTURES, INC",10 TOWER OFFICE PK ST 606,WOBURN,MA,1801,(781) 938-7070,,Middlesex
1973,Home Health Care Provider,INTERIM HEALTHCARE,608 CHESTNUT STREET,MANCHESTER,NH,3104,(603) 668-6956,,Hillsborough
1974,Home Health Care Provider,INTERIM HEALTHCARE,608 CHESTNUT STREET,MANCHESTER,NH,3105,(603) 668-6956,,HILLSBOROUGH
2855,Home Health Care Provider,J & K HOME CARE,85 STILES ROAD STE 202,SALEM,NH,3079,(603) 893-9214,,ROCKINGHAM
1778,Home Health Care Provider,KENDAL AT HANOVER,67 CUMMINGS RD,HANOVER,NH,3755,(603) 643-8900,,GRAFTON
2865,Home Health Care Provider,LACONIA HOUSING & REDEV AUTHORITY,25 UNION AVENUE,LACONIA,NH,3246,(603) 737-2218,,BELKNAP
3030,Home Health Care Provider,LAKE SUNAPEE COMMUNITY HEALTH SERVICES,107 NEWPORT ROAD,NEW LONDON,NH,3257,(603) 526-4077,,MERRIMACK
3031,Home Health Care Provider,LAKE SUNAPEE HOME CARE & HOSPICE,107 NEWPORT ROAD,NEW LONDON,NH,3257,(603) 526-4077,,MERRIMACK
3714,Home Health Care Provider,LAKES REGION VISITING NURSES ASSOCIATION,186 WAUKEWAN STREET,MEREDITH,NH,3253,(603) 279-6611,,BELKNAP
4126,Home Health Care Provider,LIVE FREE HOME HEALTHCARE,438 NH ROUTE 104,NEW HAMPTON,NH,3256,(603) 217-0149,,Belknap
4298,Home Health Care Provider,MANCHESTER HOME HEALTH CARE LLC,27 LOWELL ST 2ND FL #204,MANCHESTER,NH,3101,(603) 935-7824,,Hillsborough
4298,Home Health Care Provider,MANCHESTER HOME HEALTH CARE LLC,27 LOWELL ST 2ND FL #204,MANCHESTER,NH,3101,(603) 935-7824,,Hillsborough
4516,Home Health Care Provider,MAS HOME CARE OF NEW HAMPSHIRE,500 HARVEY RD #304,Manchester,NH,3103,(603) 296-0960,,Hillsborough
3687,Home Health Care Provider,"MAXIM HEALTH CARE SERVICES, INC",1750 ELM STREET SUITE 602,MANCHESTER,NH,3101,(603) 644-5003,,HILLSBOROUGH
2113,Home Health Care Provider,NEW ENGLAND LIFE CARE,41C TERRILL PARK DRIVE,CONCORD,NH,3301,(603) 224-3100,,MERRIMACK
4356,Home Health Care Provider,NEW ENGLAND PEDIATRIC SERVICES LLC,30 HARVEY RD,BEDFORD,NH,3110,(603) 296-5241,,Hillsborough
4309,Home Health Care Provider,NEW HOPE HEALTH SOLUTIONS LLC,169 DW HIGHWAY #104,Nashua,NH,3060,(617) 947-0097,,Hillsborough
1281,Home Health Care Provider,NEWFOUND AREA NURSING ASSOCIATION,214 LAKE ST,BRISTOL,NH,3222,(603) 744-2733,,GRAFTON
2236,Home Health Care Provider,NO COUNTRY HM HEALTH & HOSPICE AGENCY IN,536 COTTAGE STREET,LITTLETON,NH,3561,(603) 444-5317,,GRAFTON
4498,Home Health Care Provider,NO PLACE LIKE HOME LLC,76 SOUTH STATE ST,Concord,NH,3301,(603) 218-2033,,Merrimack
3604,Home Health Care Provider,NORTH COUNTRY INDEPENDENT LIVING,2541 WHITE MNT HWY BLDG 3,NORTH CONWAY,NH,3860,(603) 356-0282,,CARROLL
3284,Home Health Care Provider,NORTHEAST REHAB. HOSPITAL HOME CARE SRVS,70 BUTLER ST,SALEM,NH,3079,(603) 681-3500,,Belknap
4226,Home Health Care Provider,OFEMZ HOME HEALTH CARE AGENCY LLC,904 HANOVER ST STE 4,Manchester,NH,3104,(603) 820-0908,,Hillsborough
4218,Home Health Care Provider,"PATHWAYS HEALTHCARE, LLC",87 STILES RD STE 205,SALEM,NH,3079,(617) 481-9077,,Rockingham
3323,Home Health Care Provider,PEMI-BAKER COMMUNITY HEALTH,101 BOULDER POINT RD SUITE 3,PLYMOUTH,NH,3264,(603) 536-2232,,GRAFTON
3941,Home Health Care Provider,PENTEC HEALTH INC,"4 CREEK PARKWAY, STE A",BOOTHWYN,PA,19061,(800) 223-4376,,DELAWARE
4138,Home Health Care Provider,PRESIDENTIAL OAKS HOME HEALTH CARE,200 PLEASANT ST,CONCORD,NH,3301,(603) 225-6644,,Merrimack
4343,Home Health Care Provider,QUALITY HOME HEALTH SERVICES,73 SEARLES RD,WINDHAM,NH,3087,(603) 552-5300,,Rockingham
3169,Home Health Care Provider,"REGENCY HOME HEALTH, LLC",213 ROCKINGHAM RD,Londonderry,NH,3053,(603) 665-9800,,Rockingham
2359,Home Health Care Provider,RIVERMEAD,150 RIVERMEAD  RD,PETERBOROUGH,NH,3458,(603) 924-0062,,HILLSBOROUGH
4414,Home Health Care Provider,RIVERWOODS DURHAM,14 STONE QUARRY DR,Durham,NH,3824,(603) 590-4000,,Strafford
3094,Home Health Care Provider,RIVERWOODS MANCHESTER,100 ALLIANCE WAY,Manchester,NH,3102,(603) 645-6500,,HILLSBOROUGH
2339,Home Health Care Provider,ROCKINGHAM VNA AND HOSPICE,137 EPPING ROAD,EXETER,NH,3833,(603) 772-2981,,ROCKINGHAM
3686,Home Health Care Provider,"SB NURSING CARE MANAGEMENT SERVICES, LLC",35 CENTER STREET OFFICE #14 & 15,WOLFEBORO FALLS,NH,3896,(603) 569-0145,,Belknap
3929,Home Health Care Provider,SENIOR CLASS HOME HEALTH SERVICES,201 ROUTE 111,HAMPSTEAD,NH,3841,(603) 329-4401,,ROCKINGHAM
4396,Home Health Care Provider,SILVER TOUCH HOME HEALTH CARE,451 AMHERST ST UNIT 104,Nashua,NH,3060,(603) 424-9479,,Hillsborough
2939,Home Health Care Provider,TAMWORTH COMM NURSE ASSOC,84 MAIN STREET,TAMWORTH,NH,3886,(603) 323-8511,,CARROLL
4209,Home Health Care Provider,TAYLORCARE,435 UNION AVENUE,LACONIA,NH,3246,(603) 366-1207,,Belknap
4208,Home Health Care Provider,TENDER CARE INC.,4 BIRCH ST,Derry,NH,3038,(603) 434-2535,,Rockingham
3499,Home Health Care Provider,"TRUE CARE PROFESSIONALS, LLC","39.5 BIRCH ST. 3D., STE B",DERRY,NH,3038,(603) 537-9975,,ROCKINGHAM
3611,Home Health Care Provider,VISITING NURSE ASSOC. & HOSPICE OF VT/NH,88 PROSPECT ST,White River Junction,VT,5001,(888) 300-8853,,Windsor
3879,Home Health Care Provider,VN HOME CARE & HOSPICE OF CARROLL CNTY,1529 WHITE MOUNTAIN HIGHWAY,NORTH CONWAY,NH,3860,(603) 356-7006,,CARROLL
2915,Home Health Care Provider,"VNA AT HCS, INC.",312 MARLBORO STREET,KEENE,NH,3431,(603) 352-2253,,CHESHIRE
3812,Home Health Care Provider,"VNA HOME HEALTH & HOSPICE SERVICES, INC",1070 HOLT AVENUE SUITE 1400,MANCHESTER,NH,3109,(603) 622-3781,,HILLSBOROUGH
3814,Home Health Care Provider,"VNA PERSONAL SERVICES, INC",1070 HOLT AVENUE,MANCHESTER,NH,3109,(603) 622-3781,,HILLSBOROUGH
3388,Home Health Care Provider,WAYPOINT,464 CHESTNUT STREET,MANCHESTER,NH,3101,(603) 518-4000,,HILLSBOROUGH
3718,Home Health Care Provider,"WENTWORTH HOME CARE & HOSPICE, AN AMEDIS",9 ANDREWS RD,SOMERSWORTH,NH,3878,(603) 692-0200,,Strafford
3397,Home Health Care Provider,WHITTIER HOME HEALTH CARE AGENCY,145 WARD HILL AVENUE,BRADFORD,MA,1835,(978) 374-6300,,ESSEX
3869,Home Health Care Provider,YORK HOSPITAL,127 LONG SANDS ROAD SUITE 12,YORK,ME,3909,(207) 337-7300,,YORK
2779,Hospice House / Support Res Care,COMMUNITY HOSPICE HOUSE,210 NATICOOK ROAD,MERRIMACK,NH,3054,(603) 595-5688,10,HILLSBOROUGH
2046,Hospice House / Support Res Care,GRANITE VNA - HOSPICE HOUSE,250 PLEASANT STREET,CONCORD,NH,3301,(603) 224-4093,10,MERRIMACK
16,Hospital,ALICE PECK DAY MEMORIAL HOSPITAL,10 ALICE PECK DAY DRIVE,LEBANON,NH,3766,(603) 448-7440,25,GRAFTON
50,Hospital,ANDROSCOGGIN VALLEY HOSPITAL,59 PAGE HILL RD,BERLIN,NH,3570,(603) 752-2200,25,COOS
646,Hospital,CATHOLIC MEDICAL CENTER,100 MCGREGOR STREET,MANCHESTER,NH,3102,(603) 663-6552,330,HILLSBOROUGH
14,Hospital,CHESHIRE MEDICAL CENTER (THE),580 COURT STREET,KEENE,NH,3431,(603) 354-5400,169,CHESHIRE
1098,Hospital,CONCORD HOSPITAL,250 PLEASANT STREET,CONCORD,NH,3301,(603) 225-2711,295,MERRIMACK
4500,Hospital,CONCORD HOSPITAL - LACONIA,80 HIGHLAND STREET,Laconia,NH,3246,(603) 524-3211,137,Belknap
4499,Hospital,CONCORD HOSPITAL-FRANKLIN,15 AIKEN AVENUE,Franklin,NH,3235,(603) 934-2060,35,Merrimack
1770,Hospital,COTTAGE HOSPITAL,90 SWIFTWATER ROAD,WOODSVILLE,NH,3785,(603) 747-9000,35,GRAFTON
4328,Hospital,DOVER EMERGENCY ROOM,10 CENTRAL AVENUE,DOVER,NH,3820,(603) 740-1500,,Strafford
18,Hospital,ELLIOT HOSPITAL CITY OF MANCHESTER,ONE ELLIOT WAY,MANCHESTER,NH,3103,(603) 669-5300,296,HILLSBOROUGH
1985,Hospital,"ENCOMPASS HEALTH REHABILITATION HOSPITAL OF CONCORD, INC",254 PLEASANT STREET,CONCORD,NH,3301,(603) 226-9800,50,MERRIMACK
1761,Hospital,EXETER HOSPITAL INC,5 ALUMNI DRIVE,EXETER,NH,3833,(603) 580-6691,100,ROCKINGHAM
4404,Hospital,FRISBIE MEMORIAL HOSPITAL,11 WHITEHALL RD,Rochester,NH,3867,(603) 332-5211,112,Strafford
1078,Hospital,HAMPSTEAD HOSPITAL,218 EAST ROAD,HAMPSTEAD,NH,3841,(603) 329-5311,111,ROCKINGHAM
29,Hospital,HUGGINS HOSPITAL,240 SOUTH MAIN STREET,WOLFEBORO,NH,3894,(603) 569-7500,25,CARROLL
2790,Hospital,LITTLETON REGIONAL HEALTHCARE,600 ST. JOHNSBURY ROAD,LITTLETON,NH,3561,(603) 444-9000,25,GRAFTON
