Facility Name,License Number,Capacity,Licensee,Phone Number,Email Address,Address,City,Zip Code,Date Accessed,State Facility Type 1 Literal,State
"Golden Hearts Alh, Llc",101057,5,"GOLDEN HEARTS ASSISTED LIVING HOME, LLC",342-5937,goldenheartsalh@yahoo.com,3300 EAST 15TH AVE. #1,Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
Golden Sunrise Alh,101372,5,GOLDEN YEARS LLC,907-301-4646,rmuhlenbruch@gci.net,2941 MORGAN LOOP,Anchorage,99516,8/2/21,ASSISTED LIVING HOME,AK
Good Grace Alh Ii,101007,5,JULIE AND CORNELION PENTECOSTES,332-1862,pentecostesjuly@yahoo.com,6700 HOWARD AVENUE,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Good Samaritan Alh,156,5,RUDY AND TERESITA REGACHO,336-9090,rudyregacho@gmail.com,8611 ARCTIC BLVD. #1,Anchorage,99515,8/2/21,ASSISTED LIVING HOME,AK
Gr Home,101416,2,"GENERAL RELIEF CARE, INCORPARATED",382-8087,cullenhayes28@yahoo.com,3421 W 64TH AVE UNIT 1,Anchorage,99502,8/2/21,ASSISTED LIVING HOME,AK
Grace Of God Alh,101326,5,ELENA AND EDUARDO CANLAS,250-9404,canlaselena@yahoo.com,1311 W. 40TH AVE,Anchorage,99503,8/2/21,ASSISTED LIVING HOME,AK
Graceful Living Alh I,131,5,"GRACEFUL LIVING, LLC",338-3135,gracefulliving2017@gmail.com,6600 E 11TH AVENUE,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Granny'S Log Cabin Inc.,100785,12,GRANNY'S LOG CABIN INC.,631-3261,sherry.butters@gmail.com,3041 CAMBAY COURT,Wasilla,99654,8/2/21,ASSISTED LIVING HOME,AK
Graystone Assisted Living Home Llc,101308,5,GRAYSTONE ASSISTED LIVING HOME LLC,331-8545,amiensanneh@yahoo.com,922 CHERRY STREET,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Guardian Angel Alh,101299,2,DOROTHY 'DENISE' COLE,885-4715,dndalh01@gmail.com,8403 MENTRA STREET,Anchorage,99518,8/2/21,ASSISTED LIVING HOME,AK
Gugy'S Assisted Living Home,101190,12,"SUNSHINE HAVEN ASSISTED LIVING HOME, LLC.",887-4416,gugyalh@gmail.com,4316 DALE STREET UNIT D,Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
Guiding Light Assisted Living Home,100652,5,"GUIDING LIGHT ASSISTED LIVING, LLC",696-5545,guidinglight61@gmail.com,11522 AURORA STREET,Eagle River,99577,8/2/21,ASSISTED LIVING HOME,AK
"H & L Assisted Living, Llc",101324,5,"H & L ASSISTED LIVING, LLC",222-9991,hnlassistedliving@gmail.com,2401 E. 68TH AVE UNIT 2,Anchorage,99507,8/2/21,ASSISTED LIVING HOME,AK
Haines Assisted Living,100793,10,HAINES ASSISTED LIVING INC.,766-3616,jstudley@hainesassistedliving.org,219 UNION STREET,Haines,99827,8/2/21,ASSISTED LIVING HOME,AK
Hale Ohana,100573,5,LEILANIE CORPUZ,677-0326,ilynnec@yahoo.com,4715 MALIBU ROAD,Anchorage,99517,8/2/21,ASSISTED LIVING HOME,AK
Hale Wai Nani,100847,5,DAN CORPUZ,952-4541,oipus@yahoo.com,1054 E. 28TH AVENUE,Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
Hamme Assisted Living Home,100330,2,DAVID HAMME,355-0260,davidhamme61@gmail.com,13740 NORTH WILLOW LAKE DRIVE,Willow,99688,8/2/21,ASSISTED LIVING HOME,AK
"Happy Haven 1 Alh, Llc",101340,4,MICHELLE MCGRAW,232-2700,ms.michelle11e@hotmail.com,225 E. DANNA AVE.,Wasilla,99654,8/2/21,ASSISTED LIVING HOME,AK
Happy House Alh,100531,5,MAM JALLOW,929-5620,yagouj@gci.net,1010 & 1016 W 29TH PLACE,Anchorage,99503,8/2/21,ASSISTED LIVING HOME,AK
Happy Valley Assisted Living,101187,5,"HAPPY VALLEY ASSISTED LIVING, LLC",907-567-3419,thenelands@gmail.com,69423 SEITZ AVENUE,Ninilchik,99639,8/2/21,ASSISTED LIVING HOME,AK
Happy Valley Assisted Living Llc 2,101387,5,ERICA NELAND,907-567-3419,,"69323 SEITZ AVE., #2",Ninilchik,99639,8/2/21,ASSISTED LIVING HOME,AK
Harbor View Manor,100719,17,TRANQUILITY MANOR LLC,746-4220,bckorman@mtaonline.net,4070 BIRCH COVE DRIVE,Wasilla,99654,8/2/21,ASSISTED LIVING HOME,AK
Hea Lani Assisted Living Home,101167,5,LUZ UMAYAM,808-205-8451,luzumayam@yahoo.com,1756 SOUTH HEATHER MEADOWS LOOP,Anchorage,99507,8/2/21,ASSISTED LIVING HOME,AK
Heart And Harmony,101036,5,HEART AND HARMONY LLC,222-1725,mvallangca@yahoo.com,6327 E. 31ST. AVENUE,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Heart Of Care,101060,4,JOCELYN PANGILINAN,529-8087,heartofcare@yahoo.com,7038 PECK AVENUE,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Heart Of Love Assisted Living Home,101177,5,CRYSTAL MORRISON- GREY,854-3298,crystal.morrison38@yahoo.com,1317 O STREET,Anchorage,99501,8/2/21,ASSISTED LIVING HOME,AK
Hearts And Hands Of Care,101110,4,"HEARTS AND HANDS OF CARE, INC",907-929-5826,eddy@heartsandhandsofcare.com,2030 BRIGADIER DRIVE,Anchorage,99507,8/2/21,ASSISTED LIVING HOME,AK
Hearts And Hands Of Care Ii,101159,2,"HEARTS AND HANDS OF CARE, INC",868-3771,eddy@heartsandhandsofcare.com,2431 MCKENZIE DRIVE,Anchorage,99517,8/2/21,ASSISTED LIVING HOME,AK
Hearts And Hands Of Care Iii,101237,4,"HEARTS AND HANDS OF CARE, INC",222-3464,eddy@heartsandhandsofcare.com,8393 DUBEN AVENUE,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Hearts And Hands Of Care V,101243,4,"HEARTS AND HANDS OF CARE, INC",745-3544,eddy@heartsandhandsofcare.com,16365 CHILDERS CIRCLE,Palmer,99645,8/2/21,ASSISTED LIVING HOME,AK
Hearts And Hands Of Care Vi,101246,5,"HEARTS AND HANDS OF CARE, INC",,eddy@heartsandhandsofcare.com,16015 NOBLE POINT DRIVE,Anchorage,99516,8/2/21,ASSISTED LIVING HOME,AK
Hearts And Hands Of Care Vii,101328,4,"HEARTS AND HANDS OF CARE, INC",,eddy@heartsandhandsofcare.com,9401 APHRODITE DRIVE,Anchorage,99515,8/2/21,ASSISTED LIVING HOME,AK
Hearts And Hands Of Care Viii - Salmon House,101363,4,"HEARTS AND HANDS OF CARE, INC",,eddy@heartsandhandsofcare.com,6631 E. KING SALMON DRIVE,Wasilla,99654,8/2/21,ASSISTED LIVING HOME,AK
Heavenly Hands 2,101327,5,"MARIA WELLS, LLC",952-1178,maria@heavenlyhandsalh.com,324 DEWEY CIRCLE,Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
Heavenly Hands Alh,100780,5,MARIA WELLS,952-1178,maria@heavenlyhandsalh.com,11631 NIX COURT - A,Anchorage,99515,8/2/21,ASSISTED LIVING HOME,AK
Helpful Hands,100979,5,SCOTTY JACKSON,,superscotty6@me.com,3607 WESLEYAN DRIVE,Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
"Heritage Assisted Living Home, Llc",100927,10,"HERITAGE ASSISTED LIVING HOME, LLC.",868-1887,heritagealh@hotmail.com,6754 O'BRIEN STREET,Anchorage,99507,8/2/21,ASSISTED LIVING HOME,AK
"Heritage Home, Llc.",101116,10,"HERITAGE HOME, LLC.",868-1887,heritagealh@hotmail.com,6730 O'BRIEN STREET,Anchorage,99507,8/2/21,ASSISTED LIVING HOME,AK
Hibiscus Alh,101229,5,MA MARIE AGUILAR,306-3414,eiramsolver@gmail.com,2501 WESLEYAN DRIVE,Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
Hickok Assisted Living Home,100961,3,THE HICKOK ASSISTED LIVING HOME (ALH) LLC,274-0060,shickok2010@gmail.com,6074 DONCASTER DRIVE,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Holy Family Alh Ii,107,5,"HOLY FAMILY ASSISTED LIVING, LLC.",360-4844,hfamilycarol46@yahoo.com,1454 SAINT GOTTHARD STREET,Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
Holy Family Alh Iii,187,5,"HOLY FAMILY ASSISTED LIVING, LLC.",360-4844,hfamilycarol46@yahoo.com,2030 DUKE DRIVE,Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
Home Of Love Alh,100441,5,ELENA CANLAS,868-1156,canlaselena@yahoo.com,7430 MARGARET CIRCLE,Anchorage,99518,8/2/21,ASSISTED LIVING HOME,AK
Home On Mulchatna,100393,3,BRENDAN MCCANN,357-6201,sbrdaddy@yahoo.com,1460 MULCHATNA DRIVE,Wasilla,99654,8/2/21,ASSISTED LIVING HOME,AK
Hope - Alex Court,100517,4,"HOPE COMMUNITY RESOURCES, INC.",420-3600,shaywood@hopealaska.org,37975 ALEX COURT,Soldotna,99669,8/2/21,ASSISTED LIVING HOME,AK
Hope - Alma Drive,100281,3,"HOPE COMMUNITY RESOURCES, INC.",561-5335,alma@hopealaska.org,2760 ALMA DRIVE,Wasilla,99654,8/2/21,ASSISTED LIVING HOME,AK
Hope - Amber Bay,100301,2,"HOPE COMMUNITY RESOURCES, INC.",561-5335,amberbay@hopealaska.org,3540 AMBER BAY LOOP,Anchorage,99515,8/2/21,ASSISTED LIVING HOME,AK
Hope - Arlene,100222,7,"HOPE COMMUNITY RESOURCES, INC.",561-5335,arlene@hopealaska.org,8907 ARLENE STREET,Anchorage,99502,8/2/21,ASSISTED LIVING HOME,AK
Hope - Barrow,101046,6,"HOPE COMMUNITY RESOURCES, INC.",561-5335,mmboob@hopealaska.org,5115 HERMAN STREET,Utqiagvik,99723,8/2/21,ASSISTED LIVING HOME,AK
Hope - Beaver Place,100552,3,"HOPE COMMUNITY RESOURCES, INC.",561-5335,e20@hopealaska.org,1430 BEAVER PLACE,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Hope - Celestial,101386,2,"HOPE COMMUNITY RESOURCES, INC.",561-5335,,11339 CELESTIAL COURT,Eagle River,99577,8/2/21,ASSISTED LIVING HOME,AK
Hope - Chapel,100362,3,"HOPE COMMUNITY RESOURCES, INC.",561-5335,chapel@hopealaska.org,12854 CHAPEL CIRCLE,Anchorage,99516,8/2/21,ASSISTED LIVING HOME,AK
Hope - Cherokee,100057,2,"HOPE COMMUNITY RESOURCES, INC.",561-5335,cherokee@hopealaska.org,6830 CHEROKEE WAY,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Hope - Colonial Court,100873,5,"HOPE COMMUNITY RESOURCES, INC.",561-5335,colonial@hopealaska.org,6920 COLONIAL COURT,Anchorage,99502,8/2/21,ASSISTED LIVING HOME,AK
Hope - Core Court,100801,4,"HOPE COMMUNITY RESOURCES, INC.",561-5335,chinook@hopealaska.org,3711 CORE COURT,Anchorage,99502,8/2/21,ASSISTED LIVING HOME,AK
Hope - Creekside,100890,1,"HOPE COMMUNITY RESOURCES, INC.",561-5335,creekside@hopealaska.org,7401 E. 6TH AVENUE. UNITS 1,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Hope - Creekside 2,101394,1,"HOPE COMMUNITY RESOURCES, INC.",561-5335,,7401 E. 6TH AVEBYE UNIT 2,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Hope - Daisy Petal,100401,4,"HOPE COMMUNITY RESOURCES, INC.",561-5335,daisy-petal@hopealaska.org,3470 N. DAISY PETAL CIRCLE,Wasilla,99654,8/2/21,ASSISTED LIVING HOME,AK
Hope - Discovery Bay,101234,2,"HOPE COMMUNITY RESOURCES, INC.",561-5335,,2815 DISCOVERY BAY DRIVE,Anchorage,99515,8/2/21,ASSISTED LIVING HOME,AK
Hope - Dunbar,100800,4,"HOPE COMMUNITY RESOURCES, INC.",561-5335,dunbar@hopealaska.org,6230 DUNBAR LANE,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Hope - Eadies Way,100571,4,"HOPE COMMUNITY RESOURCES, INC.",420-3600,shaywood@hopealaska.org,407 EADIES WAY,Kenai,99611,8/2/21,ASSISTED LIVING HOME,AK
Hope - East 145Th,100851,3,"HOPE COMMUNITY RESOURCES, INC.",561-5335,east145@hopealaska.org,4400 E. 145TH AVENUE,Anchorage,99516,8/2/21,ASSISTED LIVING HOME,AK
Hope - East 34Th,100906,3,"HOPE COMMUNITY RESOURCES, INC.",561-5335,east34th@hopealaska.org,3246 SHERRIE STREET,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Hope - East 40Th,100456,3,"HOPE COMMUNITY RESOURCES, INC.",561-5335,east40th@hopealaska.org,1503 E. 40TH COURT,Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
Hope - Evergreen,100274,3,"HOPE COMMUNITY RESOURCES, INC.",561-5335,evergreen@hopealaska.org,3501 EVERGREEN STREET,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Hope - Farm Loop,100216,3,"HOPE COMMUNITY RESOURCES, INC.",561-5335,farm-loop@hopealaska.org,4401 FARM LOOP ROAD,Palmer,99645,8/2/21,ASSISTED LIVING HOME,AK
Hope - Forest,101189,9,"HOPE COMMUNITY RESOURCES, INC.",561-5335,,3400 E. 20TH AVENUE,Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
Hope - Furrow Ranch,359514,4,"HOPE COMMUNITY RESOURCES, INC.",561-5335,furrow@hopealaska.org,3911 FURROW CREEK ROAD,Anchorage,99516,8/2/21,ASSISTED LIVING HOME,AK
Hope - Gardner 3,100647,3,"HOPE COMMUNITY RESOURCES, INC.",561-5335,gardner@hopealaska.org,3910 GARDNER STREET UNITS 2 & 3,Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
Hope - Grandview #2 - Lesko Peanut Butter And Jelly,101268,2,"HOPE COMMUNITY RESOURCES, INC.",420-3600,shaywood@hopealaska.org,40466 BRIGHTSIDE LOOP,Soldotna,99669,8/2/21,ASSISTED LIVING HOME,AK
Hope - Grandview #3 - Lulu Belle,101285,2,"HOPE COMMUNITY RESOURCES, INC.",420-3600,shaywood@hopealaska.org,40444 BRIGHTSIDE LOOP,Soldotna,99669,8/2/21,ASSISTED LIVING HOME,AK
Hope - Grandview #4 - Bright Side Bungalow,101260,2,"HOPE COMMUNITY RESOURCES, INC.",420-3600,shaywood@hopealaska.org,40426 BRIGHTSIDE LOOP,Soldotna,99669,8/2/21,ASSISTED LIVING HOME,AK
Hope - Grandview #5 - Bright Minds Cottage,101267,2,"HOPE COMMUNITY RESOURCES, INC.",420-3600,shaywood@hopealaska.org,40402 BRIGHTSIDE LOOP,Soldotna,99669,8/2/21,ASSISTED LIVING HOME,AK
Hope - Grandview #6 - Man Cave,101269,2,"HOPE COMMUNITY RESOURCES, INC.",420-3600,shaywood@hopealaska.org,40384 BRIGHTSIDE LOOP,Soldotna,99669,8/2/21,ASSISTED LIVING HOME,AK
Hope - Grandview #7 - Maclaren,101280,2,"HOPE COMMUNITY RESOURCES, INC.",420-3600,shaywood@hopealaska.org,40358 BRIGHTSIDE LOOP,Soldotna,99669,8/2/21,ASSISTED LIVING HOME,AK
Hope - Greendale,350645,3,"HOPE COMMUNITY RESOURCES, INC.",561-5335,greendale@hopealaska.org,1800 GREENDALE DRIVE,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Hope - Hidden View,100099,2,"HOPE COMMUNITY RESOURCES, INC.",561-5335,hidden-view@hopealaska.org,8511 HIDDEN VIEW COURT,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Hope - Iceburg,100514,2,"HOPE COMMUNITY RESOURCES, INC.",561-5335,iceberg@hopealaska.org,655 ICEBURG CIRCLE,Wasilla,99654,8/2/21,ASSISTED LIVING HOME,AK
Hope - Idaho,100371,3,"HOPE COMMUNITY RESOURCES, INC.",561-5335,idaho@hopealaska.org,419 IDAHO STREET,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Hope - Jade,100065,2,"HOPE COMMUNITY RESOURCES, INC.",561-5335,jade@hopealaska.org,9310 JADE STREET,Anchorage,99502,8/2/21,ASSISTED LIVING HOME,AK
Hope - Juliana,100029,7,"HOPE COMMUNITY RESOURCES, INC.",561-5335,juliana@hopealaska.org,8918 JULIANA STREET,Anchorage,99502,8/2/21,ASSISTED LIVING HOME,AK
Hope - Lighthouse,100263,2,"HOPE COMMUNITY RESOURCES, INC.",561-5335,lighthouse@hopealaska.org,900 LIGHTHOUSE COURT,Anchorage,99515,8/2/21,ASSISTED LIVING HOME,AK
Hope - Lily Pond,100206,2,"HOPE COMMUNITY RESOURCES, INC.",561-5335,lilypond@hopealaska.org,1610 LILY POND CIRCLE,Anchorage,99507,8/2/21,ASSISTED LIVING HOME,AK
Hope - Lloyd,100050,3,"HOPE COMMUNITY RESOURCES, INC.",561-5335,lloyd@hopealaska.org,8016 LLOYD DRIVE,Anchorage,99502,8/2/21,ASSISTED LIVING HOME,AK
Hope - Lord Baranof,356493,4,"HOPE COMMUNITY RESOURCES, INC.",561-5335,lord-baranof@hopealaska.org,2715 LORD BARANOF DRIVE,Anchorage,99517,8/2/21,ASSISTED LIVING HOME,AK
Hope - Maple,101174,5,"HOPE COMMUNITY RESOURCES, INC.",512-2500,,1115 SELIEF LANE,Kodiak,99615,8/2/21,ASSISTED LIVING HOME,AK
Hope - Marian Bay,101421,5,"HOPE COMMUNITY RESOURCES, INC.",561-5335,mbarbaza@hopealaska.org,2425 MARIAN BAY CIRCLE,Anchorage,99515,8/2/21,ASSISTED LIVING HOME,AK
Hope-  Muir Court,100570,4,"HOPE COMMUNITY RESOURCES, INC.",561-5335,muir@hopealaska.org,8650 MUIR COURT,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Hope - Northwind,100053,2,"HOPE COMMUNITY RESOURCES, INC.",561-5335,north-wind@hopealaska.org,8321 NORTHWIND DRIVE,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Hope - Nugget Lane,361791,3,"HOPE COMMUNITY RESOURCES, INC.",561-5335,nugget-lane@hopealaska.org,2746 NUGGET LANE,Anchorage,99516,8/2/21,ASSISTED LIVING HOME,AK
Hope - Perenosa,100494,3,"HOPE COMMUNITY RESOURCES, INC.",561-5335,perenosa@hopealaska.org,3791 PERENOSA CIRCLE,Anchorage,99515,8/2/21,ASSISTED LIVING HOME,AK
Hope - Phoenix Way,100972,2,"HOPE COMMUNITY RESOURCES, INC.",561-5335,phoenix@hopealasaka.org,1705 RESURRECTION BLVD.,Seward,99664,8/2/21,ASSISTED LIVING HOME,AK
Hope - Pioneer Muldoon,100280,2,"HOPE COMMUNITY RESOURCES, INC.",561-5335,pioneer-anc@hopealaska.org,8350 PIONEER DRIVE,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Hope - Pioneer Parkway,100051,4,"HOPE COMMUNITY RESOURCES, INC.",561-5335,pioneer-mat@hopealaska.org,340 PIONEER PARKWAY,Palmer,99645,8/2/21,ASSISTED LIVING HOME,AK
Hope - Pribilof,100112,2,"HOPE COMMUNITY RESOURCES, INC.",561-5335,pribilof@hopealaska.org,2811 PRIBILOF STREET,Anchorage,99517,8/2/21,ASSISTED LIVING HOME,AK
Hope - Raspberry,100114,3,"HOPE COMMUNITY RESOURCES, INC.",561-5335,raspberry@hopealaska.org,6905 ARLENE STREET,Anchorage,99502,8/2/21,ASSISTED LIVING HOME,AK
Hope - Resolution Bay,100088,4,"HOPE COMMUNITY RESOURCES, INC.",561-5335,resolution@hopealaska.org,2750 RESOLUTION BAY,Wasilla,99654,8/2/21,ASSISTED LIVING HOME,AK
Hope - Resurrection,100179,2,"HOPE COMMUNITY RESOURCES, INC.",561-5335,resurrection@hopealaska.org,1707 RESURRECTION BLVD.,Seward,99664,8/2/21,ASSISTED LIVING HOME,AK
Hope - Ruby,100043,2,"HOPE COMMUNITY RESOURCES, INC.",561-5335,ruby@hopealaska.org,2741 RUBY DRIVE,Anchorage,99502,8/2/21,ASSISTED LIVING HOME,AK
Hope - Sandy Place,100334,3,"HOPE COMMUNITY RESOURCES, INC.",561-5335,sandy-place@hopealaska.org,8324 SANDY PLACE A,Anchorage,99507,8/2/21,ASSISTED LIVING HOME,AK
Hope - Saratoga,100874,4,"HOPE COMMUNITY RESOURCES, INC.",561-5335,saratoga@hopealaska.org,2036 SARATOGA AVENUE,Anchorage,99517,8/2/21,ASSISTED LIVING HOME,AK
Hope - Seal Point,100164,5,"HOPE COMMUNITY RESOURCES, INC.",561-5335,seal-point@hopealaska.org,9130 SEAL POINT CIRCLE,Anchorage,99507,8/2/21,ASSISTED LIVING HOME,AK
Hope - Seclusion,100117,2,"HOPE COMMUNITY RESOURCES, INC.",333-3403,seclusion@hopealaska.org,8108 SECLUSION DRIVE,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Hope - Selief,101108,6,"HOPE COMMUNITY RESOURCES, INC.",512-2500,codavis@hopealaska.org,1117 SELIEF LANE,Kodiak,99615,8/2/21,ASSISTED LIVING HOME,AK
Hope - Shenandoah,100052,2,"HOPE COMMUNITY RESOURCES, INC.",561-5335,shenandoah@hopealaska.org,12230 SHENANDOAH ROAD,Anchorage,99516,8/2/21,ASSISTED LIVING HOME,AK
Hope - Sherrie Street,356644,5,"HOPE COMMUNITY RESOURCES, INC.",561-5335,sherrie-street@hopealaska.org,3424 SHERRIE STREET,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Hope - Sherwood,359839,2,"HOPE COMMUNITY RESOURCES, INC.",561-5335,sherwood@hopealaska.org,6820 SHERWOOD AVENUE,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Hope - Shorecrest,360004,4,"HOPE COMMUNITY RESOURCES, INC.",561-5335,shorecrest@hopealaska.org,9300 SHORECREST DRIVE,Anchorage,99502,8/2/21,ASSISTED LIVING HOME,AK
Hope - Solar Drive,358124,4,"HOPE COMMUNITY RESOURCES, INC.",561-5335,solar@hopealaska.org,8520 SOLAR DRIVE,Anchorage,99507,8/2/21,ASSISTED LIVING HOME,AK
Hope - Sunrise,232051,5,"HOPE COMMUNITY RESOURCES, INC.",561-5335,sunrise@hopealaska.org,1677 SUNRISE DRIVE,Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
Hope - Tudor 1,100771,2,"HOPE COMMUNITY RESOURCES, INC.",561-5335,tudor@hopealaska.org,8011 NORTHWIND AVENUE #1,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Hope - Tudor 2,101393,2,"HOPE COMMUNITY RESOURCES, INC.",561-5335,,8011 NORTHWIND AVENUE #2,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Hope - Turpin,100062,2,"HOPE COMMUNITY RESOURCES, INC.",561-5335,turpin@hopealaska.org,1406 TURPIN STREET,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Hope - Vassar,100752,5,"HOPE COMMUNITY RESOURCES, INC.",561-5335,vassar@hopealaska.org,3581 VASSAR DRIVE,Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
Hope - Viburnum,100359,3,"HOPE COMMUNITY RESOURCES, INC.",561-5335,viburnum@hopealaska.org,7041 VIBURNUM DRIVE,Anchorage,99507,8/2/21,ASSISTED LIVING HOME,AK
Hope - Viewcrest,361520,5,"HOPE COMMUNITY RESOURCES, INC.",512-2500,codavis@hopealaska.org,3194 VIEWCREST LANE,Kodiak,99615,8/2/21,ASSISTED LIVING HOME,AK
Hope - Watson,100957,4,"HOPE COMMUNITY RESOURCES, INC.",561-5335,tomwatson@hopealaska.org,1000 N. TOM WATSON PLACE,Wasilla,99654,8/2/21,ASSISTED LIVING HOME,AK
Hope - West 42Nd #2,100458,2,"HOPE COMMUNITY RESOURCES, INC.",561-5335,west42@hopealaska.org,420 W. 42ND AVENUE #2,Anchorage,99503,8/2/21,ASSISTED LIVING HOME,AK
Hope - West 75Th,100740,2,"HOPE COMMUNITY RESOURCES, INC.",561-5335,west75@hopealaska.org,716 W. 75TH AVENUE,Anchorage,99515,8/2/21,ASSISTED LIVING HOME,AK
Hope - West 79Th,100039,2,"HOPE COMMUNITY RESOURCES, INC.",561-5335,west-79@hopealaska.org,3510 W. 79TH AVENUE,Anchorage,99502,8/2/21,ASSISTED LIVING HOME,AK
Hope - Whale Bay,100104,2,"HOPE COMMUNITY RESOURCES, INC.",561-5335,whale-bay@hopealaska.org,10011 WHALE BAY CIRCLE,Anchorage,99515,8/2/21,ASSISTED LIVING HOME,AK
Hope - Winners Circle,360078,3,"HOPE COMMUNITY RESOURCES, INC.",561-5335,winners-circle@hopealaska.org,1100 WINNERS CIRCLE,Anchorage,99518,8/2/21,ASSISTED LIVING HOME,AK
Hope - Yuguutuk,360325,4,"HOPE COMMUNITY RESOURCES, INC.",842-2117,scole@hope alaska.org,2301 SOCKEYE CIRCLE,Dillingham,99576,8/2/21,ASSISTED LIVING HOME,AK
Hope - Yukla,100210,3,"HOPE COMMUNITY RESOURCES, INC.",561-5335,sheldon-jackson@hopealaska.org,4221 YUKLA CIRCLE,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
"Hope Haven Assisted Living, Llc",100744,15,"HOPE HAVEN ASSISTED LIVING, LLC",374-9785,gladysegger@yahoo.com,1511 21ST AVENUE,Fairbanks,99701,8/2/21,ASSISTED LIVING HOME,AK
Horizon Assisted Living Of Fairbanks I,101028,8,"HORIZON ASSISTED LIVING OF FAIRBANKS, LLC",978-2316,horizon_alf@yahoo.com,821 17TH AVENUE,Fairbanks,99701,8/2/21,ASSISTED LIVING HOME,AK
Horizon Assisted Living Of Fairbanks Ii,101288,2,"HORIZON ASSISTED LIVING OF FAIRBANKS, LLC",978-2316,horizon_alf@yahoo.com,819 17TH AVENUE APT. 112,Fairbanks,99701,8/2/21,ASSISTED LIVING HOME,AK
Horizon House Assisted Living Fairbanks Iii,101385,1,"HORIZON ASSISTED LIVING FAIRBANKS, LLC",,brian.kilpatrick@halfairbanks.com,1902 RICKERT STREET APT. #24,Fairbanks,99701,8/2/21,ASSISTED LIVING HOME,AK
House Of Gold Alh,101048,5,JOSE PENTECOSTES,868-3775,jaygazmen@yahoo.com,4840 LEAH COURT,Anchorage,99508,8/2/21,ASSISTED LIVING HOME,AK
House Of Shalom E. 52Nd,101206,5,"HOUSE OF SHALOM ASSISTED LIVING, LLC",351-4994,emegpd2004m@yahoo.com,2745 MEADOW WOOD CIRCLE,Anchorage,99516,8/2/21,ASSISTED LIVING HOME,AK
Icare Assisted Living Home,101302,5,BERNADITH LLOREN-PARIS,,bml_021177@yahoo.com,5535 CHILKOOT CT.,Anchorage,99504,8/2/21,ASSISTED LIVING HOME,AK
Ikayuqti,101399,10,NATIVE VILLAGE OF UNALAKLEET (NVU),624-3622,assisted.living@unkira.org,270 MAIN STREET,Unalakleet,99684,8/2/21,ASSISTED LIVING HOME,AK
Iluminada'S Assisted Living Home,100681,5,ILUMINADA IBAY,868-2738,lumen1@yahoo.com,7619 WINCHESTER STREET,Anchorage,99507,8/2/21,ASSISTED LIVING HOME,AK
Iluminada'S Assisted Living Home Ii,100831,5,ILUMINADA IBAY,223-8840,lumen1@yahoo.com,2326 E 72ND AVENUE,Anchorage,99507,8/2/21,ASSISTED LIVING HOME,AK
Immaculate Concepcion Home,5,5,"IMMACULATE CONCEPCION HOMES, LLC",522-5671,florence925@gmail.com,7110 MIRANDA DRIVE,Anchorage,99507,8/2/21,ASSISTED LIVING HOME,AK
