County,State,FIPS Code,Formatted FIPS,Estimated percent of all people that are living in poverty as of
Jackson,WI,55053,55053,11.61
Jefferson,WI,55055,55055,8.34
Juneau,WI,55057,55057,15.05
Kenosha,WI,55059,55059,12.31
Kewaunee,WI,55061,55061,7.77
La Crosse,WI,55063,55063,12.89
Lafayette,WI,55065,55065,11.24
Langlade,WI,55067,55067,13.23
Lincoln,WI,55069,55069,9.03
Manitowoc,WI,55071,55071,9.97
Marathon,WI,55073,55073,9.17
Marinette,WI,55075,55075,13.18
Marquette,WI,55077,55077,10.65
Menominee,WI,55078,55078,35.31
Milwaukee,WI,55079,55079,18.97
Monroe,WI,55081,55081,11.3
Oconto,WI,55083,55083,9.13
Oneida,WI,55085,55085,7.86
Outagamie,WI,55087,55087,7.79
Ozaukee,WI,55089,55089,5.34
Pepin,WI,55091,55091,10.47
Pierce,WI,55093,55093,9.27
Polk,WI,55095,55095,9.15
Portage,WI,55097,55097,12.05
Price,WI,55099,55099,13.13
Racine,WI,55101,55101,12.43
Richland,WI,55103,55103,14.09
Rock,WI,55105,55105,12.85
Rusk,WI,55107,55107,12.12
St. Croix,WI,55109,55109,5.24
Sauk,WI,55111,55111,9.9
Sawyer,WI,55113,55113,16.21
Shawano,WI,55115,55115,10.47
Sheboygan,WI,55117,55117,7.24
Taylor,WI,55119,55119,9.91
Trempealeau,WI,55121,55121,7.84
Vernon,WI,55123,55123,16.07
Vilas,WI,55125,55125,12.71
Walworth,WI,55127,55127,10.64
Washburn,WI,55129,55129,13.5
Washington,WI,55131,55131,4.61
Waukesha,WI,55133,55133,4.83
Waupaca,WI,55135,55135,10.39
Waushara,WI,55137,55137,11.17
Winnebago,WI,55139,55139,11.33
Wood,WI,55141,55141,10.27
Albany,WY,56001,56001,20.74
Big Horn,WY,56003,56003,12.67
Campbell,WY,56005,56005,12.16
Carbon,WY,56007,56007,12.43
Converse,WY,56009,56009,9.62
Crook,WY,56011,56011,9.14
Fremont,WY,56013,56013,12.96
Goshen,WY,56015,56015,11.46
Hot Springs,WY,56017,56017,15.18
Johnson,WY,56019,56019,12.06
Laramie,WY,56021,56021,9.92
Lincoln,WY,56023,56023,8.23
Natrona,WY,56025,56025,9.45
Niobrara,WY,56027,56027,20.15
Park,WY,56029,56029,8.45
Platte,WY,56031,56031,13.86
Sheridan,WY,56033,56033,5.9
Sublette,WY,56035,56035,10.15
Sweetwater,WY,56037,56037,11.46
Teton,WY,56039,56039,6.15
Uinta,WY,56041,56041,11.34
Washakie,WY,56043,56043,10.51
Weston,WY,56045,56045,14.47
Eastern,AS,60010,60010,N/A
Manu'a,AS,60020,60020,N/A
Rose Island,AS,60030,60030,N/A
Swains Island,AS,60040,60040,N/A
Western,AS,60050,60050,N/A
Guam,GU,66010,66010,N/A
Northern Islands,MP,69085,69085,N/A
Rota,MP,69100,69100,N/A
Saipan,MP,69110,69110,N/A
Tinian,MP,69120,69120,N/A
Adjuntas,PR,72001,72001,62.03
Aguada,PR,72003,72003,49.59
Aguadilla,PR,72005,72005,51.55
Aguas Buenas,PR,72007,72007,46.64
Aibonito,PR,72009,72009,43.62
Añasco,PR,72011,72011,45.95
Arecibo,PR,72013,72013,47.37
Arroyo,PR,72015,72015,59.23
Barceloneta,PR,72017,72017,48.55
Barranquitas,PR,72019,72019,55.91
Bayamón,PR,72021,72021,34.57
Cabo Rojo,PR,72023,72023,51.1
Caguas,PR,72025,72025,37.73
Camuy,PR,72027,72027,49.97
Canóvanas,PR,72029,72029,42.07
Carolina,PR,72031,72031,30.9
Cataño,PR,72033,72033,48.6
Cayey,PR,72035,72035,40.94
Ceiba,PR,72037,72037,41.51
Ciales,PR,72039,72039,55.09
Cidra,PR,72041,72041,44.73
Coamo,PR,72043,72043,46.03
Comerío,PR,72045,72045,58.74
Corozal,PR,72047,72047,56
Culebra,PR,72049,72049,36.02
Dorado,PR,72051,72051,32.73
Fajardo,PR,72053,72053,43.68
Florida,PR,72054,72054,50.46
Guánica,PR,72055,72055,63.37
Guayama,PR,72057,72057,50.17
Guayanilla,PR,72059,72059,54.81
Guaynabo,PR,72061,72061,25.33
Gurabo,PR,72063,72063,30.7
Hatillo,PR,72065,72065,45.36
Hormigueros,PR,72067,72067,43.62
Humacao,PR,72069,72069,42.95
Isabela,PR,72071,72071,55.69
Jayuya,PR,72073,72073,60.98
Juana Díaz,PR,72075,72075,46.7
Juncos,PR,72077,72077,47.4
Lajas,PR,72079,72079,63.18
Lares,PR,72081,72081,55.89
Las Marías,PR,72083,72083,50.64
Las Piedras,PR,72085,72085,41.91
Loíza,PR,72087,72087,48.22
Luquillo,PR,72089,72089,42.56
Manatí,PR,72091,72091,46.95
Maricao,PR,72093,72093,64.49
Maunabo,PR,72095,72095,45.36
Mayagüez,PR,72097,72097,53.85
Moca,PR,72099,72099,54.21
Morovis,PR,72101,72101,44.94
Naguabo,PR,72103,72103,47.36
Naranjito,PR,72105,72105,46.44
Orocovis,PR,72107,72107,56.17
Patillas,PR,72109,72109,54
Peñuelas,PR,72111,72111,57.36
Ponce,PR,72113,72113,51.41
Quebradillas,PR,72115,72115,49.34
Rincón,PR,72117,72117,41.75
Río Grande,PR,72119,72119,39.44
Sabana Grande,PR,72121,72121,46.46
Salinas,PR,72123,72123,49.92
San Germán,PR,72125,72125,50.68
San Juan,PR,72127,72127,40.99
San Lorenzo,PR,72129,72129,43.86
San Sebastián,PR,72131,72131,53.46
Santa Isabel,PR,72133,72133,45.35
Toa Alta,PR,72135,72135,29.4
Toa Baja,PR,72137,72137,36.54
Trujillo Alto,PR,72139,72139,29.46
Utuado,PR,72141,72141,52.6
Vega Alta,PR,72143,72143,45.87
Vega Baja,PR,72145,72145,45.18
Vieques,PR,72147,72147,45.88
Villalba,PR,72149,72149,47.8
Yabucoa,PR,72151,72151,53.12
Yauco,PR,72153,72153,49.03
St. Croix,VI,78010,78010,N/A
St. John,VI,78020,78020,N/A
St. Thomas,VI,78030,78030,N/A
