County,State,FIPS Code,Formatted FIPS,"Estimated percent of all people who were White, between 2015-201"
Grant,WI,55043,55043,96.45
Green,WI,55045,55045,96.16
Green Lake,WI,55047,55047,96.34
Iowa,WI,55049,55049,96.79
Iron,WI,55051,55051,96.57
Jackson,WI,55053,55053,87.48
Jefferson,WI,55055,55055,94.1
Juneau,WI,55057,55057,93.76
Kenosha,WI,55059,55059,85.48
Kewaunee,WI,55061,55061,96.86
La Crosse,WI,55063,55063,90.92
Lafayette,WI,55065,55065,97.34
Langlade,WI,55067,55067,95.3
Lincoln,WI,55069,55069,96.79
Manitowoc,WI,55071,55071,93.98
Marathon,WI,55073,55073,90.54
Marinette,WI,55075,55075,96.67
Marquette,WI,55077,55077,95.98
Menominee,WI,55078,55078,10.88
Milwaukee,WI,55079,55079,59.16
Monroe,WI,55081,55081,92.94
Oconto,WI,55083,55083,96.29
Oneida,WI,55085,55085,96.08
Outagamie,WI,55087,55087,89.77
Ozaukee,WI,55089,55089,93.55
Pepin,WI,55091,55091,98.06
Pierce,WI,55093,55093,95.68
Polk,WI,55095,55095,96.35
Portage,WI,55097,55097,92.88
Price,WI,55099,55099,95.25
Racine,WI,55101,55101,80.88
Richland,WI,55103,55103,95.49
Rock,WI,55105,55105,87.05
Rusk,WI,55107,55107,96.25
St. Croix,WI,55109,55109,95.89
Sauk,WI,55111,55111,94.06
Sawyer,WI,55113,55113,77.1
Shawano,WI,55115,55115,88.72
Sheboygan,WI,55117,55117,88.75
Taylor,WI,55119,55119,97.35
Trempealeau,WI,55121,55121,92.68
Vernon,WI,55123,55123,97.33
Vilas,WI,55125,55125,86.87
Walworth,WI,55127,55127,93.21
Washburn,WI,55129,55129,95.19
Washington,WI,55131,55131,94.77
Waukesha,WI,55133,55133,92.2
Waupaca,WI,55135,55135,96.21
Waushara,WI,55137,55137,92.79
Winnebago,WI,55139,55139,91.75
Wood,WI,55141,55141,94.19
Albany,WY,56001,56001,89.52
Big Horn,WY,56003,56003,92.81
Campbell,WY,56005,56005,93.99
Carbon,WY,56007,56007,91.29
Converse,WY,56009,56009,95.6
Crook,WY,56011,56011,95.58
Fremont,WY,56013,56013,72.57
Goshen,WY,56015,56015,92.88
Hot Springs,WY,56017,56017,95.9
Johnson,WY,56019,56019,93.53
Laramie,WY,56021,56021,89.72
Lincoln,WY,56023,56023,95.82
Natrona,WY,56025,56025,94.22
Niobrara,WY,56027,56027,94.01
Park,WY,56029,56029,94.75
Platte,WY,56031,56031,96.22
Sheridan,WY,56033,56033,95.15
Sublette,WY,56035,56035,96.2
Sweetwater,WY,56037,56037,93.38
Teton,WY,56039,56039,89.28
Uinta,WY,56041,56041,93.42
Washakie,WY,56043,56043,89.75
Weston,WY,56045,56045,97.42
Eastern,AS,60010,60010,N/A
Manu'a,AS,60020,60020,N/A
Rose Island,AS,60030,60030,N/A
Swains Island,AS,60040,60040,N/A
Western,AS,60050,60050,N/A
Guam,GU,66010,66010,N/A
Northern Islands,MP,69085,69085,N/A
Rota,MP,69100,69100,N/A
Saipan,MP,69110,69110,N/A
Tinian,MP,69120,69120,N/A
Adjuntas,PR,72001,72001,73.38
Aguada,PR,72003,72003,85.32
Aguadilla,PR,72005,72005,79.8
Aguas Buenas,PR,72007,72007,54.57
Aibonito,PR,72009,72009,75.04
Añasco,PR,72011,72011,82.24
Arecibo,PR,72013,72013,78.35
Arroyo,PR,72015,72015,64.06
Barceloneta,PR,72017,72017,81.76
Barranquitas,PR,72019,72019,85.81
Bayamón,PR,72021,72021,68.83
Cabo Rojo,PR,72023,72023,22.73
Caguas,PR,72025,72025,76.3
Camuy,PR,72027,72027,86.08
Canóvanas,PR,72029,72029,48.21
Carolina,PR,72031,72031,53.9
Cataño,PR,72033,72033,68.06
Cayey,PR,72035,72035,62.97
Ceiba,PR,72037,72037,61.19
Ciales,PR,72039,72039,93.36
Cidra,PR,72041,72041,72.29
Coamo,PR,72043,72043,66.48
Comerío,PR,72045,72045,82.2
Corozal,PR,72047,72047,80.96
Culebra,PR,72049,72049,54.16
Dorado,PR,72051,72051,77.83
Fajardo,PR,72053,72053,56.12
Florida,PR,72054,72054,83.59
Guánica,PR,72055,72055,57.23
Guayama,PR,72057,72057,73.08
Guayanilla,PR,72059,72059,78.49
Guaynabo,PR,72061,72061,75.36
Gurabo,PR,72063,72063,65.46
Hatillo,PR,72065,72065,97.57
Hormigueros,PR,72067,72067,25.69
Humacao,PR,72069,72069,53.5
Isabela,PR,72071,72071,65.61
Jayuya,PR,72073,72073,57.92
Juana Díaz,PR,72075,72075,45.11
Juncos,PR,72077,72077,49.15
Lajas,PR,72079,72079,24.71
Lares,PR,72081,72081,70.83
Las Marías,PR,72083,72083,47.6
Las Piedras,PR,72085,72085,20.39
Loíza,PR,72087,72087,24.25
Luquillo,PR,72089,72089,60.29
Manatí,PR,72091,72091,83.24
Maricao,PR,72093,72093,44.43
Maunabo,PR,72095,72095,12.54
Mayagüez,PR,72097,72097,27.23
Moca,PR,72099,72099,82.37
Morovis,PR,72101,72101,87.99
Naguabo,PR,72103,72103,69.39
Naranjito,PR,72105,72105,84.97
Orocovis,PR,72107,72107,80.82
Patillas,PR,72109,72109,13.86
Peñuelas,PR,72111,72111,71.41
Ponce,PR,72113,72113,77.49
Quebradillas,PR,72115,72115,86.46
Rincón,PR,72117,72117,85.91
Río Grande,PR,72119,72119,51.94
Sabana Grande,PR,72121,72121,70.37
Salinas,PR,72123,72123,57.37
San Germán,PR,72125,72125,57.39
San Juan,PR,72127,72127,65.33
San Lorenzo,PR,72129,72129,62.72
San Sebastián,PR,72131,72131,65.43
Santa Isabel,PR,72133,72133,58.01
Toa Alta,PR,72135,72135,82.67
Toa Baja,PR,72137,72137,72.43
Trujillo Alto,PR,72139,72139,79.43
Utuado,PR,72141,72141,52.85
Vega Alta,PR,72143,72143,71.44
Vega Baja,PR,72145,72145,83.21
Vieques,PR,72147,72147,54.73
Villalba,PR,72149,72149,56.75
Yabucoa,PR,72151,72151,18.64
Yauco,PR,72153,72153,75.1
St. Croix,VI,78010,78010,N/A
St. John,VI,78020,78020,N/A
St. Thomas,VI,78030,78030,N/A
,,,,
Location: United States,,,,
,,,,
County Boundary Year: 2010,,,,
,,,,
Indicator source: Census,,,,
http://www.policymap.com/our-data-directory.html#Census:%20Decennial%20Census%20and%20American%20Community%20Survey%20(ACS),,,,
,,,,
"When using PolicyMap data in your work, please consult the Terms of Use and the instructions for Citing Us:",,,,
https://www.policymap.com/terms/,,,,
https://www.policymap.com/citing/,,,,
