County,State,FIPS Code,Formatted FIPS,"Estimated percent of all households that own a home, between 201"
Jefferson,WI,55055,55055,70.15
Juneau,WI,55057,55057,76.24
Kenosha,WI,55059,55059,66.09
Kewaunee,WI,55061,55061,79.31
La Crosse,WI,55063,55063,63.03
Lafayette,WI,55065,55065,76.44
Langlade,WI,55067,55067,77.09
Lincoln,WI,55069,55069,78.08
Manitowoc,WI,55071,55071,75.36
Marathon,WI,55073,55073,72.2
Marinette,WI,55075,55075,74.7
Marquette,WI,55077,55077,81.41
Menominee,WI,55078,55078,68.04
Milwaukee,WI,55079,55079,49.47
Monroe,WI,55081,55081,69.7
Oconto,WI,55083,55083,82.71
Oneida,WI,55085,55085,83.2
Outagamie,WI,55087,55087,71.13
Ozaukee,WI,55089,55089,75.86
Pepin,WI,55091,55091,79.8
Pierce,WI,55093,55093,72.21
Polk,WI,55095,55095,78.89
Portage,WI,55097,55097,69.03
Price,WI,55099,55099,77.84
Racine,WI,55101,55101,67.58
Richland,WI,55103,55103,74.73
Rock,WI,55105,55105,68.36
Rusk,WI,55107,55107,79.14
St. Croix,WI,55109,55109,76.77
Sauk,WI,55111,55111,68.88
Sawyer,WI,55113,55113,74
Shawano,WI,55115,55115,77.26
Sheboygan,WI,55117,55117,69.96
Taylor,WI,55119,55119,76.63
Trempealeau,WI,55121,55121,72.99
Vernon,WI,55123,55123,77.76
Vilas,WI,55125,55125,77.67
Walworth,WI,55127,55127,68.61
Washburn,WI,55129,55129,80.03
Washington,WI,55131,55131,77.54
Waukesha,WI,55133,55133,76.28
Waupaca,WI,55135,55135,73.66
Waushara,WI,55137,55137,81.64
Winnebago,WI,55139,55139,65.22
Wood,WI,55141,55141,72.37
Albany,WY,56001,56001,51.04
Big Horn,WY,56003,56003,73.21
Campbell,WY,56005,56005,73.4
Carbon,WY,56007,56007,69.58
Converse,WY,56009,56009,73.71
Crook,WY,56011,56011,81.77
Fremont,WY,56013,56013,70.46
Goshen,WY,56015,56015,73.67
Hot Springs,WY,56017,56017,75.21
Johnson,WY,56019,56019,69.88
Laramie,WY,56021,56021,69.78
Lincoln,WY,56023,56023,82.41
Natrona,WY,56025,56025,68.18
Niobrara,WY,56027,56027,77.49
Park,WY,56029,56029,73.17
Platte,WY,56031,56031,74.76
Sheridan,WY,56033,56033,68.8
Sublette,WY,56035,56035,82.07
Sweetwater,WY,56037,56037,76.22
Teton,WY,56039,56039,60.41
Uinta,WY,56041,56041,77.06
Washakie,WY,56043,56043,76.49
Weston,WY,56045,56045,83.02
Eastern,AS,60010,60010,N/A
Manu'a,AS,60020,60020,N/A
Rose Island,AS,60030,60030,N/A
Swains Island,AS,60040,60040,N/A
Western,AS,60050,60050,N/A
Guam,GU,66010,66010,N/A
Northern Islands,MP,69085,69085,N/A
Rota,MP,69100,69100,N/A
Saipan,MP,69110,69110,N/A
Tinian,MP,69120,69120,N/A
Adjuntas,PR,72001,72001,59.35
Aguada,PR,72003,72003,74.77
Aguadilla,PR,72005,72005,59.78
Aguas Buenas,PR,72007,72007,65.98
Aibonito,PR,72009,72009,78.1
Añasco,PR,72011,72011,76.98
Arecibo,PR,72013,72013,66.23
Arroyo,PR,72015,72015,78.54
Barceloneta,PR,72017,72017,71.61
Barranquitas,PR,72019,72019,73.52
Bayamón,PR,72021,72021,68.16
Cabo Rojo,PR,72023,72023,64.67
Caguas,PR,72025,72025,68.35
Camuy,PR,72027,72027,72.44
Canóvanas,PR,72029,72029,73.7
Carolina,PR,72031,72031,70.09
Cataño,PR,72033,72033,60.22
Cayey,PR,72035,72035,63.47
Ceiba,PR,72037,72037,71.66
Ciales,PR,72039,72039,69.89
Cidra,PR,72041,72041,66.42
Coamo,PR,72043,72043,77.24
Comerío,PR,72045,72045,55.81
Corozal,PR,72047,72047,75.86
Culebra,PR,72049,72049,61.2
Dorado,PR,72051,72051,77.34
Fajardo,PR,72053,72053,65.7
Florida,PR,72054,72054,72.54
Guánica,PR,72055,72055,71.01
Guayama,PR,72057,72057,72.91
Guayanilla,PR,72059,72059,71.83
Guaynabo,PR,72061,72061,71.62
Gurabo,PR,72063,72063,82.26
Hatillo,PR,72065,72065,74.27
Hormigueros,PR,72067,72067,73.22
Humacao,PR,72069,72069,72.15
Isabela,PR,72071,72071,63.65
Jayuya,PR,72073,72073,57.85
Juana Díaz,PR,72075,72075,71.61
Juncos,PR,72077,72077,71.36
Lajas,PR,72079,72079,60.04
Lares,PR,72081,72081,63.39
Las Marías,PR,72083,72083,71.64
Las Piedras,PR,72085,72085,78.19
Loíza,PR,72087,72087,70.52
Luquillo,PR,72089,72089,71.16
Manatí,PR,72091,72091,73.37
Maricao,PR,72093,72093,74.21
Maunabo,PR,72095,72095,74.38
Mayagüez,PR,72097,72097,57.04
Moca,PR,72099,72099,63.68
Morovis,PR,72101,72101,69.25
Naguabo,PR,72103,72103,77.51
Naranjito,PR,72105,72105,74.99
Orocovis,PR,72107,72107,66.27
Patillas,PR,72109,72109,65.51
Peñuelas,PR,72111,72111,74.21
Ponce,PR,72113,72113,66.2
Quebradillas,PR,72115,72115,69.31
Rincón,PR,72117,72117,70.98
Río Grande,PR,72119,72119,75.29
Sabana Grande,PR,72121,72121,75.97
Salinas,PR,72123,72123,80.2
San Germán,PR,72125,72125,70.91
San Juan,PR,72127,72127,53.86
San Lorenzo,PR,72129,72129,75.48
San Sebastián,PR,72131,72131,64.46
Santa Isabel,PR,72133,72133,77.56
Toa Alta,PR,72135,72135,83.21
Toa Baja,PR,72137,72137,73.85
Trujillo Alto,PR,72139,72139,67.78
Utuado,PR,72141,72141,60.56
Vega Alta,PR,72143,72143,68.74
Vega Baja,PR,72145,72145,79.68
Vieques,PR,72147,72147,69.09
Villalba,PR,72149,72149,69.46
Yabucoa,PR,72151,72151,71.97
Yauco,PR,72153,72153,75.68
St. Croix,VI,78010,78010,N/A
St. John,VI,78020,78020,N/A
St. Thomas,VI,78030,78030,N/A
