County,State,FIPS Code,Formatted FIPS,"Estimated percent of people with at least a Bachelor's degree, b"
Forest,WI,55041,55041,14.68
Grant,WI,55043,55043,23.85
Green,WI,55045,55045,23.59
Green Lake,WI,55047,55047,20.16
Iowa,WI,55049,55049,24.57
Iron,WI,55051,55051,20.01
Jackson,WI,55053,55053,14.56
Jefferson,WI,55055,55055,25.43
Juneau,WI,55057,55057,13.75
Kenosha,WI,55059,55059,26.14
Kewaunee,WI,55061,55061,19.43
La Crosse,WI,55063,55063,34.87
Lafayette,WI,55065,55065,18.84
Langlade,WI,55067,55067,16.66
Lincoln,WI,55069,55069,18.42
Manitowoc,WI,55071,55071,20.25
Marathon,WI,55073,55073,25.41
Marinette,WI,55075,55075,15.89
Marquette,WI,55077,55077,15.13
Menominee,WI,55078,55078,17.94
Milwaukee,WI,55079,55079,30.97
Monroe,WI,55081,55081,20.55
Oconto,WI,55083,55083,16.79
Oneida,WI,55085,55085,27.19
Outagamie,WI,55087,55087,29.67
Ozaukee,WI,55089,55089,48.96
Pepin,WI,55091,55091,20.61
Pierce,WI,55093,55093,29.16
Polk,WI,55095,55095,20.9
Portage,WI,55097,55097,32.93
Price,WI,55099,55099,16.48
Racine,WI,55101,55101,25.17
Richland,WI,55103,55103,19.03
Rock,WI,55105,55105,22.14
Rusk,WI,55107,55107,16.55
St. Croix,WI,55109,55109,35.38
Sauk,WI,55111,55111,24.1
Sawyer,WI,55113,55113,24.24
Shawano,WI,55115,55115,15.71
Sheboygan,WI,55117,55117,25.13
Taylor,WI,55119,55119,15.11
Trempealeau,WI,55121,55121,19.28
Vernon,WI,55123,55123,22.36
Vilas,WI,55125,55125,29.08
Walworth,WI,55127,55127,28.79
Washburn,WI,55129,55129,22.98
Washington,WI,55131,55131,31.45
Waukesha,WI,55133,55133,44.47
Waupaca,WI,55135,55135,19.95
Waushara,WI,55137,55137,16.26
Winnebago,WI,55139,55139,28.35
Wood,WI,55141,55141,21.65
Albany,WY,56001,56001,51.77
Big Horn,WY,56003,56003,19.03
Campbell,WY,56005,56005,18.92
Carbon,WY,56007,56007,20.55
Converse,WY,56009,56009,17.27
Crook,WY,56011,56011,22.32
Fremont,WY,56013,56013,24.27
Goshen,WY,56015,56015,25.85
Hot Springs,WY,56017,56017,23.74
Johnson,WY,56019,56019,31.75
Laramie,WY,56021,56021,28.52
Lincoln,WY,56023,56023,23.68
Natrona,WY,56025,56025,22.8
Niobrara,WY,56027,56027,18.04
Park,WY,56029,56029,34
Platte,WY,56031,56031,20.66
Sheridan,WY,56033,56033,30.96
Sublette,WY,56035,56035,22.78
Sweetwater,WY,56037,56037,22.5
Teton,WY,56039,56039,57.01
Uinta,WY,56041,56041,16.03
Washakie,WY,56043,56043,23.39
Weston,WY,56045,56045,19.97
Eastern,AS,60010,60010,N/A
Manu'a,AS,60020,60020,N/A
Rose Island,AS,60030,60030,N/A
Swains Island,AS,60040,60040,N/A
Western,AS,60050,60050,N/A
Guam,GU,66010,66010,N/A
Northern Islands,MP,69085,69085,N/A
Rota,MP,69100,69100,N/A
Saipan,MP,69110,69110,N/A
Tinian,MP,69120,69120,N/A
Adjuntas,PR,72001,72001,16.89
Aguada,PR,72003,72003,20.17
Aguadilla,PR,72005,72005,23.88
Aguas Buenas,PR,72007,72007,17.78
Aibonito,PR,72009,72009,21.78
Añasco,PR,72011,72011,18.92
Arecibo,PR,72013,72013,23.24
Arroyo,PR,72015,72015,16.13
Barceloneta,PR,72017,72017,22.05
Barranquitas,PR,72019,72019,19.46
Bayamón,PR,72021,72021,28.8
Cabo Rojo,PR,72023,72023,25.98
Caguas,PR,72025,72025,31.41
Camuy,PR,72027,72027,20.81
Canóvanas,PR,72029,72029,23.17
Carolina,PR,72031,72031,31.81
Cataño,PR,72033,72033,20.32
Cayey,PR,72035,72035,24.16
Ceiba,PR,72037,72037,18.12
Ciales,PR,72039,72039,15.81
Cidra,PR,72041,72041,23.87
Coamo,PR,72043,72043,21.9
Comerío,PR,72045,72045,13.3
Corozal,PR,72047,72047,19.2
Culebra,PR,72049,72049,15.29
Dorado,PR,72051,72051,30.13
Fajardo,PR,72053,72053,25.25
Florida,PR,72054,72054,13.17
Guánica,PR,72055,72055,15.55
Guayama,PR,72057,72057,20.57
Guayanilla,PR,72059,72059,24.68
Guaynabo,PR,72061,72061,45.1
Gurabo,PR,72063,72063,33.44
Hatillo,PR,72065,72065,24.62
Hormigueros,PR,72067,72067,22.91
Humacao,PR,72069,72069,23.14
Isabela,PR,72071,72071,21.9
Jayuya,PR,72073,72073,18.22
Juana Díaz,PR,72075,72075,25.03
Juncos,PR,72077,72077,19.01
Lajas,PR,72079,72079,15.32
Lares,PR,72081,72081,18.51
Las Marías,PR,72083,72083,16.61
Las Piedras,PR,72085,72085,22.37
Loíza,PR,72087,72087,14.71
Luquillo,PR,72089,72089,20.43
Manatí,PR,72091,72091,22.38
Maricao,PR,72093,72093,7.99
Maunabo,PR,72095,72095,16.95
Mayagüez,PR,72097,72097,26.4
Moca,PR,72099,72099,20.01
Morovis,PR,72101,72101,16.49
Naguabo,PR,72103,72103,20.17
Naranjito,PR,72105,72105,16.11
Orocovis,PR,72107,72107,17.05
Patillas,PR,72109,72109,15.07
Peñuelas,PR,72111,72111,21.93
Ponce,PR,72113,72113,27.48
Quebradillas,PR,72115,72115,18.93
Rincón,PR,72117,72117,22.99
Río Grande,PR,72119,72119,22.81
Sabana Grande,PR,72121,72121,19.43
Salinas,PR,72123,72123,17.5
San Germán,PR,72125,72125,24.02
San Juan,PR,72127,72127,37.29
San Lorenzo,PR,72129,72129,18.34
San Sebastián,PR,72131,72131,19.21
Santa Isabel,PR,72133,72133,25.32
Toa Alta,PR,72135,72135,29.25
Toa Baja,PR,72137,72137,26.77
Trujillo Alto,PR,72139,72139,36.02
Utuado,PR,72141,72141,18.74
Vega Alta,PR,72143,72143,22.19
Vega Baja,PR,72145,72145,21.22
Vieques,PR,72147,72147,18
Villalba,PR,72149,72149,19.91
Yabucoa,PR,72151,72151,18
Yauco,PR,72153,72153,24.64
St. Croix,VI,78010,78010,N/A
St. John,VI,78020,78020,N/A
St. Thomas,VI,78030,78030,N/A
