State Facility Type 1 Literal,Facility ID,Zip Code,Facility Name,Address,License Number,City,State,County,Phone Number,Capacity
ASSISTED LIVING HOME-DIRECTED,AL11380,85345,NICOLETTE ASSISTED LIVING HOME,8559 WEST BROWN STREET,AL11380H,PEORIA,AZ,MARICOPA,(623)440-4681,9
ASSISTED LIVING HOME-DIRECTED,AL11136,85053,"NINA'S CARE HOME, LLC",3002 WEST ANGELA DRIVE,AL11136H,PHOENIX,AZ,MARICOPA,(623)302-6674,5
ASSISTED LIVING HOME-DIRECTED,AL10716,85022,NORBERT ROGERS,15402 NORTH CENTRAL AVENUE,AL10716H,PHOENIX,AZ,MARICOPA,(480)287-4496,10
ASSISTED LIVING HOME-DIRECTED,AL10990,85704,"NORMANDEL PLACE, LLC",7572 NORTH CASABLANCA DRIVE,AL10990H,TUCSON,AZ,PIMA,(520)544-0651,10
ASSISTED LIVING HOME-DIRECTED,AL11504,85085,NORTERRA ASSISTED LIVING LLC,2019 WEST DUANE LANE,AL11504H,PHOENIX,AZ,MARICOPA,(773)331-3888,10
ASSISTED LIVING HOME-DIRECTED,AL11589,85028,NORTH HAVEN ASSISTED LIVING HOME LLC,3943 EAST LUPINE AVENUE,AL11589H,PHOENIX,AZ,MARICOPA,(602)516-5366,10
ASSISTED LIVING HOME-DIRECTED,AL9609,85254,NORTH RANCH ASSISTED LIVING HOME LLC,6121 EAST BEVERLY LANE,AL9609H,SCOTTSDALE,AZ,MARICOPA,(480)242-1162,10
ASSISTED LIVING HOME-DIRECTED,AL10730,85255,NORTH SCOTTSDALE ASSISTED LIVING,10111 EAST SADDLE HORN TRAIL,AL10730H,SCOTTSDALE,AZ,MARICOPA,(480)410-0016,10
ASSISTED LIVING HOME-DIRECTED,AL5413,85260,NORTH SCOTTSDALE GARDENS ASSISTED LIVING HOME,10250 EAST BECKER LANE,AL5413H,SCOTTSDALE,AZ,MARICOPA,(480)657-9385,10
ASSISTED LIVING HOME-DIRECTED,AL11314,85254,NORTH SCOTTSDALE PLACE 1,14203 NORTH 68TH PLACE,AL11314H,SCOTTSDALE,AZ,MARICOPA,(480)993-3242,10
ASSISTED LIVING HOME-DIRECTED,AL10780,85255,NORTH SCOTTSDALE RETREAT,23402 NORTH 84TH STREET,AL10780H,SCOTTSDALE,AZ,MARICOPA,(480)267-9200,10
ASSISTED LIVING HOME-DIRECTED,AL6884,86314,NORTH STAR ADULT CARE HOME,6530 EAST STRATFORD DRIVE,AL6884H,PRESCOTT VALLEY,AZ,YAVAPAI,(928)775-2409,10
ASSISTED LIVING HOME-DIRECTED,AL9733,85383,NORTH STAR ASSISTED LIVING HOME LLC,21935 NORTH 97TH DRIVE,AL9733H,PEORIA,AZ,MARICOPA,(480)258-7490,5
ASSISTED LIVING HOME-DIRECTED,AL11557,85085,NORTH STAR CARE HOME,26723 NORTH 19TH DRIVE,AL11557H,PHOENIX,AZ,MARICOPA,(704)773-6559,10
ASSISTED LIVING HOME-DIRECTED,AL9476,85085,NORTH VALLEY ASSISTED LIVING LLC,2410 WEST DESPERADO WAY,AL9476H,PHOENIX,AZ,MARICOPA,(623)322-9384,10
ASSISTED LIVING HOME-DIRECTED,AL0503,85022,NORTH VALLEY CARE HOME,15821 NORTH 20TH STREET,AL0503H,PHOENIX,AZ,MARICOPA,(602)971-6479,10
ASSISTED LIVING HOME-DIRECTED,AL9705,85050,NORTH VALLEY QUALITY CARE LLC,4016 EAST ROCKWOOD DRIVE,AL9705H,PHOENIX,AZ,MARICOPA,(602)489-4982,5
ASSISTED LIVING HOME-DIRECTED,AL9938,85053,NORTH VALLEY SENIOR LIVING,16239 NORTH 33RD AVENUE,AL9938H,PHOENIX,AZ,MARICOPA,(602)978-9377,5
ASSISTED LIVING HOME-DIRECTED,AL9426,86326,NORTHERN ARIZONA HEALTHCARE VALLEY VIEW CARE,421 NORTH WILLARD STREET,AL9426H,COTTONWOOD,AZ,YAVAPAI,(928)266-2665,10
ASSISTED LIVING HOME-DIRECTED,AL10873,85383,"NORTHLANDS ASSISTED LIVING HOME, LLC",10032 WEST JASMINE TRAIL,AL10873H,PEORIA,AZ,MARICOPA,(623)249-5128,5
ASSISTED LIVING HOME-DIRECTED,AL10428,85310,"NORTHWOOD GLEN ASSISTED LIVING, LLC",5452 WEST FALLEN LEAF LANE,AL10428H,GLENDALE,AZ,MARICOPA,(602)516-8683,10
ASSISTED LIVING HOME-DIRECTED,AL11383,85286,NURSE BERNIE'S ADULT FAMILY HOME,2406 SOUTH PECAN DRIVE,AL11383H,CHANDLER,AZ,MARICOPA,(480)696-4874,5
ASSISTED LIVING HOME-DIRECTED,AL11801,85254,OAKMONT ASSISTED LIVING OF SCOTTSDALE,5545 EAST YUCCA STREET,AL11801H,SCOTTSDALE,AZ,MARICOPA,(602)625-5808,10
ASSISTED LIVING HOME-DIRECTED,AL6822,85027,OASIS CARE HOMES II,22015 NORTH 34TH AVENUE,AL6822H,PHOENIX,AZ,MARICOPA,(480)204-0258,5
ASSISTED LIVING HOME-DIRECTED,AL5749,85027,"OASIS CARE HOMES, LLC",21437 NORTH 33RD LANE,AL5749H,PHOENIX,AZ,MARICOPA,(623)582-0537,5
ASSISTED LIVING HOME-DIRECTED,AL11210,85085,OASIS GROUP HOME LLC,2206 WEST SPUR DRIVE,AL11210,PHOENIX,AZ,MARICOPA,(623)234-8284,5
ASSISTED LIVING HOME-DIRECTED,AL11181,85306,"OBINNA'S HOME CARE, L L C",6343 WEST DEL MAR LANE,AL11181H,GLENDALE,AZ,MARICOPA,(623)322-3922,5
ASSISTED LIVING HOME-DIRECTED,AL9550,85392,OCEAN SENIOR CARE,11320 WEST ORANGE BLOSSOM LANE,AL9550H,AVONDALE,AZ,MARICOPA,(623)738-2200,6
ASSISTED LIVING HOME-DIRECTED,AL9689,85711,"OHANA SENIOR CARE, LLC",4713 EAST CECELIA STREET,AL9689H,TUCSON,AZ,PIMA,(520)323-1512,9
ASSISTED LIVING HOME-DIRECTED,AL9353,85085,OLIMPIA'S HOME CARE LLC,2517 WEST BARBIE LANE,AL9353H,PHOENIX,AZ,MARICOPA,(623)876-8179,10
ASSISTED LIVING HOME-DIRECTED,AL10875,85345,OLIVE PARK ASSISTED LIVING,10161 WEST LAWRENCE LANE,AL10875H,PEORIA,AZ,MARICOPA,(602)909-0893,10
ASSISTED LIVING HOME-DIRECTED,AL10049,85730,OMEGA ASSISTED LIVING,2945 SOUTH HARRISON ROAD,AL10049H,TUCSON,AZ,PIMA,(520)359-9591,5
ASSISTED LIVING HOME-DIRECTED,AL9752,85050,ONE ON ONE ADULT CARE HOME LLC,3239 EAST SEQUOIA DRIVE,AL9752H,PHOENIX,AZ,MARICOPA,(602)559-4725,5
ASSISTED LIVING HOME-DIRECTED,AL11805,85254,OPCO 68 LLC,12802 NORTH 68TH STREET,AL11805H,SCOTTSDALE,AZ,MARICOPA,(480)516-2979,10
ASSISTED LIVING HOME-DIRECTED,AL11714,85373,ORANGE GARDEN ASSISTED LIVING LLC,10858 WEST CARLOTA LANE,AL11714H,SUN CITY,AZ,MARICOPA,(805)844-0126,10
ASSISTED LIVING HOME-DIRECTED,AL11851,85051,ORCHID LIVING LLC,7722 NORTH 38TH AVENUE,AL11851H,PHOENIX,AZ,MARICOPA,(510)415-8793,5
ASSISTED LIVING HOME-DIRECTED,AL6397,85021,ORCHID PARK CARE HOME,8628 NORTH 7TH AVENUE,AL6397H,PHOENIX,AZ,MARICOPA,(602)678-2281,10
ASSISTED LIVING HOME-DIRECTED,AL4632,85541,ORDINARY LIFESTYLES,401 NORTH LAREDO LANE,AL4632H,PAYSON,AZ,GILA,(928)595-2068,10
ASSISTED LIVING HOME-DIRECTED,AL10945,85541,ORDINARY LIFESTYLES II,718 NORTH FOX HILL,AL10945H,PAYSON,AZ,GILA,(928)595-2068,7
ASSISTED LIVING HOME-DIRECTED,AL9273,85541,ORDINARY LIFESTYLES IV,205 WEST BONITA,AL9273H,PAYSON,AZ,GILA,(928)595-2068,8
ASSISTED LIVING HOME-DIRECTED,AL9118,85541,"ORDINARY LIFESTYLES, LLC III",207 EAST ZURICH,AL9118H,PAYSON,AZ,GILA,(928)595-2068,10
ASSISTED LIVING HOME-DIRECTED,AL7259,85379,"ORTIZ SUNNYSIDE ASSISTED LIVING, LLC",14785 WEST WINDROSE DRIVE,AL7259H,SURPRISE,AZ,MARICOPA,(623)544-9215,8
ASSISTED LIVING HOME-DIRECTED,AL10119,85310,OTILIA'S HOME CARE,22365 NORTH 69TH AVENUE,AL10119H,GLENDALE,AZ,MARICOPA,(623)823-1412,10
ASSISTED LIVING HOME-DIRECTED,AL11713,85029,"OUR HOME ON ROSEWOOD, LLC",12619 NORTH ROSEWOOD AVENUE,AL11713,PHOENIX,AZ,MARICOPA,(480)955-9995,5
ASSISTED LIVING HOME-DIRECTED,AL11616,85286,OUR LADY OF FATIMA ASSISTED LIVING HOME LLC,2529 EAST WILDHORSE PLACE,AL11616H,CHANDLER,AZ,MARICOPA,(480)765-3128,5
ASSISTED LIVING HOME-DIRECTED,AL3137,85027,OUR PARENTS HOME CARE II,3313 WEST TOPEKA DRIVE,AL3137H,PHOENIX,AZ,MARICOPA,(602)329-0109,9
ASSISTED LIVING HOME-DIRECTED,AL8857,85254,"OUR PARENTS HOME, LLC",6414 EAST JUNIPER AVENUE,AL8857H,SCOTTSDALE,AZ,MARICOPA,(480)597-4396,5
ASSISTED LIVING HOME-DIRECTED,AL9081,85257,OUR PARENTS HOUSE,2524 NORTH 80TH PLACE,AL9081H,SCOTTSDALE,AZ,MARICOPA,(480)414-7502,8
ASSISTED LIVING HOME-DIRECTED,AL9968,85012,P L C-CENTRAL PHOENIX,302 EAST MARYLAND AVENUE,AL9968H,PHOENIX,AZ,MARICOPA,(602)762-2748,10
ASSISTED LIVING HOME-DIRECTED,AL8262,86325,PAGE SPRINGS LIVING,11425 EAST HARMONY LANE,AL8262H,CORNVILLE,AZ,YAVAPAI,(928)649-0588,10
ASSISTED LIVING HOME-DIRECTED,AL10850,85257,PALM DESERT ASSISTED LIVING LLC,7935 EAST PALM LANE,AL10850H,SCOTTSDALE,AZ,MARICOPA,(480)248-5548,10
ASSISTED LIVING HOME-DIRECTED,AL7256,85053,PALM HOUSE I PLC,15414 NORTH 29TH AVENUE,AL7256H,PHOENIX,AZ,MARICOPA,(602)863-3053,10
ASSISTED LIVING HOME-DIRECTED,AL4642,85022,PALM HOUSE II,13604 NORTH 20TH STREET,AL4642H,PHOENIX,AZ,MARICOPA,(602)368-4464,10
ASSISTED LIVING HOME-DIRECTED,AL11813,85395,PALM VALLEY ASSISTED LIVING LLC,13755 WEST CAMBRIDGE AVENUE,AL11813H,GOODYEAR,AZ,MARICOPA,(602)517-1456,5
ASSISTED LIVING HOME-DIRECTED,AL10281,85711,PALO VERDE HOUSE AT INFINITY WILMOT,612 SOUTH WILMOT,AL10281H,TUCSON,AZ,PIMA,(520)762-4323,10
ASSISTED LIVING HOME-DIRECTED,AL6242,85388,PARADISE ASSISTED LIVING,16520 NORTH 170TH LANE,AL6242H,SURPRISE,AZ,MARICOPA,(623)546-6048,9
ASSISTED LIVING HOME-DIRECTED,AL10733,85383,PARADISE ASSISTED LIVING HOME LLC,8855 WEST CALLE LEJOS,AL10733H,PEORIA,AZ,MARICOPA,(623)328-5626,10
ASSISTED LIVING HOME-DIRECTED,AL2632,85364,PARADISE COVE,1526 SOUTH 8TH AVENUE,AL2632H,YUMA,AZ,YUMA,(928)580-3272,9
ASSISTED LIVING HOME-DIRECTED,AL10261,85379,PARADISE FOR PARENTS QUALITY CARE LLC,14210 NORTH 138TH COURT,AL10261H,SURPRISE,AZ,MARICOPA,(623)474-3326,10
ASSISTED LIVING HOME-DIRECTED,AL11397,85022,PARADISE HOME IN PHOENIX,625 EAST PARADISE LANE,AL11397H,PHOENIX,AZ,MARICOPA,(602)526-4596,10
ASSISTED LIVING HOME-DIRECTED,AL9862,85379,PARADISE LIFE CARE,14722 WEST EVANS DRIVE,AL9862H,SURPRISE,AZ,MARICOPA,(623)337-4004,7
ASSISTED LIVING HOME-DIRECTED,AL11602,85379,PARADISE LIFE CARE 2,14384 WEST MAUI LANE,AL11602H,SURPRISE,AZ,MARICOPA,(623)440-7011,8
ASSISTED LIVING HOME-DIRECTED,AL11156,85253,PARADISE LIVING CENTERS CAMELBACK LLC,6021 EAST LINCOLN DRIVE,AL11156H,PARADISE VALLEY,AZ,MARICOPA,(602)909-8442,10
ASSISTED LIVING HOME-DIRECTED,AL11756,85253,PARADISE LIVING CENTERS LLC,6630 EAST LINCOLN DRIVE,AL11756H,PARADISE VALLEY,AZ,MARICOPA,(602)909-8442,10
ASSISTED LIVING HOME-DIRECTED,AL10656,85018,PARADISE LIVING CENTERS MONTECITO LLC,3937 EAST MONTECITO AVENUE,AL10656H,PHOENIX,AZ,MARICOPA,(602)909-8442,10
ASSISTED LIVING HOME-DIRECTED,AL4243,85364,PARADISE OASIS,8691 SOUTH MOHAVE LANE,AL4243H,YUMA,AZ,YUMA,(928)329-0481,10
ASSISTED LIVING HOME-DIRECTED,AL11410,85306,"PARADISE SENIOR LIVING, L L C",6108 WEST PARADISE LANE,AL11410H,GLENDALE,AZ,MARICOPA,(602)421-4942,5
ASSISTED LIVING HOME-DIRECTED,AL6565,85032,PARADISE VALLEY ADULT CARE HOME,4302 EAST JANICE WAY,AL6565H,PHOENIX,AZ,MARICOPA,(602)410-2569,10
ASSISTED LIVING HOME-DIRECTED,AL10820,85250,"PARADISE VALLEY CARE HOME, LLC",6838 NORTH ROCKING ROAD,AL10820H,SCOTTSDALE,AZ,MARICOPA,(480)404-6701,10
ASSISTED LIVING HOME-DIRECTED,AL11325,85028,"PARADISE VALLEY FOOTHILLS ASSISTED LIVING, LLC",10431 NORTH 42ND STREET,AL11325H,PHOENIX,AZ,MARICOPA,(602)441-3133,5
ASSISTED LIVING HOME-DIRECTED,AL10816,85050,PARADISE VALLEY LOVING CARE LLC,3324 EAST ORAIBI DRIVE,AL10816H,PHOENIX,AZ,MARICOPA,(602)992-8942,9
ASSISTED LIVING HOME-DIRECTED,AL6228,85253,PARADISE VALLEY SENIOR RETREAT,4801 EAST BERYL AVENUE,AL6228H,PARADISE VALLEY,AZ,MARICOPA,(480)699-4780,10
ASSISTED LIVING HOME-DIRECTED,AL11353,85381,PARADISE WEST ASSISTED SENIOR LIVING LLC,7482 WEST PORT AU PRINCE LANE,AL11353H,PEORIA,AZ,MARICOPA,(623)745-8000,10
ASSISTED LIVING HOME-DIRECTED,AL9373,85395,PARK SENIOR VILLAS AT GOODYEAR,4211 NORTH PEBBLE CREEK PARKWAY (BUILDING #2),AL9373H,GOODYEAR,AZ,MARICOPA,(602)218-7627,10
ASSISTED LIVING HOME-DIRECTED,AL9466,85395,PARK SENIOR VILLAS AT GOODYEAR,4211 NORTH PEBBLE CREEK PARKWAY (BUILDING #1),AL9466H,GOODYEAR,AZ,MARICOPA,(602)218-7627,10
ASSISTED LIVING HOME-DIRECTED,AL9477,85395,PARK SENIOR VILLAS AT GOODYEAR,4211 NORTH PEBBLE CREEK PARKWAY (BUILDING #3),AL9477H,GOODYEAR,AZ,MARICOPA,(602)633-2300,10
ASSISTED LIVING HOME-DIRECTED,AL9512,85395,PARK SENIOR VILLAS AT GOODYEAR,4211 NORTH PEBBLE CREEK PARKWAY (BUILDING #4),AL9512H,GOODYEAR,AZ,MARICOPA,(602)633-2300,10
ASSISTED LIVING HOME-DIRECTED,AL9809,85395,PARK SENIOR VILLAS AT GOODYEAR,4211 NORTH PEBBLE CREEK PARKWAY (BUILDING #5),AL9809H,GOODYEAR,AZ,MARICOPA,(602)633-2300,10
ASSISTED LIVING HOME-DIRECTED,AL9932,85395,PARK SENIOR VILLAS AT GOODYEAR,"4211 NORTH PEBBLE CREEK PARKWAY, (BUILDING #6)",AL9932H,GOODYEAR,AZ,MARICOPA,(602)218-7627,10
ASSISTED LIVING HOME-DIRECTED,AL9945,85748,PARK SENIOR VILLAS AT HOUGHTON - VILLA AA,861 NORTH WHISPERING RABBIT PLACE,AL9945H,TUCSON,AZ,PIMA,(602)218-7627,10
ASSISTED LIVING HOME-DIRECTED,AL9950,85748,PARK SENIOR VILLAS AT HOUGHTON - VILLA BB,881 NORTH WHISPERING RABBIT PLACE,AL9950H,TUCSON,AZ,PIMA,(602)218-7627,10
ASSISTED LIVING HOME-DIRECTED,AL9951,85748,PARK SENIOR VILLAS AT HOUGHTON - VILLA CC,901 NORTH WHISPERING RABBIT PLACE,AL9951H,TUCSON,AZ,PIMA,(602)218-7627,10
ASSISTED LIVING HOME-DIRECTED,AL9952,85748,PARK SENIOR VILLAS AT HOUGHTON - VILLA DD,921 NORTH WHISPERING RABBIT PLACE,AL9952H,TUCSON,AZ,PIMA,(602)218-7627,10
ASSISTED LIVING HOME-DIRECTED,AL9953,85748,PARK SENIOR VILLAS AT HOUGHTON - VILLA EE,941 NORTH WHISPERING RABBIT PLACE,AL9953H,TUCSON,AZ,PIMA,(602)218-7627,10
ASSISTED LIVING HOME-DIRECTED,AL9954,85748,PARK SENIOR VILLAS AT HOUGHTON - VILLA FF,920 NORTH WHISPERING RABBIT PLACE,AL9954H,TUCSON,AZ,PIMA,(602)218-7627,10
ASSISTED LIVING HOME-DIRECTED,AL9955,85748,PARK SENIOR VILLAS AT HOUGHTON - VILLA GG,900 NORTH WHISPERING RABBIT PLACE,AL9955H,TUCSON,AZ,PIMA,(602)218-7627,10
ASSISTED LIVING HOME-DIRECTED,AL9956,85748,PARK SENIOR VILLAS AT HOUGHTON - VILLA HH,880 NORTH WHISPERING RABBIT PLACE,AL9956H,TUCSON,AZ,PIMA,(602)218-7627,10
ASSISTED LIVING HOME-DIRECTED,AL9957,85748,PARK SENIOR VILLAS AT HOUGHTON - VILLA II,860 NORTH WHISPERING RABBIT PLACE,AL9957H,TUCSON,AZ,PIMA,(602)218-7627,10
ASSISTED LIVING HOME-DIRECTED,AL6714,85704,PARK SENIOR VILLAS AT LA CANADA - VILLA A,6901 WEST DESERT HARBOR PLACE,AL6714H,TUCSON,AZ,PIMA,(520)531-0086,10
ASSISTED LIVING HOME-DIRECTED,AL6715,85704,PARK SENIOR VILLAS AT LA CANADA - VILLA B,1460 WEST DESERT HARBOR CIRCLE,AL6715H,TUCSON,AZ,PIMA,(520)531-0086,10
ASSISTED LIVING HOME-DIRECTED,AL6716,85704,PARK SENIOR VILLAS AT LA CANADA - VILLA C,1577 WEST DESERT HARBOR CIRCLE,AL6716H,TUCSON,AZ,PIMA,(520)531-0086,10
ASSISTED LIVING HOME-DIRECTED,AL6717,85704,PARK SENIOR VILLAS AT LA CANADA - VILLA D,1519 WEST DESERT HARBOR CIRCLE,AL6717H,TUCSON,AZ,PIMA,(520)531-0086,10
ASSISTED LIVING HOME-DIRECTED,AL6718,85704,PARK SENIOR VILLAS AT LA CANADA - VILLA E,1563 WEST DESERT HARBOR CIRCLE,AL6718H,TUCSON,AZ,PIMA,(520)531-0086,10
ASSISTED LIVING HOME-DIRECTED,AL6719,85704,PARK SENIOR VILLAS AT LA CANADA - VILLA F,1555 WEST DESERT HARBOR CIRCLE,AL6719H,TUCSON,AZ,PIMA,(520)531-0086,10
ASSISTED LIVING HOME-DIRECTED,AL7316,85704,PARK SENIOR VILLAS AT LA CANADA - VILLA G,1505 WEST DESERT HARBOR CIRCLE,AL7316H,TUCSON,AZ,PIMA,(602)218-7627,10
ASSISTED LIVING HOME-DIRECTED,AL7309,85704,PARK SENIOR VILLAS AT LA CANADA - VILLA H,1495 WEST DESERT HARBOR CIRCLE,AL7309H,TUCSON,AZ,PIMA,(520)531-0086,10
ASSISTED LIVING HOME-DIRECTED,AL7426,85704,PARK SENIOR VILLAS AT LA CANADA - VILLA I,1487 WEST DESERT HARBOR CIRCLE,AL7426H,TUCSON,AZ,PIMA,(602)218-7627,10
ASSISTED LIVING HOME-DIRECTED,AL7427,85704,PARK SENIOR VILLAS AT LA CANADA - VILLA J,1479 WEST DESERT HARBOR CIRCLE,AL7427H,TUCSON,AZ,PIMA,(520)531-0086,10
ASSISTED LIVING HOME-DIRECTED,AL9993,85704,PARK SENIOR VILLAS AT LA CANADA - VILLA K,1464 WEST DESERT HARBOR CIRCLE,AL9993H,TUCSON,AZ,PIMA,(602)218-7627,10
ASSISTED LIVING HOME-DIRECTED,AL9992,85704,PARK SENIOR VILLAS AT LA CANADA - VILLA L,1468 WEST DESERT HARBOR CIRCLE,AL9992H,TUCSON,AZ,PIMA,(602)218-7627,10
ASSISTED LIVING HOME-DIRECTED,AL9963,85704,PARK SENIOR VILLAS AT LA CANADA - VILLA M,6876 NORTH DESERT HARBOR PLACE,AL9963H,TUCSON,AZ,PIMA,(520)531-0086,10
ASSISTED LIVING HOME-DIRECTED,AL9977,85704,PARK SENIOR VILLAS AT LA CANADA - VILLA N,6870 NORTH DESERT HARBOR PLACE,AL9977H,TUCSON,AZ,PIMA,(520)531-0086,10
ASSISTED LIVING HOME-DIRECTED,AL4689,85711,"PARKER'S ADULT CARE, LLC",5201 EAST 3RD STREET,AL4689H,TUCSON,AZ,PIMA,(520)975-4660,10
ASSISTED LIVING HOME-DIRECTED,AL10732,85382,PARKRIDGE ASSISTED LIVING,20978 NORTH 99TH DRIVE,AL10732H,PEORIA,AZ,MARICOPA,(623)444-4848,10
ASSISTED LIVING HOME-DIRECTED,AL8106,85374,PARKVIEW ASSISTED LIVING LLC,18208 NORTH 145TH AVENUE,AL8106H,SURPRISE,AZ,MARICOPA,(602)515-8442,8
ASSISTED LIVING HOME-DIRECTED,AL10960,85374,PARKVIEW CARE HOME LLC,15055 WEST ROCKROSE WAY,AL10960H,SURPRISE,AZ,MARICOPA,(623)231-4370,5
ASSISTED LIVING HOME-DIRECTED,AL11250,85295,PARKVIEW DRIVE HOMECARE LLC,2771 EAST PARKVIEW DRIVE,AL11250H,GILBERT,AZ,MARICOPA,(480)306-6055,8
ASSISTED LIVING HOME-DIRECTED,AL2139,85304,PARKWOOD ADULT CARE HOME,4519 WEST CORRINE DRIVE,AL2139H,GLENDALE,AZ,MARICOPA,(602)978-2316,10
ASSISTED LIVING HOME-DIRECTED,AL10819,85208,PARKWOOD RANCH GROUP HOME,1031 SOUTH CANFIELD,AL10819H,MESA,AZ,MARICOPA,(480)603-5491,5
ASSISTED LIVING HOME-DIRECTED,AL11215,85027,PASEO HIGHLANDS ASSISTED LIVING,3134 WEST ADOBE DAM ROAD,AL11215H,PHOENIX,AZ,MARICOPA,(602)999-7576,10
ASSISTED LIVING HOME-DIRECTED,AL11647,85032,PATHWAYS ASSISTED LIVING LLC,4015 EAST ST JOHN ROAD,AL11647H,PHOENIX,AZ,MARICOPA,(602)399-3337,10
ASSISTED LIVING HOME-DIRECTED,AL5762,85085,PATRICK CARE HOME,27413 NORTH 23RD DRIVE,AL5762H,PHOENIX,AZ,MARICOPA,(623)582-0113,5
ASSISTED LIVING HOME-DIRECTED,AL4961,85205,PEACEFUL AND COMFORT ASSISTED LIVING HOME,6532 EAST HANNIBAL,AL4961H,MESA,AZ,MARICOPA,(480)830-7281,10
ASSISTED LIVING HOME-DIRECTED,AL7402,85379,PEACHTREE ASSISTED LIVING HOME,15550 WEST CAMERON DRIVE,AL7402H,SURPRISE,AZ,MARICOPA,(623)234-8655,8
ASSISTED LIVING HOME-DIRECTED,AL10862,85012,PEAK CARE ASSISTED LIVING PHOENIX LIFE HOME,5930 NORTH CENTRAL AVENUE,AL10862H,PHOENIX,AZ,MARICOPA,(800)906-1030,10
ASSISTED LIVING HOME-DIRECTED,AL10478,85259,PEAK CARE ASSISTED LIVING SCOTTSDALE LIFE HOME,10125 NORTH 131ST PLACE,AL10478H,SCOTTSDALE,AZ,MARICOPA,(800)906-1030,10
ASSISTED LIVING HOME-DIRECTED,AL10527,85260,PEAK CARE ASSISTED LIVING SCOTTSDALE LIFE II HOME,9660 EAST CLINTON AVENUE,AL10527H,SCOTTSDALE,AZ,MARICOPA,(480)939-4474,10
ASSISTED LIVING HOME-DIRECTED,AL11023,85029,PEARL MANOR ASSISTED LIVING,3236 WEST EUGIE AVENUE,AL11023H,PHOENIX,AZ,MARICOPA,(480)208-5137,5
ASSISTED LIVING HOME-DIRECTED,AL11673,85395,PEBBLE CREEK ASSISTED LIVING LLC,2396 NORTH 160TH AVENUE,AL11673H,GOODYEAR,AZ,MARICOPA,(602)725-0268,10
ASSISTED LIVING HOME-DIRECTED,AL11741,85138,PENDO CARE HOME'S,40968 WEST PORTIS DRIVE,AL11741H,MARICOPA,AZ,PINAL,(480)254-0025,6
ASSISTED LIVING HOME-DIRECTED,AL10783,85202,PENNINGTON MANOR ASSISTED LIVING HOME,2730 SOUTH PENNINGTON,AL10783H,MESA,AZ,MARICOPA,(480)687-3603,5
ASSISTED LIVING HOME-DIRECTED,AL11601,85138,PENZI CARE HOME LLC,43448 WEST WILD HORSE TRAIL,AL11601H,MARICOPA,AZ,PINAL,(480)254-0025,6
ASSISTED LIVING HOME-DIRECTED,AL6555,85382,PEORIA ADULT CARE HOME,9012 WEST SANDRA TERRACE,AL6555H,PEORIA,AZ,MARICOPA,(623)876-1432,10
ASSISTED LIVING HOME-DIRECTED,AL8952,85382,"PEORIA ASSISTED LIVING AND HEALTH SERVICES, LLC",15921 NORTH 91ST DRIVE,AL8952H,PEORIA,AZ,MARICOPA,(623)251-4356,9
ASSISTED LIVING HOME-DIRECTED,AL11492,85382,PEORIA CARE HOMES LLC,7233 WEST PARADISE LANE,AL11492H,PEORIA,AZ,MARICOPA,(623)322-1700,5
ASSISTED LIVING HOME-DIRECTED,AL11503,85345,PEORIA VISTA,10430 WEST ROYAL PALM ROAD,AL11503H,PEORIA,AZ,MARICOPA,(623)302-8961,10
ASSISTED LIVING HOME-DIRECTED,AL10377,85257,PERPETUAL HELP ASSISTED LIVING,8201 EAST LEWIS AVENUE,AL10377H,SCOTTSDALE,AZ,MARICOPA,(480)947-3157,5
ASSISTED LIVING HOME-DIRECTED,AL10837,85711,PERSONAL TOUCH HOME FOR  THE AGING LLC,642 SOUTH WILMOT ROAD,AL10837H,TUCSON,AZ,PIMA,(520)265-6305,10
ASSISTED LIVING HOME-DIRECTED,AL7369,85086,PETRADI GREEN DIAMOND GROUP HOME,2210 EAST MADDOCK ROAD,AL7369H,PHOENIX,AZ,MARICOPA,(623)465-2782,5
ASSISTED LIVING HOME-DIRECTED,AL6647,85208,PETRISOR ASSISTED LIVING,11121 EAST DRAGOON AVENUE,AL6647H,MESA,AZ,MARICOPA,(480)284-7682,10
ASSISTED LIVING HOME-DIRECTED,AL10763,85254,PHOENIX ASSISTED LIVING LLC,14403 NORTH 60TH STREET,AL10763H,SCOTTSDALE,AZ,MARICOPA,(602)628-4721,10
ASSISTED LIVING HOME-DIRECTED,AL8132,86004,PINE MEADOWS RANCH,7885 EASY STREET,AL8132H,FLAGSTAFF,AZ,COCONINO,(928)522-8622,10
ASSISTED LIVING HOME-DIRECTED,AL5698,86303,PINEVIEW ADULT CARE HOME,1115 DIXON DRIVE,AL5698H,PRESCOTT,AZ,YAVAPAI,(928)778-3555,10
ASSISTED LIVING HOME-DIRECTED,AL11652,85255,PINNACLE PEAK ASSISTED LIVING HOME LLC,7878 EAST VISTA BONITA DRIVE,AL11652H,SCOTTSDALE,AZ,MARICOPA,(480)490-7856,10
ASSISTED LIVING HOME-DIRECTED,AL9672,85308,PLACE FOR MOM AND DAD ADULT CARE LLC,20006 NORTH 41ST LANE,AL9672H,GLENDALE,AZ,MARICOPA,(623)879-0962,5
ASSISTED LIVING HOME-DIRECTED,AL9295,85206,PLEASANT LIVING - LEISURE WORLD,1221 SOUTH ARROYA CIRCLE,AL9295H,MESA,AZ,MARICOPA,(480)389-0693,10
