rundate,subtype,FACID,FACTYPE,ZIP,LEGALNAME,ADDRESS,LICENSE,LICENSE_EFFECTIVE,LICENSE_EXPIRATION,CITY,state,COUNTY,TELEPHONE,FAXPHONE,CAPACITY,MCAID_CERT,Supp_Service_Provided,N_LON,N_LAT,N_MCODE,N_LCODE,N_BLOCK
44348,BH RESIDENTIAL FACILITY - ADULT,BH5526,1M1,85020,"ADVANCED BEHAVIORAL HEALTH SERVICES, LLC",9417 NORTH 17TH PLACE,BH5526,44075,44439,PHOENIX,AZ,MARICOPA,(520)661-2594,(480)577-7236,5,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5809,1M1,85338,"AFFINITY BEHAVIORAL CARE, LLC",16800 WEST ROOSEVELT STREET,BH5809,44075,44439,GOODYEAR,AZ,MARICOPA,(480)590-6877,(480)590-6878,6,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5811,1M1,85338,"AFFINITY BEHAVIORAL CARE, LLC",1946 SOUTH 174TH LANE,BH5811,44075,44439,GOODYEAR,AZ,MARICOPA,(480)590-6877,(480)590-6878,6,T,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5812,1M1,85338,"AFFINITY BEHAVIORAL CARE, LLC",560 NORTH 159TH LANE,BH5812,44075,44439,GOODYEAR,AZ,MARICOPA,(480)590-6877,(480)590-6878,10,,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5813,1M1,85338,"AFFINITY BEHAVIORAL CARE, LLC",16575 WEST ROOSEVELT STREET,BH5813,44075,44439,GOODYEAR,AZ,MARICOPA,(480)590-6877,(480)590-6878,10,T,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5810,1M1,85395,"AFFINITY BEHAVOIRAL CARE, LLC",4349 NORTH 161ST AVENUE,BH5810,44075,44439,GOODYEAR,AZ,MARICOPA,(480)590-6877,(480)590-6878,6,,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6203,1M1,85029,AFYA HEALTH LLC,3548 WEST SAHUARO DRIVE,BH6203,43936,44651,PHOENIX,AZ,MARICOPA,(623)330-2127,(   )   -,9,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5301,1M1,85041,"AGAVE RESIDENTIAL CARE HOME, LLC",3013 WEST POLLACK STREET,BH5301,44136,44500,PHOENIX,AZ,MARICOPA,(602)802-9655,(602)601-7402,5,T,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5320,1M1,85140,ALIGN GROUP HOME LLC,1460 EAST BAKER DRIVE,BH5320,43831,44561,SAN TAN VALLEY,AZ,PINAL,(602)753-4733,(602)388-4240,10,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6273,1M1,85142,ALIGN GROUP HOME LLC,22264 EAST PECAN LANE,BH6273,43997,44712,QUEEN CREEK,AZ,MARICOPA,(480)707-1824,(602)388-4240,10,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6729,1M1,85339,"ALL MINDS CRAVE SUCCESS, LLC",4825 WEST ELLIS STREET,BH6729,44260,44620,LAVEEN,AZ,MARICOPA,(779)248-1040,(   )   -,5,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6149,1M1,85282,ALLIANCE BEHAVIORAL CARE L L C,2107 EAST GENEVA DRIVE,BH6149,43938,44651,TEMPE,AZ,MARICOPA,(480)590-6558,(480)590-6559,10,T,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5814,1M1,85297,ALLIANCE BEHAVIORAL CARE LLC,1101 EAST GOLDCREST STREET,BH5814,44075,44439,GILBERT,AZ,MARICOPA,(225)802-1717,(480)590-6559,10,,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5815,1M1,85203,ALLIANCE BEHAVIORAL CARE LLC,1024 NORTH RIDGE CIRCLE,BH5815,44075,44439,MESA,AZ,MARICOPA,(225)802-1717,(480)590-6559,10,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5816,1M1,85295,ALLIANCE BEHAVIORAL CARE LLC,1469 EAST IVANHOE STREET,BH5816,44075,44439,GILBERT,AZ,MARICOPA,(225)802-1717,(480)590-6559,10,T,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5817,1M1,85295,ALLIANCE BEHAVIORAL CARE LLC,230 EAST FRANCES LANE,BH5817,44075,44439,GILBERT,AZ,MARICOPA,(225)802-1717,(480)590-6559,10,,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5818,1M1,85338,ALLIANCE BEHAVIORAL CARE LLC,16781 WEST HILTON AVENUE,BH5818,44075,44439,GOODYEAR,AZ,MARICOPA,(225)802-1717,(480)590-6559,10,T,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6075,1M1,85295,ALLIANCE BEHAVIORAL CARE LLC,3447 EAST DUBLIN STREET,BH6075,43888,44592,GILBERT,AZ,MARICOPA,(480)590-6558,(480)590-6559,10,T,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6407,1M1,85006,ALLIANCE BEHAVIORAL CARE LLC,1402 EAST HOOVER AVENUE,BH6407,44117,44469,PHOENIX,AZ,MARICOPA,(480)590-6558,(480)590-6559,10,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6529,1M1,85295,ALLIANCE BEHAVIORAL CARE LLC,2840 SOUTH CHAPARRAL BLVD,BH6529,44174,44530,GILBERT,AZ,MARICOPA,(480)590-6558,(480)590-6559,10,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6851,1M1,85035,ALMERIA BEHAVIORAL HEALTH,7132 WEST ALMERIA ROAD,BH6851,44327,44681,PHOENIX,AZ,MARICOPA,(602)888-6779,(312)610-5767,5,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5878,1M1,85023,ALPHA GROUP HOMES LLC,15419 NORTH 23RD LANE,BH5878,44044,44408,PHOENIX,AZ,MARICOPA,(480)840-4531,(602)374-5722,10,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5626,1M1,85053,ALPINE VILLA,3113 WEST PORT AU PRINCE LANE,BH5626,43800,44530,PHOENIX,AZ,MARICOPA,(602)292-2010,(602)325-2283,5,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6051,1M1,85032,ALPINE VILLA 29,14414 NORTH 29TH STREET,BH6051,43886,44592,PHOENIX,AZ,MARICOPA,(602)292-2010,(602)325-2283,10,,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6072,1M1,85308,ALPINE VILLA LINDNER,17219 NORTH LINDNER DRIVE,BH6072,43846,44561,GLENDALE,AZ,MARICOPA,(602)292-2010,(602)325-2283,10,T,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5230,1M1,85053,ALPINE VILLA LLC,3530 WEST CARIBBEAN LANE,BH5230,44044,44408,PHOENIX,AZ,MARICOPA,(602)292-2010,(602)325-2283,10,T,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5711,1M1,85015,ALPINE VILLA LUKE,2144 WEST LUKE AVENUE,BH5711,43862,44592,PHOENIX,AZ,MARICOPA,(602)292-2010,(602)325-2283,5,T,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6565,1M1,85022,ALPINE VILLA PARADISE,4610 WEST PARADISE,BH6565,44172,44530,PHOENIX,AZ,MARICOPA,(602)325-2283,(   )   -,5,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH4066,1M1,86336,ALTERNATIVE TO MEDS CENTER,185 ROADRUNNER DRIVE,BH4066,44044,44408,SEDONA,AZ,COCONINO,(928)282-3744,(928)282-1219,18,T,,-111.814473,34.864313,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6262,1M1,85212,AMAZING HOPE BEHAVIORAL HOME,7103 EAST ONZA AVENUE,BH6262,43990,44712,MESA,AZ,MARICOPA,(571)338-0607,(480)232-1342,5,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6707,1M1,85028,"AMERICAN CARE HOMES, INC",10411 NORTH 42ND STREET,BH6707,44312,44651,PHOENIX,AZ,MARICOPA,(602)277-8721,(602)224-1357,10,,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH4046,1M1,85018,"AMERICAN CARE HOMES, INC.",4144 NORTH 36TH STREET,BH4046,44044,44408,PHOENIX,AZ,MARICOPA,(602)277-8724,(602)224-1357,5,T,PERSONAL CARE SERVICES,-112.004347,33.496741,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH4782,1M1,85018,"AMERICAN CARE HOMES, INC.",4148 NORTH 36TH STREET,BH4782,44197,44561,PHOENIX,AZ,MARICOPA,(602)277-8721,(602)224-1357,5,T,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6554,1M1,85213,AMS LIVING LLC,3058 EAST NANCE STREET,BH6554,44238,44592,MESA,AZ,MARICOPA,(480)760-5303,(   )   -,10,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5905,1M1,85143,"ANGEL FAMILY CARE, LLC",28370 NORTH GOLD LANE,BH5905,44079,44439,SAN TAN VALLEY,AZ,PINAL,(480)720-3393,(   )   -,9,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5941,1M1,85033,ANGEL HEART BEHAVIORAL HEALTH II LLC,7432 WEST GLENROSA AVENUE,BH5941,43798,44500,PHOENIX,AZ,MARICOPA,(207)409-6515,(623)777-0427,9,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6148,1M1,85037,ANGEL HEART BEHAVIORAL HEALTH III LLC,9223 WEST MEADOWBROOK AVENUE,BH6148,43920,44620,PHOENIX,AZ,MARICOPA,(480)930-0120,(623)770-0082,5,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6588,1M1,85353,ANGEL HEART BEHAVIORAL HEALTH V LLC,3909 SOUTH 103RD DRIVE,BH6588,44201,44561,TOLLESON,AZ,MARICOPA,(207)409-6515,(623)777-0082,5,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5440,1M1,85037,"ANGEL HEART BEHAVIORAL HEALTH, LLC",11114 WEST COLLEGE DRIVE,BH5440,43952,44681,PHOENIX,AZ,MARICOPA,(207)409-6515,(623)777-0427,9,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6349,1M1,85043,ANGELIC BEHAVIORAL HEALTH LLC,7932 WEST HILTON AVENUE,BH6349,44069,44408,PHOENIX,AZ,MARICOPA,(602)888-6779,(312)610-5767,8,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5618,1M1,85298,ANGELIC HOMES L L C,2869 EAST ISAIAH AVENUE,BH5618,43891,44620,GILBERT,AZ,MARICOPA,(480)231-0607,(   )   -,9,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6118,1M1,85353,ANNIE'S HOME,8517 WEST CHICKASAW STREET,BH6118,43963,44681,TOLLESON,AZ,MARICOPA,(602)503-9139,(   )   -,5,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6280,1M1,85043,"ARCADIAN HOMES, LLC",5924 WEST TRUMBULL ROAD,BH6280,44020,44377,PHOENIX,AZ,MARICOPA,(919)412-3495,(602)334-4237,5,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5860,1M1,85266,ARIZONA ADDICTION CENTER,6885 EAST PINNACLE VISTA DRIVE,BH5860,44105,44469,SCOTTSDALE,AZ,MARICOPA,(480)267-8491,(480)452-0988,10,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6248,1M1,85138,"ARIZONA ALTERNATIVE SUPPORT, L L C",36379 WEST EL GRECO STREET,BH6248,43999,44712,MARICOPA,AZ,PINAL,(774)253-7365,(   )   -,5,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6399,1M1,85610,ARIZONA CENTER FOR RECOVERY - A NEW DIRECTION,2491 WEST JEFFERSON ROAD,BH6399,44097,44439,ELFRIDA,AZ,COCHISE,(561)577-5155,(   )   -,16,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH1828,1M1,85051,"ARIZONA HEALTH CARE CONTRACT MANAGEMENT SERVICES, INC.-HAYWARD",7722 NORTH 42ND AVENUE,BH1828,44044,44408,PHOENIX,AZ,MARICOPA,(602)230-2222,(602)230-2026,8,T,,-112.150061,33.550632,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH1844,1M1,85306,"ARIZONA HEALTH CARE CONTRACT MANAGEMENT SERVICES, INC.-KINGS RESIDENTIAL PROGRAM",6627 WEST KINGS AVENUE,BH1844,44136,44500,GLENDALE,AZ,MARICOPA,(602)230-2222,(602)230-2026,5,T,,-112.201614,33.634014,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH2110,1M1,85303,"ARIZONA HEALTH CARE CONTRACT MANAGEMENT SERVICES, INC.-NORTHWOOD",4301 WEST WINDROSE DRIVE,BH2110,44044,44408,GLENDALE,AZ,MARICOPA,(602)230-2222,(602)230-2026,8,T,,-112.151653,33.601313,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH1347,1M1,85203,"ARIZONA HEALTH CARE CONTRACT MANAGEMENT SERVICES, INC.-QUAIL CREEK RES PROGRAM",1829 EAST 2ND STREET,BH1347,44136,44500,MESA,AZ,MARICOPA,(602)230-2222,(602)230-2026,4,T,,-111.791885,33.418824,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH1698,1M1,85020,"ARIZONA HEALTH CARE CONTRACT MANAGEMENT SERVICES, INC.-WARD MANOR",1018 EAST EL CAMINITO,BH1698,43983,44712,PHOENIX,AZ,MARICOPA,(602)230-2222,(602)230-2026,9,T,,-112.060279,33.558984,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH1784,1M1,85023,"ARIZONA HEALTH CARE CONTRACT MANAGEMENT SERVICES, INC./ CROCUS HOUSE",3048 WEST CROCUS AVENUE,BH1784,43922,44651,PHOENIX,AZ,MARICOPA,(602)230-2222,(602)230-2026,5,T,,-112.123692,33.615381,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH1790,1M1,85051,"ARIZONA HEALTH CARE CONTRACT MANAGEMENT SERVICES, INC./IRONWOOD",10010 NORTH 36TH AVENUE,BH1790,43922,44651,PHOENIX,AZ,MARICOPA,(602)230-2222,(602)230-2026,5,T,,-112.136315,33.576252,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH2625,1M1,85015,"ARIZONA HEALTH CARE CONTRACT MANAGEMENT SERVICES, INC./KEIM HOUSE",2208 WEST KEIM DRIVE,BH2625,43952,44681,PHOENIX,AZ,MARICOPA,(602)230-2222,(602)230-2026,8,T,,-112.106726,33.527459,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH2609,1M1,85021,"ARIZONA HEALTH CARE CONTRACT MANAGEMENT SERVICES, INC./STATE HOUSE",2022 WEST STATE AVENUE,BH2609,43922,44651,PHOENIX,AZ,MARICOPA,(602)230-2222,(602)230-2026,8,T,,-112.102843,33.544558,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6514,1M1,85043,"ARIZONA HOME OF MIRACLES, LLC",3205 SOUTH 63RD LANE,BH6514,44251,44592,PHOENIX,AZ,MARICOPA,(612)306-0639,(   )   -,5,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6866,1M1,85041,ARIZONA HOMES OF MIRACLES LLC,2534 WEST SAINT CATHERINE AVENUE,BH6866,44340,44681,PHOENIX,AZ,MARICOPA,(612)306-0639,(   )   -,5,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH2581,1M1,85223,ARIZONA MENTOR - ARIZONA CITY,8428 WEST ROYAL BLACKHEATH,BH2581,43922,44651,ARIZONA CITY,AZ,PINAL,(602)200-9494,(602)497-4984,7,T,,-111.65833,32.750544,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH2877,1M1,85037,ARIZONA MENTOR - AZTEC,2413 NORTH 92ND LANE,BH2877,43922,44651,PHOENIX,AZ,MARICOPA,(602)200-9494,(602)567-2062,5,T,,-112.258189,33.475916,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH3511,1M1,85028,ARIZONA MENTOR - CACTUS,12002 NORTH 28TH STREET,BH3511,44197,44561,PHOENIX,AZ,MARICOPA,(602)200-9494,(602)567-4939,7,T,,-112.02196,33.595057,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH2740,1M1,85037,ARIZONA MENTOR - CAMBRIDGE,9131 WEST CAMBRIDGE AVENUE,BH2740,43891,44620,PHOENIX,AZ,MARICOPA,(602)200-9494,(480)497-4984,5,T,,-112.256215,33.476447,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH2778,1M1,85037,ARIZONA MENTOR - CHESTNUT,9287 WEST BELVOIR ROAD,BH2778,43952,44681,PHOENIX,AZ,MARICOPA,(602)200-9494,(602)567-2062,5,T,,-112.260313,33.473487,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH2876,1M1,85225,ARIZONA MENTOR - CURRY,874 SOUTH SUNSET COURT,BH2876,43862,44592,CHANDLER,AZ,MARICOPA,(602)200-9494,(602)567-2062,5,T,,-111.851837,33.292542,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH2779,1M1,85339,ARIZONA MENTOR - DESERT WIND,7223 SOUTH 71ST LANE,BH2779,44105,44469,LAVEEN,AZ,MARICOPA,(602)200-9494,(602)497-4984,5,T,,-112.212575,33.381209,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH2582,1M1,85305,ARIZONA MENTOR - ECHO,8851 WEST NORTHVIEW AVENUE,BH2582,43891,44620,GLENDALE,AZ,MARICOPA,(602)200-9494,(602)567-4939,5,T,,-112.249253,33.542048,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH3412,1M1,85037,ARIZONA MENTOR - EVERGREEN,9225 WEST ELM STREET,BH3412,44044,44408,PHOENIX,AZ,MARICOPA,(602)200-9494,(602)497-4984,5,T,,-112.258841,33.506136,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH3163,1M1,85339,ARIZONA MENTOR - HAWTHORNE,5621 SOUTH 51ST DRIVE,BH3163,44013,44377,LAVEEN,AZ,MARICOPA,(602)200-9494,(602)497-4984,5,T,,-112.168965,33.394872,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH2627,1M1,85209,ARIZONA MENTOR - KEATS,7561 EAST KEATS,BH2627,43952,44681,MESA,AZ,MARICOPA,(602)200-9494,(602)497-4984,5,T,,-111.669552,33.377056,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH2633,1M1,85037,ARIZONA MENTOR - MEADOWBROOK,8439 WEST MEADOWBROOK,BH2633,44044,44408,PHOENIX,AZ,MARICOPA,(602)200-9494,(602)497-4984,5,T,,-112.241724,33.503271,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH2268,1M1,85122,ARIZONA MENTOR - MELISSA,1668 EAST MELISSA STREET,BH2268,43922,44651,CASA GRANDE,AZ,PINAL,(602)908-0416,(602)497-4984,5,T,,-111.71573,32.875436,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH2651,1M1,85120,ARIZONA MENTOR - OCOTILLO,1918 SOUTH OCOTILLO DRIVE,BH2651,44075,44439,APACHE JUNCTION,AZ,PINAL,(602)200-9494,(602)497-4984,5,T,,-111.570102,33.398631,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH2477,1M1,85122,ARIZONA MENTOR - RACINE,621 WEST RACINE LOOP,BH2477,44075,44439,CASA GRANDE,AZ,PINAL,(602)200-9494,(602)497-4984,5,T,,-111.763531,32.905232,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH2269,1M1,85308,ARIZONA MENTOR - UNION HILLS,18244 NORTH 39TH DRIVE,BH2269,43922,44651,GLENDALE,AZ,MARICOPA,(602)200-9494,(602)497-4984,5,T,,-112.144818,33.652452,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH2270,1M1,85282,ARIZONA MENTOR - VERLEA,1316 EAST VERLEA DRIVE,BH2270,43922,44651,TEMPE,AZ,MARICOPA,(602)200-9494,(602)497-4984,5,T,,-111.916321,33.403586,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH4440,1M1,85381,ARIZONA MENTOR-JASMINE,12502 NORTH 85TH LANE,BH4440,43862,44592,PEORIA,AZ,MARICOPA,(602)200-9494,(602)567-2062,8,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5118,1M1,85715,ARIZONA REHAB CAMPUS LLC,"6944 EAST TANQUE VERDE ROAD, BUILDING A, B, C, D&F",BH5118,43952,44681,TUCSON,AZ,PIMA,(520)400-4111,(520)777-5752,160,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6435,1M1,85138,"ARIZONA SHALOM CENTER, LLC",22453 NORTH VAN DER VEEN WAY,BH6435,44267,44620,MARICOPA,AZ,PINAL,(480)358-7189,(   )   -,6,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6210,1M1,85041,"ARMO FAMILY SERVICES, L L C",6610 SOUTH 23RD AVENUE,BH6210,43966,44681,PHOENIX,AZ,MARICOPA,(775)313-6145,(   )   -,5,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH4926,1M1,85225,ARMS OF LOVE BEHAVIORAL,2402 EAST NATHAN WAY,BH4926,44013,44377,CHANDLER,AZ,MARICOPA,(480)329-0820,(480)410-6757,5,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH4535,1M1,85085,ASCEND BEHAVIORAL HEALTH AND WELLNESS,27818 NORTH 24TH LANE,BH4535,44166,44530,PHOENIX,AZ,MARICOPA,(623)879-9522,(602)258-9983,5,T,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH4536,1M1,85086,ASCEND BEHAVIORAL HEALTH AND WELLNESS,35005 NORTH 27TH LANE,BH4536,44166,44530,PHOENIX,AZ,MARICOPA,(623)879-9522,(623)258-9983,10,,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5682,1M1,85086,ASCEND BEHAVIORAL HEALTH AND WELLNESS,3054 WEST LEISURE LANE,BH5682,43862,44592,PHOENIX,AZ,MARICOPA,(602)460-1449,(602)258-9983,10,,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH4640,1M1,85085,"ASCEND BEHAVIORAL HEALTH AND WELLNESS, LLC",2432 WEST EAGLE FEATHER ROAD,BH4640,43983,44712,PHOENIX,AZ,MARICOPA,(623)879-9522,(602)258-9983,10,T,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH4897,1M1,85085,"ASCEND BEHAVIORAL HEALTH AND WELLNESS, LLC",512 WEST YEARLING ROAD,BH4897,43952,44681,PHOENIX,AZ,MARICOPA,(623)879-9522,(602)258-9983,10,T,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5290,1M1,85085,"ASCEND BEHAVIORAL HEALTH AND WELLNESS, LLC",33508 NORTH 24TH LANE,BH5290,44136,44500,PHOENIX,AZ,MARICOPA,(623)879-9522,(602)258-9983,10,T,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5507,1M1,85085,"ASCEND BEHAVIORAL HEALTH AND WELLNESS, LLC",1812 WEST HORSETAIL TRAIL,BH5507,44044,44408,PHOENIX,AZ,MARICOPA,(623)879-9522,(602)258-9983,10,T,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5881,1M1,85086,"ASCEND BEHAVIORAL HEALTH AND WELLNESS, LLC",36106 NORTH 30TH AVENUE,BH5881,44044,44408,PHOENIX,AZ,MARICOPA,(602)460-1449,(602)258-9983,10,T,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6031,1M1,85085,"ASCEND BEHAVIORAL HEALTH AND WELLNESS, LLC",2029 WEST CALEB ROAD,BH6031,43819,44530,PHOENIX,AZ,MARICOPA,(602)460-1449,(623)249-4272,10,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6209,1M1,85085,"ASCEND BEHAVIORAL HEALTH AND WELLNESS, LLC",3204 WEST QUAIL TRACK DRIVE,BH6209,43936,44651,PHOENIX,AZ,MARICOPA,(602)460-1449,(623)249-4272,10,,PERSONAL CARE SERVICES,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6351,1M1,85083,"ASCEND BEHAVIORAL HEALTH AND WELLNESS, LLC",3308 WEST DESERT VISTA TRAIL,BH6351,44049,44408,PHOENIX,AZ,MARICOPA,(602)460-1449,(602)606-9901,10,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6541,1M1,85086,"ASCEND BEHAVIORAL HEALTH AND WELLNESS, LLC",3418 WEST LITTLE HOPI DRIVE,BH6541,44158,44500,PHOENIX,AZ,MARICOPA,(602)460-1449,(602)606-9901,10,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5849,1M1,85086,"ASCEND BEHAVIORAL HEALTHA AND WELLNESS, LLC",35808 NORTH 34TH LANE,BH5849,44013,44377,PHOENIX,AZ,MARICOPA,(602)460-1449,(606)225-8998,10,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6721,1M1,85138,ASSURANCE BEHAVIORAL HEALTH,43713 WEST COWPATH ROAD,BH6721,44301,44651,MARICOPA,AZ,PINAL,(702)333-1259,(702)608-7752,10,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5689,1M1,85326,ASTERI GROUP HOME L L C,23172 WEST ASHLEIGH MARIE DRIVE,BH5689,43891,44620,BUCKEYE,AZ,MARICOPA,(480)938-3815,(623)249-5378,5,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6200,1M1,85326,ASTERI GROUP HOME LLC,25847 WEST WILLIAMS STREET,BH6200,43956,44681,BUCKEYE,AZ,MARICOPA,(480)938-3815,(   )   -,5,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6469,1M1,85339,AT PEACE BEHAVIOR MANAGEMENT LLC,7330 WEST SAINT CHARLES AVENUE,BH6469,44208,44561,LAVEEN,AZ,MARICOPA,(310)890-6047,(   )   -,5,,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6640,1M1,85745,AVRA VALLEY RELIANCE BEHAVIORAL HOME LLC,2010 WEST GRANT ROAD,BH6640,44244,44592,TUCSON,AZ,PIMA,(978)729-2869,(520)622-0487,10,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH5269,1M1,85014,AXIOM CARE WHITTON,1106 EAST WHITTON AVENUE,BH5269,43922,44651,PHOENIX,AZ,MARICOPA,(602)626-8112,(602)297-6758,24,T,,,,,,
44348,BH RESIDENTIAL FACILITY - ADULT,BH6769,1M1,85023,"AZ BEHAVIORAL HEALTH SERVICES, LLC",2126 WEST COOLBROOK AVENUE,BH6769,44333,44681,PHOENIX,AZ,MARICOPA,(919)641-8952,(   )   -,5,,,,,,,
