HEART TO HEART,RESIDENTIAL FACILITY FOR GROUPS,,7558-AGC-9,Active,12/31/2021,RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS,N/A,,201 RHODES ROAD RENO NV 89511,,NV,WASHOE,,775-720-4603,01/01/2013,KIRSTEN CHILDERS,Administrator,7,0
HELPING HANDS CARE HOME,RESIDENTIAL FACILITY FOR GROUPS,,3675-AGC-29,Active,12/31/2021,ALZHEIMER DISEASE,N/A,,2757 GALLANT HILLS DRIVE LAS VEGAS NV 89135,,NV,CLARK,,702-324-0314,09/04/2003,CRESENCIA SMITH,Administrator,6,0
HELPING HANDS CARE HOME II,RESIDENTIAL FACILITY FOR GROUPS,,6262-AGC-13,Active,12/31/2021,"ALZHEIMER DISEASE, CHRONIC ILLNESS, INDIVIDUALS WITH INTELLECTUAL DISABILITES, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,11745 STONEWALL SPRINGS AVE LAS VEGAS NV 89138,,NV,CLARK,,702-445-0088,03/18/2011,LOURDES MANGUINO,Administrator,10,0
HENDERSON CARE HOME,RESIDENTIAL FACILITY FOR GROUPS,,9981-AGC-1,Active,12/31/2021,"ALZHEIMER DISEASE, CHRONIC ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,609 CADENCE VISTA DRIVE HENDERSON NV 89011,,NV,CLARK,,725-735-6911,07/30/2020,CHRISTOPHER LANE,Administrator,10,0
HERITAGE SPRINGS ASSISTED LIVING & MEMORY CARE,RESIDENTIAL FACILITY FOR GROUPS,,9830-AGC-1,Active,12/31/2021,"ALZHEIMER DISEASE, ASSISTED LIVING SERVICES, CHRONIC ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,8720 W FLAMINGO RD LAS VEGAS NV 89147,,NV,CLARK,,702-360-6023,04/21/2020,ESMERALDA DE LA TORRE,Administrator,127,0
HIGHLAND INN OF ELKO,RESIDENTIAL FACILITY FOR GROUPS,,5654-AGC-16,Active,12/31/2021,"ASSISTED LIVING SERVICES, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,2850 RUBY VISTA DR ELKO NV 89801,,NV,ELKO,,775-753-3727,05/24/2010,DREW BANFORD,Administrator,57,0
HIGHLAND INN OF FALLON,RESIDENTIAL FACILITY FOR GROUPS,,5653-AGC-16,Active,12/31/2021,"ASSISTED LIVING SERVICES, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,550 N SHERMAN ST FALLON NV 89406,,NV,CHURCHILL,,775-423-7800,08/31/2010,HEATHER DEITRICK,Administrator,37,0
HILLSIDE MANOR AT MOUNTAINS EDGE,RESIDENTIAL FACILITY FOR GROUPS,,5316-AGC-20,Active,12/31/2021,"ALZHEIMER DISEASE, CHRONIC ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,9651 TRATTORIA ST LAS VEGAS NV 89178,,NV,CLARK,,702-485-1876,05/14/2009,PRESCILA BARCELON,Administrator,9,0
HOLY ANGEL CARE HOME I,RESIDENTIAL FACILITY FOR GROUPS,,8156-AGC-9,Active,12/31/2021,ALZHEIMER DISEASE,N/A,,1517 GENTLE BROOK STREET N. LAS VEGAS NV 89084,,NV,CLARK,,702-443-1964,11/18/2014,CYNTHIA MORRIS,Administrator,10,0
HOLY CHILD RESIDENTIAL CARE HOME,RESIDENTIAL FACILITY FOR GROUPS,,3879-AGC-21,Active,12/31/2021,RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS,N/A,,2225 JESTER COURT RENO NV 89503,,NV,WASHOE,,775-787-2100,10/29/2003,NENA VALERA,Administrator,6,0
HOLY CHILD RESIDENTIAL CARE IV,RESIDENTIAL FACILITY FOR GROUPS,,4582-AGC-17,Active,12/31/2021,RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS,N/A,,5825 TAPPAN DRIVE RENO NV 89523,,NV,WASHOE,,775-746-8181,06/13/2006,NENA VALERA,Administrator,5,0
HOLY FAMILY HOME CARE,RESIDENTIAL FACILITY FOR GROUPS,,3658-AGC-26,Active,12/31/2021,MENTAL ILLNESS,N/A,,3235 DELNA DRIVE SPARKS NV 89431,,NV,WASHOE,,775-815-3768,01/01/2003,NELIA V. BUENDIA,Administrator,8,0
HONEYBEE HOME,RESIDENTIAL FACILITY FOR GROUPS,,2769-AGC-25,Active,12/31/2021,CHRONIC ILLNESS,N/A,,1821 E AMBUSH ST PAHRUMP NV 89041,,NV,NYE,,775-751-3611,07/19/2000,PATRICIA RIPPIE,Administrator,10,0
HORIZON HILLS RESIDENTIAL GROUP CARE I,RESIDENTIAL FACILITY FOR GROUPS,,119-AGC-30,Active,12/31/2021,"MENTAL ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,8115 MOHAWK LANE RENO NV 89506,,NV,WASHOE,,775-750-0006,01/01/1998,WARLITO PIZARRO,Administrator,8,0
HOUSE OF GRACE,RESIDENTIAL FACILITY FOR GROUPS,,4185-AGC-17,Active,12/31/2021,"CHRONIC ILLNESS, MENTAL ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,7017 CARMEN BLVD LAS VEGAS NV 89128,,NV,CLARK,,702-240-8555,01/01/2005,HERMANDO M. ESGUERRA,Administrator,20,10
IN TOUCH RESIDENTIAL CARE I,RESIDENTIAL FACILITY FOR GROUPS,,2724-AGC-26,Active,12/31/2021,"CHRONIC ILLNESS, MENTAL ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,4131 SATINWOOD DR LAS VEGAS NV 89147,,NV,CLARK,,702-362-1970,02/02/2000,TERESITA C. ENRIQUEZ,Administrator,7,0
IN TOUCH RESIDENTIAL CARE II,RESIDENTIAL FACILITY FOR GROUPS,,3730-AGC-21,Active,12/31/2021,"CHRONIC ILLNESS, MENTAL ILLNESS",N/A,,7457 WALNUT CREEK DRIVE LAS VEGAS NV 89147,,NV,CLARK,,702-876-7783,08/21/2003,TERESITA ENRIQUEZ,Administrator,8,0
INFINITE CARE,RESIDENTIAL FACILITY FOR GROUPS,,5704-AGC-16,Active,12/31/2021,"CHRONIC ILLNESS, MENTAL ILLNESS, INDIVIDUALS WITH INTELLECTUAL DISABILITES",N/A,,3821 TOPAZ ST LAS VEGAS NV 89121,,NV,CLARK,,702-722-2896,06/01/2010,CRISANTA PASION,Administrator,10,0
INSPIRATIONS SENIOR LIVING IN PAHRUMP,RESIDENTIAL FACILITY FOR GROUPS,,7556-AGC-14,Active,12/31/2021,"ALZHEIMER DISEASE, ASSISTED LIVING SERVICES, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,931 HONEYSUCKLE STREET PAHRUMP NV 89048,,NV,NYE,,775-751-2300,05/02/2013,JANESSA BECKER,Administrator,78,0
JCR HOME CARE INC,RESIDENTIAL FACILITY FOR GROUPS,,4093-AGC-21,Active,12/31/2021,ALZHEIMER DISEASE,N/A,,7160 DARBY AVE LAS VEGAS NV 89117,,NV,CLARK,,702-453-3861,03/30/2005,JASMINE CASTILLO,Administrator,10,0
JOHNNY ANGEL'S CARE HOME,RESIDENTIAL FACILITY FOR GROUPS,,8983-AGC-3,Active,12/31/2021,"ALZHEIMER DISEASE, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,4460 MARLENA CIRCLE LAS VEGAS NV 89108,,NV,CLARK,,702-636-1140,07/23/2018,REBECCA WOLFKILL,Administrator,10,0
JOHNSON GROUP CARE #1,RESIDENTIAL FACILITY FOR GROUPS,,240-AGC-24,Active,12/31/2021,"MENTAL ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,1895 CARVILLE DR RENO NV 89512,,NV,WASHOE,,775-786-5359,01/01/1998,PEGGY MONTGOMERY,Administrator,6,0
JOHNSON GROUP CARE #2,RESIDENTIAL FACILITY FOR GROUPS,,241-AGC-25,Active,12/31/2021,"MENTAL ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,1240 E 10TH STREET RENO NV 89512,,NV,WASHOE,,775-322-1024,01/01/1998,PEGGY MONTGOMERY,Administrator,9,0
JOYFUL SENIOR CARE,RESIDENTIAL FACILITY FOR GROUPS,,2973-AGC-23,Active,12/31/2021,ALZHEIMER DISEASE,N/A,,5408 TOPAZ STREET LAS VEGAS NV 89120,,NV,CLARK,,702-433-3735,03/13/2000,JOSEPHINE EUGENIO,Administrator,10,0
JOYFUL SENIOR CARE HAVEN 2,RESIDENTIAL FACILITY FOR GROUPS,,3888-AGC-18,Active,12/31/2021,ALZHEIMER DISEASE,N/A,,4353 JODI AVE LAS VEGAS NV 89120,,NV,CLARK,,702-433-3735,04/30/2004,JOSEPHINE EUGENIO,Administrator,10,0
JTM GROUP HOME,RESIDENTIAL FACILITY FOR GROUPS,,4564-AGC-18,Active,12/31/2021,RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS,N/A,,1435 AKARD DRIVE RENO NV 89503,,NV,WASHOE,,775-747-1433,03/26/2007,ALAN RAYMOND BARCELON,Administrator,8,0
KIND HEARTS CARE HOME LLC,RESIDENTIAL FACILITY FOR GROUPS,,8720-AGC-4,Active,12/31/2021,ALZHEIMER DISEASE,N/A,,386 SEVERN CT HENDERSON NV 89002,,NV,CLARK,,702-629-3594,03/15/2017,IREDILA BYNUM,Administrator,7,0
KINGS ROW RESIDENCE,RESIDENTIAL FACILITY FOR GROUPS,,9409-AGC-2,Active,12/31/2021,RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS,N/A,,1254 SAINT ALBERTS DR RENO NV 89503,,NV,WASHOE,,775-746-4419,09/13/2019,ROSEMARY ORANTES,Administrator,10,0
KRYSTONS HOME CARE,RESIDENTIAL FACILITY FOR GROUPS,,3266-AGC-24,Active,12/31/2021,"CHRONIC ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,881 W GOLDEN VALLEY ROAD RENO NV 89506,,NV,WASHOE,,775-972-1414,03/28/2001,RHODORA ESTRADA,Administrator,6,0
KRYSTONS HOME CARE II,RESIDENTIAL FACILITY FOR GROUPS,,3659-AGC-22,Active,12/31/2021,"MENTAL ILLNESS, INDIVIDUALS WITH INTELLECTUAL DISABILITES",N/A,,7990 ZINFANDEL DRIVE RENO NV 89506,,NV,WASHOE,,775-772-3452,10/29/2002,RHODORA ESTRADA,Administrator,6,0
L & J GROUP HOMECARE,RESIDENTIAL FACILITY FOR GROUPS,,4409-AGC-19,Active,12/31/2021,"MENTAL ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,1604 WILDWOOD DRIVE LAS VEGAS NV 89108,,NV,CLARK,,702-331-5482,09/27/2005,ROSALLEN AZUCENA,Administrator,10,0
L & N HOME CARE,RESIDENTIAL FACILITY FOR GROUPS,,253-AGC-31,Active,12/31/2021,RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS,N/A,,3995 BELMORE WAY RENO NV 89503,,NV,WASHOE,,775-747-4286,01/01/1998,NENITA CARREON,Administrator,8,0
LA MANSION,RESIDENTIAL FACILITY FOR GROUPS,,9050-AGC-1,Active,12/31/2021,"ALZHEIMER DISEASE, ASSISTED LIVING SERVICES, CHRONIC ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,5930 NORTH EL CAPITAN WAY LAS VEGAS NV 89149,,NV,CLARK,,702-525-1708,01/09/2020,MELISSA QUARANTO,Administrator,10,0
LAKE MEAD CARE HOME,RESIDENTIAL FACILITY FOR GROUPS,,4101-AGC-18,Active,12/31/2021,MENTAL ILLNESS,N/A,,4325 W LAKE MEAD BLVD LAS VEGAS NV 89108-2849,,NV,CLARK,,702-339-6727,01/06/2005,GEOFFREY M. GOMEZ,Administrator,6,0
LAKEVIEW TERRACE RETIREMENT COMMUNITY,RESIDENTIAL FACILITY FOR GROUPS,,5567-AGC-18,Active,12/31/2021,"ALZHEIMER DISEASE, ASSISTED LIVING SERVICES, MENTAL ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,180 VILLE DRIVE BOULDER CITY NV 89005,,NV,CLARK,,702-293-0181,06/17/2010,MARY RUSH,Administrator,86,0
LANIKEHA RESIDENTIAL,RESIDENTIAL FACILITY FOR GROUPS,,10193-AGC-0,Active,12/31/2021,"ALZHEIMER DISEASE, CHRONIC ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,465 EAST ROBINDALE ROAD LAS VEGAS NV 89123,,NV,CLARK,,714-363-2060,05/08/2021,MAGALI ORTIZ,Administrator,10,0
LAS VEGAS ALZHEIMER & MEMORY CARE 2,RESIDENTIAL FACILITY FOR GROUPS,,129-AGC-30,Active,12/31/2021,ALZHEIMER DISEASE,N/A,,3225 BRAZOS STREET LAS VEGAS NV 89169,,NV,CLARK,,702-471-7204,02/12/1996,CHRIS TAN,Administrator,10,0
LAS VEGAS ALZHEIMERS & MEMORY CARE 1,RESIDENTIAL FACILITY FOR GROUPS,,1970-AGC-30,Active,12/31/2021,"ALZHEIMER DISEASE, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,3224 BRAZOS STREET LAS VEGAS NV 89169,,NV,CLARK,,702-737-4396,06/11/1998,TOLENTINO TAN,Administrator,10,0
LAS VEGAS CHATEAU FOR SENIORS,RESIDENTIAL FACILITY FOR GROUPS,,7213-AGC-12,Active,12/31/2021,"ALZHEIMER DISEASE, MENTAL ILLNESS",N/A,,4175 N TOMSIK ST LAS VEGAS NV 89129,,NV,CLARK,,702-478-8825,10/16/2012,MARIANITA GEE,Administrator,10,0
LAS VEGAS GROUP HOME LLC,RESIDENTIAL FACILITY FOR GROUPS,,9577-AGC-2,Active,12/31/2021,"ALZHEIMER DISEASE, CHRONIC ILLNESS, INDIVIDUALS WITH INTELLECTUAL DISABILITES, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,1680 SOMBRERO DRIVE LAS VEGAS NV 89169,,NV,CLARK,,702-449-0122,05/02/2019,FREDERICK BROWN,Administrator,9,0
LAS VENTANAS RETIREMENT COMM,RESIDENTIAL FACILITY FOR GROUPS,,4000-AGC-26,Active,12/31/2021,"ALZHEIMER DISEASE, ASSISTED LIVING SERVICES, INDIVIDUALS WITH INTELLECTUAL DISABILITES, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,10401 WEST CHARLESTON LAS VEGAS NV 89135,,NV,CLARK,,702-207-4215,06/20/2006,JESSICA COBB,Administrator,76,0
"LAURELWOOD GROUP HOME II,LLC",RESIDENTIAL FACILITY FOR GROUPS,,8761-AGC-4,Active,12/31/2021,RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS,N/A,,6565 MINTON CT LAS VEGAS NV 89103,,NV,CLARK,,702-580-5123,02/27/2017,ALEKSANDAR BEKIROV,Administrator,10,0
LAURELWOOD GROUP HOME LLC,RESIDENTIAL FACILITY FOR GROUPS,,4240-AGC-18,Active,12/31/2021,RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS,N/A,,4752 TORRENCE DRIVE LAS VEGAS NV 89103,,NV,CLARK,,702-876-4224,02/10/2005,ALEKSANDAR BEKIROV,Administrator,10,0
LEGACIES MEMORY CARE AT SAN MARTIN,RESIDENTIAL FACILITY FOR GROUPS,,9548-AGC-2,Active,12/31/2021,"ALZHEIMER DISEASE, ASSISTED LIVING SERVICES, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,7230 GAGNIER BOULEVARD LAS VEGAS NV 89113,,NV,CLARK,,702-263-6313,09/27/2019,DWIGHT AALGAARD,Administrator,50,0
LEGACY HOUSE OF CENTENNIAL HILLS,RESIDENTIAL FACILITY FOR GROUPS,,8726-AGC-4,Active,12/31/2021,"ALZHEIMER DISEASE, ASSISTED LIVING SERVICES, CHRONIC ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,6310 N. DURANGO DRIVE LAS VEGAS NV 89149,,NV,CLARK,,702-239-6778,01/23/2017,TRUDY ANDREWS,Administrator,136,0
LEGACY HOUSE OF SOUTHERN HILLS,RESIDENTIAL FACILITY FOR GROUPS,,9018-AGC-2,Active,12/31/2021,"ALZHEIMER DISEASE, ASSISTED LIVING SERVICES, CHRONIC ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,9750 W. SUNSET ROAD LAS VEGAS NV 89148,,NV,CLARK,,702-978-5000,12/13/2018,BARBARA GOTTLIEB,Administrator,158,0
LIBERTY RESIDENTIAL CARE,RESIDENTIAL FACILITY FOR GROUPS,,1955-AGC-28,Active,12/31/2021,"CHRONIC ILLNESS, MENTAL ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,3060 LIBERTY CIRCLE SOUTH LAS VEGAS NV 89121,,NV,CLARK,,702-457-7775,01/07/1999,RESTINA ANGAT,Administrator,10,0
LIFE SHARE CARE HOME NEVADA INC,RESIDENTIAL FACILITY FOR GROUPS,,6087-AGC-12,Active,12/31/2021,"CHRONIC ILLNESS, MENTAL ILLNESS",N/A,,7925 W ROSADA WAY LAS VEGAS NV 89149,,NV,CLARK,,408-854-0735,03/01/2011,FREDERICK BROWN,Administrator,10,0
LIMESTONESHIRE LLC,RESIDENTIAL FACILITY FOR GROUPS,,4952-AGC-19,Active,12/31/2021,MENTAL ILLNESS,N/A,,7474 LIMESTONE DRIVE RENO NV 89511,,NV,WASHOE,,775-852-5870,10/11/2007,EUGENE GASATAYA,Administrator,8,0
LITTLE ANGEL CARE HOME,RESIDENTIAL FACILITY FOR GROUPS,,4740-AGC-16,Active,12/31/2021,"CHRONIC ILLNESS, MENTAL ILLNESS, INDIVIDUALS WITH INTELLECTUAL DISABILITES, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,1436 HEAVEN DRIVE SPARKS NV 89436,,NV,WASHOE,,775-626-8103,02/08/2007,MARILOU A. REYES,Administrator,5,0
LITTLE ANGEL CARE HOME LLC,RESIDENTIAL FACILITY FOR GROUPS,,178-AGC-28,Active,12/31/2021,"CHRONIC ILLNESS, MENTAL ILLNESS, INDIVIDUALS WITH INTELLECTUAL DISABILITES, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,2570 KEYSTONE AVE RENO NV 89503,,NV,WASHOE,,775-746-8027,01/01/1998,MARILOU A. REYES,Administrator,5,0
LIVE N LOVE,RESIDENTIAL FACILITY FOR GROUPS,,7386-AGC-11,Active,12/31/2021,"CHRONIC ILLNESS, MENTAL ILLNESS",N/A,,4850 ARIZONA AVENUE LAS VEGAS NV 89104,,NV,CLARK,,702-756-5909,08/29/2012,BRAD BOMAN,Administrator,9,0
"LIVINGSTON HOME II, LLC",RESIDENTIAL FACILITY FOR GROUPS,,8410-AGC-6,Active,12/31/2021,"CHRONIC ILLNESS, MENTAL ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,5820 W. DESERT INN RD LAS VEGAS NV 89146,,NV,CLARK,,702-515-9959,10/05/2015,FRANCESCA SALCEDO,Administrator,10,0
LIVINGSTON HOME LLC,RESIDENTIAL FACILITY FOR GROUPS,,6281-AGC-12,Active,12/31/2021,ALZHEIMER DISEASE,N/A,,5858 PALMYRA AVE LAS VEGAS NV 89146,,NV,CLARK,,702-202-4555,01/10/2012,FRANCESCA A SALCEDO,Administrator,10,0
LONGEVITY RESIDENTIAL CARE II,RESIDENTIAL FACILITY FOR GROUPS,,7479-AGC-9,Active,12/31/2021,"CHRONIC ILLNESS, MENTAL ILLNESS, INDIVIDUALS WITH INTELLECTUAL DISABILITES, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,4073 KINGS ROW RENO NV 89503,,NV,WASHOE,,775-453-1196,01/01/2013,SAMMY VALERA,Administrator,10,0
LOVE & JOY RESIDENCE I,RESIDENTIAL FACILITY FOR GROUPS,,3975-AGC-23,Active,12/31/2021,RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS,N/A,,1750 CANYONLANDS WAY RENO NV 89521,,NV,WASHOE,,775-815-5067,02/04/2004,DIANA ROBERTS,Administrator,8,0
"MAR-VON SENIOR CARE, LLC",RESIDENTIAL FACILITY FOR GROUPS,,285-AGC-29,Active,12/31/2021,"CHRONIC ILLNESS, MENTAL ILLNESS",N/A,,300 LA RUE AVENUE RENO NV 89509,,NV,WASHOE,,775-323-4696,03/11/1994,ERNESTO BELTEJAR JR.,Administrator,18,0
MARTHA'S HOUSE SENIOR LIVING,RESIDENTIAL FACILITY FOR GROUPS,,9204-AGC-3,Active,12/31/2021,"ALZHEIMER DISEASE, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,1516 WINWOOD STREET LAS VEGAS NV 89108,,NV,CLARK,,702-636-8776,06/05/2018,DAVE MARVEL,Administrator,8,0
MARVEL MANOR,RESIDENTIAL FACILITY FOR GROUPS,,4405-AGC-17,Active,12/31/2021,RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS,N/A,,4935 N DURANGO LAS VEGAS NV 89149,,NV,CLARK,,702-395-7878,01/01/2006,DAVID MARVEL,Administrator,10,0
MASON VALLEY RESIDENCE LLC,RESIDENTIAL FACILITY FOR GROUPS,,1959-AGC-29,Active,12/31/2021,ALZHEIMER DISEASE,N/A,,705 SOUTH STREET YERINGTON NV 89447,,NV,LYON,,775-463-5946,07/15/1998,BETTY MCKAY-BACHMAN,Administrator,57,0
"MASTER CARE GROUP HOMES, LLC",RESIDENTIAL FACILITY FOR GROUPS,,8683-AGC-4,Active,12/31/2021,"ALZHEIMER DISEASE, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,6562 W. MESA VISTA LAS VEGAS NV 89118,,NV,CLARK,,702-331-5168,04/25/2017,BRAD BOMAN,Administrator,5,0
MAYHILL MANOR,RESIDENTIAL FACILITY FOR GROUPS,,61-AGC-28,Active,12/31/2021,"ALZHEIMER DISEASE, INDIVIDUALS WITH INTELLECTUAL DISABILITES",N/A,,3855 MAYHILL AVE LAS VEGAS NV 89121,,NV,CLARK,,702-454-9438,12/01/1997,PRUDENCE LANDICHO,Administrator,6,0
MEADOWS CARE HOME,RESIDENTIAL FACILITY FOR GROUPS,,2787-AGC-31,Active,12/31/2021,"CHRONIC ILLNESS, MENTAL ILLNESS",N/A,,5125 MEADOWS LILLY AVE LAS VEGAS NV 89108,,NV,CLARK,,702-395-7674,04/07/2000,MARINA VAUGHN,Administrator,8,0
MERRILL GARDENS AT GREEN VALLEY RANCH,RESIDENTIAL FACILITY FOR GROUPS,,5271-AGC-19,Active,12/31/2021,"ASSISTED LIVING SERVICES, CHRONIC ILLNESS",N/A,,1935 PASEO VERDE PKWY HENDERSON NV 89012,,NV,CLARK,,702-568-7900,09/22/2009,LINDA THOME,Administrator,108,0
MERRILL GARDENS AT SIENA HILLS,RESIDENTIAL FACILITY FOR GROUPS,,3705-AGC-35,Active,12/31/2021,"ALZHEIMER DISEASE, ASSISTED LIVING SERVICES, CHRONIC ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,2910 W HORIZON RIDGE PARKWAY HENDERSON NV 89052,,NV,CLARK,,702-614-8733,10/03/2003,ALEXSANDRINA TASKOV,Administrator,116,0
MERRILL GARDENS AT SIENA HILLS,RESIDENTIAL FACILITY FOR GROUPS,,4117-AGC-30,Active,12/31/2021,"ALZHEIMER DISEASE, CHRONIC ILLNESS",N/A,,2920 W HORIZON RIDGE PARKWAY HENDERSON NV 89052,,NV,CLARK,,702-614-8733,08/17/2004,ALEXSANDRINA TASKOV,Administrator,40,0
MESA VALLEY ESTATES,RESIDENTIAL FACILITY FOR GROUPS,,9735-AGC-1,Active,12/31/2021,"ALZHEIMER DISEASE, ASSISTED LIVING SERVICES, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,1328 BERTHA HOWE LANE MESQUITE NV 89027,,NV,CLARK,,702-344-5050,10/31/2019,SALVADOR GOMEZ-OROZCO,Administrator,78,0
MIMI'S CARE HOME,RESIDENTIAL FACILITY FOR GROUPS,,9063-AGC-3,Active,12/31/2021,"ALZHEIMER DISEASE, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,3055 S PIONEER WAY LAS VEGAS NV 89117,,NV,CLARK,,702-493-6745,06/04/2018,PHIL GLESSNER,Administrator,10,0
MOA FAMILY CARE LLC,RESIDENTIAL FACILITY FOR GROUPS,,2849-AGC-27,Active,12/31/2021,"CHRONIC ILLNESS, MENTAL ILLNESS, INDIVIDUALS WITH INTELLECTUAL DISABILITES",N/A,,4210 PATTERSON AVE LAS VEGAS NV 89104,,NV,CLARK,,702-431-4390,05/08/2000,CLEOTILDE ANGAT,Administrator,10,0
"MONARCH GROUP HOME, LLC.",RESIDENTIAL FACILITY FOR GROUPS,,5742-AGC-14,Active,12/31/2021,RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS,N/A,,6112 FISHER AVE LAS VEGAS NV 89130,,NV,CLARK,,702-581-6931,09/23/2009,MAUREEN SOBRIO,Administrator,10,0
MONTHILL PALMS,RESIDENTIAL FACILITY FOR GROUPS,,63-AGC-26,Active,12/31/2021,"ALZHEIMER DISEASE, CHRONIC ILLNESS, INDIVIDUALS WITH INTELLECTUAL DISABILITES",N/A,,4062 MONTHILL AVE LAS VEGAS NV 89121,,NV,CLARK,,702-451-3284,01/01/1997,PRUDENCE LANDICHO,Administrator,6,0
MORNING GLORY ALZHEIMERS HOME,RESIDENTIAL FACILITY FOR GROUPS,,302-AGC-26,Active,12/31/2021,ALZHEIMER DISEASE,N/A,,1821 NAVARRE LANE HENDERSON NV 89014,,NV,CLARK,,702-434-1740,01/01/1998,AUGUSTINE FARIAS,Administrator,6,0
MORNING STAR CARE HOME,RESIDENTIAL FACILITY FOR GROUPS,,155-AGC-31,Active,12/31/2021,"MENTAL ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,7560 SILVER LEAF WAY LAS VEGAS NV 89147,,NV,CLARK,,702-220-5551,01/01/1997,ROMEO BALGAN,Administrator,8,0
MORNINGSTAR OF SPARKS,RESIDENTIAL FACILITY FOR GROUPS,,5192-AGC-22,Active,12/31/2021,"ALZHEIMER DISEASE, ASSISTED LIVING SERVICES, CHRONIC ILLNESS, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,2360 WINGFIELD HILLS DR SPARKS NV 89436,,NV,WASHOE,,775-626-5665,09/24/2009,AMANDA JENKINS,Administrator,112,0
MOTHER'S TOUCH SENIOR HOME,RESIDENTIAL FACILITY FOR GROUPS,,8650-AGC-4,Active,12/31/2021,"ALZHEIMER DISEASE, RESIDENTIAL FACILITY FOR ELDERLY OR DISABLED PERSONS",N/A,,8918 KING JOHN COURT LAS VEGAS NV 89149,,NV,CLARK,,650-400-6090,02/13/2017,ROSALIE BACAL,Administrator,10,0
MOTHERS BEST CARE FOR THE ELDERLY,RESIDENTIAL FACILITY FOR GROUPS,,305-AGC-29,Active,12/31/2021,MENTAL ILLNESS,N/A,,1225 S 8TH STREET LAS VEGAS NV 89104,,NV,CLARK,,702-382-1034,05/25/1994,KAREN MARIE TATLONGHARI,Administrator,10,0
